DLiP-ID,C000PI
MWC10,11.360741183846496
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.371500000000002
SRW02,3.6635616461296463
SRW03,0.0
SRW04,4.9344739331306915
SRW05,0.0
SRW06,6.421622267806518
SRW07,0.0
SRW08,8.01532730902172
SRW09,0.0
SRW10,9.6638969875516
SaaCH,5.8585786722096245
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.1873945473251037
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,4.510438502561518
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.6319321617535905
SsssP,0
VE1_A,3.7185193279239472
VE1_D,4.171294320354675
VE2_A,0.20658440710688597
VE2_D,0.2317385733530375
VE3_A,1.9011122238241855
VE3_D,2.0160130411265236
VR1_A,124.02832528337157
VR1_D,87.96218774183076
VR2_A,6.890462515742865
VR2_D,4.886788207879487
VR3_A,5.408296634125673
VR3_D,5.064693702287457
WPath,619
Xc-3d,0.9553418012614795
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,12.957819157813608
Xp-1d,8.74071340286802
Xp-2d,7.348945665425827
Xp-3d,5.901387492702074
Xp-4d,4.950486202148969
Xp-5d,4.09994827213074
Xp-6d,2.7222199674610352
Xp-7d,1.7682502105830429
ZMIC0,64.21260436331539
ZMIC1,34.471162015744696
ZMIC2,26.19568791232468
ZMIC3,23.670576117788954
ZMIC4,23.670576117788954
ZMIC5,23.670576117788954
nAcid,0
nAtom,43
nBase,1
nRing,2
piPC1,3.1354942159291497
piPC2,3.597312260588446
piPC3,4.047427642434349
piPC4,4.509484935853683
piPC5,4.990007326300288
piPC6,5.036140584504618
piPC7,5.132299676460612
piPC8,5.376435145811989
piPC9,5.541508613166024
AATS0Z,16.6046511627907
AATS0d,2.627906976744186
AATS0i,163.91493829438895
AATS0m,64.7858508372093
AATS0p,1.3393238749122096
AATS0s,2.5781653746770026
AATS0v,186.35044160345512
AATS1Z,19.681818181818183
AATS1d,3.2954545454545454
AATS1i,145.59906977865333
AATS1m,71.98948043181815
AATS1p,1.7259925324090917
AATS1s,2.4286616161616164
AATS1v,237.59560443704203
AATS2Z,15.0
AATS2d,2.9878048780487805
AATS2i,155.29667337329067
AATS2m,53.10096498780489
AATS2p,1.413308992110207
AATS2s,2.117886178861789
AATS2v,185.9752347862508
AATS3Z,12.150442477876107
AATS3d,2.584070796460177
AATS3i,160.71857415146124
AATS3m,41.578541752212374
AATS3p,1.2308486326780617
AATS3s,1.9815634218289093
AATS3v,156.0033752071173
AATS4Z,10.642276422764228
AATS4d,2.3495934959349594
AATS4i,160.91707056174775
AATS4m,35.175960056910576
AATS4p,1.178879042487943
AATS4s,1.8141373080397478
AATS4v,144.3295223186525
AATS5Z,9.227272727272727
AATS5d,2.0681818181818183
AATS5i,161.27477179259625
AATS5m,29.683042939393943
AATS5p,1.1014421790947502
AATS5s,1.7474747474747478
AATS5v,130.181525163188
AATS6Z,7.879699248120301
AATS6d,1.7969924812030076
AATS6i,165.1731351390725
AATS6m,24.6656262255639
AATS6p,0.9901601203360527
AATS6s,1.7706766917293233
AATS6v,113.20491954029427
AATS7Z,7.171171171171171
AATS7d,1.7297297297297298
AATS7i,167.02944584550042
AATS7m,22.170282846846852
AATS7p,0.9378958284157476
AATS7s,1.7432432432432432
AATS7v,105.66321483817836
AATS8Z,7.56
AATS8d,1.72
AATS8i,165.87411519625485
AATS8m,23.111272959999994
AATS8p,0.9462342655242532
AATS8s,2.017777777777778
AATS8v,108.13043651153231
AMID_C,1.7938272904012973
AMID_N,0.12225291943565492
AMID_O,0.09844803832983447
AMID_X,0.0
AMID_h,0.22070095776548937
ATS0dv,164.0
ATS0pe,246.1152
ATS0se,312.16320799999994
ATS1dv,172.0
ATS1pe,271.77350000000007
ATS1se,329.7481319999998
ATS2dv,221.0
ATS2pe,487.2495
ATS2se,604.7423879999997
ATS3dv,213.0
ATS3pe,656.882
ATS3se,827.6158959999998
ATS4dv,166.0
ATS4pe,702.7675
ATS4se,891.11294
ATS5dv,141.0
ATS5pe,737.2920000000003
ATS5se,944.13632
ATS6dv,119.0
ATS6pe,732.4860999999999
ATS6se,947.5327199999999
ATS7dv,74.0
ATS7pe,603.991
ATS7se,786.3912640000001
ATS8dv,46.0
ATS8pe,416.391
ATS8se,539.2321440000002
ATSC0Z,283.86046511627904
ATSC0c,0.5030971480286425
ATSC0d,20.697674418604652
ATSC0i,57.44019089359414
ATSC0m,1362.5856807906976
ATSC0p,9.885126346094186
ATSC0s,27.604651162790688
ATSC0v,2223.202766422974
ATSC1Z,9.398593834505167
ATSC1c,-0.22478579684109343
ATSC1d,9.425635478637105
ATSC1i,-5.53819892543877
ATSC1m,45.22001005137889
ATSC1p,0.012767614956531392
ATSC1s,-1.8247851691605068
ATSC1v,26.53076501731165
ATSC2Z,3.9405083829096874
ATSC2c,0.009758094977140978
ATSC2d,1.9951325040562502
ATSC2i,-3.3885703136983856
ATSC2m,17.717088050297196
ATSC2p,-0.4128586049867967
ATSC2s,4.974851270957274
ATSC2v,-28.356566961488724
ATSC3Z,-14.214710654407789
ATSC3c,-0.0458760826919853
ATSC3d,-3.1357490535424533
ATSC3i,4.9677344539833825
ATSC3m,-64.85079956625219
ATSC3p,0.35252203661360354
ATSC3s,0.21852653085752125
ATSC3v,37.00075168818094
ATSC4Z,-76.2287723093564
ATSC4c,-0.023806912780098256
ATSC4d,-9.577068685776092
ATSC4i,-2.4329278009082125
ATSC4m,-365.5802827966468
ATSC4p,-1.9685685983977645
ATSC4s,-0.909816116819902
ATSC4v,-492.2785448947267
ATSC5Z,-55.06003244997293
ATSC5c,-0.03184778056869
ATSC5d,-4.792861005949161
ATSC5i,-21.865500243964068
ATSC5m,-269.92233875283944
ATSC5p,-3.299054933972245
ATSC5s,-1.2346914247941836
ATSC5v,-653.573422743766
ATSC6Z,9.501352082206587
ATSC6c,0.14278003653585514
ATSC6d,-0.018388318009735727
ATSC6i,-3.5628613472911037
ATSC6m,40.51606187993533
ATSC6p,-0.5289475260096919
ATSC6s,1.3604200468721832
ATSC6v,-96.32210795424407
ATSC7Z,49.802055164954005
ATSC7c,-0.09177469356914889
ATSC7d,-1.9405083829096825
ATSC7i,7.164947289052504
ATSC7m,238.2474441914551
ATSC7p,1.170087773649054
ATSC7s,0.020551649540291872
ATSC7v,338.87490911807924
ATSC8Z,-17.454299621416986
ATSC8c,-0.02154048804974543
ATSC8d,-5.961060032449972
ATSC8i,-4.468055693556336
ATSC8m,-83.49563491400745
ATSC8p,-0.6360087078493475
ATSC8s,-5.40152334595277
ATSC8v,-140.65900048600693
AXp-0d,0.719878842100756
AXp-1d,0.4600375475193694
AXp-2d,0.29395782661703307
AXp-3d,0.18441835914693983
AXp-4d,0.12074356590607242
AXp-5d,0.0788451590794373
AXp-6d,0.05235038398963529
AXp-7d,0.03274537427005635
GATS1Z,1.1029746920292554
GATS1c,1.3985072052652106
GATS1d,0.8531920326864147
GATS1i,1.4035508401114944
GATS1m,1.1062120083359408
GATS1p,1.2505297079454116
GATS1s,1.0095191595823445
GATS1v,1.2012060266201439
GATS2Z,1.0528618472322688
GATS2c,0.8394590121523575
GATS2d,1.385804329953412
GATS2i,1.2108233754728024
GATS2m,1.0551850465221955
GATS2p,1.113895812720535
GATS2s,0.5117995767152282
GATS2v,1.0886247239706877
GATS3Z,1.046195183277048
GATS3c,0.9887531984918473
GATS3d,1.3198866461171324
GATS3i,1.0463380942162679
GATS3m,1.0447566697977513
GATS3p,0.9898729450615731
GATS3s,0.7891663125352582
GATS3v,0.9984891089672694
GATS4Z,1.0808298997294414
GATS4c,0.8252797289040538
GATS4d,1.2043299534118936
GATS4i,1.0600503142916406
GATS4m,1.0823555389892279
GATS4p,1.071681991028526
GATS4s,0.6128194327436115
GATS4v,1.0799795921927748
GATS5Z,1.0054555881608152
GATS5c,0.6486953204216508
GATS5d,0.9761746680286006
GATS5i,1.0919348932576702
GATS5m,1.0097775266618152
GATS5p,1.1073435665115805
GATS5s,0.7063112166313517
GATS5v,1.0908710485295001
GATS6Z,0.9116784670179464
GATS6c,0.6364139345008809
GATS6d,0.8086339444115906
GATS6i,0.9210681959992704
GATS6m,0.9141500258100038
GATS6p,0.9548995051794608
GATS6s,0.8179399636412011
GATS6v,0.9565322134218961
GATS7Z,0.8351076785453322
GATS7c,0.8197392998757839
GATS7d,0.8866383237169753
GATS7i,0.8166559137578883
GATS7m,0.8365530739684203
GATS7p,0.8649766680874617
GATS7s,0.8275632414217086
GATS7v,0.860949451439027
GATS8Z,0.9903457316074062
GATS8c,1.2305883374117268
GATS8d,0.9740224719101123
GATS8i,0.9069781816462563
GATS8m,0.9873547557165734
GATS8p,0.956988645954509
GATS8s,1.6550351024992984
GATS8v,0.958029490471871
MATS1Z,0.032357409917626305
MATS1c,-0.43664932228668063
MATS1d,0.4450459652706845
MATS1i,-0.09422550106194075
MATS1m,0.0324326632616356
MATS1p,0.0012622440475196948
MATS1s,-0.06460189510947725
MATS1v,0.01166236093112487
MATS2Z,0.007279506680041417
MATS2c,0.010171096825209586
MATS2d,0.050548095368594226
MATS2i,-0.03093536399578763
MATS2m,0.006818410214427789
MATS2p,-0.02190149290826113
MATS2s,0.09450448969527608
MATS2v,-0.006688506909828958
MATS3Z,-0.019055621854332485
MATS3c,-0.03469960120688435
MATS3d,-0.05765138709356663
MATS3i,0.03291035071808604
MATS3m,-0.018110962294659205
MATS3p,0.013570444024584743
MATS3s,0.0030123950134984226
MATS3v,0.00633317494516628
MATS4Z,-0.09388092488167221
MATS4c,-0.01654301142199951
MATS4d,-0.1617612131177491
MATS4i,-0.01480732779688078
MATS4m,-0.09379556156322362
MATS4p,-0.06961962388812347
MATS4s,-0.011522181354922221
MATS4v,-0.07740966324921353
MATS5Z,-0.06318675862342908
MATS5c,-0.020621575439193362
MATS5d,-0.07543411644535239
MATS5i,-0.12400467758533812
MATS5m,-0.06453116890522105
MATS5p,-0.10871809827767152
MATS5s,-0.014570373774249103
MATS5v,-0.09576566608683502
MATS6Z,0.010821745499255254
MATS6c,0.0917555722198888
MATS6d,-0.00028723494128581024
MATS6i,-0.020053946947832607
MATS6m,0.009613470980724218
MATS6p,-0.017300042905418065
MATS6s,0.01593336753847551
MATS6v,-0.014007599586035877
MATS7Z,0.06796539288756229
MATS7c,-0.07066698531156565
MATS7d,-0.03631946553294871
MATS7i,0.048321744198519645
MATS7m,0.06773449644905462
MATS7p,0.04585447163524933
MATS7s,0.00028840972396153286
MATS7v,0.05904808489673103
MATS8Z,-0.03525370036594026
MATS8c,-0.0245477038849846
MATS8d,-0.16512359550561795
MATS8i,-0.04459743647180875
MATS8m,-0.0351323453335073
MATS8p,-0.03688824803381205
MATS8s,-0.1121866516896004
MATS8v,-0.0362740164010008
MAXsOH,9.606224017384733
MINsOH,9.606224017384733
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,22.878431828279517
SpAD_D,142.89494671161913
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,8.37283950617284
SssNH2,0
SsssAs,0
SsssCH,0.6659259259259256
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,436
TMWC10,108.1134260760241
TSRW10,50.69888214364018
VE1_Dt,4.210941848351594
VE2_Dt,0.2339412137973108
VE3_Dt,2.0254730045236267
VR1_Dt,84.0420255739535
VR2_Dt,4.669001420775194
VR3_Dt,5.019103643086715
Xc-3dv,0.5368586342290856
Xc-4dv,0.0
Xc-5dv,0.10621638910345696
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.13608276348795434
Xch-7d,0.2997751815397718
Xp-0dv,11.653575736064255
Xp-1dv,7.29011201573077
Xp-2dv,5.385604823708235
Xp-3dv,3.9303244500666756
Xp-4dv,3.087320217459766
Xp-5dv,2.321077296924002
Xp-6dv,1.353641176138143
Xp-7dv,0.7978509750522145
Xpc-4d,2.191530639064264
Xpc-5d,3.4537011819556334
Xpc-6d,5.289964115227585
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,44
nFRing,1
nHBAcc,2
nHBDon,1
nHRing,0
nSpiro,0
naRing,1
piPC10,5.192262165207532
AATS0dv,3.813953488372093
AATS0pe,5.723609302325581
AATS0se,7.259609488372091
AATS1dv,3.909090909090909
AATS1pe,6.176670454545456
AATS1se,7.494275727272723
AATS2dv,2.6951219512195124
AATS2pe,5.9420670731707315
AATS2se,7.374907170731703
AATS3dv,1.8849557522123894
AATS3pe,5.8131150442477875
AATS3se,7.324034477876104
AATS4dv,1.3495934959349594
AATS4pe,5.713556910569106
AATS4se,7.244820650406504
AATS5dv,1.0681818181818181
AATS5pe,5.585545454545456
AATS5se,7.152547878787878
AATS6dv,0.8947368421052632
AATS6pe,5.507414285714285
AATS6se,7.124306165413533
AATS7dv,0.6666666666666666
AATS7pe,5.441360360360361
AATS7se,7.084605981981983
AATS8dv,0.6133333333333333
AATS8pe,5.551880000000001
AATS8se,7.189761920000002
AATSC0Z,6.601406165494861
AATSC0c,0.011699933675084708
AATSC0d,0.4813412655489454
AATSC0i,1.3358183928742824
AATSC0m,31.688039088155758
AATSC0p,0.2298866592114927
AATSC0s,0.6419686316928067
AATSC0v,51.70238991681335
AATSC1Z,0.21360440532966288
AATSC1c,-0.005108768110024851
AATSC1d,0.21421898815084328
AATSC1i,-0.12586815739633567
AATSC1m,1.027727501167702
AATSC1p,0.00029017306719389527
AATSC1s,-0.041472390208193335
AATSC1v,0.6029719322116285
AATSC2Z,0.048054980279386435
AATSC2c,0.0001190011582578168
AATSC2d,0.02433088419580793
AATSC2i,-0.04132402821583397
AATSC2m,0.21606204939386825
AATSC2p,-0.00503486103642435
AATSC2s,0.06066891793850334
AATSC2v,-0.3458117922132771
AATSC3Z,-0.1257938995965291
AATSC3c,-0.00040598303267243627
AATSC3d,-0.0277499916242695
AATSC3i,0.04396225180516268
AATSC3m,-0.573900881117276
AATSC3p,0.00311966404082835
AATSC3s,0.0019338631049338163
AATSC3v,0.32744028042638
AATSC4Z,-0.6197461163362309
AATSC4c,-0.00019355213642356306
AATSC4d,-0.07786234703883002
AATSC4i,-0.019779900820391973
AATSC4m,-2.9721974211109496
AATSC4p,-0.016004622751201337
AATSC4s,-0.007396878998535789
AATSC4v,-4.002264592640055
AATSC5Z,-0.41712145795434036
AATSC5c,-0.00024127106491431816
AATSC5d,-0.03630955307537243
AATSC5i,-0.16564772912093992
AATSC5m,-2.044866202673026
AATSC5p,-0.024992840408880643
AATSC5s,-0.009353722915107452
AATSC5v,-4.951313808664893
AATSC6Z,0.07143873746019991
AATSC6c,0.0010735341092921438
AATSC6d,-0.00013825803014838893
