DLiP-ID,C000JS
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-0.5700000000000001
NumHAcceptors,2
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,7
HeavyAtomMolWt,108.125
MaxEStateIndex,4.793981481481481
MinEStateIndex,0.7638888888888891
NumHeteroatoms,3
fr_aryl_methyl,1
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.8571428571428572
FpDensityMorgan2,2.5714285714285716
FpDensityMorgan3,2.7142857142857144
MaxPartialCharge,0.17634249559001908
MinPartialCharge,-0.3374092412870166
NumAromaticRings,1
fr_unbrch_alkane,0
MaxAbsEStateIndex,4.793981481481481
MinAbsEStateIndex,0.7638888888888891
NumAliphaticRings,0
NumRotatableBonds,0
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.3374092412870166
MinAbsPartialCharge,0.17634249559001908
NumRadicalElectrons,0
NumValenceElectrons,38
fr_para_hydroxylation,0
NumAromaticCarbocycles,0
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,114.02516919199999
MZ,0.769230769230769
Mi,1.1344148366042985
Mm,0.7311631004912168
Mp,0.7268888991248272
Mv,0.640651176627159
SZ,9.999999999999998
Si,14.747392875855882
Sm,9.505120306385818
Sp,9.449555688622754
Sv,8.328465296153066
nB,0
nC,4
nF,0
nH,6
nI,0
nN,2
nO,0
nP,0
nS,1
nX,0
ABC,5.128086953268309
AMW,8.771166860923076
IC0,1.7381493331928664
IC1,3.0269868333592873
IC2,3.180832987205441
IC3,3.334679141051595
IC4,3.334679141051595
IC5,3.334679141051595
MID,13.453926922059683
Mpe,0.9671191553544497
Mse,1.00512633760995
NdO,0
NdS,1
NsF,0
NsI,0
NtN,0
SMR,30.597699999999996
SdO,0
SdS,4.793981481481481
Spe,12.572549019607846
SsF,0
SsI,0
Sse,13.066642388929349
StN,0
fMF,0.38461538461538464
nBr,0
nCl,0
AMID,1.9219895602942405
BIC0,0.4448932701485439
BIC1,0.7747815709919612
BIC2,0.8141597286550097
BIC3,0.8535378863180583
BIC4,0.8535378863180583
BIC5,0.8535378863180583
CIC0,1.9622903849482258
CIC1,0.6734528847818049
CIC2,0.5196067309356511
CIC3,0.3657605770894974
CIC4,0.3657605770894974
CIC5,0.3657605770894974
GGI1,1.5
GGI2,1.1111111111111116
GGI3,0.4444444444444444
GGI4,0.0
GGI5,0.0
GGI6,0.0
GGI7,0.0
GGI8,0.0
GGI9,0.0
JGI1,0.21428571428571427
JGI2,0.12345679012345684
JGI3,0.08888888888888888
JGI4,0.0
JGI5,0.0
JGI6,0.0
JGI7,0.0
JGI8,0.0
JGI9,0.0
MIC0,21.750342364227798
MIC1,30.127644410549397
MIC2,31.97549056439555
MIC3,32.130567487472476
MIC4,32.130567487472476
MIC5,32.130567487472476
MPC2,9
MPC3,10
MPC4,9
MPC5,4
MPC6,1
MPC7,0
MPC8,0
MPC9,0
Mare,0.9778461538461541
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.4788179016440828
RPCG,0.2502478692848503
SIC0,0.46971426792111665
SIC1,0.8180073353228107
SIC2,0.8595824360039367
SIC3,0.9011575366850628
SIC4,0.9011575366850628
SIC5,0.9011575366850628
SaaN,0
SaaO,0
SaaS,0
Sare,12.712000000000003
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,22.595941331507262
TIC1,39.35082883367073
TIC2,41.35082883367073
TIC3,43.35082883367073
TIC4,43.35082883367073
TIC5,43.35082883367073
Vabc,89.71356866969953
WPol,5
apol,15.780758
bpol,9.529241999999998
nRot,0
ABCGG,5.320835649763411
ATS0Z,504.0
ATS0d,38.0
ATS0i,2146.493269325594
ATS0m,2003.3885659999994
ATS0p,24.653277429093993
ATS0s,32.708161865569274
ATS0v,2963.975656792912
ATS1Z,379.0
ATS1d,44.0
ATS1i,2024.9966768138001
ATS1m,1445.1816620000002
ATS1p,23.118093850000005
ATS1s,39.160493827160494
ATS1v,3191.9558152318396
ATS2Z,563.0
ATS2d,64.0
ATS2i,3502.3297812678484
ATS2m,2129.929351000001
ATS2p,31.874977454547
ATS2s,55.00000000000001
ATS2v,4328.544912936812
ATS3Z,465.0
ATS3d,44.0
ATS3i,3275.287321989828
ATS3m,1665.496834
ATS3p,35.313685509698004
ATS3s,44.90740740740741
ATS3v,3859.371359128349
ATS4Z,135.0
ATS4d,23.0
ATS4i,2802.606765202546
ATS4m,268.53926400000006
ATS4p,19.215088569396
ATS4s,27.981481481481485
ATS4v,1639.9098131331266
ATS5Z,6.0
ATS5d,6.0
ATS5i,1109.5059121454938
ATS5m,6.0963840000000005
ATS5p,2.6676774290939993
ATS5s,6.0
ATS5v,186.50246658558157
ATS6Z,0.0
ATS6d,0.0
ATS6i,0.0
ATS6m,0.0
ATS6p,0.0
ATS6s,0.0
ATS6v,0.0
ATS7Z,0.0
ATS7d,0.0
ATS7i,0.0
ATS7m,0.0
ATS7p,0.0
ATS7s,0.0
ATS7v,0.0
ATS8Z,0.0
ATS8d,0.0
ATS8i,0.0
ATS8m,0.0
ATS8p,0.0
ATS8s,0.0
ATS8v,0.0
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,0
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.25
GGI10,0.0
JGI10,0.0
JGT10,0.42663139329806
Kier1,5.142857142857143
Kier2,1.8518518518518519
Kier3,0.96
MAXdS,4.793981481481481
MID_C,7.705502533538524
MID_N,4.014010107991858
MID_O,0.0
MID_X,0.0
MID_h,5.748424388521161
MINdS,4.793981481481481
MPC10,0
MWC01,7.0
MWC02,3.4965075614664802
MWC03,4.2626798770413155
MWC04,5.056245805348308
MWC05,5.84354441703136
MWC06,6.639875833826536
MWC07,7.4318919168078
MWC08,8.22817689595132
MWC09,9.0217190130337
MWC10,9.817548327858471
NaaCH,2
NaaNH,1
NaaSe,0
NaaaC,0
NaasC,0
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.08269
SRW02,2.70805020110221
SRW03,0.0
SRW04,3.9318256327243257
SRW05,2.3978952727983707
SRW06,5.332718793265369
SRW07,4.59511985013459
SRW08,6.80128303447162
SRW09,6.502790045915623
SRW10,8.302761580704049
SaaCH,3.685185185185185
SaaNH,2.846064814814815
SaaSe,0
SaaaC,0
SaasC,0
SaasN,1.8425925925925926
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.9016203703703705
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,2.5441997063598025
VE1_D,2.6162250714203235
VE2_A,0.3634571009085432
VE2_D,0.37374643877433195
VE3_A,0.5771411993857022
VE3_D,0.6050575224309535
VR1_A,18.15400292302315
VR1_D,20.123210286002326
VR2_A,2.593428989003307
VR2_D,2.874744326571761
VR3_A,2.5422161391783127
VR3_D,2.6451989455233145
WPath,40
Xc-3d,0.4714045207910317
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,5.276020881938894
Xp-1d,3.304530452640311
Xp-2d,2.8854714281683242
Xp-3d,2.2903364137778537
Xp-4d,1.330837274785986
Xp-5d,0.4714045207910317
Xp-6d,0.11785113019775792
Xp-7d,0.0
ZMIC0,26.01682618206697
ZMIC1,19.52080884190746
ZMIC2,17.95117217900799
ZMIC3,17.689566068524748
ZMIC4,17.689566068524748
ZMIC5,17.689566068524748
nAcid,0
nAtom,13
nBase,0
nRing,1
piPC1,2.4423470353692043
piPC2,3.056356895370426
piPC3,3.5373295559867355
piPC4,3.840795496139778
piPC5,3.446011397451948
piPC6,2.409194828052304
piPC7,0.0
piPC8,0.0
piPC9,0.0
AATS0Z,38.76923076923077
AATS0d,2.923076923076923
AATS0i,165.11486687119955
AATS0m,154.10681276923071
AATS0p,1.8964059560841533
AATS0s,2.5160124511976365
AATS0v,227.99812744560862
AATS1Z,29.153846153846153
AATS1d,3.3846153846153846
AATS1i,155.7689751395231
AATS1m,111.16782015384616
AATS1p,1.778314911538462
AATS1s,3.0123456790123457
AATS1v,245.53506271014152
AATS2Z,26.80952380952381
AATS2d,3.0476190476190474
AATS2i,166.7776086318023
AATS2m,101.42520719047624
AATS2p,1.517856069264143
AATS2s,2.6190476190476195
AATS2v,206.12118633032438
AATS3Z,22.142857142857142
AATS3d,2.0952380952380953
AATS3i,155.96606295189656
AATS3m,79.30937304761905
AATS3p,1.681604071890381
AATS3s,2.1384479717813054
AATS3v,183.77958852992137
AATS4Z,7.9411764705882355
AATS4d,1.3529411764705883
AATS4i,164.8592214825027
AATS4m,15.79642729411765
AATS4p,1.1302993276115294
AATS4s,1.6459694989106755
AATS4v,96.46528312547804
AATS5Z,1.0
AATS5d,1.0
AATS5i,184.91765202424895
AATS5m,1.016064
AATS5p,0.4446129048489999
AATS5s,1.0
AATS5v,31.083744430930263
AMID_C,1.1007860762197892
AMID_N,0.5734300154274082
AMID_O,0.0
AMID_X,0.0
AMID_h,0.8212034840744515
ATS0dv,76.44444444444444
ATS0pe,80.18960000000001
ATS0se,99.61996899999998
ATS1dv,79.66666666666667
ATS1pe,86.57950000000004
ATS1se,103.38106600000005
ATS2dv,84.0
ATS2pe,136.842
ATS2se,166.81462399999998
ATS3dv,11.666666666666668
ATS3pe,125.51149999999998
ATS3se,157.78534200000004
ATS4dv,0.0
ATS4pe,95.854
ATS4se,125.62128000000001
ATS5dv,0.0
ATS5pe,29.040000000000006
ATS5se,40.310784
ATS6dv,0.0
ATS6pe,0.0
ATS6se,0.0
ATS7dv,0.0
ATS7pe,0.0
ATS7se,0.0
ATS8dv,0.0
ATS8pe,0.0
ATS8se,0.0
ATSC0Z,227.0769230769231
ATSC0c,0.3031596731860822
ATSC0d,7.23076923076923
ATSC0i,25.266639774469066
ATSC0m,1000.7827540000003
ATSC0p,5.496944886435232
ATSC0s,3.5691674580563473
ATSC0v,704.2414728833472
ATSC1Z,0.5384615384615499
ATSC1c,-0.193483160970102
ATSC1d,2.4615384615384612
ATSC1i,-12.16564553841536
ATSC1m,3.818348000000068
ATSC1p,-0.4680698376923077
ATSC1s,-0.26448243114909714
ATSC1v,-72.60631114006645
ATSC2Z,50.33727810650889
ATSC2c,0.07543572573521629
ATSC2d,-3.218934911242605
ATSC2i,2.7404891130780102
ATSC2m,223.80503300000012
ATSC2p,0.5685011945027043
ATSC2s,-0.12373479111370828
ATSC2v,171.34857858826084
ATSC3Z,-38.43195266272188
ATSC3c,-0.04104756053226978
ATSC3d,-6.29585798816568
ATSC3i,1.8303402079104454
ATSC3m,-180.18097799999995
ATSC3p,-0.16908216782952706
ATSC3s,-1.6215716593209475
ATSC3v,-265.5659377566033
ATSC4Z,-204.40828402366864
ATSC4c,-0.027295377355889203
ATSC4d,1.6982248520710068
ATSC4i,-9.118211662783251
ATSC4m,-910.4442359999999
ATSC4p,-4.475807340278995
ATSC4s,-1.2577495312538052
ATSC4v,-532.6799920864372
ATSC5Z,78.42603550295856
ATSC5c,0.03481053653000363
ATSC5d,1.7396449704142016
ATSC5i,4.079707992975628
ATSC5m,362.61045599999983
ATSC5p,1.795985708080509
ATSC5s,1.4829546838093843
ATSC5v,347.38292595317233
ATSC6Z,0.0
ATSC6c,0.0
ATSC6d,0.0
ATSC6i,0.0
ATSC6m,0.0
ATSC6p,0.0
ATSC6s,0.0
ATSC6v,0.0
ATSC7Z,0.0
ATSC7c,0.0
ATSC7d,0.0
ATSC7i,0.0
ATSC7m,0.0
ATSC7p,0.0
ATSC7s,0.0
ATSC7v,0.0
ATSC8Z,0.0
ATSC8c,0.0
ATSC8d,0.0
ATSC8i,0.0
ATSC8m,0.0
ATSC8p,0.0
ATSC8s,0.0
ATSC8v,0.0
AXp-0d,0.7537172688484135
AXp-1d,0.4720757789486159
AXp-2d,0.3206079364631471
AXp-3d,0.22903364137778537
AXp-4d,0.147870808309554
AXp-5d,0.11785113019775792
AXp-6d,0.11785113019775792
GATS1Z,0.540650406504065
GATS1c,1.82111391754745
GATS1d,0.8297872340425533
GATS1i,1.5090016989023682
GATS1m,0.5516542797904921
GATS1p,0.7016924073350945
GATS1s,1.0917516629711752
GATS1v,0.8945617185961333
GATS2Z,0.5586527293844367
GATS2c,1.2140895473638766
GATS2d,1.5015197568389058
GATS2i,0.9332068929610127
GATS2m,0.5678194487694834
GATS2p,0.6286005311519167
GATS2s,0.9983824305775524
GATS2v,0.6525413333694399
GATS3Z,1.1122725512969416
GATS3c,0.8210510708550558
GATS3d,1.4620060790273557
GATS3i,0.9151792997704287
GATS3m,1.1110389058522883
GATS3p,1.0643866309093957
GATS3s,1.064322669200718
GATS3v,1.207946366647865
GATS4Z,2.110712577714012
GATS4c,0.6246816793832075
GATS4d,0.2928660826032541
GATS4i,1.1509922274652304
GATS4m,2.0924981715097877
GATS4p,1.9603099000797757
GATS4s,1.2053188991782964
GATS4v,1.6059091739933453
GATS5Z,0.0
GATS5c,0.1613295899618411
GATS5d,0.0
GATS5i,0.0
GATS5m,0.0
GATS5p,0.0
GATS5s,0.0
GATS5v,0.0
MATS1Z,0.0023712737127371776
MATS1c,-0.6382219605156397
MATS1d,0.3404255319148936
MATS1i,-0.4814904414281578
MATS1m,0.003815361510516264
MATS1p,-0.08515090606918035
MATS1s,-0.07410199556541
MATS1v,-0.10309860173783487
MATS2Z,0.1372273841786037
MATS2c,0.15403864873165696
MATS2d,-0.275582573454914
MATS2i,0.06714360419983913
MATS2m,0.13843761021637652
MATS2p,0.06402271046069238
MATS2s,-0.021460950973146056
MATS2v,0.15062011211575857
MATS3Z,-0.10477158343011998
MATS3c,-0.08381851830146779
MATS3d,-0.5390070921985816
MATS3i,0.04484441769336519
MATS3m,-0.11145336486141265
MATS3p,-0.01904147041324205
MATS3s,-0.28125048393341084
MATS3v,-0.2334397615001082
MATS4Z,-0.6883668101386896
MATS4c,-0.06885129346435118
MATS4d,0.1795994993742179
MATS4i,-0.2759666563226675
MATS4m,-0.6956775184632419
MATS4p,-0.6226506308687815
MATS4s,-0.2694769792617713
MATS4v,-0.5784145623978189
MATS5Z,0.7483062330623304
MATS5c,0.24878912276055254
MATS5d,0.5212765957446811
MATS5i,0.34984340604901837
MATS5m,0.785041493630694
MATS5p,0.7079027437786954
MATS5s,0.9002291204730226
MATS5v,1.068757003404352
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,2
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,8.42863948675507
SpAD_D,23.434204413525137
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,47
TMWC10,73.7981896483653
TSRW10,47.572444411116166
VE1_Dt,2.6371776094110544
VE2_Dt,0.37673965848729346
VE3_Dt,0.6130343139936896
VR1_Dt,19.231825055808233
VR2_Dt,2.747403579401176
VR3_Dt,2.5998915178568964
Xc-3dv,0.2660300842498721
Xc-4dv,0.0
Xc-5dv,0.07905694150420949
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.23570226039551584
Xch-7d,0.11785113019775792
Xp-0dv,4.826659005270798
Xp-1dv,2.413400186621039
Xp-2dv,1.76283146031025
Xp-3dv,1.2311304311395144
Xp-4dv,0.5187734853452591
Xp-5dv,0.16582269216752066
Xp-6dv,0.04564354645876384
Xp-7dv,0.0
Xpc-4d,1.1380711874576983
Xpc-5d,1.040440114519881
Xpc-6d,0.4714045207910317
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,0
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,13
nFRing,0
nHBAcc,2
nHBDon,1
nHRing,1
nSpiro,0
naRing,1
piPC10,0.0
AATS0dv,5.88034188034188
AATS0pe,6.1684307692307705
AATS0se,7.6630745384615375
AATS1dv,6.128205128205129
AATS1pe,6.659961538461541
AATS1se,7.952389692307696
AATS2dv,4.0
AATS2pe,6.516285714285715
AATS2se,7.9435535238095225
AATS3dv,0.5555555555555556
AATS3pe,5.976738095238095
AATS3se,7.513587714285716
AATS4dv,0.0
AATS4pe,5.638470588235294
AATS4se,7.38948705882353
AATS5dv,0.0
AATS5pe,4.840000000000001
AATS5se,6.718464
AATSC0Z,17.467455621301777
AATSC0c,0.023319974860467864
AATSC0d,0.5562130177514792
AATSC0i,1.943587674959159
AATSC0m,76.9832887692308
AATSC0p,0.4228419143411717
AATSC0s,0.27455134292741135
AATSC0v,54.17242099102671
AATSC1Z,0.041420118343196144
AATSC1c,-0.014883320074623231
AATSC1d,0.18934911242603547
AATSC1i,-0.9358188875704123
AATSC1m,0.29371907692308213
AATSC1p,-0.036005372130177515
AATSC1s,-0.020344802396084397
AATSC1v,-5.585100856928189
AATSC2Z,2.39701324316709
AATSC2c,0.0035921774159626803
AATSC2d,-0.1532826148210764
AATSC2i,0.13049948157514335
AATSC2m,10.65738252380953
AATSC2p,0.02707148545250973
AATSC2s,-0.005892132910176585
AATSC2v,8.159456123250516
AATSC3Z,-1.8300929839391373
AATSC3c,-0.0019546457396318944
AATSC3d,-0.29980276134122286
AATSC3i,0.08715905751954502
AATSC3m,-8.58004657142857
AATSC3p,-0.00805153180140605
AATSC3s,-0.07721769806290227
AATSC3v,-12.64599703602873
AATSC4Z,-12.024016707274626
AATSC4c,-0.0016056104326993648
AATSC4d,0.09989557953358863
AATSC4i,-0.5363653919284266
AATSC4m,-53.55554329411764
AATSC4p,-0.26328278472229383
AATSC4s,-0.07398526654434148
AATSC4v,-31.33411718155513
AATSC5Z,13.07100591715976
AATSC5c,0.005801756088333938
AATSC5d,0.28994082840236696
AATSC5i,0.6799513321626046
AATSC5m,60.435075999999974
AATSC5p,0.29933095134675153
AATSC5s,0.24715911396823073
AATSC5v,57.897154325528724
ATS0are,78.84340000000002
ATS1are,84.97899999999998
ATS2are,135.04649999999998
ATS3are,122.535
ATS4are,93.962
ATS5are,29.040000000000006
ATS6are,0.0
ATS7are,0.0
ATS8are,0.0
ATSC0dv,43.589743589743605
ATSC0pe,1.1247076923076917
ATSC0se,0.5856489230769226
ATSC1dv,14.48717948717949
ATSC1pe,-0.007161538461539219
ATSC1se,-0.09421784615384543
ATSC2dv,-12.89283366206443
ATSC2pe,-0.056097041420118815
ATSC2se,0.07731550887574062
ATSC3dv,-39.653517422748195
ATSC3pe,-0.4861970414201176
ATSC3se,-0.18596218343195284
ATSC4dv,1.1005917159763274
ATSC4pe,-0.43792544378698145
ATSC4se,-0.2594590532544382
ATSC5dv,15.163708086785007
ATSC5pe,0.42502721893491135
ATSC5se,0.16949911242603447
ATSC6dv,0.0
ATSC6pe,0.0
ATSC6se,0.0
ATSC7dv,0.0
ATSC7pe,0.0
ATSC7se,0.0
ATSC8dv,0.0
ATSC8pe,0.0
ATSC8se,0.0
AXp-0dv,0.6895227150386855
AXp-1dv,0.344771455231577
AXp-2dv,0.19587016225669443
AXp-3dv,0.12311304311395144
AXp-4dv,0.05764149837169546
AXp-5dv,0.041455673041880164
AXp-6dv,0.04564354645876384
BertzCT,197.4547535417141
ECIndex,36
ETA_eta,3.1867852399585823
GATS1dv,0.7423529411764703
GATS1pe,1.0339096654173396
GATS1se,1.2049946962186329
GATS2dv,1.3757422969187671
GATS2pe,1.250204204462405
GATS2se,1.1809269071903188
GATS3dv,1.3597198879551815
GATS3pe,0.9472937534929707
GATS3se,0.8741775536226819
GATS4dv,0.6414532871972316
GATS4pe,1.0830421901477467
GATS4se,1.1281103101226337
GATS5dv,0.0
GATS5pe,0.0
GATS5se,0.0
LogEE_A,2.8620627489222246
LogEE_D,11.717126434781292
MATS1dv,0.3323529411764706
MATS1pe,-0.006367466418625687
MATS1se,-0.1608776904409509
MATS2dv,-0.1830999066293183
MATS2pe,-0.030876235811535514
MATS2se,0.08172469853358855
MATS3dv,-0.5631465919701213
MATS3pe,-0.26760652828964565
MATS3se,-0.19656733300494178
MATS4dv,0.019307958477508574
MATS4pe,-0.2977521761310326
MATS4se,-0.33878635550284036
MATS5dv,0.753725490196078
MATS5pe,0.8187836839657491
MATS5se,0.6270788905298442
MAXaaCH,1.8773148148148149
MAXaaNH,2.846064814814815
MAXaasN,1.8425925925925926
MAXsCH3,1.9016203703703705
MDEC-12,0.8164965809277259
MDEC-13,0.4999999999999999
MDEC-22,1.0
MDEC-23,0.9999999999999998
MDEN-23,0.4999999999999999
MINaaCH,1.8078703703703705
MINaaNH,2.846064814814815
MINaasN,1.8425925925925926
MINsCH3,1.9016203703703705
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.9107142857142858
SM1_Dzi,0.3635986756455034
SM1_Dzm,0.9103590593973134
SM1_Dzp,-0.6122257053291534
SM1_Dzv,-0.4810703813153896
SddssSe,0
SpAD_Dt,45.452102815351
SpAbs_A,8.42863948675507
