DLiP-ID,C001TE
SRW04,4.812184355372417
SRW05,2.3978952727983707
SRW06,6.244166900663736
SRW07,4.442651256490317
SRW08,7.750614732770409
SRW09,6.259581464064923
SRW10,9.29605924737872
SaaCH,11.172844100577686
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.3049061476442436
SaasN,0
SdCH2,0
SddsN,0
SdsCH,3.042068216175359
SdssC,-0.12833333333333297
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.7421533628911035
VE1_D,3.9456725606761767
VE2_A,0.23388458518069397
VE2_D,0.24660453504226104
VE3_A,1.7896648404617332
VE3_D,1.8426230533413333
VR1_A,77.31087983901334
VR1_D,72.16814835453346
VR2_A,4.831929989938334
VR2_D,4.510509272158341
VR3_A,4.817838323175801
VR3_D,4.749002419280998
WPath,496
Xc-3d,0.8951682068889268
Xc-4d,0.0
Xc-5d,0.11785113019775792
Xc-6d,0.0
Xp-0d,11.380468888623982
Xp-1d,7.7540201954234895
Xp-2d,6.725068516830587
Xp-3d,5.370253000691982
Xp-4d,3.8882330101771965
Xp-5d,2.642217377999796
Xp-6d,1.7337129615888442
Xp-7d,0.9254797810243619
ZMIC0,52.92944315306186
ZMIC1,41.0719232667013
ZMIC2,25.48017022627268
ZMIC3,20.663500280937182
ZMIC4,20.248048016607783
ZMIC5,20.248048016607783
nAcid,0
nAtom,26
nBase,0
nRing,2
piPC1,3.2386784521643803
piPC2,3.7784916128036232
piPC3,4.312475571712766
piPC4,4.765906277173684
piPC5,5.07165199590203
piPC6,5.2108513407667605
piPC7,5.340238756511593
piPC8,5.51090540392273
piPC9,5.752175734672774
AATS0Z,25.76923076923077
AATS0d,3.3846153846153846
AATS0i,155.91757718538426
AATS0m,102.05762369230769
AATS0p,1.6396708095573078
AATS0s,5.936965811965812
AATS0v,248.68190376706383
AATS1Z,26.74074074074074
AATS1d,3.925925925925926
AATS1i,141.66619070156486
AATS1m,102.56223381481477
AATS1p,1.932212102814814
AATS1s,3.874485596707819
AATS1v,290.04744107424847
AATS2Z,24.195121951219512
AATS2d,3.6341463414634148
AATS2i,144.30997014105736
AATS2m,91.2966905853659
AATS2p,1.7509133064878046
AATS2s,3.9065040650406524
AATS2v,259.00323819671956
AATS3Z,17.98
AATS3d,2.9
AATS3i,153.85719331678087
AATS3m,64.80489012000001
AATS3p,1.4063788590048998
AATS3s,3.7877777777777784
AATS3v,199.11098566270462
AATS4Z,16.266666666666666
AATS4d,2.6222222222222222
AATS4i,156.39568501672207
AATS4m,57.60200093333333
AATS4p,1.307342827446533
AATS4s,3.730864197530865
AATS4v,181.8639908333625
AATS5Z,17.18421052631579
AATS5d,2.6578947368421053
AATS5i,157.67164573088525
AATS5m,62.885124131578934
AATS5p,1.2887483277800262
AATS5s,3.7982456140350878
AATS5v,180.67204183102228
AATS6Z,20.516129032258064
AATS6d,2.870967741935484
AATS6i,155.4440849739046
AATS6m,76.83993990322583
AATS6p,1.3649560266159357
AATS6s,4.946236559139787
AATS6v,200.81533796372656
AATS7Z,18.071428571428573
AATS7d,2.7857142857142856
AATS7i,155.7056042581928
AATS7m,64.50734907142858
AATS7p,1.3847713152035
AATS7s,3.825396825396825
AATS7v,199.08650909973636
AATS8Z,14.653846153846153
AATS8d,2.5
AATS8i,155.444513219573
AATS8m,50.55653442307691
AATS8p,1.3091307193287305
AATS8s,2.967948717948718
AATS8v,175.1504481109317
AMID_C,1.6634955150097555
AMID_N,0.0
AMID_O,0.3458835626944691
AMID_X,0.0
AMID_h,0.3458835626944691
ATS0dv,242.0
ATS0pe,168.43329999999997
ATS0se,205.26649600000002
ATS1dv,231.0
ATS1pe,177.67850000000004
ATS1se,211.69210000000004
ATS2dv,294.0
ATS2pe,267.4895000000001
ATS2se,320.9334720000001
ATS3dv,233.0
ATS3pe,318.08000000000004
ATS3se,390.579096
ATS4dv,202.0
ATS4pe,283.4205
ATS4se,350.406864
ATS5dv,212.0
ATS5pe,236.17759999999998
ATS5se,292.86674000000005
ATS6dv,195.0
ATS6pe,199.52909999999997
ATS6se,244.380652
ATS7dv,121.0
ATS7pe,183.0215
ATS7se,224.32551999999998
ATS8dv,92.0
ATS8pe,160.2105
ATS8se,198.86846000000003
ATSC0Z,187.53846153846155
ATSC0c,0.7678263403951268
ATSC0d,13.538461538461537
ATSC0i,35.67348461420536
ATSC0m,888.4902006153845
ATSC0p,6.183350808301537
ATSC0s,53.667735042735046
ATSC0v,1273.5953792057417
ATSC1Z,-0.36686390532542656
ATSC1c,-0.37360785622270265
ATSC1d,2.248520710059171
ATSC1i,1.3613548858571174
ATSC1m,0.42991051479266673
ATSC1p,0.26328161908417236
ATSC1s,-7.297049638395787
ATSC1v,53.950739041195746
ATSC2Z,-26.272189349112413
ATSC2c,0.041008165308496
ATSC2d,-6.041420118343194
ATSC2i,-12.36417483084192
ATSC2m,-128.78423020118362
ATSC2p,-2.0835404811378098
ATSC2s,-0.5113001314924392
ATSC2v,-348.2350290470278
ATSC3Z,-64.26627218934912
ATSC3c,0.017204180041873147
ATSC3d,-4.57396449704142
ATSC3i,-5.46189938297227
ATSC3m,-301.6645374911243
ATSC3p,-1.0352179251668048
ATSC3s,-8.591798159105855
ATSC3v,-300.9355234865535
ATSC4Z,-56.970414201183424
ATSC4c,-0.2108003586394791
ATSC4d,1.4911242603550292
ATSC4i,-4.093389214481857
ATSC4m,-266.77155983431953
ATSC4p,-0.7879363880463554
ATSC4s,-20.592661078238
ATSC4v,-245.85171510088435
ATSC5Z,57.21301775147929
ATSC5c,0.04168242297878575
ATSC5d,1.6745562130177511
ATSC5i,2.7125216527969678
ATSC5m,267.6436487159764
ATSC5p,0.5764703635833666
ATSC5s,3.5240795529257074
ATSC5v,224.45997350102323
ATSC6Z,56.78106508875741
ATSC6c,0.28861065936029484
ATSC6d,-1.6035502958579881
ATSC6i,-1.4176735943420375
ATSC6m,263.74965226627216
ATSC6p,-0.09136345605668045
ATSC6s,23.461333004602224
ATSC6v,137.4556388575002
ATSC7Z,-68.57988165680473
ATSC7c,-0.1662916782115208
ATSC7d,-0.8875739644970415
ATSC7i,2.796676699596814
ATSC7m,-317.45215404733733
ATSC7p,0.30323280860095847
ATSC7s,-17.979783037475347
ATSC7v,-132.76504269908142
ATSC8Z,-49.769230769230774
ATSC8c,-0.2063847367094156
ATSC8d,-0.9999999999999998
ATSC8i,-5.449369108013764
ATSC8m,-236.3675557692307
ATSC8p,-1.0628124266022305
ATSC8s,-6.143162393162392
ATSC8v,-297.10101174590665
AXp-0d,0.7112793055389989
AXp-1d,0.45611883502491113
AXp-2d,0.3056849325832085
AXp-3d,0.20654819233430702
AXp-4d,0.1340770003509378
AXp-5d,0.0880739125999932
AXp-6d,0.061918320056744434
AXp-7d,0.038561657542681746
GATS1Z,0.715902530914836
GATS1c,1.2944688923867598
GATS1d,0.8549031986531989
GATS1i,0.9271142975667271
GATS1m,0.717999507940556
GATS1p,0.9051932711236116
GATS1s,0.7557743876498481
GATS1v,0.8169452707720204
GATS2Z,0.8567348286280237
GATS2c,0.7860499539167018
GATS2d,1.3736834811529937
GATS2i,1.1735650557073725
GATS2m,0.8630862485081274
GATS2p,1.1541558694207437
GATS2s,0.6431978201095091
GATS2v,1.0477543261190196
GATS3Z,1.1237694831829368
GATS3c,0.9430762925704199
GATS3d,1.2002840909090913
GATS3i,1.0383158881269217
GATS3m,1.1216194439283325
GATS3p,1.041714289618328
GATS3s,1.067784125972966
GATS3v,1.06687166489477
GATS4Z,1.1686491659830462
GATS4c,1.0443123158029555
GATS4d,0.8412247474747476
GATS4i,1.0252601899302682
GATS4m,1.1655713423919123
GATS4p,1.0331896680764259
GATS4s,1.4610360166070553
GATS4v,1.0796966057768727
GATS5Z,0.8138681404084452
GATS5c,0.7098782814995874
GATS5d,0.898998205741627
GATS5i,0.9107963208508415
GATS5m,0.8174722390648214
GATS5p,0.9118394140896815
GATS5s,1.062758073692383
GATS5v,0.8927464076360223
GATS6Z,0.7396332266003335
GATS6c,0.5928470893786605
GATS6d,1.1913489736070384
GATS6i,0.993908770767279
GATS6m,0.7424596291346957
GATS6p,0.9687870238004753
GATS6s,0.8652903277179954
GATS6v,0.8649922030846384
GATS7Z,1.323538028829251
GATS7c,1.358300279594579
GATS7d,0.9232954545454548
GATS7i,0.8928749062790383
GATS7m,1.3097826184493102
GATS7p,0.8977304561672337
GATS7s,1.4409281320475158
GATS7v,1.0008588136037462
GATS8Z,1.2305168170631664
GATS8c,1.2133220585206947
GATS8d,0.7457386363636366
GATS8i,1.1076556480985342
GATS8m,1.233648864291253
GATS8p,1.138697266661652
GATS8s,0.6517130173391993
GATS8v,1.225292357543704
MATS1Z,-0.001883754139701549
MATS1c,-0.4685571584185494
MATS1d,0.1599326599326599
MATS1i,0.0367481435779631
MATS1m,0.00046594537885386185
MATS1p,0.04100211291046276
MATS1s,-0.13093134143041563
MATS1v,0.04079204774875273
MATS2Z,-0.08883731167090174
MATS2c,0.03386856719076254
MATS2d,-0.28298226164079826
MATS2i,-0.2197905900975604
MATS2m,-0.09191778183225656
MATS2p,-0.2136818068983855
MATS2s,-0.006041602231163752
MATS2v,-0.1733925650525657
MATS3Z,-0.1781952420016407
MATS3c,0.011651298153134858
MATS3d,-0.1756818181818182
MATS3i,-0.07961621102791298
MATS3m,-0.1765529427187117
MATS3p,-0.08705851208765626
MATS3s,-0.08324806402165909
MATS3v,-0.12286984922212754
MATS4Z,-0.1755172728101358
MATS4c,-0.15862410073975866
MATS4d,0.06363636363636363
MATS4i,-0.06629768158339847
MATS4m,-0.17347932358581797
MATS4p,-0.07362547418536684
MATS4s,-0.2216971136725083
MATS4v,-0.11153279913941752
MATS5Z,0.20873451059971504
MATS5c,0.037143232869239776
MATS5d,0.08462918660287082
MATS5i,0.05202563998931985
MATS5m,0.20610762125029744
MATS5p,0.0637885675746048
MATS5s,0.04492852779730667
MATS5v,0.12058608182273693
MATS6Z,0.2539363306782398
MATS6c,0.3152542968079146
MATS6d,-0.09934017595307917
MATS6i,-0.03333054160128431
MATS6m,0.24897222908986333
MATS6p,-0.012392538792128493
MATS6s,0.3666494779488871
MATS6v,0.0905196237423076
MATS7Z,-0.33956404547052615
MATS7c,-0.20110498047898465
MATS7d,-0.06087662337662339
MATS7i,0.07279675944981662
MATS7m,-0.33177293343544506
MATS7p,0.045537335823529326
MATS7s,-0.3110903191129338
MATS7v,-0.0967982668406944
MATS8Z,-0.26538146021328957
MATS8c,-0.26879090472880773
MATS8d,-0.07386363636363635
MATS8i,-0.15275684915411372
MATS8m,-0.26603282242788745
MATS8p,-0.17188292554505205
MATS8s,-0.11446658571058863
MATS8v,-0.23327739452948484
MAXaaO,5.059853605022256
MAXsOH,9.074264060588014
MINaaO,5.059853605022256
MINsOH,9.074264060588014
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,20.575943209561903
SpAD_D,127.94740443335
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,256
TMWC10,101.56684265752007
TSRW10,60.7585012910283
VE1_Dt,3.934778486288915
VE2_Dt,0.2459236553930572
VE3_Dt,1.8398582163384374
VR1_Dt,72.98591657057533
VR2_Dt,4.561619785660958
VR3_Dt,4.760270128091209
Xc-3dv,0.28483587942618244
Xc-4dv,0.0
Xc-5dv,0.019641855032959652
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.1853954059492991
Xch-7d,0.20361463941450536
Xp-0dv,8.459862599134318
Xp-1dv,4.804949957439715
Xp-2dv,3.2598777049308736
Xp-3dv,2.0939800200146754
Xp-4dv,1.2658392573138244
Xp-5dv,0.7030148083915783
Xp-6dv,0.3363845665835324
Xp-7dv,0.16244256309250027
Xpc-4d,1.8614810496160228
Xpc-5d,2.246431446978857
Xpc-6d,2.629197603494649
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,27
nFRing,0
nHBAcc,3
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,6.055026028597727
AATS0dv,9.307692307692308
AATS0pe,6.478203846153845
AATS0se,7.8948652307692315
AATS1dv,8.555555555555555
AATS1pe,6.580685185185187
AATS1se,7.840448148148149
AATS2dv,7.170731707317073
AATS2pe,6.524134146341465
AATS2se,7.827645658536588
AATS3dv,4.66
AATS3pe,6.361600000000001
AATS3se,7.81158192
AATS4dv,4.488888888888889
AATS4pe,6.298233333333333
AATS4se,7.7868192
AATS5dv,5.578947368421052
AATS5pe,6.215199999999999
AATS5se,7.707019473684212
AATS6dv,6.290322580645161
AATS6pe,6.436422580645161
AATS6se,7.8832468387096775
AATS7dv,4.321428571428571
AATS7pe,6.536482142857143
AATS7se,8.011625714285714
AATS8dv,3.5384615384615383
AATS8pe,6.161942307692308
AATS8se,7.6487869230769245
AATSC0Z,7.21301775147929
AATSC0c,0.029531782322889492
AATSC0d,0.5207100591715975
AATSC0i,1.37205710054636
AATSC0m,34.17270002366864
AATSC0p,0.2378211849346745
AATSC0s,2.0641436554898096
AATSC0v,48.984437661759294
AATSC1Z,-0.013587552049089872
AATSC1c,-0.013837328008248247
AATSC1d,0.08327854481700633
AATSC1i,0.05042055132804139
AATSC1m,0.015922611658987656
AATSC1p,0.009751171077191569
AATSC1s,-0.2702610977183625
AATSC1v,1.9981755200442868
AATSC2Z,-0.6407851060759125
AATSC2c,0.001000199153865756
AATSC2d,-0.14735171020349255
AATSC2i,-0.3015652397766322
AATSC2m,-3.1410787853947224
AATSC2p,-0.05081806051555634
AATSC2s,-0.012470734914449737
AATSC2v,-8.493537293829947
AATSC3Z,-1.2853254437869825
AATSC3c,0.0003440836008374629
AATSC3d,-0.09147928994082839
AATSC3i,-0.1092379876594454
AATSC3m,-6.033290749822486
AATSC3p,-0.020704358503336094
AATSC3s,-0.17183596318211708
AATSC3v,-6.0187104697310705
AATSC4Z,-1.2660092044707427
AATSC4c,-0.004684452414210647
AATSC4d,0.03313609467455621
AATSC4i,-0.09096420476626349
AATSC4m,-5.928256885207101
AATSC4p,-0.01750969751214123
AATSC4s,-0.4576146906275111
AATSC4v,-5.463371446686319
AATSC5Z,1.5056057303020867
AATSC5c,0.001096905867862783
AATSC5d,0.04406726876362503
AATSC5i,0.07138214875781494
AATSC5m,7.043253913578326
AATSC5p,0.015170272725878068
AATSC5s,0.09273893560330809
AATSC5v,5.906841407921664
AATSC6Z,1.8316472609276584
AATSC6c,0.00931002126968693
