DLiP-ID,I000X0
AATSC4m,-2.7981882951514083
AATSC4p,0.014525299817200618
AATSC4s,-0.21827201528847623
AATSC4v,1.6899080202197732
AATSC5Z,-0.23687820373980217
AATSC5c,-0.002343207755223034
AATSC5d,-0.11289798570500328
AATSC5i,-0.02498886964979626
AATSC5m,-1.0174145044907061
AATSC5p,0.007182487248121964
AATSC5s,-0.09400745232995611
AATSC5v,1.1261234265192868
AATSC6Z,-1.2740544777581813
AATSC6c,0.00012065516040142511
AATSC6d,-0.11083553791887124
AATSC6i,0.21791094658711915
AATSC6m,-6.016071107105396
AATSC6p,-0.011381821805113712
AATSC6s,0.2214274827443552
AATSC6v,-6.350191856403219
AATSC7Z,0.0458820301783266
AATSC7c,0.00022926242560707694
AATSC7d,-0.04550617283950615
AATSC7i,-0.01820700620432794
AATSC7m,0.12551587290851443
AATSC7p,-0.01629662193323947
AATSC7s,0.11440573083371443
AATSC7v,-2.9551912894942287
AATSC8Z,0.5926036550289838
AATSC8c,0.002217875394316358
AATSC8d,0.010852250099561957
AATSC8i,-0.20454012132777927
AATSC8m,2.8355145139690294
AATSC8p,-0.009956770355529028
AATSC8s,0.06829886769817743
AATSC8v,-0.2400182127388103
ATS0are,343.49939999999987
ATS1are,366.608
ATS2are,594.9316
ATS3are,745.9109999999998
ATS4are,821.4898000000001
ATS5are,709.1668999999999
ATS6are,700.5418999999998
ATS7are,738.7697000000001
ATS8are,727.5249000000001
ATSC0dv,222.37037037037032
ATSC0pe,6.769209259259259
ATSC0se,4.050879703703702
ATSC1dv,66.97942386831275
ATSC1pe,-0.18678755144032588
ATSC1se,-0.24255183539094927
ATSC2dv,19.25102880658439
ATSC2pe,1.0166673868312803
ATSC2se,0.6594159176954688
ATSC3dv,-46.69821673525376
ATSC3pe,-1.0818980109739333
ATSC3se,-0.8146999451303192
ATSC4dv,-75.00274348422492
ATSC4pe,-2.982790809327843
ATSC4se,-1.7935672866941095
ATSC5dv,-67.33744855967078
ATSC5pe,-1.423162139917695
ATSC5se,-0.9941650041152269
ATSC6dv,-50.91632373113855
ATSC6pe,-0.09779883401920156
ATSC6se,0.6723404663923184
ATSC7dv,33.846364883401904
ATSC7pe,1.281598936899854
ATSC7se,0.8473029080932971
ATSC8dv,4.186556927297644
ATSC8pe,1.8583731824416891
ATSC8se,0.945611791495218
AXp-0dv,0.5494856632650108
AXp-1dv,0.2838069283952029
AXp-2dv,0.15243732837245125
AXp-3dv,0.07800593028207377
AXp-4dv,0.04022367088898067
AXp-5dv,0.021407746833634944
AXp-6dv,0.011132270334857298
AXp-7dv,0.006026236532813942
BertzCT,1344.6909273366998
ECIndex,1042
ETA_eta,22.64038400603181
GATS1dv,0.4515936743925103
GATS1pe,0.6495040674587645
GATS1se,0.6864104017628617
GATS2dv,0.8188170252090006
GATS2pe,0.6851968498197387
GATS2se,0.6718144304240913
GATS3dv,1.001840580855701
GATS3pe,0.963939542222144
GATS3se,0.9984674786490869
GATS4dv,1.1660380259314305
GATS4pe,1.2201150702309678
GATS4se,1.2185907543324122
GATS5dv,1.1112131386093482
GATS5pe,0.9491053235016532
GATS5se,0.9729983705202344
GATS6dv,0.9927332671076425
GATS6pe,0.8185221575589839
GATS6se,0.7205376316626941
GATS7dv,0.7884323784143904
GATS7pe,0.5698862381486098
GATS7se,0.46829809492134833
GATS8dv,0.9302991554017753
GATS8pe,0.6197010206707377
GATS8se,0.554540061654092
LogEE_A,4.421372919388243
LogEE_D,236.65793601244846
MATS1dv,0.2853536238998563
MATS1pe,-0.02614140306539626
MATS1se,-0.05672495016518242
MATS2dv,0.05026756355977744
MATS2pe,0.08720708375173757
MATS2se,0.09451938588490298
MATS3dv,-0.09610259826782146
MATS3pe,-0.0731408722150994
MATS3se,-0.09203649965428308
MATS4dv,-0.14010403320863007
MATS4pe,-0.1830354721876324
MATS4se,-0.18391567067980125
MATS5dv,-0.14343946141169048
MATS5pe,-0.09958761930365026
MATS5se,-0.11625135761909995
MATS6dv,-0.11039664033501477
MATS6pe,-0.006965807593369887
MATS6se,0.08002314982169716
MATS7dv,0.06575349766822117
MATS7pe,0.08178957386838441
MATS7se,0.09035934983742921
MATS8dv,0.008198835185145343
MATS8pe,0.1195548130064615
MATS8se,0.1016566063456718
MAXaaCH,1.9000974880565429
MAXaaaC,0.822019769002925
MAXaasC,0.9875847060587322
MAXdssC,-0.3043670638778653
MAXsCH3,1.8591743395907445
MAXssNH,3.3445266684738324
MAXsssN,1.807801240888027
MDEC-11,0.4999999999999999
MDEC-12,2.940815621227554
MDEC-13,3.0100146563070656
MDEC-22,14.150918391274956
MDEC-23,26.7384948145992
MDEC-33,8.55919336068576
MDEN-12,0.5324546598306128
MDEN-13,0.14285714285714285
MDEN-22,1.3507999847024064
MDEN-23,1.1246826503806984
MINaaCH,1.2533325494825909
MINaaaC,0.6889847666959621
MINaasC,-0.38604175049724865
MINdssC,-0.3043670638778653
MINsCH3,1.8591743395907445
MINssNH,2.7993262594421506
MINsssN,1.807801240888027
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4404761904761907
SM1_Dzi,1.87833489214073
SM1_Dzm,1.4720556229092903
SM1_Dzp,-6.189589841293614
SM1_Dzv,-2.8616019128193058
SddssSe,0
SpAD_Dt,784.6973925249349
SpAbs_A,42.7688952859321
SpAbs_D,473.31587202489686
SpMAD_A,1.2960271298767303
SpMAD_D,14.342905212875666
SpMax_A,2.4393184595749493
SpMax_D,236.65793601244846
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,93.94000000000001
TpiPC10,9.158583771265674
VAdjMat,6.169925001442312
VE1_DzZ,5.660535631590756
VE1_Dzi,5.659019652066447
VE1_Dzm,5.660807616443857
VE1_Dzp,5.646621515441716
VE1_Dzv,5.657413997970795
VE2_DzZ,0.17153138277547744
VE2_Dzi,0.17148544400201354
VE2_Dzm,0.17153962474072293
VE2_Dzp,0.1711097428921732
VE2_Dzv,0.17143678781729682
VE3_DzZ,2.92744099076663
VE3_Dzi,2.92717313933689
VE3_Dzm,2.9274890389261445
VE3_Dzp,2.924979872911562
VE3_Dzv,2.926889365463233
VR1_DzZ,219.8674240177414
VR1_Dzi,219.96833307693964
VR1_Dzm,219.8363226440434
VR1_Dzp,221.78809536325076
VR1_Dzv,220.57783887618987
VR2_DzZ,6.66264921265883
VR2_Dzi,6.665707062937565
VR2_Dzm,6.661706746789194
VR2_Dzp,6.720851374643963
VR2_Dzv,6.6841769356421175
VR3_DzZ,6.5869472150763535
VR3_Dzi,6.587406063904995
VR3_Dzm,6.58680574994677
VR3_Dzp,6.595644869104488
VR3_Dzv,6.590173111842063
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.09211181677178995
Xch-7dv,0.11900712091240555
Xpc-4dv,1.568968752177003
Xpc-5dv,1.7134720296173824
Xpc-6dv,2.148666081875086
Zagreb1,172.0
Zagreb2,200.0
fragCpx,240.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,4
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,23
nBondsD,1
nBondsM,25
nBondsO,36
nBondsS,32
nBondsT,1
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,1
AATS0are,6.361099999999998
AATS1are,6.431719298245614
AATS2are,6.397113978494624
AATS3are,6.3212796610169475
AATS4are,6.319152307692308
AATS5are,6.220762280701754
AATS6are,6.254838392857141
AATS7are,5.910157600000001
AATS8are,5.867136290322581
AATSC0dv,4.117969821673524
AATSC0pe,0.12535572702331962
AATSC0se,0.07501629080932781
AATSC1dv,1.1750776117247852
AATSC1pe,-0.003276974586672384
AATSC1se,-0.004255295357735952
AATSC2dv,0.20700030974821926
AATSC2pe,0.010931907385282585
AATSC2se,0.007090493738660955
AATSC3dv,-0.39574759945130306
AATSC3pe,-0.009168627211643503
AATSC3se,-0.006904236823138298
AATSC4dv,-0.576944180647884
AATSC4pe,-0.022944544687137254
AATSC4se,-0.013796671436108535
AATSC5dv,-0.5906793733304454
AATSC5pe,-0.012483878420330658
AATSC5se,-0.008720745650133569
AATSC6dv,-0.454610033313737
AATSC6pe,-0.0008732038751714425
AATSC6se,0.0060030398785028425
AATSC7dv,0.27077091906721523
AATSC7pe,0.010252791495198832
AATSC7se,0.006778423264746377
AATSC8dv,0.033762555865303585
AATSC8pe,0.014986880503562009
AATSC8se,0.007625901544316274
AETA_eta,0.6860722426070245
ATSC0are,7.397948148148144
ATSC1are,-0.318274897119338
ATSC2are,1.160130041152267
ATSC3are,-1.2906570644718751
ATSC4are,-3.3560381344307206
ATSC5are,-1.6585090534979412
ATSC6are,0.3952223593964354
ATSC7are,1.5315941015089038
ATSC8are,1.9505153635116452
BCUTZ-1h,9.004070616124915
BCUTZ-1l,5.676358186502719
BCUTc-1h,0.41965598272053073
BCUTc-1l,-0.4177797735906515
BCUTd-1h,3.242775526734355
BCUTd-1l,0.9113211150356649
BCUTi-1h,17.42477386034799
BCUTi-1l,10.940434482590346
BCUTm-1h,19.000142837826388
BCUTm-1l,11.69000790026931
BCUTp-1h,2.011155877578531
BCUTp-1l,0.5458566744274321
BCUTs-1h,8.001921007419872
BCUTs-1l,1.4097088522555534
BCUTv-1h,20.911423984162568
BCUTv-1l,13.304119000070553
BalabanJ,1.2049519557629187
Diameter,19
ETA_beta,50.0
GATS1are,0.6713310002135884
GATS2are,0.6857630904342265
GATS3are,0.9777939670484633
GATS4are,1.226747477682847
GATS5are,0.9438545852000373
GATS6are,0.779209903725629
GATS7are,0.5261006865767585
GATS8are,0.5850769517351078
HybRatio,0.125
Lipinski,True
LogEE_Dt,392.3486962624675
MATS1are,-0.040757731834078
MATS2are,0.09105550368465726
MATS3are,-0.07983830945337514
MATS4are,-0.18843692626252928
MATS5are,-0.10619289780418013
MATS6are,0.02575763356949696
MATS7are,0.08943677876648412
MATS8are,0.11481805006929253
MAXssCH2,0.5051308409804082
MINssCH2,0.5051308409804082
NsssssAs,0
RotRatio,0.16666666666666666
SM1_Dzpe,1.5851226758025136
SM1_Dzse,1.4035727588914488
SMR_VSA1,9.184952231746642
SMR_VSA2,5.261891554738487
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,29.62883090421752
SMR_VSA7,89.23761306921462
SMR_VSA8,0.0
SMR_VSA9,6.069221312792274
SpAD_DzZ,357.4390969760881
SpAD_Dzi,343.60140356614625
SpAD_Dzm,357.3215956207179
SpAD_Dzp,485.9863135718814
SpAD_Dzv,441.9449289157229
SpAbs_Dt,784.6973925249349
SpDiam_A,4.8786369191499
SpDiam_D,365.78105743988067
SpMAD_Dt,23.778708864391966
SpMax_Dt,392.3486962624675
SsssssAs,0
VE1_Dzpe,5.660392911942648
VE1_Dzse,5.660428869282757
VE2_Dzpe,0.17152705793765602
VE2_Dzse,0.17152814755402296
VE3_Dzpe,2.9274157773492733
VE3_Dzse,2.927422129775061
VMcGowan,326.98000000000116
VR1_Dzpe,219.8612510993466
VR1_Dzse,219.88298264161915
VR2_Dzpe,6.662462154525654
VR2_Dzse,6.6631206861096715
VR3_Dzpe,6.586919139043361
VR3_Dzse,6.587017976233812
mZagreb1,10.472222222222223
mZagreb2,7.2777777777777795
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,12
nBondsKS,44
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1369990397805212
AATSC1are,-0.005583770124900666
AATSC2are,0.012474516571529754
AATSC3are,-0.0109377717328125
AATSC4are,-0.02581567795715939
AATSC5are,-0.014548325030683694
AATSC6are,0.0035287710660396017
AATSC7are,0.01225275281207123
AATSC8are,0.015729962608964882
AETA_beta,1.5151515151515151
BCUTdv-1h,7.004061265164485
BCUTdv-1l,0.9949360413129941
BCUTpe-1h,3.988677004844919
BCUTpe-1l,2.2217337274391
BCUTse-1h,4.009956388516118
BCUTse-1l,2.4169976232357397
ETA_alpha,15.51904761904762
ETA_dBeta,7.0
ETA_eta_B,0.49115827135358536
ETA_eta_F,39.97360433434296
ETA_eta_L,5.8758492913698825
ETA_eta_R,62.61398834037477
ETA_psi_1,0.5667826086956524
LabuteASA,190.07045781909449
LogEE_DzZ,178.76319928169482
LogEE_Dzi,171.8576210222289
LogEE_Dzm,178.70540555650774
LogEE_Dzp,241.6802134862724
LogEE_Dzv,220.36545799150588
PEOE_VSA1,15.533486938863138
PEOE_VSA2,4.794537184071822
PEOE_VSA3,9.374393568622029
PEOE_VSA4,10.245870075685694
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,60.160755107851486
PEOE_VSA8,37.277162352112306
PEOE_VSA9,17.14937352210553
SM1_Dzare,1.7899647028112904
SpAD_Dzpe,354.19461695268524
SpAD_Dzse,357.98332209505895
SpAbs_DzZ,356.0859223729135
SpAbs_Dzi,341.83690715231717
SpAbs_Dzm,355.93875549010625
SpAbs_Dzp,489.5500168138383
SpAbs_Dzv,443.59251789583107
SpDiam_Dt,570.5202756134089
SpMAD_DzZ,10.831487787154185
SpMAD_Dzi,10.412163744428675
SpMAD_Dzm,10.827927140021755
SpMAD_Dzp,14.726857987026708
SpMAD_Dzv,13.392270573203724
SpMax_DzZ,178.76319928169482
SpMax_Dzi,171.8576210222289
SpMax_Dzm,178.70540555650774
SpMax_Dzp,241.6802134862724
SpMax_Dzv,220.36545799150588
VE1_Dzare,5.6601293071980425
VE2_Dzare,0.1715190699150922
VE3_Dzare,2.927369206221272
VR1_Dzare,219.8548817197729
VR2_Dzare,6.662269143023421
VR3_Dzare,6.586890168627682
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,22
nAromBond,23
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47027417027417034
AETA_dBeta,0.21212121212121213
AETA_eta_B,0.014883583980411678
AETA_eta_F,1.2113213434649381
AETA_eta_L,0.17805603913242068
AETA_eta_R,1.8973935860719626
BCUTare-1h,4.10772402552894
BCUTare-1l,2.172897436282303
ETA_beta_s,21.5
ETA_dPsi_A,0.14721739130434752
ETA_dPsi_B,0.0
ETA_eta_BR,0.8351582713535853
ETA_eta_FL,10.047205999649627
ETA_eta_RL,15.92305529101951
LogEE_Dzpe,177.14534249682146
LogEE_Dzse,179.03419355537469
PEOE_VSA10,11.635083618880923
PEOE_VSA11,0.0
PEOE_VSA12,5.948339280986494
PEOE_VSA13,5.907179729351506
SlogP_VSA1,15.533486938863138
SlogP_VSA2,29.9704807366003
SlogP_VSA3,6.544756405912575
SlogP_VSA4,17.148333708576654
SlogP_VSA5,21.48489165916281
SlogP_VSA6,66.73003775307771
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,349.8547067671508
SpAbs_Dzpe,352.7055623178404
SpAbs_Dzse,356.66481435185796
SpDiam_DzZ,280.161440276143
SpDiam_Dzi,269.25307229230407
SpDiam_Dzm,280.1090906139054
SpDiam_Dzp,376.2395607972039
SpDiam_Dzv,344.62394066087774
SpMAD_Dzpe,10.733170210687431
SpMAD_Dzse,10.847979457426028
SpMax_Dzpe,177.14534249682146
SpMax_Dzse,179.03419355537469
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6515151515151515
AETA_eta_BR,0.0253078264046541
AETA_eta_FL,0.3044607878681705
AETA_eta_RL,0.48251682700059123
DetourIndex,6326
EState_VSA1,0.0
EState_VSA2,11.7244005703974
EState_VSA3,40.64194844042791
EState_VSA4,10.949675706161791
EState_VSA5,24.26546827384644
EState_VSA6,24.26546827384644
EState_VSA7,37.19435490158969
EState_VSA8,26.67075556269935
EState_VSA9,0.0
ETA_beta_ns,28.5
ETA_shape_p,0.13010125805461797
ETA_shape_x,0.0
ETA_shape_y,0.3479594967781528
GhoseFilter,True
LogEE_Dzare,174.98159473820604
SlogP_VSA10,21.844003381179903
SlogP_VSA11,0.0
SpAbs_Dzare,348.17322477360096
SpDiam_Dzpe,277.6411506783364
SpDiam_Dzse,280.56592270147877
SpMAD_Dzare,10.601657780822752
SpMax_Dzare,174.98159473820604
TopoPSA(NO),93.94000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,13.037714890512394
VSA_EState9,67.62895177615427
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8636363636363636
EState_VSA10,14.446843786485129
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.029725829725829673
FilterItLogS,-7.515290780912593
SpDiam_Dzare,274.27271189262973
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.6237213403880069
ETA_epsilon_2,0.8297258297258294
ETA_epsilon_3,0.4419354838709669
ETA_epsilon_4,0.5427910052910044
ETA_epsilon_5,0.799455782312925
AETA_beta_ns_d,0.06060606060606061
ETA_dEpsilon_A,0.18178585651703993
ETA_dEpsilon_B,0.08093033509700243
ETA_dEpsilon_C,-0.10085552142003751
ETA_dEpsilon_D,0.0302700474129044
PetitjeanIndex,0.47368421052631576
TopoShapeIndex,0.9
CDK Descriptors
FMFDescriptor,0.7878787878787878
MDEDescriptor,"0.4999999999999999,2.940815621227554,3.0100146563070656,0.0,14.150918391274956,26.7384948145992,0.0,8.55919336068576,0.0,0.0,0.0,0.0,0.0,0.0,0.5324546598306128,0.14285714285714285,1.3507999847024064,1.1246826503806984,0.0"
APolDescriptor,65.96165299999996
BCUTDescriptor,"11.988240897251346,18.99840836047956,-0.2748348722426714,0.2531904415364835,4.013932941469389,10.36262234623004"
BPolDescriptor,31.718346999999994
TPSADescriptor,93.94000000000001
ALOGPDescriptor,"4.429599999999999,19.62135615999999,127.71169999999996"
XLogPDescriptor,4.96
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,440.1760876800001
ChiPathDescriptor,"23.37166824125719,15.92305529101951,14.443880926172834,11.968887798303575,9.350846658245748,8.042792011703543,5.7429264032011815,4.070650270206597,18.133026887745356,10.217049422227303,7.621866418622562,4.992379538052722,3.2178936711184543,2.29062891119894,1.280211088508589,0.7532795666017423"
ChiChainDescriptor,"0.0,0.0,0.0,0.2902636039661994,0.5347318860471542,0.0,0.0,0.0,0.09211181677178996,0.11900712091240555"
AtomCountDescriptor,54
BondCountDescriptor,36
SmallRingDescriptor,"4,4,3,3,0,0,0,4,0,0,0"
ChiClusterDescriptor,"2.2728325941740777,0.0,0.42060056035237897,0.0,0.942824608163575,0.0,0.0965030354076859,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,2,14,4,1,0,0,0"
ZagrebIndexDescriptor,172.0
LargestChainDescriptor,20
MannholdLogPDescriptor,3.33
WeightedPathDescriptor,"67.49449840387152,2.045287830420349,23.138336006200067,2.5648276097251994,18.056135558111137"
FractionalPSADescriptor,0.21341459163563803
WienerNumbersDescriptor,"3770.0,52.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.01672803705387,6.778495360411018,9.532350863310654,1.568968752177003,1.713472029617383,1.9776718814918268"
FractionalCSP3Descriptor,0.12
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,0,11,0,0,1,1,7,2,0,0,0,0,0,2,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.47368421052631576
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.074074074074073,12.3008,7.03125"
AromaticAtomsCountDescriptor,22
AromaticBondsCountDescriptor,23
FragmentComplexityDescriptor,2193.08
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.125
AutocorrelationDescriptorMass,"37.436394982242476,38.90806028682305,54.984682400979395,57.98203061759819,50.28902455349546"
PetitjeanShapeIndexDescriptor,"0.9,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.5934258446912739,-0.3907002696483324,0.2808754438774354,-0.2258772921370796,0.09638170359315429"
EccentricConnectivityIndexDescriptor,1042
AutocorrelationDescriptorPolarizability,"2142.3911300654904,2495.2790020226366,3432.0133073546476,3518.5401011870654,3040.3471324583033"
