DLiP-ID,C001GO
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,372.16199700800075
MZ,0.6599999999999998
Mi,1.1297049670079837
Mm,0.620243110482058
Mp,0.6782878083832335
Mv,0.623008817423163
SZ,32.99999999999999
Si,56.48524835039919
Sm,31.012155524102905
Sp,33.91439041916168
Sv,31.150440871158153
nB,0
nC,19
nF,0
nH,24
nI,0
nN,4
nO,2
nP,0
nS,1
nX,0
ABC,19.896449129146042
AMW,7.443239940160015
IC0,1.6288617343200071
IC1,3.4422921890824143
IC2,4.728367439558378
IC3,5.268758439731456
IC4,5.268758439731456
IC5,5.268758439731456
MID,52.76990717899303
Mpe,0.9636862745098039
Mse,1.0008958485069193
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,101.11350000000003
SdO,25.254996162797838
SdS,0
Spe,48.1843137254902
SsF,0
SsI,0
Sse,50.04479242534596
StN,0
fMF,0.44
nBr,0
nCl,0
AMID,2.029611814576655
BIC0,0.27689283892496397
BIC1,0.5851608129539391
BIC2,0.8037828234489459
BIC3,0.8956447629952694
BIC4,0.8956447629952694
BIC5,0.8956447629952694
CIC0,4.014994455454717
CIC1,2.20156400069231
CIC2,0.9154887502163467
CIC3,0.3750977500432686
CIC4,0.3750977500432686
CIC5,0.3750977500432686
GGI1,4.5
GGI2,2.88888888888889
GGI3,1.4722222222222223
GGI4,0.9294444444444445
GGI5,0.7675
GGI6,0.5730158730158731
GGI7,0.2951388888888889
GGI8,0.14891975308641975
GGI9,0.15812500000000002
JGI1,0.1607142857142857
JGI2,0.07807807807807811
JGI3,0.04089506172839506
JGI4,0.02904513888888889
JGI5,0.025583333333333333
JGI6,0.019759168035030097
JGI7,0.010540674603174602
JGI8,0.006204989711934155
JGI9,0.007906250000000002
MIC0,17.558277296421057
MIC1,35.374033750928895
MIC2,41.12323869086084
MIC3,41.66795281903531
MIC4,41.66795281903531
MIC5,41.66795281903531
MPC2,37
MPC3,47
MPC4,55
MPC5,62
MPC6,64
MPC7,69
MPC8,66
MPC9,69
Mare,0.97616
NaaN,2
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,1
NtCH,0
NtsC,0
RNCG,0.17222463444332178
RPCG,0.11188453476497055
SIC0,0.28860794455944905
SIC1,0.6099184800844144
SIC2,0.8377902059455401
SIC3,0.933538747723081
SIC4,0.933538747723081
SIC5,0.933538747723081
SaaN,7.937668757396482
SaaO,0
SaaS,0
Sare,48.808
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,1.66135314228256
StCH,0
StsC,0
TIC0,81.44308671600035
TIC1,172.1146094541207
TIC2,236.4183719779189
TIC3,263.4379219865728
TIC4,263.4379219865728
TIC5,263.4379219865728
Vabc,339.9321094917874
WPol,36
apol,56.637031999999984
bpol,32.832968
nRot,7
ABCGG,15.678684677997811
ATS0Z,1288.0
ATS0d,154.0
ATS0i,8170.309044337077
ATS0m,5089.967633000001
ATS0p,78.196217716376
ATS0s,205.05898491083673
ATS0v,10795.646483161683
ATS1Z,1357.0
ATS1d,195.0
ATS1i,7637.3634571456005
ATS1m,5151.10589
ATS1p,96.82924344
ATS1s,148.20987654320987
ATS1v,13528.764047700197
ATS2Z,1902.0
ATS2d,306.0
ATS2i,14550.10588539048
ATS2m,6962.439122999999
ATS2p,145.54993337849
ATS2s,240.25925925925927
ATS2v,19569.598265015833
ATS3Z,1979.0
ATS3d,344.0
ATS3i,19380.78428562029
ATS3m,7026.08543
ATS3p,165.42178944467798
ATS3s,312.97222222222223
ATS3v,21610.76531078764
ATS4Z,1855.0
ATS4d,328.0
ATS4i,20851.643306006386
ATS4m,6372.434566999998
ATS4p,159.45799054352702
ATS4s,373.5154320987654
ATS4v,20778.425283854336
ATS5Z,1705.0
ATS5d,303.0
ATS5i,20068.920803273024
ATS5m,5911.661677
ATS5p,149.633766819772
ATS5s,336.0802469135803
ATS5v,19378.33512762311
ATS6Z,1717.0
ATS6d,292.0
ATS6i,19517.759323042366
ATS6m,6072.922567
ATS6p,141.531195098866
ATS6s,336.0679012345679
ATS6v,18093.122182588584
ATS7Z,1600.0
ATS7d,272.0
ATS7i,17702.292911696248
ATS7m,5696.128494
ATS7p,129.85366218316798
ATS7s,283.6759259259259
ATS7v,16654.614517664864
ATS8Z,1478.0
ATS8d,240.0
ATS8i,15518.344451091401
ATS8m,5096.655529999999
ATS8p,123.072979915282
ATS8s,256.97222222222223
ATS8v,15580.950549065012
C1SP1,0
C1SP2,1
C1SP3,3
C2SP1,0
C2SP2,6
C2SP3,4
C3SP2,1
C3SP3,1
C4SP3,0
FCSP3,0.47368421052631576
GGI10,0.11682073257830833
JGI10,0.00687180779872402
JGT10,0.385598787891844
Kier1,20.727040816326532
Kier2,10.51862673484295
Kier3,5.9972838388411045
MAXdO,12.773660604316719
MID_C,38.92829501673921
MID_N,8.378928777912604
MID_O,3.572309197458301
MID_X,0.0
MID_h,13.841612162253814
MINdO,12.48133555848112
MPC10,73
MWC01,28.0
MWC02,4.875197323201151
MWC03,5.700443573390687
MWC04,6.541029999189903
MWC05,7.3796321526095525
MWC06,8.224967478914584
MWC07,9.068661593644245
MWC08,9.916749226519313
MWC09,10.763652278630156
MWC10,11.613756739081541
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.9017000000000017
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.3230099791384085
SRW05,2.3978952727983707
SRW06,6.792344427470809
SRW07,4.442651256490317
SRW08,8.34212526333359
SRW09,6.259581464064923
SRW10,9.934840860194123
SaaCH,10.901258013633253
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.8913532883919446
SaasN,1.730220344721642
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.2760321991387116
SdssS,0
SsCH3,2.0181832247493716
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.850862412866381
SsssP,0
VE1_A,4.229989729804229
VE1_D,5.01328465331222
VE2_A,0.16269191268477806
VE2_D,0.19281864051200845
VE3_A,2.397711010140413
VE3_D,2.567602764723283
VR1_A,349.7842645303848
VR1_D,152.7858894871644
VR2_A,13.453240943476338
VR2_D,5.876380364890939
VR3_A,6.812828022410253
VR3_D,5.984548971207484
WPath,1952
Xc-3d,1.3364006405892541
Xc-4d,0.0
Xc-5d,0.31030121992763315
Xc-6d,0.0
Xp-0d,18.355160383312143
Xp-1d,12.66903509559602
Xp-2d,10.793605873496269
Xp-3d,9.262551785057225
Xp-4d,7.0315727308042835
Xp-5d,5.013768898962253
Xp-6d,3.426249382515326
Xp-7d,2.444713057081138
ZMIC0,85.61042536384117
ZMIC1,41.550917902650056
ZMIC2,26.652201163979193
ZMIC3,23.76191973728799
ZMIC4,23.76191973728799
ZMIC5,23.76191973728799
nAcid,0
nAtom,50
nBase,0
nRing,3
piPC1,3.597312260588446
piPC2,4.073291153024268
piPC3,4.539297441837384
piPC4,4.92316926831498
piPC5,5.164428767275672
piPC6,5.2665686682334565
piPC7,5.403240286474816
piPC8,5.292047753534441
piPC9,5.44727601967287
AATS0Z,25.76
AATS0d,3.08
AATS0i,163.40618088674154
AATS0m,101.79935266000003
AATS0p,1.5639243543275199
AATS0s,4.101179698216734
AATS0v,215.91292966323365
AATS1Z,26.096153846153847
AATS1d,3.75
AATS1i,146.87237417587693
AATS1m,99.05972865384615
AATS1p,1.8621008353846153
AATS1s,2.850189933523267
AATS1v,260.1685393788499
AATS2Z,20.451612903225808
AATS2d,3.2903225806451615
AATS2i,156.4527514558116
AATS2m,74.86493680645161
AATS2p,1.5650530470805377
AATS2s,2.5834328952608523
AATS2v,210.42578779586918
AATS3Z,16.221311475409838
AATS3d,2.819672131147541
AATS3i,158.85888758705158
AATS3m,57.59086418032787
AATS3p,1.35591630692359
AATS3s,2.565346083788707
AATS3v,177.13742058022655
AATS4Z,14.37984496124031
AATS4d,2.5426356589147288
AATS4i,161.64064578299525
AATS4m,49.398717573643395
AATS4p,1.236108453825791
AATS4s,2.8954684658819025
AATS4v,161.0730642159251
AATS5Z,13.75
AATS5d,2.443548387096774
AATS5i,161.84613551026632
AATS5m,47.674690943548384
AATS5p,1.2067239259659033
AATS5s,2.7103245718837123
AATS5v,156.27689619050895
AATS6Z,14.308333333333334
AATS6d,2.433333333333333
AATS6i,162.6479943586864
AATS6m,50.60768805833333
AATS6p,1.1794266258238832
AATS6s,2.800565843621399
AATS6v,150.7760181882382
AATS7Z,14.814814814814815
AATS7d,2.5185185185185186
AATS7i,163.91011955274303
AATS7m,52.741930499999995
AATS7p,1.202348723918222
AATS7s,2.6266289437585733
AATS7v,154.20939368208207
AATS8Z,15.395833333333334
AATS8d,2.5
AATS8i,161.64942136553543
AATS8m,53.090161770833326
AATS8p,1.2820102074508541
AATS8s,2.6767939814814814
AATS8v,162.3015682194272
AMID_C,1.4972421160284313
AMID_N,0.3222664914581771
AMID_O,0.13739650759455005
AMID_X,0.0
AMID_h,0.5323696985482236
ATS0dv,328.44444444444446
ATS0pe,306.99749999999995
ATS0se,380.7667649999999
ATS1dv,316.3333333333333
ATS1pe,334.13710000000003
ATS1se,400.6059479999999
ATS2dv,406.0
ATS2pe,583.1718000000001
ATS2se,713.5506719999998
ATS3dv,334.0
ATS3pe,741.0105
ATS3se,921.7146759999999
ATS4dv,326.66666666666663
ATS4pe,792.8441
ATS4se,989.295382
ATS5dv,337.66666666666663
ATS5pe,748.0612
ATS5se,937.0038619999999
ATS6dv,346.0
ATS6pe,713.8264999999999
ATS6se,898.1745719999999
ATS7dv,300.66666666666663
ATS7pe,645.4077
ATS7se,811.306044
ATS8dv,214.66666666666666
ATS8pe,586.3947000000001
ATS8se,733.907428
ATSC0Z,503.9199999999999
ATSC0c,0.6303328077152267
ATSC0d,26.0
ATSC0i,79.34999049569666
ATSC0m,2315.0363296200003
ATSC0p,14.04114984099552
ATSC0s,73.35854595336077
ATSC0v,2576.4542549438775
ATSC1Z,41.96320000000001
ATSC1c,-0.242263853162623
ATSC1d,8.12
ATSC1i,-12.389766159021264
ATSC1m,191.66855307520012
ATSC1p,-0.2744027585847804
ATSC1s,1.7609119341563795
ATSC1v,-56.806016042302176
ATSC2Z,-68.9712
ATSC2c,-0.053410289088325916
ATSC2d,-6.320000000000004
ATSC2i,14.659156506271508
ATSC2m,-302.0346338931999
ATSC2p,-0.8018093890786271
ATSC2s,4.975313031550069
ATSC2v,-63.878569490635755
ATSC3Z,-71.8048
ATSC3c,-0.017538351043498955
ATSC3d,-10.880000000000003
ATSC3i,-2.228736528701135
ATSC3m,-330.5307340728
ATSC3p,-1.6453186814857894
ATSC3s,-5.546882304526751
ATSC3v,-297.94440490766397
ATSC4Z,-208.79359999999997
ATSC4c,-0.03151910733276733
ATSC4d,-4.16
ATSC4i,-0.6550760405560523
ATSC4m,-967.9174736995999
ATSC4p,-1.8778254704137616
ATSC4s,-35.604678189300415
ATSC4v,-702.3327755533131
ATSC5Z,-37.241600000000005
ATSC5c,-0.01929347040101267
ATSC5d,1.2400000000000007
ATSC5i,2.4438825236535795
ATSC5m,-185.28927407759994
ATSC5p,-0.011360637321849831
ATSC5s,-24.86791824417009
ATSC5v,-294.93211594052303
ATSC6Z,153.59199999999998
ATSC6c,0.10812850701764869
ATSC6d,0.8000000000000007
ATSC6i,-7.879429841957514
ATSC6m,685.194611652
ATSC6p,-0.02994930944084742
ATSC6s,30.073262002743483
ATSC6v,99.91444724965874
ATSC7Z,125.61280000000001
ATSC7c,0.010048041370094078
ATSC7d,-3.52
ATSC7i,5.750479135834613
ATSC7m,589.7557632008
ATSC7p,2.099970682107597
ATSC7s,15.349655967078187
ATSC7v,512.1969415421211
ATSC8Z,-180.60639999999998
ATSC8c,-0.098866224797709
ATSC8d,-2.24
ATSC8i,-11.897396055652976
ATSC8m,-824.1665820704
ATSC8p,-2.536933863144278
ATSC8s,-22.043963786008224
ATSC8v,-495.18641170921995
AXp-0d,0.7059677070504671
AXp-1d,0.45246553912842924
AXp-2d,0.2917190776620613
AXp-3d,0.19707556989483457
AXp-4d,0.12784677692371424
AXp-5d,0.08086724030584279
AXp-6d,0.05353514660180197
AXp-7d,0.03543062401566867
GATS1Z,0.7629416146641104
GATS1c,1.3713398579572882
GATS1d,0.8335798816568046
GATS1i,1.3638052947642885
GATS1m,0.7679156872617899
GATS1p,1.0498095901240858
GATS1s,0.5000963257704112
GATS1v,1.042367539098038
GATS2Z,1.0873888499113191
GATS2c,1.1932594095157039
GATS2d,1.357733664185277
GATS2i,1.04508683623281
GATS2m,1.0766302619598611
GATS2p,1.082561352867705
GATS2s,0.5660985039931743
GATS2v,1.0028308694587336
GATS3Z,0.9671958728812017
GATS3c,1.0913384337190157
GATS3d,1.3362232030264816
GATS3i,1.0069036079427054
GATS3m,0.9725664673640815
GATS3p,1.0104686517975618
GATS3s,0.9910157718462468
GATS3v,1.0360457287538005
GATS4Z,1.0470008159287005
GATS4c,1.2022156710430638
GATS4d,1.1103160405485988
GATS4i,0.9374586654793253
GATS4m,1.0574398023898102
GATS4p,0.9487020170158283
GATS4s,1.782734660771455
GATS4v,1.055569939758967
GATS5Z,0.8065236289426383
GATS5c,0.9869556109305904
GATS5d,0.9195099255583126
GATS5i,0.887393402810774
GATS5m,0.828901249769176
GATS5p,0.83425395773543
GATS5s,1.4811469554190295
GATS5v,1.0063186903122705
GATS6Z,0.7082142668148385
GATS6c,0.8358757825881807
GATS6d,0.9423076923076923
GATS6i,0.9381893615853419
GATS6m,0.7269236546806435
GATS6p,0.8775476640681792
GATS6s,0.9006034697261461
GATS6v,0.9611547447156713
GATS7Z,0.7995096223386429
GATS7c,1.016234442580081
GATS7d,1.1429843304843306
GATS7i,0.8961271454438416
GATS7m,0.8046985018250343
GATS7p,0.8469824741821802
GATS7s,0.8939275112463929
GATS7v,0.8796276505832252
GATS8Z,1.3314468731809286
GATS8c,1.06971498886725
GATS8d,0.9913862179487178
GATS8i,1.0743794042062662
GATS8m,1.3143048835272213
GATS8p,1.1773782145954588
GATS8s,1.4727167110568795
GATS8v,1.0789460473697954
MATS1Z,0.08007070719406015
MATS1c,-0.3695603493981693
MATS1d,0.30029585798816566
MATS1i,-0.1501353260024988
MATS1m,0.07960855010836143
MATS1p,-0.01879111107846512
MATS1s,0.023080944831566308
MATS1v,-0.021200131602039332
MATS2Z,-0.07358566900019974
MATS2c,-0.045555631621581445
MATS2d,-0.13068651778329207
MATS2i,0.09932284666477773
MATS2m,-0.0701432671672984
MATS2p,-0.03070121190860931
MATS2s,0.03646336557745593
MATS2v,-0.013329682397639708
MATS3Z,-0.05839854881987515
MATS3c,-0.01140325983407576
MATS3d,-0.17150063051702402
MATS3i,-0.011511237801256607
MATS3m,-0.0585145960218439
MATS3p,-0.04802391133711816
MATS3s,-0.030989060515639422
MATS3v,-0.04739395719243432
MATS4Z,-0.16059642788137898
MATS4c,-0.01938136190752388
MATS4d,-0.06201550387596899
MATS4i,-0.0031998169185635775
MATS4m,-0.1620543948755454
MATS4p,-0.051836162839932566
MATS4s,-0.18812072519599465
MATS4v,-0.1056576127855007
MATS5Z,-0.029799917037522612
MATS5c,-0.012342091457840406
MATS5d,0.01923076923076924
MATS5i,0.012418860989361558
MATS5m,-0.032273107774096116
MATS5p,-0.0003262483626898183
MATS5s,-0.13669009191040105
MATS5v,-0.046158102776479734
MATS6Z,0.12699767158808276
MATS6c,0.07147580458963093
MATS6d,0.01282051282051283
MATS6i,-0.04137487285093434
MATS6m,0.1233232287554912
MATS6p,-0.000888736255577319
MATS6s,0.17081208019639588
MATS6v,0.016158260759908057
MATS7Z,0.11540338560500495
MATS7c,0.007380023612502203
MATS7d,-0.06267806267806267
MATS7i,0.0335508403032143
MATS7m,0.11793986645589404
MATS7p,0.06923995969940863
MATS7s,0.09687108863224517
MATS7v,0.09203664812673852
MATS8Z,-0.1866681880721808
MATS8c,-0.08169148866313967
MATS8d,-0.04487179487179487
MATS8i,-0.07809150835359767
MATS8m,-0.1854197373360988
MATS8p,-0.0941033843631401
MATS8s,-0.1565084338755212
MATS8v,-0.10010253003211321
MAXaaN,4.041222105754015
MAXssS,1.66135314228256
MINaaN,3.8964466516424667
MINssS,1.66135314228256
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,34.23663763930188
SpAD_D,312.51511200812377
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.90571596204231
SssNH2,0
SsssAs,0
SsssCH,-0.09431017468715885
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,596
TMWC10,128.08409036518114
TSRW10,73.5354997913251
VE1_Dt,5.021009584954487
VE2_Dt,0.19311575326748026
VE3_Dt,2.569142471051393
VR1_Dt,152.2611676727139
VR2_Dt,5.856198756642842
VR3_Dt,5.981108699815502
Xc-3dv,0.7487233903661026
Xc-4dv,0.0
Xc-5dv,0.08137949880079429
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.2687287392826324
Xch-7d,0.2754319160449886
Xp-0dv,15.821295186952366
Xp-1dv,10.180543563502116
Xp-2dv,7.413418306677559
Xp-3dv,5.5074279008193905
Xp-4dv,3.7155015673114224
Xp-5dv,2.5117490415492134
Xp-6dv,1.5139473319498773
Xp-7dv,0.9810938334814502
Xpc-4d,3.4442988661193206
Xpc-5d,4.689315897685532
Xpc-6d,6.167485118553909
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,52
nFRing,0
nHBAcc,6
nHBDon,0
nHRing,2
nSpiro,0
naRing,2
piPC10,5.600041017985103
AATS0dv,6.568888888888889
AATS0pe,6.139949999999999
AATS0se,7.615335299999998
AATS1dv,6.083333333333333
AATS1pe,6.425713461538463
AATS1se,7.703960538461536
AATS2dv,4.365591397849462
AATS2pe,6.270664516129033
AATS2se,7.672587870967741
AATS3dv,2.737704918032787
AATS3pe,6.073856557377049
AATS3se,7.555038327868852
AATS4dv,2.532299741602067
AATS4pe,6.146078294573644
AATS4se,7.668956449612403
AATS5dv,2.723118279569892
AATS5pe,6.032751612903225
AATS5se,7.556482758064515
AATS6dv,2.8833333333333333
AATS6pe,5.948554166666666
AATS6se,7.484788099999999
AATS7dv,2.78395061728395
AATS7pe,5.975997222222222
AATS7se,7.512093
AATS8dv,2.236111111111111
AATS8pe,6.108278125000001
AATS8se,7.6448690416666665
AATSC0Z,10.078399999999998
AATSC0c,0.012606656154304533
AATSC0d,0.52
AATSC0i,1.586999809913933
AATSC0m,46.300726592400004
AATSC0p,0.2808229968199104
AATSC0s,1.4671709190672155
AATSC0v,51.52908509887755
AATSC1Z,0.8069846153846155
AATSC1c,-0.004658920253127365
AATSC1d,0.15615384615384614
AATSC1i,-0.238264733827332
AATSC1m,3.685933712984618
AATSC1p,-0.005276976126630393
AATSC1s,0.03386369104146884
AATSC1v,-1.092423385428888
AATSC2Z,-0.7416258064516129
AATSC2c,-0.00057430418374544
AATSC2d,-0.06795698924731187
AATSC2i,0.157625338777113
AATSC2m,-3.2476842354107514
AATSC2p,-0.008621606334178786
AATSC2s,0.05349798958655988
AATSC2v,-0.6868663386089866
AATSC3Z,-0.5885639344262296
AATSC3c,-0.00014375697576638488
AATSC3d,-0.08918032786885248
AATSC3i,-0.018268332202468318
AATSC3m,-2.709268312072131
AATSC3p,-0.013486218700703191
AATSC3s,-0.04546624839776025
AATSC3v,-2.4421672533415077
AATSC4Z,-1.6185550387596896
AATSC4c,-0.00024433416537028937
AATSC4d,-0.03224806201550388
AATSC4i,-0.005078108841519785
AATSC4m,-7.503236230229456
AATSC4p,-0.01455678659235474
AATSC4s,-0.2760052572813986
AATSC4v,-5.444440120568319
AATSC5Z,-0.3003354838709678
AATSC5c,-0.00015559250323397315
AATSC5d,0.010000000000000005
