DLiP-ID,T000BK
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.10526315789473684
GGI10,0.12784409754106724
JGI10,0.0063922048770533625
JGT10,0.5046491114986458
Kier1,21.702734839476815
Kier2,9.666864961332541
Kier3,5.9904
MAXdO,12.503666837411426
MID_C,38.87356170620117
MID_N,8.131131373184108
MID_O,5.2451959908853
MID_X,0.0
MID_h,15.620443307088241
MINdO,12.503666837411426
MPC10,85
MWC01,29.0
MWC02,4.948759890378168
MWC03,5.777652323222656
MWC04,6.650279048587422
MWC05,7.4949862339505335
MWC06,8.368461137615839
MWC07,9.219399216464529
MWC08,10.093074320321495
MWC09,10.947485247931015
MWC10,11.82128478212885
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.6202400000000035
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.407171771460119
SRW05,0.0
SRW06,6.926577033222725
SRW07,0.0
SRW08,8.528133131454572
SRW09,0.0
SRW10,10.17041829781828
SaaCH,16.013515836738414
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.869913689485889
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,3.551262671131691
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.417767649568245
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.4761055286743225
VE1_D,5.124243949387484
VE2_A,0.16578168624719714
VE2_D,0.1897868129402772
VE3_A,2.492005139740199
VE3_D,2.6272347650815697
VR1_A,210.48379956755056
VR1_D,160.5937524871695
VR2_A,7.795696280279651
VR2_D,5.947916758784055
VR3_A,6.342660461496674
VR3_D,6.0721296726901235
WPath,2072
Xc-3d,2.471041429166057
Xc-4d,0.2041241452319315
Xc-5d,0.6206272395052466
Xc-6d,0.10206207261596575
Xp-0d,19.44094682093905
Xp-1d,12.848173775453853
Xp-2d,12.154760653162521
Xp-3d,9.616037421746745
Xp-4d,7.409945705720016
Xp-5d,5.7574954668177645
Xp-6d,3.4815355088616413
Xp-7d,2.3945583972997144
ZMIC0,86.28668521086189
ZMIC1,53.211129390711385
ZMIC2,34.20398587347847
ZMIC3,28.48459691583141
ZMIC4,26.480292910004117
ZMIC5,26.480292910004117
nAcid,0
nAtom,45
nBase,0
nRing,3
piPC1,3.7376696182833684
piPC2,4.388257184424518
piPC3,4.892227063045954
piPC4,5.408851973479592
piPC5,5.939019273657794
piPC6,6.06160259596229
piPC7,6.38856140554563
piPC8,6.685002276393845
piPC9,7.079447628705268
AATS0Z,29.91111111111111
AATS0d,3.511111111111111
AATS0i,161.02787595542407
AATS0m,118.66309444444448
AATS0p,1.6927054286062662
AATS0s,5.617765965554032
AATS0v,240.56743985645468
AATS1Z,32.5531914893617
AATS1d,4.042553191489362
AATS1i,145.6884279321031
AATS1m,125.7501492978724
AATS1p,1.9937040265106387
AATS1s,3.250558182295771
AATS1v,284.71644931911356
AATS2Z,26.789473684210527
AATS2d,3.736842105263158
AATS2i,151.45649401915819
AATS2m,102.25421655263155
AATS2p,1.750690918409132
AATS2s,4.200942170240415
AATS2v,247.70723490984395
AATS3Z,23.98936170212766
AATS3d,3.265957446808511
AATS3i,155.39270190326812
AATS3m,89.18606239361705
AATS3p,1.5654614197472878
AATS3s,3.804504859469397
AATS3v,217.4151873962945
AATS4Z,20.762376237623762
AATS4d,2.792079207920792
AATS4i,163.62880053524745
AATS4m,75.4731311980198
AATS4p,1.331523475099376
AATS4s,3.9874404107077366
AATS4v,182.2995968681978
AATS5Z,20.50561797752809
AATS5d,2.797752808988764
AATS5i,162.58131566327953
AATS5m,74.97219482022473
AATS5p,1.3614305894593932
AATS5s,4.05097794423637
AATS5v,187.84347153585017
AATS6Z,18.337349397590362
AATS6d,2.819277108433735
AATS6i,164.1636935939333
AATS6m,66.8613012650602
AATS6p,1.362649733354614
AATS6s,3.738658337051911
AATS6v,188.24186226031486
AATS7Z,20.577464788732396
AATS7d,3.23943661971831
AATS7i,152.39016478956256
AATS7m,76.08084764788732
AATS7p,1.6202773592386337
AATS7s,3.0847678664580083
AATS7v,219.33030038644432
AATS8Z,19.57894736842105
AATS8d,2.9342105263157894
AATS8i,152.9125603135184
AATS8m,71.00002796052631
AATS8p,1.5149218172887235
AATS8s,3.2975958414554913
AATS8v,199.99796829810074
AMID_C,1.4397615446741174
AMID_N,0.3011530138216336
AMID_O,0.19426651818093704
AMID_X,0.0
AMID_h,0.5785349372995645
ATS0dv,392.44444444444446
ATS0pe,289.79109999999986
ATS0se,353.8076969999999
ATS1dv,342.3333333333333
ATS1pe,310.00720000000007
ATS1se,370.62489199999976
ATS2dv,560.6666666666667
ATS2pe,497.2594000000001
ATS2se,598.3382059999999
ATS3dv,510.0
ATS3pe,613.2632000000002
ATS3se,744.0591799999997
ATS4dv,480.3333333333333
ATS4pe,662.6063999999998
ATS4se,813.560156
ATS5dv,471.33333333333326
ATS5pe,575.1576
ATS5se,705.6105200000002
ATS6dv,405.66666666666663
ATS6pe,527.0334
ATS6se,649.5758060000002
ATS7dv,342.0
ATS7pe,440.65110000000004
ATS7se,539.23292
ATS8dv,322.3333333333333
ATS8pe,470.11210000000005
ATS8se,577.9111599999998
ATSC0Z,457.11111111111114
ATSC0c,0.821227582149485
ATSC0d,29.644444444444446
ATSC0i,75.10956288566511
ATSC0m,2089.6431645777775
ATSC0p,12.712874773969203
ATSC0s,90.3846517299192
ATSC0v,2219.267813084472
ATSC1Z,98.39506172839502
ATSC1c,-0.5244608950278864
ATSC1d,8.238024691358023
ATSC1i,-1.4399242995697543
ATSC1m,423.06416630765466
ATSC1p,-0.6167985478083164
ATSC1s,-22.96606873105387
ATSC1v,84.60126466661316
ATSC2Z,79.45679012345676
ATSC2c,0.2783849425266828
ATSC2d,-5.888395061728393
ATSC2i,-7.119328609158829
ATSC2m,371.62353600197565
ATSC2p,0.1892785204542429
ATSC2s,36.686202729936156
ATSC2v,78.52361569271703
ATSC3Z,-83.76543209876544
ATSC3c,-0.07153929533199728
ATSC3d,-9.235061728395062
ATSC3i,-47.127334869516254
ATSC3m,-396.31361718469094
ATSC3p,-5.527348396442834
ATSC3s,-8.778052718928352
ATSC3v,-885.4639109452243
ATSC4Z,-103.49382716049382
ATSC4c,-0.3250603152165419
ATSC4d,-5.824197530864196
ATSC4i,-13.773784877872764
ATSC4m,-472.71364674123447
ATSC4p,0.23575239768843925
ATSC4s,-33.39521291639147
ATSC4v,-261.25443426815787
ATSC5Z,-48.08641975308645
ATSC5c,0.30567517659770005
ATSC5d,4.636543209876543
ATSC5i,3.7232266061728048
ATSC5m,-205.98432116493825
ATSC5p,-1.26864495075624
ATSC5s,6.785186285965887
ATSC5v,-21.39131227619515
ATSC6Z,14.839506172839528
ATSC6c,0.0007880964766771234
ATSC6d,7.989135802469136
ATSC6i,58.59999759838021
ATSC6m,92.3836764232097
ATSC6p,6.290376738815717
ATSC6s,-6.890933081000526
ATSC6v,943.0443334240719
ATSC7Z,-7.641975308641975
ATSC7c,-0.14067370131525553
ATSC7d,-8.283456790123456
ATSC7i,4.963314903631288
ATSC7m,-46.002629911604885
ATSC7p,0.2553062063072415
ATSC7s,-6.922915756405694
ATSC7v,-175.36311401199302
ATSC8Z,-90.76543209876544
ATSC8c,0.1742859254623064
ATSC8d,-2.7106172839506173
ATSC8i,-31.707068204440457
ATSC8m,-431.47518175358016
ATSC8p,-5.982128332990755
ATSC8s,10.777252112652207
ATSC8v,-1010.5403485175185
AXp-0d,0.720035067442187
AXp-1d,0.44304047501565014
AXp-2d,0.29645757690640295
AXp-3d,0.19232074843493488
AXp-4d,0.1234990950953336
AXp-5d,0.07996521481691339
AXp-6d,0.05196321655017375
AXp-7d,0.03420797710428163
GATS1Z,0.8222778473091363
GATS1c,1.5540671226081602
GATS1d,0.9316086637532297
GATS1i,1.1651246257822616
GATS1m,0.8087313823903298
GATS1p,1.187171320259481
GATS1s,0.8594288010403291
GATS1v,0.8913757935895973
GATS2Z,0.8004503236701379
GATS2c,0.6367451662410613
GATS2d,1.3084904915963071
GATS2i,1.1272736286925638
GATS2m,0.7922769609592984
GATS2p,0.9865687654623614
GATS2s,0.5637233081408441
GATS2v,0.9086604588785372
GATS3Z,1.1110479007850722
GATS3c,1.0672199758248537
GATS3d,1.2316182334364731
GATS3i,1.3696868210672313
GATS3m,1.1010517684293575
GATS3p,1.2386216074961758
GATS3s,0.9830245382476346
GATS3v,1.1152946582719376
GATS4Z,1.2132154391909777
GATS4c,1.5640642425659559
GATS4d,1.1536063651342645
GATS4i,1.09428749384821
GATS4m,1.20132443975784
GATS4p,1.0003805303590596
GATS4s,1.5317203063565379
GATS4v,0.972524254646139
GATS5Z,1.1199303010274588
GATS5c,0.8056728054050719
GATS5d,0.8755453733807254
GATS5i,1.0071356543380319
GATS5m,1.10853711300726
GATS5p,1.0477714192225254
GATS5s,1.12283748222252
GATS5v,0.9477165329308268
GATS6Z,0.8639907222472778
GATS6c,0.6793000569051743
GATS6d,0.67953974819819
GATS6i,0.5665142568190268
GATS6m,0.8696531449871205
GATS6p,0.5987837503128225
GATS6s,1.1038997237982096
GATS6v,0.7225172169724294
GATS7Z,0.7944565790464714
GATS7c,0.681695286731057
GATS7d,1.181134784720316
GATS7i,0.9397874392450113
GATS7m,0.8090240784813865
GATS7p,0.9110374777108982
GATS7s,0.6566225578518866
GATS7v,1.0407914329340082
GATS8Z,1.0771882915845763
GATS8c,0.5326179067497865
GATS8d,0.9764854414897814
GATS8i,1.2295564513381887
GATS8m,1.0786023678190706
GATS8p,1.3153098442527094
GATS8s,0.5836610187305251
GATS8v,1.281810765240827
MATS1Z,0.20609439485307035
MATS1c,-0.6114546333414304
MATS1d,0.2660690931130179
MATS1i,-0.018355198354950048
MATS1m,0.19384239505232584
MATS1p,-0.0464530494945391
MATS1s,-0.24328012322588558
MATS1v,0.03649906981637887
MATS2Z,0.10292198654146298
MATS2c,0.2007156033684618
MATS2d,-0.11761224650832475
MATS2i,-0.056123238875059905
MATS2m,0.10530039545032913
MATS2p,0.008815693551326092
MATS2s,0.24032945091807284
MATS2v,0.020950263803098692
MATS3Z,-0.0877258763537066
MATS3c,-0.0417028552666494
MATS3d,-0.14913553861367188
MATS3i,-0.3003739778989056
MATS3m,-0.09079282395553376
MATS3p,-0.20814104503478398
MATS3s,-0.04649306270377547
MATS3v,-0.19100547274813826
MATS4Z,-0.10087506076810888
MATS4c,-0.17635653801985696
MATS4d,-0.0875354402006917
MATS4i,-0.08170510665757326
MATS4m,-0.10078993135887293
MATS4p,0.00826234812011003
MATS4s,-0.16461926859262438
MATS4v,-0.05244995210998688
MATS5Z,-0.05318916497790502
MATS5c,0.18819979739031437
MATS5d,0.07908124589390697
MATS5i,0.025063789937874267
MATS5m,-0.04984074680088095
MATS5p,-0.050456698866885835
MATS5s,0.03795680020223795
MATS5v,-0.004873603801214554
MATS6Z,0.017600787203261293
MATS6c,0.0005202957518504895
MATS6d,0.14611369014288036
MATS6i,0.4229965108920903
MATS6m,0.02396942035808988
MATS6p,0.2682670348348787
MATS6s,-0.0413349831465626
MATS6v,0.2303863884386794
MATS7Z,-0.010595904058282606
MATS7c,-0.10856842864944952
MATS7d,-0.17710159005004536
MATS7i,0.041882322919105035
MATS7m,-0.013952906848925757
MATS7p,0.012728340018047738
MATS7s,-0.048545449073502736
MATS7v,-0.05008211942069629
MATS8Z,-0.11757029910702865
MATS8c,0.1256601897009736
MATS8d,-0.054140692811488984
MATS8i,-0.2499538173552411
MATS8m,-0.12225949883167002
MATS8p,-0.2786190955095748
MATS8s,0.07060123125051086
MATS8v,-0.2696142644267067
MAXaaN,3.9587509018528
MAXdsN,4.132734102517652
MAXsOH,9.812015955625263
MINaaN,3.9587509018528
MINdsN,4.10509904887881
MINsOH,9.812015955625263
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,-3.78506019728828
SdssSe,0
SdsssP,0
SpAD_A,34.17087198139028
SpAD_D,316.90487184320455
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,651
TMWC10,131.32138220060048
TSRW10,62.10983767786142
VE1_Dt,5.122407154082378
VE2_Dt,0.18971878348453253
VE3_Dt,2.6268762488588093
VR1_Dt,160.630151585695
VR2_Dt,5.949264873544259
VR3_Dt,6.072356300274309
Xc-3dv,1.2164460454329469
Xc-4dv,0.05103103630798288
Xc-5dv,0.1819037466421122
Xc-6dv,0.017010345435994292
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.24095096150485465
Xch-7d,0.3787113921468348
Xp-0dv,15.603598526215409
Xp-1dv,9.592113830158647
Xp-2dv,7.628407368644401
Xp-3dv,5.140912148829365
Xp-4dv,3.486380662083234
Xp-5dv,2.202282016898069
Xp-6dv,1.2100048850658522
Xp-7dv,0.685726795162521
Xpc-4d,4.851662159315795
Xpc-5d,6.801178390145435
Xpc-6d,9.525915316834363
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,47
nFRing,0
nHBAcc,6
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.505732894850989
AATS0dv,8.720987654320988
AATS0pe,6.439802222222219
AATS0se,7.862393266666665
AATS1dv,7.283687943262411
AATS1pe,6.595897872340427
AATS1se,7.8856359999999945
AATS2dv,7.377192982456141
AATS2pe,6.542886842105264
AATS2se,7.872871131578946
AATS3dv,5.425531914893617
AATS3pe,6.524076595744683
AATS3se,7.915523191489359
AATS4dv,4.755775577557755
AATS4pe,6.560459405940592
AATS4se,8.05505104950495
AATS5dv,5.295880149812733
AATS5pe,6.462444943820225
AATS5se,7.928208089887643
AATS6dv,4.887550200803212
AATS6pe,6.3498
AATS6se,7.826214530120484
AATS7dv,4.816901408450704
AATS7pe,6.206353521126761
AATS7se,7.59482985915493
AATS8dv,4.241228070175438
AATS8pe,6.18568552631579
AATS8se,7.604094210526313
AATSC0Z,10.158024691358026
AATSC0c,0.01824950182554411
AATSC0d,0.6587654320987655
AATSC0i,1.6691013974592248
AATSC0m,46.43651476839506
AATSC0p,0.2825083283104267
AATSC0s,2.0085478162204264
AATSC0v,49.317062512988265
AATSC1Z,2.093511951667979
AATSC1c,-0.011158742447401839
AATSC1d,0.1752771210927239
AATSC1i,-0.03063668722488839
AATSC1m,9.001365240588397
AATSC1p,-0.013123373357623754
AATSC1s,-0.48863976023518874
AATSC1v,1.80002690780028
AATSC2Z,1.0454840805717993
AATSC2c,0.0036629597700879313
AATSC2d,-0.07747888239116307
AATSC2i,-0.09367537643630038
AATSC2m,4.889783368447048
AATSC2p,0.0024905068480821435
AATSC2s,0.4827131938149494
AATSC2v,1.0332054696410136
AATSC3Z,-0.8911216180719728
AATSC3c,-0.00076105633331912
AATSC3d,-0.09824533753611768
AATSC3i,-0.5013546262714496
AATSC3m,-4.216102310475436
AATSC3p,-0.058801578685562066
AATSC3s,-0.09338353956306758
AATSC3v,-9.419828839842811
AATSC4Z,-1.0246913580246912
AATSC4c,-0.003218418962540019
AATSC4d,-0.057665322087764315
AATSC4i,-0.13637410770171055
AATSC4m,-4.680333136051827
