DLiP-ID,C003BT
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.6133476096401034
VE1_D,3.941163588944068
VE2_A,0.22583422560250646
VE2_D,0.24632272430900426
VE3_A,1.7546382875887294
VE3_D,1.841479636098266
VR1_A,91.31145509330311
VR1_D,77.77204956159743
VR2_A,5.706965943331444
VR2_D,4.860753097599839
VR3_A,4.98427987549669
VR3_D,4.82378573574699
WPath,402
Xc-3d,1.014741362757977
Xc-4d,0.0
Xc-5d,0.27537753772002593
Xc-6d,0.0
Xp-0d,11.120955864630139
Xp-1d,7.792024997884274
Xp-2d,6.982859515153134
Xp-3d,6.336680530813829
Xp-4d,5.360806461180437
Xp-5d,4.551571687204982
Xp-6d,3.299195202492056
Xp-7d,2.3356975730409584
ZMIC0,52.916608106995206
ZMIC1,26.997744221094294
ZMIC2,20.55143778277624
ZMIC3,20.045548413870886
ZMIC4,20.045548413870886
ZMIC5,20.045548413870886
nAcid,0
nAtom,30
nBase,0
nRing,3
piPC1,3.2188758248682006
piPC2,3.8969093676180977
piPC3,4.58113360815985
piPC4,5.2480104276571895
piPC5,5.835176167360843
piPC6,6.240854381490059
piPC7,6.644389732148725
piPC8,7.0396706204053014
piPC9,7.008120133955339
AATS0Z,21.466666666666665
AATS0d,3.4
AATS0i,161.50350563106622
AATS0m,84.60061893333332
AATS0p,1.5181161555962004
AATS0s,2.7555555555555555
AATS0v,221.46370893940104
AATS1Z,24.40625
AATS1d,4.03125
AATS1i,145.97145267199994
AATS1m,92.49877931249995
AATS1p,1.834469635312499
AATS1s,2.9279513888888893
AATS1v,267.1951730434121
AATS2Z,20.535714285714285
AATS2d,3.8214285714285716
AATS2i,154.30461807472037
AATS2m,76.87594053571426
AATS2p,1.5804890190498573
AATS2s,2.6974206349206358
AATS2v,226.2765120935454
AATS3Z,19.0
AATS3d,3.5625
AATS3i,155.1153757684976
AATS3m,69.42491296875002
AATS3p,1.5438425319725781
AATS3s,2.687934027777778
AATS3v,215.41855869677855
AATS4Z,15.529411764705882
AATS4d,3.0
AATS4i,154.97240935856394
AATS4m,53.76546770588236
AATS4p,1.4347675244955582
AATS4s,2.4440359477124183
AATS4v,189.76327172899983
AATS5Z,11.11111111111111
AATS5d,2.361111111111111
AATS5i,161.7043866970789
AATS5m,37.576551750000014
AATS5p,1.1311654867594163
AATS5s,2.043209876543209
AATS5v,139.54735415251076
AATS6Z,11.18867924528302
AATS6d,2.150943396226415
AATS6i,163.7368280119148
AATS6m,37.371431811320726
AATS6p,1.0846441747308486
AATS6s,2.2122641509433962
AATS6v,136.06124982939602
AATS7Z,8.820512820512821
AATS7d,1.8717948717948718
AATS7i,167.28964468987405
AATS7m,26.505531897435887
AATS7p,0.959134259243333
AATS7s,2.188034188034188
AATS7v,112.35759883894288
AATS8Z,6.074074074074074
AATS8d,1.4814814814814814
AATS8i,172.586408238931
AATS8m,17.480176814814815
AATS8p,0.7912273742920739
AATS8s,1.7777777777777777
AATS8v,86.80124176870214
AMID_C,1.6987394358038792
AMID_N,0.25626823289485773
AMID_O,0.11881251266625266
AMID_X,0.0
AMID_h,0.3750807455611104
ATS0dv,210.0
ATS0pe,182.60930000000002
ATS0se,225.84019200000006
ATS1dv,229.0
ATS1pe,206.20000000000007
ATS1se,246.44492000000008
ATS2dv,320.0
ATS2pe,352.5205000000001
ATS2se,429.3702640000001
ATS3dv,289.0
ATS3pe,402.3046
ATS3se,490.000856
ATS4dv,221.0
ATS4pe,417.90900000000016
ATS4se,513.209152
ATS5dv,152.0
ATS5pe,412.6241
ATS5se,523.5081279999999
ATS6dv,94.0
ATS6pe,311.0225
ATS6se,393.5362160000001
ATS7dv,42.0
ATS7pe,229.11260000000001
ATS7se,291.263168
ATS8dv,6.0
ATS8pe,149.59850000000006
ATS8se,195.72429600000004
ATSC0Z,210.8
ATSC0c,0.5523198242657399
ATSC0d,18.666666666666657
ATSC0i,45.736774414789174
ATSC0m,1007.6593738666663
ATSC0p,6.903312847939198
ATSC0s,12.133333333333333
ATSC0v,1534.965528536302
ATSC1Z,15.68000000000004
ATSC1c,-0.2127083424037975
ATSC1d,11.22222222222222
ATSC1i,-5.39681649922699
ATSC1m,74.01762427555528
ATSC1p,-0.23499430213687345
ATSC1s,-0.5033333333333342
ATSC1v,31.418502206370423
ATSC2Z,54.839999999999996
ATSC2c,-0.0644019585261612
ATSC2d,4.555555555555552
ATSC2i,2.886603985163667
ATSC2m,269.2787025155552
ATSC2p,2.3755443971037655
ATSC2s,0.5844444444444433
ATSC2v,538.0174281119205
ATSC3Z,-41.03999999999998
ATSC3c,0.07288588190284187
ATSC3d,-9.222222222222223
ATSC3i,6.591389654463161
ATSC3m,-192.66468824888912
ATSC3p,-0.05129287597175422
ATSC3s,-2.312222222222224
ATSC3v,-118.81871992000447
ATSC4Z,-181.27999999999997
ATSC4c,-0.24044693633016126
ATSC4d,-12.111111111111109
ATSC4i,-17.92528434912598
ATSC4m,-869.2016964977781
ATSC4p,-4.965499613965914
ATSC4s,-8.452222222222222
ATSC4v,-1239.9605694704264
ATSC5Z,34.679999999999986
ATSC5c,0.2810647535195118
ATSC5d,-6.666666666666663
ATSC5i,-10.153738055225633
ATSC5m,155.40255245333367
ATSC5p,-1.4680362575456831
ATSC5s,5.635555555555556
ATSC5v,-144.6560972853287
ATSC6Z,-13.480000000000004
ATSC6c,-0.1963592252288316
ATSC6d,-5.444444444444443
ATSC6i,-11.354444170836858
ATSC6m,-64.65835156444423
ATSC6p,-0.9547035708719237
ATSC6s,-2.196666666666667
ATSC6v,-165.7049160259046
ATSC7Z,-65.64000000000003
ATSC7c,0.08060590949859558
ATSC7d,-3.6666666666666656
ATSC7i,-2.6832119446180793
ATSC7m,-316.9340216266664
ATSC7p,-1.7847615286081637
ATSC7s,-0.32888888888888834
ATSC7v,-481.54731326836315
ATSC8Z,37.079999999999984
ATSC8c,0.019482144630650684
ATSC8d,3.3333333333333353
ATSC8i,4.162247534376397
ATSC8m,182.01874485333354
ATSC8p,1.799066896386315
ATSC8s,1.0800000000000007
ATSC8v,370.57197166223466
AXp-0d,0.6950597415393837
AXp-1d,0.43289027766023747
AXp-2d,0.26857151981358207
AXp-3d,0.1712616359679413
AXp-4d,0.10511385218000857
AXp-5d,0.06793390577917884
AXp-6d,0.045194454828658304
AXp-7d,0.02919621966301198
GATS1Z,0.8017819022770397
GATS1c,1.33917066084358
GATS1d,0.5340401785714288
GATS1i,1.2476613244919454
GATS1m,0.8051877291185787
GATS1p,1.0553160727386333
GATS1s,0.8911043383699633
GATS1v,0.9432475234195101
GATS2Z,0.8094588641908375
GATS2c,1.2079159865595839
GATS2d,1.0680803571428577
GATS2i,1.0237396342015674
GATS2m,0.8042749994270612
GATS2p,0.7996880846623386
GATS2s,1.0112915358451076
GATS2v,0.7626348905383926
GATS3Z,1.0231854838709675
GATS3c,1.0495248195585902
GATS3d,1.4200613839285723
GATS3i,1.0235814649748634
GATS3m,1.021153603315972
GATS3p,0.9666795318056586
GATS3s,1.0845746050824177
GATS3v,0.9728121716727258
GATS4Z,1.2887180488893848
GATS4c,1.1671197988172226
GATS4d,1.2679884453781518
GATS4i,1.227419410355594
GATS4m,1.2916330353163281
GATS4p,1.283856569995775
GATS4s,1.1330565880198231
GATS4v,1.30375468701758
GATS5Z,0.8913464579380138
GATS5c,0.4764977986783816
GATS5d,1.0788690476190481
GATS5i,0.9731925533688178
GATS5m,0.8989490855610347
GATS5p,1.074702624340235
GATS5s,0.5846179283679285
GATS5v,1.0462709503598626
GATS6Z,1.0447620922988794
GATS6c,1.1978460377705629
GATS6d,0.9673180592991919
GATS6i,1.0214536229049633
GATS6m,1.0426936838881982
GATS6p,1.0327624091367191
GATS6s,1.2257455594719746
GATS6v,1.0288684108020798
GATS7Z,1.27341507322532
GATS7c,1.0872568466191865
GATS7d,0.8962912087912092
GATS7i,0.9248546387413876
GATS7m,1.2712755662403508
GATS7p,1.1176243290635615
GATS7s,1.1882455151685922
GATS7v,1.182362197245067
GATS8Z,0.8865696816360953
GATS8c,0.9902036959177876
GATS8d,0.5466269841269844
GATS8i,0.6393965033377467
GATS8m,0.8776181353117034
GATS8p,0.6558927538998766
GATS8s,1.05489417989418
GATS8v,0.7263882586674997
MATS1Z,0.06973434535104382
MATS1c,-0.3610481866528391
MATS1d,0.5636160714285715
MATS1i,-0.11062248120386224
MATS1m,0.06886406712226444
MATS1p,-0.031913251377428994
MATS1s,-0.03889079670329677
MATS1v,0.01918925557016225
MATS2Z,0.1393670371374356
MATS2c,-0.06246570862508796
MATS2d,0.13073979591836732
MATS2i,0.0338107575761165
MATS2m,0.14315993233173485
MATS2p,0.18434816701910337
MATS2s,0.025804552590266826
MATS2v,0.1877720488470227
MATS3Z,-0.0912594876660341
MATS3c,0.06185774191135869
MATS3d,-0.23158482142857156
MATS3i,0.06755425891010222
MATS3m,-0.08962510046437262
MATS3p,-0.003482898159386961
MATS3s,-0.08932864010989018
MATS3v,-0.03628503306886144
MATS4Z,-0.379395021765822
MATS4c,-0.19206178390376985
MATS4d,-0.2862394957983195
MATS4i,-0.17290711434343692
MATS4m,-0.38055651208672947
MATS4p,-0.31733482787915246
MATS4s,-0.3073287007110536
MATS4v,-0.3563867836362317
MATS5Z,0.06854838709677416
MATS5c,0.21203351540414292
MATS5d,-0.1488095238095238
MATS5i,-0.09250158638885835
MATS5m,0.0642588807304543
MATS5p,-0.08860699021629441
MATS5s,0.19352869352869356
MATS5v,-0.039266923424894025
MATS6Z,-0.036196340983137024
MATS6c,-0.20123617943528008
MATS6d,-0.16509433962264156
MATS6i,-0.14052245600001917
MATS6m,-0.036320871787089745
MATS6p,-0.07828100211692923
MATS6s,-0.10247771096827703
MATS6v,-0.06110576018980796
MATS7Z,-0.23952707633922063
MATS7c,0.1122620319677643
MATS7d,-0.15109890109890114
MATS7i,-0.04512800070790186
MATS7m,-0.24194227491356707
MATS7p,-0.1988745858380998
MATS7s,-0.020850943927866968
MATS7v,-0.24132203839108737
MATS8Z,0.19544592030360525
MATS8c,0.03919255912308993
MATS8d,0.19841269841269862
MATS8i,0.10111599564714865
MATS8m,0.20070576931267461
MATS8p,0.2895657870704432
MATS8s,0.09890109890109898
MATS8v,0.2682448742499711
MAXdsN,4.4632170414462085
MAXssO,5.265407218442933
MINdsN,4.4632170414462085
MINssO,5.265407218442933
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,21.35009782283003
SpAD_D,103.9792448299527
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.9055926398337113
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,582
TMWC10,106.9263441431523
TSRW10,63.378753591639125
VE1_Dt,3.995826333228127
VE2_Dt,0.24973914582675794
VE3_Dt,1.8552540289345016
VR1_Dt,72.88331666158878
VR2_Dt,4.555207291349299
VR3_Dt,4.758863389690892
Xc-3dv,0.4750706955646915
Xc-4dv,0.0
Xc-5dv,0.09639678811815175
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.34811035131727247
Xch-7d,0.6931009154403662
Xp-0dv,9.501726255905794
Xp-1dv,5.49379426176847
Xp-2dv,4.107198510091121
Xp-3dv,3.185881757360714
Xp-4dv,2.3367474312526926
Xp-5dv,1.6540986583414599
Xp-6dv,0.9798075583409923
Xp-7dv,0.579478721373321
Xpc-4d,2.7411689328722617
Xpc-5d,4.512012597989259
Xpc-6d,7.187185412597773
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,32
nFRing,1
nHBAcc,2
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,6.999401082699015
AATS0dv,7.0
AATS0pe,6.086976666666668
AATS0se,7.5280064000000015
AATS1dv,7.15625
AATS1pe,6.443750000000002
AATS1se,7.7014037500000025
AATS2dv,5.714285714285714
AATS2pe,6.29500892857143
AATS2se,7.667326142857144
AATS3dv,4.515625
AATS3pe,6.286009375
AATS3se,7.656263375
AATS4dv,3.25
AATS4pe,6.145720588235297
AATS4se,7.547193411764706
AATS5dv,2.111111111111111
AATS5pe,5.730890277777778
AATS5se,7.270946222222221
AATS6dv,1.7735849056603774
AATS6pe,5.8683490566037735
AATS6se,7.425211622641511
AATS7dv,1.0769230769230769
AATS7pe,5.8746820512820515
AATS7se,7.4682863589743596
AATS8dv,0.2222222222222222
AATS8pe,5.540685185185187
AATS8se,7.249048000000001
AATSC0Z,7.026666666666667
AATSC0c,0.018410660808857997
AATSC0d,0.6222222222222219
AATSC0i,1.5245591471596391
AATSC0m,33.58864579555554
AATSC0p,0.23011042826463993
AATSC0s,0.40444444444444444
AATSC0v,51.16551761787673
AATSC1Z,0.49000000000000127
AATSC1c,-0.006647135700118672
AATSC1d,0.35069444444444436
AATSC1i,-0.16865051560084343
AATSC1m,2.3130507586111024
AATSC1p,-0.007343571941777295
AATSC1s,-0.015729166666666693
AATSC1v,0.9818281939490757
AATSC2Z,0.9792857142857142
AATSC2c,-0.0011500349736814498
AATSC2d,0.08134920634920628
AATSC2i,0.05154649973506548
AATSC2m,4.808548259206343
AATSC2p,0.042420435662567244
AATSC2s,0.010436507936507916
AATSC2v,9.607454073427151
AATSC3Z,-0.6412499999999997
AATSC3c,0.0011388419047319042
AATSC3d,-0.14409722222222224
AATSC3i,0.1029904633509869
AATSC3m,-3.0103857538888925
AATSC3p,-0.0008014511870586597
AATSC3s,-0.03612847222222225
AATSC3v,-1.8565424987500698
AATSC4Z,-2.665882352941176
AATSC4c,-0.0035359843577964893
AATSC4d,-0.17810457516339867
AATSC4i,-0.2636071227812644
AATSC4m,-12.782377889673208
AATSC4p,-0.07302205314655756
AATSC4s,-0.12429738562091502
AATSC4v,-18.234714256918036
AATSC5Z,0.48166666666666647
AATSC5c,0.003903677132215442
AATSC5d,-0.09259259259259255
AATSC5i,-0.14102413965591157
AATSC5m,2.158368784074079
AATSC5p,-0.020389392465912266
AATSC5s,0.07827160493827162
AATSC5v,-2.009112462296232
