DLiP-ID,C000GQ
IC5,4.970573095811684
MID,58.42012832330356
Mpe,1.0056149732620319
Mse,1.0322121432827915
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,99.39530000000003
SdO,12.521683830939782
SdS,0
Spe,44.2470588235294
SsF,0
SsI,0
Sse,45.41733430444283
StN,0
fMF,0.5
nBr,0
nCl,0
AMID,2.0864331544036987
BIC0,0.25063531087223323
BIC1,0.572566271694307
BIC2,0.7416434601375896
BIC3,0.8180504635379634
BIC4,0.8443702072895003
BIC5,0.8521630073155871
CIC0,3.9975034166535726
CIC1,2.119715530024038
CIC2,1.1335068859301645
CIC3,0.687833238783873
CIC4,0.5343130682801585
CIC5,0.4888585228256135
GGI1,5.0
GGI2,3.7777777777777795
GGI3,2.381944444444444
GGI4,2.674444444444445
GGI5,1.413611111111111
GGI6,1.0276190476190474
GGI7,0.6649305555555556
GGI8,0.3373803224993701
GGI9,0.13719135802469137
JGI1,0.15625
JGI2,0.07870370370370375
JGI3,0.04494234800838574
JGI4,0.05046121593291405
JGI5,0.027717864923747282
JGI6,0.02140873015873016
JGI7,0.015831679894179895
JGI8,0.011246010749979003
JGI9,0.01055318138651472
MIC0,13.402523167296058
MIC1,31.891440205712282
MIC2,40.998191145928494
MIC3,44.818294436486156
MIC4,45.473179131990264
MIC5,46.20040640471753
MPC2,48
MPC3,72
MPC4,104
MPC5,141
MPC6,178
MPC7,226
MPC8,279
MPC9,315
Mare,1.0200000000000002
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,5
NssS,0
NtCH,0
NtsC,0
RNCG,0.15822736951203797
RPCG,0.10588290874550414
SIC0,0.2677802936468741
SIC1,0.6117332942155012
SIC2,0.7923763927987262
SIC3,0.8740101008984595
SIC4,0.9021302755297582
SIC5,0.9104561505712869
SaaN,0
SaaO,0
SaaS,0
Sare,44.88000000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,10.824609210968337
SsSH,0
SssO,26.906413830594474
SssS,0
StCH,0
StsC,0
TIC0,64.32484088728388
TIC1,146.94750789898342
TIC2,190.34068823911383
TIC3,209.95032871355068
TIC4,216.7052162157141
TIC5,218.70521621571407
Vabc,315.09331204079376
WPol,53
apol,51.35268799999999
bpol,25.599311999999998
nRot,3
ABCGG,18.390629453041825
ATS0Z,1220.0
ATS0d,176.0
ATS0i,6919.5229108954845
ATS0m,4837.5795720000015
ATS0p,70.18313447758399
ATS0s,228.08333333333331
ATS0v,10905.930286381308
ATS1Z,1394.0
ATS1d,225.0
ATS1i,6858.029555169647
ATS1m,5388.983600000002
ATS1p,89.08801263600004
ATS1s,175.52777777777777
ATS1v,13906.1549360797
ATS2Z,2122.0
ATS2d,365.0
ATS2i,12240.725248785486
ATS2m,8129.828411999999
ATS2p,135.18172310079194
ATS2s,303.02777777777777
ATS2v,21068.732374412066
ATS3Z,2365.0
ATS3d,405.0
ATS3i,13055.666617629146
ATS3m,9024.950897
ATS3p,159.24058676884903
ATS3s,329.47222222222234
ATS3v,24216.593864269245
ATS4Z,2503.0
ATS4d,413.0
ATS4i,15904.218247297946
ATS4m,9350.690553000004
ATS4p,171.79906209484903
ATS4s,402.77777777777777
ATS4v,25729.20362875075
ATS5Z,2471.0
ATS5d,415.0
ATS5i,18545.76798728748
ATS5m,9160.385490999997
ATS5p,174.55557170673492
ATS5s,440.6666666666667
ATS5v,25493.199740659722
ATS6Z,2417.0
ATS6d,390.0
ATS6i,18202.431614632285
ATS6m,8925.470504
ATS6p,160.97507051703693
ATS6s,425.9166666666667
ATS6v,23872.356506034845
ATS7Z,2244.0
ATS7d,330.0
ATS7i,17736.25892640238
ATS7m,8267.639138
ATS7p,134.105043561282
ATS7s,437.91666666666674
ATS7v,20289.284290299292
ATS8Z,1746.0
ATS8d,243.0
ATS8i,14633.562213285339
ATS8m,6271.211198000001
ATS8p,108.80888376679201
ATS8s,367.1944444444445
ATS8v,15997.901257895683
C1SP1,0
C1SP2,1
C1SP3,1
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,6
C3SP3,0
C4SP3,0
FCSP3,0.19047619047619047
GGI10,0.052345679012345686
JGI10,0.008724279835390947
JGT10,0.4258390145935455
Kier1,19.93359375
Kier2,7.921875
Kier3,3.260030864197531
MAXdO,12.521683830939782
MID_C,44.90728556214483
MID_N,0.0
MID_O,13.512842761158714
MID_X,0.0
MID_h,13.512842761158714
MINdO,12.521683830939782
MPC10,333
MWC01,32.0
MWC02,5.081404364984463
MWC03,5.993961427306569
MWC04,6.92461239604856
MWC05,7.8567067930958405
MWC06,8.79527937019457
MWC07,9.734536214680345
MWC08,10.677085049993375
MWC09,11.62006539652813
MWC10,12.564966625586116
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,9
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.628700000000002
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.54907608489522
SRW05,3.044522437723423
SRW06,7.133295954896068
SRW07,5.351858133476067
SRW08,8.820108644508608
SRW09,7.4127640174265625
SRW10,10.56604665132805
SaaCH,8.907929736709498
SaaNH,0
SaaSe,0
SaaaC,1.188872354497355
SaasC,4.398471322298436
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.47717432497690404
SdssS,0
SsCH3,3.060424976375103
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.525741631341619
VE1_D,5.207808236853677
VE2_A,0.1616336296907721
VE2_D,0.18599315131620275
VE3_A,2.5394008773325822
VE3_D,2.679778500528891
VR1_A,255.2286877283388
VR1_D,183.7876491997478
VR2_A,9.1153102760121
VR2_D,6.563844614276706
VR3_A,6.571779375062556
VR3_D,6.2434004278903465
WPath,1775
Xc-3d,1.8919561961448101
Xc-4d,0.0
Xc-5d,0.6412389175356336
Xc-6d,0.0
Xp-0d,19.413484604514085
Xp-1d,13.617723500579766
Xp-2d,12.392270847736878
Xp-3d,11.686089361301471
Xp-4d,10.376451064127561
Xp-5d,8.657549886679517
Xp-6d,6.79989891343172
Xp-7d,5.364903967437737
ZMIC0,96.29119821981993
ZMIC1,60.50973377540054
ZMIC2,38.202626056645
ZMIC3,30.054515396561744
ZMIC4,28.69076297317581
ZMIC5,27.432787839125886
nAcid,0
nAtom,44
nBase,0
nRing,5
piPC1,3.7495040759303713
piPC2,4.442651256490317
piPC3,5.156177599386914
piPC4,5.844992643207725
piPC5,6.5283233479207885
piPC6,7.034470525623326
piPC7,7.565906559285365
piPC8,8.0567016782097
piPC9,8.479932556054793
AATS0Z,27.727272727272727
AATS0d,4.0
AATS0i,157.26188433853375
AATS0m,109.94499027272731
AATS0p,1.595071238126909
AATS0s,5.183712121212121
AATS0v,247.86205196321154
AATS1Z,29.041666666666668
AATS1d,4.6875
AATS1i,142.875615732701
AATS1m,112.27049166666671
AATS1p,1.856000263250001
AATS1s,3.6568287037037037
AATS1v,289.7115611683271
AATS2Z,26.19753086419753
AATS2d,4.506172839506172
AATS2i,151.12006479982082
AATS2m,100.36825199999998
AATS2p,1.668910161738172
AATS2s,3.7410836762688615
AATS2v,260.10780709150697
AATS3Z,26.27777777777778
AATS3d,4.5
AATS3i,145.06296241810162
AATS3m,100.2772321888889
AATS3p,1.7693398529872115
AATS3s,3.660802469135804
AATS3v,269.07326515854714
AATS4Z,23.39252336448598
AATS4d,3.8598130841121496
AATS4i,148.6375537130649
AATS4m,87.38963133644863
AATS4p,1.6055987111668133
AATS4s,3.7642782969885773
AATS4v,240.45984699767058
AATS5Z,20.421487603305785
AATS5d,3.4297520661157024
AATS5i,153.2708098122932
AATS5m,75.705665214876
AATS5p,1.4426080306341729
AATS5s,3.6418732782369148
AATS5v,210.68760116247705
AATS6Z,20.483050847457626
AATS6d,3.305084745762712
AATS6i,154.25789503925665
AATS6m,75.63958054237288
AATS6p,1.364195512856245
AATS6s,3.6094632768361583
AATS6v,202.30810598334614
AATS7Z,20.216216216216218
AATS7d,2.972972972972973
AATS7i,159.7861164540755
AATS7m,74.48323547747748
AATS7p,1.208153545597135
AATS7s,3.945195195195196
AATS7v,182.7863449576513
AATS8Z,18.97826086956522
AATS8d,2.641304347826087
AATS8i,159.06045884005803
AATS8m,68.16533910869566
AATS8p,1.1827052583346958
AATS8s,3.991243961352658
AATS8v,173.8902310640835
AMID_C,1.6038316272194582
AMID_N,0.0
AMID_O,0.48260152718423976
AMID_X,0.0
AMID_h,0.48260152718423976
ATS0dv,488.0
ATS0pe,296.82769999999994
ATS0se,359.3082719999999
ATS1dv,485.0
ATS1pe,327.03200000000004
ATS1se,387.4525759999998
ATS2dv,761.0
ATS2pe,554.7517000000001
ATS2se,665.9118960000001
ATS3dv,787.0
ATS3pe,603.1770999999997
ATS3se,720.2131639999998
ATS4dv,795.0
ATS4pe,714.8340999999999
ATS4se,860.3208599999997
ATS5dv,772.0
ATS5pe,781.9127000000001
ATS5se,954.4978839999999
ATS6dv,756.0
ATS6pe,772.2311000000002
ATS6se,941.82368
ATS7dv,708.0
ATS7pe,745.7925
ATS7se,912.5061199999998
ATS8dv,465.0
ATS8pe,620.6175000000001
ATS8se,758.8744400000003
ATSC0Z,329.0
ATSC0c,1.9289609530492742
ATSC0d,30.545454545454543
ATSC0i,60.320375549196584
ATSC0m,1549.6785741818185
ATSC0p,10.249076186098907
ATSC0s,69.62310606060606
ATSC0v,2046.6558911901566
ATSC1Z,17.0
ATSC1c,-0.9096793283428631
ATSC1d,18.223140495867778
ATSC1i,-5.815641528183065
ATSC1m,82.01387252892556
ATSC1p,-0.7366781287740753
ATSC1s,-8.37924701561065
ATSC1v,26.36136198184465
ATSC2Z,49.75
ATSC2c,-0.25605318975751984
ATSC2d,10.9504132231405
ATSC2i,41.37598820265287
ATSC2m,262.4413972561982
ATSC2p,7.1491047215499215
ATSC2s,-1.7802886822773196
ATSC2v,1215.447807756914
ATSC3Z,-24.5
ATSC3c,0.33370656979518054
ATSC3d,-12.02479338842975
ATSC3i,-7.11139765369045
ATSC3m,-117.3045092809917
ATSC3p,-1.2068544279358482
ATSC3s,-4.283373507805327
ATSC3v,-219.2897173468114
ATSC4Z,-149.75
ATSC4c,-0.27298809916847744
ATSC4d,-9.64462809917355
ATSC4i,-20.32761270388569
ATSC4m,-710.2257383057852
ATSC4p,-3.751519443201338
ATSC4s,-24.103033172635442
ATSC4v,-926.6940040749957
ATSC5Z,20.75
ATSC5c,0.327333264057133
ATSC5d,-6.818181818181817
ATSC5i,-8.674453662240476
ATSC5m,91.86886409090909
ATSC5p,-1.373500574195542
ATSC5s,25.61789772727273
ATSC5v,-133.14770836044204
ATSC6Z,-13.0
ATSC6c,-0.3596308898408724
ATSC6d,-7.190082644628099
ATSC6i,-35.497663586697385
ATSC6m,-72.37923603305777
ATSC6p,-5.6355122302409795
ATSC6s,-7.527117768595042
ATSC6v,-698.6074982422963
ATSC7Z,59.25
ATSC7c,-0.06863039204918187
ATSC7d,-12.148760330578508
ATSC7i,-6.334614706421572
ATSC7m,270.49079485950426
ATSC7p,-0.9527178146944344
ATSC7s,1.087164256198346
ATSC7v,-1.6983057378944153
ATSC8Z,-117.0
ATSC8c,0.33266931189623816
ATSC8d,-14.685950413223143
ATSC8i,-26.115635244386162
ATSC8m,-575.8902211074378
ATSC8p,-5.060692439713721
ATSC8s,7.11507116620753
ATSC8v,-1224.4101345854056
AXp-0d,0.6933387358755031
AXp-1d,0.4255538593931177
AXp-2d,0.2581723093278516
AXp-3d,0.16230679668474265
AXp-4d,0.09977356792430347
AXp-5d,0.06140106302609587
AXp-6d,0.03820167928894225
AXp-7d,0.023738513130255472
GATS1Z,0.6426038500506586
GATS1c,1.3592360496986782
GATS1d,0.4839099702380953
GATS1i,1.104279207889287
GATS1m,0.645009479644987
GATS1p,1.0556810488939108
GATS1s,0.7620062324504532
GATS1v,0.847779961883626
GATS2Z,0.7785470374122856
GATS2c,1.1288018905570456
GATS2d,0.8863536155202822
GATS2i,0.6307549894873825
GATS2m,0.7668935492776529
GATS2p,0.598179870457804
GATS2s,0.7281710589019965
GATS2v,0.567507570526731
GATS3Z,0.7725768321513002
GATS3c,0.7589217584458033
GATS3d,1.352992724867725
GATS3i,1.0670943789014091
GATS3m,0.7774599025209635
GATS3p,1.0509007214132096
GATS3s,0.7937445783423857
GATS3v,0.9481869430834889
GATS4Z,1.0022299235860581
GATS4c,0.9398964881142188
GATS4d,1.1643441255006677
GATS4i,1.1349195608730147
GATS4m,1.0055708152948986
GATS4p,1.1326695401168463
GATS4s,1.1811891598174653
GATS4v,1.0965859046762811
GATS5Z,0.8981511718455626
GATS5c,0.7859084481402958
GATS5d,1.0703463203463204
GATS5i,1.0355420127907295
GATS5m,0.9032769289370158
GATS5p,1.040582450369217
GATS5s,0.7423809653346392
GATS5v,1.0181078736928804
GATS6Z,0.9619674411416207
GATS6c,0.9427579379644969
GATS6d,1.0915935230024214
GATS6i,1.1956446396107698
GATS6m,0.9659298320957754
GATS6p,1.1831856019682816
GATS6s,1.1045176992258898
GATS6v,1.102476619225609
GATS7Z,0.9955502615077083
GATS7c,1.166140470885235
GATS7d,1.1287269412269414
GATS7i,1.0065486140522666
GATS7m,0.9928856198638334
GATS7p,0.9933528992414999
GATS7s,1.2254077204976255
GATS7v,0.9640838360568449
GATS8Z,1.2203317034491872
GATS8c,1.1871645610065256
GATS8d,1.0940573240165632
GATS8i,1.169920760785056
GATS8m,1.2226861723990712
GATS8p,1.1868017170166476
GATS8s,1.0769033344648096
GATS8v,1.2328827224059333
MATS1Z,0.047365754812563325
MATS1c,-0.43229113390265905
MATS1d,0.5468750000000003
MATS1i,-0.08837817546112432
MATS1m,0.04851288802983383
MATS1p,-0.06588772221495245
MATS1s,-0.11032223159205558
MATS1v,0.011806861095071002
MATS2Z,0.08214191902135164
MATS2c,-0.07210649929269174
MATS2d,0.1947383891828337
MATS2i,0.37260784998073065
MATS2m,0.09199376011159895
MATS2p,0.37890871554402694
MATS2s,-0.013890078309193985
MATS2v,0.32259612201463356
MATS3Z,-0.03640661938534279
MATS3c,0.08457684634009323
MATS3d,-0.19246031746031741
MATS3i,-0.057636963724210136
MATS3m,-0.03700694593026737
MATS3p,-0.057567892911602025
MATS3s,-0.03007756811516231
MATS3v,-0.05238218438181033
MATS4Z,-0.1871715478794421
MATS4c,-0.05819546956907463
MATS4d,-0.1298397863818424
MATS4i,-0.13857702695041071
MATS4m,-0.18846194859697982
MATS4p,-0.15051901893594763
MATS4s,-0.14235974550097577
MATS4v,-0.1861917448959355
MATS5Z,0.022934512296214425
MATS5c,0.06170694002426336
MATS5d,-0.08116883116883117
MATS5i,-0.05229322194283449
MATS5m,0.021557283055977757
MATS5p,-0.04873168519620802
MATS5s,0.1338003961708431
MATS5v,-0.023656809482785545
MATS6Z,-0.014733913760239038
MATS6c,-0.06951911267409873
MATS6d,-0.087772397094431
MATS6i,-0.21943525401027153
MATS6m,-0.017415784229702504
MATS6p,-0.20503091240895696
MATS6s,-0.040313080507667715
MATS6v,-0.12727968210499183
MATS7Z,0.0713874969194118
MATS7c,-0.014103364844458132
MATS7d,-0.1576576576576576
MATS7i,-0.0416280306500607
MATS7m,0.06918955848461285
MATS7p,-0.036847604766539394
MATS7s,0.006189726627146712
MATS7v,-0.00032892792451260256
MATS8Z,-0.17008061318884632
MATS8c,0.08248104459224541
MATS8d,-0.22994306418219465
MATS8i,-0.2070624777699104
MATS8m,-0.1777308936895928
MATS8p,-0.23615115380861007
MATS8s,0.04887544258664171
MATS8v,-0.28611915573690033
MAXsOH,10.824609210968337
MAXssO,5.49153727328601
MINsOH,10.824609210968337
MINssO,5.22591655643739
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,37.48603662918706
SpAD_D,262.6466900169926
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.168769062593918
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1756
TMWC10,139.24861763841798
TSRW10,80.05205919414963
VE1_Dt,5.2649790039851805
VE2_Dt,0.18803496442804216
VE3_Dt,2.6906965749120766
VR1_Dt,174.7342836656409
VR2_Dt,6.240510130915746
VR3_Dt,6.192885858145525
Xc-3dv,0.7743298747787354
Xc-4dv,0.0
Xc-5dv,0.17152705992061648
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.5346367969792851
Xch-7d,0.8975277278649787
Xp-0dv,15.197668246604362
Xp-1dv,8.627161454538845
Xp-2dv,6.474108542880945
Xp-3dv,5.098763091471536
Xp-4dv,3.7758212150546075
Xp-5dv,2.645444652172515
Xp-6dv,1.7120833194154825
Xp-7dv,1.1357249601623376
Xpc-4d,5.493480361855926
Xpc-5d,9.717295681834987
Xpc-6d,16.215511706959457
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,48
nFRing,2
nHBAcc,7
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,8.752483916182648
AATS0dv,11.090909090909092
AATS0pe,6.74608409090909
AATS0se,8.166097090909089
AATS1dv,10.104166666666666
AATS1pe,6.8131666666666675
AATS1se,8.071928666666663
AATS2dv,9.395061728395062
AATS2pe,6.848786419753088
AATS2se,8.22113451851852
AATS3dv,8.744444444444444
AATS3pe,6.7019677777777735
AATS3se,8.002368488888887
AATS4dv,7.429906542056075
AATS4pe,6.680692523364486
AATS4se,8.040381869158876
AATS5dv,6.380165289256198
AATS5pe,6.462088429752066
AATS5se,7.888412264462809
AATS6dv,6.406779661016949
AATS6pe,6.544331355932205
AATS6se,7.981556610169491
AATS7dv,6.378378378378378
AATS7pe,6.7188513513513515
AATS7se,8.220775855855853
AATS8dv,5.054347826086956
AATS8pe,6.745842391304349
AATS8se,8.248635217391307
AATSC0Z,7.4772727272727275
AATSC0c,0.043840021660210775
AATSC0d,0.6942148760330578
AATSC0i,1.3709176261181042
AATSC0m,35.21996759504133
AATSC0p,0.23293354968406607
AATSC0s,1.5823433195592287
AATSC0v,46.514906617958104
AATSC1Z,0.3541666666666667
AATSC1c,-0.01895165267380965
AATSC1d,0.3796487603305787
AATSC1i,-0.12115919850381385
AATSC1m,1.7086223443526158
AATSC1p,-0.01534746101612657
AATSC1s,-0.17456764615855522
AATSC1v,0.5491950412884302
AATSC2Z,0.6141975308641975
AATSC2c,-0.0031611504908335784
AATSC2d,0.13519028670543826
AATSC2i,0.510814669168554
AATSC2m,3.2400172500765207
AATSC2p,0.08826055211790027
AATSC2s,-0.02197887262070765
AATSC2v,15.0055284908261
AATSC3Z,-0.2722222222222222
AATSC3c,0.003707850775502006
AATSC3d,-0.1336088154269972
AATSC3i,-0.07901552948544945
AATSC3m,-1.3033834364554633
AATSC3p,-0.013409493643731646
AATSC3s,-0.04759303897561474
AATSC3v,-2.436552414964571
AATSC4Z,-1.3995327102803738
AATSC4c,-0.0025512906464343686
AATSC4d,-0.09013671120722944
AATSC4i,-0.1899776888213616
AATSC4m,-6.637623722483974
AATSC4p,-0.03506092937571344
AATSC4s,-0.22526199226762095
AATSC4v,-8.660691626869118
AATSC5Z,0.17148760330578514
AATSC5c,0.002705233587249033
AATSC5d,-0.05634861006761832
