DLiP-ID,J100AI
NsssP,0
SLogP,3.366220000000002
SRW02,3.713572066704308
SRW03,1.9459101490553132
SRW04,5.056245805348308
SRW05,4.110873864173311
SRW06,6.569481420414296
SRW07,6.075346031088684
SRW08,8.163086375583216
SRW09,7.949091499830517
SRW10,9.803722464346553
SaaCH,3.867595112118922
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.6774523389602765
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.08724773242630346
SdssS,0
SsCH3,1.7648439862055934
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.9680268565759635
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.864515587099275
VE1_D,4.1759564987336315
VE2_A,0.21469531039440415
VE2_D,0.23199758326297953
VE3_A,1.9396230058652362
VE3_D,2.0171300984582836
VR1_A,98.98349419194172
VR1_D,91.96437648136583
VR2_A,5.499083010663429
VR2_D,5.109132026742547
VR3_A,5.182739775802573
VR3_D,5.1091879548061065
WPath,593
Xc-3d,1.3780643418835083
Xc-4d,0.0
Xc-5d,0.2705371431703058
Xc-6d,0.0
Xp-0d,12.698306133819765
Xp-1d,8.64786704554084
Xp-2d,8.130504751148688
Xp-3d,6.2181015869296505
Xp-4d,5.353638263728333
Xp-5d,3.5842556516416617
Xp-6d,2.316399344122379
Xp-7d,1.6464594940552009
ZMIC0,60.2878739372975
ZMIC1,32.79528706211664
ZMIC2,30.272400432362545
ZMIC3,28.89268546919751
ZMIC4,28.380138987783006
ZMIC5,28.380138987783006
nAcid,0
nAtom,29
nBase,0
nRing,3
piPC1,3.295836866004329
piPC2,3.901972669574645
piPC3,4.445588116163626
piPC4,5.042618339949306
piPC5,5.26074529364028
piPC6,5.596568390349052
piPC7,5.897668844903293
piPC8,6.1158231385560295
piPC9,6.024884211861475
AATS0Z,74.13793103448276
AATS0d,3.7586206896551726
AATS0i,158.47947655902894
AATS0m,346.8678300689654
AATS0p,2.0612568949427246
AATS0s,4.275805898491084
AATS0v,263.57653826207894
AATS1Z,36.87096774193548
AATS1d,4.419354838709677
AATS1i,144.69460754504186
AATS1m,147.26153977419364
AATS1p,2.141877270967742
AATS1s,3.084826762246118
AATS1v,298.1370620755805
AATS2Z,40.07843137254902
AATS2d,3.9215686274509802
AATS2i,150.94390607067933
AATS2m,164.13185947058827
AATS2p,1.9163125238087246
AATS2s,2.894190941122677
AATS2v,249.52766830705482
AATS3Z,29.727272727272727
AATS3d,3.3454545454545452
AATS3i,158.9154338722282
AATS3m,116.28426203636363
AATS3p,1.609933660772545
AATS3s,2.939618406285074
AATS3v,216.06661998828386
AATS4Z,32.3921568627451
AATS4d,3.5294117647058822
AATS4i,157.55633954861264
AATS4m,125.7671883529412
AATS4p,1.6441509040273723
AATS4s,4.243282498184459
AATS4v,232.58294759268912
AATS5Z,33.08
AATS5d,3.4
AATS5i,156.941019044639
AATS5m,130.06564346
AATS5p,1.6517290742799995
AATS5s,3.544012345679014
AATS5v,229.87101961073895
AATS6Z,32.01960784313726
AATS6d,2.823529411764706
AATS6i,153.54348506416704
AATS6m,127.16554343137251
AATS6p,1.6493045543636662
AATS6s,2.8019547325102874
AATS6v,211.70242282504165
AATS7Z,25.365384615384617
AATS7d,2.25
AATS7i,161.22300317971005
AATS7m,99.95893346153846
AATS7p,1.3646538310373655
AATS7s,2.1517984330484325
AATS7v,156.08257278997255
AATS8Z,16.128205128205128
AATS8d,1.8461538461538463
AATS8i,163.28268040614495
AATS8m,54.216901435897434
AATS8p,1.2743356813444358
AATS8s,1.3402975625197848
AATS8v,126.59459958188788
AMID_C,1.3673035743036885
AMID_N,0.2218373706872323
AMID_O,0.21001919966375673
AMID_X,0.09767046885391657
AMID_h,0.6414126069041264
ATS0dv,245.5116598079561
ATS0pe,188.8384
ATS0se,230.60181000000006
ATS1dv,249.37037037037038
ATS1pe,206.27910000000008
ATS1se,245.53087800000006
ATS2dv,333.61728395061726
ATS2pe,329.48239999999987
ATS2se,399.6598149999999
ATS3dv,301.8148148148148
ATS3pe,356.5511999999999
ATS3se,437.70528800000005
ATS4dv,343.3703703703704
ATS4pe,349.3041000000001
ATS4se,420.46470399999987
ATS5dv,220.66666666666669
ATS5pe,342.0553
ATS5se,414.394578
ATS6dv,155.62962962962962
ATS6pe,328.97490000000005
ATS6se,403.7003480000001
ATS7dv,38.51851851851851
ATS7pe,316.9828
ATS7se,398.669666
ATS8dv,28.77777777777778
ATS8pe,215.07999999999996
ATS8se,281.30678200000006
ATSC0Z,1222.5517241379307
ATSC0c,0.5241001951355866
ATSC0d,19.310344827586206
ATSC0i,47.52408473308416
ATSC0m,6367.538712827587
ATSC0p,12.240516449520761
ATSC0s,41.04874414644529
ATSC0v,1565.2823945695602
ATSC1Z,2.4102259215220023
ATSC1c,-0.22472959720849364
ATSC1d,6.01307966706302
ATSC1i,4.316645159418155
ATSC1m,8.928721632580352
ATSC1p,0.8450044028150563
ATSC1s,1.3158935733637391
ATSC1v,74.93226792583044
ATSC2Z,406.34007134363844
ATSC2c,0.07986960771634842
ATSC2d,0.7300832342449466
ATSC2i,-9.839384028925606
ATSC2m,1922.6129573376936
ATSC2p,3.337346278885016
ATSC2s,7.5651898623201514
ATSC2v,149.00304063350575
ATSC3Z,-55.70154577883474
ATSC3c,-0.3734744057266819
ATSC3d,0.6183115338882276
ATSC3i,2.4332977085815575
ATSC3m,-252.87392556956036
ATSC3p,1.8700268530798008
ATSC3s,-5.644737550339345
ATSC3v,549.1932469500705
ATSC4Z,-47.8668252080856
ATSC4c,0.3672548227235124
ATSC4d,-6.959571938168846
ATSC4i,4.2375022253030235
ATSC4m,-291.9736743519615
ATSC4p,-0.6656407334350581
ATSC4s,13.197480198633485
ATSC4v,-78.37949137908333
ATSC5Z,-55.22711058263971
ATSC5c,-0.03834801512721816
ATSC5d,-4.224732461355529
ATSC5i,4.8122818453126746
ATSC5m,-250.65213946135543
ATSC5p,0.5663335946006922
ATSC5s,-37.88965040149145
ATSC5v,-238.91938425168223
ATSC6Z,-106.45303210463732
ATSC6c,-0.05355606807683779
ATSC6d,-14.82164090368609
ATSC6i,-25.91073973216476
ATSC6m,-424.11706424851366
ATSC6p,-5.325251282974884
ATSC6s,-3.982161847627342
ATSC6v,-725.0237926421628
ATSC7Z,103.52794292508918
ATSC7c,-0.031102938928030312
ATSC7d,-1.7978596908442344
ATSC7i,-0.9551518491800591
ATSC7m,549.1120149298449
ATSC7p,-0.9217803293122264
ATSC7s,-13.586874112078346
ATSC7v,-591.9357733817669
ATSC8Z,-374.50059453032105
ATSC8c,-0.001986451385075556
ATSC8d,7.961950059453033
ATSC8i,2.345744589142644
ATSC8m,-1894.7500760095118
ATSC8p,-2.7736677945800237
ATSC8s,12.316595959151112
ATSC8v,297.56072305147
AXp-0d,0.7054614518788758
AXp-1d,0.432393352277042
AXp-2d,0.28036223279823064
AXp-3d,0.17272504408137918
AXp-4d,0.11153413049434026
AXp-5d,0.07168511303283323
AXp-6d,0.04370564800230904
AXp-7d,0.029401062393842874
GATS1Z,0.49462911505503737
GATS1c,1.4104179014605662
GATS1d,0.7717741935483872
GATS1i,0.9653194756444673
GATS1m,0.4851748274672401
GATS1p,0.6549757485438835
GATS1s,0.5179226012977808
GATS1v,0.738839732699273
GATS2Z,0.4571601755160236
GATS2c,0.9334080719211393
GATS2d,1.0661764705882355
GATS2i,1.1378003021711016
GATS2m,0.45978170018419506
GATS2p,0.6913414821957654
GATS2s,0.541431424527869
GATS2v,0.8329350546521288
GATS3Z,0.8503228254793666
GATS3c,1.6875447017195155
GATS3d,1.0413636363636365
GATS3i,0.9778288000219505
GATS3m,0.8388752416381687
GATS3p,0.8421160928679644
GATS3s,1.0998358226412073
GATS3v,0.7474521407284206
GATS4Z,0.6410571223468798
GATS4c,1.0440815014683453
GATS4d,1.2794117647058825
GATS4i,1.0026218706412091
GATS4m,0.6344156934146493
GATS4p,0.8100641230920318
GATS4s,1.46708279232005
GATS4v,0.8301232261630379
GATS5Z,0.6547943814520225
GATS5c,1.4503017856250198
GATS5d,1.1745
GATS5i,0.9494185953063378
GATS5m,0.6407597773595939
GATS5p,0.7712876178966934
GATS5s,2.5576620095493094
GATS5v,0.8826786922374091
GATS6Z,0.9318343459683194
GATS6c,1.054927541314805
GATS6d,1.3362745098039217
GATS6i,1.287091246090222
GATS6m,0.9085453276972064
GATS6p,1.2378438809862542
GATS6s,0.9468803415370781
GATS6v,1.1991489365090093
GATS7Z,0.8432237221795525
GATS7c,0.6506789493676142
GATS7d,0.8225961538461539
GATS7i,0.9297759287234585
GATS7m,0.8371385579413658
GATS7p,0.9889803795325184
GATS7s,0.8868036062998262
GATS7v,1.2430532705569308
GATS8Z,1.9350028133240187
GATS8c,0.16270815591228094
GATS8d,0.4647435897435898
GATS8i,0.7870634915728059
GATS8m,1.942383401000696
GATS8p,1.5727860979420705
GATS8s,0.06292270622931717
GATS8v,1.2013375419735868
MATS1Z,0.0018442798210129658
MATS1c,-0.4011273330345462
MATS1d,0.2913018433179724
MATS1i,0.0849706405921686
MATS1m,0.0013117588211616184
MATS1p,0.06457962725593681
MATS1s,0.02998866930983773
MATS1v,0.044782927542556424
MATS2Z,0.188994963924533
MATS2c,0.0866552843675278
MATS2d,0.021498599439775914
MATS2i,-0.11772859784693963
MATS2m,0.17169122237928797
MATS2p,0.15503485620294902
MATS2s,0.10479674146051393
MATS2v,0.054129030951668926
MATS3Z,-0.02402344651456178
MATS3c,-0.3757351557999783
MATS3d,0.01688311688311686
MATS3i,0.02699708003376023
MATS3m,-0.020939570280525906
MATS3p,0.08055331349480982
MATS3s,-0.07250687505293486
MATS3v,0.18499832498196514
MATS4Z,-0.02226359038002294
MATS4c,0.3984565845305616
MATS4d,-0.20493697478991596
MATS4i,0.05070187258588841
MATS4m,-0.026073535425183116
MATS4p,-0.030922028092753788
MATS4s,0.18281800529488365
MATS4v,-0.028473284147736047
MATS5Z,-0.026200710780165858
MATS5c,-0.042438161596243036
MATS5d,-0.12689285714285714
MATS5i,0.05873071487767748
MATS5m,-0.022831151476899167
MATS5p,0.026834936762922437
MATS5s,-0.5353634487443414
MATS5v,-0.08852922855756146
MATS6Z,-0.0495129286554132
MATS6c,-0.05810616129838725
MATS6d,-0.43644957983193283
MATS6i,-0.31002296981977157
MATS6m,-0.03787406972101899
MATS6p,-0.2473820508600049
MATS6s,-0.0551628700924287
MATS6v,-0.26338278162492196
MATS7Z,0.04722641689556567
MATS7c,-0.033096476490146506
MATS7d,-0.05192307692307697
MATS7i,-0.011208650139346575
MATS7m,0.04809323674324554
MATS7p,-0.04199739456741939
MATS7s,-0.18459261873778957
MATS7v,-0.2108999811204599
MATS8Z,-0.2277816108413503
MATS8c,-0.0028183635300873936
MATS8d,0.3065934065934066
MATS8i,0.0367028976436725
MATS8m,-0.22126551352538423
MATS8p,-0.1684954170586192
MATS8s,0.22311265841629285
MATS8v,0.14135666671001357
MAXaaN,4.00182634164777
MAXaaO,5.162957294028723
MAXaaS,1.5344170445956158
MAXsBr,3.4077033598933397
MINaaN,4.00182634164777
MINaaO,5.162957294028723
MINaaS,1.5344170445956158
MINsBr,3.4077033598933397
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,23.32913269932611
SpAD_D,136.5871676576891
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.1308553266985806
SssNH2,0
SsssAs,0
SsssCH,0.3284461346266898
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,431
TMWC10,111.29125350924643
TSRW10,71.38732967654451
VE1_Dt,4.189534544145231
VE2_Dt,0.2327519191191795
VE3_Dt,2.0203763053493384
VR1_Dt,90.3647711105169
VR2_Dt,5.020265061695383
VR3_Dt,5.091641156242529
Xc-3dv,1.2869741457849004
Xc-4dv,0.0
Xc-5dv,0.09177717284246559
Xc-6dv,0.0
Xch-3d,0.28867513459481287
Xch-4d,0.2041241452319315
Xch-5d,0.33192730526045344
Xch-6d,0.5791211798595189
Xch-7d,0.618639227937585
Xp-0dv,12.098680429885178
Xp-1dv,7.287009969547951
Xp-2dv,6.776875023843404
Xp-3dv,4.15065079212426
Xp-4dv,3.024797211602801
Xp-5dv,1.9299043542925227
Xp-6dv,0.9848491918801675
Xp-7dv,0.6565376811244
Xpc-4d,2.7317592637143715
Xpc-5d,4.832974621706388
Xpc-6d,6.607935229719005
n3Ring,1
n4Ring,0
n5Ring,2
n6Ring,0
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,31
nFRing,0
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,5.84914464845038
AATS0dv,8.465919303722625
AATS0pe,6.5116689655172415
AATS0se,7.9517865517241395
AATS1dv,8.0442054958184
AATS1pe,6.654164516129035
AATS1se,7.920350903225808
AATS2dv,6.541515371580731
AATS2pe,6.4604392156862716
AATS2se,7.836466960784312
AATS3dv,5.487542087542087
AATS3pe,6.482749090909088
AATS3se,7.958277963636364
AATS4dv,6.732752360203341
AATS4pe,6.849100000000003
AATS4se,8.244405960784311
AATS5dv,4.413333333333334
AATS5pe,6.841106
AATS5se,8.28789156
AATS6dv,3.0515613652868554
AATS6pe,6.450488235294118
AATS6se,7.915693098039217
AATS7dv,0.7407407407407406
AATS7pe,6.095823076923077
AATS7se,7.666724346153846
AATS8dv,0.7378917378917379
AATS8pe,5.514871794871794
AATS8se,7.212994410256412
AATSC0Z,42.15695600475623
AATSC0c,0.01807242052191678
AATSC0d,0.6658739595719382
AATSC0i,1.6387615425201434
AATSC0m,219.5703004423306
AATSC0p,0.42208677412140555
AATSC0s,1.4154739360843203
AATSC0v,53.97525498515725
AATSC1Z,0.0777492232749033
AATSC1c,-0.0072493418454352785
AATSC1d,0.1939703118407426
AATSC1i,0.13924661804574695
AATSC1m,0.28802327847033393
AATSC1p,0.02725820654242117
AATSC1s,0.04244817978592707
AATSC1v,2.4171699330913046
AATSC2Z,7.967452379287028
AATSC2c,0.0015660707395362436
AATSC2d,0.014315357534214639
AATSC2i,-0.19292909860638444
AATSC2m,37.69829328113125
AATSC2p,0.06543816233107874
AATSC2s,0.14833705612392453
AATSC2v,2.921628247715799
AATSC3Z,-1.0127553777969953
AATSC3c,-0.006790443740485126
AATSC3d,0.011242027888876864
AATSC3i,0.04424177651966468
AATSC3m,-4.59770773762837
AATSC3p,0.03400048823781456
AATSC3s,-0.10263159182435172
AATSC3v,9.985331762728554
AATSC4Z,-0.9385652001585412
AATSC4c,0.007201074955362988
AATSC4d,-0.13646219486605582
AATSC4i,0.08308827892751026
