DLiP-ID,C000NN
IC0,2.058813890331201
IC1,3.169925001442312
IC2,3.169925001442312
IC3,3.169925001442312
IC4,3.169925001442312
IC5,3.169925001442312
MID,28.048231864494344
Mpe,1.0562091503267976
Mse,1.0719025653475762
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,52.887600000000006
SdO,0
SdS,0
Spe,19.011764705882356
SsF,0
SsI,0
Sse,19.294246176256372
StN,0
fMF,0.5555555555555556
nBr,0
nCl,2
AMID,2.0034451331781673
BIC0,0.44903614588066443
BIC1,0.6913742480868106
BIC2,0.6913742480868106
BIC3,0.6913742480868106
BIC4,0.6913742480868106
BIC5,0.6913742480868106
CIC0,2.111111111111111
CIC1,1.0
CIC2,1.0
CIC3,1.0
CIC4,1.0
CIC5,1.0
GGI1,4.0
GGI2,2.222222222222223
GGI3,1.0
GGI4,1.2088888888888891
GGI5,0.33333333333333337
GGI6,0.2416326530612245
GGI7,0.0
GGI8,0.0
GGI9,0.0
JGI1,0.26666666666666666
JGI2,0.10101010101010108
JGI3,0.04545454545454545
JGI4,0.08634920634920637
JGI5,0.03333333333333333
JGI6,0.04027210884353742
JGI7,0.0
JGI8,0.0
JGI9,0.0
MIC0,29.786951804623833
MIC1,40.68739624906828
MIC2,40.68739624906828
MIC3,40.68739624906828
MIC4,40.68739624906828
MIC5,40.68739624906828
MPC2,22
MPC3,28
MPC4,34
MPC5,46
MPC6,44
MPC7,40
MPC8,36
MPC9,26
Mare,1.0577777777777777
NaaN,2
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,2
NsLi,0
NsOH,2
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.30861489449005675
RPCG,0.18603559780224824
SIC0,0.4937292372450558
SIC1,0.7601875334318685
SIC2,0.7601875334318685
SIC3,0.7601875334318685
SIC4,0.7601875334318685
SIC5,0.7601875334318685
SaaN,7.354197530864198
SaaO,0
SaaS,0
Sare,19.04
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,11.471857835726883
SsLi,0
SsOH,18.155588624338623
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,37.05865002596162
TIC1,57.05865002596162
TIC2,57.05865002596162
TIC3,57.05865002596162
TIC4,57.05865002596162
TIC5,57.05865002596162
Vabc,157.2252392626407
WPol,22
apol,24.191171999999995
bpol,7.312828
nRot,0
ABCGG,9.45887290519285
ATS0Z,1096.0
ATS0d,78.0
ATS0i,2883.727009675796
ATS0m,4575.910324
ATS0p,37.30085961939601
ATS0s,122.28837067520196
ATS0v,5439.822008916622
ATS1Z,748.0
ATS1d,93.0
ATS1i,2817.5329113761
ATS1m,2975.1771929999995
ATS1p,40.126804592
ATS1s,82.15226337448561
ATS1v,6171.611150635771
ATS2Z,1192.0
ATS2d,130.0
ATS2i,4201.6565665734
ATS2m,4771.867721999999
ATS2p,59.01994586
ATS2s,132.3127572016461
ATS2v,8914.975700482393
ATS3Z,1536.0
ATS3d,126.0
ATS3i,5455.64001087818
ATS3m,6127.9374210000005
ATS3p,65.00375654
ATS3s,181.14830056393842
ATS3v,9411.300872784053
ATS4Z,976.0
ATS4d,90.0
ATS4i,4549.19937711908
ATS4m,3759.7047300000004
ATS4p,45.856068512
ATS4s,116.13991769547324
ATS4v,6621.98421211578
ATS5Z,760.0
ATS5d,58.0
ATS5i,3194.885640102198
ATS5m,3008.789038
ATS5p,31.652387641698002
ATS5s,86.78189300411523
ATS5v,4596.910207498901
ATS6Z,614.0
ATS6d,28.0
ATS6i,2304.607180743398
ATS6m,2452.951442
ATS6p,19.869539021697996
ATS6s,61.967078189300416
ATS6v,2875.06055782932
ATS7Z,320.0
ATS7d,12.0
ATS7i,1381.947221717478
ATS7m,1232.0426040000002
ATS7p,9.520251909698
ATS7s,24.172839506172842
ATS7v,1202.4314720805503
ATS8Z,34.0
ATS8d,2.0
ATS8i,352.67915480017996
ATS8m,71.4672
ATS8p,2.90721748
ATS8s,2.691358024691358
ATS8v,250.3222281134738
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,6
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.5730859616573903
Kier1,10.515555555555556
Kier2,3.8677685950413223
Kier3,2.020408163265306
MID_C,16.944936310623422
MID_N,4.04784147008152
MID_O,3.527727041894699
MID_X,3.5277270418946984
MID_h,11.103295553870918
MPC10,8
MWC01,15.0
MWC02,4.31748811353631
MWC03,5.1647859739235145
MWC04,6.0473721790462776
MWC05,6.918695219020472
MWC06,7.8009820712577405
MWC07,8.679141958402255
MWC08,9.560926818574357
MWC09,10.441237443239979
MWC10,11.322769297607685
NaaCH,2
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.3478
SRW02,3.4339872044851463
SRW03,0.0
SRW04,4.77912349311153
SRW05,0.0
SRW06,6.326149473155099
SRW07,0.0
SRW08,7.967973179662935
SRW09,0.0
SRW10,9.65701140089547
SaaCH,2.9273456790123458
SaaNH,0
SaaSe,0
SaaaC,0.7401851851851857
SaasC,-0.4269526329050126
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.50534679981514
VE1_D,3.6925238997787955
VE2_A,0.25038191427251
VE2_D,0.2637517071270568
VE3_A,1.5907616965255518
VE3_D,1.6427824445433108
VR1_A,58.006428869166626
VR1_D,60.74170082071036
VR2_A,4.143316347797616
VR2_D,4.338692915765026
VR3_A,4.397026083596887
VR3_D,4.443102697504833
WPath,281
Xc-3d,1.2761423749153968
Xc-4d,0.0
Xc-5d,0.41666666666666663
Xc-6d,0.0
Xp-0d,10.292528739883947
Xp-1d,6.575387400469406
Xp-2d,6.372103889124601
Xp-3d,5.307613524401095
Xp-4d,3.801649262666532
Xp-5d,3.348258147564485
Xp-6d,2.189638033584116
Xp-7d,1.3512375837363737
ZMIC0,49.42891115341894
ZMIC1,40.856811129700915
ZMIC2,40.856811129700915
ZMIC3,40.856811129700915
ZMIC4,40.856811129700915
ZMIC5,40.856811129700915
nAcid,0
nAtom,18
nBase,0
nRing,2
piPC1,3.068052935133617
piPC2,3.7954891891721947
piPC3,4.415824014257172
piPC4,5.029620594007336
piPC5,5.702740265077757
piPC6,5.987472213338395
piPC7,6.248767950068896
piPC8,6.553254309533219
piPC9,6.689647853197749
AATS0Z,60.888888888888886
AATS0d,4.333333333333333
AATS0i,160.2070560930998
AATS0m,254.21724022222224
AATS0p,2.0722699788553336
AATS0s,6.793798370844553
AATS0v,302.2123338287012
AATS1Z,39.36842105263158
AATS1d,4.894736842105263
AATS1i,148.2912058619
AATS1m,156.58827331578945
AATS1p,2.1119370837894738
AATS1s,4.3238033354992425
AATS1v,324.82163950714585
AATS2Z,42.57142857142857
AATS2d,4.642857142857143
AATS2i,150.05916309190712
AATS2m,170.42384721428567
AATS2p,2.1078552092857143
AATS2s,4.7254556143445035
AATS2v,318.3919893029426
AATS3Z,45.1764705882353
AATS3d,3.7058823529411766
AATS3i,160.46000031994646
AATS3m,180.23345355882356
AATS3p,1.9118751923529411
AATS3s,5.327891193057012
AATS3v,276.8029668465898
AATS4Z,34.857142857142854
AATS4d,3.2142857142857144
AATS4i,162.47140632568144
AATS4m,134.27516892857145
AATS4p,1.6377167325714286
AATS4s,4.147854203409759
AATS4v,236.49943614699214
AATS5Z,38.0
AATS5d,2.9
AATS5i,159.7442820051099
AATS5m,150.4394519
AATS5p,1.5826193820849002
AATS5s,4.3390946502057615
AATS5v,229.84551037494506
AATS6Z,43.857142857142854
AATS6d,2.0
AATS6i,164.61479862452845
AATS6m,175.21081728571428
AATS6p,1.4192527872641425
AATS6s,4.426219870664315
AATS6v,205.36146841637998
AATS7Z,40.0
AATS7d,1.5
AATS7i,172.74340271468475
AATS7m,154.00532550000003
AATS7p,1.19003148871225
AATS7s,3.0216049382716053
AATS7v,150.3039340100688
AATS8Z,17.0
AATS8d,1.0
AATS8i,176.33957740008998
AATS8m,35.7336
AATS8p,1.45360874
AATS8s,1.345679012345679
AATS8v,125.1611140567369
AMID_C,1.2103525936159587
AMID_N,0.28913153357725146
AMID_O,0.2519805029924785
AMID_X,0.2519805029924785
AMID_h,0.7930925395622085
ATS0dv,215.20987654320987
ATS0pe,133.5016
ATS0se,158.455938
ATS1dv,222.22222222222223
ATS1pe,136.54149999999998
ATS1se,160.196576
ATS2dv,322.8888888888889
ATS2pe,202.88320000000002
ATS2se,237.23318400000002
ATS3dv,318.4938271604939
ATS3pe,252.5935
ATS3se,298.909989
ATS4dv,180.0
ATS4pe,201.38279999999997
ATS4se,241.899968
ATS5dv,116.0
ATS5pe,141.89780000000002
ATS5se,171.58462400000005
ATS6dv,54.0
ATS6pe,102.6568
ATS6se,125.39756000000003
ATS7dv,7.777777777777778
ATS7pe,56.5448
ATS7se,71.081892
ATS8dv,0.0
ATS8pe,13.904000000000002
ATS8se,18.014400000000002
ATSC0Z,348.44444444444446
ATSC0c,0.9390777661017663
ATSC0d,13.777777777777779
ATSC0i,28.170168770472426
ATSC0m,1610.588933777778
ATSC0p,4.789037245308
ATSC0s,39.120527019932595
ATSC0v,688.2100749167826
ATSC1Z,-22.469135802469133
ATSC1c,-0.6394698154990767
ATSC1d,2.1234567901234573
ATSC1i,-2.228658678115363
ATSC1m,-96.943730654321
ATSC1p,0.9101650501160014
ATSC1s,-12.105215818877353
ATSC1v,100.8866284355805
ATSC2Z,-3.8024691358024696
ATSC2c,0.020261474760451613
ATSC2d,-4.320987654320987
ATSC2i,-10.059995548246466
ATSC2m,-14.228269209876586
ATSC2p,0.0498704261160023
ATSC2s,6.502449001864741
ATSC2v,-47.980469284491164
ATSC3Z,-16.395061728395067
ATSC3c,0.4452915059088546
ATSC3d,-2.024691358024691
ATSC3i,6.804125399202718
ATSC3m,-80.53702680246913
ATSC3p,0.6833545376800007
ATSC3s,21.334887598058867
ATSC3v,-124.55309306598241
ATSC4Z,-129.58024691358025
ATSC4c,-0.4185688035678827
ATSC4d,-2.765432098765432
ATSC4i,-0.5163844360402462
ATSC4m,-600.650625654321
ATSC4p,-1.365623374060001
ATSC4s,-14.02250485002098
ATSC4v,-260.7664235362731
ATSC5Z,56.839506172839506
ATSC5c,0.08666467387285084
ATSC5d,-2.864197530864198
ATSC5i,-5.418104181639822
ATSC5m,270.06155158024694
ATSC5p,-0.030569918246000728
ATSC5s,-8.640278036508288
ATSC5v,39.78494568086006
ATSC6Z,74.09876543209877
ATSC6c,-0.022475577129061987
ATSC6d,-1.3827160493827162
ATSC6i,-4.255654128339229
ATSC6m,344.52203528395063
ATSC6p,0.05350981610199886
ATSC6s,-13.888269817345668
ATSC6v,97.01652766978081
ATSC7Z,-17.975308641975303
ATSC7c,0.10751363571737127
ATSC7d,2.765432098765432
ATSC7i,0.842637460552468
ATSC7m,-92.5807941234568
ATSC7p,-1.5629496695500011
ATSC7s,-0.5893937426732245
ATSC7v,-16.118481050458172
ATSC8Z,-114.93827160493828
ATSC8c,-0.048755977114390045
ATSC8d,1.5802469135802468
ATSC8i,0.7469497273897272
ATSC8m,-534.9376073086421
ATSC8p,-1.132275490812
ATSC8s,1.8480621555356087
ATSC8v,-132.3746723074078
AXp-0d,0.7351806242774248
AXp-1d,0.43835916003129377
AXp-2d,0.28964108586930004
AXp-3d,0.18955762587146768
AXp-4d,0.11181321360783918
AXp-5d,0.07278822059922793
AXp-6d,0.04976450076327536
AXp-7d,0.033780939593409345
GATS1Z,0.5161284908700322
GATS1c,1.4950403677222337
GATS1d,0.8442275042444822
GATS1i,1.1236325325919543
GATS1m,0.5105662528430936
GATS1p,0.502205067644052
GATS1s,1.1128845966141399
GATS1v,0.5150187154446703
GATS2Z,0.5662923651603499
GATS2c,0.7138882795024747
GATS2d,1.1457373271889402
GATS2i,1.3100180980932679
GATS2m,0.563115383102106
GATS2p,0.6790718785948703
GATS2s,0.5341925045311757
GATS2v,0.6987448795480128
GATS3Z,0.9355867346938774
GATS3c,0.5506678222098762
GATS3d,0.9435483870967741
GATS3i,0.9267461011299141
GATS3m,0.9356860126718902
GATS3p,0.8035678670733539
GATS3s,0.5195566893561463
GATS3v,0.9102571798796377
GATS4Z,1.188342747813411
GATS4c,1.2094519012444946
GATS4d,1.013536866359447
GATS4i,0.9861323778080872
GATS4m,1.1901336122280242
GATS4p,1.1360460745325929
GATS4s,1.1564559266937768
GATS4v,1.2250571525092995
GATS5Z,0.8611128826530611
GATS5c,1.0929477276001986
GATS5d,1.1721774193548387
GATS5i,0.9923516025118145
GATS5m,0.8596771851972996
GATS5p,1.0597676024046436
GATS5s,1.401578920255512
GATS5v,1.084599800444906
GATS6Z,1.0628872084548104
GATS6c,1.4331780177495983
GATS6d,1.1457373271889402
GATS6i,0.8548320540082265
GATS6m,1.063426627105037
GATS6p,1.253460071386944
GATS6s,2.079279805884852
GATS6v,1.1142964206315054
GATS7Z,2.2076690051020407
GATS7c,0.9390715632672263
GATS7d,0.6169354838709677
GATS7i,0.4743227990124375
GATS7m,2.2240466326488693
GATS7p,2.3051805232720124
GATS7s,1.2073358526390157
GATS7v,1.7592380352181822
GATS8Z,6.244897959183673
GATS8c,1.2909913452952417
GATS8d,0.0
GATS8i,0.12006895932344729
GATS8m,6.260527675642919
GATS8p,4.064128156506904
GATS8s,0.02596332165670719
GATS8v,3.5166966067770855
MATS1Z,-0.061090225563909764
MATS1c,-0.6451153794589223
MATS1d,0.14601018675721567
MATS1i,-0.07495023796820467
MATS1m,-0.05702350681468643
MATS1p,0.18004905417481887
MATS1s,-0.29314787070705817
MATS1v,0.13887737097992417
MATS2Z,-0.00701530612244898
MATS2c,0.01387023976581351
MATS2d,-0.20161290322580644
MATS2i,-0.22957405928217456
MATS2m,-0.005679130348057853
MATS2p,0.006694364233105815
MATS2s,0.10685300289495564
MATS2v,-0.044818564158483995
MATS3Z,-0.024909963985594245
MATS3c,0.251036251161972
MATS3d,-0.07779886148007588
MATS3i,0.127872291579871
MATS3m,-0.02647307987125598
MATS3p,0.07554251787609023
MATS3s,0.28872158310482415
MATS3v,-0.09581358251346597
MATS4Z,-0.23906705539358605
MATS4c,-0.28653638161168216
MATS4d,-0.12903225806451613
MATS4i,-0.011784147474355461
MATS4m,-0.23974618039736814
MATS4p,-0.1833146612771191
MATS4s,-0.2304280665491006
MATS4v,-0.24358195861616008
MATS5Z,0.1468112244897959
MATS5c,0.08305830390314367
MATS5d,-0.1870967741935484
MATS5i,-0.1731013329457615
MATS5m,0.15091088192945323
MATS5p,-0.005744980674008352
MATS5s,-0.1987767247842884
MATS5v,0.05202837391926255
MATS6Z,0.27341472303207
MATS6c,-0.030771861114829897
MATS6d,-0.12903225806451613
MATS6i,-0.19423225158664756
MATS6m,0.2750279063875983
MATS6p,0.014365796602581983
MATS6s,-0.4564444364187051
MATS6v,0.1812463085352468
MATS7Z,-0.11607142857142852
MATS7c,0.25759919901870026
MATS7d,0.4516129032258064
MATS7i,0.06730290832443804
MATS7m,-0.1293357866859149
MATS7p,-0.7343097529535574
MATS7s,-0.0338987233055185
MATS7v,-0.05269696519324596
MATS8Z,-2.9687500000000004
MATS8c,-0.4672709863540289
MATS8d,1.032258064516129
MATS8i,0.23864065569795323
MATS8m,-2.989240994277224
MATS8p,-2.127876417601888
MATS8s,0.42516194608896496
MATS8v,-1.7311168409017104
MAXaaN,3.677098765432099
MAXsCl,5.735928917863442
MAXsOH,9.077794312169312
MINaaN,3.677098765432099
MINsCl,5.735928917863441
MINsOH,9.077794312169312
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,17.31370849898476
SpAD_D,82.68000798710429
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,313
TMWC10,99.25339907460861
TSRW10,46.16424475131018
VE1_Dt,3.7367583493145005
VE2_Dt,0.2669113106653215
VE3_Dt,1.654690720681175
VR1_Dt,57.29451988916428
VR2_Dt,4.092465706368877
VR3_Dt,4.384677216835652
Xc-3dv,0.5564262802275691
Xc-4dv,0.0
Xc-5dv,0.1338095238095238
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1111111111111111
Xch-7d,0.3793570624858994
Xp-0dv,8.211341758434447
Xp-1dv,4.380234743906808
Xp-2dv,3.440251864753334
Xp-3dv,2.392329175768748
Xp-4dv,1.3489326351520472
Xp-5dv,0.9573731828341194
Xp-6dv,0.5013197808782555
Xp-7dv,0.24563296233910178
Xpc-4d,3.0101114624513285
Xpc-5d,3.5480313665792322
Xpc-6d,5.865591705721925
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,19
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,5.731873776697638
AATS0dv,11.956104252400548
AATS0pe,7.4167555555555555
AATS0se,8.803107666666667
AATS1dv,11.695906432748538
AATS1pe,7.186394736842105
AATS1se,8.431398736842105
AATS2dv,11.531746031746033
AATS2pe,7.245828571428572
AATS2se,8.472613714285716
AATS3dv,9.367465504720409
AATS3pe,7.429220588235294
AATS3se,8.791470264705882
AATS4dv,6.428571428571429
AATS4pe,7.1922428571428565
AATS4se,8.639284571428572
AATS5dv,5.8
AATS5pe,7.094890000000001
AATS5se,8.579231200000002
AATS6dv,3.857142857142857
AATS6pe,7.332628571428572
AATS6se,8.956968571428574
AATS7dv,0.9722222222222222
AATS7pe,7.0681
AATS7se,8.8852365
AATS8dv,0.0
AATS8pe,6.952000000000001
AATS8se,9.007200000000001
AATSC0Z,19.358024691358025
AATSC0c,0.05217098700565368
AATSC0d,0.7654320987654322
AATSC0i,1.565009376137357
AATSC0m,89.47716298765434
AATSC0p,0.26605762473933336
AATSC0s,2.1733626122184777
AATSC0v,38.233893050932366
AATSC1Z,-1.1825860948667966
AATSC1c,-0.03365630607889877
AATSC1d,0.11176088369070829
AATSC1i,-0.11729782516396646
AATSC1m,-5.102301613385316
AATSC1p,0.04790342369031586
AATSC1s,-0.6371166220461765
AATSC1v,5.309822549241079
AATSC2Z,-0.1358024691358025
AATSC2c,0.0007236240985875576
AATSC2d,-0.15432098765432098
AATSC2i,-0.3592855552945166
AATSC2m,-0.5081524717813066
AATSC2p,0.001781086647000082
AATSC2s,0.2322303214951693
AATSC2v,-1.7135881887318274
AATSC3Z,-0.48220769789397255
AATSC3c,0.013096808997319253
AATSC3d,-0.059549745824255616
AATSC3i,0.20012133527066817
AATSC3m,-2.3687360824255626
AATSC3p,0.020098662872941195
AATSC3s,0.6274966940605549
AATSC3v,-3.6633262666465414
AATSC4Z,-4.627865961199295
AATSC4c,-0.014948885841710096
AATSC4d,-0.09876543209876543
AATSC4i,-0.01844230128715165
AATSC4m,-21.45180805908289
AATSC4p,-0.04877226335928575
AATSC4s,-0.5008037446436064
AATSC4v,-9.313086554866898
AATSC5Z,2.8419753086419752
AATSC5c,0.004333233693642542
AATSC5d,-0.14320987654320988
AATSC5i,-0.2709052090819911
AATSC5m,13.503077579012347
AATSC5p,-0.0015284959123000365
AATSC5s,-0.43201390182541444
AATSC5v,1.989247284043003
AATSC6Z,5.292768959435627
AATSC6c,-0.0016053983663615705
AATSC6d,-0.09876543209876544
AATSC6i,-0.3039752948813735
AATSC6m,24.608716805996472
AATSC6p,0.0038221297215713474
AATSC6s,-0.9920192726675477
