DLiP-ID,T003VU
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.268750941766377
VE1_D,4.921836420441496
VE2_A,0.17075003767065508
VE2_D,0.19687345681765983
VE3_A,2.3676119968298646
VE3_D,2.5099724489229063
VR1_A,290.9141555184149
VR1_D,150.37857756831943
VR2_A,11.636566220736595
VR2_D,6.015143102732777
VR3_A,6.589318957306609
VR3_D,5.929446696864015
WPath,1567
Xc-3d,1.6268466858539603
Xc-4d,0.0
Xc-5d,0.3487731593071871
Xc-6d,0.0
Xp-0d,17.388540578131753
Xp-1d,12.152198343190415
Xp-2d,10.974466579025396
Xp-3d,9.717981522555869
Xp-4d,8.226678311702077
Xp-5d,6.242815811572423
Xp-6d,4.260063203329838
Xp-7d,3.4061176515002733
ZMIC0,79.3155350509788
ZMIC1,42.50894574393149
ZMIC2,26.422896388518648
ZMIC3,23.51159384990202
ZMIC4,23.51159384990202
ZMIC5,23.51159384990202
nAcid,0
nAtom,41
nBase,0
nRing,4
piPC1,3.7256934272366524
piPC2,4.382026634673881
piPC3,5.051457288616511
piPC4,5.678037224904343
piPC5,6.156581660899843
piPC6,6.548733834162281
piPC7,7.075353085993821
piPC8,7.545139900088077
piPC9,7.881700048382306
AATS0Z,24.29268292682927
AATS0d,3.707317073170732
AATS0i,159.14588027391426
AATS0m,96.15345465853657
AATS0p,1.6676831823800975
AATS0s,3.8285907859078594
AATS0v,247.73964428616026
AATS1Z,26.772727272727273
AATS1d,4.295454545454546
AATS1i,144.45298276469086
AATS1m,102.92409609090915
AATS1p,1.9519624763636372
AATS1s,3.4494949494949494
AATS1v,287.7697067751699
AATS2Z,23.424657534246574
AATS2d,4.123287671232877
AATS2i,150.97707854840738
AATS2m,89.20419978082188
AATS2p,1.7480201966293558
AATS2s,2.990106544901066
AATS2v,254.3179305156159
AATS3Z,20.436781609195403
AATS3d,3.5517241379310347
AATS3i,151.35203686517244
AATS3m,75.35403074712643
AATS3p,1.6460198119832978
AATS3s,3.026181353767561
AATS3v,231.80908560308404
AATS4Z,16.77
AATS4d,3.19
AATS4i,157.5539802023409
AATS4m,59.7597133
AATS4p,1.4358082872164102
AATS4s,2.856111111111112
AATS4v,195.2126123208149
AATS5Z,16.47826086956522
AATS5d,3.032608695652174
AATS5i,156.32036749382652
AATS5m,58.93921498913045
AATS5p,1.431951964514554
AATS5s,2.7092391304347827
AATS5v,193.3022110305819
AATS6Z,15.2
AATS6d,2.8842105263157896
AATS6i,160.66303818860027
AATS6m,55.07373479999999
AATS6p,1.2993043290744628
AATS6s,2.442690058479533
AATS6v,173.2081089833191
AATS7Z,17.710526315789473
AATS7d,3.0789473684210527
AATS7i,160.58279332387355
AATS7m,64.56487168421054
AATS7p,1.4077409199761572
AATS7s,2.9396929824561404
AATS7v,194.41737011178694
AATS8Z,14.970149253731343
AATS8d,2.791044776119403
AATS8i,157.5673545858201
AATS8m,51.51876929850746
AATS8p,1.3932740924984477
AATS8s,2.8598673300165847
AATS8v,184.18881818891026
AMID_C,1.6653115443958846
AMID_N,0.32242861241920295
AMID_O,0.07955887617614589
AMID_X,0.0
AMID_h,0.4019874885953489
ATS0dv,358.0
ATS0pe,256.28999999999996
ATS0se,312.464004
ATS1dv,393.0
ATS1pe,286.8011
ATS1se,340.2517439999998
ATS2dv,527.0
ATS2pe,464.9451000000001
ATS2se,559.5662799999997
ATS3dv,449.0
ATS3pe,550.1150000000001
ATS3se,665.914668
ATS4dv,415.0
ATS4pe,620.259
ATS4se,760.8327600000002
ATS5dv,399.0
ATS5pe,562.5640000000001
ATS5se,692.434892
ATS6dv,397.0
ATS6pe,565.1062
ATS6se,704.6770959999999
ATS7dv,347.0
ATS7pe,473.1098
ATS7se,580.1933040000001
ATS8dv,253.0
ATS8pe,412.5909999999999
ATS8se,508.2452199999999
ATSC0Z,274.43902439024396
ATSC0c,0.47028487538647673
ATSC0d,25.5609756097561
ATSC0i,67.74158232927799
ATSC0m,1312.2882111219508
ATSC0p,9.16523740457561
ATSC0s,34.59756097560975
ATSC0v,2011.7726743988298
ATSC1Z,22.6020226055919
ATSC1c,-0.14743659115013022
ATSC1d,12.105294467578826
ATSC1i,-7.218167784801955
ATSC1m,103.9147381130278
ATSC1p,-0.32152557846279983
ATSC1s,3.228633749752131
ATSC1v,-11.876399247822484
ATSC2Z,70.73051754907794
ATSC2c,-0.08042920142347493
ATSC2d,-2.4622248661511
ATSC2i,7.938017618664357
ATSC2m,339.0787579292086
ATSC2p,1.6505354265833048
ATSC2s,2.8140987507436055
ATSC2v,478.7154272109383
ATSC3Z,-109.90719809637122
ATSC3c,0.03948993197828712
ATSC3d,-14.507436049970256
ATSC3i,-20.64313107120334
ATSC3m,-523.0133853807258
ATSC3p,-2.6933287304055367
ATSC3s,-4.26799524092802
ATSC3v,-697.656446420406
ATSC4Z,-158.31469363474122
ATSC4c,-0.002527865106631058
ATSC4d,-10.0755502676978
ATSC4i,-10.326623629293254
ATSC4m,-751.0097221267102
ATSC4p,-2.677484425382438
ATSC4s,-10.798929208804285
ATSC4v,-805.9645543599207
ATSC5Z,-86.7412254610351
ATSC5c,-0.16820722801731505
ATSC5d,6.033908387864366
ATSC5i,-19.06756479045611
ATSC5m,-415.0948661516955
ATSC5p,-2.731517988692124
ATSC5s,-9.70672218917311
ATSC5v,-630.1024633943299
ATSC6Z,154.15348007138604
ATSC6c,0.111059670765156
ATSC6d,3.2611540749553836
ATSC6i,0.21087228931839141
ATSC6m,732.0491343759668
ATSC6p,2.431862756260661
ATSC6s,6.528009121554635
ATSC6v,761.763335395578
ATSC7Z,7.039857227840572
ATSC7c,0.09798794333486459
ATSC7d,-11.039857227840573
ATSC7i,23.22518267283461
ATSC7m,31.91602045687092
ATSC7p,0.8609921661294058
ATSC7s,2.510212175292485
ATSC7v,125.58626625700751
ATSC8Z,-188.10767400356934
ATSC8c,-0.16905596549142612
ATSC8d,-3.2581796549672815
ATSC8i,-5.117620241531289
ATSC8m,-894.0468703700177
ATSC8p,-3.047801288428534
ATSC8s,-11.527315090224073
ATSC8v,-976.8770372832923
AXp-0d,0.6955416231252701
AXp-1d,0.43400708368537194
AXp-2d,0.2743616644756349
AXp-3d,0.17669057313737943
AXp-4d,0.11269422344797365
AXp-5d,0.07259088152991189
AXp-6d,0.044842770561366714
AXp-7d,0.028865403826273502
GATS1Z,0.6823837378405454
GATS1c,1.2850203498510138
GATS1d,0.6046148507980569
GATS1i,1.1332713027202073
GATS1m,0.6874932611387617
GATS1p,0.9531725797259385
GATS1s,0.4875686722708224
GATS1v,0.8610562061955387
GATS2Z,0.7137848248591422
GATS2c,1.209147743150742
GATS2d,1.2540520757084597
GATS2i,0.958156749796275
GATS2m,0.7146184890500312
GATS2p,0.8392754517703761
GATS2s,0.4691913607370317
GATS2v,0.7737065523554154
GATS3Z,1.0646587477679572
GATS3c,0.9736445681503526
GATS3d,1.268096867596736
GATS3i,1.1391077894841952
GATS3m,1.0640596113518566
GATS3p,1.0863544838414603
GATS3s,0.7251782795399778
GATS3v,1.0769017638735354
GATS4Z,1.2002666192676854
GATS4c,1.1138050879923627
GATS4d,1.1501908396946565
GATS4i,1.0581759583377384
GATS4m,1.1976483541342626
GATS4p,1.0765139677836268
GATS4s,1.0068147103748093
GATS4v,1.1162573762112789
GATS5Z,1.1026445540116538
GATS5c,1.102271263309735
GATS5d,0.858986060404912
GATS5i,1.0842041299833574
GATS5m,1.103888100972758
GATS5p,1.115855810047318
GATS5s,0.8899778462313902
GATS5v,1.1230164605352546
GATS6Z,0.8024023799277787
GATS6c,0.7664938301563704
GATS6d,0.9306950582563278
GATS6i,0.9224738173754017
GATS6m,0.8060955076972567
GATS6p,0.9089830024445935
GATS6s,0.5040412098275298
GATS6v,0.8918904538644619
GATS7Z,0.9819073100454654
GATS7c,1.1195266110866553
GATS7d,1.2663218159903575
GATS7i,0.8408122557015049
GATS7m,0.9812415793487929
GATS7p,0.8976672304646977
GATS7s,0.84830879336751
GATS7v,0.9224263957318556
GATS8Z,1.3911689331515191
GATS8c,1.1348429569165333
GATS8d,0.8875469978352512
GATS8i,1.0190239885847876
GATS8m,1.3877795860794486
GATS8p,1.1725831104953257
GATS8s,1.0598049582892728
GATS8v,1.260090005703939
MATS1Z,0.07674191254888015
MATS1c,-0.29212952295368566
MATS1d,0.4412951075641917
MATS1i,-0.09928938400935075
MATS1m,0.07378687205443142
MATS1p,-0.03268910195186791
MATS1s,0.08695698614627058
MATS1v,-0.005500941977432798
MATS2Z,0.1447511310013684
MATS2c,-0.09605362100136661
MATS2d,-0.05410174631391822
MATS2i,0.06581391383606074
MATS2m,0.145121698545626
MATS2p,0.10114446651913936
MATS2s,0.04568302422489512
MATS2v,0.13364709250157103
MATS3Z,-0.18873170950962484
MATS3c,0.039572180188772225
MATS3d,-0.2674717030797578
MATS3i,-0.14361005130833432
MATS3m,-0.187822743763029
MATS3p,-0.13848739595352091
MATS3s,-0.05813571888711972
MATS3v,-0.1634283179004716
MATS4Z,-0.23651528617134726
MATS4c,-0.0022038231462727935
MATS4d,-0.16161259541984735
MATS4i,-0.06250098598863597
MATS4m,-0.23463899428670304
MATS4p,-0.11977525141451925
MATS4s,-0.12797321113852667
MATS4v,-0.1642558682164789
MATS5Z,-0.14085611833258627
MATS5c,-0.15939682681098405
MATS5d,0.10520038167938929
MATS5i,-0.12543996475886776
MATS5m,-0.14096593104535327
MATS5p,-0.13281782849787466
MATS5s,-0.12503256655070422
MATS5v,-0.13958164168998832
MATS6Z,0.24241959324190307
MATS6c,0.10191910969818042
MATS6d,0.05506227400562474
MATS6i,0.0013434590324570368
MATS6m,0.24075274940238228
MATS6p,0.11451321140546512
MATS6s,0.08143207861034334
MATS6v,0.16341857239517552
MATS7Z,0.013838475499092558
MATS7c,0.11240403331200083
MATS7d,-0.23300020088388912
MATS7i,0.18495840268498356
MATS7m,0.013120481457717392
MATS7p,0.05067873263232068
MATS7s,0.0391412970211924
MATS7v,0.03367700864321441
MATS8Z,-0.41943986077433665
MATS8c,-0.21997764206700118
MATS8d,-0.07800216474877521
MATS8i,-0.04622977424749311
MATS8m,-0.4169078896671192
MATS8p,-0.20349417564473304
MATS8s,-0.20388803251981197
MATS8v,-0.297146110695066
MAXaaN,4.487394731040564
MAXaaO,5.292181216707385
MAXtsC,2.1423491476374705
MINaaN,4.042971984169502
MINaaO,5.292181216707385
MINtsC,2.1423491476374705
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.12100659888774
SpAD_D,260.0583745297058
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.7016498960695389
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,959
TMWC10,129.20448730624295
TSRW10,75.9772169359226
VE1_Dt,4.961079292815729
VE2_Dt,0.19844317171262915
VE3_Dt,2.5179140482976945
VR1_Dt,146.5936159605965
VR2_Dt,5.86374463842386
VR3_Dt,5.903954973042863
Xc-3dv,0.7812698061464881
Xc-4dv,0.0
Xc-5dv,0.1173186817074753
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.19245008972987526
Xch-6d,0.603504505594673
Xch-7d,0.8014521587316664
Xp-0dv,14.023011607167254
Xp-1dv,8.02670553492984
Xp-2dv,6.08386184366274
Xp-3dv,4.379047304731462
Xp-4dv,3.114758283109646
Xp-5dv,1.9643954863237787
Xp-6dv,1.1014247533581119
Xp-7dv,0.7339974587315892
Xpc-4d,4.061406484621804
Xpc-5d,6.798816583680755
Xpc-6d,9.360102796473784
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,44
nFRing,1
nHBAcc,5
nHBDon,0
nHRing,2
nSpiro,0
naRing,4
piPC10,8.29525009114726
AATS0dv,8.731707317073171
AATS0pe,6.250975609756097
AATS0se,7.621073268292682
AATS1dv,8.931818181818182
AATS1pe,6.5182068181818185
AATS1se,7.732994181818177
AATS2dv,7.219178082191781
AATS2pe,6.369110958904111
AATS2se,7.665291506849311
AATS3dv,5.160919540229885
AATS3pe,6.323160919540231
AATS3se,7.654191586206896
AATS4dv,4.15
AATS4pe,6.20259
AATS4se,7.608327600000003
AATS5dv,4.336956521739131
AATS5pe,6.114826086956523
AATS5se,7.526466217391304
AATS6dv,4.178947368421053
AATS6pe,5.948486315789473
AATS6se,7.417653642105262
AATS7dv,4.565789473684211
AATS7pe,6.225128947368421
AATS7se,7.634122421052633
AATS8dv,3.7761194029850746
AATS8pe,6.15807462686567
AATS8se,7.585749552238805
AATSC0Z,6.693634741225463
AATSC0c,0.011470362814304311
AATSC0d,0.6234384295062463
AATSC0i,1.6522337153482436
AATSC0m,32.007029539559774
AATSC0p,0.22354237572135632
AATSC0s,0.8438429506246281
AATSC0v,49.06762620484951
AATSC1Z,0.5136823319452705
AATSC1c,-0.003350831617048414
AATSC1d,0.2751203288086097
AATSC1i,-0.16404926783640808
AATSC1m,2.3616985934779042
AATSC1p,-0.007307399510518178
AATSC1s,0.07337803976709388
AATSC1v,-0.26991816472323826
AATSC2Z,0.9689111993024376
AATSC2c,-0.0011017698825133552
AATSC2d,-0.03372910775549452
AATSC2i,0.1087399673789638
AATSC2m,4.64491449218094
AATSC2p,0.0226100743367576
AATSC2s,0.03854929795539186
AATSC2v,6.557745578232032
AATSC3Z,-1.2633011275444967
AATSC3c,0.0004539072641182427
AATSC3d,-0.16675213850540524
AATSC3i,-0.23727736863452115
AATSC3m,-6.011648107824435
AATSC3p,-0.030957801498914216
AATSC3s,-0.04905741656239103
AATSC3v,-8.019039614027657
AATSC4Z,-1.5831469363474122
AATSC4c,-2.527865106631058e-05
AATSC4d,-0.100755502676978
AATSC4i,-0.10326623629293254
AATSC4m,-7.510097221267102
AATSC4p,-0.02677484425382438
AATSC4s,-0.10798929208804285
AATSC4v,-8.059645543599208
AATSC5Z,-0.9428394071851641
AATSC5c,-0.0018283394349708159
AATSC5d,0.06558596073765614
AATSC5i,-0.20725613902669685
