DLiP-ID,C000AW
ATS5v,17317.978543560355
ATS6Z,2006.0
ATS6d,216.0
ATS6i,10232.99302686104
ATS6m,7405.148184
ATS6p,109.348435628
ATS6s,258.8888888888889
ATS6v,14936.338447788063
ATS7Z,1486.0
ATS7d,212.0
ATS7i,11604.940768117227
ATS7m,5241.372667000001
ATS7p,98.88532291684899
ATS7s,322.55555555555543
ATS7v,14061.829936814782
ATS8Z,1520.0
ATS8d,214.0
ATS8i,12232.105796186082
ATS8m,5685.464486000001
ATS8p,88.44474244958397
ATS8s,306.7777777777778
ATS8v,13370.392286983537
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.14285714285714285
GGI10,0.22283440465258647
JGI10,0.012379689147365914
JGT10,0.5367791496387568
Kier1,22.290809327846365
Kier2,9.97229916897507
Kier3,5.517700957934194
MAXdO,11.116069702036512
MID_C,29.106989868940754
MID_N,7.60561849046536
MID_O,10.631519166820668
MID_X,0.0
MID_h,22.34307695235583
MINdO,11.116069702036512
MPC10,80
MWC01,27.0
MWC02,4.875197323201151
MWC03,5.720311776607412
MWC04,6.5998704992128365
MWC05,7.467942332285852
MWC06,8.348774539791274
MWC07,9.223157875686796
MWC08,10.103608096692797
MWC09,10.980484572065007
MWC10,11.86052838223373
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,8
NaasN,0
NdCH2,0
NddsN,2
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,2
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.484
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.332718793265369
SRW05,0.0
SRW06,6.855408798609928
SRW07,0.0
SRW08,8.472823243680297
SRW09,0.0
SRW10,10.142307583235345
SaaCH,5.499174767065279
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.5941290312421295
SaasN,0
SdCH2,0
SddsN,-1.2275222913877322
SdsCH,0
SdssC,0
SdssS,0
SsCH3,2.75049016326253
SsNH2,11.697392290249432
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.626727841780552
VE1_D,5.030292821655403
VE2_A,0.17795107083771353
VE2_D,0.1934728008329001
VE3_A,2.4873613336374345
VE3_D,2.57098964248549
VR1_A,157.31934682507057
VR1_D,149.36310768317932
VR2_A,6.05074410865656
VR2_D,5.744734910891513
VR3_A,6.013789240695003
VR3_D,5.961891750707405
WPath,1703
Xc-3d,2.0653139968995227
Xc-4d,0.0
Xc-5d,0.6217504569694612
Xc-6d,0.0
Xp-0d,19.43035694138864
Xp-1d,12.27729466307721
Xp-2d,11.12284261558747
Xp-3d,9.096554021921868
Xp-4d,6.991206300932979
Xp-5d,5.614251150041405
Xp-6d,3.745318004052654
Xp-7d,2.2527070962692437
ZMIC0,87.87249572356178
ZMIC1,52.18394864930782
ZMIC2,41.62842907924711
ZMIC3,34.85238007998365
ZMIC4,30.40168074714134
ZMIC5,29.405102318675134
nAcid,0
nAtom,40
nBase,0
nRing,2
piPC1,3.58351893845611
piPC2,4.189654742026425
piPC3,4.740574822994295
piPC4,5.258796608385754
piPC5,5.7687115445196895
piPC6,5.879484951370275
piPC7,6.055026028597727
piPC8,6.07073772800249
piPC9,6.336161793974768
AATS0Z,40.25
AATS0d,3.6
AATS0i,163.40739235136715
AATS0m,160.2550498
AATS0p,1.76971011669715
AATS0s,8.727949245541836
AATS0v,245.73912186824504
AATS1Z,37.853658536585364
AATS1d,4.146341463414634
AATS1i,152.28479855708048
AATS1m,147.43184663414635
AATS1p,1.9967388365853658
AATS1s,4.168632272742481
AATS1v,282.74335823908893
AATS2Z,32.125
AATS2d,3.9375
AATS2i,153.27961197763574
AATS2m,124.61658912499999
AATS2p,1.7957464199186246
AATS2s,5.147955246913579
AATS2v,257.5930450959831
AATS3Z,35.726027397260275
AATS3d,3.8493150684931505
AATS3i,150.5134442348748
AATS3m,137.4467809452055
AATS3p,1.9309776816986306
AATS3s,4.086757990867581
AATS3v,266.1473543750227
AATS4Z,33.02272727272727
AATS4d,2.9318181818181817
AATS4i,156.80445160220768
AATS4m,124.29809695454543
AATS4p,1.6646922162920235
AATS4s,4.783038720538719
AATS4v,221.03812488303836
AATS5Z,30.733333333333334
AATS5d,2.6555555555555554
AATS5i,160.7163984484729
AATS5m,116.24118195555553
AATS5p,1.4546857596108889
AATS5s,4.3641289437585735
AATS5v,192.4219838173373
AATS6Z,30.393939393939394
AATS6d,3.272727272727273
AATS6i,155.04534889183395
AATS6m,112.1992149090909
AATS6p,1.6567944792121212
AATS6s,3.922558922558923
AATS6v,226.30815829981913
AATS7Z,20.63888888888889
AATS7d,2.9444444444444446
AATS7i,161.17973289051704
AATS7m,72.79684259722222
AATS7p,1.3734072627340137
AATS7s,4.4799382716049365
AATS7v,195.30319356687198
AATS8Z,20.54054054054054
AATS8d,2.891891891891892
AATS8i,165.2987269754876
AATS8m,76.83060116216217
AATS8p,1.1951992222916752
AATS8s,4.145645645645646
AATS8v,180.6809768511289
AMID_C,1.1194996103438752
AMID_N,0.29252378809482155
AMID_O,0.4089045833392565
AMID_X,0.0
AMID_h,0.8593491135521473
ATS0dv,458.8888888888889
ATS0pe,280.07579999999996
ATS0se,338.030258
ATS1dv,385.77777777777777
ATS1pe,288.6228
ATS1se,341.663533
ATS2dv,548.6666666666666
ATS2pe,437.8162000000001
ATS2se,527.413356
ATS3dv,534.0
ATS3pe,504.0291
ATS3se,604.1293999999999
ATS4dv,534.0
ATS4pe,606.6828000000002
ATS4se,736.7123839999999
ATS5dv,459.0
ATS5pe,600.3802000000002
ATS5se,744.3714400000001
ATS6dv,308.66666666666663
ATS6pe,452.95180000000005
ATS6se,551.639244
ATS7dv,415.0
ATS7pe,490.6546000000001
ATS7se,596.7515640000001
ATS8dv,482.0
ATS8pe,488.0984000000001
ATS8se,595.5635920000001
ATSC0Z,549.1
ATSC0c,1.4894795667528262
ATSC0d,28.4
ATSC0i,69.77417744861387
ATSC0m,2441.9786304000004
ATSC0p,13.8414980349259
ATSC0s,151.25775034293554
ATSC0v,1829.69513047167
ATSC1Z,115.9225
ATSC1c,-0.40057298858638
ATSC1d,13.089999999999996
ATSC1i,22.08925706379577
ATSC1m,481.49775523999995
ATSC1p,4.177520690623997
ATSC1s,-14.586210562414264
ATSC1v,189.61779593670514
ATSC2Z,138.13999999999996
ATSC2c,-0.30249409589355736
ATSC2d,1.7600000000000018
ATSC2i,15.727465188120227
ATSC2m,665.6788921600001
ATSC2p,6.964772143425058
ATSC2s,56.912976680384084
ATSC2v,978.5603502225339
ATSC3Z,-59.95750000000004
ATSC3c,-0.4032201006400428
ATSC3d,-11.229999999999997
ATSC3i,-14.24865016050893
ATSC3m,-252.8154056800003
ATSC3p,-0.27962432736232284
ATSC3s,-7.299749657064477
ATSC3v,-295.19281546241075
ATSC4Z,-177.82000000000005
ATSC4c,-0.012674553848340153
ATSC4d,-7.879999999999997
ATSC4i,-28.63884259954487
ATSC4m,-812.9946956800002
ATSC4p,-7.742018334847285
ATSC4s,-0.8099862825788726
ATSC4v,-1165.8863506765751
ATSC5Z,229.625
ATSC5c,1.05176095450423
ATSC5d,-4.1000000000000005
ATSC5i,-6.1670929365318825
ATSC5m,1060.8114468
ATSC5p,-1.6554637778488752
ATSC5s,-3.4842592592592645
ATSC5v,681.8815228776481
ATSC6Z,-373.8150000000001
ATSC6c,-0.4107428255999358
ATSC6d,-4.66
ATSC6i,-28.167124622074432
ATSC6m,-1682.38690096
ATSC6p,-9.00383553591324
ATSC6s,-43.47810013717421
ATSC6v,-923.6956530048873
ATSC7Z,-477.18
ATSC7c,-0.37892081748998935
ATSC7d,5.2799999999999985
ATSC7i,-19.614077988777105
ATSC7m,-2152.02004772
ATSC7p,-6.33348151729172
ATSC7s,-84.64769547325105
ATSC7v,-1085.462769562602
ATSC8Z,196.96500000000006
ATSC8c,0.045537906280144105
ATSC8d,-7.340000000000001
ATSC8i,-6.778884113591602
ATSC8m,903.2816281600004
ATSC8p,-0.4761478358688125
ATSC8s,10.045109739368993
ATSC8v,424.23689100448536
AXp-0d,0.7473214208226401
AXp-1d,0.4547146171510078
AXp-2d,0.2927063846207229
AXp-3d,0.18564395963105854
AXp-4d,0.11652010501554964
AXp-5d,0.07586825878434332
AXp-6d,0.05201830561184242
AXp-7d,0.031728268961538644
GATS1Z,0.5352883432312742
GATS1c,1.2647045615760881
GATS1d,0.7033665407076607
GATS1i,0.874243295232055
GATS1m,0.542594418210312
GATS1p,0.6359983164183947
GATS1s,0.6546126141075569
GATS1v,0.7597938620848763
GATS2Z,0.6847284192314697
GATS2c,1.2352551031441215
GATS2d,1.1157570422535212
GATS2i,0.8763330793650578
GATS2m,0.6702749805776925
GATS2p,0.6579738451259687
GATS2s,0.4460107135504852
GATS2v,0.6269941969180911
GATS3Z,1.1120812886840983
GATS3c,1.124212609716528
GATS3d,1.3356164383561644
GATS3i,1.289326203891299
GATS3m,1.0850219143659139
GATS3p,1.2117228479204174
GATS3s,0.6540864850748128
GATS3v,1.0343367030400956
GATS4Z,1.4673184218804325
GATS4c,0.8781825041429401
GATS4d,1.0143245838668375
GATS4i,1.3411024367679132
GATS4m,1.4388141400290044
GATS4p,1.59907449635643
GATS4s,0.9263974192700536
GATS4v,1.2852062439090801
GATS5Z,1.2752989740787957
GATS5c,0.5362461297124758
GATS5d,0.9917840375586855
GATS5i,1.0298440808825868
GATS5m,1.241739009718513
GATS5p,1.4399985102258726
GATS5s,1.0931324359349905
GATS5v,0.9561161596106199
GATS6Z,1.7465770434264334
GATS6c,1.0183713489776445
GATS6d,1.1443661971830987
GATS6i,1.3925740293434763
GATS6m,1.716055075125302
GATS6p,1.7719348637801955
GATS6s,1.083534381330456
GATS6v,1.3044952328989723
GATS7Z,1.3396163418927942
GATS7c,1.1829115127178622
GATS7d,0.9154929577464789
GATS7i,1.1588479746229314
GATS7m,1.349986956854876
GATS7p,1.1424295732333454
GATS7s,1.3714924310921952
GATS7v,1.252885282867919
GATS8Z,0.4175136710194077
GATS8c,1.0710386756330796
GATS8d,1.1876665397792159
GATS8i,0.9339099310628305
GATS8m,0.4432196124992336
GATS8p,0.6179551905694944
GATS8s,0.6151721107750522
GATS8v,0.8405120276839999
MATS1Z,0.20596452731964943
MATS1c,-0.2623754796086314
MATS1d,0.44967365166609397
MATS1i,0.3088606055192448
MATS1m,0.1923661008754499
MATS1p,0.2944500610980299
MATS1s,-0.09408079451744455
MATS1v,0.10110589931879928
MATS2Z,0.1572345656528865
MATS2c,-0.12692944176846635
MATS2d,0.03873239436619723
MATS2i,0.14087827477169948
MATS2m,0.17037385275228656
MATS2p,0.3144878234029937
MATS2s,0.23516553925067268
MATS2v,0.3342634566292045
MATS3Z,-0.059831405313302256
MATS3c,-0.1483353822572567
MATS3d,-0.21666988230754383
MATS3i,-0.11189640387742036
MATS3m,-0.05672817431289623
MATS3p,-0.011069525070695993
MATS3s,-0.02644401901205168
MATS3v,-0.08840242575434513
MATS4Z,-0.14719954967632992
MATS4c,-0.0038679018959047315
MATS4d,-0.12612035851472467
MATS4i,-0.18656838680259435
MATS4m,-0.15132935189951988
MATS4p,-0.25424265742282726
MATS4s,-0.0024340940028240486
MATS4v,-0.2896375097637232
MATS5Z,0.18585968959307148
MATS5c,0.31383398842594706
MATS5d,-0.0641627543035994
MATS5i,-0.03928287361083927
MATS5m,0.19306956591020843
MATS5p,-0.05315621742584624
MATS5s,-0.01023788643736245
MATS5v,0.1656333066450058
MATS6Z,-0.41259250674657716
MATS6c,-0.16712887600119242
MATS6d,-0.09944515578318396
MATS6i,-0.2446604925154611
MATS6m,-0.41754191135457464
MATS6p,-0.39423984369295995
MATS6s,-0.17420835401661922
MATS6v,-0.30596110682733063
MATS7Z,-0.48279002003278093
MATS7c,-0.14133229483043316
MATS7d,0.10328638497652579
MATS7i,-0.15617109928368683
MATS7m,-0.48958933476905236
MATS7p,-0.254206649747119
MATS7s,-0.310903060362327
MATS7v,-0.32958215930966017
MATS8Z,0.193894677777395
MATS8c,0.01652596317881436
MATS8d,-0.13970308336505521
MATS8i,-0.052516014047189336
MATS8m,0.1999445586737048
MATS8p,-0.018594606445653725
MATS8s,0.035897592262194855
MATS8v,0.12533084586703147
MAXssO,5.046934700367239
MAXssS,1.064093915343915
MINssO,5.046934700367239
MINssS,1.064093915343915
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.014801548988316
SpAD_D,269.8259907685488
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,635
TMWC10,128.17987539777687
TSRW10,60.81059160402341
VE1_Dt,5.052784777201634
VE2_Dt,0.1943378760462167
VE3_Dt,2.575450977356999
VR1_Dt,146.19610619802657
VR2_Dt,5.62292716146256
VR3_Dt,5.940460358596009
Xc-3dv,0.855462963657087
Xc-4dv,0.0
Xc-5dv,0.16600050944200112
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1111111111111111
Xch-7d,0.33239598128474673
Xp-0dv,15.30251346579484
Xp-1dv,9.1224538522044
Xp-2dv,7.1006010353329
Xp-3dv,5.792630520640559
Xp-4dv,4.264924933148064
Xp-5dv,3.2380093688679663
Xp-6dv,2.2034784382332178
Xp-7dv,1.4254189127073869
Xpc-4d,4.859378349299305
Xpc-5d,7.0440669400714615
Xpc-6d,10.919138323616204
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,41
nFRing,0
nHBAcc,10
nHBDon,2
nHRing,0
nSpiro,0
naRing,2
piPC10,6.8047530913924374
AATS0dv,11.472222222222223
AATS0pe,7.001894999999999
AATS0se,8.45075645
AATS1dv,9.409214092140921
AATS1pe,7.039580487804877
AATS1se,8.333256902439024
AATS2dv,8.572916666666666
AATS2pe,6.8408781250000015
AATS2se,8.2408336875
AATS3dv,7.315068493150685
AATS3pe,6.904508219178083
AATS3se,8.275745205479451
AATS4dv,6.068181818181818
AATS4pe,6.8941227272727295
AATS4se,8.371731636363636
AATS5dv,5.1
AATS5pe,6.670891111111113
AATS5se,8.27079377777778
AATS6dv,4.6767676767676765
AATS6pe,6.862906060606061
AATS6se,8.358170363636363
AATS7dv,5.763888888888889
AATS7pe,6.814647222222224
AATS7se,8.288216166666668
AATS8dv,6.513513513513513
AATS8pe,6.595924324324326
AATS8se,8.04815664864865
AATSC0Z,13.727500000000001
AATSC0c,0.03723698916882066
AATSC0d,0.71
AATSC0i,1.7443544362153467
AATSC0m,61.04946576000001
AATSC0p,0.3460374508731475
AATSC0s,3.7814437585733884
AATSC0v,45.74237826179175
AATSC1Z,2.8273780487804876
AATSC1c,-0.009770072892350733
AATSC1d,0.3192682926829267
AATSC1i,0.5387623674096529
AATSC1m,11.743847688780486
AATSC1p,0.1018907485518048
AATSC1s,-0.35576123322961617
AATSC1v,4.6248242911391495
AATSC2Z,2.1584374999999993
AATSC2c,-0.004726470248336834
AATSC2d,0.027500000000000028
AATSC2i,0.24574164356437855
AATSC2m,10.401232690000002
AATSC2p,0.10882456474101652
AATSC2s,0.8892652606310013
AATSC2v,15.290005472227092
AATSC3Z,-0.8213356164383567
AATSC3c,-0.00552356302246634
AATSC3d,-0.1538356164383561
AATSC3i,-0.19518698850012234
AATSC3m,-3.46322473534247
AATSC3p,-0.0038304702378400388
AATSC3s,-0.09999657064471885
AATSC3v,-4.043737198115216
AATSC4Z,-2.020681818181819
AATSC4c,-0.00014402902100386537
AATSC4d,-0.08954545454545451
AATSC4i,-0.3254413931766462
AATSC4m,-9.23857608727273
AATSC4p,-0.08797748107781006
AATSC4s,-0.009204389574759915
AATSC4v,-13.248708530415627
AATSC5Z,2.551388888888889
AATSC5c,0.011686232827824777
AATSC5d,-0.045555555555555564
AATSC5i,-0.06852325485035425
AATSC5m,11.786793853333334
AATSC5p,-0.018394041976098615
AATSC5s,-0.03871399176954738
AATSC5v,7.576461365307201
