DLiP-ID,C001HD
ATS3m,4779.522491
ATS3p,64.65365476
ATS3s,93.89300411522633
ATS3v,8150.701266464977
ATS4Z,1337.0
ATS4d,87.0
ATS4i,4695.591759910079
ATS4m,5153.616226000001
ATS4p,62.383440544849
ATS4s,82.23616826703248
ATS4v,7194.028154848522
ATS5Z,938.0
ATS5d,58.0
ATS5i,3345.723772134779
ATS5m,3578.346122
ATS5p,48.545528294849
ATS5s,47.54964944368237
ATS5v,5072.442032269259
ATS6Z,488.0
ATS6d,35.0
ATS6i,2799.2397824963805
ATS6m,1651.2563420000006
ATS6p,33.13970895
ATS6s,36.690900777320536
ATS6v,3080.044175729046
ATS7Z,161.0
ATS7d,23.0
ATS7i,2202.6210162349257
ATS7m,512.238916
ATS7p,15.209745459396
ATS7s,21.641975308641975
ATS7v,1483.1163647476747
ATS8Z,57.0
ATS8d,7.0
ATS8i,1130.515520178937
ATS8m,112.10472000000001
ATS8p,8.248482124547
ATS8s,8.74074074074074
ATS8v,616.583786976274
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,1
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.16666666666666666
GGI10,0.0
JGI10,0.0
JGT10,0.5200246441169061
Kier1,9.551020408163266
Kier2,3.63
Kier3,1.7751479289940828
MID_C,12.60542932738337
MID_N,8.105574858792298
MID_O,0.0
MID_X,0.0
MID_h,13.547144621198559
MPC10,3
MWC01,14.0
MWC02,4.23410650459726
MWC03,5.081404364984463
MWC04,5.973809611869261
MWC05,6.844815479208263
MWC06,7.740229524763182
MWC07,8.618485442898109
MWC08,9.51332968849511
MWC09,10.394610344026251
MWC10,11.288518616031489
NaaCH,0
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.6521999999999994
SRW02,3.367295829986474
SRW03,0.0
SRW04,4.6913478822291435
SRW05,2.3978952727983707
SRW06,6.208590026096629
SRW07,4.727387818712341
SRW08,7.821242083523558
SRW09,6.823286122355687
SRW10,9.487138427825885
SaaCH,0
SaaNH,2.9204664273116654
SaaSe,0
SaaaC,1.3337808641975313
SaasC,1.789200365331318
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.9054026518014613
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.3186012503480975
VE1_D,3.550629319699522
VE2_A,0.255277019257546
VE2_D,0.2731253322845786
VE3_A,1.461907648483722
VE3_D,1.5294891253985814
VR1_A,57.78684516635902
VR1_D,55.007239444187285
VR2_A,4.445141935873771
VR2_D,4.231326111091329
VR3_A,4.319125421965245
VR3_D,4.2698290672959365
WPath,229
Xc-3d,1.0312509703768813
Xc-4d,0.0
Xc-5d,0.1642664266089148
Xc-6d,0.0
Xp-0d,9.422285251880869
Xp-1d,6.202708600407234
Xp-2d,5.723472601452367
Xp-3d,4.634604841738533
Xp-4d,3.9711363728187243
Xp-5d,3.0485612014938597
Xp-6d,1.8777781071577222
Xp-7d,1.1459163901945377
ZMIC0,55.48958034440861
ZMIC1,35.12990540193652
ZMIC2,27.209168641442176
ZMIC3,26.97254469265864
ZMIC4,26.97254469265864
ZMIC5,26.97254469265864
nAcid,0
nAtom,19
nBase,0
nRing,2
piPC1,2.995732273553991
piPC2,3.6951100038645723
piPC3,4.345427482225552
piPC4,5.018520788370246
piPC5,5.499470899970631
piPC6,5.78771185021039
piPC7,6.0385605686945905
piPC8,6.286572591930337
piPC9,5.6248209964794365
AATS0Z,62.421052631578945
AATS0d,3.8947368421052633
AATS0i,159.85377481714707
AATS0m,249.47347926315797
AATS0p,2.6037409173207373
AATS0s,3.1930827296865854
AATS0v,289.0101200141171
AATS1Z,42.45
AATS1d,4.35
AATS1i,148.41256944529303
AATS1m,164.48983890000002
AATS1p,2.3793652315
AATS1s,3.0707818930041153
AATS1v,306.4820586192666
AATS2Z,43.46666666666667
AATS2d,4.266666666666667
AATS2i,155.73950155818787
AATS2m,169.13946673333336
AATS2p,2.0643505018182333
AATS2s,3.141083676268862
AATS2v,274.8303905305813
AATS3Z,42.48275862068966
AATS3d,3.896551724137931
AATS3i,155.94383723227693
AATS3m,164.81112037931032
AATS3p,2.2294363710344824
AATS3s,3.23768979707677
AATS3v,281.0586643608613
AATS4Z,46.10344827586207
AATS4d,3.0
AATS4i,161.9169572382786
AATS4m,177.7109043448276
AATS4p,2.1511531222361726
AATS4s,2.8357299402424996
AATS4v,248.06993637408695
AATS5Z,42.63636363636363
AATS5d,2.6363636363636362
AATS5i,152.0783532788536
AATS5m,162.65209645454544
AATS5p,2.206614922493136
AATS5s,2.1613477019855623
AATS5v,230.56554692132994
AATS6Z,27.11111111111111
AATS6d,1.9444444444444444
AATS6i,155.5133212497989
AATS6m,91.73646344444448
AATS6p,1.8410949416666667
AATS6s,2.0383833765178077
AATS6v,171.11356531828034
AATS7Z,12.384615384615385
AATS7d,1.7692307692307692
AATS7i,169.43238586422507
AATS7m,39.40299353846154
AATS7p,1.1699804199535384
AATS7s,1.6647673314339981
AATS7v,114.0858742113596
AATS8Z,8.142857142857142
AATS8d,1.0
AATS8i,161.50221716841958
AATS8m,16.014960000000002
AATS8p,1.178354589221
AATS8s,1.2486772486772486
AATS8v,88.08339813946772
AMID_C,0.9696484097987207
AMID_N,0.6235057583686383
AMID_O,0.0
AMID_X,0.0
AMID_h,1.0420880477845045
ATS0dv,173.06172839506172
ATS0pe,124.99060000000001
ATS0se,152.59197100000003
ATS1dv,191.77777777777777
ATS1pe,136.207
ATS1se,162.68734399999997
ATS2dv,262.6666666666667
ATS2pe,205.2828
ATS2se,246.664388
ATS3dv,198.44444444444443
ATS3pe,199.15739999999997
ATS3se,238.52929
ATS4dv,104.14814814814815
ATS4pe,195.1673
ATS4se,238.610047
ATS5dv,20.19753086419753
ATS5pe,137.4043
ATS5se,171.58241099999998
ATS6dv,8.37037037037037
ATS6pe,109.7689
ATS6se,139.74590499999996
ATS7dv,0.5555555555555556
ATS7pe,74.11900000000001
ATS7se,95.96539399999999
ATS8dv,0.0
ATS8pe,37.15800000000001
ATS8se,50.266656000000005
ATSC0Z,453.1578947368422
ATSC0c,0.4523463761757683
ATSC0d,13.157894736842104
ATSC0i,46.70978645439693
ATSC0m,1947.9843331578948
ATSC0p,10.758681929380101
ATSC0s,10.170164207959314
ATSC0v,984.8432231350221
ATSC1Z,-112.32409972299169
ATSC1c,-0.3997305268262358
ATSC1d,6.096952908587259
ATSC1i,-12.472505543742239
ATSC1m,-470.94677479778414
ATSC1p,-1.633433490015057
ATSC1s,-0.8257602529173267
ATSC1v,-83.13273014517839
ATSC2Z,-29.301939058171744
ATSC2c,0.28370415207320454
ATSC2d,3.961218836565097
ATSC2i,-18.916181845394586
ATSC2m,-93.89842803878143
ATSC2p,-4.138591218442743
ATSC2s,4.0454325716343655
ATSC2v,41.81903280277156
ATSC3Z,-65.34626038781164
ATSC3c,-0.09146446592941526
ATSC3d,-5.293628808864266
ATSC3i,3.784704388885295
ATSC3m,-268.0313518199448
ATSC3p,0.2063379616667872
ATSC3s,0.15246814362211625
ATSC3v,-58.558872146945276
ATSC4Z,64.49584487534628
ATSC4c,-0.047607827470183176
ATSC4d,-6.240997229916898
ATSC4i,11.85399784428795
ATSC4m,262.6934653905817
ATSC4p,2.398252100964734
ATSC4s,-7.529303730049259
ATSC4v,98.27596290949158
ATSC5Z,78.65927977839335
ATSC5c,0.07043359379255999
ATSC5d,-9.340720221606649
ATSC5i,-3.48135184847703
ATSC5m,316.0366035013852
ATSC5p,0.800273076811931
ATSC5s,-2.683930499244043
ATSC5v,-202.76022564426012
ATSC6Z,-221.30747922437675
ATSC6c,-0.05433776833862608
ATSC6d,-2.202216066481994
ATSC6i,-8.3250340331912
ATSC6m,-1009.8502314127423
ATSC6p,-4.498971909029469
ATSC6s,-1.2393132676467715
ATSC6v,-685.0885189479395
ATSC7Z,47.57617728531854
ATSC7c,-0.004239978924913888
ATSC7d,0.2077562326869807
ATSC7i,5.808254821971122
ATSC7m,212.39284857617747
ATSC7p,1.5603248789105577
ATSC7s,0.11995671560437954
ATSC7v,134.81730879774827
ATSC8Z,-70.47922437673132
ATSC8c,0.005455784266599979
ATSC8d,4.362880886426593
ATSC8i,-4.931385008805139
ATSC8m,-292.9653248476455
ATSC8p,-1.8091393413973549
ATSC8s,1.683611840469222
ATSC8v,-27.40008464676281
AXp-0d,0.7247911732216052
AXp-1d,0.4430506143148024
AXp-2d,0.28617363007261837
AXp-3d,0.17825403237455895
AXp-4d,0.11346103922339212
AXp-5d,0.07621403003734649
AXp-6d,0.04941521334625585
AXp-7d,0.033703423241015815
GATS1Z,0.9622473867595818
GATS1c,1.8728523797994323
GATS1d,0.6498
GATS1i,1.225779289236691
GATS1m,0.9472130726065958
GATS1p,0.9131672207227683
GATS1s,0.9134700692734081
GATS1v,0.7971212951968598
GATS2Z,0.8506968641114981
GATS2c,0.7004147319246281
GATS2d,0.7980000000000002
GATS2i,1.2514153972107596
GATS2m,0.835999640489922
GATS2p,1.0686644861937438
GATS2s,0.8314900191473041
GATS2v,0.7602201837023885
GATS3Z,0.8266130001201488
GATS3c,1.333473424374899
GATS3d,1.2736551724137932
GATS3i,0.95742425234776
GATS3m,0.8176237392706706
GATS3p,0.7606148752709121
GATS3s,0.9983445153435123
GATS3v,0.7716218013823424
GATS4Z,0.873182746605791
GATS4c,1.1084871803133642
GATS4d,1.1321379310344828
GATS4i,0.8889376477255038
GATS4m,0.8741272061455543
GATS4p,0.8322190721468887
GATS4s,1.6869613788017264
GATS4v,0.8086480133228483
GATS5Z,0.9217136522014568
GATS5c,0.6466037910671467
GATS5d,1.585636363636364
GATS5i,0.9661229306489536
GATS5m,0.9287437169961209
GATS5p,0.9867917683109323
GATS5s,1.0264633095454536
GATS5v,1.2080398566723876
GATS6Z,1.787456445993031
GATS6c,0.7621644532387357
GATS6d,1.0260000000000002
GATS6i,1.1183827166901985
GATS6m,1.8148426988470274
GATS6p,1.6745069660596916
GATS6s,0.9796321785136092
GATS6v,1.870902750140994
GATS7Z,0.8142857142857142
GATS7c,0.8371713908949029
GATS7d,0.841846153846154
GATS7i,0.5304898003621762
GATS7m,0.8378039381869449
GATS7p,0.7135513774200084
GATS7s,0.6653583661493018
GATS7v,1.105189428804436
GATS8Z,1.9860627177700345
GATS8c,0.3628219452245487
GATS8d,0.0
GATS8i,1.0164994882014173
GATS8m,1.9891414809297854
GATS8p,1.9082606180344424
GATS8s,0.1495423323878466
GATS8v,1.6860792906789297
MATS1Z,-0.23547619047619042
MATS1c,-0.83949827054073
MATS1d,0.4402000000000001
MATS1i,-0.2536701870414943
MATS1m,-0.22967301555891453
MATS1p,-0.14423345031483
MATS1s,-0.07713466805752471
MATS1v,-0.08019153889947805
MATS2Z,-0.04095238095238094
MATS2c,0.3972161727746693
MATS2d,0.19066666666666665
MATS2i,-0.2564826219828608
MATS2m,-0.030528481883709938
MATS2p,-0.24362722021947797
MATS2s,0.2519238866726744
MATS2v,0.026892998621085268
MATS3Z,-0.0944771516680684
MATS3c,-0.13247590358939232
MATS3d,-0.26358620689655177
MATS3i,0.05308596116961944
MATS3m,-0.09014792611777535
MATS3p,0.01256538126972651
MATS3s,0.009822154258362699
MATS3v,-0.03895661432424343
MATS4Z,0.09324762705755137
MATS4c,-0.06895453767704222
MATS4d,-0.3107586206896552
MATS4i,0.16626949019179912
MATS4m,0.08835261602366906
MATS4p,0.1460465722648221
MATS4s,-0.48504547204234527
MATS4v,0.06537862913072566
MATS5Z,0.1499102523492767
MATS5c,0.13447441169996446
MATS5d,-0.6130909090909091
MATS5i,-0.06436813950953983
MATS5m,0.1401144241142109
MATS5p,0.06424066949005557
MATS5s,-0.22791568840214033
MATS5v,-0.17780607090748052
MATS6Z,-0.5154987740353594
MATS6c,-0.12679781748498078
MATS6d,-0.17666666666666667
MATS6i,-0.1881305094919107
MATS6m,-0.5472082110222918
MATS6p,-0.44140302911046875
MATS6s,-0.1286276187865749
MATS6v,-0.734278284335294
MATS7Z,0.15344411685875092
MATS7c,-0.013699440520036833
MATS7d,0.02307692307692309
MATS7i,0.181738955818496
MATS7m,0.15935462717329593
MATS7p,0.21196600457120499
MATS7s,0.017238792805176404
MATS7v,0.20007314612145372
MATS8Z,-0.4221503235440518
MATS8c,0.03273720775714344
MATS8d,0.9000000000000001
MATS8i,-0.2865606738346057
MATS8m,-0.40821252126085916
MATS8p,-0.45642403983496543
MATS8s,0.44933429525272517
MATS8v,-0.07551624114362339
MAXaaN,4.187083333333334
MAXsSH,4.217731481481482
MAXssS,1.4571182917611487
MINaaN,4.077901234567902
MINsSH,4.078429547745024
MINssS,1.4571182917611487
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,16.401488073363765
SpAD_D,72.96317518590544
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,265
TMWC10,96.68930957687337
TSRW10,58.5241834635281
VE1_Dt,3.5980158413016596
VE2_Dt,0.2767704493308969
VE3_Dt,1.5427468027937163
VR1_Dt,51.717150522732936
VR2_Dt,3.9782423479025337
VR3_Dt,4.208153722552027
Xc-3dv,0.534974487139159
Xc-4dv,0.0
Xc-5dv,0.05
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.27537753772002593
Xch-7d,0.47041030880615964
Xp-0dv,9.24966723089121
Xp-1dv,5.520398880087132
Xp-2dv,3.9135391785758245
Xp-3dv,2.564617825007643
Xp-4dv,1.827184344644619
Xp-5dv,1.2822732933531769
Xp-6dv,0.6467600278272941
Xp-7dv,0.3539355367188176
Xpc-4d,2.1218435156105326
Xpc-5d,3.5096428791122873
Xpc-6d,5.07261933394991
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,20
nFRing,1
nHBAcc,6
nHBDon,3
nHRing,2
nSpiro,0
naRing,2
piPC10,4.239076020132868
AATS0dv,9.108512020792721
AATS0pe,6.578452631578948
AATS0se,8.031156368421055
AATS1dv,9.588888888888889
AATS1pe,6.81035
AATS1se,8.134367199999998
AATS2dv,8.755555555555556
AATS2pe,6.84276
AATS2se,8.222146266666666
AATS3dv,6.842911877394635
AATS3pe,6.867496551724137
AATS3se,8.225147931034483
AATS4dv,3.591315453384419
AATS4pe,6.729906896551724
AATS4se,8.227932655172413
AATS5dv,0.9180695847362514
AATS5pe,6.24565
AATS5se,7.799200499999999
AATS6dv,0.46502057613168724
AATS6pe,6.0982722222222225
AATS6se,7.763661388888887
AATS7dv,0.042735042735042736
AATS7pe,5.7014615384615395
AATS7se,7.381953384615384
AATS8dv,0.0
AATS8pe,5.308285714285716
AATS8se,7.180950857142858
AATSC0Z,23.85041551246538
AATSC0c,0.023807704009250964
AATSC0d,0.6925207756232686
AATSC0i,2.458409813389312
AATSC0m,102.52549121883656
AATSC0p,0.5662464173357948
AATSC0s,0.5352718004189112
AATSC0v,51.833853849211685
AATSC1Z,-5.616204986149585
AATSC1c,-0.01998652634131179
AATSC1d,0.30484764542936293
AATSC1i,-0.6236252771871119
AATSC1m,-23.547338739889206
AATSC1p,-0.08167167450075286
AATSC1s,-0.04128801264586633
AATSC1v,-4.156636507258919
AATSC2Z,-0.9767313019390581
AATSC2c,0.009456805069106818
AATSC2d,0.13204062788550322
AATSC2i,-0.6305393948464862
AATSC2m,-3.1299476012927143
AATSC2p,-0.1379530406147581
AATSC2s,0.1348477523878122
AATSC2v,1.3939677600923852
AATSC3Z,-2.2533193237176428
AATSC3c,-0.0031539471010143196
AATSC3d,-0.18253892444359537
AATSC3i,0.13050704789259637
AATSC3m,-9.242460407584304
AATSC3p,0.0071151021264409375
AATSC3s,0.005257522193866077
AATSC3v,-2.019271453342941
AATSC4Z,2.2239946508740096
AATSC4c,-0.0016416492231097646
AATSC4d,-0.21520680103161718
AATSC4i,0.4087585463547569
AATSC4m,9.058395358295922
AATSC4p,0.08269834830912877
AATSC4s,-0.25963116310514683
AATSC4v,3.3888263072238476
AATSC5Z,3.5754218081087887
AATSC5c,0.003201526990570909
AATSC5d,-0.4245781918912113
AATSC5i,-0.158243265839865
AATSC5m,14.365300159153872
AATSC5p,0.036376048945996865
AATSC5s,-0.12199684087472923
AATSC5v,-9.216373892920915
AATSC6Z,-12.29485995690982
AATSC6c,-0.003018764907701449
AATSC6d,-0.12234533702677745
