DLiP-ID,C001PM
AATSC5c,-0.0001105174180505788
AATSC5d,-0.06166633457630012
AATSC5i,-0.33573878073421465
AATSC5m,-5.287705226073837
AATSC5p,-0.06959778863388874
AATSC5s,0.05770064115111541
AATSC5v,-8.324298757275622
AATSC6Z,0.5044787723093561
AATSC6c,0.0022700188760233398
AATSC6d,0.10981724355507484
AATSC6i,0.19176003771933903
AATSC6m,2.1744168236941137
AATSC6p,0.026534521801490473
AATSC6s,-0.1275236887569202
AATSC6v,1.7548154882364042
AATSC7Z,2.412641257009479
AATSC7c,-0.0017061221984467478
AATSC7d,0.030500128091998528
AATSC7i,0.18030420838346006
AATSC7m,11.28129645189434
AATSC7p,0.034454258642272105
AATSC7s,0.20294978255304588
AATSC7v,10.994479865172151
AATSC8Z,-1.9584572742022703
AATSC8c,0.00214106852824217
AATSC8d,-0.06508585722011896
AATSC8i,-0.008184084968272602
AATSC8m,-8.337077067899878
AATSC8p,-0.03673944961269302
AATSC8s,0.15917233387217244
AATSC8v,0.41655302643207837
ATS0are,274.8384999999999
ATS1are,290.34979999999996
ATS2are,512.2760000000001
ATS3are,575.722
ATS4are,625.7439999999999
ATS5are,577.6380000000001
ATS6are,596.0449999999998
ATS7are,460.86899999999997
ATS8are,409.8029999999999
ATSC0dv,193.7364341085271
ATSC0pe,6.463362790697673
ATSC0se,4.697997162790695
ATSC1dv,29.30424854275584
ATSC1pe,0.04577382368847796
ATSC1se,0.1894848994050833
ATSC2dv,53.607295234661365
ATSC2pe,1.6215093564088647
ATSC2se,1.0967989140075707
ATSC3dv,-57.372453578510914
ATSC3pe,-1.2439352082206627
ATSC3se,-1.4088081352082211
ATSC4dv,-127.92644672796108
ATSC4pe,-4.418250081124935
ATSC4se,-2.924825743104379
ATSC5dv,3.6753199927889004
ATSC5pe,0.25558220659816305
ATSC5se,-0.039949010816657485
ATSC6dv,21.508322817138396
ATSC6pe,0.6228040021633328
ATSC6se,0.8852191714440238
ATSC7dv,90.14542395288747
ATSC7pe,2.588854137371553
ATSC7se,1.6398089913466731
ATSC8dv,22.901328045189594
ATSC8pe,0.8518391022174122
ATSC8se,0.41358806003244986
AXp-0dv,0.597975345100346
AXp-1dv,0.3497470775642342
AXp-2dv,0.19295767420065707
AXp-3dv,0.10763289810082455
AXp-4dv,0.06178174643054722
AXp-5dv,0.036599439022412646
AXp-6dv,0.02123995524728144
AXp-7dv,0.012909776547817357
BertzCT,848.0545610957562
ECIndex,551
ETA_eta,18.36457699973017
GATS1dv,0.6385919049651445
GATS1pe,0.6927766259865684
GATS1se,0.6962345058953494
GATS2dv,0.886767355297285
GATS2pe,0.8968509527680972
GATS2se,0.948377820016748
GATS3dv,1.0904320151679308
GATS3pe,1.006190915422052
GATS3se,1.0802978820022535
GATS4dv,1.299138581488934
GATS4pe,1.3629039777592296
GATS4se,1.3571935308184273
GATS5dv,0.8502960947503202
GATS5pe,0.7985663775449583
GATS5se,0.7887798808086164
GATS6dv,0.9854632649114384
GATS6pe,1.0369954994088322
GATS6se,0.9842327410545529
GATS7dv,0.6934724374957884
GATS7pe,0.690729323898034
GATS7se,0.6894964757530696
GATS8dv,0.9708475462147889
GATS8pe,1.010043343365431
GATS8se,1.070972499829319
LogEE_A,4.108250455217139
LogEE_D,127.94445047933218
MATS1dv,0.14453573291601463
MATS1pe,0.006767287082739209
MATS1se,0.03854054015921501
MATS2dv,0.15254094985609068
MATS2pe,0.1383040118776354
MATS2se,0.12870283531607102
MATS3dv,-0.13993269054888777
MATS3pe,-0.09094237457541772
MATS3se,-0.1416987972403637
MATS4dv,-0.28972863152943645
MATS4pe,-0.2999398295179959
MATS4se,-0.2731678762714127
MATS5dv,0.008586747759282986
MATS5pe,0.017898512193973835
MATS5se,-0.003848913317050203
MATS6dv,0.04972702375871392
MATS6pe,0.043160859396157665
MATS6se,0.08439860791808247
MATS7dv,0.2632614366421817
MATS7pe,0.226622961956702
MATS7se,0.1974855739601061
MATS8dv,0.07942145653275716
MATS8pe,0.08854978674971532
MATS8se,0.05914849843571145
MAXaaCH,1.8050298651498147
MAXaasC,0.7967438983041437
MAXsCH3,1.885930556919724
MAXssNH,2.5964822688334595
MDEC-11,0.19999999999999996
MDEC-12,3.070722498784575
MDEC-13,2.2918463844884642
MDEC-22,7.836704199922323
MDEC-23,14.926172617915583
MDEC-33,3.644703359891097
MDEO-11,0.4999999999999999
MDEO-12,0.8630543739971822
MDEO-22,0.467648930822808
MINaaCH,1.5416383744855966
MINaasC,0.2122188890988499
MINsCH3,1.8212798009470088
MINssNH,2.5964822688334595
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.017857142857143
SM1_Dzi,1.0040200195793616
SM1_Dzm,2.014186776408595
SM1_Dzp,-5.505515208843095
SM1_Dzv,-2.156718143362089
SddssSe,0
SpAD_Dt,426.8715509857385
SpAbs_A,30.725670872311053
SpAbs_D,255.8889009586644
SpMAD_A,1.280236286346294
SpMAD_D,10.662037539944349
SpMax_A,2.4027801454058766
SpMax_D,127.94445047933218
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,82.24000000000001
TpiPC10,7.918378440091006
VAdjMat,5.700439718141092
VE1_DzZ,4.800158682406893
VE1_Dzi,4.820973935891161
VE1_Dzm,4.80010940010329
VE1_Dzp,4.762114150466704
VE1_Dzv,4.8011592363226105
VE2_DzZ,0.2000066117669539
VE2_Dzi,0.20087391399546506
VE2_Dzm,0.20000455833763708
VE2_Dzp,0.19842142293611267
VE2_Dzv,0.2000483015134421
VE3_DzZ,2.4441177135560834
VE3_Dzi,2.448444706392964
VE3_Dzm,2.4441074466962043
VE3_Dzp,2.436160456249854
VE3_Dzv,2.444326133676698
VR1_DzZ,137.08710577770177
VR1_Dzi,135.77611763901638
VR1_Dzm,137.0910764888342
VR1_Dzp,140.3181649195149
VR1_Dzv,137.36255851208915
VR2_DzZ,5.711962740737573
VR2_Dzi,5.657338234959016
VR2_Dzm,5.712128187034758
VR2_Dzp,5.846590204979788
VR2_Dzv,5.723439938003715
VR3_DzZ,5.796085269737738
VR3_Dzi,5.786476072793251
VR3_Dzm,5.796114234195083
VR3_Dzp,5.8193811880666795
VR3_Dzv,5.798092580095287
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02946278254943948
Xch-6dv,0.0821332133044574
Xch-7dv,0.12813919950206445
Xpc-4dv,1.9760382042976488
Xpc-5dv,2.391665496397827
Xpc-6dv,2.9943092647479075
Zagreb1,126.0
Zagreb2,147.0
fragCpx,124.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,2
nBondsM,14
nBondsO,26
nBondsS,31
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.391593023255812
AATS1are,6.4522177777777765
AATS2are,6.567641025641026
AATS3are,6.326615384615384
AATS4are,6.385142857142856
AATS5are,6.080400000000002
AATS6are,6.208802083333332
AATS7are,6.064065789473684
AATS8are,6.403171874999998
AATSC0dv,4.505498467640165
AATSC0pe,0.1503107625743645
AATSC0se,0.10925574797187662
AATSC1dv,0.651205523172352
AATSC1pe,0.0010171960819661768
AATSC1se,0.0042107755423351845
AATSC2dv,0.6872730158289918
AATSC2pe,0.020788581492421344
AATSC2se,0.014061524538558598
AATSC3dv,-0.6304665228407793
AATSC3pe,-0.013669617672754535
AATSC3se,-0.015481408079211221
AATSC4dv,-1.305371905387358
AATSC4pe,-0.04508418450127485
AATSC4se,-0.029845160643922237
AATSC5dv,0.03868757887146211
AATSC5pe,0.002690339016822769
AATSC5se,-0.00042051590333323666
AATSC6dv,0.22404502934519163
AATSC6pe,0.006487541689201383
AATSC6se,0.009221033035875249
AATSC7dv,1.1861239993800983
AATSC7pe,0.034063870228573066
AATSC7se,0.021576434096666753
AATSC8dv,0.3578332507060874
AATSC8pe,0.013309985972147066
AATSC8se,0.006462313438007029
AETA_eta,0.7651907083220904
ATSC0are,7.037660465116276
ATSC1are,-0.30766327744726735
ATSC2are,1.8680856679286144
ATSC3are,-1.411376798269333
ATSC4are,-4.622449432125468
ATSC5are,0.2608687398593806
ATSC6are,0.8383905895078414
ATSC7are,2.5659233639805263
ATSC8are,1.0447588426176329
BCUTZ-1h,16.013122724750232
BCUTZ-1l,5.69275800707648
BCUTc-1h,0.49226816150926
BCUTc-1l,-0.5251513738138816
BCUTd-1h,4.043800102526639
BCUTd-1l,0.97159555177925
BCUTi-1h,14.539643898803877
BCUTi-1l,10.319769591715332
BCUTm-1h,32.06654396807257
BCUTm-1l,11.704171180261083
BCUTp-1h,2.9545742461888973
BCUTp-1l,0.7607980125955437
BCUTs-1h,7.014206751259055
BCUTs-1l,0.2989391507663488
BCUTv-1h,24.441831215942884
BCUTv-1l,14.701283124280225
BalabanJ,1.4544305795266603
Diameter,14
ETA_beta,30.75
GATS1are,0.7525843793667341
GATS2are,0.9109375569546333
GATS3are,1.0175190862998718
GATS4are,1.365892225396937
GATS5are,0.7868885923513513
GATS6are,1.0258496109304298
GATS7are,0.6963077653246778
GATS8are,1.0120566305811858
HybRatio,0.29411764705882354
Lipinski,True
LogEE_Dt,213.43577549286928
MATS1are,-0.04177373368072955
MATS2are,0.14633301849256983
MATS3are,-0.09476363836758438
MATS4are,-0.28819486504453146
MATS5are,0.016777937811271047
MATS6are,0.05335993688221353
MATS7are,0.20628622776227878
MATS8are,0.09974157617621364
MAXddssS,-3.6043706301965215
MAXssCH2,0.5370045935305675
MINddssS,-3.6043706301965215
MINssCH2,0.17185752078609218
NsssssAs,0
RotRatio,0.23076923076923078
SM1_Dzpe,1.4664167686658511
SM1_Dzse,1.4540930983663969
SMR_VSA1,22.628385845729085
SMR_VSA2,0.0
SMR_VSA3,4.722094864452088
SMR_VSA4,0.0
SMR_VSA5,25.2877142808116
SMR_VSA6,13.399824270612745
SMR_VSA7,47.52510539416365
SMR_VSA8,0.0
SMR_VSA9,17.248535499851716
SpAD_DzZ,171.54755400212932
SpAD_Dzi,202.07249961970524
SpAD_Dzm,171.5733197289627
SpAD_Dzp,262.2927053658158
SpAD_Dzv,239.52149251674334
SpAbs_Dt,426.8715509857384
SpDiam_A,4.794731913426833
SpDiam_D,196.28992186446678
SpMAD_Dt,17.786314624405772
SpMax_Dt,213.43577549286928
SsssssAs,0
VE1_Dzpe,4.82372891702189
VE1_Dzse,4.821941077771224
VE2_Dzpe,0.2009887048759121
VE2_Dzse,0.200914211573801
VE3_Dzpe,2.4490160005526027
VE3_Dzse,2.4486452975797444
VMcGowan,247.68999999999988
VR1_Dzpe,135.42109676727878
VR1_Dzse,135.5468426526549
VR2_Dzpe,5.642545698636616
VR2_Dzse,5.647785110527288
VR3_Dzpe,5.783857896383763
VR3_Dzse,5.784786020166022
mZagreb1,7.979166666666667
mZagreb2,5.263888888888888
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,37
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.16366652244456456
AATSC1are,-0.006836961721050385
AATSC2are,0.023949816255495058
AATSC3are,-0.015509635145816847
AATSC4are,-0.04716785134821906
AATSC5are,0.002745986735361901
AATSC6are,0.008733235307373348
AATSC7are,0.033762149526059555
AATSC8are,0.016324356915900513
AETA_beta,1.28125
BCUTdv-1h,6.0186827659272355
BCUTdv-1l,0.6442308752473596
BCUTpe-1h,3.5369798845518736
BCUTpe-1l,2.236049364806372
BCUTse-1h,3.7682825122616066
BCUTse-1l,2.434772797189888
ETA_alpha,11.4
ETA_dBeta,0.25
ETA_eta_B,0.42188183457581196
ETA_eta_F,22.769930257696352
ETA_eta_L,5.393472663610208
ETA_eta_R,41.13450725742652
ETA_psi_1,0.5352112676056341
LabuteASA,140.95865050855858
LogEE_DzZ,85.48112963709553
LogEE_Dzi,101.07808397733508
LogEE_Dzm,85.49353046607528
LogEE_Dzp,129.7997975235702
LogEE_Dzv,119.31142997850455
PEOE_VSA1,14.210588861400147
PEOE_VSA2,0.0
PEOE_VSA3,13.139891848781026
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,55.306212725083284
PEOE_VSA8,6.544756405912575
PEOE_VSA9,11.502365440030694
SM1_Dzare,1.5896490170799993
SpAD_Dzpe,197.10466143943088
SpAD_Dzse,195.79479501890503
SpAbs_DzZ,169.86600638308175
SpAbs_Dzi,201.1521479350909
SpAbs_Dzm,169.89483074862233
SpAbs_Dzp,265.1051102559836
SpAbs_Dzv,240.77957810037117
SpDiam_Dt,305.40528210968876
SpMAD_DzZ,7.147814750088721
SpMAD_Dzi,8.419687484154386
SpMAD_Dzm,7.148888322040112
SpMAD_Dzp,10.928862723575657
SpMAD_Dzv,9.980062188197639
SpMax_DzZ,85.48112963709553
SpMax_Dzi,101.07808397733508
SpMax_Dzm,85.49353046607528
SpMax_Dzp,129.7997975235702
SpMax_Dzv,119.31142997850455
VE1_Dzare,4.825378288411929
VE2_Dzare,0.20105742868383036
VE3_Dzare,2.4493578708149983
VR1_Dzare,135.28478414150496
VR2_Dzare,5.63686600589604
VR3_Dzare,5.782850806055047
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47500000000000003
AETA_dBeta,0.010416666666666666
AETA_eta_B,0.017578409773992165
AETA_eta_F,0.9487470940706814
AETA_eta_L,0.22472802765042532
AETA_eta_R,1.7139378023927716
BCUTare-1h,3.5809904759402094
BCUTare-1l,2.182865797730909
ETA_beta_s,15.25
ETA_dPsi_A,0.17878873239436588
ETA_dPsi_B,0.0
ETA_eta_BR,0.679881834575812
ETA_eta_FL,6.098859064187076
ETA_eta_RL,11.492331727797284
LogEE_Dzpe,98.61343141840985
LogEE_Dzse,97.95798472188446
PEOE_VSA10,5.749511833283905
PEOE_VSA11,11.49902366656781
PEOE_VSA12,16.816233459507412
PEOE_VSA13,0.0
SlogP_VSA1,18.932683725852236
SlogP_VSA2,21.817621254941685
SlogP_VSA3,16.56804755932016
SlogP_VSA4,6.923737199690624
SlogP_VSA5,18.050640183084614
SlogP_VSA6,41.293685886287435
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,196.44399060714963
SpAbs_Dzpe,195.7604460681539
SpAbs_Dzse,194.46187634540252
SpDiam_DzZ,130.46803311293553
SpDiam_Dzi,156.696077134772
SpDiam_Dzm,130.48208629050703
SpDiam_Dzp,193.48329671502313
SpDiam_Dzv,182.9771555290228
SpMAD_Dzpe,8.212694226642954
SpMAD_Dzse,8.158116459121043
SpMax_Dzpe,98.61343141840985
SpMax_Dzse,97.95798472188446
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.6354166666666666
AETA_eta_BR,0.028328409773992164
AETA_eta_FL,0.2541191276744615
AETA_eta_RL,0.4788471553248868
DetourIndex,2468
EState_VSA1,10.023291153407584
EState_VSA2,18.23318218753018
EState_VSA3,23.85541746436463
EState_VSA4,11.126902983393991
EState_VSA5,0.0
EState_VSA6,36.39820241076966
EState_VSA7,13.847474399381248
EState_VSA8,4.722094864452088
EState_VSA9,14.210588861400147
ETA_beta_ns,15.5
ETA_shape_p,0.14619883040935672
ETA_shape_x,0.07309941520467836
ETA_shape_y,0.2631578947368421
GhoseFilter,True
LogEE_Dzare,98.28823067928647
SlogP_VSA10,0.0
SlogP_VSA11,17.248535499851716
SpAbs_Dzare,194.98681234149308
SpDiam_Dzpe,153.56205616988402
SpDiam_Dzse,152.31666335522226
SpMAD_Dzare,8.1851662752979
SpMax_Dzare,98.28823067928647
TopoPSA(NO),73.86000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,24.905536344167295
VSA_EState9,37.11550095269589
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6458333333333334
EState_VSA10,8.417796984328938
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.024999999999999984
FilterItLogS,-5.02164100862332
SpDiam_Dzare,153.27702955584195
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6279069767441862
ETA_epsilon_2,0.8874999999999996
ETA_epsilon_3,0.44117647058823567
ETA_epsilon_4,0.5563636363636366
ETA_epsilon_5,0.8639999999999997
AETA_beta_ns_d,0.020833333333333332
ETA_dEpsilon_A,0.1867305061559505
ETA_dEpsilon_B,0.07154334038054955
ETA_dEpsilon_C,-0.11518716577540095
ETA_dEpsilon_D,0.023499999999999965
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.19999999999999996,3.070722498784575,2.2918463844884642,0.0,7.836704199922323,14.926172617915583,0.0,3.644703359891097,0.0,0.0,0.4999999999999999,0.8630543739971822,0.467648930822808,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,50.599066999999984
BCUTDescriptor,"11.890000000000004,31.972072221761792,-0.3455538967030394,0.24123464806918304,5.051259315873217,11.782688244785895"
BPolDescriptor,33.65493299999999
TPSADescriptor,82.24000000000001
ALOGPDescriptor,"3.126100000000002,9.772501210000012,87.1559"
XLogPDescriptor,2.6339999999999995
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,349.09839385999993
ChiPathDescriptor,"17.156489770562878,11.492331727797286,10.693411862944277,8.706806066486298,6.810484321127454,5.345421453962993,3.4348829554085545,2.4735491975762645,13.738653472378818,7.980356999304512,5.813391538703243,4.008905787647364,2.694187425355744,1.794964863994429,0.95858778635559,0.5751063407436485"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.30274943015462097,0.4604758149760678,0.0,0.0,0.029462782549439483,0.0821332133044574,0.11339860973049108"
AtomCountDescriptor,43
BondCountDescriptor,26
SmallRingDescriptor,"3,2,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.134640788576804,0.20412414523193154,0.5496461760604292,0.10206207261596577,0.7678840280784797,0.025499585890087693,0.10654995307626156,0.008499861963362563"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,10,2,4,0,0,0"
ZagrebIndexDescriptor,126.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"48.64955323914205,2.0270647182975856,20.533956610486104,14.040930852882354,3.0158231031280334"
FractionalPSADescriptor,0.23557828235950287
WienerNumbersDescriptor,"1482.0,36.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.417751682531422,5.992545840337715,7.811489876915721,1.4036241606944735,1.673328453256886,1.8533136298862067"
FractionalCSP3Descriptor,0.29411764705882354
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,3,0,0,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.781065088757398,8.131482834185537,4.601177003168854"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1473.07
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.29411764705882354
AutocorrelationDescriptorMass,"34.36007851743122,37.05477317485547,47.98640853942804,45.99127904910406,40.66478832225935"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.6327478889405308,-0.42088391453164725,0.15908127011518913,-0.028615885178089072,-0.03335457988393532"
EccentricConnectivityIndexDescriptor,551
AutocorrelationDescriptorPolarizability,"1693.9730217252145,1958.798178848309,2743.970471040215,2650.6147731868273,2183.27927404327"
