DLiP-ID,T000RC
AATSC2d,-0.023503588757554435
AATSC2i,-0.11113391464221617
AATSC2m,0.09107723819531402
AATSC2p,-0.01157451754341626
AATSC2s,0.06938926527133549
AATSC2v,-1.9795899275602107
AATSC3Z,-0.021375205074067927
AATSC3c,0.0028781446708399327
AATSC3d,-0.028039669158987153
AATSC3i,0.07743953241342644
AATSC3m,-0.16477416565730563
AATSC3p,-0.007802763656781185
AATSC3s,0.029351272715699785
AATSC3v,-1.662341337947271
AATSC4Z,-0.09374016802819528
AATSC4c,-0.0026082642043661224
AATSC4d,0.020155339478322466
AATSC4i,-0.165943005468774
AATSC4m,-0.4692372456103579
AATSC4p,-0.017574295004208613
