DLiP-ID,C000SE
MPC5,155
MPC6,188
MPC7,236
MPC8,286
MPC9,320
Mare,1.005056603773585
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,6
NssS,0
NtCH,0
NtsC,0
RNCG,0.14031415017108595
RPCG,0.09756460908545735
SIC0,0.2693818341124187
SIC1,0.5632860475813077
SIC2,0.8170205068568464
SIC3,0.8549340162782924
SIC4,0.8705967440069771
SIC5,0.9175849271930305
SaaN,0
SaaO,0
SaaS,0
Sare,53.268000000000015
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,33.80830544282151
SssS,0
StCH,0
StsC,0
TIC0,81.7788790381145
TIC1,171.00225670668468
TIC2,248.0309090702149
TIC3,259.5406840745418
TIC4,264.2955715767053
TIC5,278.56023408319567
Vabc,359.5589757578545
WPol,59
apol,58.790238999999985
bpol,36.06776100000001
nRot,4
ABCGG,19.50604850634007
ATS0Z,1312.0
ATS0d,193.0
ATS0i,8551.980893965227
ATS0m,5185.152190000002
ATS0p,77.29432481152698
ATS0s,215.58333333333334
ATS0v,11790.347572368833
ATS1Z,1536.0
ATS1d,250.0
ATS1i,8288.555255101699
ATS1m,5878.063290000001
ATS1p,98.73413913000002
ATS1s,184.69444444444446
ATS1v,15160.761078391706
ATS2Z,2343.0
ATS2d,426.0
ATS2i,16068.255742939036
ATS2m,8842.844542999997
ATS2p,151.16645613673492
ATS2s,325.30555555555554
ATS2v,23158.596488917454
ATS3Z,2761.0
ATS3d,487.0
ATS3i,17559.40535366625
ATS3m,10402.704839000002
ATS3p,187.094664547094
ATS3s,361.7222222222223
ATS3v,27868.819465065622
ATS4Z,3154.0
ATS4d,529.0
ATS4i,23015.80563900319
ATS4m,11695.213490999999
ATS4p,211.848629353886
ATS4s,470.5
ATS4v,31069.30477440523
ATS5Z,3103.0
ATS5d,533.0
ATS5i,27571.91311271193
ATS5m,11158.251831
ATS5p,220.43723992952704
ATS5s,538.1944444444445
ATS5v,31698.762742148898
ATS6Z,2771.0
ATS6d,493.0
ATS6i,27044.87079811694
ATS6m,9648.006021000003
ATS6p,214.73850908903702
ATS6s,510.58333333333337
ATS6v,29847.185754370432
ATS7Z,2299.0
ATS7d,414.0
ATS7i,27763.4411353958
ATS7m,7997.176364000001
ATS7p,179.92726479990296
ATS7s,479.63888888888897
ATS7v,24391.151897507534
ATS8Z,1840.0
ATS8d,315.0
ATS8i,20551.210888722966
ATS8m,6518.596449
ATS8p,134.25862444971497
ATS8s,363.8055555555555
ATS8v,18701.250070054695
C1SP1,0
C1SP2,1
C1SP3,1
C2SP1,0
C2SP2,8
C2SP3,3
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.4090909090909091
GGI10,0.11957963473114988
JGI10,0.00854140248079642
JGT10,0.4238057574812785
Kier1,21.825259515570934
Kier2,8.741253364090735
Kier3,3.4792899408284024
MAXdO,12.874564016964811
MID_C,46.454166906779825
MID_N,2.170152794148506
MID_O,13.698609862593958
MID_X,0.0
MID_h,15.868762656742465
MINdO,12.874564016964811
MPC10,348
MWC01,34.0
MWC02,5.14166355650266
MWC03,6.061456918928017
MWC04,7.002155954403621
MWC05,7.941295570906532
MWC06,8.887790764195326
MWC07,9.832582139020353
MWC08,10.780933500586716
MWC09,11.728173931964463
MWC10,12.677409760288773
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,9
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.881800000000001
SRW02,4.23410650459726
SRW03,0.0
SRW04,5.60947179518496
SRW05,3.044522437723423
SRW06,7.201170883281678
SRW07,5.41610040220442
SRW08,8.89959435992585
SRW09,7.544861068658458
SRW10,10.656294183401949
SaaCH,5.674150315990595
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,6.008665881527084
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.42501514340304003
SdssS,0
SsCH3,6.695513724050777
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.177391109221466
SsssP,0
VE1_A,4.8613264910299865
VE1_D,5.39672751486357
VE2_A,0.16204421636766622
VE2_D,0.179890917162119
VE3_A,2.6799236298801685
VE3_D,2.7844050427705573
VR1_A,238.91955546371057
VR1_D,201.93025145913327
VR2_A,7.963985182123685
VR2_D,6.731008381971109
VR3_A,6.574739195923212
VR3_D,6.406534636636793
WPath,2155
Xc-3d,1.9851516715641366
Xc-4d,0.0
Xc-5d,0.6783649921059411
Xc-6d,0.0
Xp-0d,20.990834873703704
Xp-1d,14.583248657969117
Xp-2d,13.067884185061146
Xp-3d,12.283940613348102
Xp-4d,11.44845129838849
Xp-5d,9.65344109531565
Xp-6d,7.207514124135002
Xp-7d,5.60991735749975
ZMIC0,103.88215768231561
ZMIC1,57.50514126929603
ZMIC2,34.11307585360588
ZMIC3,29.573972660001907
ZMIC4,27.29817716329752
ZMIC5,25.499351371805883
nAcid,0
nAtom,53
nBase,1
nRing,5
piPC1,3.7376696182833684
piPC2,4.356708826689592
piPC3,5.0072963928307415
piPC4,5.62040086571715
piPC5,6.155388738762221
piPC6,6.4687657032655705
piPC7,6.830570462810243
piPC8,7.151852755379132
piPC9,7.4196990274136985
AATS0Z,24.754716981132077
AATS0d,3.641509433962264
AATS0i,161.3581300748156
AATS0m,97.83306018867927
AATS0p,1.458383487009943
AATS0s,4.067610062893082
AATS0v,222.4593881579025
AATS1Z,26.94736842105263
AATS1d,4.385964912280702
AATS1i,145.4132500895035
AATS1m,103.12391736842108
AATS1p,1.7321778794736844
AATS1s,3.240253411306043
AATS1v,265.9782645331878
AATS2Z,22.970588235294116
AATS2d,4.176470588235294
AATS2i,157.5319190484219
AATS2m,86.69455434313723
AATS2p,1.482024079771911
AATS2s,3.1892701525054465
AATS2v,227.04506361683778
AATS3Z,23.5982905982906
AATS3d,4.162393162393163
AATS3i,150.08038763817308
AATS3m,88.91200717094019
AATS3p,1.5990996969837095
AATS3s,3.091642924976259
AATS3v,238.19503816295403
AATS4Z,21.026666666666667
AATS4d,3.526666666666667
AATS4i,153.43870426002127
AATS4m,77.96808993999998
AATS4p,1.4123241956925734
AATS4s,3.1366666666666667
AATS4v,207.12869849603487
AATS5Z,17.936416184971097
AATS5d,3.0809248554913293
AATS5i,159.37522030469324
AATS5m,64.49856549710982
AATS5p,1.274203699014607
AATS5s,3.110950545921644
AATS5v,183.22984244016703
AATS6Z,16.204678362573098
AATS6d,2.8830409356725144
AATS6i,158.1571391702745
AATS6m,56.42108784210528
AATS6p,1.2557807549066493
AATS6s,2.9858674463937622
AATS6v,174.54494593199084
AATS7Z,13.603550295857989
AATS7d,2.4497041420118344
AATS7i,164.28071677748994
AATS7m,47.320570201183436
AATS7p,1.064658371597059
AATS7s,2.8380999342537807
AATS7v,144.32634258880196
AATS8Z,14.72
AATS8d,2.52
AATS8i,164.40968710978373
AATS8m,52.148771591999996
AATS8p,1.0740689955977198
AATS8s,2.910444444444444
AATS8v,149.61000056043756
AMID_C,1.5484722302259941
AMID_N,0.07233842647161687
AMID_O,0.45662032875313197
AMID_X,0.0
AMID_h,0.5289587552247489
ATS0dv,498.0
ATS0pe,346.4517999999999
ATS0se,424.0796719999999
ATS1dv,488.0
ATS1pe,383.367
ATS1se,456.1874879999999
ATS2dv,777.0
ATS2pe,686.2511999999998
ATS2se,831.7150039999999
ATS3dv,873.0
ATS3pe,772.7323
ATS3se,930.1863559999998
ATS4dv,885.0
ATS4pe,979.3593999999998
ATS4se,1190.375188
ATS5dv,739.0
ATS5pe,1129.9405000000002
ATS5se,1388.343476
ATS6dv,637.0
ATS6pe,1102.5743
ATS6se,1357.4035959999997
ATS7dv,580.0
ATS7pe,1045.0108
ATS7se,1312.011352
ATS8dv,467.0
ATS8pe,782.3106999999998
ATS8se,978.7281079999999
ATSC0Z,415.3207547169812
ATSC0c,1.9806053281502427
ATSC0d,36.75471698113208
ATSC0i,73.2868632324888
ATSC0m,1960.2265772452822
ATSC0p,12.081264402524711
ATSC0s,59.90985324947589
ATSC0v,2556.91763200555
ATSC1Z,40.655037379850405
ATSC1c,-0.785063068506418
ATSC1d,24.848700605197575
ATSC1i,-21.01566752608589
ATSC1m,188.47098217016753
ATSC1p,-2.301879136452652
ATSC1s,-2.076005695977215
ATSC1v,-115.54824721959021
ATSC2Z,91.21288714845139
ATSC2c,-0.6638765923711031
ATSC2d,19.302242791028828
ATSC2i,52.92077289245015
ATSC2m,465.30518120719137
ATSC2p,8.717863255592565
ATSC2s,1.0670958427277415
ATSC2v,1657.4225110824232
ATSC3Z,39.06550373798499
ATSC3c,0.41329142504473465
ATSC3d,-9.401922392310436
ATSC3i,-8.065494594523424
ATSC3m,173.26160881701708
ATSC3p,-1.7379484006505364
ATSC3s,5.276571338159091
ATSC3v,-160.43234343591567
ATSC4Z,36.11107155571373
ATSC4c,0.19601865753561445
ATSC4d,-21.211463154147392
ATSC4i,-53.14971699282554
ATSC4m,139.1345015510862
ATSC4p,-7.508427921621248
ATSC4s,14.177564178632176
ATSC4v,-1024.4809084011586
ATSC5Z,-160.4809540761837
ATSC5c,-0.013728343762468625
ATSC5d,-26.67105731577074
ATSC5i,6.400929215387322
ATSC5m,-747.1855217440369
ATSC5p,0.8984844614174907
ATSC5s,-9.672728531308099
ATSC5v,-382.5598618912294
ATSC6Z,-419.37451050195807
ATSC6c,-0.1931727182697003
ATSC6d,-17.623709505161976
ATSC6i,-32.83168573595779
ATSC6m,-1989.3673262630828
ATSC6p,-7.85391520176969
ATSC6s,-33.160931134053236
ATSC6v,-2356.945556278119
ATSC7Z,66.07155571377719
ATSC7c,0.06750792509076146
ATSC7d,5.650053399786405
ATSC7i,7.890404508320856
ATSC7m,318.56772716126693
ATSC7p,1.52844753040552
ATSC7s,-10.2812092084965
ATSC7v,471.9878287791636
ATSC8Z,100.73406906372377
ATSC8c,-0.11086520325629705
ATSC8d,-5.0064079743680985
ATSC8i,7.3385940243327425
ATSC8m,481.9241098365965
ATSC8p,1.5430021396273803
ATSC8s,5.1502412879237385
ATSC8v,618.8121057710891
AXp-0d,0.6996944957901234
AXp-1d,0.42891907817556224
AXp-2d,0.25623302323649305
AXp-3d,0.15748641811984745
AXp-4d,0.09869354567576284
AXp-5d,0.062280265131068706
AXp-6d,0.03833784108582448
AXp-7d,0.023770836260592162
GATS1Z,0.6919192402230361
GATS1c,1.370060075861094
GATS1d,0.5088259663532547
GATS1i,1.432519371377399
GATS1m,0.6988435535741734
GATS1p,1.2805695109885913
GATS1s,0.6560539115925026
GATS1v,1.0168839846266213
GATS2Z,0.8353099735260267
GATS2c,1.3851170685120708
GATS2d,0.9015782904537584
GATS2i,0.7050460786555786
GATS2m,0.8233592761673645
GATS2p,0.6120249166780133
GATS2s,0.7989491068849418
GATS2v,0.5911489558025868
GATS3Z,0.792426353302239
GATS3c,0.8536494712467969
GATS3d,1.3906000456308463
GATS3i,1.1739550582703004
GATS3m,0.7994929935214937
GATS3p,1.1319363559935525
GATS3s,0.6896163581434954
GATS3v,1.00840998043854
GATS4Z,0.8643279423344841
GATS4c,0.9297137318546123
GATS4d,1.3298973305954822
GATS4i,1.310590137936232
GATS4m,0.8723486726534819
GATS4p,1.2530285650437225
GATS4s,0.7896926432678962
GATS4v,1.120963124199675
GATS5Z,1.1011476661705277
GATS5c,1.1009508636323386
GATS5d,1.2553144769795015
GATS5i,0.9726354008254835
GATS5m,1.0971102440618186
GATS5p,0.9524502651910093
GATS5s,1.1009208262192343
GATS5v,0.9966694936807109
GATS6Z,1.2685186070755663
GATS6c,1.0437735537511341
GATS6d,1.096251065720427
GATS6i,1.1473280541357895
GATS6m,1.2697050924923845
GATS6p,1.1876670745365852
GATS6s,1.3098518888232
GATS6v,1.2483688626876146
GATS7Z,0.9875592334251245
GATS7c,0.8261335811387882
GATS7d,0.8455220344337387
GATS7i,0.8802941420933522
GATS7m,0.986248366613229
GATS7p,0.9120111842018956
GATS7s,1.4131630870441803
GATS7v,0.9428984596500564
GATS8Z,0.9410365255315281
GATS8c,1.008544094554616
GATS8d,0.9677125256673511
GATS8i,0.8796720782508346
GATS8m,0.9382255706095703
GATS8p,0.8903469912604408
GATS8s,1.0941253455576163
GATS8v,0.8846276177113529
MATS1Z,0.09101893385107308
MATS1c,-0.36855950702193585
MATS1d,0.6286249504665152
MATS1i,-0.26663556029209484
MATS1m,0.08940035318771021
MATS1p,-0.1771622312982978
MATS1s,-0.0322204275429449
MATS1v,-0.04201918628392738
MATS2Z,0.1141164534140023
MATS2c,-0.17416669508479288
MATS2d,0.27287917220276187
MATS2i,0.37521115581888315
MATS2m,0.12334095681297606
MATS2p,0.37495000292000397
MATS2s,0.0092550947663245
MATS2v,0.33681559600149125
MATS3Z,0.0426088489417582
MATS3c,0.09452538599134819
MATS3d,-0.11587602450025451
MATS3i,-0.04985341102507712
MATS3m,0.04003926323453597
MATS3p,-0.0651650146047905
MATS3s,0.03989730549551384
MATS3v,-0.028422691231886146
MATS4Z,0.030721424677448615
MATS4c,0.03496906964663579
MATS4d,-0.20391170431211506
MATS4i,-0.25624737971420214
MATS4m,0.025079170839425697
MATS4p,-0.21959438824011626
MATS4s,0.08361572826632141
MATS4v,-0.14157016627000873
MATS5Z,-0.11837762691710985
MATS5c,-0.002123488771845891
MATS5d,-0.2223089340185873
MATS5i,0.02675756920199722
MATS5m,-0.11677555532665994
MATS5p,0.02278389382388119
MATS5s,-0.04946300644784673
MATS5v,-0.04583660367074032
MATS6Z,-0.3129667177817948
MATS6c,-0.03022926635733768
MATS6d,-0.14861546405370027
MATS6i,-0.1388502952329095
MATS6m,-0.3145491143873317
MATS6p,-0.20149003764483844
MATS6s,-0.17155691189925565
MATS6v,-0.2857015338424342
MATS7Z,0.04989075351045747
MATS7c,0.010689219167414912
MATS7d,0.048209056778003266
MATS7i,0.03376465367352445
MATS7m,0.050966483376626216
MATS7p,0.039675947820839386
MATS7s,-0.05381893578089551
MATS7v,0.05788995694510005
MATS8Z,0.10283917862983828
MATS8c,-0.023733575545094237
MATS8d,-0.05775359342915806
MATS8i,0.04245732084952567
MATS8m,0.10424092038271984
MATS8p,0.05415268513329526
MATS8s,0.03644980228855374
MATS8v,0.10261430777539114
MAXssO,5.915630196523054
MINssO,5.361215484918587
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.888682831690105
SpAD_D,296.86368163089884
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.7909352348373744
SssNH2,0
SsssAs,0
SsssCH,-0.7711772486772495
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1842
TMWC10,144.0534620967965
TSRW10,82.60612163497801
VE1_Dt,5.454022752138206
VE2_Dt,0.18180075840460688
VE3_Dt,2.794965744725307
VR1_Dt,192.03113312052523
VR2_Dt,6.401037770684174
VR3_Dt,6.356269799220132
Xc-3dv,0.957826262215401
Xc-4dv,0.0
Xc-5dv,0.2288697587852415
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.19641855032959654
Xch-6d,0.53269156536377
Xch-7d,1.0263599357879194
Xp-0dv,17.31302331825477
Xp-1dv,9.740577533693028
Xp-2dv,7.483053039224098
Xp-3dv,6.061475104501541
Xp-4dv,4.711956449443155
Xp-5dv,3.4963982166564787
Xp-6dv,2.2662892526565517
Xp-7dv,1.4987367544900514
Xpc-4d,5.80010733084731
Xpc-5d,11.117891759703822
Xpc-6d,19.309794107880602
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,3
nBonds,57
nFRing,2
nHBAcc,8
nHBDon,0
nHRing,3
nSpiro,0
naRing,2
piPC10,7.681012472642865
AATS0dv,9.39622641509434
AATS0pe,6.536826415094337
AATS0se,8.001503245283017
AATS1dv,8.56140350877193
AATS1pe,6.725736842105263
AATS1se,8.003289263157892
AATS2dv,7.617647058823529
AATS2pe,6.7279529411764685
AATS2se,8.154068666666666
AATS3dv,7.461538461538462
AATS3pe,6.604549572649573
AATS3se,7.950310735042733
AATS4dv,5.9
AATS4pe,6.529062666666666
AATS4se,7.935834586666666
AATS5dv,4.271676300578035
AATS5pe,6.531447976878614
AATS5se,8.025106797687862
AATS6dv,3.7251461988304095
AATS6pe,6.447802923976608
AATS6se,7.938032725146197
AATS7dv,3.4319526627218937
AATS7pe,6.183495857988166
AATS7se,7.763380781065089
AATS8dv,3.736
AATS8pe,6.258485599999998
AATS8se,7.829824863999999
AATSC0Z,7.836240655037381
AATSC0c,0.03736991185189137
AATSC0d,0.6934852260590958
AATSC0i,1.382771004386581
AATSC0m,36.985407117835514
AATSC0p,0.22794838495329645
AATSC0s,1.1303745896127526
AATSC0v,48.24372890576509
AATSC1Z,0.713246269821937
AATSC1c,-0.013773036289586281
AATSC1d,0.43594211588065923
AATSC1i,-0.36869592151027875
AATSC1m,3.3065084591257463
AATSC1p,-0.04038384449916933
AATSC1s,-0.03642115256100377
AATSC1v,-2.0271622319226354
AATSC2Z,0.8942439916514842
AATSC2c,-0.006508594042853952
AATSC2d,0.18923767442185124
AATSC2i,0.518831106788727
AATSC2m,4.561815502031288
AATSC2p,0.08546924760384868
AATSC2s,0.010461723948311191
AATSC2v,16.24924030472964
AATSC3Z,0.3338931943417521
AATSC3c,0.0035324053422626893
AATSC3d,-0.08035831104538833
AATSC3i,-0.06893585123524294
AATSC3m,1.4808684514274963
AATSC3p,-0.014854259834619968
AATSC3s,0.04509890032614607
AATSC3v,-1.3712166105633818
AATSC4Z,0.2407404770380915
AATSC4c,0.0013067910502374297
AATSC4d,-0.1414097543609826
AATSC4i,-0.3543314466188369
AATSC4m,0.927563343673908
AATSC4p,-0.05005618614414165
AATSC4s,0.0945170945242145
AATSC4v,-6.8298727226743905
AATSC5Z,-0.9276355726947035
AATSC5c,-7.9354588222362e-05
