DLiP-ID,P000DL
AATSC5Z,0.5189873417721519
AATSC5c,-0.004886486973012802
AATSC5d,-0.01735684981941863
AATSC5i,-0.18454054703979064
AATSC5m,2.330232865502955
AATSC5p,-0.03955243628093163
AATSC5s,-0.6389915537855089
AATSC5v,-2.9985535225636086
AATSC6Z,0.6986301369863014
AATSC6c,0.006294995583929799
AATSC6d,0.013015595947330481
AATSC6i,0.2807040437920654
AATSC6m,3.3783664095100656
AATSC6p,0.010133986848804859
AATSC6s,0.9611032410294159
AATSC6v,-1.0469282609774984
AATSC7Z,0.5
AATSC7c,-0.0035670292679488074
AATSC7d,-0.01447997985394107
AATSC7i,-0.008127772724597153
AATSC7m,2.4742702560029497
AATSC7p,0.010277881612070085
AATSC7s,-0.3751753963440657
AATSC7v,2.7631874111049632
AATSC8Z,-1.9152542372881356
AATSC8c,0.0012660009633889647
AATSC8d,-0.032442837691910385
AATSC8i,-0.1843549478721185
AATSC8m,-7.896132363632782
AATSC8p,-0.02457221451076056
AATSC8s,0.6895287537757152
AATSC8v,4.001143769556942
ATS0are,254.13230000000001
ATS1are,259.4498
ATS2are,454.55600000000004
ATS3are,589.2570000000001
ATS4are,549.0410999999999
ATS5are,513.8879
ATS6are,471.85400000000004
ATS7are,409.1419999999999
ATS8are,383.06200000000007
ATSC0dv,173.4009096816115
ATSC0pe,6.971705263157892
ATSC0se,5.00317136842105
ATSC1dv,8.613077528128319
ATSC1pe,-0.14670554016620485
ATSC1se,0.19380703324099682
ATSC2dv,35.35617796928971
ATSC2pe,2.0321614958448744
ATSC2se,1.4091228836565097
ATSC3dv,-43.86358195684142
ATSC3pe,-1.1775731301939065
ATSC3se,-1.1252189612188361
ATSC4dv,-40.13573407202215
ATSC4pe,-3.0288011080332407
ATSC4se,-2.4356650775623256
ATSC5dv,-53.374405800075245
ATSC5pe,-0.9168714681440433
ATSC5se,-0.18342452908587228
ATSC6dv,67.94100748948395
ATSC6pe,4.567681994459834
ATSC6se,3.265006265927977
ATSC7dv,-0.15310693888718685
ATSC7pe,-0.8306880886426584
ATSC7se,-0.704206429362881
ATSC8dv,50.910023597004205
ATSC8pe,0.9772786703601087
ATSC8se,0.22783503324099685
AXp-0dv,0.5863055607586279
AXp-1dv,0.3504305304427134
AXp-2dv,0.19658617268373849
AXp-3dv,0.11153001620606236
AXp-4dv,0.06503521879585458
AXp-5dv,0.036890385778961775
AXp-6dv,0.020935703603461652
AXp-7dv,0.012772157332601154
BertzCT,901.9455782610012
ECIndex,485
ETA_eta,16.86058535524289
GATS1dv,0.609445447868577
GATS1pe,0.5412845362155602
GATS1se,0.5060477996976993
GATS2dv,0.7016211536072
GATS2pe,0.5380928332563961
GATS2se,0.5522650895985538
GATS3dv,1.063345576196691
GATS3pe,0.9786473182387799
GATS3se,0.990059879424337
GATS4dv,1.1057006431312255
GATS4pe,1.1773632780033465
GATS4se,1.2200247846707135
GATS5dv,1.1091739422953593
GATS5pe,0.9624277569055756
GATS5se,0.9598731473427135
GATS6dv,0.7458318515531381
GATS6pe,0.5748751736755445
GATS6se,0.5511754956685377
GATS7dv,0.9194108291682332
GATS7pe,0.8918291095618398
GATS7se,0.8749690225987089
GATS8dv,0.8703461345384073
GATS8pe,0.932221770486172
GATS8se,1.0243566368640251
LogEE_A,4.111745883745829
LogEE_D,119.21401806715328
MATS1dv,0.047187893458840474
MATS1pe,-0.019990842684414586
MATS1se,0.036799995047351805
MATS2dv,0.11229190399104666
MATS2pe,0.16052907592393512
MATS2se,0.1551093561272261
MATS3dv,-0.10563185989620424
MATS3pe,-0.07053279162345591
MATS3se,-0.09391476316423374
MATS4dv,-0.10470903317259508
MATS4pe,-0.1965332552231175
MATS4se,-0.22023001139303436
MATS5dv,-0.1480601506783714
MATS5pe,-0.06325952769057096
MATS5se,-0.017634718825877638
MATS6dv,0.20395828319919965
MATS6pe,0.3410496265717255
MATS6se,0.33970299589162334
MATS7dv,-0.0005083738033855208
MATS7pe,-0.06860229198945691
MATS7se,-0.08103903639239675
MATS8dv,0.18909650926111282
MATS8pe,0.0902840404368793
MATS8se,0.029329638552125708
MAXaaCH,1.7458143527281333
MAXaasC,0.6341097498670252
MAXdssC,0.014188464386877708
MAXssNH,2.413092718568909
MAXsssN,1.6176199082836888
MDEC-22,10.738879714301035
MDEC-23,15.880863660327867
MDEC-33,3.6634514254655692
MDEN-23,0.25
MDEO-11,0.5952753944880748
MINaaCH,0.9962477043158862
MINaasC,-0.689666828214808
MINdssC,0.014188464386877708
MINssNH,2.413092718568909
MINsssN,1.6176199082836888
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.6411064425770308
SM1_Dzi,1.3683653393923878
SM1_Dzm,2.687129536888722
SM1_Dzp,-5.623368212081724
SM1_Dzv,-2.1414248510525646
SddssSe,0
SpAD_Dt,395.2269464532194
SpAbs_A,30.24499610577918
SpAbs_D,238.42803613430667
SpMAD_A,1.2602081710741324
SpMAD_D,9.934501505596112
SpMax_A,2.41648981242463
SpMax_D,119.21401806715328
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,74.86
TpiPC10,8.081368741970595
VAdjMat,5.700439718141092
VE1_DzZ,4.813842683512982
VE1_Dzi,4.831558006344826
VE1_Dzm,4.814309116807607
VE1_Dzp,4.800251314325768
VE1_Dzv,4.824163841634253
VE2_DzZ,0.2005767784797076
VE2_Dzi,0.20131491693103443
VE2_Dzm,0.20059621320031695
VE2_Dzp,0.20001047143024034
VE2_Dzv,0.20100682673476056
VE3_DzZ,2.4469643972263
VE3_Dzi,2.4506377216057285
VE3_Dzm,2.4470612867030477
VE3_Dzp,2.444137011048359
VE3_Dzv,2.449106160056556
VR1_DzZ,136.55653686768773
VR1_Dzi,135.71502885259082
VR1_Dzm,136.50358542800015
VR1_Dzp,138.20967465660564
VR1_Dzv,136.38458710088364
VR2_DzZ,5.689855702820322
VR2_Dzi,5.6547928688579505
VR2_Dzm,5.68764939283334
VR2_Dzp,5.758736444025235
VR2_Dzv,5.6826911292034845
VR3_DzZ,5.792207455732989
VR3_Dzi,5.786026048634114
VR3_Dzm,5.791819618505742
VR3_Dzp,5.804240650988378
VR3_Dzv,5.790947478584422
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.07905694150420949
Xch-6dv,0.12363737096451208
Xch-7dv,0.15392489675395402
Xpc-4dv,2.1552760080215285
Xpc-5dv,2.756763792987455
Xpc-6dv,3.4085417181975894
Zagreb1,128.0
Zagreb2,150.0
fragCpx,124.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,26
nBondsS,25
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,0
AATS0are,6.687692105263158
AATS1are,6.486244999999999
AATS2are,6.58776811594203
AATS3are,6.475351648351649
AATS4are,6.536203571428571
AATS5are,6.504910126582278
AATS6are,6.4637534246575346
AATS7are,6.19912121212121
AATS8are,6.492576271186442
AATSC0dv,4.563181833726619
AATSC0pe,0.18346592797783925
AATSC0se,0.1316624044321329
AATSC1dv,0.21532693820320797
AATSC1pe,-0.0036676385041551213
AATSC1se,0.004845175831024921
AATSC2dv,0.5124083763665176
AATSC2pe,0.029451615881809775
AATSC2se,0.020422070777630575
AATSC3dv,-0.4820173841411145
AATSC3pe,-0.012940364068064907
AATSC3se,-0.01236504352987732
AATSC4dv,-0.4778063580002637
AATSC4pe,-0.03605715604801477
AATSC4se,-0.028996012828122926
AATSC5dv,-0.6756253898743702
AATSC5pe,-0.011605967951190422
AATSC5se,-0.0023218294820996493
AATSC6dv,0.9306987327326569
AATSC6pe,0.06257098622547717
AATSC6se,0.044726113231890095
AATSC7dv,-0.002319802104351316
AATSC7pe,-0.012586183161252401
AATSC7se,-0.010669794384286077
AATSC8dv,0.8628817558814272
AATSC8pe,0.016564045260340825
AATSC8se,0.0038616107328982518
AETA_eta,0.7025243898017871
ATSC0are,7.496086842105261
ATSC1are,-0.420688781163435
ATSC2are,2.4191081024930736
ATSC3are,-1.8076053324099717
ATSC4are,-3.2063156509695285
ATSC5are,-1.8727384349030465
ATSC6are,5.553617382271466
ATSC7are,-1.1192034626038758
ATSC8are,1.3000783240997227
BCUTZ-1h,17.00110414223146
BCUTZ-1l,5.698371601726473
BCUTc-1h,0.4626735408429847
BCUTc-1l,-0.40001883817581435
BCUTd-1h,4.043819609503106
BCUTd-1l,0.9714335463070641
BCUTi-1h,17.424771678058974
BCUTi-1l,10.319769023064703
BCUTm-1h,35.45051767020588
BCUTm-1l,11.71054080823758
BCUTp-1h,2.9545786855516227
BCUTp-1l,0.5458559723595343
BCUTs-1h,8.001920556155934
BCUTs-1l,0.2989397901787728
BCUTv-1h,24.441831572987656
BCUTv-1l,13.304120185748612
BalabanJ,1.55643808878768
Diameter,12
ETA_beta,33.25
GATS1are,0.588798374801168
GATS2are,0.5364760439946197
GATS3are,1.0110964817529258
GATS4are,1.1910435750663089
GATS5are,1.0102461721011557
GATS6are,0.5373615579643285
GATS7are,0.8959870811489533
GATS8are,0.8937173744062371
HybRatio,0.1875
Lipinski,True
LogEE_Dt,197.6134732266097
MATS1are,-0.053315062981983956
MATS2are,0.1777277213190465
MATS3are,-0.1006957657564483
MATS4are,-0.19349777535557275
MATS5are,-0.1201708186834697
MATS6are,0.3856577675382073
MATS7are,-0.08596350148837342
MATS8are,0.11170342596889997
MAXddssS,-3.910955097316704
MAXssCH2,0.7806216930799812
MINddssS,-3.910955097316704
MINssCH2,0.4901124338207221
NsssssAs,0
RotRatio,0.15384615384615385
SM1_Dzpe,1.6624935758226553
SM1_Dzse,1.6206506637024765
SMR_VSA1,17.60274921607558
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,17.737126721369794
SMR_VSA6,16.166761001215143
SMR_VSA7,53.30442363401849
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,154.15255767262408
SpAD_Dzi,180.0018326055091
SpAD_Dzm,153.93486710109983
SpAD_Dzp,233.0525670409275
SpAD_Dzv,221.72635739714536
SpAbs_Dt,395.22694645321945
SpDiam_A,4.82182515330126
SpDiam_D,180.38749708009175
SpMAD_Dt,16.46778943555081
SpMax_Dt,197.6134732266097
SsssssAs,0
VE1_Dzpe,4.830338843729287
VE1_Dzse,4.828876035280918
VE2_Dzpe,0.20126411848872028
VE2_Dzse,0.2012031681367049
VE3_Dzpe,2.450385356538925
VE3_Dzse,2.4500824730276096
VMcGowan,241.5399999999999
VR1_Dzpe,135.62621145271999
VR1_Dzse,135.72926350000364
VR2_Dzpe,5.651092143863333
VR2_Dzse,5.655385979166819
VR3_Dzpe,5.785371393979016
VR3_Dzse,5.786130929435272
mZagreb1,8.590277777777779
mZagreb2,5.125
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,31
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.19726544321329634
AATSC1are,-0.010517219529085875
AATSC2are,0.03505953771729092
AATSC3are,-0.01986379486164804
AATSC4are,-0.03817042441630391
AATSC5are,-0.023705549808899322
AATSC6are,0.07607695044207488
AATSC7are,-0.016957628221270844
AATSC8are,0.02203522583219869
AETA_beta,1.3854166666666667
BCUTdv-1h,7.004062043066075
BCUTdv-1l,0.6442307029775497
BCUTpe-1h,3.9886728023627525
BCUTpe-1l,2.2404836073709404
BCUTse-1h,4.009961760742111
BCUTse-1l,2.4397153562056992
ETA_alpha,11.633333333333333
ETA_dBeta,2.75
ETA_eta_B,0.5492030345136385
ETA_eta_F,25.61005347530815
ETA_eta_L,5.034349753284308
ETA_eta_R,42.47063883055104
ETA_psi_1,0.5295902883156298
LabuteASA,143.64323010569635
LogEE_DzZ,76.83567073925428
LogEE_Dzi,90.05793152522921
LogEE_Dzm,76.73047173142285
LogEE_Dzp,115.15105427462294
LogEE_Dzv,110.41704852127006
PEOE_VSA1,4.899909730850478
PEOE_VSA2,9.51663204852391
PEOE_VSA3,12.808212032003757
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,17.667306958694127
PEOE_VSA7,42.81902403369567
PEOE_VSA8,18.652964303522147
PEOE_VSA9,15.605503063942663
SM1_Dzare,1.7107398743850388
SpAD_Dzpe,180.41413213587566
SpAD_Dzse,179.7410054122339
SpAbs_DzZ,151.95163563714326
SpAbs_Dzi,178.7474977110661
SpAbs_Dzm,151.69559248702592
SpAbs_Dzp,235.92547676132756
SpAbs_Dzv,222.9755218935927
SpDiam_Dt,287.00107508981205
SpMAD_DzZ,6.423023236359337
SpMAD_Dzi,7.500076358562879
SpMAD_Dzm,6.413952795879159
SpMAD_Dzp,9.710523626705312
SpMAD_Dzv,9.238598224881057
SpMax_DzZ,76.83567073925428
SpMax_Dzi,90.05793152522921
SpMax_Dzm,76.73047173142285
SpMax_Dzp,115.15105427462294
SpMax_Dzv,110.41704852127006
VE1_Dzare,4.830440078413191
VE2_Dzare,0.20126833660054963
VE3_Dzare,2.4504063144108983
VR1_Dzare,135.63244926575092
VR2_Dzare,5.651352052739622
VR3_Dzare,5.785417385602035
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4847222222222222
AETA_dBeta,0.11458333333333333
AETA_eta_B,0.022883459771401604
AETA_eta_F,1.067085561471173
AETA_eta_L,0.20976457305351282
AETA_eta_R,1.76960995127296
BCUTare-1h,4.107718372851611
BCUTare-1l,2.1859801935350736
ETA_beta_s,15.25
ETA_dPsi_A,0.18440971168437015
ETA_dPsi_B,0.0
ETA_eta_BR,0.8072030345136385
ETA_eta_FL,6.33066077457515
ETA_eta_RL,11.365010527859457
LogEE_Dzpe,90.27633663359711
LogEE_Dzse,89.93802981710455
PEOE_VSA10,5.817220841045895
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,10.023291153407584
SlogP_VSA1,9.622004595302567
SlogP_VSA2,20.86973311959302
SlogP_VSA3,14.817828337479405
SlogP_VSA4,5.817220841045895
SlogP_VSA5,12.841643245852019
SlogP_VSA6,47.360052954749044
SlogP_VSA7,5.022633313741326
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,179.97196786320228
SpAbs_Dzpe,178.8901796913715
SpAbs_Dzse,178.25540897050666
SpDiam_DzZ,115.94804107077206
SpDiam_Dzi,137.5488935978347
SpDiam_Dzm,115.84277581251024
SpDiam_Dzp,174.48768984910032
SpDiam_Dzv,169.30268207779875
SpMAD_Dzpe,7.517255505661486
SpMAD_Dzse,7.489208558843079
SpMax_Dzpe,90.27633663359711
SpMax_Dzse,89.93802981710455
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.6354166666666666
AETA_eta_BR,0.03363345977140161
AETA_eta_FL,0.26377753227396455
AETA_eta_RL,0.47354210532747737
DetourIndex,2298
EState_VSA1,15.840511994453479
EState_VSA2,15.825296518610607
EState_VSA3,24.340350578205708
EState_VSA4,24.619922828310838
EState_VSA5,0.0
EState_VSA6,29.165378004696915
EState_VSA7,0.0
EState_VSA8,4.722094864452088
EState_VSA9,11.600939890232516
ETA_beta_ns,18.0
ETA_shape_p,0.17191977077363899
ETA_shape_x,0.07163323782234958
ETA_shape_y,0.2922636103151863
GhoseFilter,True
LogEE_Dzare,90.05726475970052
SlogP_VSA10,15.765187597041944
SlogP_VSA11,0.0
SpAbs_Dzare,178.40378964501596
SpDiam_Dzpe,138.00386783756505
SpDiam_Dzse,137.31323646192703
SpMAD_Dzare,7.498831994300095
SpMax_Dzare,90.05726475970052
TopoPSA(NO),66.48
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,37.970029978362064
VSA_EState9,27.329852039908385
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.75
EState_VSA10,17.60274921607558
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.015277777777777798
FilterItLogS,-5.008405888736872
SpDiam_Dzare,137.67152795129047
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6885964912280703
ETA_epsilon_2,0.9152777777777775
ETA_epsilon_3,0.44117647058823567
ETA_epsilon_4,0.5953333333333336
ETA_epsilon_5,0.8906666666666665
AETA_beta_ns_d,0.0625
ETA_dEpsilon_A,0.24742002063983465
ETA_dEpsilon_B,0.09326315789473671
ETA_dEpsilon_C,-0.15415686274509793
ETA_dEpsilon_D,0.024611111111111028
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7916666666666666
MDEDescriptor,"0.0,0.0,0.0,0.0,10.738879714301035,15.880863660327867,0.0,3.6634514254655692,0.0,0.0,0.5952753944880748,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0"
APolDescriptor,47.738101999999984
BCUTDescriptor,"11.85,34.96885402863386,-0.28006496261436087,0.24517934361515695,4.653366879991116,11.924057382921118"
BPolDescriptor,27.001897999999994
TPSADescriptor,74.86000000000001
ALOGPDescriptor,"2.8555,8.15388025,84.5825"
XLogPDescriptor,2.8720000000000003
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,368.03976932
ChiPathDescriptor,"17.319626477379405,11.365010527859459,11.0220021977145,8.874818014737594,6.949267671282494,5.138216221725887,3.4311595205874084,2.217720403606043,13.458578648177586,7.998126774144973,6.207684993441884,4.318569492400156,2.974024366259956,1.8140023049340184,0.9817002293631302,0.5768616541029571"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.3372672270190456,0.4414079685002055,0.0,0.0,0.07905694150420949,0.12363737096451205,0.13918430698238063"
AtomCountDescriptor,38
BondCountDescriptor,26
SmallRingDescriptor,"3,2,3,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.4087947395224565,0.20412414523193154,0.6793948058049194,0.10206207261596577,0.848612122046997,0.025499585890087693,0.1435287460937882,0.008499861963362563"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,12,0,1,2,0,0"
ZagrebIndexDescriptor,128.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.34
WeightedPathDescriptor,"48.423674675949584,2.0176531114978995,22.4958771828912,7.51730516527659,6.4732916708923645"
FractionalPSADescriptor,0.20340193163992393
WienerNumbersDescriptor,"1388.0,37.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.891847022725515,6.868081879189926,8.964851074193284,1.5682790493251417,1.9458942876237932,2.1177250220782837"
FractionalCSP3Descriptor,0.1875
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,19
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.781065088757398,7.7091412742382275,4.411458333333333"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1048.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.1875
AutocorrelationDescriptorMass,"42.38611479451724,38.42641483969723,52.67087040598703,56.401238563514426,51.7691327503518"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.45612552964862346,-0.22378935746343157,0.07625582707818657,-0.0212732955224638,-0.0572799412711707"
EccentricConnectivityIndexDescriptor,485
AutocorrelationDescriptorPolarizability,"1834.2403544767772,2149.9297546173198,3044.731664517621,2897.097518959116,2572.2994502059637"
