DLiP-ID,I000YD
IC4,5.315685975582017
IC5,5.315685975582017
MID,62.23958624752865
Mpe,1.0227086183310534
Mse,1.0394993140127715
NdO,2
NdS,0
NsF,1
NsI,0
NtN,0
SMR,108.01110000000001
SdO,24.539315772267265
SdS,0
Spe,43.976470588235294
SsF,13.333357657697832
SsI,0
Sse,44.69847050254917
StN,0
fMF,0.5581395348837209
nBr,0
nCl,0
AMID,2.074652874917622
BIC0,0.3104143520508989
BIC1,0.6583632858971089
BIC2,0.8008364222103158
BIC3,0.8957154638588259
BIC4,0.9036220506628685
BIC5,0.9036220506628685
CIC0,3.6002079241877176
CIC1,1.5533485469644472
CIC2,0.7152299419107786
CIC3,0.15709040702705757
CIC4,0.11057877912008074
CIC5,0.11057877912008074
GGI1,6.0
GGI2,4.222222222222223
GGI3,2.5486111111111107
GGI4,2.2900000000000005
GGI5,1.6427777777777774
GGI6,0.9643537414965985
GGI7,0.6624149659863947
GGI8,0.46612024439405386
GGI9,0.2731327160493828
JGI1,0.17647058823529413
JGI2,0.08278867102396517
JGI3,0.04719650205761316
JGI4,0.044038461538461554
JGI5,0.031591880341880346
JGI6,0.018908896892090167
JGI7,0.014093935446519032
JGI8,0.012266322220896153
JGI9,0.010505104463437798
MIC0,18.933647670302587
MIC1,40.886824387996725
MIC2,49.79448641567243
MIC3,50.86885850869567
MIC4,50.91574222962591
MIC5,50.91574222962591
MPC2,51
MPC3,73
MPC4,103
MPC5,141
MPC6,178
MPC7,231
MPC8,283
MPC9,328
Mare,1.038325581395349
NaaN,2
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.12170327890338237
RPCG,0.11811724782914974
SIC0,0.3365218825587199
SIC1,0.7137352088066838
SIC2,0.8681911085722457
SIC3,0.9710499921901282
SIC4,0.9796215658249519
SIC5,0.9796215658249519
SaaN,8.814832626321623
SaaO,0
SaaS,0
Sare,44.648
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,78.52044371211835
TIC1,166.53539693271898
TIC2,202.57449695002674
TIC3,226.57449695002674
TIC4,228.57449695002674
TIC5,228.57449695002674
Vabc,304.97516470787593
WPol,54
apol,51.631308999999995
bpol,20.178690999999997
nRot,3
ABCGG,18.97343940639028
ATS0Z,1300.0
ATS0d,183.0
ATS0i,7067.1647922227385
ATS0m,5204.510873149771
ATS0p,71.057828763037
ATS0s,341.80555555555554
ATS0v,11160.52808849401
ATS1Z,1453.0
ATS1d,232.0
ATS1i,7084.991014626097
ATS1m,5675.506997835202
ATS1p,90.07203402000003
ATS1s,187.11111111111114
ATS1v,13921.820671747055
ATS2Z,2223.0
ATS2d,363.0
ATS2i,11861.892585368942
ATS2m,8635.593118670404
ATS2p,136.44730179454706
ATS2s,349.3333333333332
ATS2v,21104.455641074386
ATS3Z,2457.0
ATS3d,399.0
ATS3i,14993.332431566498
ATS3m,9386.8667905216
ATS3p,152.66739379139594
ATS3s,403.7222222222221
ATS3v,23366.948633538002
ATS4Z,2451.0
ATS4d,397.0
ATS4i,16514.199371838793
ATS4m,9224.258880686397
ATS4p,152.46034151624497
ATS4s,439.33333333333326
ATS4v,23195.021907836985
ATS5Z,2389.0
ATS5d,388.0
ATS5i,15568.848014515745
ATS5m,9083.2928446224
ATS5p,150.134674237641
ATS5s,406.6111111111111
ATS5v,22795.292304020637
ATS6Z,2401.0
ATS6d,370.0
ATS6i,15293.152267774949
ATS6m,9076.556427457599
ATS6p,149.013466771698
ATS6s,446.33333333333337
ATS6v,22702.50523761091
ATS7Z,2293.0
ATS7d,341.0
ATS7i,15870.212387567297
ATS7m,8619.768832892803
ATS7p,144.79402406124504
ATS7s,445.77777777777777
ATS7v,21644.143058168338
ATS8Z,1983.0
ATS8d,278.0
ATS8i,15819.19767779844
ATS8m,7334.2173616703985
ATS8p,124.21549511733899
ATS8s,484.3333333333333
ATS8v,18169.495191279297
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.05
GGI10,0.1395796347311499
JGI10,0.00930530898207666
JGT10,0.44716567120223416
Kier1,21.825259515570934
Kier2,8.741253364090735
Kier3,3.9722274347907676
MAXdO,13.314142101284958
MAXsF,13.333357657697832
MID_C,42.56113681847065
MID_N,12.680127669768137
MID_O,5.2355864876815055
MID_X,1.7627352716083604
MID_h,19.678449429058002
MINdO,11.225173670982306
MINsF,13.333357657697832
MPC10,364
MWC01,34.0
MWC02,5.14166355650266
MWC03,6.037870919922137
MWC04,6.959398512133975
MWC05,7.879669914604289
MWC06,8.810907036099737
MWC07,9.742673052026605
MWC08,10.680401267941642
MWC09,11.619076667952427
MWC10,12.56129303211308
NaaCH,9
NaaNH,1
NaaSe,0
NaaaC,4
NaasC,5
NaasN,2
NdCH2,0
NddsN,1
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.314800000000001
SRW02,4.23410650459726
SRW03,0.0
SRW04,5.60947179518496
SRW05,3.044522437723423
SRW06,7.1785454837637
SRW07,5.476463551931511
SRW08,8.837681215593197
SRW09,7.644440761556566
SRW10,10.54951691976812
SaaCH,13.007219298303179
SaaNH,3.057998393801965
SaaSe,0
SaaaC,1.8892674477198295
SaasC,0.6432035833539902
SaasN,2.84945958242495
SdCH2,0
SddsN,-0.5027581183598433
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.71573809758063
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.449261676881008
VE1_D,5.381378963325485
VE2_A,0.14830872256270028
VE2_D,0.17937929877751616
VE3_A,2.591350455773153
VE3_D,2.781556942885045
VR1_A,373.0109041047669
VR1_D,203.0835161863894
VR2_A,12.43369680349223
VR2_D,6.769450539546313
VR3_A,7.020219941409478
VR3_D,6.412229592889265
WPath,2262
Xc-3d,2.3416857466044205
Xc-4d,0.0
Xc-5d,0.7435248784977696
Xc-6d,0.0
Xp-0d,20.990834873703708
Xp-1d,14.435560745775549
Xp-2d,13.732512828458114
Xp-3d,12.115685477310054
Xp-4d,10.348273490932687
Xp-5d,8.831512315567533
Xp-6d,6.765300380227301
Xp-7d,5.532249918479169
ZMIC0,92.63931925154232
ZMIC1,50.502865164233796
ZMIC2,30.231209263244217
ZMIC3,26.83275638393402
ZMIC4,26.673395232552522
ZMIC5,26.673395232552522
nAcid,0
nAtom,43
nBase,0
nRing,5
piPC1,3.912023005428146
piPC2,4.653960350157523
piPC3,5.388500790606016
piPC4,6.113958690272262
piPC5,6.7772550021668065
piPC6,7.347722452865737
piPC7,7.978310969867722
piPC8,8.532184938985472
piPC9,9.000289447878652
AATS0Z,30.232558139534884
AATS0d,4.255813953488372
AATS0i,164.3526695865753
AATS0m,121.0351365848784
AATS0p,1.6525076456520231
AATS0s,7.948966408268734
AATS0v,259.5471648486979
AATS1Z,30.914893617021278
AATS1d,4.9361702127659575
AATS1i,150.7444896728957
AATS1m,120.75546803904686
AATS1p,1.9164262557446816
AATS1s,3.9810874704491734
AATS1v,296.2089504627033
AATS2Z,28.87012987012987
AATS2d,4.714285714285714
AATS2i,154.0505530567395
AATS2m,112.15055998273252
AATS2p,1.7720428804486632
AATS2s,4.536796536796535
AATS2v,274.08383949447256
AATS3Z,25.86315789473684
AATS3d,4.2
AATS3i,157.82455191122628
AATS3m,98.80912411075369
AATS3p,1.6070251978041679
AATS3s,4.24970760233918
AATS3v,245.9678803530316
AATS4Z,24.029411764705884
AATS4d,3.892156862745098
AATS4i,161.90391541018425
AATS4m,90.43391059496467
AATS4p,1.4947092305514211
AATS4s,4.307189542483659
AATS4v,227.40217556702927
AATS5Z,24.377551020408163
AATS5d,3.9591836734693877
AATS5i,158.86579606648718
AATS5m,92.6866616798204
AATS5p,1.5319864718126635
AATS5s,4.149092970521542
AATS5v,232.60502351041467
AATS6Z,25.010416666666668
AATS6d,3.8541666666666665
AATS6i,159.30366945598905
AATS6m,94.54746278601665
AATS6p,1.5522236122051876
AATS6s,4.649305555555556
AATS6v,236.48442955844698
AATS7Z,23.161616161616163
AATS7d,3.4444444444444446
AATS7i,160.3051756319929
AATS7m,87.06837204942225
AATS7p,1.4625658996085358
AATS7s,4.50280583613917
AATS7v,218.62770765826605
AATS8Z,20.65625
AATS8d,2.8958333333333335
AATS8i,164.78330914373376
AATS8m,76.39809751739999
AATS8p,1.293911407472281
AATS8s,5.045138888888888
AATS8v,189.26557490915934
AMID_C,1.4187045606156883
AMID_N,0.42267092232560455
AMID_O,0.1745195495893835
AMID_X,0.05875784238694535
AMID_h,0.6559483143019335
ATS0dv,544.0
ATS0pe,299.76079999999996
ATS0se,355.4153159999999
ATS1dv,541.0
ATS1pe,325.64290000000005
ATS1se,380.6596599999998
ATS2dv,826.0
ATS2pe,529.1853000000001
ATS2se,623.3468199999998
ATS3dv,847.0
ATS3pe,647.8447000000002
ATS3se,768.9407520000001
ATS4dv,856.0
ATS4pe,699.2544999999996
ATS4se,834.8139880000001
ATS5dv,821.0
ATS5pe,659.718
ATS5se,790.0047
ATS6dv,812.0
ATS6pe,663.4265999999999
ATS6se,789.498908
ATS7dv,747.0
ATS7pe,669.1755999999998
ATS7se,800.5269520000002
ATS8dv,667.0
ATS8pe,643.9043999999998
ATS8se,779.170192
ATSC0Z,293.8604651162791
ATSC0c,0.8530524301067641
ATSC0d,30.418604651162788
ATSC0i,96.92166609014437
ATSC0m,1401.9958871527247
ATSC0p,9.06266436644442
ATSC0s,137.04521963824294
ATSC0v,1780.3427671160896
ATSC1Z,18.03623580313685
ATSC1c,-0.21191685852363915
ATSC1d,10.728501892915094
ATSC1i,5.015075703324856
ATSC1m,81.15771482405998
ATSC1p,0.417162656194659
ATSC1s,-6.96673877771768
ATSC1v,28.455745982131642
ATSC2Z,43.66846944294216
ATSC2c,-0.17293930561050697
ATSC2d,1.4131963223363981
ATSC2i,-18.583574144478487
ATSC2m,206.85098593646939
ATSC2p,0.3124317488389943
ATSC2s,30.06825010516197
ATSC2v,167.11017839639317
ATSC3Z,-31.575446187128158
ATSC3c,-0.040642725418802025
ATSC3d,-2.320173066522444
ATSC3i,-32.12985615858122
ATSC3m,-161.02773571880303
ATSC3p,-2.2511648893335288
ATSC3s,-5.8576557899164685
ATSC3v,-284.3201652793109
ATSC4Z,-105.9713358572201
ATSC4c,0.04437664506689979
ATSC4d,1.681449432125473
ATSC4i,8.588618781659136
ATSC4m,-504.3600082202104
ATSC4p,-0.05415917748969068
ATSC4s,-43.476128237485725
ATSC4v,-187.9703962436568
ATSC5Z,33.504056246619804
ATSC5c,0.05420158605384486
ATSC5d,-8.326122228231476
ATSC5i,10.44239003036394
ATSC5m,167.34438403104932
ATSC5p,0.431183169711651
ATSC5s,-13.41442821945796
ATSC5v,241.51482022154704
ATSC6Z,-122.22336398053
ATSC6c,-0.1490770807919034
ATSC6d,-14.585722011898323
ATSC6i,0.2956390173084167
ATSC6m,-570.4672030896546
ATSC6p,-0.3995828528799345
ATSC6s,-23.94979268072833
ATSC6v,-416.6698046367631
ATSC7Z,-63.283396430502975
ATSC7c,-0.24364835188335232
ATSC7d,-17.870740941049213
ATSC7i,-17.683739179022275
ATSC7m,-311.3239593961755
ATSC7p,-4.186458037672289
ATSC7s,8.328706207559648
ATSC7v,-793.9515475495516
ATSC8Z,6.38128718226066
ATSC8c,0.4181697024952203
ATSC8d,-10.51595457003786
ATSC8i,-3.5276814072357396
ATSC8m,19.832417387629363
ATSC8p,-0.7500648564206565
ATSC8s,40.59994892133888
ATSC8v,-295.00449260743864
AXp-0d,0.6996944957901235
AXp-1d,0.42457531605222204
AXp-2d,0.26926495742074735
AXp-3d,0.16596829420972675
AXp-4d,0.10046867466924939
AXp-5d,0.06263483911750023
AXp-6d,0.03800730550689495
AXp-7d,0.02394913384623017
GATS1Z,0.547372249499909
GATS1c,1.171380854415688
GATS1d,0.6463009955104432
GATS1i,0.9595798827025064
GATS1m,0.5514328996897112
GATS1p,0.855818667747773
GATS1s,0.5190216252115412
GATS1v,0.7815689613817262
GATS2Z,0.6301692135025467
GATS2c,1.1306253522693357
GATS2d,1.0131359466221852
GATS2i,1.0950841927101944
GATS2m,0.6312621082224926
GATS2p,0.8946433646319091
GATS2s,0.4594811634868952
GATS2v,0.7982870140674373
GATS3Z,0.8710901184585393
GATS3c,0.994102812511334
GATS3d,1.0319169483341382
GATS3i,1.1721195767740462
GATS3m,0.8767251318428383
GATS3p,1.049745483574671
GATS3s,0.7162573738939467
GATS3v,0.9741375072823264
GATS4Z,1.0593262946204123
GATS4c,1.123463411607898
GATS4d,0.9610991185465012
GATS4i,0.9048141142524682
GATS4m,1.0552821902078526
GATS4p,0.9260398637031144
GATS4s,0.9922241397572479
GATS4v,0.9594927755783543
GATS5Z,0.8509869759869758
GATS5c,1.1108350063791843
GATS5d,1.1905307994757537
GATS5i,0.790758963306721
GATS5m,0.8432510462091736
GATS5p,0.9248171093567601
GATS5s,0.8128182612782838
GATS5v,0.8982363456471034
GATS6Z,1.0466276907249128
GATS6c,1.2252379949401004
GATS6d,1.2440988149847094
GATS6i,0.902460799636698
GATS6m,1.0365600501406935
GATS6p,0.9419906561330846
GATS6s,0.9720787806510608
GATS6v,0.9918805436510835
GATS7Z,1.0192427599835006
GATS7c,1.0953002255208497
GATS7d,1.1924520433694745
GATS7i,1.0484975119031241
GATS7m,1.022948990044142
GATS7p,1.162916395104807
GATS7s,0.7855612015624457
GATS7v,1.156816505533554
GATS8Z,1.0667265155112378
GATS8c,0.6819061360416082
GATS8d,1.049933103975535
GATS8i,0.8421646814161482
GATS8m,1.0642432549026002
GATS8p,1.0085697606844986
GATS8s,0.8379546102683998
GATS8v,1.1114448040863734
MATS1Z,0.056153307335340484
MATS1c,-0.22727956027065427
MATS1d,0.3226787689504849
MATS1i,0.047339887302215534
MATS1m,0.052960694068339385
MATS1p,0.04211338255284768
MATS1s,-0.0465089176843486
MATS1v,0.014623015773980728
MATS2Z,0.08298594409705524
MATS2c,-0.11321284827574478
MATS2d,0.025944239246991543
MATS2i,-0.10707451208076274
MATS2m,0.08239267176890902
MATS2p,0.019252050575135862
MATS2s,0.12252423318858703
MATS2v,0.05241758507340486
MATS3Z,-0.04863547758284597
MATS3c,-0.021565123466953048
MATS3d,-0.034524384355383866
MATS3i,-0.15004888082386436
MATS3m,-0.05198748365856055
MATS3p,-0.11243363729795501
MATS3s,-0.01934660687996894
MATS3v,-0.0722851170650779
MATS4Z,-0.1520251817092775
MATS4c,0.021930423842050226
MATS4d,0.023303052107693227
MATS4i,0.03735689219494266
MATS4m,-0.15165690452799277
MATS4p,-0.002519326457982974
MATS4s,-0.13373813224817604
MATS4v,-0.04450964354140475
MATS5Z,0.05002632581997662
MATS5c,0.027879093635158777
MATS5d,-0.12010079261062223
MATS5i,0.04727389858384685
MATS5m,0.05237291931870895
MATS5p,0.02087604788522796
MATS5s,-0.04294876247143618
MATS5v,0.059522688788864214
MATS6Z,-0.18629890128732718
MATS6c,-0.0782766764949601
MATS6d,-0.21477605759429158
MATS6i,0.0013662749363618344
MATS6m,-0.18225571871648402
MATS6p,-0.01974913913637044
MATS6s,-0.07827716525411745
MATS6v,-0.10483000995132555
MATS7Z,-0.09353666452431883
MATS7c,-0.12405692568730857
MATS7d,-0.2551740648070923
MATS7i,-0.07924766790437081
MATS7m,-0.09644929700339457
MATS7p,-0.20064304362301566
MATS7s,0.026396534424024936
MATS7v,-0.19369733078061283
MATS8Z,0.009726673789173758
MATS8c,0.2195705359156043
MATS8d,-0.15484836901121307
MATS8i,-0.01630293164297641
MATS8m,0.006336160019876932
MATS8p,-0.03707149869918035
MATS8s,0.13269630152505038
MATS8v,-0.07422021838775444
MAXaaN,4.600076740572772
MINaaN,4.214755885748851
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.4943475488465
SpAD_D,313.8548803350608
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1816
TMWC10,143.43295395929655
TSRW10,82.57474867011874
VE1_Dt,5.449186390025645
VE2_Dt,0.18163954633418816
VE3_Dt,2.794078599965137
VR1_Dt,193.11686548515732
VR2_Dt,6.437228849505244
VR3_Dt,6.361907814967823
Xc-3dv,0.8473879112245106
Xc-4dv,0.0
Xc-5dv,0.15738524262750744
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.17479246499677625
Xch-6d,0.6464997536135815
Xch-7d,1.0392399566524089
Xp-0dv,15.557432331652647
Xp-1dv,8.964675579906732
Xp-2dv,6.799160824055733
Xp-3dv,4.969669239861855
Xp-4dv,3.5232289129092504
Xp-5dv,2.449912199744571
Xp-6dv,1.4992742638943717
Xp-7dv,0.9803313883267647
Xpc-4d,5.960313777320954
Xpc-5d,9.5463825863928
Xpc-6d,15.599991584367016
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,47
nFRing,1
nHBAcc,7
nHBDon,1
nHRing,3
nSpiro,0
naRing,5
piPC10,9.451047219174106
AATS0dv,12.651162790697674
AATS0pe,6.971181395348836
AATS0se,8.265472465116277
AATS1dv,11.51063829787234
AATS1pe,6.928572340425533
AATS1se,8.099141702127655
AATS2dv,10.727272727272727
AATS2pe,6.872536363636365
AATS2se,8.095413246753244
AATS3dv,8.91578947368421
AATS3pe,6.819417894736844
AATS3se,8.094113178947369
AATS4dv,8.392156862745098
AATS4pe,6.8554362745098
AATS4se,8.184450862745098
AATS5dv,8.377551020408163
AATS5pe,6.731816326530612
AATS5se,8.061272448979592
AATS6dv,8.458333333333334
AATS6pe,6.910693749999999
AATS6se,8.223946958333334
AATS7dv,7.545454545454546
AATS7pe,6.759349494949493
AATS7se,8.08613082828283
AATS8dv,6.947916666666667
AATS8pe,6.707337499999998
AATS8se,8.116356166666668
AATSC0Z,6.833964305029746
AATSC0c,0.01983842860713405
AATSC0d,0.7074094104921579
AATSC0i,2.25399223465452
AATSC0m,32.60455551517964
AATSC0p,0.21075963642894
AATSC0s,3.1870981311219286
AATSC0v,41.403320165490456
AATSC1Z,0.3837496979390819
AATSC1c,-0.004508869330290195
AATSC1d,0.22826599772159775
AATSC1i,0.10670373836861395
AATSC1m,1.7267598898736165
AATSC1p,0.008875801195631042
AATSC1s,-0.14822848463229107
AATSC1v,0.6054414038751413
AATSC2Z,0.5671229797784696
AATSC2c,-0.002245965007928662
AATSC2d,0.018353198991381794
AATSC2i,-0.24134511875946085
AATSC2m,2.6863764407333686
AATSC2p,0.004057555179727199
AATSC2s,0.3904967546124931
AATSC2v,2.170262057096015
AATSC3Z,-0.3323731177592438
AATSC3c,-0.0004278181623031792
AATSC3d,-0.02442287438444678
AATSC3i,-0.3382090121955918
AATSC3m,-1.695028797040032
AATSC3p,-0.023696472519300304
AATSC3s,-0.06165953463069967
AATSC3v,-2.992843845045378
AATSC4Z,-1.0389346652668636
AATSC4c,0.00043506514771470385
AATSC4d,0.016484798354171302
AATSC4i,0.08420214491822682
AATSC4m,-4.944705962943239
AATSC4p,-0.0005309723283303008
AATSC4s,-0.4262365513478993
AATSC4v,-1.8428470219966353
AATSC5Z,0.3418781249655082
