DLiP-ID,T001BU
ATSC8c,-0.03589724434454225
ATSC8d,0.5325443786982249
ATSC8i,14.842706318067416
ATSC8m,-33.51458847633126
ATSC8p,1.6187379245748246
ATSC8s,59.19444444444443
ATSC8v,61.443761310276784
AXp-0d,0.7473973590983787
AXp-1d,0.45468167446041907
AXp-2d,0.30777090571213606
AXp-3d,0.18710903680692442
AXp-4d,0.11996051385617884
AXp-5d,0.07836386603995622
AXp-6d,0.050240599127363804
AXp-7d,0.03414682008599648
GATS1Z,0.7783801552846887
GATS1c,1.723605231272895
GATS1d,0.9396099500803786
GATS1i,1.4666332332407075
GATS1m,0.7818409568855794
GATS1p,1.1163423034440048
GATS1s,0.7231717183391602
GATS1v,0.9482652916100086
GATS2Z,0.7649957740877003
GATS2c,0.8196852370906242
GATS2d,1.4197359802489036
GATS2i,1.2348337138425145
GATS2m,0.7743560449738219
GATS2p,1.1106520305617846
GATS2s,0.4820327959116953
GATS2v,1.0150407149763925
GATS3Z,1.0855827469896997
GATS3c,0.8567992903337832
GATS3d,1.2550356538998746
GATS3i,0.9866003450241895
GATS3m,1.0859636626783697
GATS3p,1.0465670160841023
GATS3s,1.0608302161524363
GATS3v,1.071569350041054
GATS4Z,1.1037057522123894
GATS4c,1.0560722723285587
GATS4d,1.0766535874439458
GATS4i,1.21535654115513
GATS4m,1.1035653755597363
GATS4p,1.1922849067407189
GATS4s,1.1860738897396628
GATS4v,1.1479877575877222
GATS5Z,0.9385864412136538
GATS5c,0.8441975771838413
GATS5d,0.8600736707238946
GATS5i,1.0021395373979733
GATS5m,0.9418013423259853
GATS5p,1.018457816296084
GATS5s,0.8791391380441915
GATS5v,1.008971877352787
GATS6Z,0.8876326569413717
GATS6c,0.9003223833277331
GATS6d,0.9697397001121072
GATS6i,0.8748742362326851
GATS6m,0.8864427074626868
GATS6p,0.9223948954971849
GATS6s,0.979954895673813
GATS6v,0.8888214927045
GATS7Z,1.1978982300884957
GATS7c,1.2268022240737972
GATS7d,1.026425368353619
GATS7i,0.8430886649413041
GATS7m,1.1853568093402977
GATS7p,0.8680241949551458
GATS7s,1.5555130168453293
GATS7v,0.9252833265701118
GATS8Z,1.0183995046171606
GATS8c,1.091230098978574
GATS8d,0.9452500487424446
GATS8i,0.8536782078444356
GATS8m,1.0157424509496937
GATS8p,0.8736093438168725
GATS8s,1.0350514348491908
GATS8v,0.9240705712347879
MATS1Z,-0.03261535036455729
MATS1c,-0.6773540521452105
MATS1d,0.2484135713681359
MATS1i,-0.10986281442454263
MATS1m,-0.028491391634850517
MATS1p,0.04081487743714255
MATS1s,-0.11298795111098266
MATS1v,0.05671088921708271
MATS2Z,0.060173676709422946
MATS2c,0.13104241744977863
MATS2d,-0.13473068977679245
MATS2i,-0.00717095288797531
MATS2m,0.05703193402209669
MATS2p,-0.01987825399279747
MATS2s,0.1385068052377101
MATS2v,-0.00906680390919069
MATS3Z,-0.1767735383722617
MATS3c,0.08338413732636603
MATS3d,-0.11122546497096225
MATS3i,0.10981411736023312
MATS3m,-0.1754306496517311
MATS3p,-0.012992310567857107
MATS3s,-0.16350764441543442
MATS3v,-0.0903942996077741
MATS4Z,-0.1533109925386084
MATS4c,-0.1684919953781093
MATS4d,-0.09898443682405694
MATS4i,-0.20423427227351046
MATS4m,-0.15275567863452208
MATS4p,-0.16961692815406595
MATS4s,-0.18069543284388792
MATS4v,-0.1573580695174418
MATS5Z,0.07614306784660765
MATS5c,0.06235800664796369
MATS5d,0.0026905829596412614
MATS5i,-0.07490050293872459
MATS5m,0.07159308581880194
MATS5p,-0.0609134018884459
MATS5s,0.16267775103915988
MATS5v,-0.03295348498510548
MATS6Z,0.15134126106194695
MATS6c,0.06286078227632527
MATS6d,-0.006235986547085195
MATS6i,-0.000963038998149194
MATS6m,0.1518069224040523
MATS6p,0.03489946896572117
MATS6s,0.004230474732006148
MATS6v,0.11145116453643192
MATS7Z,-0.14757690686894226
MATS7c,-0.061741012838156
MATS7d,-0.013410207132180222
MATS7i,0.0588105836255432
MATS7m,-0.142082757965333
MATS7p,0.061030817994847116
MATS7s,-0.23123751185006927
MATS7v,-0.006186253076874817
MATS8Z,-0.007847569578042874
MATS8c,-0.010206591546786879
MATS8d,0.008773640085786702
MATS8i,0.10722258112354183
MATS8m,-0.009638156944026605
MATS8p,0.0872352503311988
MATS8s,0.18445302616685524
MATS8v,0.015067434539706893
MAXdNH,7.327858985198162
MAXsOH,9.085355215354763
MINdNH,7.327858985198162
MINsOH,9.085355215354763
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,36.513620783314664
SpAD_D,381.9471260537929
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-1.4445981878044956
SssNH2,0
SsssAs,0
SsssCH,-1.2964332243967884
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,666
TMWC10,136.78064400558145
TSRW10,65.2595222090071
VE1_Dt,5.404476056902943
VE2_Dt,0.18014920189676475
VE3_Dt,2.7858397983174004
VR1_Dt,182.08574216571517
VR2_Dt,6.069524738857172
VR3_Dt,6.303089975607686
Xc-3dv,0.8493814772097845
Xc-4dv,0.0
Xc-5dv,0.1427127622067635
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1388888888888889
Xch-7d,0.262423035507311
Xp-0dv,15.959868029079312
Xp-1dv,8.908177768874587
Xp-2dv,6.600602013937061
Xp-3dv,4.47705309475923
Xp-4dv,3.0057042756300083
Xp-5dv,1.961538694801133
Xp-6dv,1.1158725327362915
Xp-7dv,0.6159041804663501
Xpc-4d,4.969143464524427
Xpc-5d,6.87052448300285
Xpc-6d,10.322098447819561
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,53
nFRing,0
nHBAcc,6
nHBDon,5
nHRing,1
nSpiro,0
naRing,1
piPC10,5.516699600760536
AATS0dv,9.576923076923077
AATS0pe,6.730311538461537
AATS0se,8.170300153846151
AATS1dv,8.169811320754716
AATS1pe,6.807264150943396
AATS1se,8.078438264150941
AATS2dv,6.52808988764045
AATS2pe,6.679562921348314
AATS2se,8.022769573033708
AATS3dv,4.942622950819672
AATS3pe,6.648316393442623
AATS3se,8.080449704918033
AATS4dv,4.801470588235294
AATS4pe,6.569369117647059
AATS4se,8.043787852941175
AATS5dv,5.285714285714286
AATS5pe,6.564214285714285
AATS5se,8.078876942857141
AATS6dv,4.3046875
AATS6pe,6.41194609375
AATS6se,7.95951496875
AATS7dv,5.0476190476190474
AATS7pe,6.794429523809523
AATS7se,8.32623375238095
AATS8dv,5.880434782608695
AATS8pe,6.797492391304347
AATS8se,8.29127952173913
AATSC0Z,8.023668639053254
AATSC0c,0.03822896573640859
AATSC0d,0.6597633136094677
AATSC0i,1.5046621955587045
AATSC0m,37.79654214940828
AATSC0p,0.20169572935515537
AATSC0s,3.4882478632478637
AATSC0v,44.325194777111015
AATSC1Z,-0.26169476387183244
AATSC1c,-0.025894544850876767
AATSC1d,0.16389416099140333
AATSC1i,-0.1653064235622908
AATSC1m,-1.076876084821926
AATSC1p,0.00823218647322574
AATSC1s,-0.39412997903563934
AATSC1v,2.513721210530356
AATSC2Z,0.48281364270992605
AATSC2c,0.005009616086703738
AATSC2d,-0.08889036633202582
AATSC2i,-0.010789861716668962
AATSC2m,2.15560989812845
AATSC2p,-0.004009358937384315
AATSC2s,0.48314606741573035
AATSC2v,-0.4018878492807489
AATSC3Z,-1.4183722960519933
AATSC3c,0.0031876893288096354
AATSC3d,-0.07338248132699583
AATSC3i,0.1652331509305896
AATSC3m,-6.630671943859733
AATSC3p,-0.0026204935559926324
AATSC3s,-0.5703551912568307
AATSC3v,-4.006744936855117
AATSC4Z,-1.2301166028541595
AATSC4c,-0.006441274718168855
AATSC4d,-0.06530630003480682
AATSC4i,-0.3073035885273945
AATSC4m,-5.77363644607118
AATSC4p,-0.03421101003501532
AATSC4s,-0.6303104575163399
AATSC4v,-6.974927081110783
AATSC5Z,0.61094674556213
