DLiP-ID,T004UL
ATS2s,170.86111111111111
ATS2v,15870.271844976298
ATS3Z,1554.0
ATS3d,316.0
ATS3i,15158.873392550433
ATS3m,5594.278984
ATS3p,133.605697244433
ATS3s,232.94444444444446
ATS3v,18010.64124002333
ATS4Z,1441.0
ATS4d,294.0
ATS4i,15984.699234107282
ATS4m,5096.464051999999
ATS4p,127.471055336678
ATS4s,241.16666666666666
ATS4v,16792.50566349306
ATS5Z,1110.0
ATS5d,227.0
ATS5i,14087.931323969982
ATS5m,3783.4324959999994
ATS5p,103.467446382131
ATS5s,227.58333333333334
ATS5v,13419.609585398783
ATS6Z,775.0
ATS6d,162.0
ATS6i,11044.263907652834
ATS6m,2550.8729970000004
ATS6p,77.670799988735
ATS6s,176.33333333333331
ATS6v,9807.433023094529
ATS7Z,416.0
ATS7d,99.0
ATS7i,7758.676744554538
ATS7m,1257.073782
ATS7p,52.978611166187996
ATS7s,100.16666666666667
ATS7v,6202.494994607755
ATS8Z,194.0
ATS8d,58.0
ATS8i,5598.641699351687
ATS8m,520.680722
ATS8p,31.846178247885998
ATS8s,53.0
ATS8v,3347.4653202010186
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,7
C2SP3,4
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.4
GGI10,0.0
JGI10,0.0
JGT10,0.33746990087219064
Kier1,11.795918367346939
Kier2,4.528616024973985
Kier3,1.8147448015122873
MAXdO,12.353822751322753
MID_C,31.99040559994939
MID_N,4.3580893514652566
MID_O,1.7999437340267976
MID_X,0.0
MID_h,6.158033085492054
MINdO,12.353822751322753
MPC10,131
MWC01,21.0
MWC02,4.653960350157523
MWC03,5.556828061699537
MWC04,6.481577129276431
MWC05,7.405495663199472
MWC06,8.339261982923576
MWC07,9.270211769013573
MWC08,10.207030670918908
MWC09,11.14074521842348
MWC10,12.078676678345069
NaaCH,4
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.8912000000000004
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.117993812416755
SRW05,2.3978952727983707
SRW06,6.698268054115413
SRW07,4.844187086458591
SRW08,8.383661798791715
SRW09,7.080867896690782
SRW10,10.123546350888414
SaaCH,8.15231213781809
SaaNH,3.483148148148148
SaaSe,0
SaaaC,2.1999971655328805
SaasC,2.111944444444445
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.2783333333333333
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.336851851851852
SsssP,0
VE1_A,3.860334699873254
VE1_D,4.18791498623989
VE2_A,0.21446303888184745
VE2_D,0.23266194367999388
VE3_A,1.938540554431504
VE3_D,2.0199896583347208
VR1_A,109.20723521941109
VR1_D,95.20297954149011
VR2_A,6.067068623300616
VR2_D,5.289054418971673
VR3_A,5.281033982606067
VR3_D,5.143797903914404
WPath,527
Xc-3d,1.0883949953038232
Xc-4d,0.0
Xc-5d,0.3609275815006514
Xc-6d,0.0
Xp-0d,12.11251969619286
Xp-1d,8.843336592900531
Xp-2d,8.106675917260125
Xp-3d,7.380976512764304
Xp-4d,6.891463586572887
Xp-5d,5.974261094349117
Xp-6d,4.2913362804008495
Xp-7d,3.2608978353103786
ZMIC0,59.62681415475168
ZMIC1,33.24064854025207
ZMIC2,23.21204230725299
ZMIC3,20.24249405220728
ZMIC4,20.06087859095726
ZMIC5,20.06087859095726
nAcid,0
nAtom,34
nBase,1
nRing,4
piPC1,3.332204510175204
piPC2,3.9560398908449206
piPC3,4.626197553180167
piPC4,5.308577055485652
piPC5,5.85022495104014
piPC6,6.227246644468158
piPC7,6.62455274174778
piPC8,7.010949778645091
piPC9,7.029180977634139
AATS0Z,21.11764705882353
AATS0d,3.5294117647058822
AATS0i,160.83909368119072
AATS0m,83.1934981764706
AATS0p,1.5297208963995297
AATS0s,3.4754901960784315
AATS0v,222.15036942772213
AATS1Z,24.18918918918919
AATS1d,4.378378378378378
AATS1i,145.08188235175137
AATS1m,91.70382608108108
AATS1p,1.886337214864865
AATS1s,2.668918918918919
AATS1v,272.1229825522823
AATS2Z,20.231884057971016
AATS2d,4.0
AATS2i,151.86753612570934
AATS2m,74.99207534782609
AATS2p,1.637844155133985
AATS2s,2.4762479871175525
AATS2v,230.00393978226518
AATS3Z,16.1875
AATS3d,3.2916666666666665
AATS3i,157.90493117240035
AATS3m,58.273739416666665
AATS3p,1.3917260129628437
AATS3s,2.4265046296296298
AATS3v,187.61084625024304
AATS4Z,14.41
AATS4d,2.94
AATS4i,159.84699234107282
AATS4m,50.964640519999996
AATS4p,1.27471055336678
AATS4s,2.4116666666666666
AATS4v,167.9250566349306
AATS5Z,12.758620689655173
AATS5d,2.6091954022988504
AATS5i,161.93024510310323
AATS5m,43.48772983908045
AATS5p,1.1892809928980574
AATS5s,2.6159003831417627
AATS5v,154.24838603906647
AATS6Z,11.397058823529411
AATS6d,2.3823529411764706
AATS6i,162.41564570077696
AATS6m,37.51283819117648
AATS6p,1.1422176468931617
AATS6s,2.5931372549019605
AATS6v,144.22695622197836
AATS7Z,8.666666666666666
AATS7d,2.0625
AATS7i,161.6390988448862
AATS7m,26.189037125
AATS7p,1.1037210659622498
AATS7s,2.086805555555556
AATS7v,129.21864572099489
AATS8Z,5.705882352941177
AATS8d,1.7058823529411764
AATS8i,164.66593233387314
AATS8m,15.314138882352939
AATS8p,0.9366523014084117
AATS8s,1.5588235294117647
AATS8v,98.45486235885349
AMID_C,1.777244755552744
AMID_N,0.24211607508140315
AMID_O,0.09999687411259987
AMID_X,0.0
AMID_h,0.342112949194003
ATS0dv,222.0
ATS0pe,205.29430000000002
ATS0se,254.35815200000002
ATS1dv,244.0
ATS1pe,235.9075
ATS1se,282.03857199999993
ATS2dv,368.0
ATS2pe,430.83250000000004
ATS2se,522.864652
ATS3dv,387.0
ATS3pe,583.1442000000001
ATS3se,720.872936
ATS4dv,324.0
ATS4pe,597.1261000000001
ATS4se,744.435848
ATS5dv,200.0
ATS5pe,521.4525
ATS5se,653.6677599999999
ATS6dv,118.0
ATS6pe,404.63050000000004
ATS6se,509.72218
ATS7dv,36.0
ATS7pe,273.42499999999995
ATS7se,348.776664
ATS8dv,12.0
ATS8pe,181.745
ATS8se,237.25690400000002
ATSC0Z,236.1176470588235
ATSC0c,0.41715698551389024
ATSC0d,21.058823529411764
ATSC0i,51.372817329829715
ATSC0m,1130.1385369411764
ATSC0p,7.913696383662116
ATSC0s,36.58496732026145
ATSC0v,1760.095624329701
ATSC1Z,18.93079584775087
ATSC1c,-0.15297808206185975
ATSC1d,8.67128027681661
ATSC1i,-4.617023677601063
ATSC1m,90.80931379930789
ATSC1p,0.20717261240487408
ATSC1s,0.3568819684736644
ATSC1v,94.72153500034887
ATSC2Z,2.1730103806228396
ATSC2c,-0.14085416675956236
ATSC2d,4.262975778546716
ATSC2i,-7.709413499999663
ATSC2m,10.466842972318208
ATSC2p,-0.412899353269766
ATSC2s,0.5448865820838142
ATSC2v,-23.653429960524406
ATSC3Z,8.256055363321805
ATSC3c,0.10196048183854695
ATSC3d,-3.401384083044981
ATSC3i,5.525398269843379
ATSC3m,37.28796363667816
ATSC3p,0.17735918490937463
ATSC3s,1.943098808150712
ATSC3v,13.472803828019103
ATSC4Z,19.712802768166096
ATSC4c,0.035407049399707
ATSC4d,-12.055363321799307
ATSC4i,-10.752418783577069
ATSC4m,85.23830770242213
ATSC4p,-1.7810674069898749
ATSC4s,9.178200692041523
ATSC4v,-191.0871735778989
ATSC5Z,-73.88927335640138
ATSC5c,-0.047424213554048016
ATSC5d,-9.41522491349481
ATSC5i,-0.9596316300456449
ATSC5m,-348.4691085847751
ATSC5p,-0.9790931890754785
ATSC5s,-10.555651672433683
ATSC5v,-315.11240483251703
ATSC6Z,-98.41176470588235
ATSC6c,0.025493701222315604
ATSC6d,-6.882352941176472
ATSC6i,-3.524221450891243
ATSC6m,-463.93540076470595
ATSC6p,-1.0120683198588831
ATSC6s,-15.486928104575163
ATSC6v,-427.076174849686
ATSC7Z,-85.81314878892734
ATSC7c,-0.05265991145116685
ATSC7d,-1.8477508650519048
ATSC7i,-4.026828005530608
ATSC7m,-408.0663606228373
ATSC7p,-1.3878783771439314
ATSC7s,-9.525182622068437
ATSC7v,-471.38162238052075
ATSC8Z,5.764705882352932
ATSC8c,0.0027861438227409483
ATSC8d,3.411764705882352
ATSC8i,-6.884415789470477
ATSC8m,23.784456588235386
ATSC8p,-0.829287891864589
ATSC8s,1.3660130718954258
ATSC8v,-116.92329216351831
AXp-0d,0.6729177608996033
AXp-1d,0.42111126632859675
AXp-2d,0.2615056747503266
AXp-3d,0.1604560111470501
AXp-4d,0.10134505274371892
AXp-5d,0.06493762059075127
AXp-6d,0.04086986933715095
AXp-7d,0.026297563187986924
GATS1Z,0.7932371833717126
GATS1c,1.3658282227995158
GATS1d,0.6564623282500377
GATS1i,1.2328766658591996
GATS1m,0.7973910695903136
GATS1p,0.9952716848611418
GATS1s,0.48791147109592836
GATS1v,0.9212025693696939
GATS2Z,0.907432681267737
GATS2c,1.2343449636522767
GATS2d,1.0787588049550643
GATS2i,1.1837677143569254
GATS2m,0.9095149930251242
GATS2p,1.0039472865393224
GATS2s,0.5281696021127443
GATS2v,0.9609906225519785
GATS3Z,0.949209018435476
GATS3c,0.9759833161407788
GATS3d,1.1671176675977653
GATS3i,0.9860500573554782
GATS3m,0.9496920398432437
GATS3p,0.9547132263652194
GATS3s,0.8520286679321125
GATS3v,0.9538744788907279
GATS4Z,0.9433856502242154
GATS4c,1.0841207599588196
GATS4d,1.253631284916201
GATS4i,1.0553611035720167
GATS4m,0.9460998908540474
GATS4p,1.0350284236345515
GATS4s,0.7729723090665476
GATS4v,1.0003690927820335
GATS5Z,1.1373640533993092
GATS5c,1.293012625094506
GATS5d,1.1437584280485456
GATS5i,0.9499892364195783
GATS5m,1.1311482762025065
GATS5p,0.9975552932759948
GATS5s,1.6898284332599216
GATS5v,1.0168960211056204
GATS6Z,1.2311285500747384
GATS6c,1.0343302339082536
GATS6d,1.0485335195530725
GATS6i,0.9449585965490237
GATS6m,1.222970130338515
GATS6p,1.018265576440822
GATS6s,1.9685406431442602
GATS6v,1.071847032322018
GATS7Z,1.228730692575984
GATS7c,0.6496079016620404
GATS7d,0.7345495810055865
GATS7i,0.9262398769911009
GATS7m,1.2284631407403839
GATS7p,1.1115959525142307
GATS7s,1.2123367016525233
GATS7v,1.1873296798637656
GATS8Z,0.9248878923766817
GATS8c,0.1897629576956207
GATS8d,0.414804469273743
GATS8i,0.9295789627906879
GATS8m,0.9357677503211724
GATS8p,1.1109109711927478
GATS8s,0.18570790531487266
GATS8v,1.1172996189259117
MATS1Z,0.073674571432419
MATS1c,-0.33698214022090983
MATS1d,0.37837837837837845
MATS1i,-0.08258590100684834
MATS1m,0.07383731616663936
MATS1p,0.02405637312719317
MATS1s,0.008963943845587442
MATS1v,0.049452660036018885
MATS2Z,0.004534852653394285
MATS2c,-0.1663795727319715
MATS2d,0.09974900817747558
MATS2i,-0.07394652721482416
MATS2m,0.0045636659837415584
MATS2p,-0.025709560042746465
MATS2s,0.0073389388378611075
MATS2v,-0.006621977324851481
MATS3Z,0.012383740242484648
MATS3c,0.08656454341763138
MATS3d,-0.05720437616387335
MATS3i,0.03809236068701867
MATS3m,0.011685429136620584
MATS3p,0.00793746793871845
MATS3s,0.01881048086943576
MATS3v,0.0027109993096202443
MATS4Z,0.02838565022421526
MATS4c,0.028858192991951068
MATS4d,-0.19463687150837988
MATS4i,-0.0711625831798297
MATS4m,0.02564378053797132
MATS4p,-0.07652086825402431
MATS4s,0.08529700759267528
MATS4v,-0.0369125620894763
MATS5Z,-0.12229610157552015
MATS5c,-0.04442835992894097
MATS5d,-0.1747254864188018
MATS5i,-0.0073001340517006375
MATS5m,-0.12050144769007157
MATS5p,-0.04835087187051157
MATS5s,-0.11275661856432212
MATS5v,-0.06996629893225938
MATS6Z,-0.208395615346288
MATS6c,0.030556483659155614
MATS6d,-0.16340782122905032
MATS6i,-0.03430044947958206
MATS6m,-0.20525598658921482
MATS6p,-0.06394409583038248
MATS6s,-0.2116569897275569
MATS6v,-0.12132186710376315
MATS7Z,-0.25743232021258927
MATS7c,-0.08941662708894316
MATS7d,-0.06215083798882687
MATS7i,-0.05552229081781933
MATS7m,-0.2557624538877407
MATS7p,-0.12422520014454876
MATS7s,-0.1844201280333482
MATS7v,-0.1897029407024556
MATS8Z,0.024414549078226173
MATS8c,0.006678885694096035
MATS8d,0.16201117318435748
MATS8i,-0.1340089204232338
MATS8m,0.02104561149875501
MATS8p,-0.10479147185589023
MATS8s,0.03733809736489506
MATS8v,-0.06643007944982894
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.493088750518012
SpAD_D,120.57971148556305
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,5.320766093474427
SssNH2,0
SsssAs,0
SsssCH,0.42949074074074056
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,923
TMWC10,114.13378752395758
TSRW10,66.40762038785361
VE1_Dt,4.240358596250118
VE2_Dt,0.23557547756945102
VE3_Dt,2.032434505157049
VR1_Dt,89.74725278252895
VR2_Dt,4.985958487918275
VR3_Dt,5.084784082136606
Xc-3dv,0.5715616723859211
Xc-4dv,0.0
Xc-5dv,0.1434252407580065
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.4138605412657321
Xch-7d,0.789891702312408
Xp-0dv,10.27774713784469
Xp-1dv,6.722605651854344
Xp-2dv,5.364490793687947
Xp-3dv,4.307499094324464
Xp-4dv,3.4837854910975645
Xp-5dv,2.6891445765003823
Xp-6dv,1.646622364984817
Xp-7dv,1.121953234978828
Xpc-4d,3.05943872188356
Xpc-5d,5.837913738655119
Xpc-6d,9.983944548146905
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,37
nFRing,1
nHBAcc,2
nHBDon,1
nHRing,3
nSpiro,0
naRing,2
piPC10,7.194483771921457
AATS0dv,6.529411764705882
AATS0pe,6.038067647058824
AATS0se,7.481122117647059
AATS1dv,6.594594594594595
AATS1pe,6.375878378378379
AATS1se,7.622664108108106
AATS2dv,5.333333333333333
AATS2pe,6.243949275362319
AATS2se,7.5777485797101445
AATS3dv,4.03125
AATS3pe,6.07441875
AATS3se,7.509093083333333
AATS4dv,3.24
AATS4pe,5.971261000000001
AATS4se,7.44435848
AATS5dv,2.2988505747126435
AATS5pe,5.993706896551724
AATS5se,7.5134225287356315
AATS6dv,1.7352941176470589
AATS6pe,5.950448529411766
AATS6se,7.495914411764706
AATS7dv,0.75
AATS7pe,5.696354166666666
AATS7se,7.2661805
AATS8dv,0.35294117647058826
AATS8pe,5.3454411764705885
AATS8se,6.978144235294118
AATSC0Z,6.944636678200691
AATSC0c,0.012269323103349713
AATSC0d,0.6193771626297577
AATSC0i,1.510965215583227
AATSC0m,33.239368733564014
AATSC0p,0.23275577599006225
AATSC0s,1.076028450595925
AATSC0v,51.76751836263826
AATSC1Z,0.5116431310202938
AATSC1c,-0.004134542758428642
AATSC1d,0.23435892640044892
AATSC1i,-0.12478442371894764
AATSC1m,2.4543057783596725
AATSC1p,0.005599259794726327
AATSC1s,0.009645458607396334
AATSC1v,2.560041486495915
AATSC2Z,0.03149290406699767
AATSC2c,-0.0020413647356458315
AATSC2d,0.06178225766009733
AATSC2i,-0.11173063043477773
AATSC2m,0.1516933764104088
AATSC2p,-0.005984048598112551
AATSC2s,0.007896906986721946
AATSC2v,-0.34280333276122327
AATSC3Z,0.0860005767012688
AATSC3c,0.001062088352484864
AATSC3d,-0.03543108419838522
AATSC3i,0.0575562319775352
AATSC3m,0.3884162878820641
AATSC3p,0.0018474915094726524
AATSC3s,0.02024061258490325
AATSC3v,0.14034170654186565
AATSC4Z,0.19712802768166096
AATSC4c,0.00035407049399707
AATSC4d,-0.12055363321799308
AATSC4i,-0.10752418783577068
AATSC4m,0.8523830770242213
AATSC4p,-0.01781067406989875
AATSC4s,0.09178200692041523
AATSC4v,-1.910871735778989
AATSC5Z,-0.8493019926023146
AATSC5c,-0.0005451059029200921
AATSC5d,-0.10822097601718174
AATSC5i,-0.011030248621214309
AATSC5m,-4.005392052698564
AATSC5p,-0.011253944702016993
AATSC5s,-0.12132932956820325
AATSC5v,-3.621981664741575
AATSC6Z,-1.4472318339100345
AATSC6c,0.00037490737091640594
AATSC6d,-0.10121107266435989
AATSC6i,-0.05182678604251828
AATSC6m,-6.822579423010382
AATSC6p,-0.014883357644983575
