DLiP-ID,C001NZ
apol,39.766723
bpol,15.833276999999997
nRot,3
ABCGG,13.617366508484112
ATS0Z,1100.0
ATS0d,119.0
ATS0i,5134.5804784761385
ATS0m,4472.593216
ATS0p,56.959845953339
ATS0s,143.94974089315653
ATS0v,8388.293143244358
ATS1Z,1028.0
ATS1d,147.0
ATS1i,5033.404315629301
ATS1m,4002.4400359999995
ATS1p,67.1735554
ATS1s,122.63168724279836
ATS1v,9995.1643124283
ATS2Z,1484.0
ATS2d,215.0
ATS2i,8040.465436405401
ATS2m,5709.058504999999
ATS2p,97.95962678
ATS2s,185.93415637860085
ATS2v,14226.308290863672
ATS3Z,1542.0
ATS3d,224.0
ATS3i,10256.170190466886
ATS3m,5795.953608
ATS3p,106.806658490245
ATS3s,207.47119341563788
ATS3v,14853.08211423484
ATS4Z,1539.0
ATS4d,200.0
ATS4i,10321.710002425723
ATS4m,5789.868582
ATS4p,95.899517034792
ATS4s,222.16255144032922
ATS4v,13468.916282907827
ATS5Z,1331.0
ATS5d,187.0
ATS5i,9734.060570014331
ATS5m,4996.343939
ATS5p,86.19756019649
ATS5s,213.39094650205763
ATS5v,12228.789959676902
ATS6Z,1352.0
ATS6d,163.0
ATS6i,7840.285621615147
ATS6m,5190.487292
ATS6p,82.348229427396
ATS6s,184.26543209876544
ATS6v,11677.703637842802
ATS7Z,1301.0
ATS7d,134.0
ATS7i,7743.484130514558
ATS7m,4880.696736
ATS7p,75.86083119254701
ATS7s,179.50617283950618
ATS7v,10296.73273257092
ATS8Z,716.0
ATS8d,113.0
ATS8i,6364.595361993375
ATS8m,2568.501354
ATS8p,58.511748759094
ATS8s,99.04938271604938
ATS8v,7639.911286241502
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.01510458116518723
JGI10,0.0025174301941978715
JGT10,0.3623539019106129
Kier1,15.879017013232515
Kier2,7.513007284079085
Kier3,4.05
MAXdO,12.32065948601663
MID_C,31.138644357982304
MID_N,8.224809392076443
MID_O,1.7840106823230075
MID_X,1.779250075149727
MID_h,11.788070149549178
MINdO,12.32065948601663
MPC10,54
MWC01,23.0
MWC02,4.6913478822291435
MWC03,5.5254529391317835
MWC04,6.3818160174060985
MWC05,7.232010331664759
MWC06,8.094073148069352
MWC07,8.95040315983296
MWC08,9.815475675212914
MWC09,10.67509927304084
MWC10,11.542124979374655
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.173000000000002
SRW02,3.8501476017100584
SRW03,0.0
SRW04,5.14166355650266
SRW05,2.3978952727983707
SRW06,6.626717749249025
SRW07,4.442651256490317
SRW08,8.19836438996762
SRW09,6.293419278846481
SRW10,9.815584869360217
SaaCH,17.5057329685862
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.2665317145376678
SaasN,1.7039940791131267
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.26284769463340885
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.8076535336356763
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.022820185238506
VE1_D,4.517208567265184
VE2_A,0.19156286596373837
VE2_D,0.21510516986977068
VE3_A,2.133920540013664
VE3_D,2.2498315741824855
VR1_A,162.69087261995264
VR1_D,112.51099044112983
VR2_A,7.747184410473936
VR2_D,5.357666211482373
VR3_A,5.833789257933611
VR3_D,5.464988254412264
WPath,965
Xc-3d,1.1449447628442508
Xc-4d,0.0
Xc-5d,0.2757834230632086
Xc-6d,0.0
Xp-0d,14.656489770562878
Xp-1d,10.237183443017882
Xp-2d,8.97582937478874
Xp-3d,7.5258776070534195
Xp-4d,6.16430118275777
Xp-5d,4.447355901023879
Xp-6d,2.9121926156822022
Xp-7d,1.969980458904129
ZMIC0,66.34707718979335
ZMIC1,47.806474703476994
ZMIC2,33.51287578003305
ZMIC3,24.929229296672176
ZMIC4,24.0625
ZMIC5,24.0625
nAcid,0
nAtom,32
nBase,0
nRing,3
piPC1,3.5115454388310208
piPC2,4.098502572370764
piPC3,4.666970586893538
piPC4,5.2179881595041415
piPC5,5.63210743794931
piPC6,5.829496936194419
piPC7,6.172548359045047
piPC8,6.47543271670409
piPC9,6.706040636018586
AATS0Z,34.375
AATS0d,3.71875
AATS0i,160.45563995237933
AATS0m,139.768538
AATS0p,1.7799951860418437
AATS0s,4.498429402911142
AATS0v,262.1341607263862
AATS1Z,30.235294117647058
AATS1d,4.323529411764706
AATS1i,148.0413034008618
AATS1m,117.71882458823528
AATS1p,1.9756928058823529
AATS1s,3.6068143306705402
AATS1v,293.97542095377355
AATS2Z,28.0
AATS2d,4.056603773584905
AATS2i,151.706895026517
AATS2m,107.71808499999999
AATS2p,1.8482948449056602
AATS2s,3.5081916297849216
AATS2v,268.42091114837115
AATS3Z,23.363636363636363
AATS3d,3.393939393939394
AATS3i,155.39651803737706
AATS3m,87.81747890909091
AATS3p,1.6182827043976515
AATS3s,3.143502930539968
AATS3v,225.04669870052788
AATS4Z,23.676923076923078
AATS4d,3.076923076923077
AATS4i,158.79553849885727
AATS4m,89.07490126153846
AATS4p,1.475377185150646
AATS4s,3.4178854067742956
AATS4v,207.21409666012042
AATS5Z,22.183333333333334
AATS5d,3.1166666666666667
AATS5i,162.23434283357219
AATS5m,83.27239898333333
AATS5p,1.4366260032748335
AATS5s,3.5565157750342937
AATS5v,203.81316599461505
AATS6Z,27.04
AATS6d,3.26
AATS6i,156.80571243230293
AATS6m,103.80974583999999
AATS6p,1.64696458854792
AATS6s,3.685308641975309
AATS6v,233.55407275685604
AATS7Z,27.104166666666668
AATS7d,2.7916666666666665
AATS7i,161.32258605238664
AATS7m,101.68118199999999
AATS7p,1.5804339831780627
AATS7s,3.7397119341563787
AATS7v,214.51526526189414
AATS8Z,17.9
AATS8d,2.825
AATS8i,159.1148840498344
AATS8m,64.21253385
AATS8p,1.4627937189773499
AATS8s,2.4762345679012343
AATS8v,190.99778215603754
AMID_C,1.482792588475348
AMID_N,0.39165759009887824
AMID_O,0.08495288963442893
AMID_X,0.0847261940547489
AMID_h,0.5613366737880561
ATS0dv,297.60493827160496
ATS0pe,209.56310000000002
ATS0se,253.244729
ATS1dv,313.1111111111111
ATS1pe,227.6561
ATS1se,268.654814
ATS2dv,413.44444444444446
ATS2pe,352.8698
ATS2se,419.549856
ATS3dv,371.77777777777777
ATS3pe,423.5315
ATS3se,514.569178
ATS4dv,358.88888888888886
ATS4pe,420.8923
ATS4se,513.4110860000001
ATS5dv,347.0
ATS5pe,389.3061
ATS5se,475.538904
ATS6dv,295.33333333333337
ATS6pe,330.803
ATS6se,400.23851199999996
ATS7dv,247.44444444444446
ATS7pe,323.42420000000004
ATS7se,393.01213600000005
ATS8dv,147.33333333333331
ATS8pe,244.932
ATS8se,303.15443
ATSC0Z,358.875
ATSC0c,0.5132621124167068
ATSC0d,17.46875
ATSC0i,54.02226008366368
ATSC0m,1683.855312875
ATSC0p,7.541337885878718
ATSC0s,38.17481972069807
ATSC0v,1497.6580120078343
ATSC1Z,5.9453125
ATSC1c,-0.29810187946736877
ATSC1d,3.720703125
ATSC1i,-4.357707394945255
ATSC1m,28.384668695312385
ATSC1p,-0.19945016140873212
ATSC1s,-1.0541265830999462
ATSC1v,-7.194217450485965
ATSC2Z,-22.01171875
ATSC2c,0.12933525604178703
ATSC2d,-5.1513671875
ATSC2i,4.926304779267918
ATSC2m,-107.94683357421889
ATSC2p,-0.5249133163144717
ATSC2s,1.0963394683665788
ATSC2v,-241.11581196091078
ATSC3Z,-47.9296875
ATSC3c,-0.15117082663491344
ATSC3d,-4.779296875
ATSC3i,-13.519503914449638
ATSC3m,-223.89815242968757
ATSC3p,-1.153084753625607
ATSC3s,-5.346124277811119
ATSC3v,-292.01149953567943
ATSC4Z,7.72265625
ATSC4c,-0.04187411089723518
ATSC4d,1.8916015625
ATSC4i,-21.755648906730826
ATSC4m,24.71857053515626
ATSC4p,-2.9435584380416158
ATSC4s,-1.5580703788842212
ATSC4v,-262.01434054430365
ATSC5Z,40.046875
ATSC5c,0.2901343770519415
ATSC5d,-0.25390625
ATSC5i,17.116584306915648
ATSC5m,195.75984048437505
ATSC5p,2.1939873491575583
ATSC5s,-6.5100643539952
ATSC5v,434.9987277788574
ATSC6Z,21.9453125
ATSC6c,-0.2690044322600982
ATSC6d,-4.326171875
ATSC6i,-11.552420007087292
ATSC6m,113.15668750781238
ATSC6p,1.1616244419848771
ATSC6s,-10.230659195316072
ATSC6v,61.788853439776645
ATSC7Z,-142.75
ATSC7c,0.11778350623340658
ATSC7d,-0.484375
ATSC7i,14.588383162019317
ATSC7m,-676.3534065000002
ATSC7p,-1.771887854997235
ATSC7s,1.6415746218183198
ATSC7v,-444.50322340168947
ATSC8Z,-70.84375
ATSC8c,-0.03849516776678351
ATSC8d,-2.3359375
ATSC8i,-2.123390499324932
ATSC8m,-331.54614771875
ATSC8p,-0.8348227518364923
ATSC8s,1.5148048720659963
ATSC8v,-137.6391243301506
AXp-0d,0.697928084312518
AXp-1d,0.4450949323051253
AXp-2d,0.28954288305770126
AXp-3d,0.1881469401763355
AXp-4d,0.1232860236551554
AXp-5d,0.07802378773726103
AXp-6d,0.050210217511762106
AXp-7d,0.03229476162137916
GATS1Z,0.5309894072571558
GATS1c,1.5726817985797272
GATS1d,0.7568136377985899
GATS1i,1.1733534917524373
GATS1m,0.5341139802667272
GATS1p,0.8184922109726317
GATS1s,0.5369602266408081
GATS1v,0.7802776291481933
GATS2Z,0.6910484151863463
GATS2c,0.9003435466057981
GATS2d,1.2723529213217672
GATS2i,1.0240222315073115
GATS2m,0.6950029966525003
GATS2p,0.8726670720660237
GATS2s,0.6050229403887871
GATS2v,0.9119382363564957
GATS3Z,0.9842204701138871
GATS3c,1.1771677112905463
GATS3d,1.2099528378598146
GATS3i,1.0782100693844727
GATS3m,0.9844057572191374
GATS3p,1.0347706477104799
GATS3s,0.9694123626934659
GATS3v,1.0484894544501382
GATS4Z,1.0678026953889024
GATS4c,1.2362272555235783
GATS4d,0.9419017476262558
GATS4i,1.1235064729298962
GATS4m,1.0684462369580283
GATS4p,1.1939770735553572
GATS4s,1.2918679122080114
GATS4v,1.067448981620472
GATS5Z,0.8875653082549635
GATS5c,0.8868540016068754
GATS5d,1.123911747167561
GATS5i,0.7848626006704387
GATS5m,0.8853839892798476
GATS5p,0.8210078783160578
GATS5s,1.666857297515911
GATS5v,0.8268200015346656
GATS6Z,1.0097944966910484
GATS6c,1.4280791112800515
GATS6d,1.2244722719141323
GATS6i,1.0837947840067574
GATS6m,1.0013683291001212
GATS6p,0.8828439079194511
GATS6s,1.7361371291939844
GATS6v,0.8942204821472319
GATS7Z,1.8796876814118195
GATS7c,0.797439619038514
GATS7d,0.9057841383422779
GATS7i,0.7451866084759795
GATS7m,1.8656525518469276
GATS7p,1.2577195924995643
GATS7s,1.3959711206729792
GATS7v,1.1523077919405296
GATS8Z,1.2482061999303378
GATS8c,0.6826083854101587
GATS8d,1.0203935599284437
GATS8i,0.9474588186350879
GATS8m,1.2495214102199943
GATS8p,1.1297335249242741
GATS8s,0.26956132436048086
GATS8v,1.1516334682486382
MATS1Z,0.015592025734013564
MATS1c,-0.5466339088848069
MATS1d,0.20046301168052194
MATS1i,-0.0759200311034577
MATS1m,0.015865366873984887
MATS1p,-0.02489184304079904
MATS1s,-0.02598883620915503
MATS1v,-0.004521077665531331
MATS2Z,-0.03703265577045668
MATS2c,0.15214294861422037
MATS2d,-0.17804705167583623
MATS2i,0.055058279537177825
MATS2m,-0.03870608489219946
MATS2p,-0.042025539705542424
MATS2s,0.01733972330274965
MATS2v,-0.09720467356222888
MATS3Z,-0.06475412431525285
MATS3c,-0.14280217548519172
MATS3d,-0.13265029544099313
MATS3i,-0.12133722244631283
MATS3m,-0.06446912578288
MATS3p,-0.07413424569453844
MATS3s,-0.06789973796531193
MATS3v,-0.09453515553821082
MATS4Z,0.010594003697451972
MATS4c,-0.04016455998707615
MATS4d,0.05330948121645796
MATS4i,-0.19826037065724073
MATS4m,0.007226952532239963
MATS4p,-0.19215906828928003
MATS4s,-0.02009308854091522
MATS4v,-0.08612892550279574
MATS5Z,0.059514687100894
MATS5c,0.30148014179171145
MATS5d,-0.007751937984496124
MATS5i,0.1689830256925683
MATS5m,0.06200369322710556
MATS5p,0.15516167077044063
MATS5s,-0.09095090291279792
MATS5v,0.1549080762243094
MATS6Z,0.03913618948101707
MATS6c,-0.3354286873734553
MATS6d,-0.15849731663685152
MATS6i,-0.13686115303368573
MATS6m,0.043008612112492114
MATS6p,0.09858192990694988
MATS6s,-0.1715167729122823
MATS6v,0.026404470102250683
MATS7Z,-0.26518054104261
MATS7c,0.1529868182149924
MATS7d,-0.018485390578413835
MATS7i,0.18002928347717465
MATS7m,-0.2677797002820471
MATS7p,-0.15663779927035004
MATS7s,0.028667668615573003
MATS7v,-0.19786592125295083
MATS8Z,-0.15792406826889585
MATS8c,-0.06000079387980242
MATS8d,-0.10697674418604651
MATS8i,-0.031444674784601175
MATS8m,-0.15751764189414633
MATS8p,-0.08855964439940683
MATS8s,0.03174458730962246
MATS8v,-0.0735223252446664
MAXaaN,3.7426778033808157
MAXsCl,6.117364750426919
MINaaN,3.7426778033808157
MINsCl,6.117364750426919
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,27.48985912430982
SpAD_D,189.93097160969728
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,519
TMWC10,116.90780340596251
TSRW10,67.76644397492475
VE1_Dt,4.514850516983579
VE2_Dt,0.2149928817611228
VE3_Dt,2.2493094229624404
VR1_Dt,112.64331535555753
VR2_Dt,5.363967397883692
VR3_Dt,5.466163669905158
Xc-3dv,0.5192677694669996
Xc-4dv,0.0
Xc-5dv,0.0868221501508708
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.25343678769327627
Xch-7d,0.3366287157222769
Xp-0dv,11.65728518788768
Xp-1dv,6.6261906857199415
Xp-2dv,4.760649201662915
Xp-3dv,3.2727074461375896
Xp-4dv,2.1051988255290004
Xp-5dv,1.3120598665313656
Xp-6dv,0.6971997486712557
Xp-7dv,0.365489465732568
Xpc-4d,2.7791405483432987
Xpc-5d,4.3340064977315755
Xpc-6d,6.091284905527858
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,34
nFRing,0
nHBAcc,4
nHBDon,1
nHRing,1
nSpiro,0
naRing,3
piPC10,6.8033491688455445
AATS0dv,9.300154320987655
AATS0pe,6.548846875000001
AATS0se,7.91389778125
AATS1dv,9.209150326797385
AATS1pe,6.695767647058823
AATS1se,7.901612176470588
AATS2dv,7.80083857442348
AATS2pe,6.657920754716981
AATS2se,7.916035018867924
AATS3dv,5.632996632996633
AATS3pe,6.417143939393939
AATS3se,7.7965026969696964
AATS4dv,5.521367521367521
AATS4pe,6.475266153846153
AATS4se,7.898632092307693
AATS5dv,5.783333333333333
AATS5pe,6.488435
AATS5se,7.9256484
AATS6dv,5.906666666666667
AATS6pe,6.61606
AATS6se,8.00477024
AATS7dv,5.155092592592593
AATS7pe,6.738004166666667
AATS7se,8.187752833333334
AATS8dv,3.6833333333333327
AATS8pe,6.1232999999999995
AATS8se,7.57886075
AATSC0Z,11.21484375
AATSC0c,0.01603944101302209
AATSC0d,0.5458984375
AATSC0i,1.68819562761449
AATSC0m,52.62047852734375
AATSC0p,0.23566680893370995
AATSC0s,1.1929631162718146
AATSC0v,46.80181287524482
AATSC1Z,0.17486213235294118
AATSC1c,-0.008767702337275552
AATSC1d,0.10943244485294118
AATSC1i,-0.12816786455721338
AATSC1m,0.8348431969209525
AATSC1p,-0.005866181217903886
AATSC1s,-0.031003723032351358
AATSC1v,-0.21159463089664604
AATSC2Z,-0.41531544811320753
AATSC2c,0.0024402878498450383
AATSC2d,-0.09719560731132075
AATSC2i,0.09294914677863995
AATSC2m,-2.0367327089475262
AATSC2p,-0.009904024836122108
AATSC2s,0.020685650346539224
AATSC2v,-4.5493549426586934
AATSC3Z,-0.7262073863636364
AATSC3c,-0.0022904670702259614
AATSC3d,-0.07241358901515152
AATSC3i,-0.20484096840075208
AATSC3m,-3.39239624893466
AATSC3p,-0.0174709811155395
AATSC3s,-0.08100188299713816
AATSC3v,-4.424416659631507
AATSC4Z,0.11881009615384615
AATSC4c,-0.0006442170907266951
AATSC4d,0.0291015625
AATSC4i,-0.3347022908727819
AATSC4m,0.3802857005408655
AATSC4p,-0.045285514431409477
AATSC4s,-0.02397031352129571
AATSC4v,-4.030989854527748
AATSC5Z,0.6674479166666667
AATSC5c,0.0048355729508656915
AATSC5d,-0.004231770833333333
AATSC5i,0.2852764051152608
AATSC5m,3.2626640080729175
AATSC5p,0.03656645581929264
AATSC5s,-0.10850107256658667
AATSC5v,7.2499787963142905
AATSC6Z,0.43890625
AATSC6c,-0.005380088645201964
