DLiP-ID,C003EY
ATS5i,6985.500171025739
ATS5m,1155.2093089999996
ATS5p,42.784405973339
ATS5s,108.99999999999999
ATS5v,4946.36018747859
ATS6Z,102.0
ATS6d,34.0
ATS6i,4629.838988431987
ATS6m,193.76380799999993
ATS6p,18.644543138188002
ATS6s,52.0
ATS6v,1812.6949135390557
ATS7Z,10.0
ATS7d,10.0
ATS7i,1849.17652024249
ATS7m,10.16064
ATS7p,4.446129048489999
ATS7s,10.0
ATS7v,310.8374443093026
ATS8Z,0.0
ATS8d,0.0
ATS8i,0.0
ATS8m,0.0
ATS8p,0.0
ATS8s,0.0
ATS8v,0.0
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,8
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.3887226970560304
Kier1,8.591715976331361
Kier2,3.3950617283950617
Kier3,1.5625
MID_C,20.804458538054313
MID_N,3.5530325493854065
MID_O,0.0
MID_X,0.0
MID_h,3.5530325493854065
MPC10,6
MWC01,13.0
MWC02,4.143134726391533
MWC03,4.990432586778736
MWC04,5.860786223465865
MWC05,6.725033642166843
MWC06,7.598399329323964
MWC07,8.46695197497949
MWC08,9.339876293325217
MWC09,10.209905507043057
MWC10,11.08221946899627
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,2
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.0042
SRW02,3.295836866004329
SRW03,0.0
SRW04,4.59511985013459
SRW05,0.0
SRW06,6.129050210060545
SRW07,0.0
SRW08,7.771067086065406
SRW09,0.0
SRW10,9.463198053273784
SaaCH,11.52148148148148
SaaNH,0
SaaSe,0
SaaaC,2.0509259259259265
SaasC,1.5551851851851857
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,11.539074074074074
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.267059037303192
VE1_D,3.4295280129493277
VE2_A,0.272254919775266
VE2_D,0.2857940010791106
VE3_A,1.366211760049488
VE3_D,1.4147442029491586
VR1_A,46.96109406544896
VR1_D,48.26271536924617
VR2_A,3.91342450545408
VR2_D,4.021892947437181
VR3_A,4.03164102985861
VR3_D,4.058980880829596
WPath,176
Xc-3d,0.7435700477669404
Xc-4d,0.0
Xc-5d,0.24800564528543081
Xc-6d,0.0
Xp-0d,8.55204176387779
Xp-1d,5.787693700234703
Xp-2d,5.144084308993037
Xp-3d,4.4055937154310625
Xp-4d,3.6203703052172402
Xp-5d,2.8013465729780425
Xp-6d,1.5333729506465308
Xp-7d,1.0092362831578825
ZMIC0,40.59620690667267
ZMIC1,35.210633028613586
ZMIC2,22.76249800031398
ZMIC3,18.228377210293413
ZMIC4,17.474090110912826
ZMIC5,17.474090110912826
nAcid,0
nAtom,22
nBase,0
nRing,2
piPC1,2.970414465569701
piPC2,3.6506582412937387
piPC3,4.3208159036289855
piPC4,4.937168142214383
piPC5,5.490228215431148
piPC6,5.641796249194774
piPC7,5.941978828596703
piPC8,6.136257967948038
piPC9,6.423399143512001
AATS0Z,21.272727272727273
AATS0d,3.272727272727273
AATS0i,160.8909184892041
AATS0m,83.87245218181816
AATS0p,1.5797785931131825
AATS0s,3.505050505050505
AATS0v,228.75612764754385
AATS1Z,23.652173913043477
AATS1d,3.869565217391304
AATS1i,149.1893207544609
AATS1m,89.23914073913045
AATS1p,1.911611089565217
AATS1s,3.4347826086956523
AATS1v,275.5213512753194
AATS2Z,21.38888888888889
AATS2d,3.8333333333333335
AATS2i,145.82084326763606
AATS2m,80.23320938888891
AATS2p,1.8082926324916113
AATS2s,2.987654320987654
AATS2v,253.0897638835832
AATS3Z,18.130434782608695
AATS3d,3.1956521739130435
AATS3i,152.3289380228999
AATS3m,66.07078734782608
AATS3p,1.5702645878129564
AATS3s,3.0024154589371976
AATS3v,213.7116955534927
AATS4Z,13.708333333333334
AATS4d,2.4166666666666665
AATS4i,158.8327660047103
AATS4m,46.92437674999999
AATS4p,1.298106639356125
AATS4s,2.875
AATS4v,166.3475601897889
AATS5Z,8.952380952380953
AATS5d,1.8571428571428572
AATS5i,166.32143264347
AATS5m,27.504983547619037
AATS5p,1.0186763326985475
AATS5s,2.595238095238095
AATS5v,117.77048065425214
AATS6Z,3.923076923076923
AATS6d,1.3076923076923077
AATS6i,178.0707303243072
AATS6m,7.452454153846151
AATS6p,0.7170978130072309
AATS6s,2.0
AATS6v,69.71903513611753
AATS7Z,1.0
AATS7d,1.0
AATS7i,184.91765202424898
AATS7m,1.016064
AATS7p,0.44461290484899985
AATS7s,1.0
AATS7v,31.08374443093026
AMID_C,1.7337048781711928
AMID_N,0.2960860457821172
AMID_O,0.0
AMID_X,0.0
AMID_h,0.2960860457821172
ATS0dv,136.0
ATS0pe,131.90820000000002
ATS0se,162.99307200000007
ATS1dv,156.0
ATS1pe,147.44350000000003
ATS1se,176.308308
ATS2dv,212.0
ATS2pe,221.48300000000006
ATS2se,267.96916000000004
ATS3dv,199.0
ATS3pe,280.698
ATS3se,343.1299920000001
ATS4dv,120.0
ATS4pe,287.179
ATS4se,356.35204799999997
ATS5dv,45.0
ATS5pe,241.16260000000005
ATS5se,306.430516
ATS6dv,0.0
ATS6pe,143.08800000000002
ATS6se,187.23571200000004
ATS7dv,0.0
ATS7pe,48.400000000000006
ATS7se,67.18464000000002
ATS8dv,0.0
ATS8pe,0.0
ATS8se,0.0
ATSC0Z,147.27272727272728
ATSC0c,0.4575198368061566
ATSC0d,13.090909090909092
ATSC0i,35.38889445808543
ATSC0m,707.5346018181815
ATSC0p,5.040627026449089
ATSC0s,15.999999999999998
ATSC0v,1137.1935888676207
ATSC1Z,-6.512396694214885
ATSC1c,-0.2915784275759815
ATSC1d,6.586776859504131
ATSC1i,14.654319834072878
ATSC1m,-26.134274173554125
ATSC1p,1.3873617882745903
ATSC1s,-7.1111111111111125
ATSC1v,206.93411219806495
ATSC2Z,11.917355371900825
ATSC2c,0.07197022641933594
ATSC2d,-1.2396694214876058
ATSC2i,-3.8719074617946405
ATSC2m,56.279828842974766
ATSC2p,-0.050211729225961454
ATSC2s,0.8888888888888882
ATSC2v,27.090764719022552
ATSC3Z,-22.661157024793397
ATSC3c,0.02729515460483564
ATSC3d,-8.00826446280992
ATSC3i,-15.106548091161809
ATSC3m,-111.11625525619867
ATSC3p,-1.586113875958459
ATSC3s,0.3333333333333313
ATSC3v,-298.6308623991422
ATSC4Z,-77.86776859504131
ATSC4c,-0.058311251516291886
ATSC4d,-10.743801652892563
ATSC4i,-25.87782970419515
ATSC4m,-377.53868614876035
ATSC4p,-3.5872600735703792
ATSC4s,-3.1111111111111125
ATSC4v,-756.8140326244938
ATSC5Z,-50.24793388429752
ATSC5c,0.11830610697861986
ATSC5d,-2.628099173553718
ATSC5i,-9.107381047321347
ATSC5m,-245.055602471074
ATSC5p,-2.255317199470177
ATSC5s,2.3333333333333344
ATSC5v,-506.0358321749854
ATSC6Z,-7.685950413223129
ATSC6c,-0.2424188933061223
ATSC6d,5.438016528925623
ATSC6i,12.05528993694708
ATSC6m,-32.50844360330533
ATSC6p,1.1171582895717955
ATSC6s,-5.777777777777776
ATSC6v,161.12647347166103
ATSC7Z,79.4214876033058
ATSC7c,0.145977165992526
ATSC7d,4.049586776859505
ATSC7i,9.559609304410277
ATSC7m,382.30613190082676
ATSC7p,2.4540692871540455
ATSC7s,4.444444444444448
ATSC7v,597.7325823760626
ATSC8Z,0.0
ATSC8c,0.0
ATSC8d,0.0
ATSC8i,0.0
ATSC8m,0.0
ATSC8p,0.0
ATSC8s,0.0
ATSC8v,0.0
AXp-0d,0.7126701469898159
AXp-1d,0.44520720771036176
AXp-2d,0.2857824616107243
AXp-3d,0.1835664048096276
AXp-4d,0.120679010173908
AXp-5d,0.08003847351365835
AXp-6d,0.05476331966594753
AXp-7d,0.03881678012145702
GATS1Z,0.9175523349436393
GATS1c,1.7086382946814056
GATS1d,0.6277173913043479
GATS1i,0.744839002528955
GATS1m,0.9099404993884488
GATS1p,0.6737403582607203
GATS1s,1.5217391304347825
GATS1v,0.7235048765251343
GATS2Z,0.8001028806584362
GATS2c,0.5194642834913208
GATS2d,1.3368055555555556
GATS2i,1.0742443538171311
GATS2m,0.8050810884295267
GATS2p,1.0069573955770899
GATS2s,0.5752314814814814
GATS2v,0.9493018351865633
GATS3Z,0.9733494363929146
GATS3c,0.790769917000033
GATS3d,1.4646739130434783
GATS3i,1.2018389932318756
GATS3m,0.9760068094617429
GATS3p,1.1079269669789427
GATS3s,0.8559782608695653
GATS3v,1.0643528158479802
GATS4Z,1.1882716049382718
GATS4c,1.0936254558881027
GATS4d,1.2699652777777777
GATS4i,1.2977561842569403
GATS4m,1.189544929533752
GATS4p,1.2527566716774103
GATS4s,1.1271701388888888
GATS4v,1.2318773909271572
GATS5Z,1.1814814814814816
GATS5c,0.929830737739479
GATS5d,0.8020833333333334
GATS5i,1.0258121250754229
GATS5m,1.1827394114006087
GATS5p,1.1676031256898123
GATS5s,0.9791666666666667
GATS5v,1.1880751978789241
GATS6Z,1.1407407407407408
GATS6c,1.7040486119878275
GATS6d,0.2467948717948718
GATS6i,0.5590348622403898
GATS6m,1.1314970845737304
GATS6p,0.7352774430272734
GATS6s,1.5649038461538463
GATS6v,0.853654583414622
GATS7Z,0.0
GATS7c,0.07730120552680396
GATS7d,0.0
GATS7i,0.0
GATS7m,0.0
GATS7p,0.0
GATS7s,0.0
GATS7v,0.0
MATS1Z,-0.04229736983360177
MATS1c,-0.6095934693998001
MATS1d,0.4812801932367149
MATS1i,0.3960896690362266
MATS1m,-0.03533113620049278
MATS1p,0.2632691733707516
MATS1s,-0.42512077294686
MATS1v,0.17405741539767614
MATS2Z,0.04945130315500685
MATS2c,0.09613092481643146
MATS2d,-0.05787037037037048
MATS2i,-0.06686181377887374
MATS2m,0.048609960062718824
MATS2p,-0.006087525515591226
MATS2s,0.0339506172839506
MATS2v,0.014558178563754425
MATS3Z,-0.07359098228663448
MATS3c,0.02853254291082593
MATS3d,-0.292572463768116
MATS3i,-0.2041564433374699
MATS3m,-0.0751094811831076
MATS3p,-0.1504924283357928
MATS3s,0.009963768115941971
MATS3v,-0.12559291340381484
MATS4Z,-0.24233539094650203
MATS4c,-0.05841493226800524
MATS4d,-0.37615740740740744
MATS4i,-0.33515237278191545
MATS4m,-0.24456551529802784
MATS4p,-0.3261818139739121
MATS4s,-0.08912037037037042
MATS4v,-0.3050255485801946
MATS5Z,-0.17871840094062316
MATS5c,0.13544738517312643
MATS5d,-0.10515873015873012
MATS5i,-0.1348031070933705
MATS5m,-0.18142216381696502
MATS5p,-0.23436699880691603
MATS5s,0.07638888888888894
MATS5v,-0.23308818382108484
MATS6Z,-0.04415954415954408
MATS6c,-0.4483383286356646
MATS6d,0.3514957264957267
MATS6i,0.28824381498351537
MATS6m,-0.03887745492125182
MATS6p,0.18753376881957934
MATS6s,-0.3055555555555555
MATS6v,0.11988968859823791
MATS7Z,1.18641975308642
MATS7c,0.7019362645026098
MATS7d,0.6805555555555557
MATS7i,0.5942864503611965
MATS7m,1.1887383147346813
MATS7p,1.0710874665809655
MATS7s,0.6111111111111117
MATS7v,1.1563657182914495
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,3
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,15.56102753806206
SpAD_D,59.96733733043227
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,230
TMWC10,93.41673975247099
TSRW10,43.25427206553866
VE1_Dt,3.461427947097887
VE2_Dt,0.2884523289248239
VE3_Dt,1.4240027621991358
VR1_Dt,45.668123370122544
VR2_Dt,3.805676947510212
VR3_Dt,4.003722092061042
Xc-3dv,0.31100423396407306
Xc-4dv,0.0
Xc-5dv,0.06894585576580214
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.13608276348795434
Xch-7d,0.3108752284847306
Xp-0dv,6.618802153517008
Xp-1dv,3.8153841409022107
Xp-2dv,2.789600717839002
Xp-3dv,1.9895296377485114
Xp-4dv,1.3585823706613518
Xp-5dv,0.8710112905708615
Xp-6dv,0.3868945341743197
Xp-7dv,0.20039171153160434
Xpc-4d,1.945482830071787
Xpc-5d,3.0981415751581394
Xpc-6d,4.748229500377881
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,23
nFRing,1
nHBAcc,2
nHBDon,2
nHRing,0
nSpiro,0
naRing,2
piPC10,5.445271453983814
AATS0dv,6.181818181818182
AATS0pe,5.995827272727274
AATS0se,7.408776000000003
AATS1dv,6.782608695652174
AATS1pe,6.41058695652174
AATS1se,7.665578608695653
AATS2dv,5.888888888888889
AATS2pe,6.152305555555557
AATS2se,7.443587777777779
AATS3dv,4.326086956521739
AATS3pe,6.102130434782608
AATS3se,7.459347652173915
AATS4dv,2.5
AATS4pe,5.982895833333333
AATS4se,7.424001
AATS5dv,1.0714285714285714
AATS5pe,5.741966666666668
AATS5se,7.295964666666667
AATS6dv,0.0
AATS6pe,5.503384615384617
AATS6se,7.20137353846154
AATS7dv,0.0
AATS7pe,4.840000000000001
AATS7se,6.718464000000002
AATSC0Z,6.694214876033058
AATSC0c,0.020796356218461664
AATSC0d,0.5950413223140496
AATSC0i,1.608586111731156
AATSC0m,32.16066371900825
AATSC0p,0.2291194102931404
AATSC0s,0.7272727272727272
AATSC0v,51.690617675800944
AATSC1Z,-0.2831476823571689
AATSC1c,-0.012677322938086153
AATSC1d,0.28638160258713613
AATSC1i,0.6371443406118642
AATSC1m,-1.136272790154527
AATSC1p,0.060320077751069144
AATSC1s,-0.3091787439613527
AATSC1v,8.997135312959346
AATSC2Z,0.3310376492194674
AATSC2c,0.001999172956092665
AATSC2d,-0.03443526170798905
AATSC2i,-0.10755298504985113
AATSC2m,1.5633285789715212
AATSC2p,-0.0013947702562767071
AATSC2s,0.02469135802469134
AATSC2v,0.7525212421950709
AATSC3Z,-0.49263384836507385
AATSC3c,0.0005933729261920791
AATSC3d,-0.17409270571325913
AATSC3i,-0.3284032193730828
AATSC3m,-2.4155707664391017
AATSC3p,-0.03448073643387954
AATSC3s,0.007246376811594159
AATSC3v,-6.491975269546569
AATSC4Z,-1.6222451790633607
AATSC4c,-0.0012148177399227476
AATSC4d,-0.2238292011019284
AATSC4i,-0.5391214521707323
AATSC4m,-7.865389294765841
AATSC4p,-0.07473458486604957
AATSC4s,-0.06481481481481484
AATSC4v,-15.766959013010288
AATSC5Z,-1.19637937819756
AATSC5c,0.0028168120709195204
AATSC5d,-0.0625737898465171
AATSC5i,-0.2168424058886035
AATSC5m,-5.834657201692238
AATSC5p,-0.05369802855881374
AATSC5s,0.05555555555555558
AATSC5v,-12.048472194642509
AATSC6Z,-0.2956134774316588
AATSC6c,-0.009323803588697012
AATSC6d,0.20915448188175473
AATSC6i,0.4636649975748877
AATSC6m,-1.250324753973282
AATSC6p,0.04296762652199214
AATSC6s,-0.22222222222222215
AATSC6v,6.197172056602347
AATSC7Z,7.94214876033058
AATSC7c,0.014597716599252599
AATSC7d,0.4049586776859505
AATSC7i,0.9559609304410277
AATSC7m,38.23061319008268
AATSC7p,0.24540692871540454
AATSC7s,0.4444444444444448
AATSC7v,59.773258237606264
ATS0are,129.74980000000002
ATS1are,144.11600000000004
ATS2are,215.88
ATS3are,274.918
ATS4are,282.606
ATS5are,238.53090000000003
ATS6are,142.60399999999998
ATS7are,48.400000000000006
ATS8are,0.0
ATSC0dv,63.272727272727266
ATSC0pe,1.4165454545454539
ATSC0se,0.6197163636363631
ATSC1dv,13.851239669421489
ATSC1pe,-0.44837024793388885
ATSC1se,-0.22265438016528727
ATSC2dv,3.7355371900826397
ATSC2pe,0.1400347107437984
ATSC2se,0.040576859504132826
ATSC3dv,-23.479338842975203
ATSC3pe,-0.08334049586777166
ATSC3se,-0.04304548760330475
ATSC4dv,-44.958677685950406
ATSC4pe,-0.443753719008265
ATSC4se,-0.15073533884297446
ATSC5dv,-23.429752066115697
ATSC5pe,-0.022677685950409445
ATSC5se,0.1101309421487593
ATSC6dv,9.58677685950413
ATSC6pe,-0.4045537190082601
ATSC6se,-0.19969970247934
ATSC7dv,33.05785123966942
ATSC7pe,0.5543884297520699
ATSC7se,0.15556892561983268
ATSC8dv,0.0
