DLiP-ID,I000A9
BIC4,0.8328318235285684
BIC5,0.8614188497340226
CIC0,3.8372181151795703
CIC1,1.8970480735900042
CIC2,1.2852419565226958
CIC3,0.7820188830247536
CIC4,0.5957446808510625
CIC5,0.4255319148936145
GGI1,5.0
GGI2,4.444444444444445
GGI3,2.5902777777777777
GGI4,2.067777777777778
GGI5,1.1044444444444446
GGI6,0.677641723356009
GGI7,0.4826743197278911
GGI8,0.26832168052406147
GGI9,0.21250000000000002
JGI1,0.15151515151515152
JGI2,0.09456264775413718
JGI3,0.049813034188034185
JGI4,0.042199546485260774
JGI5,0.026937669376693767
JGI6,0.018823381204333585
JGI7,0.015083572491496597
JGI8,0.009582917161573624
JGI9,0.0085
MIC0,17.22850953277771
MIC1,35.756487393401116
MIC2,42.32063055508009
MIC3,45.13209275755548
MIC4,46.25628268526146
MIC5,46.427857153346565
MPC2,47
MPC3,66
MPC4,85
MPC5,104
MPC6,111
MPC7,123
MPC8,132
MPC9,132
Mare,1.015148936170213
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,1
RNCG,0.1387033695463344
RPCG,0.11376715752035377
SIC0,0.30918053205312834
SIC1,0.6584719185800685
SIC2,0.7686161854923758
SIC3,0.8592121030184686
SIC4,0.8927472947577153
SIC5,0.9233909248269397
SaaN,0
SaaO,0
SaaS,0
Sare,47.71200000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,1.9289359041410374
TIC0,80.71642461540917
TIC1,171.90441657011877
TIC2,200.65930407228225
TIC3,224.31078852668554
TIC4,233.06567602884903
TIC5,241.06567602884908
Vabc,351.73007290789263
WPol,52
apol,55.438480999999996
bpol,25.331518999999997
nRot,3
ABCGG,18.368604918527307
ATS0Z,1278.0
ATS0d,177.0
ATS0i,7637.9439868797335
ATS0m,5104.711273149773
ATS0p,75.99408038243298
ATS0s,350.5
ATS0v,11645.268523273024
ATS1Z,1399.0
ATS1d,227.0
ATS1i,7312.629891767696
ATS1m,5411.939364835204
ATS1p,95.80939126000006
ATS1s,186.44444444444446
ATS1v,14464.198830803323
ATS2Z,2093.0
ATS2d,350.0
ATS2i,13061.72148783619
ATS2m,7973.0848226703965
ATS2p,144.448550069396
ATS2s,304.6666666666666
ATS2v,21485.027442473798
ATS3Z,2462.0
ATS3d,399.0
ATS3i,17965.110661055878
ATS3m,9262.349653931202
ATS3p,168.0942248588859
ATS3s,460.6388888888887
ATS3v,24662.588901329527
ATS4Z,2471.0
ATS4d,366.0
ATS4i,19105.00677270104
ATS4m,9162.583307553594
ATS4p,159.79640662518807
ATS4s,536.4999999999999
ATS4v,23754.65705192322
ATS5Z,2156.0
ATS5d,313.0
ATS5i,18089.319419482334
ATS5m,7864.760645318401
ATS5p,139.67535147133904
ATS5s,550.2222222222222
ATS5v,20634.431752195465
ATS6Z,1854.0
ATS6d,283.0
ATS6i,15501.474495829685
ATS6m,6806.623777041601
ATS6p,130.862861155339
ATS6s,444.38888888888874
ATS6v,18614.434685954788
ATS7Z,1669.0
ATS7d,281.0
ATS7i,16214.500726916975
ATS7m,6054.691055670401
ATS7p,124.18441225897995
ATS7s,381.22222222222223
ATS7v,17194.67333273211
ATS8Z,1472.0
ATS8d,248.0
ATS8i,14904.282562501829
ATS8m,5331.1704813727965
ATS8p,106.46730396697998
ATS8s,366.0555555555555
ATS8v,14915.610528039644
C1SP1,1
C1SP2,3
C1SP3,4
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.18181818181818182
GGI10,0.1811060095908581
JGI10,0.007874174330037308
JGT10,0.4248920945067185
Kier1,23.168044077134986
Kier2,10.29244001810774
Kier3,4.859504132231405
MAXdO,12.766420505734175
MAXsF,14.312975412411184
MAXtN,9.154691575423948
MID_C,45.94530439264583
MID_N,8.236387337400402
MID_O,5.352006172007961
MID_X,1.784943572946907
MID_h,15.37333708235527
MINdO,12.524587310739768
MINsF,14.312975412411184
MINtN,9.154691575423948
MPC10,138
MWC01,33.0
MWC02,5.081404364984463
MWC03,5.958424693029782
MWC04,6.849066282633458
MWC05,7.741099090035366
MWC06,8.637816633739977
MWC07,9.53524597222593
MWC08,10.435438457917067
MWC09,11.336080882134516
MWC10,12.23873826709212
NaaCH,8
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,2.34598
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.541263545158426
SRW05,2.3978952727983707
SRW06,7.085901464365611
SRW07,4.727387818712341
SRW08,8.71915396346254
SRW09,6.880384082186005
SRW10,10.398397186236718
SaaCH,12.509549152433172
SaaNH,2.7204320936830095
SaaSe,0
SaaaC,0.12242448783338422
SaasC,-0.03340370685747418
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.7367549994164353
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.9961652564173304
SsssP,0
VE1_A,4.153227006680061
VE1_D,5.395564282756243
VE2_A,0.1384409002226687
VE2_D,0.17985214275854142
VE3_A,2.522497912713811
VE3_D,2.784189475561359
VR1_A,741.1112181909647
VR1_D,193.21777271031385
VR2_A,24.703707273032155
VR2_D,6.440592423677129
VR3_A,7.706762994727109
VR3_D,6.362430197469804
WPath,2659
Xc-3d,1.8629958343388284
Xc-4d,0.0
Xc-5d,0.7156843100388813
Xc-6d,0.0
Xp-0d,21.250347897697544
Xp-1d,14.507239053047545
Xp-2d,12.855672073348972
Xp-3d,11.803577560409826
Xp-4d,9.545645381974401
Xp-5d,7.451628590417608
Xp-6d,5.033706497007345
Xp-7d,3.5265365337260954
ZMIC0,92.30328446988293
ZMIC1,54.174501057287074
ZMIC2,38.5148566303928
ZMIC3,32.181146861076954
ZMIC4,29.166612063542868
ZMIC5,28.108168590060224
nAcid,0
nAtom,47
nBase,0
nRing,4
piPC1,3.8501476017100584
piPC2,4.427836170705175
piPC3,5.083730849166806
piPC4,5.649634231585229
piPC5,6.139345613921645
piPC6,6.453994025282266
piPC7,6.799465128910846
piPC8,7.08487125291764
piPC9,7.157282086114461
AATS0Z,27.19148936170213
AATS0d,3.765957446808511
AATS0i,162.50944652935604
AATS0m,108.61087815212282
AATS0p,1.6168953272858082
AATS0s,7.457446808510638
AATS0v,247.77167070793666
AATS1Z,27.98
AATS1d,4.54
AATS1i,146.25259783535392
AATS1m,108.23878729670409
AATS1p,1.916187825200001
AATS1s,3.728888888888889
AATS1v,289.28397661606647
AATS2Z,24.623529411764707
AATS2d,4.117647058823529
AATS2i,153.66731162160224
AATS2m,93.80099791376936
AATS2p,1.6993947066987765
AATS2s,3.584313725490195
AATS2v,252.76502873498586
AATS3Z,21.596491228070175
AATS3d,3.5
AATS3i,157.58869000926208
AATS3m,81.2486811748351
AATS3p,1.474510744376192
AATS3s,4.0406920077972694
AATS3v,216.33849913446954
AATS4Z,20.764705882352942
AATS4d,3.0756302521008405
AATS4i,160.54627540084905
AATS4m,76.99649838280331
AATS4p,1.3428269464301519
AATS4s,4.508403361344537
AATS4v,199.6189668228842
AATS5Z,19.6
AATS5d,2.8454545454545452
AATS5i,164.4483583589303
AATS5m,71.4978240483491
AATS5p,1.2697759224667187
AATS5s,5.002020202020201
AATS5v,187.58574320177695
AATS6Z,19.11340206185567
AATS6d,2.917525773195876
AATS6i,159.8090154209246
AATS6m,70.17137914475877
AATS6p,1.3491016613952476
AATS6s,4.581328751431843
AATS6v,191.90138851499782
AATS7Z,16.69
AATS7d,2.81
AATS7i,162.14500726916975
AATS7m,60.546910556704006
AATS7p,1.2418441225897994
AATS7s,3.812222222222222
AATS7v,171.94673332732108
AATS8Z,16.53932584269663
AATS8d,2.7865168539325844
AATS8i,167.4638490168745
AATS8m,59.90079192553704
AATS8p,1.1962618423256177
AATS8s,4.112983770287141
AATS8v,167.59112952853533
AMID_C,1.5315101464215277
AMID_N,0.27454624458001337
AMID_O,0.1784002057335987
AMID_X,0.05949811909823023
AMID_h,0.5124445694118424
ATS0dv,496.0
ATS0pe,313.64259999999985
ATS0se,376.9669319999999
ATS1dv,469.0
ATS1pe,332.73100000000005
ATS1se,392.99344799999966
ATS2dv,685.0
ATS2pe,562.1957
ATS2se,671.1517799999996
ATS3dv,769.0
ATS3pe,741.5758000000001
ATS3se,896.7970759999995
ATS4dv,733.0
ATS4pe,794.0378999999999
ATS4se,961.2935479999999
ATS5dv,648.0
ATS5pe,744.2790999999999
ATS5se,903.3214160000001
ATS6dv,551.0
ATS6pe,630.7202
ATS6se,767.680364
ATS7dv,472.0
ATS7pe,624.7941999999999
ATS7se,770.5149520000001
ATS8dv,426.0
ATS8pe,566.9299
ATS8se,697.7862400000001
ATSC0Z,339.70212765957444
ATSC0c,1.0219609747523808
ATSC0d,30.425531914893604
ATSC0i,97.55801538319331
ATSC0m,1625.1262750619192
ATSC0p,10.602055369935952
ATSC0s,146.15957446808517
ATSC0v,2169.3265391390746
ATSC1Z,11.231779085559133
ATSC1c,-0.4606420513164062
ATSC1d,10.313263920325928
ATSC1i,-14.032031756238018
ATSC1m,53.65394645806761
ATSC1p,-0.3838911496278424
ATSC1s,0.3597907549922077
ATSC1v,6.179965443565837
ATSC2Z,-3.4825712992303828
ATSC2c,-0.2913533687326445
ATSC2d,-3.00362154821186
ATSC2i,2.2721188593167296
ATSC2m,-13.400342632209036
ATSC2p,0.42619024484414664
ATSC2s,2.8142447562999915
ATSC2v,86.21066639861586
ATSC3Z,73.19058397464919
ATSC3c,0.3173509530000323
ATSC3d,-11.90448166591218
ATSC3i,-14.80574274312244
ATSC3m,338.6983411699037
ATSC3p,-1.50089146826815
ATSC3s,29.095807554951968
ATSC3v,41.83519052890332
ATSC4Z,-63.73517428700768
ATSC4c,0.021451708981832948
ATSC4d,-9.885921231326392
ATSC4i,-30.17923599998951
ATSC4m,-293.8623567018264
ATSC4p,-3.186252154670678
ATSC4s,-62.70190131281122
ATSC4v,-539.9522852796979
ATSC5Z,-151.81349026708918
ATSC5c,-0.06030034121641989
ATSC5d,0.8764146672702582
ATSC5i,5.66521975235537
ATSC5m,-707.2210036444361
ATSC5p,1.0050694579567558
ATSC5s,-67.60515064634575
ATSC5v,-320.2605732950082
ATSC6Z,-38.66183793571752
ATSC6c,-0.042104337179399945
ATSC6d,-0.7931190583974648
ATSC6i,-0.814720022634086
ATSC6m,-180.3014169769835
ATSC6p,-2.4189231019368056
ATSC6s,30.680121724259344
ATSC6v,-628.3977581134264
ATSC7Z,77.50611136260747
ATSC7c,-0.16803375946704274
ATSC7d,-2.2670891806247186
ATSC7i,-33.1146995123826
ATSC7m,364.7264092700399
ATSC7p,-2.2242525010285066
ATSC7s,57.01036165182838
ATSC7v,-95.62044075420447
ATSC8Z,63.03214124038022
ATSC8c,0.17951507326221347
ATSC8d,1.0665459483929391
ATSC8i,25.9415173868599
ATSC8m,283.0532453348775
ATSC8p,2.338524133962203
ATSC8s,33.98387908052914
ATSC8v,520.5880646588693
AXp-0d,0.7083449299232515
AXp-1d,0.4396133046378044
AXp-2d,0.2735249377308292
AXp-3d,0.17884208424863374
AXp-4d,0.11230171037616943
AXp-5d,0.0716502749078616
AXp-6d,0.045348707180246355
AXp-7d,0.02867102872948045
GATS1Z,0.6310234247776526
GATS1c,1.445528670471894
GATS1d,0.6803496503496507
GATS1i,1.1290849360468775
GATS1m,0.6335965254277108
GATS1p,0.9854933455966566
GATS1s,0.48266500068741836
GATS1v,0.8655880506694466
GATS2Z,0.7925628725748097
GATS2c,1.2677730991487672
GATS2d,1.173936651583711
GATS2i,0.9751931445149151
GATS2m,0.7919638281638277
GATS2p,0.9128659104709691
GATS2s,0.5371915357598018
GATS2v,0.8763376656185105
GATS3Z,0.8314818111293517
GATS3c,0.9831865388593622
GATS3d,1.2731689363268317
GATS3i,1.0259532213593408
GATS3m,0.8350683840722615
GATS3p,1.0328197814633362
GATS3s,0.7065197080577803
GATS3v,0.9613089836342771
GATS4Z,1.0736296773500833
GATS4c,1.1994820729853009
GATS4d,1.1752071457953817
GATS4i,1.0792140769547445
GATS4m,1.0659036688796133
GATS4p,1.0869501511905124
GATS4s,1.3987388535733085
GATS4v,1.0389563235076338
GATS5Z,1.2531834694179678
GATS5c,1.1982693162204938
GATS5d,0.9827272727272732
GATS5i,0.9387136667546525
GATS5m,1.2396298142495472
GATS5p,0.9138692786467296
GATS5s,1.6420512718714908
GATS5v,0.9890641995894297
GATS6Z,1.042119788054771
GATS6c,0.9322759578704349
GATS6d,0.9040155720568096
GATS6i,0.9051277300258841
GATS6m,1.0377847974907728
GATS6p,1.0915437621472457
GATS6s,0.8946936368213593
GATS6v,1.1268102985530972
GATS7Z,0.9296085431542027
GATS7c,0.9542030606829683
GATS7d,0.9600489510489516
GATS7i,0.9910884761909149
GATS7m,0.9299550353912825
GATS7p,1.0816223736701946
GATS7s,0.5458721724854628
GATS7v,1.0763803020983822
GATS8Z,1.0125526575433472
GATS8c,0.8758263178914982
GATS8d,0.9767816453209717
GATS8i,0.9265033548423356
GATS8m,1.0237958484966578
GATS8p,0.8848789359609868
GATS8s,0.8366622931758183
GATS8v,0.9230745918920247
MATS1Z,0.03107979456344748
MATS1c,-0.423698691960657
MATS1d,0.3186293706293704
MATS1i,-0.13520272833610808
MATS1m,0.03103433280509967
MATS1p,-0.034036577631300545
MATS1s,0.0023139319536437486
MATS1v,0.0026778667997383785
MATS2Z,-0.005668663557117637
MATS2c,-0.15763936046063998
MATS2d,-0.05458658988070754
MATS2i,0.012877958517471434
MATS2m,-0.004559400296374095
MATS2p,0.02222758957217501
MATS2s,0.010646663498356638
MATS2v,0.021974297756797042
MATS3Z,0.08882801391553545
MATS3c,0.1280260957488892
MATS3d,-0.16131149552202192
MATS3i,-0.062569149076612
MATS3m,0.08592488591402161
MATS3p,-0.058364964735937025
MATS3s,0.08207221456768461
MATS3v,0.007950781681825426
MATS4Z,-0.07410232037196689
MATS4c,0.008290457194382329
MATS4d,-0.12833049303637545
MATS4i,-0.12217889158621845
MATS4m,-0.07141800949280366
MATS4p,-0.1186973356621479
MATS4s,-0.1694354719833926
MATS4v,-0.09830630002770582
MATS5Z,-0.19094894833339027
MATS5c,-0.025211032400976472
MATS5d,0.012307692307692315
MATS5i,0.02481184026428246
MATS5m,-0.18594016455748974
MATS5p,0.04050523727856168
MATS5s,-0.19763219207137966
MATS5v,-0.06307884318973551
MATS6Z,-0.05514553477686476
MATS6c,-0.019962670880875392
MATS6d,-0.012630668300771397
MATS6i,-0.004046425570773147
MATS6m,-0.053757387094889614
MATS6p,-0.11054983988693742
MATS6s,0.10170819150373925
MATS6v,-0.1403575637223817
MATS7Z,0.10723474884128768
MATS7c,-0.07727875026602243
MATS7d,-0.03502097902097906
MATS7i,-0.15953490556042077
MATS7m,0.10548190315265649
MATS7p,-0.09860339707787373
MATS7s,0.18332613565599945
MATS7v,-0.020716847530161023
MATS8Z,0.0979877182833746
MATS8c,0.09276293049426787
MATS8d,0.01851182525339832
MATS8i,0.14042365405077384
MATS8m,0.09197904114833462
MATS8p,0.11648222010333073
MATS8s,0.12278732303741068
MATS8v,0.1267293271034087
MAXtsC,1.9289359041410374
MINtsC,1.9289359041410374
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.68499857934907
SpAD_D,366.98639367885363
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.0099283297136843
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1001
TMWC10,140.81331464379267
TSRW10,79.95507595231099
VE1_Dt,5.401160737765151
VE2_Dt,0.18003869125883837
VE3_Dt,2.785226170577579
VR1_Dt,192.42615586678968
VR2_Dt,6.414205195559656
VR3_Dt,6.358324762913582
Xc-3dv,0.7731503001652275
Xc-4dv,0.0
Xc-5dv,0.15025441309008844
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.40761762817152125
Xch-7d,0.6786109017349757
Xp-0dv,15.89157940916389
Xp-1dv,9.38580360375324
Xp-2dv,6.938650763027358
Xp-3dv,5.218830333074615
Xp-4dv,3.6139857820929575
Xp-5dv,2.3952041872892886
Xp-6dv,1.279559838751536
Xp-7dv,0.7739070821302027
Xpc-4d,5.4929544134932655
Xpc-5d,8.79672797846855
Xpc-6d,13.61795588435511
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,50
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.231826723884357
AATS0dv,10.553191489361701
AATS0pe,6.673246808510635
AATS0se,8.020573021276594
AATS1dv,9.38
AATS1pe,6.654620000000001
AATS1se,7.859868959999993
AATS2dv,8.058823529411764
AATS2pe,6.6140670588235295
AATS2se,7.895903294117642
AATS3dv,6.745614035087719
AATS3pe,6.505050877192983
AATS3se,7.866641017543855
AATS4dv,6.159663865546219
AATS4pe,6.672587394957983
AATS4se,8.078097042016806
AATS5dv,5.890909090909091
AATS5pe,6.766173636363635
AATS5se,8.212012872727273
AATS6dv,5.680412371134021
AATS6pe,6.502270103092783
AATS6se,7.914230556701032
AATS7dv,4.72
AATS7pe,6.247941999999999
AATS7se,7.705149520000001
AATS8dv,4.786516853932584
AATS8pe,6.369998876404494
AATS8se,7.8402948314606755
AATSC0Z,7.2277048438207325
AATSC0c,0.0217438505266464
AATSC0d,0.6473517428700767
AATSC0i,2.0757024549615597
AATSC0m,34.577154788551475
AATSC0p,0.22557564616885004
AATSC0s,3.109778180172025
AATSC0v,46.15588381146967
AATSC1Z,0.22463558171118264
AATSC1c,-0.009212841026328123
AATSC1d,0.20626527840651857
AATSC1i,-0.28064063512476034
AATSC1m,1.073078929161352
AATSC1p,-0.007677822992556847
AATSC1s,0.007195815099844154
AATSC1v,0.12359930887131673
AATSC2Z,-0.04097142704976921
AATSC2c,-0.003427686690972288
AATSC2d,-0.035336724096610116
AATSC2i,0.026730810109608583
AATSC2m,-0.15765108979069453
AATSC2p,0.005014002880519372
AATSC2s,0.03310876183882343
AATSC2v,1.014243134101363
AATSC3Z,0.6420226664442911
AATSC3c,0.0027837802894739674
AATSC3d,-0.10442527777115947
AATSC3i,-0.12987493634317931
AATSC3m,2.9710380804377516
AATSC3p,-0.01316571463393114
AATSC3s,0.2552263820609822
AATSC3v,0.3669753555166958
AATSC4Z,-0.5355896998908208
AATSC4c,0.00018026646203220964
AATSC4d,-0.08307496833047388
AATSC4i,-0.2536070252099959
AATSC4m,-2.4694315689229107
AATSC4p,-0.0267752281905099
