DLiP-ID,C100OP
AATSC5s,-0.14358276643990936
AATSC5v,5.199123344823937
AATSC6Z,-0.5202226345083488
AATSC6c,-0.0018079226026056908
AATSC6d,-0.0069758812615955445
AATSC6i,0.1448599692940576
AATSC6m,-2.4692496435621525
AATSC6p,0.002453237448420393
AATSC6s,0.03856524427952998
AATSC6v,-1.4513676261236284
AATSC7Z,-0.5043731778425656
AATSC7c,0.0023175932008875945
AATSC7d,-0.017142857142857144
AATSC7i,0.6807529741572084
AATSC7m,-2.4683631856559765
AATSC7p,0.030572717774076576
AATSC7s,-0.0501846452866861
AATSC7v,0.27359077549417093
AATSC8Z,0.36307546274323665
AATSC8c,-0.0026317227213500678
AATSC8d,-0.1543996203132416
AATSC8i,0.20202441284310033
AATSC8m,1.6938439169814912
AATSC8p,0.005947881591978422
AATSC8s,0.09735379423087068
AATSC8v,2.3481195591741257
ATS0are,232.52960000000002
ATS1are,246.5078
ATS2are,374.33889999999997
ATS3are,461.151
ATS4are,488.718
ATS5are,453.0649
ATS6are,367.9669
ATS7are,326.15290000000005
ATS8are,257.82099999999997
ATSC0dv,142.57142857142858
ATSC0pe,4.801417142857142
ATSC0se,3.3574221714285697
ATSC1dv,27.653061224489782
ATSC1pe,-0.22105240816326507
ATSC1se,-0.13890435265306098
ATSC2dv,7.612244897959174
ATSC2pe,1.382937795918367
ATSC2se,1.128644463673469
ATSC3dv,-52.34693877551021
ATSC3pe,-1.1277409795918363
ATSC3se,-0.8243722383673477
ATSC4dv,-40.51020408163265
ATSC4pe,-2.365811020408163
ATSC4se,-1.7046152816326523
ATSC5dv,4.857142857142857
ATSC5pe,-0.503422857142858
ATSC5se,-0.6192130285714285
ATSC6dv,-22.755102040816332
ATSC6pe,-0.20130693877550962
ATSC6se,0.004461044897960429
ATSC7dv,-0.7142857142857155
ATSC7pe,0.8629874285714296
ATSC7se,0.999429874285715
ATSC8dv,3.61224489795919
ATSC8pe,0.2612875102040815
ATSC8se,0.16064236081632402
AXp-0dv,0.5164718980358183
AXp-1dv,0.268294090109697
AXp-2dv,0.13853966711914753
AXp-3dv,0.0731975138528787
AXp-4dv,0.03813409477329547
AXp-5dv,0.02011375103986717
AXp-6dv,0.009759329321994109
AXp-7dv,0.005041904867280383
BertzCT,829.6008230756735
ECIndex,460
ETA_eta,13.44914906651615
GATS1dv,0.4801765693549261
GATS1pe,0.7069759584493328
GATS1se,0.7310883120378325
GATS2dv,0.7133389586189924
GATS2pe,0.48778581160750023
GATS2se,0.4733000674963479
GATS3dv,1.0449927633043865
GATS3pe,0.8918628455196823
GATS3se,0.8880661554490584
GATS4dv,1.0954041416165665
GATS4pe,1.1963193009682853
GATS4se,1.1918205046474888
GATS5dv,1.0527054108216434
GATS5pe,1.0375487356113908
GATS5se,1.0092391632165143
GATS6dv,1.1230096556749862
GATS6pe,1.070690330820078
GATS6se,1.02664050691408
GATS7dv,1.0244775264815345
GATS7pe,0.946516470647441
GATS7se,0.8613531621646283
GATS8dv,0.8762641562194154
GATS8pe,0.6092174226302619
GATS8se,0.53026463210631
LogEE_A,4.066052966149723
LogEE_D,114.48289453552435
MATS1dv,0.18347505822455712
MATS1pe,-0.043550398376592504
MATS1se,-0.03913598068916682
MATS2dv,0.03278486798157715
MATS2pe,0.17685868683381195
MATS2se,0.2064164906496577
MATS3dv,-0.17848196392785573
MATS3pe,-0.1141761701439469
MATS3se,-0.11935838994933229
MATS4dv,-0.13259853039412156
MATS4pe,-0.2299415172663309
MATS4se,-0.23693390071648168
MATS5dv,0.01703406813627254
MATS5pe,-0.0524244032714152
MATS5se,-0.09221554468795859
MATS6dv,-0.10156676990344327
MATS6pe,-0.02668054280078342
MATS6se,0.0008455435772736403
MATS7dv,-0.0035785857429144062
MATS7pe,0.12838284479276205
MATS7se,0.21262696353997715
MATS8dv,0.020622640630097437
MATS8pe,0.04429439768945291
MATS8se,0.03894517975114803
MAXaaCH,1.76247170781893
MAXaasC,0.6409313324095072
MAXaasN,1.4952517951625093
MAXdssC,-0.5265294912986109
MAXsNH2,5.262137577147429
MDEC-22,9.28431215651338
MDEC-23,17.72341327574287
MDEC-33,5.481414394726407
MDEN-12,0.3086066999241838
MDEN-13,0.19999999999999996
MDEN-22,1.0
MDEN-23,1.4142135623730951
MDEO-11,0.454280148208035
MINaaCH,1.5065364724861476
MINaasC,0.17386648471244492
MINaasN,1.4952517951625093
MINdssC,-1.006109990164824
MINsNH2,5.262137577147429
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.3214285714285716
SM1_Dzi,1.4204008994654949
SM1_Dzm,1.3177974512248314
SM1_Dzp,-5.319610065744728
SM1_Dzv,-2.474281947147792
SddssSe,0
SpAD_Dt,384.27738570345764
SpAbs_A,29.650155533828688
SpAbs_D,228.9657890710488
SpMAD_A,1.2891371971229864
SpMAD_D,9.955034307436904
SpMax_A,2.4108610341148364
SpMax_D,114.48289453552435
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,111.10000000000001
TpiPC10,8.855400529021608
VAdjMat,5.643856189774724
VE1_DzZ,4.718730947387034
VE1_Dzi,4.714370251846516
VE1_Dzm,4.718731711693161
VE1_Dzp,4.7153801612577455
VE1_Dzv,4.722319507822458
VE2_DzZ,0.20516221510378407
VE2_Dzi,0.20497261964550068
VE2_Dzm,0.20516224833448526
VE2_Dzp,0.20501652875033677
VE2_Dzv,0.20531823947054165
VE3_DzZ,2.3844490193023167
VE3_Dzi,2.383524467395358
VE3_Dzm,2.384449181275117
VE3_Dzp,2.3837386638206817
VE3_Dzv,2.385209222973565
VR1_DzZ,129.51090651389288
VR1_Dzi,129.9115695277133
VR1_Dzm,129.51109359690736
VR1_Dzp,130.12871936138254
VR1_Dzv,129.42947490967228
VR2_DzZ,5.630908978864908
VR2_Dzi,5.648329109900579
VR2_Dzm,5.630917112909016
VR2_Dzp,5.657770407016632
VR2_Dzv,5.6273684743335775
VR3_DzZ,5.696674220712877
VR3_Dzi,5.699763107524087
VR3_Dzm,5.696675665246657
VR3_Dzp,5.701433232450282
VR3_Dzv,5.696045260436713
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.025819888974716113
Xch-6dv,0.08137544453027167
Xch-7dv,0.09035847848534173
Xpc-4dv,1.0391777273803007
Xpc-5dv,1.1658839687027769
Xpc-6dv,1.3515961099961773
Zagreb1,120.0
Zagreb2,140.0
fragCpx,119.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,2
nBondsM,19
nBondsO,25
nBondsS,18
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.643702857142857
AATS1are,6.662372972972973
AATS2are,6.567349122807017
AATS3are,6.4048750000000005
AATS4are,6.51624
AATS5are,6.472355714285714
AATS6are,6.6903072727272725
AATS7are,6.6561816326530625
AATS8are,5.995837209302325
AATSC0dv,4.073469387755102
AATSC0pe,0.13718334693877549
AATSC0se,0.09592634775510199
AATSC1dv,0.7473800330943184
AATSC1pe,-0.005974389409817975
AATSC1se,-0.0037541716933259723
AATSC2dv,0.13354815610454693
AATSC2pe,0.02426206659505907
AATSC2se,0.019800780064446823
AATSC3dv,-0.7270408163265307
AATSC3pe,-0.015663069160997727
AATSC3se,-0.01144961442176872
AATSC4dv,-0.5401360544217687
AATSC4pe,-0.031544146938775504
AATSC4se,-0.022728203755102032
AATSC5dv,0.06938775510204082
AATSC5pe,-0.007191755102040828
AATSC5se,-0.008845900408163264
AATSC6dv,-0.4137291280148424
AATSC6pe,-0.0036601261595547202
AATSC6se,8.110990723564417e-05
AATSC7dv,-0.014577259475218684
AATSC7pe,0.01761198833819244
AATSC7se,0.020396528046647242
AATSC8dv,0.08400569530137651
AATSC8pe,0.006076453725676313
AATSC8se,0.003735868856193582
AETA_eta,0.5847456115876587
ATSC0are,5.298959999999997
ATSC1are,-0.19975200000000004
ATSC2are,1.6327479999999999
ATSC3are,-1.2957119999999993
ATSC4are,-2.714759999999999
ATSC5are,-0.7848599999999998
ATSC6are,-0.11717999999999992
ATSC7are,1.2879959999999997
ATSC8are,0.253872
BCUTZ-1h,8.029049150164237
BCUTZ-1l,5.686774000331209
BCUTc-1h,0.4571461421846278
BCUTc-1l,-0.38707008281450783
BCUTd-1h,3.163866793114975
BCUTd-1l,0.9715284716094269
BCUTi-1h,14.75106710501298
BCUTi-1l,10.947656962612223
BCUTm-1h,16.014432390680632
BCUTm-1l,11.698357273905028
BCUTp-1h,1.996858850443216
BCUTp-1l,0.7414952668170969
BCUTs-1h,7.009375835585964
BCUTs-1l,1.4687304270462882
BCUTv-1h,20.902157569364885
BCUTv-1l,14.700681289294506
BalabanJ,1.516710348566976
Diameter,12
ETA_beta,33.25
GATS1are,0.7208339504865618
GATS2are,0.48774979744453006
GATS3are,0.8956828321029034
GATS4are,1.2078528616936157
GATS5are,1.050806195932787
GATS6are,1.0676928714656875
GATS7are,0.9086145668014026
GATS8are,0.5813887657112884
HybRatio,0.0
Lipinski,True
LogEE_Dt,192.13869285172882
MATS1are,-0.035658807500829365
MATS2are,0.1892002508800801
MATS3are,-0.11886483385419026
MATS4are,-0.23908238597762588
MATS5are,-0.0740579283482042
MATS6are,-0.014072401171001652
MATS7are,0.17361843509993344
MATS8are,0.03899633135558678
NsssssAs,0
RotRatio,0.16
SM1_Dzpe,1.420899632802938
SM1_Dzse,1.3065363731051547
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,14.993869839101091
SMR_VSA4,5.733667477162185
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,65.85468310269995
SMR_VSA8,0.0
SMR_VSA9,16.944765761229018
SpAD_DzZ,167.5109225508407
SpAD_Dzi,164.30809150507653
SpAD_Dzm,167.5349299923222
SpAD_Dzp,215.55718362491228
SpAD_Dzv,197.84287789567884
SpAbs_Dt,384.27738570345787
SpDiam_A,4.73439275626064
SpDiam_D,174.22567951533398
SpMAD_Dt,16.70771242188946
SpMax_Dt,192.13869285172882
SsssssAs,0
VE1_Dzpe,4.718214123604827
VE1_Dzse,4.718799096705849
VE2_Dzpe,0.20513974450455771
VE2_Dzse,0.20516517811764562
VE3_Dzpe,2.3843394872919395
VE3_Dzse,2.3844634614960896
VMcGowan,218.24999999999974
VR1_Dzpe,129.5524597550922
VR1_Dzse,129.505564749308
VR2_Dzpe,5.632715641525748
VR2_Dzse,5.630676728230783
VR3_Dzpe,5.696995016679934
VR3_Dzse,5.696632974188596
mZagreb1,7.638888888888889
mZagreb2,5.027777777777779
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,27
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15139885714285706
AATSC1are,-0.005398702702702704
AATSC2are,0.02864470175438596
AATSC3are,-0.01799599999999999
AATSC4are,-0.03619679999999999
AATSC5are,-0.011212285714285711
AATSC6are,-0.002130545454545453
AATSC7are,0.02628563265306122
AATSC8are,0.0059039999999999995
AETA_beta,1.4456521739130435
BCUTdv-1h,6.02324334979331
BCUTdv-1l,2.7770564339822505
BCUTpe-1h,3.5012384324133516
BCUTpe-1l,2.2356474595307927
BCUTse-1h,3.7141370643752385
BCUTse-1l,2.4315594914411927
ETA_alpha,10.600000000000001
ETA_dBeta,4.75
ETA_eta_B,0.3724996667149014
ETA_eta_F,24.962681010234277
ETA_eta_L,4.0347545442082176
ETA_eta_R,38.41183007675043
ETA_psi_1,0.5300000000000001
LabuteASA,130.52797941602662
LogEE_DzZ,83.8129146915694
LogEE_Dzi,82.2158023133846
LogEE_Dzm,83.8247605375187
LogEE_Dzp,106.62215484164206
LogEE_Dzv,98.3835515680247
PEOE_VSA1,10.84019487200289
PEOE_VSA2,4.794537184071822
PEOE_VSA3,9.476340119217006
PEOE_VSA4,0.0
PEOE_VSA5,5.098681808301038
PEOE_VSA6,23.4124863010397
PEOE_VSA7,30.33183534230805
PEOE_VSA8,11.126902983393991
PEOE_VSA9,17.447681337993632
SM1_Dzare,1.599813866914844
SpAD_Dzpe,166.550310536259
SpAD_Dzse,167.64970115096588
SpAbs_DzZ,166.3044008117102
SpAbs_Dzi,163.11810127512786
SpAbs_Dzm,166.33172362381254
SpAbs_Dzp,218.56391974902888
SpAbs_Dzv,199.2413850831972
SpDiam_Dt,282.40766016167186
SpMAD_DzZ,7.283083589166987
SpMAD_Dzi,7.14383006543811
SpMAD_Dzm,7.28412739097053
SpMAD_Dzp,9.372051461952708
SpMAD_Dzv,8.601864256333863
SpMax_DzZ,83.8129146915694
SpMax_Dzi,82.2158023133846
SpMax_Dzm,83.8247605375187
SpMax_Dzp,106.62215484164206
SpMax_Dzv,98.3835515680247
VE1_Dzare,4.717766040273518
VE2_Dzare,0.20512026262058775
VE3_Dzare,2.3842445139401804
VR1_Dzare,129.58208263646642
VR2_Dzare,5.634003592889845
VR3_Dzare,5.697223646033859
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46086956521739136
AETA_dBeta,0.20652173913043478
AETA_eta_B,0.016195637683256582
AETA_eta_F,1.0853339569667078
AETA_eta_L,0.1754241106177486
AETA_eta_R,1.6700795685543663
BCUTare-1h,3.555167719070629
BCUTare-1l,2.1858998737653286
ETA_beta_s,14.25
ETA_dPsi_A,0.18399999999999983
ETA_dPsi_B,0.0
ETA_eta_BR,0.6304996667149014
ETA_eta_FL,7.006959351449977
ETA_eta_RL,11.041713895658194
LogEE_Dzpe,83.33693351303397
LogEE_Dzse,83.88165650474838
PEOE_VSA10,5.693927994848461
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
SlogP_VSA1,5.733667477162185
SlogP_VSA2,31.976882251245147
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,20.715977351537635
SlogP_VSA6,54.727780119305955
SlogP_VSA7,0.0
SlogP_VSA8,16.944765761229018
SlogP_VSA9,0.0
SpAD_Dzare,165.12936970119304
SpAbs_Dzpe,165.25296739326504
SpAbs_Dzse,166.4567766363915
SpDiam_DzZ,128.0337231943297
SpDiam_Dzi,125.28216039638124
SpDiam_Dzm,128.0512520962888
SpDiam_Dzp,161.9210888701401
SpDiam_Dzv,150.1439217571811
SpMAD_Dzpe,7.241317849402565
SpMAD_Dzse,7.289117441346343
SpMax_Dzpe,83.33693351303397
SpMax_Dzse,83.88165650474838
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6195652173913043
AETA_eta_BR,0.02741302898760441
AETA_eta_FL,0.3046504065847816
AETA_eta_RL,0.4800745172025302
DetourIndex,2166
EState_VSA1,11.876485017303356
EState_VSA2,5.563451491696996
EState_VSA3,22.508217252926013
EState_VSA4,0.0
EState_VSA5,16.814537072068404
EState_VSA6,42.595045982382736
EState_VSA7,0.0
EState_VSA8,10.312066903955905
EState_VSA9,10.84019487200289
ETA_beta_ns,19.0
ETA_shape_p,0.13207547169811318
ETA_shape_x,0.0
ETA_shape_y,0.3679245283018867
GhoseFilter,True
LogEE_Dzare,82.634241975245
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,163.66867008357514
SpDiam_Dzpe,127.28337706919908
SpDiam_Dzse,128.1415497793513
SpMAD_Dzare,7.17953781309535
SpMax_Dzare,82.634241975245
TopoPSA(NO),111.10000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.4952517951625093
VSA_EState9,60.17141487150416
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8260869565217391
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.039130434782608636
FilterItLogS,-2.658419283731781
SpDiam_Dzare,126.20687577502125
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6742857142857144
ETA_epsilon_2,0.8695652173913042
ETA_epsilon_3,0.44153846153846193
ETA_epsilon_4,0.5673469387755105
ETA_epsilon_5,0.8038461538461538
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.23274725274725244
ETA_dEpsilon_B,0.10693877551020392
ETA_dEpsilon_C,-0.12580847723704852
ETA_dEpsilon_D,0.06571906354515045
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7391304347826086
MDEDescriptor,"0.0,0.0,0.0,0.0,9.28431215651338,17.72341327574287,0.0,5.481414394726407,0.0,0.0,0.454280148208035,0.0,0.0,0.0,0.3086066999241838,0.19999999999999996,1.0,1.4142135623730951,0.0"
APolDescriptor,42.967515999999996
BCUTDescriptor,"11.850000000000007,15.996932809386118,-0.32778543386969766,0.2907248648489277,4.237227722236207,9.775191159732328"
BPolDescriptor,16.354483999999996
TPSADescriptor,111.10000000000001
ALOGPDescriptor,"2.4135999999999997,5.825464959999999,84.966"
XLogPDescriptor,1.981
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,308.0909403400001
ChiPathDescriptor,"16.396976746569035,11.041713895658194,10.194776173969629,8.243356116411173,6.509929222986582,5.1868441807206045,3.560201607571325,2.594864079037517,11.87885365482382,6.707352252742425,4.848888349170166,3.293888123379542,2.135509307304547,1.3878488217508345,0.7221903698275647,0.4134361991169917"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.30274943015462097,0.4241838895256699,0.0,0.0,0.025819888974716113,0.08137544453027167,0.09035847848534172"
AtomCountDescriptor,35
BondCountDescriptor,25
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.6666666666666667,0.0,0.49999999999999994,0.0,0.5513894601633886,0.0,0.07561795363779855,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,3,0,0,0,0"
ZagrebIndexDescriptor,120.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.4499999999999997
WeightedPathDescriptor,"46.729331198191055,2.031710052095263,19.40997810679798,7.261667715631935,12.148310391166037"
FractionalPSADescriptor,0.3606078123472028
WienerNumbersDescriptor,"1273.0,34.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.836741800206965,4.897546152570099,6.476446640853184,1.0391777273803007,1.1658839687027764,1.2308005589783542"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,23
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"17.8112,7.92,4.345679012345679"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,863.07
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"26.763328311728756,27.380964266672436,39.17982426390573,37.820553127780265,35.31909892732161"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.41369590844349924,-0.17676627413150459,-0.007888023573129014,0.009258594650561,-0.02048562784170193"
EccentricConnectivityIndexDescriptor,460
AutocorrelationDescriptorPolarizability,"1393.268852669733,1632.8160410026246,2252.30592223525,2126.294442013675,1881.785359624374"
