DLiP-ID,T007VV
ZMIC3,28.915341761030597
ZMIC4,28.77783777144788
ZMIC5,28.77783777144788
nAcid,0
nAtom,55
nBase,0
nRing,3
piPC1,3.6888794541139363
piPC2,4.2801323269925415
piPC3,4.862715164019633
piPC4,5.53758029974213
piPC5,6.103117722388829
piPC6,6.54694232097458
piPC7,6.987656149674208
piPC8,7.3665019379602965
piPC9,7.488481487139042
AATS0Z,22.98181818181818
AATS0d,3.272727272727273
AATS0i,163.74051401737228
AATS0m,90.6211692545455
AATS0p,1.389201082292254
AATS0s,5.150631313131313
AATS0v,208.8546418212659
AATS1Z,24.842105263157894
AATS1d,3.912280701754386
AATS1i,146.87606756298948
AATS1m,94.0686769649123
AATS1p,1.6956247729824563
AATS1s,3.2132066276803117
AATS1v,252.80789928241202
AATS2Z,21.5
AATS2d,3.735294117647059
AATS2i,158.34724229794736
AATS2m,80.88536778431373
AATS2p,1.4230242197772742
AATS2s,3.4063180827886708
AATS2v,208.96535056101266
AATS3Z,19.763779527559056
AATS3d,3.4645669291338583
AATS3i,157.2755457174176
AATS3m,72.43990333070866
AATS3p,1.398772619819189
AATS3s,3.152668416447944
AATS3v,203.20119232780192
AATS4Z,19.456953642384107
AATS4d,3.251655629139073
AATS4i,161.3654122930342
AATS4m,72.11205527814569
AATS4p,1.2523537703729735
AATS4s,3.5172921265636496
AATS4v,185.9841073492311
AATS5Z,21.587412587412587
AATS5d,3.1818181818181817
AATS5i,161.55916419299749
AATS5m,79.01979767132869
AATS5p,1.315240547468133
AATS5s,4.610722610722609
AATS5v,200.5365411561853
AATS6Z,19.076433121019107
AATS6d,2.910828025477707
AATS6i,157.93251468615847
AATS6m,69.62487601273884
AATS6p,1.3164277364903185
AATS6s,3.8182059447983017
AATS6v,190.48403737849924
AATS7Z,15.91812865497076
AATS7d,2.526315789473684
AATS7i,159.1041100680888
AATS7m,55.55579277192983
AATS7p,1.2423623291069121
AATS7s,3.5784600389863552
AATS7v,170.94732455876022
AATS8Z,12.084745762711865
AATS8d,2.0451977401129944
AATS8i,161.526981209645
AATS8m,39.70773907909605
AATS8p,1.1033025794546323
AATS8s,2.910075329566855
AATS8v,142.46891664112314
AMID_C,1.4704561914447016
AMID_N,0.15640024916851253
AMID_O,0.3814031180800065
AMID_X,0.0
AMID_h,0.5378033672485191
ATS0dv,456.0
ATS0pe,351.8772999999999
ATS0se,433.5444679999999
ATS1dv,440.0
ATS1pe,375.36000000000007
ATS1se,448.6359879999999
ATS2dv,675.0
ATS2pe,666.6161999999999
ATS2se,811.044136
ATS3dv,719.0
ATS3pe,828.6007999999998
ATS3se,1009.8586119999999
ATS4dv,854.0
ATS4pe,979.8547000000001
ATS4se,1201.7594200000003
ATS5dv,911.0
ATS5pe,994.5753000000001
ATS5se,1202.2869399999997
ATS6dv,750.0
ATS6pe,1021.1388999999999
ATS6se,1249.6462800000002
ATS7dv,523.0
ATS7pe,1092.9198999999999
ATS7se,1348.4315040000004
ATS8dv,240.0
ATS8pe,1080.5804999999998
ATS8se,1354.5094759999997
ATSC0Z,431.34545454545463
ATSC0c,1.5188650609274912
ATSC0d,39.199999999999996
ATSC0i,76.20301797050804
ATSC0m,2039.3718033818175
ATSC0p,12.213838343711739
ATSC0s,107.77449494949492
ATSC0v,2664.610636158996
ATSC1Z,29.9874380165289
ATSC1c,-1.1452103371831934
ATSC1d,20.11999999999999
ATSC1i,-25.490733375886816
ATSC1m,137.69473522247964
ATSC1p,-2.1845053738777276
ATSC1s,-5.327532139577591
ATSC1v,-171.76643879855263
ATSC2Z,196.46842975206619
ATSC2c,0.5936988800256087
ATSC2d,16.519999999999996
ATSC2i,22.772184572954536
ATSC2m,923.1544124555377
ATSC2p,4.6610842443997145
ATSC2s,36.990684113865925
ATSC2v,1011.2713380564011
ATSC3Z,-49.65223140495873
ATSC3c,0.025425329942958375
ATSC3d,13.12
ATSC3i,1.4287543277711103
ATSC3m,-223.48213117256162
ATSC3p,0.5014642683355587
ATSC3s,-24.107949954086315
ATSC3v,-10.402144219589474
ATSC4Z,204.742479338843
ATSC4c,-0.5434185132761877
ATSC4d,0.7599999999999949
ATSC4i,-16.904428526928342
ATSC4m,977.5064524062814
ATSC4p,0.18832671758443048
ATSC4s,-19.55171946740128
ATSC4v,913.6261677820827
ATSC5Z,-160.35272727272732
ATSC5c,0.3829440663164097
ATSC5d,-10.920000000000005
ATSC5i,34.167837323911826
ATSC5m,-749.9794409199992
ATSC5p,1.7990532289442462
ATSC5s,-30.887803030303026
ATSC5v,-234.25654673068826
ATSC6Z,-1.4952066115702305
ATSC6c,-0.09284777391475679
ATSC6d,-35.48000000000002
ATSC6i,-14.229970627268486
ATSC6m,-21.055992562644185
ATSC6p,-2.71769572894603
ATSC6s,30.27957300275483
ATSC6v,-407.9781183117901
ATSC7Z,-299.89223140495875
ATSC7c,0.2471947825089776
ATSC7d,-51.839999999999996
ATSC7i,-21.022999644106534
ATSC7m,-1435.8836562961978
ATSC7p,-6.026338541817784
ATSC7s,11.790509641873275
ATSC7v,-1868.0191661867032
ATSC8Z,-360.1662809917356
ATSC8c,-0.07643114067418139
ATSC8d,-31.27999999999999
ATSC8i,-44.526204057442946
ATSC8m,-1721.5161343014872
ATSC8p,-10.800888615198307
ATSC8s,-23.767844352617075
ATSC8v,-2498.1055920922176
AXp-0d,0.7360196725435081
AXp-1d,0.4416415847456653
AXp-2d,0.2857138253014537
AXp-3d,0.16125057141043556
AXp-4d,0.09983115015111718
AXp-5d,0.05977105271742375
AXp-6d,0.03777953158309093
AXp-7d,0.024337965245130492
GATS1Z,0.7599233288076032
GATS1c,1.8225901223983316
GATS1d,0.797529538131042
GATS1i,1.594283276986633
GATS1m,0.7699176513837124
GATS1p,1.3534054260344988
GATS1s,0.5752752544009072
GATS1v,1.1221134702929267
GATS2Z,0.6983620458805676
GATS2c,0.9307624368613251
GATS2d,1.1817226890756303
GATS2i,0.9669737357810676
GATS2m,0.7011334555742984
GATS2p,0.8234988521524578
GATS2s,0.45843952466163396
GATS2v,0.7804228601246589
GATS3Z,0.9936314865042475
GATS3c,1.3471047599814359
GATS3d,1.062992125984252
GATS3i,1.1117389734678373
GATS3m,0.9916670095779145
GATS3p,1.0190049988847254
GATS3s,0.8633786397607216
GATS3v,0.9832770078311315
GATS4Z,0.8182928177350791
GATS4c,1.448277720385421
GATS4d,1.19509393161238
GATS4i,1.1344733146815982
GATS4m,0.8145424860443448
GATS4p,0.9706146579067909
GATS4s,1.3082642291422044
GATS4v,0.8306293941922807
GATS5Z,1.1971810435391617
GATS5c,1.3318932977927203
GATS5d,1.2523191094619666
GATS5i,0.921135557635929
GATS5m,1.1849528924762294
GATS5p,0.889392140630255
GATS5s,1.901114066807961
GATS5v,0.9149075885368151
GATS6Z,0.9668311377014003
GATS6c,1.1647205164566758
GATS6d,1.4609060184583391
GATS6i,1.1259508856762768
GATS6m,0.9682063759724645
GATS6p,1.1068734040206285
GATS6s,0.9954769200567375
GATS6v,1.0342759199230291
GATS7Z,1.1904001277853204
GATS7c,0.9700235848819712
GATS7d,1.4983888292158971
GATS7i,1.1146319585592255
GATS7m,1.1925565839847256
GATS7p,1.1749089560057553
GATS7s,1.0344556812698262
GATS7v,1.206704966640803
GATS8Z,1.2183007124302359
GATS8c,0.8983027332406863
GATS8d,1.0623486682808718
GATS8i,1.1459265301423551
GATS8m,1.2231919648079523
GATS8p,1.269310323494866
GATS8s,0.9555222898668981
GATS8v,1.2905599156916399
MATS1Z,0.06708137736010902
MATS1c,-0.7275350172713025
MATS1d,0.4952559971356963
MATS1i,-0.32277358999096994
MATS1m,0.06514915072564233
MATS1p,-0.1725793319999868
MATS1s,-0.047697752512973396
MATS1v,-0.062200286961265484
MATS2Z,0.24560096336629414
MATS2c,0.2107703687896598
MATS2d,0.22724089635854341
MATS2i,0.16113691372732414
MATS2m,0.24408464372416297
MATS2p,0.2057772232527769
MATS2s,0.18507121865492254
MATS2v,0.2046427951461824
MATS3Z,-0.04985084375833905
MATS3c,0.007249471953494331
MATS3d,0.14494616744335528
MATS3i,0.008119781745009779
MATS3m,-0.04745755528913791
MATS3p,0.01778061563578984
MATS3s,-0.0968731124410305
MATS3v,-0.0016906280961943984
MATS4Z,0.17288944271930734
MATS4c,-0.1303169719654401
MATS4d,0.007061765103392304
MATS4i,-0.08080050295469235
MATS4m,0.1745858190161338
MATS4p,0.005616238102662959
MATS4s,-0.06607766732345059
MATS4v,0.12488794374534944
MATS5Z,-0.14298081786700909
MATS5c,0.09697120774015654
MATS5d,-0.1071428571428572
MATS5i,0.1724534833895717
MATS5m,-0.14144239448870688
MATS5p,0.056652424088303587
MATS5s,-0.11022945872296953
MATS5v,-0.033813072197809595
MATS6Z,-0.0012143364187089819
MATS6c,-0.021414864994690645
MATS6d,-0.3170739633432993
MATS6i,-0.06541763948578322
MATS6m,-0.0036169486676284807
MATS6p,-0.07794920700053373
MATS6s,0.09842304278067442
MATS6v,-0.05363720642960026
MATS7Z,-0.22361790217126587
MATS7c,0.05234638404341624
MATS7d,-0.4253490870032223
MATS7i,-0.08873380203759473
MATS7m,-0.2264589143450302
MATS7p,-0.1586967149618466
MATS7s,0.03518707450065789
MATS7v,-0.22548317936587875
MATS8Z,-0.25945810912118367
MATS8c,-0.01563653683660704
MATS8d,-0.24795341865559778
MATS8i,-0.18156533019334137
MATS8m,-0.2623035148017266
MATS8p,-0.27478735449978103
MATS8s,-0.06852723700184188
MATS8v,-0.2913174217027782
MAXssO,5.603607095616024
MINssO,4.872065854119425
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,35.79196173587447
SpAD_D,279.5980363130154
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.883407856198035
SssNH2,0
SsssAs,0
SsssCH,-1.1054922524565385
SsssNH,0
SssssB,0
SssssC,-0.730687003968254
SssssN,0
TMPC10,1381
TMWC10,138.56631932136668
TSRW10,79.52401522487212
VE1_Dt,5.367640530905674
VE2_Dt,0.18509105278985083
VE3_Dt,2.745099169238035
VR1_Dt,171.84130741494135
VR2_Dt,5.92556232465315
VR3_Dt,6.211282156611158
Xc-3dv,1.7364156483406716
Xc-4dv,0.2041241452319315
Xc-5dv,0.1717913348386914
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.06415002990995841
Xch-6d,0.3490457264509173
Xch-7d,0.7014862416693486
Xp-0dv,17.351988623290868
Xp-1dv,9.560006998605186
Xp-2dv,7.76470581271123
Xp-3dv,4.688604450875335
Xp-4dv,3.663827006071708
Xp-5dv,2.643346498220181
Xp-6dv,1.7538887252128248
Xp-7dv,1.1905101758177905
Xpc-4d,5.088164997543911
Xpc-5d,9.744018234152753
Xpc-6d,16.20042653634384
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,57
nFRing,1
nHBAcc,7
nHBDon,0
nHRing,2
nSpiro,0
naRing,2
piPC10,7.696010204085045
AATS0dv,8.290909090909091
AATS0pe,6.3977690909090885
AATS0se,7.882626690909089
AATS1dv,7.719298245614035
AATS1pe,6.5852631578947385
AATS1se,7.870806807017542
AATS2dv,6.617647058823529
AATS2pe,6.53545294117647
AATS2se,7.9514130980392155
AATS3dv,5.661417322834645
AATS3pe,6.524415748031495
AATS3se,7.9516426141732275
AATS4dv,5.655629139072848
AATS4pe,6.489103973509934
AATS4se,7.958671655629141
AATS5dv,6.370629370629371
AATS5pe,6.955072027972029
AATS5se,8.407600979020977
AATS6dv,4.777070063694268
AATS6pe,6.504069426751592
AATS6se,7.9595304458598735
AATS7dv,3.0584795321637426
AATS7pe,6.391344444444444
AATS7se,7.885564350877195
AATS8dv,1.3559322033898304
AATS8pe,6.104974576271185
AATS8se,7.652595909604519
AATSC0Z,7.842644628099175
AATSC0c,0.02761572838049984
AATSC0d,0.7127272727272727
AATSC0i,1.3855094176456009
AATSC0m,37.07948733421486
AATSC0p,0.22206978806748617
AATSC0s,1.9595362718089986
AATSC0v,48.44746611198175
AATSC1Z,0.5260954037987526
AATSC1c,-0.02009140942426655
AATSC1d,0.35298245614035073
AATSC1i,-0.4472058486997687
AATSC1m,2.4156971091663095
AATSC1p,-0.038324655682065396
AATSC1s,-0.09346547613294019
AATSC1v,-3.0134462947114495
AATSC2Z,1.926161076000649
AATSC2c,0.005820577255153026
AATSC2d,0.16196078431372546
AATSC2i,0.22325671149955428
AATSC2m,9.050533455446448
AATSC2p,0.04569690435685995
AATSC2s,0.3626537658222149
AATSC2v,9.914424882905893
AATSC3Z,-0.39096245200754903
AATSC3c,0.000200199448369751
AATSC3d,0.10330708661417322
AATSC3i,0.011250034076937877
AATSC3m,-1.7597018202563908
AATSC3p,0.003948537545949281
AATSC3s,-0.18982637759123083
AATSC3v,-0.08190664739834232
AATSC4Z,1.3559104591976356
AATSC4c,-0.003598798101166806
AATSC4d,0.005033112582781423
AATSC4i,-0.11194985779422743
AATSC4m,6.473552664942261
AATSC4p,0.001247196805194904
AATSC4s,-0.12948158587682967
AATSC4v,6.050504422397899
