DLiP-ID,T003TZ
SssBe,0
SssNH,5.678109768563548
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.219987394878717
VE1_D,5.655310287583862
VE2_A,0.12787840590541566
VE2_D,0.17137303901769277
VE3_A,2.633754609520329
VE3_D,2.9265174461345054
VR1_A,3368.1372647061366
VR1_D,213.7032768189438
VR2_A,102.06476559715566
VR2_D,6.4758568733013275
VR3_A,9.316037598558246
VR3_D,6.55851096441392
WPath,4086
Xc-3d,1.9305903279934533
Xc-4d,0.0
Xc-5d,0.40236892706218247
Xc-6d,0.0
Xp-0d,23.63118126525104
Xp-1d,15.93556074577555
Xp-2d,13.944404325255302
Xp-3d,10.959371509373872
Xp-4d,8.80708750080785
Xp-5d,6.519899385342583
Xp-6d,3.9784309211858178
Xp-7d,2.637196963368006
ZMIC0,104.69505651496802
ZMIC1,58.605125522933065
ZMIC2,33.837645673401305
ZMIC3,27.199277325151385
ZMIC4,27.060207417663847
ZMIC5,27.060207417663847
nAcid,1
nAtom,54
nBase,0
nRing,3
piPC1,3.8918202981106265
piPC2,4.42484663185681
piPC3,4.91815444130209
piPC4,5.39759693063986
piPC5,5.833896576655218
piPC6,5.844811729593482
piPC7,6.058100476521217
piPC8,6.291337631280865
piPC9,6.5186862672324
AATS0Z,34.03703703703704
AATS0d,3.388888888888889
AATS0i,158.8800462264913
AATS0m,138.8488429444445
AATS0p,1.7430330185523883
AATS0s,4.951327852009912
AATS0v,252.36551748457566
AATS1Z,28.464285714285715
AATS1d,4.017857142857143
AATS1i,144.8884945232848
AATS1m,110.03807001785717
AATS1p,1.9875058958214287
AATS1s,3.3995443856554965
AATS1v,290.0688093896141
AATS2Z,25.47252747252747
AATS2d,3.6043956043956045
AATS2i,149.7290544145785
AATS2m,97.10806173626376
AATS2p,1.7762124801598573
AATS2s,3.5016053904942788
AATS2v,250.28027686178473
AATS3Z,21.801652892561982
AATS3d,2.9917355371900825
AATS3i,157.150619606527
AATS3m,81.47457772727273
AATS3p,1.5250902805089586
AATS3s,3.106893854368602
AATS3v,207.80097933037564
AATS4Z,24.1864406779661
AATS4d,2.7796610169491527
AATS4i,158.68189200151838
AATS4m,91.60477281355932
AATS4p,1.4431953788536867
AATS4s,3.3322273501094037
AATS4v,197.68784444438964
AATS5Z,19.45045045045045
AATS5d,2.828828828828829
AATS5i,157.99475223834273
AATS5m,70.87305663063063
AATS5p,1.4176163953295853
AATS5s,3.9109016423831244
AATS5v,195.03438559367194
AATS6Z,19.928571428571427
AATS6d,2.767857142857143
AATS6i,156.24393240519478
AATS6m,73.50119589285714
AATS6p,1.442234029628866
AATS6s,3.348884847148736
AATS6v,196.9359761375512
AATS7Z,22.136363636363637
AATS7d,2.618181818181818
AATS7i,158.69226626712083
AATS7m,82.8126364818182
AATS7p,1.3913254750711732
AATS7s,3.4451552562663665
AATS7v,191.12790893843584
AATS8Z,20.766666666666666
AATS8d,2.8222222222222224
AATS8i,156.08599862771462
AATS8m,77.26118384444445
AATS8p,1.5105093019859446
AATS8s,3.304458161865569
AATS8v,205.3217248744229
AMID_C,1.56866259586311
AMID_N,0.18391616448284556
AMID_O,0.15757852986398413
AMID_X,0.10716694497619003
AMID_h,0.4486616393230198
ATS0dv,435.2098765432099
ATS0pe,347.39929999999987
ATS0se,424.4119499999998
ATS1dv,426.22222222222223
ATS1pe,366.92799999999994
ATS1se,436.9293199999999
ATS2dv,552.8888888888889
ATS2pe,587.3693000000001
ATS2se,707.3061119999998
ATS3dv,537.1111111111111
ATS3pe,766.1642
ATS3se,939.7855679999998
ATS4dv,486.82716049382714
ATS4pe,760.1056999999998
ATS4se,933.8269649999999
ATS5dv,530.6666666666666
ATS5pe,705.0127
ATS5se,867.4108039999999
ATS6dv,498.33333333333337
ATS6pe,702.511
ATS6se,866.5501359999998
ATS7dv,471.33333333333337
ATS7pe,698.7460999999998
ATS7se,864.551368
ATS8dv,404.33333333333337
ATS8pe,562.8504999999999
ATS8se,694.5952080000001
ATSC0Z,680.5925925925928
ATSC0c,1.1486689082916637
ATSC0d,29.64814814814815
ATSC0i,80.24701037165543
ATSC0m,3189.0942908333336
ATSC0p,13.899799988228835
ATSC0s,90.0347966660457
ATSC0v,2722.3046196689493
ATSC1Z,-6.651577503429367
ATSC1c,-0.727945015221388
ATSC1d,4.8648834019204426
ATSC1i,0.055447415594263694
ATSC1m,-25.852047697530573
ATSC1p,0.7441632826888992
ATSC1s,-6.324303690866488
ATSC1v,122.66603686682605
ATSC2Z,-0.07270233196159559
ATSC2c,0.2146995352857302
ATSC2d,-6.758916323731134
ATSC2i,-8.769396069960576
ATSC2m,-11.975209459876176
ATSC2p,-1.352912282678493
ATSC2s,20.891021625375355
ATSC2v,-453.77071336747645
ATSC3Z,-0.03155006858712284
ATSC3c,0.09280031157094133
ATSC3d,-7.21159122085048
ATSC3i,-3.028283210924638
ATSC3m,7.057514410493852
ATSC3p,0.9252443753804849
ATSC3s,-12.461267794648052
ATSC3v,-24.759125157205045
ATSC4Z,174.8161865569273
ATSC4c,-0.3030112578015623
ATSC4d,-4.23113854595336
ATSC4i,-15.464029388747685
ATSC4m,783.3657429567904
ATSC4p,-2.5371512290018576
ATSC4s,-31.668115348437333
ATSC4v,-457.68148339338643
ATSC5Z,-123.92181069958846
ATSC5c,0.24111384068701097
ATSC5d,-1.036008230452675
ATSC5i,-0.03977393883773961
ATSC5m,-583.833607490741
ATSC5p,-1.7052195619623811
ATSC5s,41.612174767910886
ATSC5v,-284.4731045765455
ATSC6Z,-15.599451303154993
ATSC6c,-0.2021528429365273
ATSC6d,-2.196159122085048
ATSC6i,-16.586003859784395
ATSC6m,-67.67809733950631
ATSC6p,-1.1440209439292652
ATSC6s,-10.816447508859032
ATSC6v,-186.89325505094004
ATSC7Z,107.49657064471882
ATSC7c,0.1540372448477908
ATSC7d,3.8278463648834014
ATSC7i,-1.2391086740765906
ATSC7m,483.10691974691366
ATSC7p,-1.8546460498793285
ATSC7s,-16.300274918152294
ATSC7v,175.68789194437917
ATSC8Z,6.345679012345688
ATSC8c,-0.029449355244869774
ATSC8d,-1.024691358024691
ATSC8i,1.9354585690323072
ATSC8m,45.82904766666659
ATSC8p,2.1553495154045557
ATSC8s,-6.702905872900281
ATSC8v,334.4415112628033
AXp-0d,0.7160964019773043
AXp-1d,0.45530173559358716
AXp-2d,0.3031392244620718
AXp-3d,0.19570306266739057
AXp-4d,0.13144906717623656
AXp-5d,0.08578814980713925
AXp-6d,0.056834727445511685
AXp-7d,0.03662773560233342
GATS1Z,0.5777921706884754
GATS1c,1.6126268808739794
GATS1d,0.9097773712858035
GATS1i,1.1025520875579362
GATS1m,0.5805207878719487
GATS1p,0.7911687029309712
GATS1s,0.6682909305787995
GATS1v,0.7988937710829616
GATS2Z,0.6837448033029224
GATS2c,0.8262729344633885
GATS2d,1.2572362053936073
GATS2i,1.1447195176337315
GATS2m,0.6897417199981315
GATS2p,0.9356227278779358
GATS2s,0.49317850758694687
GATS2v,0.9893246931361496
GATS3Z,0.9177466476215829
GATS3c,0.9776081378095923
GATS3d,1.1597452005719566
GATS3i,1.0399538006283466
GATS3m,0.9178824932567059
GATS3p,0.9223887557420597
GATS3s,0.9187539349619847
GATS3v,0.9658668047115266
GATS4Z,0.9367895578610269
GATS4c,1.2519182085741305
GATS4d,1.075609523708699
GATS4i,1.0722476097191762
GATS4m,0.9392355266103847
GATS4p,1.0675624171868046
GATS4s,1.3889457126975584
GATS4v,1.0358909518353263
GATS5Z,0.9649976761698569
GATS5c,0.9915481748470999
GATS5d,1.030707159376741
GATS5i,0.982624530107623
GATS5m,0.9668528850611731
GATS5p,1.0129374767910466
GATS5s,1.0234706062431274
GATS5v,1.0162105495695088
GATS6Z,0.8837230432551773
GATS6c,1.1210255334244028
GATS6d,1.0215044168823058
GATS6i,1.0440277296078415
GATS6m,0.8849122985409602
GATS6p,1.0112835215143536
GATS6s,1.233147348459344
GATS6v,1.019927205532569
GATS7Z,1.041378576799778
GATS7c,0.9833089795087556
GATS7d,0.9263187780364546
GATS7i,0.9184987890974018
GATS7m,1.0415025715271453
GATS7p,1.0976436232425744
GATS7s,1.410429273623242
GATS7v,0.9749250292414003
GATS8Z,0.9349123857205047
GATS8c,0.9358757157421835
GATS8d,1.0229231730168644
GATS8i,0.9332649761204496
GATS8m,0.9329690027569527
GATS8p,0.8975576602631495
GATS8s,1.0887740453589176
GATS8v,0.9231994194400455
MATS1Z,-0.009424171279308427
MATS1c,-0.6110960032925753
MATS1d,0.15822700098152953
MATS1i,0.0006662821518706309
MATS1m,-0.007816877773547285
MATS1p,0.05162563657035072
MATS1s,-0.06773420863632425
MATS1v,0.043450356776424746
MATS2Z,-6.33889401847646e-05
MATS2c,0.11091457157081341
MATS2d,-0.13527946132568233
MATS2i,-0.06484749305933704
MATS2m,-0.002228271604054278
MATS2p,-0.05775817418394967
MATS2s,0.13768976478593664
MATS2v,-0.09891271214160414
MATS3Z,-2.068814155727066e-05
MATS3c,0.036054788966857515
MATS3d,-0.10855302212976395
MATS3i,-0.016841315687255613
MATS3m,0.000987626656056011
MATS3p,0.029706828716399833
MATS3s,-0.06176752939538671
MATS3v,-0.004058887036310232
MATS4Z,0.11754554577451795
MATS4c,-0.12071900599335664
MATS4d,-0.06530875829725065
MATS4i,-0.0881872007321461
MATS4m,0.11241104059676754
MATS4p,-0.08353136070127894
MATS4s,-0.16096208262175943
MATS4v,-0.07693755393455139
MATS5Z,-0.08857911023779544
MATS5c,0.10211700199454045
MATS5d,-0.016999510441109443
MATS5i,-0.00024112404523589462
MATS5m,-0.08906201400733203
MATS5p,-0.05968188564509055
MATS5s,0.2248437431695451
MATS5v,-0.050836456782039297
MATS6Z,-0.011050904907021568
MATS6c,-0.08485173453325538
MATS6d,-0.03571428571428571
MATS6i,-0.09965260079475204
MATS6m,-0.010231905438184889
MATS6p,-0.039682695218955365
MATS6s,-0.05792285981830582
MATS6v,-0.03310035450108697
MATS7Z,0.07753690584556931
MATS7c,0.06583122716086387
MATS7d,0.06338084151950485
MATS7i,-0.0075802165078958025
MATS7m,0.07436643672359919
MATS7p,-0.06550184945649798
MATS7s,-0.08887622828003931
MATS7v,0.03168153288026892
MATS8Z,0.005594253373966049
MATS8c,-0.015382686011063592
MATS8d,-0.020737039350405988
MATS8i,0.014471257384431679
MATS8m,0.008622331637869093
MATS8p,0.09303800848486303
MATS8s,-0.04466876888340734
MATS8v,0.07371140808705097
MAXaaN,4.18333997833364
MAXsCl,6.0449745111897375
MAXsOH,9.559147907262272
MAXtsC,3.0888373978201513
MINaaN,4.18333997833364
MINsCl,6.0449745111897375
MINsOH,9.559147907262272
MINtsC,3.0745995643414545
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,41.82132064827839
SpAD_D,514.0896519550652
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.4290017650725786
SssNH2,0
SsssAs,0
SsssCH,-1.1394036635868077
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,683
TMWC10,143.79331238643653
TSRW10,68.51673124551537
VE1_Dt,5.63714899196868
VE2_Dt,0.17082269672632364
VE3_Dt,2.9233009082973838
VR1_Dt,215.89401766495948
VR2_Dt,6.542242959544226
VR3_Dt,6.5687100967855825
Xc-3dv,0.8613587579152915
Xc-4dv,0.0
Xc-5dv,0.1132233677279911
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.25343678769327627
Xch-7d,0.36538638740033474
Xp-0dv,19.028234183818164
Xp-1dv,10.897872201669
Xp-2dv,7.869923037589158
Xp-3dv,5.2706854788896536
Xp-4dv,3.559142146180492
Xp-5dv,2.1223626115202983
Xp-6dv,1.1701304225202367
Xp-7dv,0.617508067275265
Xpc-4d,4.124687883909113
Xpc-5d,6.248795288050465
Xpc-6d,8.710441513526977
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,56
nFRing,0
nHBAcc,4
nHBDon,3
nHRing,1
nSpiro,0
naRing,3
piPC10,6.752927286497105
AATS0dv,8.05944215820759
AATS0pe,6.433320370370368
AATS0se,7.859480555555552
AATS1dv,7.611111111111112
AATS1pe,6.552285714285714
AATS1se,7.802309285714284
AATS2dv,6.075702075702076
AATS2pe,6.454607692307693
AATS2se,7.7725946373626345
AATS3dv,4.438934802571166
AATS3pe,6.331935537190083
AATS3se,7.766822876033056
AATS4dv,4.12565390249006
AATS4pe,6.441573728813558
AATS4se,7.913787838983049
AATS5dv,4.7807807807807805
AATS5pe,6.351465765765766
AATS5se,7.814511747747747
AATS6dv,4.449404761904762
AATS6pe,6.272419642857143
AATS6se,7.737054785714284
AATS7dv,4.284848484848485
AATS7pe,6.352237272727272
AATS7se,7.859557890909091
AATS8dv,4.492592592592593
AATS8pe,6.253894444444443
AATS8se,7.717724533333334
AATSC0Z,12.60356652949246
AATSC0c,0.021271646449845624
AATSC0d,0.549039780521262
AATSC0i,1.4860557476232488
AATSC0m,59.05730168209877
AATSC0p,0.25740370348571917
AATSC0s,1.6673110493712164
AATSC0v,50.41304851238795
AATSC1Z,-0.11877816970409584
AATSC1c,-0.012999018128953358
AATSC1d,0.08687291789143647
AATSC1i,0.0009901324213261373
AATSC1m,-0.46164370888447454
AATSC1p,0.013288630048016057
AATSC1s,-0.11293399447975871
AATSC1v,2.1904649440504653
AATSC2Z,-0.0007989267248526987
AATSC2c,0.0023593355525904415
AATSC2d,-0.07427380575528718
AATSC2i,-0.09636698977978655
AATSC2m,-0.13159570835028764
AATSC2p,-0.014867167941521901
AATSC2s,0.229571666212916
AATSC2v,-4.986491355686554
AATSC3Z,-0.0002607443684886185
AATSC3c,0.0007669447237267879
AATSC3d,-0.059599927445045296
AATSC3i,-0.025027133974583785
AATSC3m,0.05832656537598224
AATSC3p,0.0076466477304172305
