DLiP-ID,T004WH
IC1,2.28151018873626
IC2,2.958297570278019
IC3,4.019470570797252
IC4,4.563856189774725
IC5,4.643856189774724
MID,32.31183221898392
Mpe,0.9924705882352941
Mse,1.0194901675163874
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,57.28850000000003
SdO,10.820856324011086
SdS,0
Spe,24.811764705882354
SsF,0
SsI,0
Sse,25.487254187909688
StN,0
fMF,0.52
nBr,0
nCl,0
AMID,2.019489513686495
BIC0,0.2752082812895168
BIC1,0.4522862676373159
BIC2,0.5864525055497162
BIC3,0.7968192959729421
BIC4,0.9047382265910573
BIC5,0.920597415644702
CIC0,3.2555971540391386
CIC1,2.3623460010384645
CIC2,1.6855586194967054
CIC3,0.6243856189774721
CIC4,0.07999999999999918
CIC5,0.0
GGI1,2.5
GGI2,1.333333333333334
GGI3,0.9375
GGI4,0.6533333333333333
GGI5,0.3611111111111111
GGI6,0.18204081632653057
GGI7,0.11458333333333333
GGI8,0.04081632653061224
GGI9,0.0
JGI1,0.14705882352941174
JGI2,0.060606060606060635
JGI3,0.04464285714285715
JGI4,0.0362962962962963
JGI5,0.022569444444444444
JGI6,0.013002915451895044
JGI7,0.012731481481481479
JGI8,0.013605442176870748
JGI9,0.0
MIC0,12.299884090573844
MIC1,23.78722334361006
MIC2,31.91611658330813
MIC3,38.095413933440646
MIC4,39.52439463736995
MIC5,39.60503463736995
MPC2,22
MPC3,27
MPC4,33
MPC5,38
MPC6,32
MPC7,31
MPC8,29
MPC9,26
Mare,1.0048000000000001
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.2790841319860887
RPCG,0.142880144132925
SIC0,0.2989453116124448
SIC1,0.4912964776471549
SIC2,0.6370347076621095
SIC3,0.8655458753541286
SIC4,0.9827729376770644
SIC5,1.0
SaaN,0
SaaO,0
SaaS,0
Sare,25.12
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.449953703703704
SssS,0
StCH,0
StsC,0
TIC0,34.706475893389644
TIC1,57.0377547184065
TIC2,73.95743925695048
TIC3,100.4867642699313
TIC4,114.09640474436813
TIC5,116.09640474436812
Vabc,193.4885877088114
WPol,21
apol,30.117136999999992
bpol,12.500862999999997
nRot,3
ABCGG,10.443317346236624
ATS0Z,669.0
ATS0d,87.0
ATS0i,3868.9393547957416
ATS0m,2652.482152
ATS0p,42.186828143641
ATS0s,181.3611111111111
ATS0v,6434.645753512729
ATS1Z,714.0
ATS1d,106.0
ATS1i,3639.802872246101
ATS1m,2753.0533209999985
ATS1p,51.63495878999998
ATS1s,101.55555555555556
ATS1v,7749.267278379241
ATS2Z,1000.0
ATS2d,149.0
ATS2i,5763.632456474702
ATS2m,3790.8413340000016
ATS2p,70.55654157999997
ATS2s,195.38888888888894
ATS2v,10450.78041032857
ATS3Z,1009.0
ATS3d,159.0
ATS3i,7660.927029618293
ATS3m,3746.1734490000003
ATS3p,71.394796181943
ATS3s,183.4444444444445
ATS3v,10450.391153607114
ATS4Z,914.0
ATS4d,131.0
ATS4i,6923.233343297994
ATS4m,3379.9187139999985
ATS4p,58.67735368509398
ATS4s,220.94444444444446
ATS4v,8769.224463402581
ATS5Z,741.0
ATS5d,110.0
ATS5i,5485.112227831547
ATS5m,2732.81352
ATS5p,55.61559404054701
ATS5s,158.6666666666667
ATS5v,8140.556626416537
ATS6Z,678.0
ATS6d,100.0
ATS6i,5377.726590832997
ATS6m,2463.510862
ATS6p,55.248919361697986
ATS6s,149.00000000000003
ATS6v,7737.540870578712
ATS7Z,512.0
ATS7d,77.0
ATS7i,5700.6714241593945
ATS7m,1766.4014089999994
ATS7p,43.038862643093985
ATS7s,148.33333333333337
ATS7v,5793.5819844362
ATS8Z,225.0
ATS8d,38.0
ATS8i,3846.7446132904433
ATS8m,709.1763069999998
ATS8p,20.740841067943
ATS8s,88.66666666666666
ATS8v,2607.2461867540187
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.35051332112931755
Kier1,12.456747404844291
Kier2,6.074380165289257
Kier3,3.49519890260631
MAXdO,10.820856324011086
MID_C,26.823247564626946
MID_N,0.0
MID_O,5.4885846543569805
MID_X,0.0
MID_h,5.4885846543569805
MINdO,10.820856324011086
MPC10,22
MWC01,17.0
MWC02,4.3694478524670215
MWC03,5.176149732573829
MWC04,6.013715156042802
MWC05,6.840546529288687
MWC06,7.684783943522785
MWC07,8.517793011488205
MWC08,9.36434818445553
MWC09,10.199770035207079
MWC10,11.047375901629389
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.8423999999999998
SRW02,3.5553480614894135
SRW03,0.0
SRW04,4.812184355372417
SRW05,0.0
SRW06,6.278521424165844
SRW07,0.0
SRW08,7.836369760545124
SRW09,0.0
SRW10,9.437874271591685
SaaCH,15.391866811539433
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.9270861678004543
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.2439526643990926
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.633555181312606
VE1_D,3.9465523551661468
VE2_A,0.22709719883203788
VE2_D,0.24665952219788417
VE3_A,1.7602151870255585
VE3_D,1.8428460055513871
VR1_A,83.14123465889817
VR1_D,73.06452329508001
VR2_A,5.196327166181136
VR2_D,4.5665327059425005
VR3_A,4.8905444133195735
VR3_D,4.761346560756077
WPath,447
Xc-3d,0.8402069087198858
Xc-4d,0.0
Xc-5d,0.2041241452319315
Xc-6d,0.0
Xp-0d,11.380468888623982
Xp-1d,7.770856947829096
Xp-2d,6.69214635728862
Xp-3d,5.185003631135362
Xp-4d,4.257646787322778
Xp-5d,3.2732052455077345
Xp-6d,1.8290705577859756
Xp-7d,1.196034751807649
ZMIC0,51.85012296413143
ZMIC1,43.61401420683845
ZMIC2,33.35046241716426
ZMIC3,23.492437805806034
ZMIC4,20.830229977781755
ZMIC5,20.618721482599778
nAcid,1
nAtom,25
nBase,0
nRing,2
piPC1,3.2188758248682006
piPC2,3.7612001156935624
piPC3,4.269697449699962
piPC4,4.783316371371566
piPC5,5.258796608385754
piPC6,5.182836366672891
piPC7,5.465551723422729
piPC8,5.719491768361381
piPC9,5.961729948165103
AATS0Z,26.76
AATS0d,3.48
AATS0i,154.75757419182966
AATS0m,106.09928608
AATS0p,1.6874731257456401
AATS0s,7.254444444444443
AATS0v,257.38583014050914
AATS1Z,27.46153846153846
AATS1d,4.076923076923077
AATS1i,139.99241816331158
AATS1m,105.88666619230763
AATS1p,1.9859599534615375
AATS1s,3.905982905982906
AATS1v,298.0487414761247
AATS2Z,25.0
AATS2d,3.725
AATS2i,144.09081141186755
AATS2m,94.77103335000004
AATS2p,1.7639135394999994
AATS2s,4.884722222222224
AATS2v,261.26951025821427
AATS3Z,20.18
AATS3d,3.18
AATS3i,153.21854059236585
AATS3m,74.92346898000001
AATS3p,1.42789592363886
AATS3s,3.6688888888888904
AATS3v,209.0078230721423
AATS4Z,20.772727272727273
AATS4d,2.977272727272727
AATS4i,157.34621234768167
AATS4m,76.81633440909087
AATS4p,1.3335762201157724
AATS4s,5.021464646464647
AATS4v,199.3005559864223
AATS5Z,20.583333333333332
AATS5d,3.0555555555555554
AATS5i,152.3642285508763
AATS5m,75.91148666666668
AATS5p,1.5448776122374168
AATS5s,4.407407407407408
AATS5v,226.1265729560149
AATS6Z,18.833333333333332
AATS6d,2.7777777777777777
AATS6i,149.3812941898055
AATS6m,68.43085727777778
AATS6p,1.5346922044916107
AATS6s,4.138888888888889
AATS6v,214.93169084940868
AATS7Z,14.222222222222221
AATS7d,2.138888888888889
AATS7i,158.35198400442763
AATS7m,49.066705805555536
AATS7p,1.1955239623081662
AATS7s,4.120370370370371
AATS7v,160.93283290100555
AATS8Z,9.782608695652174
AATS8d,1.6521739130434783
AATS8i,167.24976579523667
AATS8m,30.833752478260863
AATS8p,0.9017756986062173
AATS8s,3.8550724637681157
AATS8v,113.35852985887038
AMID_C,1.6764529727891841
AMID_N,0.0
AMID_O,0.3430365408973113
AMID_X,0.0
AMID_h,0.3430365408973113
ATS0dv,266.0
ATS0pe,163.5933
ATS0se,198.548032
ATS1dv,243.0
ATS1pe,170.11050000000006
ATS1se,202.22093200000006
ATS2dv,342.0
ATS2pe,262.9831000000001
ATS2se,314.78013600000014
ATS3dv,326.0
ATS3pe,320.152
ATS3se,391.468908
ATS4dv,310.0
ATS4pe,294.3122
ATS4se,359.09653600000007
ATS5dv,217.0
ATS5pe,234.756
ATS5se,285.89808
ATS6dv,177.0
ATS6pe,225.90900000000005
ATS6se,276.03733600000004
ATS7dv,126.0
ATS7pe,222.28250000000003
ATS7se,277.033316
ATS8dv,48.0
ATS8pe,138.6885
ATS8se,176.580892
ATSC0Z,176.15999999999997
ATSC0c,0.8617487740057209
ATSC0d,13.04
ATSC0i,34.25758326864621
ATSC0m,834.10787424
ATSC0p,5.905150500570239
ATSC0s,72.50666666666669
ATSC0v,1197.459268168253
ATSC1Z,5.553599999999985
ATSC1c,-0.23018976965999463
ATSC1d,2.3184
ATSC1i,-1.3868071598742344
ATSC1m,26.016235310399928
ATSC1p,-0.18737540083716986
ATSC1s,-4.335822222222219
ATSC1v,1.444309097145556
ATSC2Z,-14.096000000000021
ATSC2c,0.19900174367953863
ATSC2d,-0.983999999999999
ATSC2i,-12.392990592397917
ATSC2m,-77.59873198399998
ATSC2p,-2.219538031948304
ATSC2s,27.342666666666663
ATSC2v,-410.0387759496887
ATSC3Z,23.320000000000004
ATSC3c,-0.1367832375669803
ATSC3d,-2.6800000000000006
ATSC3i,-8.436513435896517
ATSC3m,109.42489348000004
ATSC3p,-1.168559104198519
ATSC3s,1.9044444444444388
ATSC3v,-23.981817081838507
ATSC4Z,5.398399999999999
ATSC4c,0.36246369655571514
ATSC4d,-1.9904000000000002
ATSC4i,6.075428357276306
ATSC4m,24.5854364576
ATSC4p,0.8967651450380575
ATSC4s,7.019377777777777
ATSC4v,83.39960022676571
ATSC5Z,-45.5904
ATSC5c,-0.3123586930394385
ATSC5d,-3.6575999999999986
ATSC5i,8.014410538467725
ATSC5m,-205.91067346560007
ATSC5p,1.2631225434591737
ATSC5s,-24.709600000000005
ATSC5v,80.41386467027908
ATSC6Z,-50.87039999999999
ATSC6c,-0.049981458276746035
ATSC6d,-5.057600000000001
ATSC6i,-11.526465731932904
ATSC6m,-245.3281530656
ATSC6p,-2.077671215615466
ATSC6s,-7.249600000000001
ATSC6v,-445.236683145546
ATSC7Z,-34.83039999999997
ATSC7c,-0.09467575764737544
ATSC7d,-0.5376000000000002
ATSC7i,-7.603217172061646
ATSC7m,-165.91097358559992
ATSC7p,-1.3194537839302252
ATSC7s,-15.567377777777779
ATSC7v,-264.79464804093595
ATSC8Z,-0.9071999999999774
ATSC8c,-0.11312230765727137
ATSC8d,2.8431999999999995
ATSC8i,2.5015281465719195
ATSC8m,-0.3758309007999756
ATSC8p,0.48086837683581934
ATSC8s,-14.985022222222225
ATSC8v,97.03100861401636
AXp-0d,0.7112793055389989
AXp-1d,0.45710923222524097
AXp-2d,0.3041884707858464
AXp-3d,0.19203717152353192
AXp-4d,0.12901959961584175
AXp-5d,0.08613698014494038
AXp-6d,0.05715845493081174
AXp-7d,0.03858176618734352
GATS1Z,0.6314189897296166
GATS1c,0.8888056112176159
GATS1d,0.8140632373761207
GATS1i,0.962457148235247
GATS1m,0.6381081978712895
GATS1p,0.9434930167493584
GATS1s,0.5392961213115679
GATS1v,0.8340510780005388
GATS2Z,0.8072207084468666
GATS2c,0.6550254281262279
GATS2d,1.058282208588957
GATS2i,1.1538321696586686
GATS2m,0.8181003067759747
GATS2p,1.149988359742708
GATS2s,0.39812431040823815
GATS2v,1.067005518056548
GATS3Z,0.8964577656675751
GATS3c,0.978991295104193
GATS3d,1.1411042944785277
GATS3i,1.0782081764926075
GATS3m,0.8970297889607417
GATS3p,1.054986295431611
GATS3s,0.5847738139021696
GATS3v,0.9696130803821753
GATS4Z,1.034183799851375
GATS4c,1.083226561381254
GATS4d,1.1503067484662577
GATS4i,0.8748666384172626
GATS4m,1.0262666931398348
GATS4p,0.8645843650234852
GATS4s,1.0506870841552707
GATS4v,0.8789426456288509
GATS5Z,1.1069482288828338
GATS5c,1.3795286185239752
GATS5d,1.278118609406953
GATS5i,0.8015187545840387
GATS5m,1.0964701512179311
GATS5p,0.8012242154292444
GATS5s,1.4703628785092553
GATS5v,0.8670802394558169
GATS6Z,1.0672116257947322
GATS6c,0.7862718401553282
GATS6d,1.0991820040899796
GATS6i,1.1738630885986934
GATS6m,1.0759059601865308
GATS6p,1.1947702823682524
GATS6s,1.0205958072820887
GATS6v,1.2128408807612985
GATS7Z,1.2053436270057525
GATS7c,1.0210989242196606
GATS7d,0.7924335378323109
GATS7i,1.1206763846341454
GATS7m,1.2071416444994334
GATS7p,1.1400235874247258
GATS7s,1.4134077070818514
GATS7v,1.1966307557912876
GATS8Z,1.2705840540220354
GATS8c,1.2462066251862367
GATS8d,0.5601493731661776
GATS8i,0.9186930253223886
GATS8m,1.2637231197510368
GATS8p,0.9398831507756179
GATS8s,1.7229799958424608
GATS8v,1.0582550144378156
MATS1Z,0.030313351498637526
MATS1c,-0.2568455258159667
MATS1d,0.17095327984898537
MATS1i,-0.038924766306455534
MATS1m,0.029990858074775518
MATS1p,-0.03051042554016644
MATS1s,-0.05749898624117081
MATS1v,0.0011597544769766735
MATS2Z,-0.05001135331516811
MATS2c,0.14432987147932505
MATS2d,-0.04716257668711652
MATS2i,-0.2260994028536091
MATS2m,-0.05814500616504813
MATS2p,-0.23491548095746786
MATS2s,0.23569097094520033
MATS2v,-0.21401499139137883
MATS3Z,0.06618982742960947
MATS3c,-0.07936375524572097
MATS3d,-0.10276073619631905
MATS3i,-0.12313351717979946
MATS3m,0.06559396983256086
MATS3p,-0.09894405774126125
MATS3s,0.013132891994605817
MATS3v,-0.010013625398099496
MATS4Z,0.017411856989513665
MATS4c,0.23898529170702582
MATS4d,-0.08672615727830452
MATS4i,0.10076449068810925
MATS4m,0.016747231885324933
MATS4p,0.08628495591104787
MATS4s,0.0550057396324406
MATS4v,0.03957223243590309
MATS5Z,-0.17972297910990012
MATS5c,-0.25171577331855366
MATS5d,-0.1947852760736196
MATS5i,0.16246221545434372
MATS5m,-0.1714328897449734
MATS5p,0.1485429427874962
MATS5s,-0.23666023047689103
MATS5v,0.0466345395296872
MATS6Z,-0.20053739025128672
MATS6c,-0.04027780145735101
MATS6d,-0.26934219495569195
MATS6i,-0.23365600628769612
MATS6m,-0.20425028731140135
MATS6p,-0.24433369359967488
MATS6s,-0.06943422827019735
MATS6v,-0.25820681278476004
MATS7Z,-0.13730573216268027
MATS7c,-0.07629492017281597
MATS7d,-0.028629856850715757
MATS7i,-0.1541268070090417
MATS7m,-0.13813075914655307
MATS7p,-0.15516748470052755
MATS7s,-0.14909910370097934
MATS7v,-0.15356277840826948
MATS8Z,-0.0055976780002368
MATS8c,-0.14268547141725926
MATS8d,0.2369965324086423
MATS8i,0.07937081585433738
MATS8m,-0.0004897590123673662
MATS8p,0.08851307316372883
MATS8s,-0.22464234506505476
MATS8v,0.08807688948390319
MAXssO,5.449953703703704
MINssO,5.449953703703704
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,20.51682162820976
SpAD_D,115.14345852563417
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,293
TMWC10,102.21393034667533
TSRW10,47.920297873164486
VE1_Dt,3.957791070306906
VE2_Dt,0.24736194189418162
VE3_Dt,1.8456896883493938
VR1_Dt,71.8644424830018
VR2_Dt,4.491527655187612
VR3_Dt,4.744785230381251
Xc-3dv,0.23771156798208232
Xc-4dv,0.0
Xc-5dv,0.02814623051567864
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1853954059492991
Xch-7d,0.179206871180051
Xp-0dv,8.390613476643587
Xp-1dv,4.7893885439129935
Xp-2dv,3.1849788855494516
Xp-3dv,2.069830830840422
Xp-4dv,1.333526340056815
Xp-5dv,0.8412876975309216
Xp-6dv,0.3283828877976244
Xp-7dv,0.17287803834766408
Xpc-4d,1.8236716266140744
Xpc-5d,2.806343698960857
Xpc-6d,3.9188260149970406
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,26
nFRing,0
nHBAcc,3
nHBDon,0
nHRing,0
nSpiro,0
naRing,2
piPC10,6.172548359045047
AATS0dv,10.64
AATS0pe,6.543732
AATS0se,7.94192128
AATS1dv,9.346153846153847
AATS1pe,6.542711538461541
AATS1se,7.777728153846156
AATS2dv,8.55
AATS2pe,6.574577500000002
AATS2se,7.869503400000004
AATS3dv,6.52
AATS3pe,6.40304
AATS3se,7.82937816
AATS4dv,7.045454545454546
AATS4pe,6.688913636363637
AATS4se,8.161284909090911
AATS5dv,6.027777777777778
AATS5pe,6.521
AATS5se,7.941613333333333
AATS6dv,4.916666666666667
AATS6pe,6.2752500000000015
AATS6se,7.667703777777779
AATS7dv,3.5
AATS7pe,6.17451388888889
AATS7se,7.695369888888889
AATS8dv,2.0869565217391304
AATS8pe,6.029934782608696
AATS8se,7.677430086956522
AATSC0Z,7.046399999999998
AATSC0c,0.03446995096022884
AATSC0d,0.5216
AATSC0i,1.3703033307458483
AATSC0m,33.3643149696
AATSC0p,0.23620602002280958
AATSC0s,2.9002666666666674
AATSC0v,47.89837072673012
AATSC1Z,0.21359999999999943
AATSC1c,-0.008853452679230562
AATSC1d,0.08916923076923076
AATSC1i,-0.05333873691823979
AATSC1m,1.000624435015382
AATSC1p,-0.0072067461860449945
AATSC1s,-0.16676239316239302
AATSC1v,0.05555034989021369
AATSC2Z,-0.35240000000000055
AATSC2c,0.004975043591988465
AATSC2d,-0.024599999999999976
AATSC2i,-0.3098247648099479
AATSC2m,-1.9399682995999996
AATSC2p,-0.0554884507987076
AATSC2s,0.6835666666666665
AATSC2v,-10.250969398742217
AATSC3Z,0.4664000000000001
AATSC3c,-0.002735664751339606
AATSC3d,-0.05360000000000001
AATSC3i,-0.16873026871793034
AATSC3m,2.188497869600001
AATSC3p,-0.02337118208397038
AATSC3s,0.038088888888888776
AATSC3v,-0.47963634163677016
AATSC4Z,0.12269090909090906
AATSC4c,0.008237811285357163
AATSC4d,-0.04523636363636364
AATSC4i,0.13807791721082513
AATSC4m,0.5587599194909091
AATSC4p,0.020381026023592215
AATSC4s,0.1595313131313131
AATSC4v,1.8954454596992207
AATSC5Z,-1.2664
AATSC5c,-0.008676630362206623
AATSC5d,-0.10159999999999997
AATSC5i,0.22262251495743682
AATSC5m,-5.719740929600002
AATSC5p,0.035086737318310385
AATSC5s,-0.686377777777778
AATSC5v,2.233718463063308
AATSC6Z,-1.4130666666666665
AATSC6c,-0.0013883738410207232
AATSC6d,-0.1404888888888889
AATSC6i,-0.32017960366480286
AATSC6m,-6.814670918488889
AATSC6p,-0.05771308932265183
AATSC6s,-0.2013777777777778
AATSC6v,-12.367685642931834
AATSC7Z,-0.9675111111111102
AATSC7c,-0.00262988215687154
