DLiP-ID,J0006C
nAtom,66
nBase,1
nRing,3
piPC1,3.6888794541139363
piPC2,4.143134726391533
piPC3,4.543294782270004
piPC4,4.927253685157205
piPC5,5.381048764145501
piPC6,5.20297593625542
piPC7,5.3230099791384085
piPC8,5.618814463118157
piPC9,5.796437617816474
AATS0Z,18.12121212121212
AATS0d,2.787878787878788
AATS0i,164.50463503281009
AATS0m,70.9686897878788
AATS0p,1.3819964935540001
AATS0s,2.907828282828283
AATS0v,195.40280019845187
AATS1Z,21.13235294117647
AATS1d,3.4411764705882355
AATS1i,147.96634653249416
AATS1m,78.26482964705882
AATS1p,1.7378752813235294
AATS1s,2.625
AATS1v,243.4764946423317
AATS2Z,16.634146341463413
AATS2d,3.105691056910569
AATS2i,156.46951714698488
AATS2m,59.71431513821137
AATS2p,1.451909739290528
AATS2s,2.3812104787714548
AATS2v,194.76010108435315
AATS3Z,13.292397660818713
AATS3d,2.672514619883041
AATS3i,160.63105059000625
AATS3m,45.94415819298246
AATS3p,1.2611723041854677
AATS3s,2.152858999350227
AATS3v,162.5594510903714
AATS4Z,11.482051282051282
AATS4d,2.353846153846154
AATS4i,163.80911270311438
AATS4m,38.46174949230768
AATS4p,1.1405237143715385
AATS4s,2.1633903133903134
AATS4v,142.9821913665003
AATS5Z,11.137931034482758
AATS5d,2.2660098522167487
AATS5i,164.77680508455484
AATS5m,37.9955836502463
AATS5p,1.0901370564208375
AATS5s,2.150519978106185
AATS5v,136.47612977033472
AATS6Z,11.597938144329897
AATS6d,2.3092783505154637
AATS6i,165.36925615863888
AATS6m,39.60315264432989
AATS6p,1.112196771023907
AATS6s,2.3407789232531497
AATS6v,140.85921381825037
AATS7Z,11.519125683060109
AATS7d,2.360655737704918
AATS7i,162.63013363776665
AATS7m,39.123626071038245
AATS7p,1.1718262007704754
AATS7s,2.1164238008500305
AATS7v,147.16561566520653
AATS8Z,11.38888888888889
AATS8d,2.361111111111111
AATS8i,162.00249655508165
AATS8m,38.81545332222222
AATS8p,1.1723112000483056
AATS8s,2.165123456790123
AATS8v,145.92693728208678
AMID_C,1.69010740099122
AMID_N,0.27488623533309486
AMID_O,0.05962682200242663
AMID_X,0.0
AMID_h,0.3345130573355215
ATS0dv,308.0
ATS0pe,385.6025
ATS0se,484.5358639999999
ATS1dv,317.0
ATS1pe,426.789
ATS1se,514.580152
ATS2dv,409.0
ATS2pe,749.8892999999999
ATS2se,922.0784239999998
ATS3dv,382.0
ATS3pe,1012.9955
ATS3se,1265.734004
ATS4dv,380.0
ATS4pe,1143.7636000000002
ATS4se,1442.078556
ATS5dv,411.0
ATS5pe,1169.8235
ATS5se,1486.1860040000001
ATS6dv,418.0
ATS6pe,1135.2062999999998
ATS6se,1436.533276
ATS7dv,365.0
ATS7pe,1059.278
ATS7se,1339.694948
ATS8dv,336.0
ATS8pe,1032.6352
ATS8se,1308.4453760000001
ATSC0Z,449.2727272727273
ATSC0c,0.8177390387816591
ATSC0d,32.48484848484849
ATSC0i,94.85467423233658
ATSC0m,2154.451888121212
ATSC0p,14.92643972492303
ATSC0s,49.84553872053872
ATSC0v,3385.3215106522093
ATSC1Z,19.991735537190067
ATSC1c,-0.5317434506797883
ATSC1d,11.318640955004595
ATSC1i,-12.013115223293056
ATSC1m,94.80211078420533
ATSC1p,-0.28944972788967094
ATSC1s,-2.5475079073563953
ATSC1v,29.573543262856244
ATSC2Z,-6.735537190082665
ATSC2c,0.3141662370426639
ATSC2d,-6.8429752066115705
ATSC2i,0.4246658638913816
ATSC2m,-39.690425286501714
ATSC2p,-0.8050007724211357
ATSC2s,10.647287266605446
ATSC2v,-225.45526485143057
ATSC3Z,-77.5702479338843
ATSC3c,-0.17081798229415146
ATSC3d,-9.528925619834709
ATSC3i,-23.87789033857296
ATSC3m,-374.0958616170801
ATSC3p,-3.4160435218202463
ATSC3s,-3.2222796143250703
ATSC3v,-674.7569570434573
ATSC4Z,-122.57851239669424
ATSC4c,-0.12473647432966353
ATSC4d,-2.4325068870523423
ATSC4i,-13.611700296502322
ATSC4m,-586.6128576914601
ATSC4p,-3.457955987855984
ATSC4s,-11.054579889807165
ATSC4v,-833.3540561974238
ATSC5Z,121.11570247933885
ATSC5c,0.04287651266039426
ATSC5d,6.326905417814508
ATSC5i,-16.588829972215468
ATSC5m,576.18634871809
ATSC5p,0.6435614398886207
ATSC5s,9.856819457198247
ATSC5v,524.883210635342
ATSC6Z,55.38016528925617
ATSC6c,0.24108091066283702
ATSC6d,5.483930211202937
ATSC6i,27.835596813204518
ATSC6m,270.47069752249763
ATSC6p,3.3295280994120633
ATSC6s,0.7031807978777627
ATSC6v,625.5259861450684
ATSC7Z,-12.619834710743806
ATSC7c,-0.4158130229374042
ATSC7d,-0.9201101928374652
ATSC7i,4.301208179697665
ATSC7m,-54.82754715427002
ATSC7p,0.7154763935907793
ATSC7s,-7.130222681359047
ATSC7v,116.12589772923667
ATSC8Z,43.438016528925644
ATSC8c,0.43180673404806924
ATSC8d,-4.201101928374656
ATSC8i,4.422387128635342
ATSC8m,202.30166812396698
ATSC8p,0.27467838315358384
ATSC8s,16.2158708295072
ATSC8v,121.53266027447134
AXp-0d,0.711557473829162
AXp-1d,0.45509006080354286
AXp-2d,0.2982129379685082
AXp-3d,0.19610732645201973
AXp-4d,0.12678690309803964
AXp-5d,0.08250552846288164
AXp-6d,0.0526423575647756
AXp-7d,0.033180724411523074
GATS1Z,1.0063650105934725
GATS1c,1.8226261371327495
GATS1d,0.9121899692712904
GATS1i,1.436289156618279
GATS1m,1.0102232957310362
GATS1p,1.1992214305769682
GATS1s,0.7508284654366504
GATS1v,1.1277977471450236
GATS2Z,1.0421540273678738
GATS2c,0.9451822207067202
GATS2d,1.521034310156534
GATS2i,1.1804212622324275
GATS2m,1.0445733645050463
GATS2p,1.0915585284617368
GATS2s,0.5146318192049719
GATS2v,1.0819014049377464
GATS3Z,1.078741471241844
GATS3c,1.2467549430195926
GATS3d,1.328104543074103
GATS3i,1.1731569140178046
GATS3m,1.0787866182480124
GATS3p,1.0949520126703818
GATS3s,0.8240205691840572
GATS3v,1.0794105421076876
GATS4Z,1.1106839336301093
GATS4c,1.2238684972636937
GATS4d,1.0363805970149254
GATS4i,1.0523597584064643
GATS4m,1.107560735434913
GATS4p,1.0413886087681337
GATS4s,1.3080222573100404
GATS4v,1.0485015773640158
GATS5Z,0.9097626058335808
GATS5c,1.0422261676760813
GATS5d,0.9413255459157412
GATS5i,1.0001249472527831
GATS5m,0.9082942421526349
GATS5p,0.9444256987088429
GATS5s,1.1900062470106876
GATS5v,0.9117010663778439
GATS6Z,0.9862732438555282
GATS6c,0.9863900551760728
GATS6d,0.9488959839975378
GATS6i,0.8611228032258177
GATS6m,0.9807225225354436
GATS6p,0.8708668224763473
GATS6s,1.64945406951131
GATS6v,0.8867949148043425
GATS7Z,1.0016795925633524
GATS7c,1.1036063500991486
GATS7d,0.9895323586983115
GATS7i,0.9705081924958646
GATS7m,1.0002332957334552
GATS7p,0.9738283588812602
GATS7s,1.1134122592382247
GATS7v,0.9758227614345043
GATS8Z,0.9347823643149422
GATS8c,0.6660782888414613
GATS8d,1.0671641791044775
GATS8i,0.9597818365174221
GATS8m,0.9372015004821908
GATS8p,0.9988885614272283
GATS8s,0.7373395365593486
GATS8v,0.9879732739847435
MATS1Z,0.04318923036636747
MATS1c,-0.6311352558065937
MATS1d,0.33818042142230026
MATS1i,-0.12292265404234565
MATS1m,0.0427086879570283
MATS1p,-0.01882140053329073
MATS1s,-0.049604864701362605
MATS1v,0.00847887950275065
MATS2Z,-0.00804453613131844
MATS2c,0.20615012522034676
MATS2d,-0.1130323989807062
MATS2i,0.002402301096765928
MATS2m,-0.009885252713541503
MATS2p,-0.028938691472477053
MATS2s,0.11461765044474047
MATS2v,-0.03573545242107044
MATS3Z,-0.0666396870362876
MATS3c,-0.0806244344777237
MATS3d,-0.11321681068342493
MATS3i,-0.0971594486466933
MATS3m,-0.06701838050304441
MATS3p,-0.0883313745638168
MATS3s,-0.024950816073222845
MATS3v,-0.07692991903918067
MATS4Z,-0.0923450487189864
MATS4c,-0.051628327622449115
MATS4d,-0.02534443168771527
MATS4i,-0.04856942539433641
MATS4m,-0.09215610308602105
MATS4p,-0.0784101986241103
MATS4s,-0.07506288852704128
MATS4v,-0.08331802313494374
MATS5Z,0.08764724997159164
MATS5c,0.01704718291803634
MATS5d,0.06332254981251377
MATS5i,-0.05685974617461246
MATS5m,0.08695089608461028
MATS5p,0.014017858789822186
MATS5s,0.0642922175157628
MATS5v,0.05040929900129215
MATS6Z,0.04193594145698346
MATS6c,0.10029754376386574
MATS6d,0.05743191260193873
MATS6i,0.09983527213014459
MATS6m,0.042709612045233394
MATS6p,0.07588722262736344
MATS6s,0.00479935543181095
MATS6v,0.06286191992395343
MATS7Z,-0.010130630062827157
MATS7c,-0.18339023260798865
MATS7d,-0.010215316858331288
MATS7i,0.016354021787810386
MATS7m,-0.009178143904953117
MATS7p,0.017287489267121092
MATS7s,-0.051590489081950346
MATS7v,0.012371490028465545
MATS8Z,0.03545123431808986
MATS8c,0.19361816950003796
MATS8d,-0.04741915422885571
MATS8i,0.017095013612028174
MATS8m,0.034429767831486574
MATS8p,0.0067474500960967385
MATS8s,0.11928488399911066
MATS8v,0.013163291963187156
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.85971025158106
SpAD_D,377.1705222089614
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,7.770537506071043
SssNH2,0
SsssAs,0
SsssCH,0.8884881950150356
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,738
TMWC10,137.14677244844913
TSRW10,65.08050421186255
VE1_Dt,5.3775499907490305
VE2_Dt,0.179251666358301
VE3_Dt,2.7808451670652667
VR1_Dt,190.83970262716213
VR2_Dt,6.361323420905404
VR3_Dt,6.350046111083625
Xc-3dv,0.9096310202189617
Xc-4dv,0.0
Xc-5dv,0.15556453918878976
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2687287392826324
Xch-7d,0.3106527269458531
Xp-0dv,18.38773296123167
Xp-1dv,11.233400056238022
Xp-2dv,8.418626576193407
Xp-3dv,6.149704087451397
Xp-4dv,4.30017639274755
Xp-5dv,2.939264457444224
Xp-6dv,1.6894284156532453
Xp-7dv,1.1022675147106678
Xpc-4d,3.690527164902698
Xpc-5d,5.130803124428463
Xpc-6d,7.4068368103628
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,68
nFRing,0
nHBAcc,3
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,5.796627497243608
AATS0dv,4.666666666666667
AATS0pe,5.8424621212121215
AATS0se,7.3414524848484835
AATS1dv,4.661764705882353
AATS1pe,6.276308823529412
AATS1se,7.567355176470588
AATS2dv,3.3252032520325203
AATS2pe,6.096660975609756
AATS2se,7.496572552845527
AATS3dv,2.2339181286549707
AATS3pe,5.92395029239766
AATS3se,7.401953239766081
AATS4dv,1.9487179487179487
AATS4pe,5.86545435897436
AATS4se,7.395274646153846
AATS5dv,2.0246305418719213
AATS5pe,5.762677339901478
AATS5se,7.321113320197045
AATS6dv,2.154639175257732
AATS6pe,5.851578865979381
AATS6se,7.404810701030927
AATS7dv,1.994535519125683
AATS7pe,5.7884043715847
AATS7se,7.3207374207650275
AATS8dv,1.8666666666666667
AATS8pe,5.736862222222222
AATS8se,7.269140977777779
AATSC0Z,6.807162534435262
AATSC0c,0.012389985436085743
AATSC0d,0.49219467401285594
AATSC0i,1.4371920338232815
AATSC0m,32.64321042607897
AATSC0p,0.22615817765034896
AATSC0s,0.7552354351596776
AATSC0v,51.29275016139711
AATSC1Z,0.2939961108410304
AATSC1c,-0.007819756627643946
AATSC1d,0.16645060227947933
AATSC1i,-0.17666345916607434
AATSC1m,1.3941486880030194
AATSC1p,-0.004256613645436337
AATSC1s,-0.037463351578770517
AATSC1v,0.4349050479831801
AATSC2Z,-0.05476046496002167
AATSC2c,0.0025541970491273487
AATSC2d,-0.05563394476919976
AATSC2i,0.003452567999116924
AATSC2m,-0.3226863844431034
AATSC2p,-0.006544721727001103
AATSC2s,0.08656331111061338
AATSC2v,-1.83296963293846
AATSC3Z,-0.4536271808999082
AATSC3c,-0.000998935568971646
AATSC3d,-0.05572471122710356
AATSC3i,-0.13963678560568982
AATSC3m,-2.187695097175907
AATSC3p,-0.019976862700703195
AATSC3s,-0.018843740434649533
AATSC3v,-3.945947117213201
AATSC4Z,-0.6286077558804832
AATSC4c,-0.0006396742273316079
AATSC4d,-0.012474394292576114
AATSC4i,-0.06980359126411448
AATSC4m,-3.008271065084411
AATSC4p,-0.017733107630030685
AATSC4s,-0.05669015328106239
AATSC4v,-4.273610544602174
AATSC5Z,0.5966290762529007
AATSC5c,0.0002112143480807599
AATSC5d,0.031167021762633047
AATSC5i,-0.08171837424736683
AATSC5m,2.8383563976260593
AATSC5p,0.0031702533984661117
AATSC5s,0.04855576087289777
AATSC5v,2.5856315794844433
