DLiP-ID,P0008D
ATS7m,5259.915751
ATS7p,133.335858373641
ATS7s,245.33333333333337
ATS7v,17933.468921869415
ATS8Z,1256.0
ATS8d,214.0
ATS8i,13694.851453357787
ATS8m,4381.47724
ATS8p,117.31185949988598
ATS8s,255.00000000000003
ATS8v,15322.246346949842
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,14
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.012345679012345678
JGI10,0.004115226337448559
JGT10,0.31638485906639524
Kier1,17.415637860082306
Kier2,8.131482834185537
Kier3,4.0656
MID_C,41.99611467311848
MID_N,6.213354062224736
MID_O,1.7667263399499293
MID_X,0.0
MID_h,7.980080402174666
MPC10,139
MWC01,27.0
MWC02,4.859812404361672
MWC03,5.713732805509369
MWC04,6.591673732008658
MWC05,7.469083884921234
MWC06,8.359603270841466
MWC07,9.248887781588422
MWC08,10.146316077166736
MWC09,11.042265620462347
MWC10,11.94357087160869
NaaCH,13
NaaNH,1
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.511300000000003
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.313205979041787
SRW05,2.3978952727983707
SRW06,6.823286122355687
SRW07,4.727387818712341
SRW08,8.420462002456466
SRW09,6.86171134048073
SRW10,10.062838970762558
SaaCH,24.490390596423243
SaaNH,3.3974348072562357
SaaSe,0
SaaaC,0
SaasC,5.59729371378181
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.196244830241154
VE1_D,4.817386563430888
VE2_A,0.17484353459338142
VE2_D,0.20072444014295365
VE3_A,2.30965877467029
VE3_D,2.4477003116120923
VR1_A,195.0168779435373
VR1_D,143.1186278264951
VR2_A,8.125703247647388
VR2_D,5.963276159437296
VR3_A,6.148554845728706
VR3_D,5.839142588935004
WPath,1286
Xc-3d,1.2275073282373883
Xc-4d,0.0
Xc-5d,0.27497165237684323
Xc-6d,0.0
Xp-0d,16.355160383312146
Xp-1d,11.809663088089318
Xp-2d,10.387230881016071
Xp-3d,8.854054174228027
Xp-4d,7.651738554921563
Xp-5d,6.3265944395958185
Xp-6d,4.229241950423939
Xp-7d,3.2646809397814422
ZMIC0,74.30548545552828
ZMIC1,56.24242674083719
ZMIC2,32.245712012758254
ZMIC3,23.200040896345644
ZMIC4,22.22579394598484
ZMIC5,22.22579394598484
nAcid,0
nAtom,39
nBase,0
nRing,4
piPC1,3.676300671907076
piPC2,4.300680995219929
piPC3,4.931772445670531
piPC4,5.566195249202417
piPC5,6.127551265854018
piPC6,6.449087159400147
piPC7,6.955533026068398
piPC8,7.416998401252888
piPC9,7.840356026470929
AATS0Z,24.256410256410255
AATS0d,3.6666666666666665
AATS0i,157.1493173434932
AATS0m,96.02768020512818
AATS0p,1.7107794249419221
AATS0s,3.7613960113960117
AATS0v,253.4083973866656
AATS1Z,26.5
AATS1d,4.285714285714286
AATS1i,143.91902226107493
AATS1m,101.7741205476191
AATS1p,1.997229912285715
AATS1s,3.443121693121693
AATS1v,294.27822957613284
AATS2Z,24.136363636363637
AATS2d,4.151515151515151
AATS2i,146.26420661940756
AATS2m,91.40038298484845
AATS2p,1.8580109237878784
AATS2s,3.291245791245792
AATS2v,268.1835858139029
AATS3Z,19.535714285714285
AATS3d,3.5952380952380953
AATS3i,152.68000912127013
AATS3m,72.1370160952381
AATS3p,1.581324844771333
AATS3s,2.986111111111112
AATS3v,221.0338006096099
AATS4Z,19.178571428571427
AATS4d,3.4523809523809526
AATS4i,157.27492137508798
AATS4m,70.81032255952383
AATS4p,1.49909230153975
AATS4s,2.970238095238096
AATS4v,210.66616770441289
AATS5Z,19.686746987951807
AATS5d,3.5542168674698793
AATS5i,157.56761359096913
AATS5m,72.88241108433735
AATS5p,1.551057109451687
AATS5s,3.0247657295850066
AATS5v,218.66748926666855
AATS6Z,19.62962962962963
AATS6d,3.4074074074074074
AATS6i,152.28604194880918
AATS6m,72.31129904938273
AATS6p,1.633842585618444
AATS6s,3.1042524005486967
AATS6v,227.76032775388197
AATS7Z,16.953488372093023
AATS7d,2.9186046511627906
AATS7i,150.72460089856796
AATS7m,61.16181105813953
AATS7p,1.550416957833035
AATS7s,2.8527131782945743
AATS7v,208.5287083938304
AATS8Z,14.272727272727273
AATS8d,2.4318181818181817
AATS8i,155.62331196997485
AATS8m,49.789514090909094
AATS8p,1.3330893124987044
AATS8s,2.897727272727273
AATS8v,174.11643576079365
AMID_C,1.7498381113799366
AMID_N,0.25888975259269736
AMID_O,0.07361359749791373
AMID_X,0.0
AMID_h,0.3325033500906111
ATS0dv,320.0
ATS0pe,242.20840000000004
ATS0se,295.54390399999994
ATS1dv,354.0
ATS1pe,272.52000000000004
ATS1se,323.7477799999998
ATS2dv,493.0
ATS2pe,422.71260000000007
ATS2se,505.22237200000006
ATS3dv,484.0
ATS3pe,522.6434999999999
ATS3se,636.621312
ATS4dv,473.0
ATS4pe,525.3720000000001
ATS4se,640.913884
ATS5dv,479.0
ATS5pe,522.8357000000001
ATS5se,636.249024
ATS6dv,438.0
ATS6pe,505.5131999999999
ATS6se,614.8850119999998
ATS7dv,346.0
ATS7pe,516.9884999999999
ATS7se,636.2876199999997
ATS8dv,275.0
ATS8pe,524.468
ATS8se,652.836288
ATSC0Z,256.3589743589743
ATSC0c,0.7416394661757483
ATSC0d,20.923076923076927
ATSC0i,62.4676444739266
ATSC0m,1227.2721023589745
ATSC0p,8.858345260657433
ATSC0s,31.018518518518512
ATSC0v,1935.6626408668349
ATSC1Z,5.433925049309656
ATSC1c,-0.4100991831305215
ATSC1d,7.159763313609469
ATSC1i,-1.1512694643584775
ATSC1m,29.189041382643413
ATSC1p,0.6326488582111018
ATSC1s,-5.5092592592592595
ATSC1v,119.42706935829852
ATSC2Z,-27.915187376725854
ATSC2c,0.056188306348351376
ATSC2d,-0.639053254437866
ATSC2i,-12.553711417418498
ATSC2m,-138.28765601775092
ATSC2p,-2.0748379514409083
ATSC2s,-0.35185185185185297
ATSC2v,-396.50205947986825
ATSC3Z,-27.465483234714007
ATSC3c,0.017735724758027198
ATSC3d,0.5502958579881678
ATSC3i,-24.566147964514712
ATSC3m,-132.53863790138047
ATSC3p,-1.8999012939424738
ATSC3s,-4.916666666666666
ATSC3v,-344.8463765948617
ATSC4Z,5.611439842209077
ATSC4c,-0.0903340453139114
ATSC4d,-0.8343195266272174
ATSC4i,-11.64493519532762
ATSC4m,29.429722534516877
ATSC4p,-0.11686774193239963
ATSC4s,-1.944444444444444
ATSC4v,54.957865746651855
ATSC5Z,-5.892176199868514
ATSC5c,0.09091931296403831
ATSC5d,-6.041420118343193
ATSC5i,27.35269237486558
ATSC5m,-22.203414148586248
ATSC5p,2.310182017426996
ATSC5s,-0.4845679012345684
ATSC5v,320.7177054436825
ATSC6Z,-60.02761341222881
ATSC6c,-0.07575345798931944
ATSC6d,-13.609467455621301
ATSC6i,18.93632546152225
ATSC6m,-287.06236374556175
ATSC6p,-0.2181262337761837
ATSC6s,0.8611111111111106
ATSC6v,-239.63608871352602
ATSC7Z,-65.76594345825116
ATSC7c,0.0599459407573749
ATSC7d,-12.343195266272193
ATSC7i,-15.263429601196876
ATSC7m,-321.43583348389205
ATSC7p,-3.4005384991889835
ATSC7s,0.9691358024691362
ATSC7v,-684.8846659973728
ATSC8Z,-64.19460880999343
ATSC8c,-0.07118790034116844
ATSC8d,-4.159763313609469
ATSC8i,-29.851492239972856
ATSC8m,-315.20488060486537
ATSC8p,-4.3146504887936015
ATSC8s,-1.2283950617283956
ATSC8v,-813.6927169745886
AXp-0d,0.6814650159713395
AXp-1d,0.43739492918849326
AXp-2d,0.2807359697571911
AXp-3d,0.17708108348456053
AXp-4d,0.11252556698414062
AXp-5d,0.07189311863177067
AXp-6d,0.04360043247859731
AXp-7d,0.028388529911142976
GATS1Z,0.7411482296459293
GATS1c,1.4146644608588463
GATS1d,0.6486344537815125
GATS1i,1.0269752551220206
GATS1m,0.7399305738562078
GATS1p,0.8166995854058804
GATS1s,0.9751172707889129
GATS1v,0.769807934740879
GATS2Z,0.8568122715452182
GATS2c,0.7601400241138698
GATS2d,1.128230837789661
GATS2i,1.1346808397951023
GATS2m,0.8609609638115913
GATS2p,1.0287200135122148
GATS2s,0.6671913161465401
GATS2v,0.9736566412070475
GATS3Z,0.9705512531077646
GATS3c,0.9040102985427393
GATS3d,1.1134891456582632
GATS3i,1.1694943944441705
GATS3m,0.9711547390303952
GATS3p,1.044479349268066
GATS3s,0.9773454157782518
GATS3v,1.0154125043567244
GATS4Z,0.9555518246506445
GATS4c,1.1564876511492512
GATS4d,1.1134891456582632
GATS4i,1.1441875612066688
GATS4m,0.9530399039846512
GATS4p,0.930375192681784
GATS4s,0.857633262260128
GATS4v,0.9123162590011245
GATS5Z,0.967064497236797
GATS5c,1.0955720080391258
GATS5d,1.301957831325301
GATS5i,0.8737874322944473
GATS5m,0.9628066290073339
GATS5p,0.7929473017921158
GATS5s,0.8441862974285201
GATS5v,0.833804360954469
GATS6Z,1.0183925674023695
GATS6c,1.0496815760474087
GATS6d,1.3789488017429192
GATS6i,0.845558432619122
GATS6m,1.0186034031463138
GATS6p,0.9561324716560234
GATS6s,0.8919181868435603
GATS6v,0.9858053649075113
GATS7Z,1.03243671990212
GATS7c,0.619398139035244
GATS7d,1.1087123803009573
GATS7i,1.01338850439116
GATS7m,1.0391364445604132
GATS7p,1.174047558886292
GATS7s,0.726497743838945
GATS7v,1.159589656589834
GATS8Z,1.1285666224153923
GATS8c,0.8641998593920825
GATS8d,0.81521557486631
GATS8i,1.1002780858072652
GATS8m,1.1322593463673192
GATS8p,1.2435545387198548
GATS8s,1.17325644504749
GATS8v,1.2225888991882734
MATS1Z,0.019682507930157436
MATS1c,-0.513465641599558
MATS1d,0.3177521008403361
MATS1i,-0.017113434325768763
MATS1m,0.022084841497834233
MATS1p,0.06631708708196894
MATS1s,-0.1649253731343284
MATS1v,0.05729126659926251
MATS2Z,-0.06434468711924209
MATS2c,0.044768627531693146
MATS2d,-0.018048128342245878
MATS2i,-0.11875111129407297
MATS2m,-0.06658297939334783
MATS2p,-0.13840515035182038
MATS2s,-0.006702849389416577
MATS2v,-0.12104210029383412
MATS3Z,-0.04974209127539796
MATS3c,0.011103027836579758
MATS3d,0.01221113445378156
MATS3i,-0.18258590748869835
MATS3m,-0.05014030389040733
MATS3p,-0.09957808183974173
MATS3s,-0.07359275053304905
MATS3v,-0.08271443736935792
MATS4Z,0.010162746835081313
MATS4c,-0.05655147637861631
MATS4d,-0.018513655462184836
MATS4i,-0.08655003883218602
MATS4m,0.01113347213051203
MATS4p,-0.006125300091996607
MATS4s,-0.029104477611940297
MATS4v,0.013182127616192415
MATS5Z,-0.0107997503115081
MATS5c,0.05760362670462607
MATS5d,-0.13567505315379155
MATS5i,0.20574603091438667
MATS5m,-0.00850090987943401
MATS5p,0.12254063045261156
MATS5s,-0.007340406401726318
MATS5v,0.07785379419403454
MATS6Z,-0.11274106673186494
MATS6c,-0.0491800785199845
MATS6d,-0.3131808278867102
MATS6i,0.14595540001247825
MATS6m,-0.1126198598567682
MATS6p,-0.011855909777526376
MATS6s,0.013366500829187392
MATS6v,-0.05960766952579414
MATS7Z,-0.11633722093255865
MATS7c,0.03665498982655908
MATS7d,-0.2675273597811218
MATS7i,-0.11080596844486945
MATS7m,-0.11877350799288162
MATS7p,-0.17408495863057108
MATS7s,0.014168691426588
MATS7v,-0.16045524963768187
MATS8Z,-0.11097674080270602
MATS8c,-0.04253978455114848
MATS8d,-0.08810995989304815
MATS8i,-0.2117838557506924
MATS8m,-0.11382404262081663
MATS8p,-0.21586138180176376
MATS8s,-0.01755088195386704
MATS8v,-0.186299931680559
MAXaaN,4.79177626606198
MAXsOH,9.815373768347254
MINaaN,4.074397514796144
MINsOH,9.815373768347254
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.397754020884136
SpAD_D,222.4355192584597
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,915
TMWC10,126.37494644846856
TSRW10,72.61412069184041
VE1_Dt,4.830298204741258
VE2_Dt,0.2012624251975524
VE3_Dt,2.4503769432246005
VR1_Dt,142.50687561303118
VR2_Dt,5.937786483876299
VR3_Dt,5.834858985814623
Xc-3dv,0.49883899812498245
Xc-4dv,0.0
Xc-5dv,0.07207655781770352
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.45412414523193156
Xch-7d,0.5812242912240134
Xp-0dv,12.847194285965013
Xp-1dv,7.663285916169431
Xp-2dv,5.461259476290081
Xp-3dv,3.8396249562044287
Xp-4dv,2.6949747639877466
Xp-5dv,1.8285542135858937
Xp-6dv,0.9849778312363175
Xp-7dv,0.6201251195952239
Xpc-4d,3.0398984181156026
Xpc-5d,5.152218715518207
Xpc-6d,8.102164759262632
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,42
nFRing,0
nHBAcc,3
nHBDon,2
nHRing,2
nSpiro,0
naRing,4
piPC10,8.19039123406117
AATS0dv,8.205128205128204
AATS0pe,6.210471794871796
AATS0se,7.578048820512819
AATS1dv,8.428571428571429
AATS1pe,6.488571428571429
AATS1se,7.708280476190471
AATS2dv,7.46969696969697
AATS2pe,6.404736363636364
AATS2se,7.654884424242425
AATS3dv,5.761904761904762
AATS3pe,6.221946428571427
AATS3se,7.578825142857143
AATS4dv,5.630952380952381
AATS4pe,6.254428571428572
AATS4se,7.629927190476191
AATS5dv,5.771084337349397
AATS5pe,6.29922530120482
AATS5se,7.665650891566265
AATS6dv,5.407407407407407
AATS6pe,6.240903703703703
AATS6se,7.5911729876543195
AATS7dv,4.023255813953488
AATS7pe,6.0114941860465105
AATS7se,7.39869325581395
AATS8dv,3.125
AATS8pe,5.959863636363636
AATS8se,7.4185941818181815
AATSC0Z,6.573307034845495
AATSC0c,0.01901639656860893
AATSC0d,0.5364891518737673
AATSC0i,1.6017344736904255
AATSC0m,31.46851544510191
AATSC0p,0.2271370579655752
AATSC0s,0.7953466286799619
AATSC0v,49.632375406841916
AATSC1Z,0.1293791678407061
AATSC1c,-0.009764266265012417
AATSC1d,0.17047055508593972
AATSC1i,-0.027411177722820895
AATSC1m,0.6949771757772242
AATSC1p,0.015063068052645281
AATSC1s,-0.13117283950617284
AATSC1v,2.84350165138806
AATSC2Z,-0.42295738449584624
AATSC2c,0.0008513379749750208
AATSC2d,-0.009682625067240394
AATSC2i,-0.19020774874876512
AATSC2m,-2.0952675154204683
AATSC2p,-0.03143693865819558
AATSC2s,-0.005331088664422015
AATSC2v,-6.007606961816186
AATSC3Z,-0.3269700385085001
AATSC3c,0.00021113958045270473
AATSC3d,0.006551141166525808
AATSC3i,-0.29245414243469897
AATSC3m,-1.5778409273973866
AATSC3p,-0.02261787254693421
AATSC3s,-0.058531746031746025
AATSC3v,-4.105314007081686
AATSC4Z,0.06680285526439378
AATSC4c,-0.001075405301356088
AATSC4d,-0.009932375316990684
AATSC4i,-0.13863018089675738
AATSC4m,0.3503538396966295
AATSC4p,-0.0013912826420523765
AATSC4s,-0.023148148148148143
AATSC4v,0.6542603065077601
AATSC5Z,-0.07099007469721101
AATSC5c,0.001095413409205281
AATSC5d,-0.07278819419690594
AATSC5i,0.3295505105405492
AATSC5m,-0.26751101383838854
AATSC5p,0.027833518282252966
AATSC5s,-0.005838167484753836
AATSC5v,3.8640687402853318
AATSC6Z,-0.7410816470645533
