DLiP-ID,T002FN
AATSC6Z,2.990160523186683
AATSC6c,-0.02035037433211232
AATSC6d,0.06343638525564801
AATSC6i,0.4456867138118718
AATSC6m,14.930032487158138
AATSC6p,0.043089184654549986
AATSC6s,-1.062192275509755
AATSC6v,5.426748664466542
AATSC7Z,6.143563426997936
AATSC7c,0.01348758991736559
AATSC7d,-0.04336942236685651
AATSC7i,0.0790589962809352
AATSC7m,29.891532502221647
AATSC7p,0.09009502311373682
AATSC7s,0.8748143890158987
AATSC7v,15.451974897255226
AATSC8Z,-21.390011890606424
AATSC8c,-0.00944020365044769
AATSC8d,-0.09792264111352032
AATSC8i,-0.31889055997639154
AATSC8m,-111.13962183555986
AATSC8p,-0.10261729904335293
AATSC8s,-0.6208274338444097
AATSC8v,-18.96691339846223
ATS0are,198.25010000000003
ATS1are,202.654
ATS2are,298.67
ATS3are,404.34400000000005
ATS4are,394.0702
ATS5are,321.782
ATS6are,267.61600000000004
ATS7are,238.11999999999998
ATS8are,228.01199999999994
ATSC0dv,118.79182630906767
ATSC0pe,4.74518620689655
ATSC0se,3.7025792413793104
ATSC1dv,-0.24744531381251467
ATSC1pe,-1.318965041617123
ATSC1se,-0.9271058359096315
ATSC2dv,-18.744896744192122
ATSC2pe,0.2699696789536264
ATSC2se,0.03152207372175812
ATSC3dv,-51.95915438052226
ATSC3pe,-1.8373680142687285
ATSC3se,-1.2345577407847788
ATSC4dv,27.526962643270394
ATSC4pe,0.6664354340071348
ATSC4se,0.1031500178359085
ATSC5dv,8.431656741517143
ATSC5pe,0.6416189060642086
ATSC5se,0.7688091605231882
ATSC6dv,-49.41060759530835
ATSC6pe,-1.644977526753864
ATSC6se,-0.9014608846611172
ATSC7dv,29.030643185573382
ATSC7pe,2.0202422116527963
ATSC7se,1.1188300975029686
ATSC8dv,-22.53196191743776
ATSC8pe,-2.3719114149821636
ATSC8se,-1.7969026967895343
AXp-0dv,0.6532281223579866
AXp-1dv,0.33217413793113953
AXp-2dv,0.18964608515013398
AXp-3dv,0.10134623797081259
AXp-4dv,0.06258308995979811
AXp-5dv,0.025873349645266785
AXp-6dv,0.018387562553293265
AXp-7dv,0.007474298751775432
BertzCT,644.8116405882264
ECIndex,331
ETA_eta,13.915984293019694
GATS1dv,0.7109939111781128
GATS1pe,0.9751622939351484
GATS1se,1.009722544639075
GATS2dv,0.8249977325418777
GATS2pe,0.5858034954722415
GATS2se,0.6583916348787915
GATS3dv,1.0804317125232974
GATS3pe,1.0842272095713696
GATS3se,1.0804428676705558
GATS4dv,0.9490013848970565
GATS4pe,0.9341572293954529
GATS4se,0.9387714455428666
GATS5dv,1.0462737224386924
GATS5pe,1.03959958617675
GATS5se,0.9979207344035769
GATS6dv,1.2901937502040712
GATS6pe,1.262450984809288
GATS6se,1.1867027046700473
GATS7dv,0.7506836150469877
GATS7pe,0.4738353236459791
GATS7se,0.5275525317059575
GATS8dv,1.1308413150071397
GATS8pe,1.4552989924496134
GATS8se,1.4806877604228
LogEE_A,3.9094381868900463
LogEE_D,86.98978188131173
MATS1dv,-0.00201358245021924
MATS1pe,-0.26869325768013674
MATS1se,-0.2420481101471626
MATS2dv,-0.10169087338593487
MATS2pe,0.036664622247543285
MATS2se,0.005486506557463342
MATS3dv,-0.21140841137149946
MATS3pe,-0.18714991744810003
MATS3se,-0.16115871373591142
MATS4dv,0.11200011839449633
MATS4pe,0.06788152155166574
MATS4se,0.01346516541681085
MATS5dv,0.04379519844178794
MATS5pe,0.08343034377287906
MATS5se,0.12811923223223284
MATS6dv,-0.30155854674206756
MATS6pe,-0.2513302228610628
MATS6se,-0.17651455884461814
MATS7dv,0.18650243223567217
MATS7pe,0.3249111259032752
MATS7se,0.2306078995518004
MATS8dv,-0.16178249550645105
MATS8pe,-0.42634805560181677
MATS8se,-0.4139417957823055
MAXaaCH,1.5284202569916854
MAXaasC,0.43924319727891126
MAXdssC,-0.49936130007558543
MAXssNH,2.589259259259259
MDEC-22,2.697617634700363
MDEC-23,13.39225709013054
MDEC-33,8.3732519781233
MDEO-11,0.9346196558776898
MINaaCH,1.1294753225236631
MINaasC,-0.20535441337028604
MINdssC,-0.49936130007558543
MINssNH,2.589259259259259
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.8
SM1_Dzi,1.0114903022901909
SM1_Dzm,2.8389267319614637
SM1_Dzp,-3.9424408427515405
SM1_Dzv,-1.4671948272107689
SddssSe,0
SpAD_Dt,278.805153136793
SpAbs_A,24.09635447702641
SpAbs_D,173.97956376262348
SpMAD_A,1.2048177238513205
SpMAD_D,8.698978188131175
SpMax_A,2.3633915888852925
SpMax_D,86.98978188131173
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,89.79
TpiPC10,7.749807260920759
VAdjMat,5.392317422778761
VE1_DzZ,4.423266244870788
VE1_Dzi,4.412642744571074
VE1_Dzm,4.423257020524301
VE1_Dzp,4.40125611369836
VE1_Dzv,4.414619695652008
VE2_DzZ,0.22116331224353938
VE2_Dzi,0.2206321372285537
VE2_Dzm,0.22116285102621505
VE2_Dzp,0.220062805684918
VE2_Dzv,0.2207309847826004
VE3_DzZ,2.180025573173861
VE3_Dzi,2.177620952340545
VE3_Dzm,2.180023487756526
VE3_Dzp,2.17503716112838
VE3_Dzv,2.178068871755511
VR1_DzZ,99.49226246554046
VR1_Dzi,101.11171322894336
VR1_Dzm,99.46551153556138
VR1_Dzp,101.82181710683852
VR1_Dzv,100.91389442391716
VR2_DzZ,4.974613123277023
VR2_Dzi,5.055585661447168
VR2_Dzm,4.973275576778069
VR2_Dzp,5.0910908553419265
VR2_Dzv,5.045694721195858
VR3_DzZ,5.2932270575352804
VR3_Dzi,5.309373157728419
VR3_Dzm,5.2929581469056295
VR3_Dzp,5.316371575141231
VR3_Dzv,5.307414803334176
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.04488959454956774
Xch-7dv,0.1351100301651269
Xpc-4dv,1.6221531974074517
Xpc-5dv,2.478338371156213
Xpc-6dv,2.4681656004705674
Zagreb1,102.0
Zagreb2,117.0
fragCpx,61.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,1
nBondsM,13
nBondsO,21
nBondsS,17
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.836210344827587
AATS1are,6.755133333333333
AATS2are,6.637111111111111
AATS3are,6.739066666666668
AATS4are,6.5678366666666665
AATS5are,6.8464255319148934
AATS6are,6.690400000000001
AATS7are,6.266315789473683
AATS8are,6.706235294117645
AATSC0dv,4.096269872726472
AATSC0pe,0.16362711058263965
AATSC0se,0.12767514625445897
AATSC1dv,-0.008248177127083822
AATSC1pe,-0.043965501387237434
AATSC1se,-0.03090352786365438
AATSC2dv,-0.41655326098204715
AATSC2pe,0.005999326198969476
AATSC2se,0.0007004905271501805
AATSC3dv,-0.8659859063420376
AATSC3pe,-0.030622800237812144
AATSC3se,-0.020575962346412978
AATSC4dv,0.4587827107211732
AATSC4pe,0.011107257233452246
AATSC4se,0.0017191669639318083
AATSC5dv,0.17939695194717326
AATSC5pe,0.013651466086472523
AATSC5se,0.016357641713259322
AATSC6dv,-1.2352651898827087
AATSC6pe,-0.0411244381688466
AATSC6se,-0.02253652211652793
AATSC7dv,0.7639642943571943
AATSC7pe,0.05316426872770517
AATSC7se,0.0294428973027097
AATSC8dv,-0.6627047622775811
AATSC8pe,-0.06976210044065187
AATSC8se,-0.052850079317339246
AETA_eta,0.6957992146509847
ATSC0are,5.05966896551724
ATSC1are,-1.3999161712247328
ATSC2are,0.31932401902497
ATSC3are,-2.1119702734839474
ATSC4are,0.33872972651605254
ATSC5are,1.4462502972651596
ATSC6are,-2.0985434007134347
ATSC7are,2.005185493460166
ATSC8are,-2.1254946492271105
BCUTZ-1h,35.00142619381381
BCUTZ-1l,5.692830888050999
BCUTc-1h,0.4242831995878955
BCUTc-1l,-0.3545335088335685
BCUTd-1h,3.2306623887135086
BCUTd-1l,0.9778634426926921
BCUTi-1h,14.540293542925749
BCUTi-1l,10.953546209665047
BCUTm-1h,79.90518199073755
BCUTm-1l,11.704868837090395
BCUTp-1h,3.0603042761499637
BCUTp-1l,0.751827174218626
BCUTs-1h,7.008272291293519
BCUTs-1l,1.0427269395265013
BCUTv-1h,26.52493425158302
BCUTv-1l,14.702363325449872
BalabanJ,1.8596813811112138
Diameter,10
ETA_beta,28.5
GATS1are,1.0184236758935663
GATS2are,0.5988973276461078
GATS3are,1.1124271907298464
GATS4are,0.9543634902287915
GATS5are,0.9696908882882731
GATS6are,1.3314705064526506
GATS7are,0.4594933436102072
GATS8are,1.3702082186104585
HybRatio,0.0
Lipinski,True
LogEE_Dt,139.4025765683965
MATS1are,-0.2674586634171698
MATS2are,0.040671947402250025
MATS3are,-0.20174948976717394
MATS4are,0.03235772318937774
MATS5are,0.17636869344164674
MATS6are,-0.30070029796143116
MATS7are,0.302445308215827
MATS8are,-0.3583084029902301
NsssssAs,0
RotRatio,0.09523809523809523
SM1_Dzpe,1.4730949584835755
SM1_Dzse,1.428122280971373
SMR_VSA1,20.11411936859394
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,44.840725865669874
SMR_VSA8,0.0
SMR_VSA9,17.248535499851716
SpAD_DzZ,126.57309965882519
SpAD_Dzi,130.34782054375512
SpAD_Dzm,126.60167122063874
SpAD_Dzp,177.44419469998414
SpAD_Dzv,159.51398596995097
SpAbs_Dt,278.80515313679314
SpDiam_A,4.726783177770585
SpDiam_D,132.14047746550108
SpMAD_Dt,13.940257656839652
SpMax_Dt,139.4025765683965
SsssssAs,0
VE1_Dzpe,4.417809486293518
VE1_Dzse,4.4182738027754125
VE2_Dzpe,0.22089047431467593
VE2_Dzse,0.22091369013877063
VE3_Dzpe,2.1787911624672684
VE3_Dzse,2.17889625800952
VMcGowan,210.66999999999987
VR1_Dzpe,100.5459925886979
VR1_Dzse,100.50324111396212
VR2_Dzpe,5.027299629434895
VR2_Dzse,5.025162055698106
VR3_Dzpe,5.303762441073368
VR3_Dzse,5.30333715742923
mZagreb1,8.38888888888889
mZagreb2,4.333333333333333
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,23
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1744713436385255
AATSC1are,-0.04666387237415776
AATSC2are,0.007096089311665999
AATSC3are,-0.03519950455806579
AATSC4are,0.005645495441934209
AATSC5are,0.03077128292053531
AATSC6are,-0.052463585017835865
AATSC7are,0.05276803930158332
AATSC8are,-0.06251454850667972
AETA_beta,1.425
BCUTdv-1h,6.021953474387453
BCUTdv-1l,0.25507897540094093
BCUTpe-1h,3.489228857839938
BCUTpe-1l,2.240267038775677
BCUTse-1h,3.7021556706665626
BCUTse-1l,2.436347543175111
ETA_alpha,10.9
ETA_dBeta,4.5
ETA_eta_B,0.5511324616689848
ETA_eta_F,19.45246485097307
ETA_eta_L,3.846889703957485
ETA_eta_R,33.36844914399276
ETA_psi_1,0.619318181818182
LabuteASA,130.68262019148017
LogEE_DzZ,63.09227450327004
LogEE_Dzi,65.22448478699208
LogEE_Dzm,63.02520724424785
LogEE_Dzp,87.73648713930419
LogEE_Dzv,79.39019427817276
PEOE_VSA1,20.63637078852845
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,56.12535606974514
PEOE_VSA8,17.31720483484217
PEOE_VSA9,8.945439031664828
SM1_Dzare,1.5037073770519647
SpAD_Dzpe,130.73886739601298
SpAD_Dzse,131.6355956959801
SpAbs_DzZ,124.6130996588252
SpAbs_Dzi,129.43747927169392
SpAbs_Dzm,124.61442250826573
SpAbs_Dzp,179.4154151213599
SpAbs_Dzv,160.24758338355642
SpDiam_Dt,200.5086279592864
SpMAD_DzZ,6.328654982941259
SpMAD_Dzi,6.517391027187756
SpMAD_Dzm,6.330083561031937
SpMAD_Dzp,8.872209734999206
SpMAD_Dzv,7.975699298497548
SpMax_DzZ,63.09227450327004
SpMax_Dzi,65.22448478699208
SpMax_Dzm,63.02520724424785
SpMax_Dzp,87.73648713930419
SpMax_Dzv,79.39019427817276
VE1_Dzare,4.416988930862424
VE2_Dzare,0.22084944654312122
VE3_Dzare,2.1786054071405005
VR1_Dzare,100.62366634736443
VR2_Dzare,5.031183317368222
VR3_Dzare,5.304534662520053
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.545
AETA_dBeta,0.225
AETA_eta_B,0.02755662308344924
AETA_eta_F,0.9726232425486534
AETA_eta_L,0.19234448519787425
AETA_eta_R,1.6684224571996382
BCUTare-1h,3.5440049833621456
BCUTare-1l,2.189730751589079
ETA_beta_s,12.0
ETA_dPsi_A,0.09468181818181798
ETA_dPsi_B,0.0
ETA_eta_BR,0.7231324616689847
ETA_eta_FL,5.516191396746626
ETA_eta_RL,9.363081100704111
LogEE_Dzpe,65.44308844593067
LogEE_Dzse,65.88920396203861
PEOE_VSA10,17.248535499851716
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,21.226761913873624
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,10.357988675768818
SlogP_VSA6,39.27727437397288
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,129.8217760908737
SpAbs_Dzpe,129.41308193337773
SpAbs_Dzse,130.35028564310593
SpDiam_DzZ,98.79954709436728
SpDiam_Dzi,99.82637170901684
SpDiam_Dzm,98.73334735355078
SpDiam_Dzp,136.23248033258506
SpDiam_Dzv,123.88280238542129
SpMAD_Dzpe,6.536943369800649
SpMAD_Dzse,6.581779784799005
SpMax_Dzpe,65.44308844593067
SpMax_Dzse,65.88920396203861
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,20
AETA_beta_s,0.6
AETA_eta_BR,0.03615662308344923
AETA_eta_FL,0.2758095698373313
AETA_eta_RL,0.4681540550352056
DetourIndex,1358
EState_VSA1,5.907179729351506
EState_VSA2,22.81198699154871
EState_VSA3,14.63282530634839
EState_VSA4,6.06636706846161
EState_VSA5,24.26546827384644
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,37.17667639990503
EState_VSA9,0.0
ETA_beta_ns,16.5
ETA_shape_p,0.36697247706422015
ETA_shape_x,0.0
ETA_shape_y,0.36697247706422015
GhoseFilter,True
LogEE_Dzare,64.98607341428944
SlogP_VSA10,5.687386274683562
SlogP_VSA11,17.248535499851716
SpAbs_Dzare,128.4684394515269
SpDiam_Dzpe,101.04859710690747
SpDiam_Dzse,101.8598733437949
SpMAD_Dzare,6.4910888045436845
SpMax_Dzare,64.98607341428944
TopoPSA(NO),89.79
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.8350576341647771
VSA_EState9,49.1883118648694
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.825
EState_VSA10,20.11411936859394
ETA_dAlpha_A,0.04500000000000002
ETA_dAlpha_B,0.0
FilterItLogS,-4.056879369104548
SpDiam_Dzare,100.1694381746253
ETA_beta_ns_d,3.0
ETA_epsilon_1,0.7000000000000001
ETA_epsilon_2,0.8799999999999997
ETA_epsilon_3,0.43793103448275894
ETA_epsilon_4,0.5829268292682929
ETA_epsilon_5,0.7833333333333332
AETA_beta_ns_d,0.15
ETA_dEpsilon_A,0.2620689655172411
ETA_dEpsilon_B,0.1170731707317072
ETA_dEpsilon_C,-0.14499579478553393
ETA_dEpsilon_D,0.09666666666666646
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7
MDEDescriptor,"0.0,0.0,0.0,0.0,2.697617634700363,13.39225709013054,0.0,8.3732519781233,0.0,0.0,0.9346196558776898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,39.28913699999999
BCUTDescriptor,"11.850000000000001,78.91933764674752,-0.3612853791984651,0.23554301554834212,5.0213076171874915,11.025318914987363"
BPolDescriptor,14.036862999999997
TPSADescriptor,89.79
ALOGPDescriptor,"4.1866,17.52761956,78.888"
XLogPDescriptor,3.3710000000000004
VAdjMaDescriptor,5.392317422778761
WeightDescriptor,400.88983204
ChiPathDescriptor,"14.861442840636295,9.363081100704113,9.041630461563134,6.930204388226105,5.522445207986459,3.866736644625077,2.525016238421395,1.473057174533853,13.06456244715973,6.9756568965539305,5.68938255450402,3.6484645669492526,2.753655958231119,1.2936674822633387,0.8826030025580762,0.3288691450781191"
ChiChainDescriptor,"0.0,0.0,0.0,0.12359693729953272,0.3813168502864596,0.0,0.0,0.0,0.04488959454956774,0.1351100301651269"
AtomCountDescriptor,29
BondCountDescriptor,21
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"1.8476979520046468,0.0,0.3900166571736666,0.0,0.9896173104259713,0.0,0.14378348364527177,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,1,0,0,0,0"
ZagrebIndexDescriptor,102.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.1199999999999997
WeightedPathDescriptor,"39.662410679002114,1.9831205339501057,18.186962050424427,10.102099729806314,3.0540291636697066"
FractionalPSADescriptor,0.22397674578845628
WienerNumbersDescriptor,"846.0,30.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.639405321854035,5.30624429280559,7.037378113684056,1.622153197407451,2.478338371156213,2.4388270944192367"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,4
LargestPiSystemDescriptor,18
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"16.3718820861678,6.84,4.25"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,520.07
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"109.97403802607107,33.966082697180326,55.98735308111426,71.988208588008,97.34174420307937"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.3750233169827032,-0.1283372080811627,-2.070743248501158E-4,-0.032324828700242385,-0.12839974904869927"
EccentricConnectivityIndexDescriptor,331
AutocorrelationDescriptorPolarizability,"1433.4249018429343,1644.718292654979,2225.5753942428496,2140.833798720872,1652.7575098182424"
