DLiP-ID,C001QQ
piPC8,7.895930530828365
piPC9,8.361615647748598
AATS0Z,25.78723404255319
AATS0d,3.4893617021276597
AATS0i,166.20266085255278
AATS0m,101.98730934042558
AATS0p,1.3830379169570213
AATS0s,7.197990543735226
AATS0v,214.74603346872533
AATS1Z,26.510204081632654
AATS1d,4.204081632653061
AATS1i,151.08821111641626
AATS1m,100.96036051020413
AATS1p,1.697741814163266
AATS1s,3.785714285714285
AATS1v,260.6281022468227
AATS2Z,23.904761904761905
AATS2d,3.9166666666666665
AATS2i,157.10960166163983
AATS2m,90.49341727380954
AATS2p,1.5068947598665718
AATS2s,3.83399470899471
AATS2v,227.29883919275835
AATS3Z,21.734513274336283
AATS3d,3.3628318584070795
AATS3i,160.25913114727692
AATS3m,80.70308503539826
AATS3p,1.364369334330434
AATS3s,4.527531956735498
AATS3v,203.00435939482327
AATS4Z,18.384615384615383
AATS4d,2.9384615384615387
AATS4i,163.2445167141694
AATS4m,66.69924323846156
AATS4p,1.233291799730615
AATS4s,4.24551282051282
AATS4v,176.67017787561207
AATS5Z,17.143939393939394
AATS5d,2.9166666666666665
AATS5i,165.6909613670782
AATS5m,62.41144412121215
AATS5p,1.1804379944633936
AATS5s,3.6130050505050506
AATS5v,168.60698311292452
AATS6Z,19.033898305084747
AATS6d,3.0
AATS6i,163.42433959934996
AATS6m,69.1044264661017
AATS6p,1.2548963404905586
AATS6s,3.9835216572504706
AATS6v,184.4257824494965
AATS7Z,19.102564102564102
AATS7d,2.735042735042735
AATS7i,161.99649943939428
AATS7m,69.52044667521365
AATS7p,1.2077051832370513
AATS7s,4.619658119658119
AATS7v,176.8417635339551
AATS8Z,16.614035087719298
AATS8d,2.2719298245614037
AATS8i,166.5251265997862
AATS8m,58.302405254385945
AATS8p,1.0630851753222366
AATS8s,4.803118908382066
AATS8v,153.17958580177034
AMID_C,1.3095334202684743
AMID_N,0.3122685375177533
AMID_O,0.38821399399416023
AMID_X,0.0
AMID_h,0.7004825315119134
ATS0dv,446.0
ATS0pe,315.3104999999998
ATS0se,383.47489199999984
ATS1dv,415.0
ATS1pe,334.545
ATS1se,397.6350439999999
ATS2dv,634.0
ATS2pe,563.398
ATS2se,676.9242119999999
ATS3dv,754.0
ATS3pe,761.3332999999999
ATS3se,920.8069239999999
ATS4dv,704.0
ATS4pe,851.2463000000001
ATS4se,1042.6650840000002
ATS5dv,629.0
ATS5pe,841.4418999999999
ATS5se,1039.5699840000002
ATS6dv,627.0
ATS6pe,781.0597999999999
ATS6se,952.9941080000002
ATS7dv,604.0
ATS7pe,772.5464999999999
ATS7se,943.6290279999998
ATS8dv,440.0
ATS8pe,757.4020000000003
ATS8se,931.6818679999998
ATSC0Z,377.872340425532
ATSC0c,1.5688139395046656
ATSC0d,34.553191489361694
ATSC0i,69.03823201475443
ATSC0m,1779.4966419574462
ATSC0p,9.797131429328942
ATSC0s,138.80141843971623
ATSC0v,2123.703006541031
ATSC1Z,-13.590312358533236
ATSC1c,-0.9555978146220783
ATSC1d,14.019013128112269
ATSC1i,-11.11444125507992
ATSC1m,-53.631497700316345
ATSC1p,0.7020615802830319
ATSC1s,-25.774055631004476
ATSC1v,137.92227395365984
ATSC2Z,69.58985966500684
ATSC2c,0.05381556772486152
ATSC2d,1.0751471253961091
ATSC2i,1.721023243110461
ATSC2m,332.1319781186064
ATSC2p,1.2427842138275274
ATSC2s,-6.42818520195161
ATSC2v,344.7459148492667
ATSC3Z,-4.076052512449038
ATSC3c,0.157106986346511
ATSC3d,2.499773653236762
ATSC3i,-2.8070844606901506
ATSC3m,-25.083518897690645
ATSC3p,-0.04643911297864861
ATSC3s,12.635242191036667
ATSC3v,-177.87499450219693
ATSC4Z,-16.92349479402443
ATSC4c,0.012018559113677064
ATSC4d,6.5124490719782715
ATSC4i,-6.492533056322819
ATSC4m,-90.23487315889525
ATSC4p,-0.34450360349365067
ATSC4s,25.52149036768775
ATSC4v,-299.8685125535311
ATSC5Z,140.12449071978267
ATSC5c,0.025954818867037117
ATSC5d,1.7442281575373473
ATSC5i,11.420196110257798
ATSC5m,670.0612782471703
ATSC5p,3.0956651536858804
ATSC5s,12.921784618479956
ATSC5v,934.6048813976529
ATSC6Z,-95.84970574920773
ATSC6c,-0.29478562629988775
ATSC6d,-16.367587143503844
ATSC6i,4.214820323600701
ATSC6m,-445.8100214676321
ATSC6p,-1.2937508213138793
ATSC6s,-40.66100799758565
ATSC6v,-257.21371358368077
ATSC7Z,-19.277953825260266
ATSC7c,0.2389873758232463
ATSC7d,-26.568583069262118
ATSC7i,-28.362553895869144
ATSC7m,-113.76531838343114
ATSC7p,-5.893091268414051
ATSC7s,21.761480810824406
ATSC7v,-872.985829775106
ATSC8Z,-164.9669533725668
ATSC8c,0.008486530771330915
ATSC8d,-22.809868718877315
ATSC8i,-16.77992274056768
ATSC8m,-791.3057850669982
ATSC8p,-5.4119663566654
ATSC8s,-15.164906191841455
ATSC8v,-1175.602918249718
AXp-0d,0.7362203962437535
AXp-1d,0.4387052795934765
AXp-2d,0.28113181030672274
AXp-3d,0.17901312824595186
AXp-4d,0.10518214039440683
AXp-5d,0.06383168395745745
AXp-6d,0.04039216119664029
AXp-7d,0.02581095004523105
GATS1Z,0.7949990807133662
GATS1c,1.559864209699425
GATS1d,0.8286543681512016
GATS1i,1.4461000299085551
GATS1m,0.795327013783462
GATS1p,1.0924509828741003
GATS1s,0.8919290724822968
GATS1v,0.9373929342904543
GATS2Z,0.7333038395538394
GATS2c,0.877387591597499
GATS2d,1.2441135937133478
GATS2i,1.1821209853516899
GATS2m,0.7367701411569652
GATS2p,1.0110603603990496
GATS2s,0.7498889371462317
GATS2v,0.9021944589328187
GATS3Z,0.9060043450530174
GATS3c,0.9384732224145846
GATS3d,1.0662027551331796
GATS3i,1.1228389662491671
GATS3m,0.9085628607676942
GATS3p,1.033125991729114
GATS3s,0.8620048265380921
GATS3v,1.0024255982884742
GATS4Z,0.963105076230076
GATS4c,0.9274120973039549
GATS4d,0.9216559302766202
GATS4i,1.0566175250343424
GATS4m,0.9667211396148191
GATS4p,1.0120707051379028
GATS4s,0.7967263834899626
GATS4v,1.0360292691623794
GATS5Z,0.8373839748839746
GATS5c,0.9013363168314845
GATS5d,0.9883751306165103
GATS5i,0.9290391113823323
GATS5m,0.8383790656775413
GATS5p,0.8648105880331172
GATS5s,0.7311286373003969
GATS5v,0.8484278497669283
GATS6Z,1.037320106123072
GATS6c,1.0833023522537968
GATS6d,1.2466654838440347
GATS6i,1.034115249023636
GATS6m,1.0369083478453671
GATS6p,1.0395690428576954
GATS6s,1.0461062820089801
GATS6v,1.0108880482538942
GATS7Z,0.9655501655501654
GATS7c,0.9242570686460145
GATS7d,1.3369700223148502
GATS7i,1.1847985192338832
GATS7m,0.9712830275446592
GATS7p,1.2500502520438856
GATS7s,0.9369849729693381
GATS7v,1.1453038712123664
GATS8Z,1.198655069543227
GATS8c,1.066142392124814
GATS8d,1.1736291158931815
GATS8i,1.03330238045214
GATS8m,1.1982847576521969
GATS8p,1.1635470281633422
GATS8s,1.2478701031870472
GATS8v,1.1683313552574508
MATS1Z,-0.034497380033094216
MATS1c,-0.5842591011639836
MATS1d,0.38916256157635476
MATS1i,-0.15441865007969657
MATS1m,-0.028908431612024707
MATS1p,0.06873501804433046
MATS1s,-0.17811095620098746
MATS1v,0.0622934529812593
MATS2Z,0.10304322179322184
MATS2c,0.019193538957595128
MATS2d,0.0174099812338729
MATS2i,0.013948119080720231
MATS2m,0.10443163829586208
MATS2p,0.07097662849098475
MATS2s,-0.02591272274413147
MATS2v,0.0908288715513036
MATS3Z,-0.004486566212229891
MATS3c,0.041652730165234374
MATS3d,0.03009067526919225
MATS3i,-0.016911620850231894
MATS3m,-0.005862875934183448
MATS3p,-0.0019715345674022654
MATS3s,0.03786248209944009
MATS3v,-0.03483698265015372
MATS4Z,-0.016191961191961174
MATS4c,0.002769717467732214
MATS4d,0.0681413414172035
MATS4i,-0.03400000759244395
MATS4m,-0.018332924294310268
MATS4p,-0.012713037862153269
MATS4s,0.06647626852394116
MATS4v,-0.05104951132927441
MATS5Z,0.1320361554736554
MATS5c,0.005890748611596592
MATS5d,0.017973764741006124
MATS5i,0.058898987266654615
MATS5m,0.13407298401417111
MATS5p,0.1125068514935287
MATS5s,0.033147632887043255
MATS5v,0.15669610085435445
MATS6Z,-0.10103260039700708
MATS6c,-0.07484291853135994
MATS6d,-0.18867412540703016
MATS6i,0.0243167346148314
MATS6m,-0.09978574513400051
MATS6p,-0.05259779704298822
MATS6s,-0.11668098509642001
MATS6v,-0.048240987403217174
MATS7Z,-0.0204940517440517
MATS7c,0.06119494054748657
MATS7d,-0.30888173129552454
MATS7i,-0.1650318124314844
MATS7m,-0.025681755674917747
MATS7p,-0.24163299071059388
MATS7s,0.06298056269953468
MATS7v,-0.1651297824129007
MATS8Z,-0.17998854117275168
MATS8c,0.0022302408040619625
MATS8d,-0.27216208625010807
MATS8i,-0.10020590216428402
MATS8m,-0.18333280135379362
MATS8p,-0.22774516229491562
MATS8s,-0.045044195060061736
MATS8v,-0.2282232471431657
MAXaaN,4.284872448979591
MAXsOH,10.299895518392542
MINaaN,3.8007901077097506
MINsOH,8.966361804848457
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,3
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.99791875073827
SpAD_D,260.7288656286478
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-1.0200356390643186
SssNH2,0
SsssAs,0
SsssCH,-4.680411338918283
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1160
TMWC10,133.2236593805372
TSRW10,62.576283478270355
VE1_Dt,5.17127477763652
VE2_Dt,0.19152869546801926
VE3_Dt,2.6363710032134193
VR1_Dt,155.1415156195317
VR2_Dt,5.745982059982656
VR3_Dt,6.037589477391872
Xc-3dv,0.9962926104371234
Xc-4dv,0.0
Xc-5dv,0.21752377465641726
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.15647203227376255
Xch-7d,0.5194288721278824
Xp-0dv,14.74795665774866
Xp-1dv,8.294805064212543
Xp-2dv,6.4987457761144585
Xp-3dv,4.569542931620766
Xp-4dv,2.8942166040898987
Xp-5dv,2.047940759413537
Xp-6dv,1.2933048238522955
Xp-7dv,0.8268733285770312
Xpc-4d,5.815798319545602
Xpc-5d,8.436772792131398
Xpc-6d,13.56313355992646
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,49
nFRing,1
nHBAcc,9
nHBDon,5
nHRing,2
nSpiro,0
naRing,3
piPC10,8.566502937841333
AATS0dv,9.48936170212766
AATS0pe,6.708734042553187
AATS0se,8.159040255319146
AATS1dv,8.46938775510204
AATS1pe,6.827448979591837
AATS1se,8.115000897959181
AATS2dv,7.5476190476190474
AATS2pe,6.707119047619048
AATS2se,8.05862157142857
AATS3dv,6.672566371681416
AATS3pe,6.737462831858406
AATS3se,8.148733840707964
AATS4dv,5.415384615384616
AATS4pe,6.548048461538462
AATS4se,8.020500646153847
AATS5dv,4.765151515151516
AATS5pe,6.374559848484848
AATS5se,7.875530181818183
AATS6dv,5.313559322033898
AATS6pe,6.619150847457626
AATS6se,8.07622125423729
AATS7dv,5.162393162393163
AATS7pe,6.602961538461538
AATS7se,8.065205367521367
AATS8dv,3.8596491228070176
AATS8pe,6.643877192982458
AATS8se,8.17264796491228
AATSC0Z,8.039837030330467
AATSC0c,0.033379019989460974
AATSC0d,0.7351742870076956
AATSC0i,1.4688985535054133
AATSC0m,37.86163067994566
AATSC0p,0.2084496048793392
AATSC0s,2.9532216689301327
AATSC0v,45.185170351936826
AATSC1Z,-0.2773533134394538
AATSC1c,-0.019501996216777107
AATSC1d,0.28610230873698506
AATSC1i,-0.22682533173632488
AATSC1m,-1.0945203612309458
AATSC1p,0.014327787352714937
AATSC1s,-0.526001135326622
AATSC1v,2.8147402847685683
AATSC2Z,0.8284507102977005
AATSC2c,0.0006406615205340657
AATSC2d,0.01279937054042987
AATSC2i,0.020488371941791202
AATSC2m,3.9539521204596
AATSC2p,0.01479505016461342
AATSC2s,-0.07652601430894775
AATSC2v,4.104118033919842
AATSC3Z,-0.03607126117211538
AATSC3c,0.0013903273128009822
AATSC3d,0.022121890736608512
AATSC3i,-0.024841455404337617
AATSC3m,-0.2219780433423951
AATSC3p,-0.00041096560158096116
AATSC3s,0.11181630257554573
AATSC3v,-1.5741149955946632
AATSC4Z,-0.1301807291848033
AATSC4c,9.24504547205928e-05
AATSC4d,0.05009576209214055
AATSC4i,-0.04994256197171399
