DLiP-ID,C000SC
GATS4d,1.1327246303551122
GATS4i,1.1385839140058494
GATS4m,1.0513325810233738
GATS4p,1.1324137581209976
GATS4s,0.8951818072828698
GATS4v,1.0953351460839884
GATS5Z,1.1645193521245265
GATS5c,1.2008055107986508
GATS5d,0.9106217616580313
GATS5i,0.9852188793885089
GATS5m,1.1583755659809538
GATS5p,1.054983082128316
GATS5s,1.8601076454146785
GATS5v,1.0616775651430375
GATS6Z,0.9397247818475442
GATS6c,1.6441919796551392
GATS6d,1.0574962393448106
GATS6i,0.9888418769694877
GATS6m,0.9328843056099495
GATS6p,0.8879806595621599
GATS6s,1.583927746972163
GATS6v,0.8449398600531264
GATS7Z,1.001003203779813
GATS7c,0.9138062778977842
GATS7d,0.9106217616580313
GATS7i,0.7584162341288019
GATS7m,0.9975078370059042
GATS7p,0.9033238315037724
GATS7s,1.5792306580220414
GATS7v,0.9259646342001208
GATS8Z,1.001003203779813
GATS8c,1.0097452524455683
GATS8d,1.0156935033878043
GATS8i,0.868481906238214
GATS8m,0.9975173304582733
GATS8p,0.9234085756546723
GATS8s,1.3456686980794255
GATS8v,0.9353475159780422
MATS1Z,0.03191150969145364
MATS1c,-0.7151429875216657
MATS1d,0.1861493744471125
MATS1i,-0.06930401989292272
MATS1m,0.03316573277918799
MATS1p,0.023315950429610547
MATS1s,-0.0866035254251632
MATS1v,0.04047354037707182
MATS2Z,-0.05310507750558236
MATS2c,0.3878362071134773
MATS2d,-0.156396970904743
MATS2i,-0.08637218618000593
MATS2m,-0.057735402416202654
MATS2p,-0.12978484797297102
MATS2s,0.09722089389575295
MATS2v,-0.14067012244808355
MATS3Z,-0.1553779273594166
MATS3c,-0.22906977266622097
MATS3d,-0.15383666419935857
MATS3i,-0.05632279997873154
MATS3m,-0.15302108807164513
MATS3p,-0.05739576616875151
MATS3s,-0.14147683072072262
MATS3v,-0.08555726550935194
MATS4Z,-0.051043024102937706
MATS4c,0.03995563695835174
MATS4d,-0.145204094527992
MATS4i,-0.1684303510207768
MATS4m,-0.05293880747629187
MATS4p,-0.156856832690307
MATS4s,0.041460241116796026
MATS4v,-0.10916831050764517
MATS5Z,-0.1018674332725658
MATS5c,0.09442302326921319
MATS5d,0.05008635578583768
MATS5i,-0.02022660070149749
MATS5m,-0.10131629784565607
MATS5p,-0.0774257258884213
MATS5s,-0.17697339887234353
MATS5v,-0.09045355223484074
MATS6Z,0.15902397980647873
MATS6c,-0.292630520439941
MATS6d,0.035266588667892375
MATS6i,-0.028588309313175027
MATS6m,0.1612535341742027
MATS6p,0.10823483821817605
MATS6s,-0.04303096158599433
MATS6v,0.16302479323468066
MATS7Z,0.002232937445390124
MATS7c,0.38515268969073174
MATS7d,0.04503786369071344
MATS7i,0.2339110961877776
MATS7m,-0.00024125872050676704
MATS7p,0.048941667755334324
MATS7s,0.15980694164878056
MATS7v,-0.0020046608503982723
MATS8Z,-0.006990065046438619
MATS8c,-0.14029932084838997
MATS8d,0.009067357512953376
MATS8i,0.05982112509667428
MATS8m,-0.003891701734563611
MATS8p,0.08170203799317269
MATS8s,-0.08888913601939484
MATS8v,0.06466027534633909
MAXaaN,4.2639168664692795
MINaaN,4.263916866469279
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.05782721442851
SpAD_D,258.4942590360015
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,722
TMWC10,125.59490254901988
TSRW10,58.642580201959035
VE1_Dt,4.8366128012794185
VE2_Dt,0.20152553338664245
VE3_Dt,2.451683378637601
VR1_Dt,138.78220576730564
VR2_Dt,5.782591906971068
VR3_Dt,5.80837457668448
Xc-3dv,0.5134638145148968
Xc-4dv,0.0
Xc-5dv,0.04303314829119352
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.30274943015462097
Xch-7d,0.5243773949903288
Xp-0dv,12.730878711739292
Xp-1dv,7.554486866174342
Xp-2dv,5.400888773171499
Xp-3dv,3.721740467614026
Xp-4dv,2.6001806398394858
Xp-5dv,1.7592801245038072
Xp-6dv,0.8978242728850029
Xp-7dv,0.5127915943329132
Xpc-4d,2.9357789012176627
Xpc-5d,4.861410030776407
Xpc-6d,7.06584228397405
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,41
nFRing,2
nHBAcc,3
nHBDon,2
nHRing,2
nSpiro,0
naRing,4
piPC10,7.253779959672162
AATS0dv,8.894736842105264
AATS0pe,6.318618421052632
AATS0se,7.670698947368419
AATS1dv,8.878048780487806
AATS1pe,6.549487804878049
AATS1se,7.75361570731707
AATS2dv,7.661538461538462
AATS2pe,6.507273846153846
AATS2se,7.7513713846153856
AATS3dv,5.642857142857143
AATS3pe,6.3449880952380955
AATS3se,7.699742476190476
AATS4dv,4.682926829268292
AATS4pe,6.190603658536586
AATS4se,7.598584048780485
AATS5dv,4.861111111111111
AATS5pe,6.305461111111111
AATS5se,7.745631111111109
AATS6dv,5.161290322580645
AATS6pe,6.227951612903225
AATS6se,7.68544812903226
AATS7dv,6.230769230769231
AATS7pe,6.449796153846152
AATS7se,7.834756769230769
AATS8dv,4.9423076923076925
AATS8pe,6.176442307692308
AATS8se,7.589244307692307
AATSC0Z,6.58448753462604
AATSC0c,0.016619971413020462
AATSC0d,0.5346260387811633
AATSC0i,1.6805797357753207
AATSC0m,31.463407058171743
AATSC0p,0.2201086495161108
AATSC0s,1.064481378885811
AATSC0v,47.93732017738554
AATSC1Z,0.21012093777447458
AATSC1c,-0.011885656008832133
AATSC1d,0.09952030268225125
AATSC1i,-0.11647093143981561
AATSC1m,1.0435069508141415
AATSC1p,0.005132042361246161
AATSC1s,-0.09218784016095011
AATSC1v,1.9401930637680334
AATSC2Z,-0.34966972086085674
AATSC2c,0.006445826675160277
AATSC2d,-0.08361389303217559
AATSC2i,-0.14515534582873116
AATSC2m,-1.8165524678883367
AATSC2p,-0.028566767614984404
AATSC2s,0.10348983119066221
AATSC2v,-6.74334869918581
AATSC3Z,-1.023084025854109
AATSC3c,-0.0038071330732996887
AATSC3d,-0.08224508640021107
AATSC3i,-0.09465495630638288
AATSC3m,-4.8145647824825195
AATSC3p,-0.012633304579346376
AATSC3s,-0.15059945184598927
AATSC3v,-4.101386030223388
AATSC4Z,-0.3360921559354098
AATSC4c,0.0006640615440368298
AATSC4d,-0.07762988987230594
AATSC4i,-0.28306063481504157
AATSC4m,-1.6656352488007569
AATSC4p,-0.03452554561083802
AATSC4s,0.04413365463294523
AATSC4v,-5.2332362540292285
AATSC5Z,-0.6707448445675593
AATSC5c,0.001569307947465289
AATSC5d,0.026777469990766394
AATSC5i,-0.033992415262555566
AATSC5m,-3.187755920744846
AATSC5p,-0.01704207196310499
AATSC5s,-0.18838488765774086
AATSC5v,-4.336100894663428
