DLiP-ID,C000SR
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.380952380952381
FpDensityMorgan2,2.0952380952380953
FpDensityMorgan3,2.7142857142857144
MaxPartialCharge,0.34518081377713905
MinPartialCharge,-0.4258727084165106
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,12.089914965986395
MinAbsEStateIndex,0.08734079743008327
NumAliphaticRings,0
NumRotatableBonds,4
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.4258727084165106
MinAbsPartialCharge,0.34518081377713905
NumRadicalElectrons,0
NumValenceElectrons,108
fr_para_hydroxylation,1
NumAromaticCarbocycles,1
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,307.02629138800023
MZ,0.877777777777778
Mi,1.123599865604528
Mm,0.852773846196542
Mp,0.7235755888223555
Mv,0.7157722029988464
SZ,26.33333333333334
Si,33.70799596813584
Sm,25.58321538589626
Sp,21.707267664670667
Sv,21.473166089965392
nB,0
nC,12
nF,0
nH,9
nI,0
nN,3
nO,5
nP,0
nS,1
nX,0
ABC,15.981977841250298
AMW,10.23420971293334
IC0,1.9764438290006863
IC1,4.028072996388509
IC2,4.415061012203069
IC3,4.681727678869736
IC4,4.748394345536402
IC5,4.748394345536402
MID,41.75997131986128
Mpe,1.0366013071895426
Mse,1.0571619325078903
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,74.47260000000001
SdO,33.62653374343309
SdS,0
Spe,31.098039215686278
SsF,0
SsI,0
Sse,31.714857975236708
StN,0
fMF,0.43333333333333335
nBr,0
nCl,0
AMID,1.9885700628505372
BIC0,0.373943883011829
BIC1,0.7621128590769018
BIC2,0.8353311307977368
BIC3,0.8857845600022355
BIC4,0.89839791730336
BIC5,0.89839791730336
CIC0,2.930446766607832
CIC1,0.8788175992200093
CIC2,0.49182958340544936
CIC3,0.22516291673878275
CIC4,0.15849625007211632
CIC5,0.15849625007211632
GGI1,5.0
GGI2,2.222222222222223
GGI3,1.5972222222222223
GGI4,1.1522222222222225
GGI5,0.7397222222222222
GGI6,0.29963718820861673
GGI7,0.2717545351473923
GGI8,0.18518518518518517
GGI9,0.13375771604938275
JGI1,0.22727272727272724
JGI2,0.0740740740740741
JGI3,0.057043650793650785
JGI4,0.04115079365079366
JGI5,0.029588888888888887
JGI6,0.01361987219130076
JGI7,0.015097474174855127
JGI8,0.012345679012345678
JGI9,0.011146476337448561
MIC0,23.66713228308034
MIC1,45.441408208411396
MIC2,49.03149212835247
MIC3,50.0338254616858
MIC4,50.101025461685815
MIC5,50.101025461685815
MPC2,30
MPC3,36
MPC4,45
MPC5,49
MPC6,48
MPC7,45
MPC8,46
MPC9,45
Mare,1.0526666666666664
NaaN,1
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.194682616726323
RPCG,0.1577952818806403
SIC0,0.4027894632029352
SIC1,0.8209013259829926
SIC2,0.8997675668893824
SIC3,0.9541129127801841
SIC4,0.9676992492528844
SIC5,0.9676992492528844
SaaN,3.7306816893424033
SaaO,0
SaaS,0.7338493113294697
Sare,31.57999999999999
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,4.922643613000756
SssS,0
StCH,0
StsC,0
TIC0,59.29331487002059
TIC1,120.84218989165528
TIC2,132.45183036609208
TIC3,140.45183036609208
TIC4,142.45183036609208
TIC5,142.45183036609208
Vabc,243.9541331815378
WPol,28
apol,36.25113699999999
bpol,17.836863
nRot,4
ABCGG,13.988020537014856
ATS0Z,1164.0
ATS0d,113.0
ATS0i,4854.097565940841
ATS0m,4636.585780000002
ATS0p,52.72433614364101
ATS0s,291.3645404663923
ATS0v,7770.630162123807
ATS1Z,1085.0
ATS1d,133.0
ATS1i,4624.601503945499
ATS1m,4237.540496000002
ATS1p,60.73468677999998
ATS1s,133.6604938271605
ATS1v,9096.87250359375
ATS2Z,1653.0
ATS2d,188.0
ATS2i,7330.466124680647
ATS2m,6432.194049999998
ATS2p,83.80171935454696
ATS2s,264.88580246913585
ATS2v,12502.332623224243
ATS3Z,1588.0
ATS3d,188.0
ATS3i,8510.869735924305
ATS3m,6002.519209000001
ATS3p,82.07607401254701
ATS3s,240.93209876543216
ATS3v,12384.837533666201
ATS4Z,1523.0
ATS4d,172.0
ATS4i,8113.212160233446
ATS4m,5819.464418000001
ATS4p,75.945814679698
ATS4s,302.70061728395063
ATS4v,11809.418223640472
ATS5Z,1334.0
ATS5d,158.0
ATS5i,7905.872348158996
ATS5m,5046.496122999998
ATS5p,75.45903588454696
ATS5s,250.09876543209882
ATS5v,11249.94504459219
ATS6Z,1349.0
ATS6d,149.0
ATS6i,8484.132971608475
ATS6m,5031.009710999999
ATS6p,75.29183401024498
ATS6s,275.34259259259255
ATS6v,10637.328397003505
ATS7Z,1082.0
ATS7d,126.0
ATS7i,7681.074027995854
ATS7m,3981.220707999999
ATS7p,63.41794226394299
ATS7s,267.78395061728395
ATS7v,8835.779293614856
ATS8Z,897.0
ATS8d,100.0
ATS8i,5658.990909062523
ATS8m,3389.3810809999995
ATS8p,48.026761409943
ATS8s,145.92592592592598
ATS8v,6831.387254418758
C1SP1,0
C1SP2,4
C1SP3,1
C2SP1,0
C2SP2,5
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.08333333333333333
GGI10,0.0908070605040302
JGI10,0.015134510084005032
JGT10,0.49647414648008986
Kier1,17.355371900826448
Kier2,8.022222222222222
Kier3,5.0
MAXdO,12.089914965986395
MID_C,24.7778194473042
MID_N,6.0672987527263516
MID_O,8.882832053206645
MID_X,0.0
MID_h,16.98215187255709
MINdO,10.551213151059832
MPC10,44
MWC01,22.0
MWC02,4.653960350157523
MWC03,5.4680601411351315
MWC04,6.329720905522696
MWC05,7.167809184316444
MWC06,8.031710375322042
MWC07,8.878079256126435
MWC08,9.742320649814571
MWC09,10.592400782564011
MWC10,11.456704258872694
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,1
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.2289000000000003
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.10594547390058
SRW05,2.3978952727983707
SRW06,6.57507584059962
SRW07,4.59511985013459
SRW08,8.125926802707886
SRW09,6.580639137284949
SRW10,9.722864552377755
SaaCH,7.21229296113405
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.14074822058453162
SaasN,0
SdCH2,0
SddsN,-0.5970928166950893
SdsCH,0
SdssC,-1.1284866637324242
SdssS,0
SsCH3,1.2211012954564542
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.419848828420257
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.158909916290511
VE1_D,4.512312227010732
VE2_A,0.1980433293471672
VE2_D,0.21487201081003485
VE3_A,2.167190345310997
VE3_D,2.24874705577981
VR1_A,119.79200318886184
VR1_D,109.40914794037134
VR2_A,5.7043811042315165
VR2_D,5.209959425731968
VR3_A,5.527694276837696
VR3_D,5.437031850420374
WPath,993
Xc-3d,1.6508241262459313
Xc-4d,0.0
Xc-5d,0.33093309327558146
Xc-6d,0.0
Xp-0d,15.405412915006313
Xp-1d,9.96923425058676
Xp-2d,9.23410109599574
Xp-3d,6.702642958546651
Xp-4d,5.517404366428733
Xp-5d,3.9768047722685043
Xp-6d,2.639257447469539
Xp-7d,1.547714764716156
ZMIC0,69.58747689206716
ZMIC1,34.61204590422809
ZMIC2,28.40769231559704
ZMIC3,26.54263921215079
ZMIC4,26.34884650577689
ZMIC5,26.34884650577689
nAcid,0
nAtom,30
nBase,0
nRing,2
piPC1,3.449987545831587
piPC2,4.00277736869661
piPC3,4.473066345354754
piPC4,5.003526754858961
piPC5,5.320262305298603
piPC6,5.45157479039808
piPC7,5.57583072492777
piPC8,5.762837237437516
piPC9,5.970384541811796
AATS0Z,38.8
AATS0d,3.7666666666666666
AATS0i,161.80325219802805
AATS0m,154.5528593333334
AATS0p,1.7574778714547004
AATS0s,9.712151348879745
AATS0v,259.0210054041269
AATS1Z,35.0
AATS1d,4.290322580645161
AATS1i,149.18069367566125
AATS1m,136.6948547096775
AATS1p,1.9591834445161285
AATS1s,4.31162883313421
AATS1v,293.4475001159274
AATS2Z,34.4375
AATS2d,3.9166666666666665
AATS2i,152.71804426418015
AATS2m,134.0040427083333
AATS2p,1.7458691532197284
AATS2s,5.518454218106997
AATS2v,260.4652629838384
AATS3Z,29.40740740740741
AATS3d,3.4814814814814814
AATS3i,157.60869881341307
AATS3m,111.15776312962964
AATS3p,1.5199272965286483
AATS3s,4.4617055326931885
AATS3v,229.34884321604076
AATS4Z,29.862745098039216
AATS4d,3.372549019607843
AATS4i,159.0825913771264
AATS4m,114.10714545098043
AATS4p,1.489133621170549
AATS4s,5.935306221253934
AATS4v,231.5572200713818
AATS5Z,26.68
AATS5d,3.16
AATS5i,158.11744696317993
AATS5m,100.92992245999996
AATS5p,1.5091807176909393
AATS5s,5.001975308641977
AATS5v,224.99890089184382
AATS6Z,25.452830188679247
AATS6d,2.811320754716981
AATS6i,160.0779805963863
AATS6m,94.92471152830187
AATS6p,1.4206006417027355
AATS6s,5.195143256464011
AATS6v,200.7043093774246
AATS7Z,23.02127659574468
AATS7d,2.6808510638297873
AATS7i,163.42710697863518
AATS7m,84.70682357446806
AATS7p,1.3493179205094252
AATS7s,5.697530864197531
AATS7v,187.99530411946503
AATS8Z,25.62857142857143
AATS8d,2.857142857142857
AATS8i,161.68545454464353
AATS8m,96.83945945714284
AATS8p,1.3721931831412286
AATS8s,4.169312169312171
AATS8v,195.18249298339308
AMID_C,1.1798961641573429
AMID_N,0.28891898822506434
AMID_O,0.42299200253364977
AMID_X,0.0
AMID_h,0.8086738986931947
ATS0dv,392.44444444444446
ATS0pe,215.13920000000002
ATS0se,257.05970500000006
ATS1dv,335.3333333333333
ATS1pe,218.01170000000005
ATS1se,256.65530000000007
ATS2dv,464.66666666666663
ATS2pe,335.913
ATS2se,400.14648000000005
ATS3dv,417.33333333333337
ATS3pe,379.0555
ATS3se,456.8307299999999
ATS4dv,484.66666666666663
ATS4pe,367.48080000000004
ATS4se,438.11348799999996
ATS5dv,377.6666666666667
ATS5pe,345.9932
ATS5se,416.02504000000005
ATS6dv,328.0
ATS6pe,360.88309999999996
ATS6se,439.052422
ATS7dv,309.6666666666667
ATS7pe,316.81770000000006
ATS7se,388.1829080000001
ATS8dv,227.66666666666666
ATS8pe,231.71339999999998
ATS8se,283.657668
ATSC0Z,331.86666666666673
ATSC0c,1.0236430205158242
ATSC0d,19.366666666666667
ATSC0i,51.850118099187355
ATSC0m,1489.2191666666672
ATSC0p,8.919505017215364
ATSC0s,121.8377800640146
ATSC0v,1261.219683131704
ATSC1Z,12.004444444444454
ATSC1c,-0.5324692134207456
ATSC1d,3.621111111111112
ATSC1i,0.2188843848609725
ATSC1m,57.23850577777828
ATSC1p,0.6259167367475251
ATSC1s,-6.839963039170859
ATSC1v,9.92959991552691
ATSC2Z,114.07999999999998
ATSC2c,0.29953375471702665
ATSC2d,0.3800000000000012
ATSC2i,-10.521468831158032
ATSC2m,508.276084666667
ATSC2p,-0.8505265653206819
ATSC2s,37.893388203017835
ATSC2v,1.5085741184390962
ATSC3Z,-79.42666666666666
ATSC3c,-0.5614184966598086
ATSC3d,-2.093333333333333
ATSC3i,-13.343064761016809
ATSC3m,-357.9104816666664
ATSC3p,-2.477226362273158
ATSC3s,-43.63162094192959
ATSC3v,-135.18340777324147
ATSC4Z,9.359999999999996
ATSC4c,0.5264735125194437
ATSC4d,-6.256666666666667
ATSC4i,6.308801385965323
ATSC4m,27.26714600000031
ATSC4p,-0.5814135152792561
ATSC4s,-14.003192729766798
ATSC4v,-183.27582788985768
ATSC5Z,-17.77777777777777
ATSC5c,-0.2886681172831286
ATSC5d,-5.711111111111111
ATSC5i,-4.178701559382916
ATSC5m,-82.62846544444449
ATSC5p,0.260109485858123
ATSC5s,-17.581245237006552
ATSC5v,-109.59344008774947
ATSC6Z,-9.097777777777775
ATSC6c,0.1543639126878057
ATSC6d,1.7188888888888885
ATSC6i,-2.777885471211441
ATSC6m,-51.039581444444615
ATSC6p,-0.5490158012389148
ATSC6s,-6.199785474775187
ATSC6v,-222.31125215292244
ATSC7Z,-42.25777777777777
ATSC7c,-0.30862046932768944
ATSC7d,4.158888888888888
ATSC7i,2.9679823660925537
ATSC7m,-172.31036577777812
ATSC7p,0.9341532821072903
ATSC7s,29.19774310318549
ATSC7v,139.04453161075145
ATSC8Z,87.68888888888888
ATSC8c,0.13375190780467758
ATSC8d,-2.7611111111111115
ATSC8i,-4.1533267937103
ATSC8m,406.52535122222196
ATSC8p,-0.6421032815706613
ATSC8s,6.282420743789056
ATSC8v,208.36408010089949
AXp-0d,0.7335910911907768
AXp-1d,0.4531470113903073
AXp-2d,0.3078033698665247
AXp-3d,0.18618452662629587
AXp-4d,0.1226089859206385
AXp-5d,0.08115928106670417
AXp-6d,0.05498453015561539
AXp-7d,0.0343936614381368
GATS1Z,0.6469271245091304
GATS1c,1.4866197861913293
GATS1d,0.8694686580423074
GATS1i,1.1162170591695886
GATS1m,0.6385040176950636
GATS1p,0.8432757307928802
GATS1s,0.5724128389685623
GATS1v,0.8138799908295606
GATS2Z,0.69270414825231
GATS2c,0.8769057703808861
GATS2d,1.0138769363166953
GATS2i,1.1791837020934914
GATS2m,0.6837645075677241
GATS2p,1.0786186036327
GATS2s,0.4766431078713827
GATS2v,0.9143223219476956
GATS3Z,1.1804997544752465
GATS3c,1.3294229562754707
GATS3d,1.0398737808376362
GATS3i,1.135401196580247
GATS3m,1.1685568155869899
GATS3p,1.2226399521559133
GATS3s,1.0171929474179193
GATS3v,1.0045797143210113
GATS4Z,0.7419114692883982
GATS4c,0.8741945824212017
GATS4d,1.1891262529108027
GATS4i,0.9000290450977666
GATS4m,0.755180756773083
GATS4p,0.8630315017344903
GATS4s,1.017347218774611
GATS4v,0.9463344409424942
GATS5Z,0.8231619124146241
GATS5c,1.1869852252432498
GATS5d,1.153012048192771
GATS5i,1.0096849335033067
GATS5m,0.8343352876804006
GATS5p,0.8323217891584674
GATS5s,0.9076639493340869
GATS5v,0.9890182042747802
GATS6Z,1.0741697430960375
GATS6c,0.7735903163466253
GATS6d,0.8617218198941317
GATS6i,0.9763476227861128
GATS6m,1.076912501918004
GATS6p,1.0609230061365968
GATS6s,0.9651111403984383
GATS6v,1.1383444523590276
GATS7Z,1.2540604190352442
GATS7c,1.02032073112224
GATS7d,0.7327791408796279
GATS7i,0.9062531480526085
GATS7m,1.2444294471895945
GATS7p,1.0086276061014787
GATS7s,0.792634457665605
GATS7v,1.0231883669923085
GATS8Z,0.9437525110486138
GATS8c,0.7028403928046781
GATS8d,1.06958446029014
GATS8i,1.0301894864613443
GATS8m,0.9346962555848817
GATS8p,1.1388453400684047
GATS8s,0.712619444870036
GATS8v,0.9818491358481171
MATS1Z,0.03500563770914607
MATS1c,-0.5033911010517176
MATS1d,0.1809449780689579
MATS1i,0.00408530599385219
MATS1m,0.03719539984808047
MATS1p,0.06791025657844228
MATS1s,-0.054328953356565596
MATS1v,0.007619045571007819
MATS2Z,0.21484531940538365
MATS2c,0.18288465113922756
MATS2d,0.012263339070568023
MATS2i,-0.1268255167113464
MATS2m,0.2133148431252844
MATS2p,-0.05959737701805601
MATS2s,0.19438443161425548
MATS2v,0.000747576997595887
MATS3Z,-0.1329628141600821
MATS3c,-0.30469524879272425
MATS3d,-0.060049722700325096
MATS3i,-0.1429661884653765
MATS3m,-0.13351906887321685
MATS3p,-0.1542952064350302
MATS3s,-0.19895133840625887
MATS3v,-0.0595470354703573
MATS4Z,0.01659064590078698
MATS4c,0.3025374034455582
MATS4d,-0.19003746076743952
MATS4i,0.07157282904744809
MATS4m,0.010770407745261808
MATS4p,-0.03834382619934238
MATS4s,-0.06760770090896756
MATS4v,-0.0854801998139983
MATS5Z,-0.03214142225793489
MATS5c,-0.16920046041304462
MATS5d,-0.17693631669535284
MATS5i,-0.04835516345080505
MATS5m,-0.0332906535024227
MATS5p,0.017497124696230836
MATS5s,-0.08658026382835875
MATS5v,-0.05213688378964432
MATS6Z,-0.015517332868394513
MATS6c,0.08535768611070824
MATS6d,0.05023869061150261
MATS6i,-0.030325639751959555
MATS6m,-0.019399649001404163
MATS6p,-0.034840908826087556
MATS6s,-0.02880315556511119
MATS6v,-0.09977370279374902
MATS7Z,-0.08127676670969283
MATS7c,-0.19244188157830797
MATS7d,0.1370710806752847
MATS7i,0.036537174819867395
MATS7m,-0.07385436765787633
MATS7p,0.0668499038072251
MATS7s,0.1529645179854202
MATS7v,0.0703698410948806
MATS8Z,0.22648223612466276
MATS8c,0.1119965555435906
MATS8d,-0.12220309810671258
MATS8i,-0.06865933049175878
MATS8m,0.2339818804693189
MATS8p,-0.06170457220260703
MATS8s,0.044197555661927006
MATS8v,0.14160719605973504
MAXaaN,3.7306816893424033
MAXaaS,0.7338493113294697
MAXssO,4.922643613000756
MINaaN,3.7306816893424033
MINaaS,0.7338493113294697
MINssO,4.922643613000756
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,25.73504327793787
SpAD_D,195.8536832904856
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,431
TMWC10,115.32076590383157
TSRW10,67.91012941957406
VE1_Dt,4.531140059540389
VE2_Dt,0.21576857426382806
VE3_Dt,2.2529109213337595
VR1_Dt,107.387405833287
VR2_Dt,5.113685992061286
VR3_Dt,5.418380255806072
Xc-3dv,0.6177418905523497
Xc-4dv,0.0
Xc-5dv,0.05901897299021308
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.23470804841064383
Xch-7d,0.33934589588423975
Xp-0dv,11.569667447704356
Xp-1dv,6.5321789253374405
Xp-2dv,4.877945303802546
Xp-3dv,3.1918759073658287
Xp-4dv,2.128396570374985
Xp-5dv,1.202815869272133
Xp-6dv,0.6188089693795488
Xp-7dv,0.3171434673073554
Xpc-4d,3.022523603991169
Xpc-5d,4.381141255867892
Xpc-6d,6.0137876897301235
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,31
nFRing,0
nHBAcc,7
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,6.268148865350222
AATS0dv,13.081481481481482
AATS0pe,7.171306666666667
AATS0se,8.568656833333335
AATS1dv,10.817204301075268
AATS1pe,7.032635483870969
AATS1se,8.279203225806453
AATS2dv,9.680555555555555
AATS2pe,6.9981875
AATS2se,8.336385000000002
AATS3dv,7.728395061728396
AATS3pe,7.019546296296296
AATS3se,8.459828333333332
AATS4dv,9.50326797385621
AATS4pe,7.205505882352942
AATS4se,8.590460549019607
AATS5dv,7.553333333333334
AATS5pe,6.9198640000000005
AATS5se,8.320500800000001
AATS6dv,6.188679245283019
AATS6pe,6.809115094339622
AATS6se,8.28400796226415
AATS7dv,6.588652482269504
AATS7pe,6.740802127659576
AATS7se,8.259210808510641
AATS8dv,6.504761904761905
AATS8pe,6.6203828571428565
AATS8se,8.1045048
AATSC0Z,11.062222222222225
AATSC0c,0.03412143401719414
AATSC0d,0.6455555555555555
AATSC0i,1.7283372699729118
AATSC0m,49.64063888888891
AATSC0p,0.29731683390717883
AATSC0s,4.061259335467153
AATSC0v,42.04065610439013
AATSC1Z,0.38724014336917595
AATSC1c,-0.01717642623937889
AATSC1d,0.11681003584229394
AATSC1i,0.007060786608418468
AATSC1m,1.8464034121863961
AATSC1p,0.020190862475726618
AATSC1s,-0.22064396900551156
AATSC1v,0.32030967469441646
AATSC2Z,2.3766666666666665
AATSC2c,0.006240286556604722
AATSC2d,0.007916666666666692
AATSC2i,-0.21919726731579234
AATSC2m,10.58908509722223
AATSC2p,-0.017719303444180875
AATSC2s,0.7894455875628715
AATSC2v,0.03142862746748117
AATSC3Z,-1.470864197530864
AATSC3c,-0.010396638827033492
AATSC3d,-0.03876543209876542
AATSC3i,-0.24709379187068164
AATSC3m,-6.627971882716044
AATSC3p,-0.04587456226431774
AATSC3s,-0.8079929804061036
AATSC3v,-2.5033964402452122
AATSC4Z,0.1835294117647058
AATSC4c,0.010323010049400857
AATSC4d,-0.12267973856209151
AATSC4i,0.12370198796010437
AATSC4m,0.5346499215686336
AATSC4p,-0.01140026500547561
