DLiP-ID,C001KU
AATSC5c,-0.0027378485738137723
AATSC5d,0.04583333333333333
AATSC5i,-0.36740485587214317
AATSC5m,6.260721971604948
AATSC5p,-0.03150756085111216
AATSC5s,-0.6401472849878913
AATSC5v,-8.833917359771108
AATSC6Z,4.11622299382716
AATSC6c,0.0011597907166613403
AATSC6d,-0.0078125
AATSC6i,0.21305414766781833
AATSC6m,19.02437355748456
AATSC6p,0.07027478547461403
AATSC6s,0.37143234839259553
AATSC6v,12.264058734566088
AATSC7Z,-6.068809005083513
AATSC7c,0.005236710496545867
AATSC7d,-0.11887254901960784
AATSC7i,0.06715824200158838
AATSC7m,-26.118127617283942
AATSC7p,-0.0997660197791539
AATSC7s,0.2617801630413127
AATSC7v,-5.749456526028528
AATSC8Z,-3.842151675485008
AATSC8c,-0.008218632839876023
AATSC8d,-0.24702380952380953
AATSC8i,-0.032186883099526574
AATSC8m,-17.849597244268075
AATSC8p,-0.05927710264942979
AATSC8s,-0.6052055001082637
AATSC8v,-15.261117969165241
ATS0are,233.30550000000002
ATS1are,245.12480000000002
ATS2are,414.67350000000005
ATS3are,457.07480000000004
ATS4are,541.8026000000001
ATS5are,386.52399999999994
ATS6are,389.34670000000006
ATS7are,316.1649
ATS8are,268.47900000000004
ATSC0dv,158.33333333333337
ATSC0pe,4.688955555555554
ATSC0se,3.315024972222221
ATSC1dv,6.333333333333334
ATSC1pe,-0.08013086419753128
ATSC1se,0.172920195987654
ATSC2dv,53.41666666666668
ATSC2pe,2.111355555555554
ATSC2se,1.5485853263888887
ATSC3dv,28.194444444444446
ATSC3pe,-0.3394123456790146
ATSC3se,-0.9480416952160489
ATSC4dv,-107.3888888888889
ATSC4pe,-4.301398765432099
ATSC4se,-3.057814714506171
ATSC5dv,-48.166666666666664
ATSC5pe,-1.743814814814814
ATSC5se,-0.6671627870370371
ATSC6dv,76.55555555555556
ATSC6pe,2.660601234567901
ATSC6se,1.4416487716049378
ATSC7dv,15.250000000000004
ATSC7pe,0.8806185185185186
ATSC7se,0.3286112060185187
ATSC8dv,-104.83333333333334
ATSC8pe,-2.1173592592592585
ATSC8se,-1.0672695231481475
AXp-0dv,0.6416307952914796
AXp-1dv,0.3877383874472305
AXp-2dv,0.24317783610502197
AXp-3dv,0.13994219839332306
AXp-4dv,0.07751416944542583
AXp-5dv,0.04268309854766964
AXp-6dv,0.025693722185783117
AXp-7dv,0.01476265903615418
BertzCT,959.7371870382071
ECIndex,460
ETA_eta,17.269717581013513
GATS1dv,0.7113111726685133
GATS1pe,0.5994657845972257
GATS1se,0.5454140861501392
GATS2dv,0.750877192982456
GATS2pe,0.6053527674961966
GATS2se,0.5899060639722514
GATS3dv,0.8330121077341238
GATS3pe,0.929579517359509
GATS3se,1.0775911962308584
GATS4dv,1.4901583226358577
GATS4pe,1.8040511908107189
GATS4se,1.8793484590236436
GATS5dv,1.0964619883040931
GATS5pe,1.1670758235664893
GATS5se,1.0829164777785023
GATS6dv,0.6681469298245614
GATS6pe,0.4916731597121841
GATS6se,0.49315842676868055
GATS7dv,0.8690402476780184
GATS7pe,0.6967164670923273
GATS7se,0.729484227610953
GATS8dv,1.526315789473684
GATS8pe,1.3084914669459673
GATS8se,1.183118538431657
LogEE_A,4.075311500057084
LogEE_D,114.09264565044337
MATS1dv,0.03789473684210526
MATS1pe,-0.016189842149912148
MATS1se,0.049417164097898036
MATS2dv,0.19278195488721803
MATS2pe,0.2573043985156608
MATS2se,0.2669379290378182
MATS3dv,0.09028910303928835
MATS3pe,-0.03670250199366392
MATS3se,-0.14500560375932858
MATS4dv,-0.29776636713735555
MATS4pe,-0.4027376561401336
MATS4se,-0.40496082284864116
MATS5dv,-0.18252631578947362
MATS5pe,-0.22313900750226295
MATS5se,-0.12075253597679036
MATS6dv,0.27197368421052626
MATS6pe,0.3191730390089241
MATS6se,0.2446218175799061
MATS7dv,0.0679876160990712
MATS7pe,0.13256962334798142
MATS7se,0.06997258037296024
MATS8dv,-0.5675187969924811
MATS8pe,-0.38705407709165945
MATS8se,-0.2759564275014983
MAXaaCH,1.8250482171748406
MAXaaaC,0.7031523998488285
MAXaasC,0.5973432492831849
MAXdssC,-0.22204384763164509
MAXsCH3,1.4850007860505698
MAXssNH,2.733744252330562
MAXsssN,1.1613895094437119
MDEC-11,0.4999999999999999
MDEC-12,1.6931952911304193
MDEC-13,1.9360537169643781
MDEC-22,3.6576637126032714
MDEC-23,10.395379352308055
MDEC-33,5.1330537040448005
MDEN-22,0.4999999999999999
MDEN-23,0.3086066999241838
MDEO-11,0.5503212081491045
MINaaCH,1.5161288527756784
MINaaaC,0.64739417989418
MINaasC,0.20350308641975334
MINdssC,-0.22204384763164509
MINsCH3,1.4850007860505698
MINssNH,2.733744252330562
MINsssN,1.1613895094437119
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.053571428571429
SM1_Dzi,0.9344498281984703
SM1_Dzm,3.051373380041459
SM1_Dzp,-3.529014454459462
SM1_Dzv,-1.6822206933899595
SddssSe,0
SpAD_Dt,389.0669369902706
SpAbs_A,28.86681369905095
SpAbs_D,228.18529130088672
SpMAD_A,1.2550788564804762
SpMAD_D,9.921099621777685
SpMax_A,2.462335027862321
SpMax_D,114.09264565044337
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,144.23
TpiPC10,8.785941481672847
VAdjMat,5.643856189774724
VE1_DzZ,4.722871695362345
VE1_Dzi,4.714094794704603
VE1_Dzm,4.722871439649311
VE1_Dzp,4.71484597827798
VE1_Dzv,4.715990432189411
VE2_DzZ,0.20534224762444978
VE2_Dzi,0.2049606432480262
VE2_Dzm,0.2053422365064918
VE2_Dzp,0.20499330340339042
VE2_Dzv,0.20504306226910482
VE3_DzZ,2.3853261475606145
VE3_Dzi,2.383466036433238
VE3_Dzm,2.385326093417064
VE3_Dzp,2.383625372162044
VE3_Dzv,2.383868076810336
VR1_DzZ,128.41156991655845
VR1_Dzi,129.55912339596492
VR1_Dzm,128.41194925486587
VR1_Dzp,130.09808121700377
VR1_Dzv,129.77664766008758
VR2_DzZ,5.583111735502541
VR2_Dzi,5.633005365041953
VR2_Dzm,5.58312822847243
VR2_Dzp,5.656438313782773
VR2_Dzv,5.642462941742938
VR3_DzZ,5.68814961851586
VR3_Dzi,5.697046451207045
VR3_Dzm,5.688152572593498
VR3_Dzp,5.70119775982062
VR3_Dzv,5.698724000850501
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.18631644988590368
Xch-6dv,0.19627142766339573
Xch-7dv,0.24525547844630863
Xpc-4dv,3.4360982856166222
Xpc-5dv,3.637248649253408
Xpc-6dv,4.344605478509273
Zagreb1,124.0
Zagreb2,147.0
fragCpx,119.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,15
nBondsD,3
nBondsM,18
nBondsO,25
nBondsS,20
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,9
naHRing,2
AATS0are,6.480708333333334
AATS1are,6.450652631578948
AATS2are,6.582119047619049
AATS3are,6.43767323943662
AATS4are,6.607348780487806
AATS5are,6.4420666666666655
AATS6are,6.083542187500001
AATS7are,6.199311764705882
AATS8are,6.3923571428571435
AATSC0dv,4.398148148148149
AATSC0pe,0.13024876543209873
AATSC0se,0.09208402700617281
AATSC1dv,0.16666666666666669
AATSC1pe,-0.0021087069525666125
AATSC1se,0.004550531473359316
AATSC2dv,0.847883597883598
AATSC2pe,0.03351358024691356
AATSC2se,0.024580719466490295
AATSC3dv,0.39710485133020346
AATSC3pe,-0.004780455572943868
AATSC3se,-0.013352699932620407
AATSC4dv,-1.3096205962059622
AATSC4pe,-0.0524560825052695
AATSC4se,-0.037290423347636235
AATSC5dv,-0.8027777777777777
AATSC5pe,-0.029063580246913568
AATSC5se,-0.011119379783950618
AATSC6dv,1.1961805555555556
AATSC6pe,0.04157189429012345
AATSC6se,0.022525762056327153
AATSC7dv,0.2990196078431373
AATSC7pe,0.017267029774872912
AATSC7se,0.006443356980755269
AATSC8dv,-2.496031746031746
AATSC8pe,-0.05041331569664901
AATSC8se,-0.02541117912257494
AETA_eta,0.7508572861310223
ATSC0are,5.144474999999997
ATSC1are,-0.36921250000000005
ATSC2are,2.3888187499999995
ATSC3are,-0.3234812500000001
ATSC4are,-4.608187499999999
ATSC5are,-2.152824999999999
ATSC6are,2.6586999999999987
ATSC7are,1.3578187499999999
ATSC8are,-2.164837499999998
BCUTZ-1h,16.01343472414873
BCUTZ-1l,5.697323792605864
BCUTc-1h,0.44972655162845177
BCUTc-1l,-0.3778208385970641
BCUTd-1h,4.048451766819566
BCUTd-1l,0.9712829912346578
BCUTi-1h,14.5512408692546
BCUTi-1l,10.310831075360362
BCUTm-1h,32.06712086208948
BCUTm-1l,11.710028674335367
BCUTp-1h,2.9549963947179645
BCUTp-1l,0.7517670478835576
BCUTs-1h,7.014572805398733
BCUTs-1l,0.29759592301620374
BCUTv-1h,24.443523965997677
BCUTv-1l,14.701064135885495
BalabanJ,1.5235296657764958
Diameter,12
ETA_beta,31.75
GATS1are,0.6667705082688353
GATS2are,0.6182198701843563
GATS3are,0.9415878883875762
GATS4are,1.8273558692317207
GATS5are,1.2091256477418333
GATS6are,0.4855087253801409
GATS7are,0.6291558362297873
GATS8are,1.2912396308661236
HybRatio,0.14285714285714285
Lipinski,True
LogEE_Dt,194.5334684951353
MATS1are,-0.06799143997354345
MATS2are,0.2653408337516046
MATS3are,-0.0318824879063133
MATS4are,-0.39325814729726044
MATS5are,-0.25108392984706895
MATS6are,0.2907038619101075
MATS7are,0.18630866980938726
MATS8are,-0.3606927820623094
MAXddssS,-3.4910686696944357
MINddssS,-3.4910686696944357
NsssssAs,0
RotRatio,0.16
SM1_Dzpe,1.2945991432068547
SM1_Dzse,1.3803416924719332
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,9.289194512243443
SMR_VSA4,0.0
SMR_VSA5,4.895483475517775
SMR_VSA6,19.41213256936071
SMR_VSA7,40.58904530647526
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,133.67993244582027
SpAD_Dzi,171.34880158735223
SpAD_Dzm,133.6836652681674
SpAD_Dzp,193.7818201256825
SpAD_Dzv,197.13651678479278
SpAbs_Dt,389.06693699027073
SpDiam_A,4.858305431289694
SpDiam_D,174.73448472361247
SpMAD_Dt,16.915953782185678
SpMax_Dt,194.5334684951353
SsssssAs,0
VE1_Dzpe,4.715903908187047
VE1_Dzse,4.717003047804315
VE2_Dzpe,0.20503930035595858
VE2_Dzse,0.20508708903497022
VE3_Dzpe,2.383849729700149
VE3_Dzse,2.3840827733689505
VMcGowan,242.0399999999999
VR1_Dzpe,129.30139420609194
VR1_Dzse,129.20461183317286
VR2_Dzpe,5.621799748090954
VR2_Dzse,5.617591818833603
VR3_Dzpe,5.695055191377845
VR3_Dzse,5.694306408949739
mZagreb1,8.340277777777779
mZagreb2,4.888888888888889
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,29
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.14290208333333326
AATSC1are,-0.009716118421052633
AATSC2are,0.03791775793650793
AATSC3are,-0.004556073943661973
AATSC4are,-0.05619740853658535
AATSC5are,-0.03588041666666665
AATSC6are,0.04154218749999998
AATSC7are,0.026623897058823526
AATSC8are,-0.05154374999999996
AETA_beta,1.3804347826086956
BCUTdv-1h,6.022505313102515
BCUTdv-1l,0.6447381142638859
BCUTpe-1h,3.5369673447919117
BCUTpe-1l,2.2260415999345033
BCUTse-1h,3.7682852538088047
BCUTse-1l,2.4300381013470815
ETA_alpha,11.700000000000003
ETA_dBeta,2.25
ETA_eta_B,0.5391663333815693
ETA_eta_F,22.435735067718436
ETA_eta_L,4.999377143395176
ETA_eta_R,39.70545264873195
ETA_psi_1,0.5735294117647063
LabuteASA,140.9973565685258
LogEE_DzZ,66.36625987736852
LogEE_Dzi,85.71502904707604
LogEE_Dzm,66.36671996118146
LogEE_Dzp,95.84018732871365
LogEE_Dzv,98.34883830195422
PEOE_VSA1,0.0
PEOE_VSA2,10.111325788078153
PEOE_VSA3,17.70699149657238
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,17.403152946396347
PEOE_VSA7,29.645531044312357
PEOE_VSA8,14.09534396535438
PEOE_VSA9,19.989251303304435
SM1_Dzare,1.3403756226685688
SpAD_Dzpe,169.29842033080388
SpAD_Dzse,167.13440132452752
SpAbs_DzZ,131.68847281849105
SpAbs_Dzi,170.49560826595354
SpAbs_Dzm,131.69363915074905
SpAbs_Dzp,195.3235391370739
SpAbs_Dzv,198.37989729729844
SpDiam_Dt,273.7354991919237
SpMAD_DzZ,5.81217097590523
SpMAD_Dzi,7.44994789510227
SpMAD_Dzm,5.812333272529018
SpMAD_Dzp,8.425296527203587
SpMAD_Dzv,8.571152903686642
SpMax_DzZ,66.36625987736852
SpMax_Dzi,85.71502904707604
SpMax_Dzm,66.36671996118146
SpMax_Dzp,95.84018732871365
SpMax_Dzv,98.34883830195422
VE1_Dzare,4.715193724116419
VE2_Dzare,0.20500842278767037
VE3_Dzare,2.3836991249456108
VR1_Dzare,129.34118134620869
VR2_Dzare,5.623529623748204
VR3_Dzare,5.695362852561203
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,14
nAromBond,15
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5086956521739132
AETA_dBeta,0.09782608695652174
AETA_eta_B,0.023442014494850838
AETA_eta_F,0.9754667420747146
AETA_eta_L,0.2173642236258772
AETA_eta_R,1.7263240282057368
BCUTare-1h,3.5809306392467883
BCUTare-1l,2.1666111597262985
ETA_beta_s,14.75
ETA_dPsi_A,0.14047058823529368
ETA_dPsi_B,0.0
ETA_eta_BR,0.7971663333815693
ETA_eta_FL,5.875670085596351
ETA_eta_RL,10.875047228991527
LogEE_Dzpe,84.70549708467178
LogEE_Dzse,83.62721551845817
PEOE_VSA10,0.0
PEOE_VSA11,5.131558479839333
PEOE_VSA12,10.023291153407584
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,37.709515191278264
SlogP_VSA3,10.023291153407584
SlogP_VSA4,0.0
SlogP_VSA5,9.671684377773122
SlogP_VSA6,40.60738158829174
SlogP_VSA7,0.0
SlogP_VSA8,10.216620634085363
SlogP_VSA9,0.0
SpAD_Dzare,169.64625482080967
SpAbs_Dzpe,168.1163950261368
SpAbs_Dzse,165.8740893444445
SpDiam_DzZ,102.55882363908293
SpDiam_Dzi,131.96360256140804
SpDiam_Dzm,102.56104439852153
SpDiam_Dzp,147.97872512113577
SpDiam_Dzv,151.21774938291358
SpMAD_Dzpe,7.360800883947995
SpMAD_Dzse,7.266713101066414
SpMax_Dzpe,84.70549708467178
SpMax_Dzse,83.62721551845817
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6413043478260869
AETA_eta_BR,0.03465940579919866
AETA_eta_FL,0.25546391676505875
AETA_eta_RL,0.47282814039093596
DetourIndex,2195
EState_VSA1,10.023291153407584
EState_VSA2,10.80266320486928
EState_VSA3,20.225326307625995
EState_VSA4,4.305215991296234
EState_VSA5,42.835282789685465
EState_VSA6,24.26546827384644
EState_VSA7,5.380062770465915
EState_VSA8,10.30076712495354
EState_VSA9,0.0
ETA_beta_ns,17.0
ETA_shape_p,0.1709401709401709
ETA_shape_x,0.07122507122507121
ETA_shape_y,0.2905982905982905
GhoseFilter,True
LogEE_Dzare,84.88140461139044
SlogP_VSA10,5.131558479839333
SlogP_VSA11,0.0
SpAbs_Dzare,168.42243360011236
SpDiam_Dzpe,130.39360791438799
SpDiam_Dzse,128.69460176509915
SpMAD_Dzare,7.375924122643899
SpMax_Dzare,84.88140461139044
TopoPSA(NO),79.37
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,25.476216728847948
VSA_EState9,34.508547262179796
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7391304347826086
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.008695652173913167
ETA_dAlpha_B,0.0
FilterItLogS,-3.8328751163539563
SpDiam_Dzare,130.73302480803488
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.675
ETA_epsilon_2,0.8869565217391301
ETA_epsilon_3,0.44153846153846193
ETA_epsilon_4,0.5934782608695653
ETA_epsilon_5,0.8624999999999997
AETA_beta_ns_d,0.021739130434782608
ETA_dEpsilon_A,0.2334615384615381
ETA_dEpsilon_B,0.0815217391304347
ETA_dEpsilon_C,-0.1519397993311034
ETA_dEpsilon_D,0.024456521739130377
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6956521739130435
MDEDescriptor,"0.4999999999999999,1.6931952911304193,1.9360537169643781,0.0,3.6576637126032714,10.395379352308055,0.0,5.1330537040448005,0.0,0.0,0.5503212081491045,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.3086066999241838,0.0"
APolDescriptor,47.714308999999986
BCUTDescriptor,"11.850000000000016,31.974074172205988,-0.27399789851508916,0.2444640667564579,5.847619723577837,12.399232587060219"
BPolDescriptor,30.165690999999995
TPSADescriptor,144.23
ALOGPDescriptor,"2.3782999999999985,5.656310889999993,91.19369999999999"
XLogPDescriptor,1.052
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,367.0119043800001
ChiPathDescriptor,"16.612519696192862,10.875047228991528,10.601155783766398,8.861937450394283,6.46248703268814,4.504846801880694,3.385566578022036,2.5527507431862055,14.144753481674545,8.612737792076748,7.382696750530184,5.358063059373524,3.657452579967431,2.156133754243695,1.4247387625726722,0.935088378494464"
ChiChainDescriptor,"0.0,0.0,0.2405626121623441,0.355498860309242,0.5435221440308524,0.0,0.0,0.1863164498859037,0.19627142766339575,0.23051488867473527"
AtomCountDescriptor,36
BondCountDescriptor,25
SmallRingDescriptor,"3,3,2,2,0,0,2,1,0,0,0"
ChiClusterDescriptor,"2.283522710042626,0.16666666666666666,1.1341971654233105,0.25,1.1901012129578477,0.022807522979332223,0.29332082442494745,0.03041003063910963"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,9,0,0,0,0,0"
ZagrebIndexDescriptor,124.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.01
WeightedPathDescriptor,"46.3808438248708,2.0165584271682957,26.182691332460426,7.449421992653466,9.186093671549354"
FractionalPSADescriptor,0.3929845279641552
WienerNumbersDescriptor,"1268.0,35.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.646210887103032,6.657978829063306,8.347217918223725,2.3330201182739976,2.6157101129726636,2.8100570503380498"
FractionalCSP3Descriptor,0.14285714285714285
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.8112,7.086924762600439,3.8194444444444446"
AromaticAtomsCountDescriptor,14
AromaticBondsCountDescriptor,15
FragmentComplexityDescriptor,938.09
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.14285714285714285
AutocorrelationDescriptorMass,"44.786607125802306,41.90436377330679,60.71081517515786,52.669155982208494,49.238762233619745"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.4711849321116036,-0.3192374576573709,0.2092103149755919,-0.14945936760471384,0.027854892855421316"
EccentricConnectivityIndexDescriptor,460
AutocorrelationDescriptorPolarizability,"2136.745962858354,2518.5843334239094,3586.2107560988898,3229.9366053137824,2777.1178898221065"
