DLiP-ID,C001QG
AATS5p,1.8570806052385807
AATS5s,2.8691055651430006
AATS5v,240.20383131646423
AATS6Z,30.75438596491228
AATS6d,3.56140350877193
AATS6i,154.23222237951973
AATS6m,117.83844684210526
AATS6p,1.8337334418437543
AATS6s,3.4750920511154435
AATS6v,248.08603307254953
AATS7Z,33.3921568627451
AATS7d,3.4313725490196076
AATS7i,154.00083990511095
AATS7m,129.07664098039217
AATS7p,1.774550026503882
AATS7s,3.5923863829939853
AATS7v,241.1868841967419
AATS8Z,23.142857142857142
AATS8d,3.1020408163265305
AATS8i,157.72839484452874
AATS8m,85.46387334693877
AATS8p,1.576183154967265
AATS8s,3.1317712270093234
AATS8v,212.6220732453353
AMID_C,1.5240475848277597
AMID_N,0.2462953172263116
AMID_O,0.07132878533445963
AMID_X,0.14122635447074822
AMID_h,0.5415605130146173
ATS0dv,317.65432098765433
ATS0pe,236.471
ATS0se,286.484115
ATS1dv,346.55555555555554
ATS1pe,259.8465
ATS1se,307.98024799999996
ATS2dv,476.7777777777777
ATS2pe,404.5051
ATS2se,481.8926560000001
ATS3dv,410.66666666666663
ATS3pe,481.18859999999995
ATS3se,584.209948
ATS4dv,352.4938271604938
ATS4pe,463.68219999999997
ATS4se,567.2129349999999
ATS5dv,348.51851851851853
ATS5pe,399.9893
ATS5se,489.703597
ATS6dv,388.0
ATS6pe,376.82220000000007
ATS6se,457.25394400000005
ATS7dv,292.6296296296296
ATS7pe,341.7337
ATS7se,413.6450310000001
ATS8dv,228.33333333333334
ATS8pe,317.865
ATS8se,389.500218
ATSC0Z,615.0
ATSC0c,0.7586197285722691
ATSC0d,22.305555555555557
ATSC0i,59.121628446598706
ATSC0m,2806.222109
ATSC0p,11.24511157281875
ATSC0s,30.06611881657606
ATSC0v,1724.309187649259
ATSC1Z,-6.25
ATSC1c,-0.5314655597573794
ATSC1d,4.418981481481482
ATSC1i,0.6113554665065941
ATSC1m,-22.08154074999995
ATSC1p,1.1360998158766895
ATSC1s,-5.245107523695009
ATSC1v,127.70135682103569
ATSC2Z,30.75
ATSC2c,0.26513415319330447
ATSC2d,-4.462191358024693
ATSC2i,-11.070406894997426
ATSC2m,130.81023219444455
ATSC2p,-1.093034289343989
ATSC2s,1.9156732591200156
ATSC2v,-214.87493936268152
ATSC3Z,-159.0
ATSC3c,-0.15506933876755238
ATSC3d,-7.239197530864198
ATSC3i,-20.31362362452958
ATSC3m,-731.8820519444446
ATSC3p,-4.770054407892903
ATSC3s,-2.119862788155225
ATSC3v,-526.9600330330771
ATSC4Z,-25.0
ATSC4c,0.10509341907790935
ATSC4d,-1.5277777777777777
ATSC4i,-0.3969732325209746
ATSC4m,-117.85827849999995
ATSC4p,-0.1846056978143338
ATSC4s,-2.2509610662331285
ATSC4v,-362.4434198298429
ATSC5Z,145.0
ATSC5c,-0.15462445464129862
ATSC5d,4.695987654320987
ATSC5i,1.5396532104291047
ATSC5m,657.774464388889
ATSC5p,1.4006574032557642
ATSC5s,-2.59496326967622
ATSC5v,314.81886757692644
ATSC6Z,-81.25
ATSC6c,0.04973173752242712
ATSC6d,-5.289351851851853
ATSC6i,1.0209557816486579
ATSC6m,-329.4868609166667
ATSC6p,-0.3691900719763544
ATSC6s,8.50943107983765
ATSC6v,142.62196685326933
ATSC7Z,55.75
ATSC7c,0.18370601878226206
ATSC7d,-3.821759259259259
ATSC7i,-8.617095028729459
ATSC7m,232.35989041666687
ATSC7p,-2.084500363495312
ATSC7s,-1.7960786098550912
ATSC7v,-419.82256922689663
ATSC8Z,-150.25
ATSC8c,-0.2025396125496623
ATSC8d,-0.24922839506172773
ATSC8i,-0.9303216630571116
ATSC8m,-683.3134373055559
ATSC8p,-0.23555948016049522
ATSC8s,-12.088892158301672
ATSC8v,-193.15084239874454
AXp-0d,0.6955416231252701
AXp-1d,0.43204845672585795
AXp-2d,0.2811901752622424
AXp-3d,0.17883561526163186
AXp-4d,0.11487720203564965
AXp-5d,0.07524811302612332
AXp-6d,0.04822275902895697
AXp-7d,0.030774731972049423
GATS1Z,0.555972482801751
GATS1c,1.5676127008486231
GATS1d,0.7644410384136411
GATS1i,0.966892479825105
GATS1m,0.5477898663046478
GATS1p,0.6190048295493155
GATS1s,0.9854686272485927
GATS1v,0.632360125152315
GATS2Z,0.6498067439690789
GATS2c,0.6104081020534847
GATS2d,1.1189596390584489
GATS2i,1.1114334862432071
GATS2m,0.642768760496687
GATS2p,0.8585802674916396
GATS2s,0.642127863795571
GATS2v,0.8296701308338957
GATS3Z,1.0870687760931663
GATS3c,0.9672623569696583
GATS3d,1.1238261923193429
GATS3i,1.1632153072971028
GATS3m,1.0833680497930658
GATS3p,1.173773547786732
GATS3s,0.8422354802778186
GATS3v,1.0762381399095997
GATS4Z,1.0504742547425472
GATS4c,0.9084678932920411
GATS4d,1.013387297633873
GATS4i,1.0155128284469663
GATS4m,1.0473232818453013
GATS4p,1.0398638229535906
GATS4s,0.8936148427578016
GATS4v,1.0998631324152977
GATS5Z,0.9174534487280356
GATS5c,1.2588835364466766
GATS5d,0.8351745470614228
GATS5i,1.077543156914114
GATS5m,0.8940677089413503
GATS5p,1.141783088864165
GATS5s,1.2032337870497247
GATS5v,0.9118138142075068
GATS6Z,1.0478533732705748
GATS6c,1.3587880940086767
GATS6d,1.1837189486792947
GATS6i,1.059965810045291
GATS6m,1.0207555748302617
GATS6p,1.127234306484124
GATS6s,1.3966165013851084
GATS6v,0.8911551294598112
GATS7Z,0.8391519209309739
GATS7c,1.4927074667836748
GATS7d,1.092227675628159
GATS7i,1.132046666409798
GATS7m,0.8343585553312745
GATS7p,1.1398081592943488
GATS7s,1.8913515078332819
GATS7v,1.0691228259211631
GATS8Z,1.0609756097560974
GATS8c,1.6883863429905117
GATS8d,1.0087173100871731
GATS8i,0.9636569185042912
GATS8m,1.072036160413559
GATS8p,0.9233762660145541
GATS8s,1.9649774446953128
GATS8v,1.0803742497766993
MATS1Z,-0.009380863039399626
MATS1c,-0.6466791926773118
MATS1d,0.18287192259795002
MATS1i,0.009545206005935548
MATS1m,-0.007263488027884984
MATS1p,0.0932589699583425
MATS1s,-0.1610330133968178
MATS1v,0.06836255143302492
MATS2Z,0.02950819672131147
MATS2c,0.20625961744207527
MATS2d,-0.11806136822979404
MATS2i,-0.1105070185059628
MATS2m,0.027510110852412947
MATS2p,-0.05736443008900536
MATS2s,0.037602501160012874
MATS2v,-0.07354333000844178
MATS3Z,-0.12577455504284774
MATS3c,-0.09944262578141301
MATS3d,-0.15788765103833596
MATS3i,-0.16715208367158593
MATS3m,-0.12687902601546108
MATS3p,-0.20636229300333317
MATS3s,-0.034300556248534286
MATS3v,-0.14867341473634277
MATS4Z,-0.02032520325203252
MATS4c,0.06926620487163994
MATS4d,-0.03424657534246575
MATS4i,-0.003357258950330999
MATS4m,-0.020999456550857065
MATS4p,-0.00820826439199392
MATS4s,-0.03743351577843376
MATS4v,-0.10509815247344358
MATS5Z,0.13690007867820614
MATS5c,-0.11834907269495301
MATS5d,0.12224320089985134
MATS5i,0.015121237526606091
MATS5m,0.13610239857451784
MATS5p,0.07232342147602773
MATS5s,-0.050114644841784774
MATS5v,0.10601234015962573
MATS6Z,-0.0834403080872914
MATS6c,0.04140350857250997
MATS6d,-0.14976731991872586
MATS6i,0.01090656997829124
MATS6m,-0.07415555743861961
MATS6p,-0.02073547029994024
MATS6s,0.17875195521228987
MATS6v,0.05223948949643027
MATS7Z,0.06398852223816355
MATS7c,0.17093522868371563
MATS7d,-0.12094352062119991
MATS7i,-0.10288375801237258
MATS7m,0.058448241017856915
MATS7p,-0.1308490370915882
MATS7s,-0.04216773714380634
MATS7v,-0.17186322795605913
MATS8Z,-0.17949228471876555
MATS8c,-0.19615178421716592
MATS8d,-0.008209012122906425
MATS8i,-0.011560940521428845
MATS8m,-0.17889752818447877
MATS8p,-0.015390163694893058
MATS8s,-0.29540344429764426
MATS8v,-0.08229773544710989
MAXaaN,4.149737339380197
MAXaaS,1.326845553036029
MAXdsN,4.364642478223862
MAXsCl,6.157793825268941
MAXsOH,10.147227313765011
MINaaN,4.149737339380197
MINaaS,1.326845553036029
MINdsN,4.364642478223862
MINsCl,5.900321057312687
MINsOH,10.147227313765011
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.710423523418314
SpAD_D,268.2658850031344
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,833
TMWC10,128.830672868303
TSRW10,75.89067193718215
VE1_Dt,4.9321277314954965
VE2_Dt,0.19728510925981987
VE3_Dt,2.512061215359849
VR1_Dt,148.64305616012555
VR2_Dt,5.945722246405023
VR3_Dt,5.917838567547241
Xc-3dv,1.0085736119220663
Xc-4dv,0.0
Xc-5dv,0.12529105921421343
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.19245008972987526
Xch-6d,0.587806668662134
Xch-7d,0.8338424017322958
Xp-0dv,15.03032491865346
Xp-1dv,8.942673915852996
Xp-2dv,7.205355932435347
Xp-3dv,5.106412886800591
Xp-4dv,3.7526063293944256
Xp-5dv,2.375606001221464
Xp-6dv,1.369883330625954
Xp-7dv,0.8782580656391735
Xpc-4d,3.997794264564156
Xpc-5d,6.20800485361068
Xpc-6d,8.552803664225806
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,39
nFRing,1
nHBAcc,5
nHBDon,2
nHRing,2
nSpiro,0
naRing,3
piPC10,7.8921192929838595
AATS0dv,8.823731138545954
AATS0pe,6.568638888888889
AATS0se,7.957892083333332
AATS1dv,8.886039886039885
AATS1pe,6.662730769230769
AATS1se,7.896929435897435
AATS2dv,7.816029143897995
AATS2pe,6.631231147540984
AATS2se,7.899879606557379
AATS3dv,5.549549549549549
AATS3pe,6.502548648648648
AATS3se,7.894729027027028
AATS4dv,4.895747599451303
AATS4pe,6.4400305555555555
AATS4se,7.877957430555554
AATS5dv,5.621266427718041
AATS5pe,6.451440322580646
AATS5se,7.898445112903226
AATS6dv,6.807017543859649
AATS6pe,6.610915789473685
AATS6se,8.02199901754386
AATS7dv,5.737835875090777
AATS7pe,6.700660784313725
AATS7se,8.110686882352942
AATS8dv,4.659863945578231
AATS8pe,6.487040816326531
AATS8se,7.948984040816327
AATSC0Z,17.083333333333332
AATSC0c,0.021072770238118585
AATSC0d,0.6195987654320988
AATSC0i,1.642267456849964
AATSC0m,77.95061413888888
AATSC0p,0.3123642103560764
AATSC0s,0.8351699671271128
AATSC0v,47.89747743470164
AATSC1Z,-0.16025641025641027
AATSC1c,-0.013627322045061011
AATSC1d,0.11330721747388416
AATSC1i,0.015675781192476774
AATSC1m,-0.5661933525641013
AATSC1p,0.029130764509658704
AATSC1s,-0.13448993650500024
AATSC1v,3.2743937646419408
AATSC2Z,0.5040983606557377
AATSC2c,0.004346461527759089
AATSC2d,-0.07315067800040481
AATSC2i,-0.18148208024585943
AATSC2m,2.144430035974501
AATSC2p,-0.01791859490727851
AATSC2s,0.031404479657705174
AATSC2v,-3.522539989552156
AATSC3Z,-2.1486486486486487
AATSC3c,-0.002095531604966924
AATSC3d,-0.097826993660327
AATSC3i,-0.27450842735850783
AATSC3m,-9.89029799924925
AATSC3p,-0.06446019470125544
AATSC3s,-0.028646794434530068
AATSC3v,-7.121081527474016
AATSC4Z,-0.3472222222222222
AATSC4c,0.0014596308205265189
AATSC4d,-0.021219135802469133
AATSC4i,-0.0055135171183468695
AATSC4m,-1.6369205347222215
