DLiP-ID,J1004X
Xc-3d,1.4227225406220287
Xc-4d,0.0
Xc-5d,0.3538704765036392
Xc-6d,0.0
Xp-0d,17.811190308942127
Xp-1d,12.134560252985372
Xp-2d,10.410743717306223
Xp-3d,9.081141089823616
Xp-4d,7.714168560700597
Xp-5d,5.017841565391331
Xp-6d,3.428003760085227
Xp-7d,2.527184063870086
ZMIC0,81.373169162028
ZMIC1,41.198090203228205
ZMIC2,30.279096601061077
ZMIC3,27.45428356231738
ZMIC4,27.14788687048633
ZMIC5,27.14788687048633
nAcid,0
nAtom,46
nBase,0
nRing,3
piPC1,3.6109179126442243
piPC2,4.189654742026425
piPC3,4.77912349311153
piPC4,5.353042266237283
piPC5,5.651392087454277
piPC6,5.928591305289472
piPC7,6.229003978705924
piPC8,6.476731949377285
piPC9,6.60167584139064
AATS0Z,26.869565217391305
AATS0d,3.239130434782609
AATS0i,160.96339185770282
AATS0m,106.32007373913048
AATS0p,1.6446169348223691
AATS0s,3.605750879704181
AATS0v,227.3713277532002
AATS1Z,27.0625
AATS1d,3.8333333333333335
AATS1i,146.01412787552698
AATS1m,103.17680218750007
AATS1p,1.914492468750001
AATS1s,3.045910493827161
AATS1v,269.2588261734165
AATS2Z,22.382716049382715
AATS2d,3.567901234567901
AATS2i,153.80013496963085
AATS2m,83.82394719753083
AATS2p,1.6275467521399878
AATS2s,2.8001447950007634
AATS2v,224.52302606887517
AATS3Z,18.947916666666668
AATS3d,3.1875
AATS3i,158.9060967001861
AATS3m,69.39772329166668
AATS3p,1.4463132625701558
AATS3s,2.805619855967078
AATS3v,200.49871841659058
AATS4Z,19.634615384615383
AATS4d,2.923076923076923
AATS4i,156.591474110596
AATS4m,71.77387746153843
AATS4p,1.4502164069085575
AATS4s,3.2948421177587837
AATS4v,198.1139741192957
AATS5Z,15.966101694915254
AATS5d,2.483050847457627
AATS5i,159.46163478984127
AATS5m,56.73923590677967
AATS5p,1.2960832736811527
AATS5s,2.8148409709144167
AATS5v,168.58830039553686
AATS6Z,15.027777777777779
AATS6d,2.361111111111111
AATS6i,161.9721456308243
AATS6m,53.67355477777778
AATS6p,1.2087032082885927
AATS6s,2.5052297668038412
AATS6v,154.4371836506854
AATS7Z,14.788235294117648
AATS7d,2.611764705882353
AATS7i,161.5218297318512
AATS7m,51.27093775294118
AATS7p,1.2882709640585877
AATS7s,2.4281771968046484
AATS7v,162.3183738728506
AATS8Z,16.3768115942029
AATS8d,2.652173913043478
AATS8i,160.49651153660415
AATS8m,58.61781881159419
AATS8p,1.3577148230418252
AATS8s,2.500536768652711
AATS8v,175.68467339863102
AMID_C,1.5433403174606333
AMID_N,0.24843868074761866
AMID_O,0.15203528205984607
AMID_X,0.0
AMID_h,0.48031975624704903
ATS0dv,324.44444444444446
ATS0pe,283.23589999999984
ATS0se,350.40973699999984
ATS1dv,345.0
ATS1pe,310.5996000000001
ATS1se,371.88257599999974
ATS2dv,470.6666666666667
ATS2pe,509.08759999999995
ATS2se,621.0874639999998
ATS3dv,449.6666666666667
ATS3pe,602.6295000000001
ATS3se,739.8734020000002
ATS4dv,470.0
ATS4pe,656.6190999999997
ATS4se,803.0904199999999
ATS5dv,353.3333333333333
ATS5pe,715.7443
ATS5se,894.2023259999996
ATS6dv,292.3333333333333
ATS6pe,638.7264000000001
ATS6se,805.7027059999999
ATS7dv,252.66666666666663
ATS7pe,509.5871000000001
ATS7se,639.5431179999998
ATS8dv,210.0
ATS8pe,417.41
ATS8se,520.3122760000002
ATSC0Z,467.65217391304327
ATSC0c,0.6834520719755517
ATSC0d,26.717391304347824
ATSC0i,73.32156483570789
ATSC0m,2144.0066977391307
ATSC0p,13.344265644385327
ATSC0s,45.806025228126686
ATSC0v,2403.4143497691553
ATSC1Z,36.84120982986764
ATSC1c,-0.24130890489854911
ATSC1d,14.860113421550091
ATSC1i,-5.219167286563855
ATSC1m,168.416631880908
ATSC1p,0.31965793214973237
ATSC1s,-1.2149217147554305
ATSC1v,14.109332989984
ATSC2Z,51.69943289224949
ATSC2c,0.07374797175072366
ATSC2d,5.410680529300571
ATSC2i,-8.598723007996835
ATSC2m,261.8571409810969
ATSC2p,0.17470390773775868
ATSC2s,9.951572025536704
ATSC2v,346.66848318045123
ATSC3Z,-10.534971644612504
ATSC3c,-0.43993505285286105
ATSC3d,-9.453686200378069
ATSC3i,5.303088594718164
ATSC3m,-29.500175977315422
ATSC3p,1.6036820951534074
ATSC3s,-2.1322573974240258
ATSC3v,379.64308424938463
ATSC4Z,-9.474480151228775
ATSC4c,0.27782450787786755
ATSC4d,-9.752362948960299
ATSC4i,-11.112623136089391
ATSC4m,-79.85666723629438
ATSC4p,-3.999533676006995
ATSC4s,22.60336199989109
ATSC4v,-811.9225715644493
ATSC5Z,29.58790170132328
ATSC5c,0.06002917987989119
ATSC5d,5.051039697542533
ATSC5i,1.6895689976772128
ATSC5m,108.69903079962184
ATSC5p,0.004468587575205074
ATSC5s,-12.460760785289944
ATSC5v,-200.9545504206198
ATSC6Z,194.16446124763712
ATSC6c,-0.09517024266253547
ATSC6d,2.4243856332703193
ATSC6i,-12.177421902464225
ATSC6m,878.5068733081279
ATSC6p,1.3852635219340788
ATSC6s,-11.022931301391703
ATSC6v,487.67473094003685
ATSC7Z,-102.35727788279773
ATSC7c,0.032056208208603595
ATSC7d,-0.4125708884688088
ATSC7i,0.989031108850944
ATSC7m,-447.7441462136107
ATSC7p,-1.3404124220003213
ATSC7s,2.697259400582405
ATSC7v,-66.33665980317437
ATSC8Z,18.347826086956516
ATSC8c,-0.1547313401758689
ATSC8d,1.2065217391304353
ATSC8i,13.508857450627872
ATSC8m,79.4482722608695
ATSC8p,1.9682408581987492
ATSC8s,-7.311396642213869
ATSC8v,143.84463472990856
AXp-0d,0.7124476123576851
AXp-1d,0.4494281575179767
AXp-2d,0.2813714518190871
AXp-3d,0.18162282179647232
AXp-4d,0.12053388376094683
AXp-5d,0.07489315769240792
AXp-6d,0.047611163334517044
AXp-7d,0.03239979569064213
GATS1Z,0.7527629927482339
GATS1c,1.4271650321122296
GATS1d,0.5965215622457284
GATS1i,1.2025269404101284
GATS1m,0.7551354013905426
GATS1p,0.944471910199138
GATS1s,0.6141671353985856
GATS1v,0.9461538448011299
GATS2Z,0.8885996446427837
GATS2c,1.1413194203759822
GATS2d,1.1436578971159932
GATS2i,1.1515376454975936
GATS2m,0.8789982461023769
GATS2p,0.984106772899126
GATS2s,0.5375339706315221
GATS2v,0.8792530690859854
GATS3Z,0.8199202770546675
GATS3c,1.6897115527927609
GATS3d,1.3684906427990238
GATS3i,1.0023284505192374
GATS3m,0.8291781808854252
GATS3p,0.7842614596945755
GATS3s,0.9583554424658421
GATS3v,0.8442840913073917
GATS4Z,0.7915461316760595
GATS4c,0.9363250405358068
GATS4d,1.1660511985979847
GATS4i,1.096692756235671
GATS4m,0.8135177974180251
GATS4p,0.9738383778875124
GATS4s,0.9650158523782905
GATS4v,1.072119276708231
GATS5Z,0.8513498181543139
GATS5c,0.9494140758263273
GATS5d,0.8350112396739806
GATS5i,0.910205577939164
GATS5m,0.8666039716536288
GATS5p,0.9048167676668326
GATS5s,1.544889820317031
GATS5v,1.0001421252526583
GATS6Z,0.73282741415644
GATS6c,0.8854127669055973
GATS6d,0.8811364252780038
GATS6i,0.9722089099744131
GATS6m,0.745064173937124
GATS6p,0.8748359087794483
GATS6s,1.3527888003018111
GATS6v,0.9034685735433423
GATS7Z,1.210175442434319
GATS7c,0.9421330357356552
GATS7d,0.9412243335088308
GATS7i,0.9854995621908915
GATS7m,1.1954307672953721
GATS7p,1.0957131747486593
GATS7s,0.7021573128081599
GATS7v,1.0036501544477647
GATS8Z,0.8548716995165492
GATS8c,1.2820119401910928
GATS8d,0.8543531326281532
GATS8i,0.8633582412119041
GATS8m,0.8656321834156676
GATS8p,0.8054091556771981
GATS8s,0.8899729942057898
GATS8v,0.923444232526672
MATS1Z,0.0754966220404115
MATS1c,-0.3383622300331767
MATS1d,0.5330214266341198
MATS1i,-0.06821597430666372
MATS1m,0.07527927612791514
MATS1p,0.022956591228561703
MATS1s,-0.025418052992855957
MATS1v,0.005625931340844349
MATS2Z,0.06278207052968425
MATS2c,0.06127944580379127
MATS2d,0.11500868918823906
MATS2i,-0.0666001253913592
MATS2m,0.0693603214021675
MATS2p,0.007434996239740996
MATS2s,0.12337918452971194
MATS2v,0.08191407345257358
MATS3Z,-0.01079436283624647
MATS3c,-0.3084374478754525
MATS3d,-0.16954841334418225
MATS3i,0.03465642462300004
MATS3m,-0.0065930302382153395
MATS3p,0.057585109919555295
MATS3s,-0.022305071538310302
MATS3v,0.07568911753410416
MATS4Z,-0.008961009239923379
MATS4c,0.17979887981139323
MATS4d,-0.16145083557614065
MATS4i,-0.06703619468327343
MATS4m,-0.016474397322506093
MATS4p,-0.13256814257784819
MATS4s,0.21826038899415948
MATS4v,-0.1494205936632157
MATS5Z,0.024664200036558264
MATS5c,0.034239717275634934
MATS5d,0.07369916288563116
MATS5i,0.008982971693842316
MATS5m,0.01976402335496157
MATS5p,0.00013054234777904922
MATS5s,-0.10604685057735358
MATS5v,-0.0325945522370183
MATS6Z,0.1768401443466525
MATS6c,-0.05930989953613823
MATS6d,0.03864930838079737
MATS6i,-0.07073880257219758
MATS6m,0.17452317375716622
MATS6p,0.04421522052653648
MATS6s,-0.1024963898871594
MATS6v,0.08642426194478807
MATS7Z,-0.11844989390326609
MATS7c,0.025383002451990933
MATS7d,-0.008356865935959407
MATS7i,0.00729990373213173
MATS7m,-0.11301671633299497
MATS7p,-0.05436040341238096
MATS7s,0.03186684099741132
MATS7v,-0.014937016343579083
MATS8Z,0.02615594396925747
MATS8c,-0.15093117866442377
MATS8d,0.03010577705451588
MATS8i,0.12282750630411174
MATS8m,0.024703987583822456
MATS8p,0.0983314186857932
MATS8s,-0.10641098859522068
MATS8v,0.03990007930279816
MAXaaN,4.044524324013862
MAXaaO,5.245087382187851
MAXaaS,1.5585503529980231
MINaaN,4.044524324013862
MINaaO,5.245087382187851
MINaaS,1.5585503529980231
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.38275992967449
SpAD_D,269.1415589064528
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.9009733364561174
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,654
TMWC10,127.10537568152078
TSRW10,75.16173834676543
VE1_Dt,4.9311100066903695
VE2_Dt,0.19724440026761478
VE3_Dt,2.5118548480724017
VR1_Dt,144.31679381036287
VR2_Dt,5.772671752414515
VR3_Dt,5.888301572104407
Xc-3dv,0.6245004731530925
Xc-4dv,0.0
Xc-5dv,0.10815040152785559
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.24056261216234406
Xch-6d,0.3740028226427154
Xch-7d,0.5306689868820994
Xp-0dv,15.39133409001971
Xp-1dv,9.230969536147622
Xp-2dv,6.427713906256478
Xp-3dv,4.821398652702073
Xp-4dv,3.414286221017733
Xp-5dv,1.7122791751689042
Xp-6dv,1.0241334665639248
Xp-7dv,0.6405034356030589
Xpc-4d,3.7117097862632873
Xpc-5d,6.401695550741301
Xpc-6d,8.736811153500641
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,48
nFRing,0
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,6.82351562539761
AATS0dv,7.053140096618358
AATS0pe,6.15730217391304
AATS0se,7.617602978260866
AATS1dv,7.1875
AATS1pe,6.470825000000002
AATS1se,7.747553666666661
AATS2dv,5.810699588477367
AATS2pe,6.285032098765432
AATS2se,7.667746469135801
AATS3dv,4.684027777777778
AATS3pe,6.277390625000002
AATS3se,7.707014604166669
AATS4dv,4.519230769230769
AATS4pe,6.313645192307689
AATS4se,7.722023269230768
AATS5dv,2.9943502824858754
AATS5pe,6.065629661016949
AATS5se,7.5779858135593186
AATS6dv,2.70679012345679
AATS6pe,5.914133333333335
AATS6se,7.46021024074074
AATS7dv,2.972549019607843
AATS7pe,5.995142352941177
AATS7se,7.524036682352939
AATS8dv,3.0434782608695654
AATS8pe,6.049420289855073
AATS8se,7.5407576231884095
AATSC0Z,10.16635160680529
AATSC0c,0.01485765373859895
AATSC0d,0.580812854442344
AATSC0i,1.5939470616458238
AATSC0m,46.60884125519849
AATSC0p,0.290092731399681
AATSC0s,0.9957831571331888
AATSC0v,52.2481380384599
AATSC1Z,0.7675252047889091
AATSC1c,-0.0050272688520531066
AATSC1d,0.30958569628229354
AATSC1i,-0.10873265180341364
AATSC1m,3.50867983085225
AATSC1p,0.006659540253119424
AATSC1s,-0.025310869057404803
AATSC1v,0.29394443729133335
AATSC2Z,0.6382646036080184
AATSC2c,0.0009104687870459711
AATSC2d,0.06679852505309347
AATSC2i,-0.10615707417280043
AATSC2m,3.2328042096431715
AATSC2p,0.002156838367132823
AATSC2s,0.12285891389551486
AATSC2v,4.279857817042608
AATSC3Z,-0.10973928796471359
AATSC3c,-0.004582656800550636
AATSC3d,-0.09847589792060489
AATSC3i,0.05524050619498088
AATSC3m,-0.3072934997637023
AATSC3p,0.016705021824514662
AATSC3s,-0.022211014556500267
AATSC3v,3.9546154609310897
AATSC4Z,-0.09110077068489207
AATSC4c,0.0026713894988256498
AATSC4d,-0.09377272066307979
AATSC4i,-0.10685214553932107
AATSC4m,-0.7678525695797537
AATSC4p,-0.038457054576990335
AATSC4s,0.21734001922972201
