DLiP-ID,J000ER
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,8
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.674620000000004
SRW02,4.290459441148391
SRW03,0.0
SRW04,5.652489180268651
SRW05,3.044522437723423
SRW06,7.181591944611865
SRW07,5.351858133476067
SRW08,8.78462153484075
SRW09,7.390798521735676
SRW10,10.428008959431105
SaaCH,13.822263169760221
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,7.274787735557767
SaasN,2.2364424711923045
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.13493946195966333
SdssS,0
SsCH3,3.5766119319309704
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.0532075144872763
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.413567680630928
VE1_D,5.567128750015576
VE2_A,0.1379239900197165
VE2_D,0.17397277343798676
VE3_A,2.6478341700775316
VE3_D,2.8800302461000595
VR1_A,639.0941329053472
VR1_D,217.41491465289843
VR2_A,19.9716916532921
VR2_D,6.794216082903076
VR3_A,7.623202566174664
VR3_D,6.544958386798744
WPath,3154
Xc-3d,2.008861999356297
Xc-4d,0.0
Xc-5d,0.4857022603955158
Xc-6d,0.0
Xp-0d,22.07877502244374
Xp-1d,15.601688085973592
Xp-2d,14.081848134832741
Xp-3d,12.46035294373398
Xp-4d,9.650888238083972
Xp-5d,7.521819258708913
Xp-6d,5.6780711442393885
Xp-7d,4.02556091328699
ZMIC0,106.21237428420542
ZMIC1,48.82114940050179
ZMIC2,29.45548917802173
ZMIC3,25.24943696441806
ZMIC4,25.120560330399602
ZMIC5,25.120560330399602
nAcid,0
nAtom,61
nBase,0
nRing,5
piPC1,3.8394523125933104
piPC2,4.433788569232471
piPC3,5.013132174294843
piPC4,5.5346239043885275
piPC5,6.0167667299702
piPC6,6.312981762780452
piPC7,6.632331103925858
piPC8,6.920979946310288
piPC9,7.307464269049975
AATS0Z,21.37704918032787
AATS0d,3.3278688524590163
AATS0i,161.46457726033972
AATS0m,84.21024839344265
AATS0p,1.4912260039446061
AATS0s,3.2832422586520953
AATS0v,217.90135876291268
AATS1Z,24.2
AATS1d,4.0
AATS1i,145.23787597250012
AATS1m,91.59912166153852
AATS1p,1.8215694304615393
AATS1s,2.8388888888888886
AATS1v,264.99565005480815
AATS2Z,19.765217391304347
AATS2d,3.5739130434782607
AATS2i,154.08278088207777
AATS2m,73.120194826087
AATS2p,1.5303541812785837
AATS2s,2.704830917874396
AATS2v,216.76424104903506
AATS3Z,16.669014084507044
AATS3d,3.112676056338028
AATS3i,157.57787828909522
AATS3m,60.095400647887324
AATS3p,1.357122345622366
AATS3s,2.678794992175274
AATS3v,186.98941988345965
AATS4Z,15.8
AATS4d,2.95
AATS4i,159.17157293877165
AATS4m,55.71733127857142
AATS4p,1.3248858910437928
AATS4s,2.8097222222222213
AATS4v,180.74559064901894
AATS5Z,16.014598540145986
AATS5d,2.9927007299270074
AATS5i,156.4004335891239
AATS5m,57.39733757664233
AATS5p,1.3746986386096862
AATS5s,2.6324006488240053
AATS5v,184.81049287106012
AATS6Z,15.122448979591837
AATS6d,2.8435374149659864
AATS6i,158.12109965018175
AATS6m,53.77918880952381
AATS6p,1.298182780902183
AATS6s,2.6523053665910803
AATS6v,172.57930713273296
AATS7Z,14.053691275167786
AATS7d,2.7583892617449663
AATS7i,163.13902134706987
AATS7m,49.21730794630873
AATS7p,1.2145693908034563
AATS7s,2.583706189410887
AATS7v,162.23692027467217
AATS8Z,15.75187969924812
AATS8d,2.954887218045113
AATS8i,158.3158974113506
AATS8m,56.7073402857143
AATS8p,1.305382617478354
AATS8s,2.603801169590643
AATS8v,177.15897562324116
AMID_C,1.6884873661215598
AMID_N,0.19806681590190314
AMID_O,0.1787650570703184
AMID_X,0.0
AMID_h,0.37683187297222154
ATS0dv,420.0
ATS0pe,372.6505999999999
ATS0se,461.5489279999999
ATS1dv,443.0
ATS1pe,417.95200000000006
ATS1se,500.10941599999967
ATS2dv,613.0
ATS2pe,724.6711999999999
ATS2se,883.3667559999998
ATS3dv,558.0
ATS3pe,876.1725000000002
ATS3se,1082.03096
ATS4dv,520.0
ATS4pe,873.8295999999998
ATS4se,1079.4009800000001
ATS5dv,536.0
ATS5pe,832.0237000000001
ATS5se,1029.6583679999999
ATS6dv,514.0
ATS6pe,886.6818000000002
ATS6se,1102.080908
ATS7dv,503.0
ATS7pe,906.8906999999999
ATS7se,1132.42992
ATS8dv,512.0
ATS8pe,806.5560999999999
ATS8se,1002.071448
ATSC0Z,436.78688524590154
ATSC0c,1.0961403343025293
ATSC0d,35.770491803278674
ATSC0i,89.76047636702566
ATSC0m,2083.983852065573
ATSC0p,14.12573774517823
ATSC0s,51.28688524590162
ATSC0v,3120.9145661393954
ATSC1Z,34.94840096748182
ATSC1c,-0.5159656038819854
ATSC1d,14.326525127653849
ATSC1i,-13.909862363395435
ATSC1m,164.16194012684784
ATSC1p,-0.7400140050201387
ATSC1s,-0.27609812177132953
ATSC1v,28.916101086343648
ATSC2Z,43.155872077398485
ATSC2c,0.009161274673889388
ATSC2d,-2.255845202902448
ATSC2i,3.054779669601592
ATSC2m,205.86405963047608
ATSC2p,0.6344785084609335
ATSC2s,7.437292842425868
ATSC2v,227.58621958173404
ATSC3Z,-3.0940607363612322
ATSC3c,0.07962291426302824
ATSC3d,-8.170653050255305
ATSC3i,-14.327767577126561
ATSC3m,-11.876033923138799
ATSC3p,-1.0643808614994819
ATSC3s,2.0616769685568332
ATSC3v,-60.67582282798674
ATSC4Z,-171.4453104004301
ATSC4c,-0.24768878506112732
ATSC4d,-4.571620532115021
ATSC4i,0.4052304164038847
ATSC4m,-801.9785504619722
ATSC4p,-0.38941854668945985
ATSC4s,-22.67072023649557
ATSC4v,-535.0165472848818
ATSC5Z,-5.865627519484022
ATSC5c,-0.0017647543220192766
ATSC5d,-7.517334049986568
ATSC5i,-18.289592798282676
ATSC5m,-40.6813440816983
ATSC5p,-2.3737029617578562
ATSC5s,9.691294156290127
ATSC5v,-441.3103508050362
ATSC6Z,22.021768341843586
ATSC6c,0.2768309424328434
ATSC6d,1.405536146197258
ATSC6i,-24.014551106984623
ATSC6m,83.42029392394525
ATSC6p,-4.009307364010239
ATSC6s,19.866941383737945
ATSC6v,-604.7748416906046
ATSC7Z,-29.52862133834993
ATSC7c,-0.15542760099964034
ATSC7d,6.51142166084386
ATSC7i,37.44726883959967
ATSC7m,-126.29575478312279
ATSC7p,3.219681946723994
ATSC7s,-20.53818417987997
ATSC7v,441.7407880181514
ATSC8Z,79.57941413598499
ATSC8c,-0.07914012460073373
ATSC8d,2.598763773179253
ATSC8i,-14.617388129581535
ATSC8m,372.4944758898144
ATSC8p,-0.9887495582745971
ATSC8s,6.686426886440323
ATSC8v,134.45825090222394
AXp-0d,0.6899617194513669
AXp-1d,0.43338022461037756
AXp-2d,0.2761146693104459
AXp-3d,0.18058482527150696
AXp-4d,0.11353986162451732
AXp-5d,0.07232518517989339
AXp-6d,0.04771488356503688
AXp-7d,0.030041499352887982
GATS1Z,0.8062372247179335
GATS1c,1.4557230581048792
GATS1d,0.7225551716844113
GATS1i,1.3202742544115673
GATS1m,0.8119576612545374
GATS1p,1.1242642734737505
GATS1s,0.6101924818562185
GATS1v,0.9982205136240272
GATS2Z,0.9036343935823713
GATS2c,1.2078813109312319
GATS2d,1.2106165065954655
GATS2i,1.076537941351675
GATS2m,0.903519968279388
GATS2p,0.9835165718752872
GATS2s,0.649656153224331
GATS2v,0.9346871670837873
GATS3Z,0.988653735957254
GATS3c,1.1756566498403314
GATS3d,1.1989581854094324
GATS3i,1.0928797547009703
GATS3m,0.986449209924834
GATS3p,1.0209075848799007
GATS3s,0.9430977211626268
GATS3v,0.9790131644800831
GATS4Z,1.1862601068050704
GATS4c,1.4069777030119188
GATS4d,1.0543407097027633
GATS4i,1.0229602309767702
GATS4m,1.1780543736642062
GATS4p,0.9785607454465952
GATS4s,1.575172949154091
GATS4v,1.0203343656100907
GATS5Z,0.9555512696741137
GATS5c,0.9331468923103761
GATS5d,1.1814982571403727
GATS5i,1.116604828100656
GATS5m,0.9604548255128798
GATS5p,1.0827667375953212
GATS5s,0.90232370402084
GATS5v,1.05823024237017
GATS6Z,0.9410090413586245
GATS6c,0.823681582239881
GATS6d,0.9299650199218096
GATS6i,1.1161325999416059
GATS6m,0.9469700039060168
GATS6p,1.1131631241338005
GATS6s,0.9084772900156816
GATS6v,1.0719966281195437
GATS7Z,1.0496111291913566
GATS7c,1.2137637229729168
GATS7d,0.906224816835734
GATS7i,0.8259766304002469
GATS7m,1.0431881843603064
GATS7p,0.852274808900299
GATS7s,1.7260453526949149
GATS7v,0.8927772959318603
GATS8Z,0.8954660333463897
GATS8c,1.0740267657827265
GATS8d,1.0215502091617683
GATS8i,1.0670277727983521
GATS8m,0.89699953474278
GATS8p,1.0269947866865559
GATS8s,1.1165018988256967
GATS8v,0.9668240977222656
MATS1Z,0.07508863303038343
MATS1c,-0.44174441835536377
MATS1d,0.3758654727490657
MATS1i,-0.1454300529774794
MATS1m,0.07392555692577654
MATS1p,-0.04916378133038329
MATS1s,-0.005052119404045279
MATS1v,0.008695095023177052
MATS2Z,0.05240856902279974
MATS2c,0.004433245076375303
MATS2d,-0.033451560196070665
MATS2i,0.01805205871832737
MATS2m,0.05239841835089191
MATS2p,0.023825266741926074
MATS2s,0.0769202261582969
MATS2v,0.03868085599597283
MATS3Z,-0.0030429914723289833
MATS3c,0.03120422502285376
MATS3d,-0.09812357186196928
MATS3i,-0.06857011371794905
MATS3m,-0.002448040343206279
MATS3p,-0.03236886032438691
MATS3s,0.01726854655180559
MATS3v,-0.008351707678002696
MATS4Z,-0.17102429922577062
MATS4c,-0.09845595375433244
MATS4d,-0.05568613329841561
MATS4i,0.0019670648884611295
MATS4m,-0.16767572883368073
MATS4p,-0.01201177786077837
MATS4s,-0.19260200004566325
MATS4v,-0.07469424356396932
MATS5Z,-0.005979352522636956
MATS5c,-0.0007168484712706702
MATS5d,-0.09357249426294778
MATS5i,-0.090725246216886
MATS5m,-0.00869180974819485
MATS5p,-0.07482117093726302
MATS5s,0.08413655375889793
MATS5v,-0.06296098321960386
MATS6Z,0.020921609899026417
MATS6c,0.10479992524339941
MATS6d,0.016305330564856554
MATS6i,-0.11102015376105123
MATS6m,0.01661077388827323
MATS6p,-0.11777977299864428
MATS6s,0.1607448939123179
MATS6v,-0.08041264296420511
MATS7Z,-0.02767688105359357
MATS7c,-0.0580504447970927
MATS7d,0.07452371139094117
MATS7i,0.17079634254473314
MATS7m,-0.02481064015129152
MATS7p,0.093313697847501
MATS7s,-0.16394541916185879
MATS7v,0.057946763988600804
MATS8Z,0.08356209921290245
MATS8c,-0.03311378045757576
MATS8d,0.03332115807391992
MATS8i,-0.07469006270522834
MATS8m,0.081979200979832
MATS8p,-0.032103572053374545
MATS8s,0.059795151402025404
MATS8v,0.019759855816450102
MAXaaN,4.8111360701983275
MAXssO,6.226922755608723
MINaaN,4.8111360701983275
MINssO,5.361600132177436
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,41.50686213035363
SpAD_D,408.44096005385154
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,7.00944641647
SssNH2,0
SsssAs,0
SsssCH,0.27135959115306174
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1146
TMWC10,146.05731604423517
TSRW10,84.12435015323594
VE1_Dt,5.573104605923492
VE2_Dt,0.17415951893510911
VE3_Dt,2.88110308834495
VR1_Dt,216.7839813980363
VR2_Dt,6.7744994186886345
VR3_Dt,6.542052190101004
Xc-3dv,0.9263470967565103
Xc-4dv,0.0
Xc-5dv,0.12547138512929534
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.2041241452319315
Xch-5d,0.358413742360102
Xch-6d,0.5777210825314641
Xch-7d,0.85460747422947
Xp-0dv,18.68772168421435
Xp-1dv,11.393469666296639
Xp-2dv,8.699661715562529
Xp-3dv,6.470298580773138
Xp-4dv,4.088745227642926
Xp-5dv,2.6275206443165824
Xp-6dv,1.64734429020097
Xp-7dv,1.02236259174525
Xpc-4d,5.129574272532169
Xpc-5d,7.2423540221738545
Xpc-6d,10.111290106958986
n3Ring,0
n4Ring,1
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,65
nFRing,1
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.596949343765717
AATS0dv,6.885245901639344
AATS0pe,6.109026229508195
AATS0se,7.566375868852457
AATS1dv,6.815384615384615
AATS1pe,6.43003076923077
AATS1se,7.6939910153846105
AATS2dv,5.3304347826086955
AATS2pe,6.301488695652173
AATS2se,7.681450052173911
AATS3dv,3.9295774647887325
AATS3pe,6.170228873239438
AATS3se,7.619936338028169
AATS4dv,3.7142857142857144
AATS4pe,6.2416399999999985
AATS4se,7.710007000000001
AATS5dv,3.9124087591240877
AATS5pe,6.073165693430657
AATS5se,7.515754510948904
AATS6dv,3.496598639455782
AATS6pe,6.031848979591838
AATS6se,7.497149034013605
AATS7dv,3.3758389261744965
AATS7pe,6.086514765100671
AATS7se,7.600200805369128
AATS8dv,3.8496240601503757
AATS8pe,6.0643315789473675
AATS8se,7.534371789473685
AATSC0Z,7.160440741736091
AATSC0c,0.017969513677090643
AATSC0d,0.5864015049717816
AATSC0i,1.471483219131568
AATSC0m,34.163669705993
AATSC0p,0.23156947123243
AATSC0s,0.8407686105885512
AATSC0v,51.16253387113763
AATSC1Z,0.5376677071920279
AATSC1c,-0.00793793236741516
AATSC1d,0.22040807888698227
AATSC1i,-0.2139978825137759
AATSC1m,2.525568309643813
AATSC1p,-0.011384830846463672
AATSC1s,-0.004247663411866608
AATSC1v,0.44486309363605614
AATSC2Z,0.3752684528469433
AATSC2c,7.966325803382076e-05
AATSC2d,-0.019616045242629984
AATSC2i,0.02656330147479645
AATSC2m,1.7901222576563136
AATSC2p,0.005517204421399421
AATSC2s,0.06467211167326842
AATSC2v,1.979010605058557
AATSC3Z,-0.021789160115219947
AATSC3c,0.0005607247483311847
AATSC3d,-0.057539810213065534
AATSC3i,-0.10089977166990537
AATSC3m,-0.08363404171224506
AATSC3p,-0.007495639869714661
AATSC3s,0.014518851891245304
AATSC3v,-0.42729452695765313
AATSC4Z,-1.224609360003072
AATSC4c,-0.001769205607579481
AATSC4d,-0.03265443237225015
AATSC4i,0.002894502974313462
