DLiP-ID,C000VJ
TIC1,174.1666468218719
TIC2,206.97528212904558
TIC3,239.0290299340558
TIC4,243.78391743621933
TIC5,247.78391743621924
Vabc,379.6921177847157
WPol,48
apol,58.757859999999994
bpol,27.280139999999996
nRot,7
ABCGG,18.288940368420334
ATS0Z,1330.0
ATS0d,176.0
ATS0i,8149.811070989981
ATS0m,5266.5961670000015
ATS0p,79.31618209698
ATS0s,319.77777777777777
ATS0v,12147.536637082698
ATS1Z,1432.0
ATS1d,213.0
ATS1i,7727.611258758049
ATS1m,5489.9963609999995
ATS1p,97.56158585600001
ATS1s,203.44444444444446
ATS1v,14806.200936596246
ATS2Z,2036.0
ATS2d,315.0
ATS2i,12695.162402603193
ATS2m,7720.049460999999
ATS2p,138.175505715094
ATS2s,346.99999999999994
ATS2v,20658.151087570288
ATS3Z,2278.0
ATS3d,355.0
ATS3i,15731.357086745797
ATS3m,8481.597520000001
ATS3p,157.46796173624497
ATS3s,406.9722222222223
ATS3v,23245.18055259829
ATS4Z,2164.0
ATS4d,334.0
ATS4i,18061.621457137844
ATS4m,7805.876566
ATS4p,153.399566505943
ATS4s,453.50000000000006
ATS4v,22206.984065417804
ATS5Z,2048.0
ATS5d,328.0
ATS5i,18907.77333921982
ATS5m,7495.933021
ATS5p,147.50064897892298
ATS5s,434.2777777777777
ATS5v,20928.269705151204
ATS6Z,2065.0
ATS6d,318.0
ATS6i,15909.667166318633
ATS6m,7710.019318999999
ATS6p,142.163286409282
ATS6s,415.2777777777777
ATS6v,20657.34148312931
ATS7Z,2144.0
ATS7d,310.0
ATS7i,14925.517082236196
ATS7m,7969.855151999999
ATS7p,145.496901734245
ATS7s,486.9444444444444
ATS7v,21429.973954368168
ATS8Z,2033.0
ATS8d,307.0
ATS8i,17193.37939481919
ATS8m,7417.694296
ATS8p,142.901855634735
ATS8s,485.1111111111112
ATS8v,20670.91870292671
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,15
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.08695652173913043
GGI10,0.22681359044995408
JGI10,0.007560453014998471
JGT10,0.4694149349780996
Kier1,25.619834710743802
Kier2,12.459259259259259
Kier3,7.239150507848569
MAXdO,12.64744285317795
MID_C,47.60649163102765
MID_N,4.096490102306185
MID_O,10.778983309657946
MID_X,0.0
MID_h,14.87547341196413
MINdO,11.369036286564452
MPC10,114
MWC01,33.0
MWC02,5.056245805348308
MWC03,5.8888779583328805
MWC04,6.744059186311348
MWC05,7.594381242551817
MWC06,8.453401058328458
MWC07,9.309914176872276
MWC08,10.171413246622231
MWC09,11.031156899470346
MWC10,11.894418867238961
NaaCH,11
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.906600000000002
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.5093883366279774
SRW05,0.0
SRW06,7.007600613951853
SRW07,0.0
SRW08,8.585038738311304
SRW09,0.0
SRW10,10.20236917524151
SaaCH,16.949257823664805
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.290658803615397
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-2.052046116135707
SdssS,0
SsCH3,3.042766072239721
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.354950288374711
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.760605606375741
VE1_D,5.465699897638141
VE2_A,0.1535679227863142
VE2_D,0.176312899923811
VE3_A,2.6917769998718017
VE3_D,2.8298942940206704
VR1_A,282.8972441413823
VR1_D,199.48058368068595
VR2_A,9.125717552947817
VR2_D,6.434857538086644
VR3_A,6.776485848292645
VR3_D,6.4271190181758
WPath,2926
Xc-3d,2.0463194779215614
Xc-4d,0.0
Xc-5d,0.4857022603955159
Xc-6d,0.0
Xp-0d,22.380104409694468
Xp-1d,14.905417200814469
Xp-2d,13.141388496802225
Xp-3d,11.019291089842511
Xp-4d,8.238515434510148
Xp-5d,6.576015005381231
Xp-6d,4.768141534977092
Xp-7d,3.394819280659358
ZMIC0,102.09232340355922
ZMIC1,65.3578254665026
ZMIC2,42.70336928910962
ZMIC3,37.170223064862256
ZMIC4,35.918478091352526
ZMIC5,34.91036133081132
nAcid,1
nAtom,51
nBase,0
nRing,3
piPC1,3.828641396489095
piPC2,4.400603020246817
piPC3,4.939855112035208
piPC4,5.425500526716335
piPC5,5.966306982694261
piPC6,6.140961558253893
piPC7,6.373799623243884
piPC8,6.4570639607687745
piPC9,6.838773568147191
AATS0Z,26.07843137254902
AATS0d,3.450980392156863
AATS0i,159.80021707823494
AATS0m,103.26659150980394
AATS0p,1.5552192568035295
AATS0s,6.270152505446623
AATS0v,238.18699288397445
AATS1Z,27.0188679245283
AATS1d,4.018867924528302
AATS1i,145.8039860143028
AATS1m,103.584837
AATS1p,1.840784638792453
AATS1s,3.8385744234800843
AATS1v,279.36228182257065
AATS2Z,24.238095238095237
AATS2d,3.75
AATS2i,151.1328857452761
AATS2m,91.90535072619046
AATS2p,1.6449464966082619
AATS2s,4.1309523809523805
AATS2v,245.93037009012247
AATS3Z,22.116504854368934
AATS3d,3.4466019417475726
AATS3i,152.7316222014155
AATS3m,82.34560699029127
AATS3p,1.5288151624878152
AATS3s,3.9511866235167212
AATS3v,225.6813645883329
AATS4Z,18.982456140350877
AATS4d,2.9298245614035086
AATS4i,158.43527593980565
AATS4m,68.47260145614035
AATS4p,1.345610232508272
AATS4s,3.978070175438597
AATS4v,194.79810583699827
AATS5Z,17.504273504273506
AATS5d,2.8034188034188032
AATS5i,161.60490033521214
AATS5m,64.0678035982906
AATS5p,1.2606893075121621
AATS5s,3.7117758784425448
AATS5v,178.8741000440274
AATS6Z,20.445544554455445
AATS6d,3.1485148514851486
AATS6i,157.5214570922637
AATS6m,76.33682494059406
AATS6p,1.40755729118101
AATS6s,4.111661166116611
AATS6v,204.5281334963298
AATS7Z,22.103092783505154
AATS7d,3.195876288659794
AATS7i,153.87131012614634
AATS7m,82.16345517525772
AATS7p,1.499968059115928
AATS7s,5.020045819014891
AATS7v,220.92756653987803
AATS8Z,18.824074074074073
AATS8d,2.8425925925925926
AATS8i,159.19795735943694
AATS8m,68.68235459259259
AATS8p,1.32316532995125
AATS8s,4.491769547325104
AATS8v,191.39739539746952
AMID_C,1.5356932784202468
AMID_N,0.13214484200987694
AMID_O,0.3477091390212241
AMID_X,0.0
AMID_h,0.47985398103110094
ATS0dv,498.0
ATS0pe,335.84229999999997
ATS0se,408.3147159999999
ATS1dv,469.0
ATS1pe,354.0505
ATS1se,420.73341199999993
ATS2dv,647.0
ATS2pe,557.4248
ATS2se,670.0371879999999
ATS3dv,655.0
ATS3pe,677.1900999999999
ATS3se,817.6258079999999
ATS4dv,621.0
ATS4pe,747.8515
ATS4se,911.0493999999999
ATS5dv,642.0
ATS5pe,737.9894
ATS5se,911.5641800000001
ATS6dv,664.0
ATS6pe,653.2786
ATS6se,798.034036
ATS7dv,658.0
ATS7pe,643.2248000000001
ATS7se,776.8370160000002
ATS8dv,610.0
ATS8pe,699.4502
ATS8se,856.708976
ATSC0Z,380.98039215686276
ATSC0c,1.662464425097286
ATSC0d,30.98039215686274
ATSC0i,74.90335481924267
ATSC0m,1800.8350446274512
ATSC0p,11.620375983654506
ATSC0s,117.1089324618736
ATSC0v,2421.4816588064837
ATSC1Z,2.549788542868148
ATSC1c,-0.9963516106770238
ATSC1d,11.275278738946556
ATSC1i,-2.3555405977446426
ATSC1m,15.736545936178494
ATSC1p,0.021498786718650076
ATSC1s,-12.540219573668248
ATSC1v,75.1130469244612
ATSC2Z,31.64013840830452
ATSC2c,0.24323183509487675
ATSC2d,-5.987312572087659
ATSC2i,3.8883203163474906
ATSC2m,152.41472598615928
ATSC2p,1.7028488273536335
ATSC2s,20.970908624887862
ATSC2v,265.94070476404056
ATSC3Z,-75.9407920030757
ATSC3c,0.2700831698607257
ATSC3d,-11.450595924644368
ATSC3i,-30.860925392319952
ATSC3m,-361.26123101230274
ATSC3p,-3.9338254328976348
ATSC3s,-9.67479388269469
ATSC3v,-696.7045903517989
ATSC4Z,-213.87773933102653
ATSC4c,-0.7060240825933577
ATSC4d,2.2006920415224913
ATSC4i,-30.5883130259839
ATSC4m,-1007.4864433437137
ATSC4p,-4.829069346925904
ATSC4s,-45.68685121107266
ATSC4v,-1134.5956846640668
ATSC5Z,140.06459054209918
ATSC5c,0.14494899434116656
ATSC5d,8.103806228373703
ATSC5i,17.776172621091995
ATSC5m,666.5667753644751
ATSC5p,2.8223967611218685
ATSC5s,-9.795655517108804
ATSC5v,827.1645467176292
ATSC6Z,126.7839292579777
ATSC6c,0.5839248849925829
ATSC6d,-3.549404075355632
ATSC6i,20.720761114412035
ATSC6m,595.0488520515187
ATSC6p,3.3257642943681667
ATSC6s,3.640480157204495
ATSC6v,660.7824767163418
ATSC7Z,-58.45290272971933
ATSC7c,-0.5301420376181216
ATSC7d,-6.060745866974241
ATSC7i,-16.06349205347022
ATSC7m,-290.40968372279866
ATSC7p,-2.749004511642595
ATSC7s,48.779742833952746
ATSC7v,-647.9357479624742
ATSC8Z,-25.15455594002307
ATSC8c,0.04402615464080171
ATSC8d,-1.389850057670127
ATSC8i,10.58810341382585
ATSC8m,-120.83101268166085
ATSC8p,-0.5196398285627857
ATSC8s,20.555811867230556
ATSC8v,-69.49916767235754
AXp-0d,0.721938851925628
AXp-1d,0.45167930911558996
AXp-2d,0.29203085548449387
AXp-3d,0.1933208963130265
AXp-4d,0.12296291693298729
AXp-5d,0.07646529076024687
AXp-6d,0.051270339085775184
AXp-7d,0.034641013067952635
GATS1Z,0.720583808349275
GATS1c,1.5385866332261133
GATS1d,0.7460592309529497
GATS1i,1.146330966364139
GATS1m,0.723974791228818
GATS1p,1.007900293996357
GATS1s,0.6684006052843389
GATS1v,0.873933795342475
GATS2Z,0.7882232924049702
GATS2c,0.9313381284353871
GATS2d,1.2680831826401449
GATS2i,1.0253916536634144
GATS2m,0.7893553854444691
GATS2p,0.9076201409434423
GATS2s,0.5468216391909024
GATS2v,0.8609881498919749
GATS3Z,0.9581819726276551
GATS3c,0.8877748689332842
GATS3d,1.2770369915202164
GATS3i,1.2620305977600192
GATS3m,0.960893910207019
GATS3p,1.1470025326924127
GATS3s,0.857244996395776
GATS3v,1.072124001317522
GATS4Z,1.1955535390199636
GATS4c,1.1895063900725797
GATS4d,0.8706695536309129
GATS4i,1.237599295466993
GATS4m,1.1937621741244877
GATS4p,1.1259541934483532
GATS4s,1.230506595959883
GATS4v,1.1335615962566825
GATS5Z,0.8530622748327328
GATS5c,0.7845097340709585
GATS5d,0.917315806556313
GATS5i,0.8949551661789417
GATS5m,0.8538205145853708
GATS5p,0.8611056687749109
GATS5s,1.110766864771293
GATS5v,0.86001836043217
GATS6Z,0.7893912139541281
GATS6c,0.7031308300911081
GATS6d,1.1904687304173458
GATS6i,0.8623650499743877
GATS6m,0.7916204055278971
GATS6p,0.8403213886021274
GATS6s,1.075660663102755
GATS6v,0.8414997539260629
GATS7Z,0.9640077253264427
GATS7c,1.1298996112503283
GATS7d,1.0898146939840796
GATS7i,1.161556264507929
GATS7m,0.9686054090030808
GATS7p,1.098118491476001
GATS7s,0.8611806562318941
GATS7v,1.0645909291401305
GATS8Z,1.0092139875335964
GATS8c,0.9321927800964391
GATS8d,0.9788150492264418
GATS8i,0.94203925911154
GATS8m,1.0092865298416422
GATS8p,0.9847337839403569
GATS8s,1.0825364785841414
GATS8v,0.9774849632745176
MATS1Z,0.006440147991338092
MATS1c,-0.5767061371151483
MATS1d,0.35021495103892997
MATS1i,-0.030261024740098095
MATS1m,0.008408717977382104
MATS1p,0.0017802790354834058
MATS1s,-0.10304084826858285
MATS1v,0.029848911744044884
MATS2Z,0.05042276303213002
MATS2c,0.08882985348631554
MATS2d,-0.11733725135623872
MATS2i,0.03151749226788108
MATS2m,0.0513858903856606
MATS2p,0.08897065841725932
MATS2s,0.10872217098846314
MATS2v,0.06667983576658933
MATS3Z,-0.09869734021556091
MATS3c,0.08044112076184644
MATS3d,-0.1830097087378641
MATS3i,-0.20400491293877174
MATS3m,-0.09932998624367642
MATS3p,-0.16762077915750226
MATS3s,-0.040905777397116164
MATS3v,-0.1424624600409809
MATS4Z,-0.2511471679713953
MATS4c,-0.18999075967381363
MATS4d,0.03177881412391739
MATS4i,-0.1826920213937144
MATS4m,-0.2502825679316182
MATS4p,-0.1859124981779192
MATS4s,-0.1745285697640377
MATS4v,-0.20961640495409478
MATS5Z,0.16025443076395213
MATS5c,0.038005562113324044
MATS5d,0.11402142161635834
MATS5i,0.10344781063949877
MATS5m,0.16134445467541728
MATS5p,0.1058722637708784
MATS5s,-0.03646093455964534
MATS5v,0.14890011810256457
MATS6Z,0.16803911477097275
MATS6c,0.1773590792665987
MATS6d,-0.05785186113548063
MATS6i,0.13968611429720576
MATS6m,0.16685049156415874
MATS6p,0.14451738301939465
MATS6s,0.01569702856096635
MATS6v,0.13779267644852308
MATS7Z,-0.08066811339675597
MATS7c,-0.167663421351429
MATS7d,-0.10285788855539607
MATS7i,-0.11275534419343113
MATS7m,-0.08478823642392289
MATS7p,-0.12438090554021064
MATS7s,0.21900192192581533
MATS7v,-0.14068545499396182
MATS8Z,-0.031178875736261224
MATS8c,0.012505608099951951
MATS8d,-0.02118495077355837
MATS8i,0.06675185290780937
MATS8m,-0.03168479505778362
MATS8p,-0.021116827454142464
MATS8s,0.0828878801596604
MATS8v,-0.013553293406736593
MAXsOH,9.292454717433973
MAXssO,5.079557154906789
MINsOH,9.292454717433973
MINssO,5.076391992886732
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.92581643288866
SpAD_D,393.6659375632515
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,829
TMWC10,140.14386844107665
TSRW10,66.50908948352361
VE1_Dt,5.4893433360513715
VE2_Dt,0.17707559148552812
VE3_Dt,2.834210748938979
VR1_Dt,196.2551088366248
VR2_Dt,6.3308099624717675
VR3_Dt,6.4108175001033185
Xc-3dv,0.6781259498600904
Xc-4dv,0.0
Xc-5dv,0.07006853969157653
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2347080484106438
Xch-7d,0.3495849299935525
Xp-0dv,16.83930800890516
Xp-1dv,9.191492386641785
Xp-2dv,6.430766906398715
Xp-3dv,4.467333646436603
Xp-4dv,2.7634531271617644
Xp-5dv,1.8216403005881228
Xp-6dv,0.9999763522107962
Xp-7dv,0.5560703545837145
Xpc-4d,4.861615682586607
Xpc-5d,6.172100563201445
Xpc-6d,8.723237745753956
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,53
nFRing,0
nHBAcc,5
nHBDon,3
nHRing,0
nSpiro,0
naRing,3
piPC10,7.167809184316444
AATS0dv,9.764705882352942
AATS0pe,6.585143137254901
AATS0se,8.006170901960783
AATS1dv,8.849056603773585
AATS1pe,6.680198113207547
AATS1se,7.938366264150942
AATS2dv,7.7023809523809526
AATS2pe,6.636009523809524
AATS2se,7.976633190476189
AATS3dv,6.359223300970874
AATS3pe,6.574661165048543
AATS3se,7.938114640776698
AATS4dv,5.447368421052632
AATS4pe,6.5601008771929825
AATS4se,7.991661403508771
AATS5dv,5.487179487179487
AATS5pe,6.30760170940171
AATS5se,7.7911468376068385
AATS6dv,6.574257425742574
AATS6pe,6.468104950495049
AATS6se,7.901327089108911
AATS7dv,6.783505154639175
AATS7pe,6.63118350515464
AATS7se,8.008629030927837
AATS8dv,5.648148148148148
AATS8pe,6.476390740740741
AATS8se,7.932490518518518
AATSC0Z,7.470203767781623
AATSC0c,0.03259734166857423
AATSC0d,0.6074586697424067
AATSC0i,1.4686932317498562
AATSC0m,35.31049107112649
AATSC0p,0.2278505094834217
AATSC0s,2.296253577683796
AATSC0v,47.480032525617325
AATSC1Z,0.04810921778996506
AATSC1c,-0.01879908699390611
AATSC1d,0.21274110828201048
AATSC1i,-0.04444416222159703
AATSC1m,0.2969159610599716
AATSC1p,0.0004056374852575486
AATSC1s,-0.23660791648430657
AATSC1v,1.4172273004615321
AATSC2Z,0.3766683143845776
AATSC2c,0.0028956170844628183
AATSC2d,-0.07127753062009118
AATSC2i,0.04628952757556536
AATSC2m,1.8144610236447534
AATSC2p,0.02027200984944802
AATSC2s,0.24965367410580788
AATSC2v,3.1659607710004827
AATSC3Z,-0.7372892427483078
AATSC3c,0.0026221666976769488
AATSC3d,-0.11117083421984823
AATSC3i,-0.2996206348768927
AATSC3m,-3.5073905923524538
AATSC3p,-0.038192479931045
AATSC3s,-0.09393003769606495
AATSC3v,-6.764122236425232
AATSC4Z,-1.8761205204476012
AATSC4c,-0.006193193706959278
AATSC4d,0.019304316153706064
AATSC4i,-0.26831853531564825
AATSC4m,-8.837600380208015
AATSC4p,-0.04236025742917459
AATSC4s,-0.4007618527287075
AATSC4v,-9.952593725123393
AATSC5Z,1.1971332524965743
AATSC5c,0.001238880293514244
AATSC5d,0.06926330109721113
AATSC5i,0.1519330993255726
