DLiP-ID,J0006E
GGI9,0.32937500000000003
JGI1,0.1875
JGI2,0.08268733850129201
JGI3,0.04166666666666667
JGI4,0.04063492063492065
JGI5,0.021640826873385012
JGI6,0.01606074988134789
JGI7,0.013000645994832041
JGI8,0.009328546233308137
JGI9,0.009687500000000002
MIC0,19.4994383969226
MIC1,36.332938463589656
MIC2,42.036802307544136
MIC3,43.501670934787676
MIC4,43.5777491348223
MIC5,43.5777491348223
MPC2,43
MPC3,54
MPC4,66
MPC5,81
MPC6,81
MPC7,92
MPC8,101
MPC9,106
Mare,0.9594920634920637
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,1
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.15013974035023792
RPCG,0.15243550301674147
SIC0,0.24448273335412063
SIC1,0.550150071388768
SIC2,0.7751511237188591
SIC3,0.8804479560888672
SIC4,0.8930748375068706
SIC5,0.8930748375068706
SaaN,4.406004852615533
SaaO,0
SaaS,0
Sare,60.448000000000015
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,3.4750576437539995
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,92.06452922435804
TIC1,207.16926152732012
TIC2,291.8976007174376
TIC3,331.5490851718409
TIC4,336.3039726740044
TIC5,336.3039726740044
Vabc,418.396403491779
WPol,45
apol,70.33616899999997
bpol,40.48383100000002
nRot,7
ABCGG,17.998077473273163
ATS0Z,2382.0
ATS0d,183.0
ATS0i,10315.324470442718
ATS0m,10921.270428999998
ATS0p,96.39152986001697
ATS0s,179.57827503429354
ATS0v,13083.225140785084
ATS1Z,1597.0
ATS1d,231.0
ATS1i,9556.403301874108
ATS1m,6121.099995000003
ATS1p,116.94773022000004
ATS1s,167.96913580246914
ATS1v,16287.516331007193
ATS2Z,2434.0
ATS2d,376.0
ATS2i,18521.436728636287
ATS2m,9239.729337000006
ATS2p,175.7506446875841
ATS2s,280.7469135802468
ATS2v,23569.939770698442
ATS3Z,2849.0
ATS3d,446.0
ATS3i,25990.289738692416
ATS3m,10648.864082000004
ATS3p,214.24251048116795
ATS3s,350.2052469135802
ATS3v,27695.083493770726
ATS4Z,2872.0
ATS4d,450.0
ATS4i,29698.172174645006
ATS4m,10434.858251000005
ATS4p,227.6816054413561
ATS4s,397.33024691358014
ATS4v,28394.046671176005
ATS5Z,2886.0
ATS5d,454.0
ATS5i,31916.517080123784
ATS5m,10377.923661000004
ATS5p,223.551139330638
ATS5s,441.95370370370375
ATS5v,27994.725478114662
ATS6Z,2605.0
ATS6d,444.0
ATS6i,29843.420618696302
ATS6m,9441.816717000003
ATS6p,218.370340803846
ATS6s,416.6836419753086
ATS6v,27712.41858813297
ATS7Z,2837.0
ATS7d,439.0
ATS7i,28508.34103675241
ATS7m,10369.736388000003
ATS7p,228.16615975990308
ATS7s,376.69135802469117
ATS7v,28362.161032412932
ATS8Z,2941.0
ATS8d,416.0
ATS8i,27718.91146818901
ATS8m,10832.134584000005
ATS8p,221.02944520365799
ATS8s,379.7129629629628
ATS8v,27185.65616915098
C1SP1,0
C1SP2,1
C1SP3,6
C2SP1,0
C2SP2,9
C2SP3,6
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.5
GGI10,0.19814304662789511
JGI10,0.007076537379567682
JGT10,0.42928373216532006
Kier1,24.638671875
Kier2,12.296376419686316
Kier3,7.2592592592592595
MAXdO,13.323904041184885
MID_C,48.539705443631476
MID_N,8.48569097891835
MID_O,1.7918679783010858
MID_X,1.76934000292716
MID_h,12.046898960146597
MINdO,13.323904041184885
MPC10,108
MWC01,32.0
MWC02,5.017279836814924
MWC03,5.84354441703136
MWC04,6.698268054115413
MWC05,7.54274354536855
MWC06,8.402231172946555
MWC07,9.25502688959859
MWC08,10.117186645022338
MWC09,10.97471151510758
MWC10,11.838676144848597
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,5.839620000000006
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.4680601411351315
SRW05,0.0
SRW06,6.955592608396297
SRW07,0.0
SRW08,8.527737405291909
SRW09,0.0
SRW10,10.141519716344089
SaaCH,14.053759832045472
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.431944978502467
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.06457149680859953
SdssS,0
SsCH3,6.498828704345168
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.073355587414029
SssPH,0
SssSe,0
SsssB,0
SsssN,4.57196476571702
SsssP,0
VE1_A,4.776568916397667
VE1_D,5.376309950313874
VE2_A,0.15921896387992224
VE2_D,0.17921033167712913
VE3_A,2.6623347775129624
VE3_D,2.7806145446752693
VR1_A,254.64301066427353
VR1_D,190.57997724286676
VR2_A,8.488100355475785
VR2_D,6.352665908095559
VR3_A,6.638474894790218
VR3_D,6.348684223178274
WPath,2599
Xc-3d,1.8359888245012463
Xc-4d,0.0
Xc-5d,0.39996868700443067
Xc-6d,0.0
Xp-0d,21.509860921691395
Xp-1d,14.473565548236332
Xp-2d,12.712985512883245
Xp-3d,10.315578760698587
Xp-4d,8.260910484212213
Xp-5d,6.429340823798322
Xp-6d,4.036377680696369
Xp-7d,2.9413134565501196
ZMIC0,103.65460384088786
ZMIC1,53.05185789682436
ZMIC2,33.76384962239277
ZMIC3,28.05610484182557
ZMIC4,27.713263301595262
ZMIC5,27.713263301595262
nAcid,0
nAtom,63
nBase,1
nRing,3
piPC1,3.6888794541139363
piPC2,4.174387269895637
piPC3,4.59511985013459
piPC4,5.020585624949423
piPC5,5.463302003688714
piPC6,5.3662680284565445
piPC7,5.519834596117662
piPC8,5.761756527994022
piPC9,5.954784354098807
AATS0Z,37.80952380952381
AATS0d,2.9047619047619047
AATS0i,163.7353090546463
AATS0m,173.35349887301584
AATS0p,1.530024283492333
AATS0s,2.8504488100681513
AATS0v,207.67024032992197
AATS1Z,24.56923076923077
AATS1d,3.5538461538461537
AATS1i,147.02158925960165
AATS1m,94.17076915384621
AATS1p,1.7991958495384621
AATS1s,2.5841405508072177
AATS1v,250.5771743231876
AATS2Z,20.627118644067796
AATS2d,3.1864406779661016
AATS2i,156.96132820878208
AATS2m,78.30279099152547
AATS2p,1.4894122431151195
AATS2s,2.37921113203599
AATS2v,199.74525229405458
AATS3Z,17.695652173913043
AATS3d,2.770186335403727
AATS3i,161.43037104777898
AATS3m,66.14201293167704
AATS3p,1.3306988228643972
AATS3s,2.1751878690284485
AATS3v,172.0191521352219
AATS4Z,15.693989071038251
AATS4d,2.459016393442623
AATS4i,162.28509385051916
AATS4m,57.021083338797844
AATS4p,1.2441617783680663
AATS4s,2.171203535046886
AATS4v,155.15872497910385
AATS5Z,14.876288659793815
AATS5d,2.3402061855670104
AATS5i,164.51812927898857
AATS5m,53.49445186082477
AATS5p,1.1523254604672062
AATS5s,2.2781118747613593
AATS5v,144.30270865007557
AATS6Z,14.313186813186814
AATS6d,2.4395604395604398
AATS6i,163.97483856426538
AATS6m,51.87811382967035
AATS6p,1.1998370373837692
AATS6s,2.2894705603038936
AATS6v,152.2660361985328
AATS7Z,16.028248587570623
AATS7d,2.480225988700565
AATS7i,161.06407365396842
AATS7m,58.58608128813561
AATS7p,1.2890743489260061
AATS7s,2.1281997628513625
AATS7v,160.2381979232369
AATS8Z,17.198830409356724
AATS8d,2.4327485380116958
AATS8i,162.09889747478954
AATS8m,63.34581628070178
AATS8p,1.292569854992152
AATS8s,2.220543643058262
AATS8v,158.98044543363147
AMID_C,1.6179901814543824
AMID_N,0.28285636596394503
AMID_O,0.059728932610036194
AMID_X,0.058978000097572
AMID_h,0.40156329867155327
ATS0dv,319.06721536351165
ATS0pe,373.3415999999999
ATS0se,467.2019169999998
ATS1dv,333.03703703703707
ATS1pe,410.09800000000007
ATS1se,493.43388999999974
ATS2dv,430.33333333333337
ATS2pe,725.8461999999998
ATS2se,890.6917919999996
ATS3dv,412.85185185185185
ATS3pe,969.0515000000003
ATS3se,1205.6239939999994
ATS4dv,409.0740740740741
ATS4pe,1083.8010999999997
ATS4se,1360.9818859999998
ATS5dv,440.85185185185185
ATS5pe,1139.8680000000002
ATS5se,1441.0631880000003
ATS6dv,427.2962962962963
ATS6pe,1072.2051999999999
ATS6se,1351.4807039999998
ATS7dv,380.07407407407413
ATS7pe,1036.0775
ATS7se,1304.081234
ATS8dv,339.5925925925926
ATS8pe,1012.5475
ATS8se,1272.747384
ATSC0Z,1405.7460317460311
ATSC0c,0.6593883106693187
ATSC0d,33.650793650793666
ATSC0i,91.37074266753028
ATSC0m,7363.120830888891
ATSC0p,17.864916056896988
ATSC0s,45.039701591656346
ATSC0v,3388.4307620248255
ATSC1Z,17.960443436633962
ATSC1c,-0.43597035986671295
ATSC1d,12.487276392038302
ATSC1i,-21.86096417132753
ATSC1m,81.27705476543241
ATSC1p,-1.024006406885079
ATSC1s,-0.4422155795204317
ATSC1v,-76.63895156538177
ATSC2Z,137.07886117409936
ATSC2c,0.2689918435985624
ATSC2d,-3.2506928697404924
ATSC2i,-9.564724285026683
ATSC2m,670.9572967160499
ATSC2p,-0.4932640547237005
ATSC2s,11.336861534229099
ATSC2v,-39.44503910712534
ATSC3Z,147.68077601410934
ATSC3c,-0.11930621245724447
ATSC3d,-8.377425044091716
ATSC3i,2.607861852596394
ATSC3m,769.0055783950619
ATSC3p,0.5820211502125481
ATSC3s,-3.320274263747057
ATSC3v,-76.6370859277988
ATSC4Z,-35.579743008314445
ATSC4c,-0.18245605416946556
ATSC4d,-3.0332577475434634
ATSC4i,-16.964028607332583
ATSC4m,-164.95937651851852
ATSC4p,-2.1757452804881603
ATSC4s,-1.4677987945673614
ATSC4v,-565.1367354170677
ATSC5Z,46.52809271856885
ATSC5c,0.18155296395427273
ATSC5d,10.107079868984629
ATSC5i,-5.383297243003289
ATSC5m,143.73996513580238
ATSC5p,-1.8262279314625998
ATSC5s,11.020644995284092
ATSC5v,355.6508651367022
ATSC6Z,213.35273368606707
ATSC6c,-0.02220132663761714
ATSC6d,3.992945326278659
ATSC6i,29.06193922776577
ATSC6m,1098.3527089876536
ATSC6p,6.21225958175968
ATSC6s,-5.398864562844903
ATSC6v,914.952082554225
ATSC7Z,-25.778533635676453
ATSC7c,-0.01638997848752743
ATSC7d,-3.6220710506424814
ATSC7i,-6.71921902963884
ATSC7m,-146.84514325925926
ATSC7p,0.4573995188421399
ATSC7s,0.3012660749408733
ATSC7v,135.75410051151852
ATSC8Z,-144.65986394557814
ATSC8c,-0.004351050024032521
ATSC8d,-5.43310657596372
ATSC8i,-9.506433495904986
ATSC8m,-727.0587768888884
ATSC8p,0.021222409000566933
ATSC8s,-9.4362025217037
ATSC8v,-206.05248646302067
AXp-0d,0.7169953640563799
AXp-1d,0.45229892338238536
AXp-2d,0.2956508258810057
AXp-3d,0.1910292363092331
AXp-4d,0.12516531036685172
AXp-5d,0.07937457807158423
AXp-6d,0.049831823218473695
AXp-7d,0.03197079844076217
GATS1Z,0.5737003020917117
GATS1c,1.812178103384435
GATS1d,0.8787082728592159
GATS1i,1.507745690085974
GATS1m,0.56405219701764
GATS1p,1.0224613928208215
GATS1s,0.6229949337462084
GATS1v,1.0728568712871933
GATS2Z,0.5984035315295732
GATS2c,1.0723466663936105
GATS2d,1.3896466261592575
GATS2i,1.2185627501625174
GATS2m,0.5899155317964845
GATS2p,0.9207427657380406
GATS2s,0.5187806297718939
GATS2v,0.98769232569066
GATS3Z,0.6604746564185447
GATS3c,1.4322707258843488
GATS3d,1.27598441345365
GATS3i,1.0728354001837956
GATS3m,0.6494733359715146
GATS3p,0.8777600869188217
GATS3s,0.8623323443035721
GATS3v,0.9641248077617358
GATS4Z,0.9010131274154148
GATS4c,1.386412984205905
GATS4d,1.0571450665017006
GATS4i,1.0685315484511764
GATS4m,0.8955880946742888
GATS4p,0.9904473835458218
GATS4s,1.2088089275661196
GATS4v,1.0246597961832984
GATS5Z,0.9688255557234413
GATS5c,1.109557605361188
GATS5d,0.8974834662517016
GATS5i,0.962999975848251
GATS5m,0.9708550606870283
GATS5p,0.9937175271785077
GATS5s,1.4983963145987969
GATS5v,0.9250553102134845
GATS6Z,0.5028419898793198
GATS6c,1.1480892493655388
GATS6d,0.9617198838896949
GATS6i,0.8687216415971468
GATS6m,0.48554477564997206
GATS6p,0.7238787865757704
GATS6s,1.6085551345105986
GATS6v,0.843097231570575
GATS7Z,1.0318505201182437
GATS7c,1.0481268775475432
GATS7d,1.040933802366485
GATS7i,1.0199591846097287
GATS7m,1.034549176019134
GATS7p,0.9981924873042134
GATS7s,0.9034646765079031
GATS7v,0.9836084147092049
GATS8Z,1.3405505985102324
GATS8c,1.0778916208842515
GATS8d,1.0505213505461763
GATS8i,1.03299880590021
GATS8m,1.3502960010803988
GATS8p,1.0693426899644485
GATS8s,1.2747309151513675
GATS8v,1.0189339398678277
MATS1Z,0.012383328150813114
MATS1c,-0.6408301154542911
MATS1d,0.35966618287373003
MATS1i,-0.231893913755301
MATS1m,0.010698754525477668
MATS1p,-0.055555733611146414
MATS1s,-0.009516247469628411
MATS1v,-0.021921896947472708
MATS2Z,0.05206215773762254
MATS2c,0.2177992649477155
MATS2d,-0.05157499200511676
MATS2i,-0.0558886787531097
MATS2m,0.048650969029079005
MATS2p,-0.014741342301160273
MATS2s,0.13438657327220485
MATS2v,-0.006215160055597865
MATS3Z,0.041108513514973063
MATS3c,-0.0708005266423278
MATS3d,-0.09741591468416737
MATS3i,0.01116842932057505
MATS3m,0.04086789192242216
MATS3p,0.012748305442889848
MATS3s,-0.028846500075834617
MATS3v,-0.008850239840919429
MATS4Z,-0.008713354837825947
MATS4c,-0.09525910445124702
MATS4d,-0.03103154964429323
MATS4i,-0.0639162520922773
MATS4m,-0.007712666253868855
MATS4p,-0.041927264667187776
MATS4s,-0.011219163624075022
MATS4v,-0.05741751366155989
MATS5Z,0.010748483734500628
MATS5c,0.0894130519606477
MATS5d,0.09753695779031311
MATS5i,-0.019132865786087846
MATS5m,0.006339491549635984
MATS5p,-0.033196539996865275
MATS5s,0.07946032332747192
MATS5v,0.034085060810363
MATS6Z,0.052536423852564
MATS6c,-0.01165485417466409
MATS6d,0.04107402031930331
MATS6i,0.11009981692920363
MATS6m,0.05163557999138173
MATS6p,0.12036986575719216
MATS6s,-0.04149311978653674
MATS6v,0.0934692796359095
MATS7Z,-0.006527075353510834
MATS7c,-0.008847171025303713
MATS7d,-0.03831148065238248
MATS7i,-0.026174532070735928
MATS7m,-0.0070984731335793794
MATS7p,0.00911301335267561
MATS7s,0.00238079503351273
MATS7v,0.014260068895548319
MATS8Z,-0.0379127795098052
MATS8c,-0.002431068922467792
MATS8d,-0.05948361469712015
MATS8i,-0.03833141915106734
MATS8m,-0.03637910691112419
MATS8p,0.00043766129314378843
MATS8s,-0.07718736010752926
MATS8v,-0.02240390295438596
MAXaaN,4.406004852615533
MAXsBr,3.4750576437539995
MINaaN,4.406004852615533
MINsBr,3.4750576437539995
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.478867415065665
SpAD_D,361.2012185621403
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,7.1377106005545965
SssNH2,0
SsssAs,0
SsssCH,0.8420404906754314
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,794
TMWC10,137.68966822085395
TSRW10,65.26729714106307
VE1_Dt,5.38419535507984
VE2_Dt,0.17947317850266134
VE3_Dt,2.7820801647281734
VR1_Dt,190.74887992507283
VR2_Dt,6.358295997502427
VR3_Dt,6.349570086863
Xc-3dv,1.11640059009197
Xc-4dv,0.0
Xc-5dv,0.2189511082934285
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.25343678769327627
Xch-7d,0.352589114434064
Xp-0dv,19.859749980100133
Xp-1dv,11.756128639495621
Xp-2dv,8.990633490557258
Xp-3dv,6.560302698786654
Xp-4dv,4.701726538246043
Xp-5dv,3.0198177940637616
Xp-6dv,1.8163223407619875
Xp-7dv,1.1380276851849433
Xpc-4d,4.157483150014909
Xpc-5d,6.080158643630158
Xpc-6d,8.862251924392767
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,65
nFRing,0
nHBAcc,3
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,6.08378731449064
AATS0dv,5.064558974023995
AATS0pe,5.926057142857141
AATS0se,7.415903444444441
AATS1dv,5.123646723646724
AATS1pe,6.3092000000000015
AATS1se,7.591290615384612
AATS2dv,3.646892655367232
AATS2pe,6.151238983050846
AATS2se,7.548235525423726
AATS3dv,2.5642972164711293
AATS3pe,6.01895341614907
AATS3se,7.488347788819872
AATS4dv,2.235377453956689
AATS4pe,5.922410382513659
AATS4se,7.437059486338796
AATS5dv,2.2724322260404732
AATS5pe,5.875608247422681
AATS5se,7.428160762886599
AATS6dv,2.3477818477818477
AATS6pe,5.891237362637362
AATS6se,7.4257181538461525
AATS7dv,2.147311152960871
AATS7pe,5.853545197740114
AATS7se,7.367690587570621
AATS8dv,1.9859215941087287
AATS8pe,5.921330409356726
AATS8se,7.442967157894737
AATSC0Z,22.313429075333826
AATSC0c,0.010466481121735217
AATSC0d,0.5341395817586296
AATSC0i,1.450329248690957
AATSC0m,116.87493382363319
AATSC0p,0.28357009614122203
AATSC0s,0.7149158982802595
AATSC0v,53.78461527023533
AATSC1Z,0.27631451440975324
AATSC1c,-0.006707236305641738
AATSC1d,0.19211194449289695
AATSC1i,-0.33632252571273125
AATSC1m,1.2504162271604986
AATSC1p,-0.015753944721308907
AATSC1s,-0.006803316608006642
AATSC1v,-1.1790607933135657
AATSC2Z,1.1616852641872828
AATSC2c,0.002279591894903071
AATSC2d,-0.027548244658817733
AATSC2i,-0.08105698546632782
AATSC2m,5.6860787857292365
AATSC2p,-0.004180203853590682
AATSC2s,0.09607509774770423
AATSC2v,-0.33427999243326556
AATSC3Z,0.9172719007087536
AATSC3c,-0.0007410323755108352
AATSC3d,-0.0520336959260355
AATSC3i,0.016197899705567665
AATSC3m,4.7764321639444836
AATSC3p,0.0036150382000779383
AATSC3s,-0.020622821513956877
AATSC3v,-0.4760067448931602
AATSC4Z,-0.19442482518204615
AATSC4c,-0.00099702761841238
AATSC4d,-0.016575178948324935
AATSC4i,-0.09269960987613433
AATSC4m,-0.9014173580246914
