DLiP-ID,T004YJ
BIC5,0.8940462144949541
CIC0,4.391511292276681
CIC1,2.4191269384271887
CIC2,1.4190325696251858
CIC3,0.5542665802677469
CIC4,0.3347562500348964
CIC5,0.3347562500348964
GGI1,8.0
GGI2,5.77777777777778
GGI3,3.5
GGI4,2.408888888888889
GGI5,1.4027777777777777
GGI6,1.114285714285714
GGI7,0.6319444444444444
GGI8,0.41118669690098264
GGI9,0.33125000000000004
JGI1,0.21052631578947362
JGI2,0.10901467505241094
JGI3,0.05737704918032788
JGI4,0.040828625235404904
JGI5,0.025049603174603172
JGI6,0.022285714285714287
JGI7,0.014696382428940568
JGI8,0.010543248638486732
JGI9,0.008493589743589745
MIC0,16.44084690701371
MIC1,34.25963206296178
MIC2,42.71708766879904
MIC3,46.004043949623394
MIC4,46.225310362498114
MIC5,46.225310362498114
MPC2,55
MPC3,76
MPC4,91
MPC5,107
MPC6,101
MPC7,112
MPC8,115
MPC9,114
Mare,0.9897419354838712
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.15860550236900434
RPCG,0.10423568733280172
SIC0,0.26245104068607006
SIC1,0.5937105845490664
SIC2,0.7616752126311764
SIC3,0.9069116046273367
SIC4,0.943778096558401
SIC5,0.943778096558401
SaaN,0
SaaO,0
SaaS,0
Sare,61.36400000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.779942709190095
SsSH,0
SssO,5.402792390895435
SssS,0
StCH,0
StsC,0
TIC0,96.88647112283202
TIC1,219.17430106150056
TIC2,281.18015192722476
TIC3,334.7956432673859
TIC4,348.40528374182264
TIC5,348.40528374182264
Vabc,446.6683225567396
WPol,61
apol,71.90541099999999
bpol,37.78458900000001
nRot,9
ABCGG,21.82477225579226
ATS0Z,1688.0
ATS0d,213.0
ATS0i,9847.501803909825
ATS0m,6682.412650000002
ATS0p,100.78407243092298
ATS0s,365.3897462277092
ATS0v,14412.653518641491
ATS1Z,1909.0
ATS1d,275.0
ATS1i,9243.849918456957
ATS1m,7321.351814000003
ATS1p,129.11544803600006
ATS1s,198.26003086419755
ATS1v,18352.208325243548
ATS2Z,2730.0
ATS2d,423.0
ATS2i,16451.76872769079
ATS2m,10294.949036000007
ATS2p,193.76901716194314
ATS2s,407.86419753086415
ATS2v,26782.79690922987
ATS3Z,3324.0
ATS3d,494.0
ATS3i,22912.547248957802
ATS3m,12290.878512000001
ATS3p,230.45574218697996
ATS3s,499.1666666666667
ATS3v,31543.88023330998
ATS4Z,3232.0
ATS4d,483.0
ATS4i,26576.345806103633
ATS4m,11607.016836999996
ATS4p,228.49602989213096
ATS4s,732.2145061728397
ATS4v,31947.426751306826
ATS5Z,3011.0
ATS5d,474.0
ATS5i,26322.864576923734
ATS5m,10815.914786000005
ATS5p,230.05657363352694
ATS5s,641.7299382716049
ATS5v,31541.33538360319
ATS6Z,2916.0
ATS6d,456.0
ATS6i,27584.64558165087
ATS6m,10358.942539000001
ATS6p,224.79570712347004
ATS6s,555.929012345679
ATS6v,30104.774131790262
ATS7Z,2529.0
ATS7d,407.0
ATS7i,27437.485267942735
ATS7m,8907.746592999994
ATS7p,196.17661352850695
ATS7s,680.5925925925928
ATS7v,26057.9037382467
ATS8Z,2133.0
ATS8d,357.0
ATS8i,21253.81831241688
ATS8m,7612.574413000001
ATS8p,172.85138369116794
ATS8s,414.08333333333326
ATS8v,22899.4264568145
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,15
C2SP3,5
C3SP2,3
C3SP3,1
C4SP3,0
FCSP3,0.25925925925925924
GGI10,0.26425874910723396
JGI10,0.0075502499744924
JGT10,0.5063654535034443
Kier1,28.019390581717452
Kier2,12.24
Kier3,6.027700831024931
MAXdO,13.293528154984408
MID_C,55.88881134334885
MID_N,2.01811123391883
MID_O,10.587393507392056
MID_X,0.0
MID_h,14.844941704141583
MINdO,11.983536747126664
MPC10,112
MWC01,38.0
MWC02,5.231108616854587
MWC03,6.1070228877422545
MWC04,7.009408932708637
MWC05,7.908019444632471
MWC06,8.81744592104187
MWC07,9.72609383397847
MWC08,10.640866906341545
MWC09,11.555745462153157
MWC10,12.474988478450397
NaaCH,13
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.870700000000002
SRW02,4.343805421853684
SRW03,0.0
SRW04,5.720311776607412
SRW05,0.0
SRW06,7.30854279753919
SRW07,0.0
SRW08,8.99528899055931
SRW09,0.0
SRW10,10.736548837807
SaaCH,22.7129492707527
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.2982339848245315
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.982052948054028
SdssS,0
SsCH3,1.5974295295222285
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.5104968156275875
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.833148729697876
VE1_D,5.831621707222197
VE2_A,0.10951853513422502
VE2_D,0.16661776306349135
VE3_A,2.596449556566735
VE3_D,3.016058096081129
VR1_A,3044.2460799874307
VR1_D,239.99700083515188
VR2_A,86.9784594282123
VR2_D,6.857057166718625
VR3_A,9.273771525204044
VR3_D,6.733389395239077
WPath,4028
Xc-3d,2.822813936301521
Xc-4d,0.21650635094610965
Xc-5d,1.54698817758766
Xc-6d,0.4687218507851838
Xp-0d,25.0538309960614
Xp-1d,16.780842415161818
Xp-2d,15.34030822808307
Xp-3d,13.322490531962995
Xp-4d,10.348230629364162
Xp-5d,8.054767707650782
Xp-6d,4.6304130047630006
Xp-7d,3.33216126707836
ZMIC0,116.57030162397855
ZMIC1,68.46645593131245
ZMIC2,40.1756402491313
ZMIC3,29.10452113177045
ZMIC4,27.992519253442598
ZMIC5,27.992519253442598
nAcid,1
nAtom,62
nBase,0
nRing,4
piPC1,3.9512437185814275
piPC2,4.548599834499697
piPC3,5.079850363117729
piPC4,5.546641216392545
piPC5,6.003423996943136
piPC6,6.071747610509151
piPC7,6.441992643993656
piPC8,6.656043450319587
piPC9,6.897957436502026
AATS0Z,27.225806451612904
AATS0d,3.435483870967742
AATS0i,158.83067425661008
AATS0m,107.78084919354842
AATS0p,1.6255495553374673
AATS0s,5.89338300367273
AATS0v,232.46215352647567
AATS1Z,29.369230769230768
AATS1d,4.230769230769231
AATS1i,142.21307566856856
AATS1m,112.6361817538462
AATS1p,1.9863915082461547
AATS1s,3.0501543209876547
AATS1v,282.34166654220843
AATS2Z,24.594594594594593
AATS2d,3.810810810810811
AATS2i,148.214132681899
AATS2m,92.74728861261268
AATS2p,1.745666821278767
AATS2s,3.6744522300077853
AATS2v,241.28645864171054
AATS3Z,22.16
AATS3d,3.2933333333333334
AATS3i,152.75031499305203
AATS3m,81.93919008
AATS3p,1.5363716145798665
AATS3s,3.327777777777778
AATS3v,210.2925348887332
AATS4Z,19.238095238095237
AATS4d,2.875
AATS4i,158.19253456014067
AATS4m,69.08938593452379
AATS4p,1.360095416024589
AATS4s,4.358419679600236
AATS4v,190.16325447206444
AATS5Z,17.922619047619047
AATS5d,2.8214285714285716
AATS5i,156.68371771978414
AATS5m,64.38044515476193
AATS5p,1.3693843668662318
AATS5s,3.8198210611405052
AATS5v,187.746043950019
AATS6Z,16.662857142857142
AATS6d,2.605714285714286
AATS6i,157.62654618086214
AATS6m,59.1939573657143
AATS6p,1.2845468978484003
AATS6s,3.17673721340388
AATS6v,172.0272807530872
AATS7Z,14.964497041420119
AATS7d,2.408284023668639
AATS7i,162.35198383398068
AATS7m,52.70855972189346
AATS7p,1.1608083640740057
AATS7s,4.027175104098182
AATS7v,154.18877951625265
AATS8Z,15.917910447761194
AATS8d,2.6641791044776117
AATS8i,158.61058442102149
AATS8m,56.810256813432844
AATS8p,1.2899356991878204
AATS8s,3.090174129353233
AATS8v,170.8912422150336
AMID_C,1.5968231812385385
AMID_N,0.057660320969109426
AMID_O,0.30249695735405874
AMID_X,0.0
AMID_h,0.4241411915469024
ATS0dv,492.44444444444446
ATS0pe,393.1470999999999
ATS0se,484.04824099999985
ATS1dv,414.3333333333333
ATS1pe,420.3459000000001
ATS1se,504.8452159999997
ATS2dv,670.3333333333334
ATS2pe,710.7482999999997
ATS2se,862.6783779999996
ATS3dv,720.0
ATS3pe,949.3371000000004
ATS3se,1166.5676380000004
ATS4dv,780.0
ATS4pe,1097.4823999999999
ATS4se,1348.8572000000006
ATS5dv,685.0
ATS5pe,1062.3357
ATS5se,1311.1141799999998
ATS6dv,572.0
ATS6pe,1080.3249000000003
ATS6se,1344.2754259999997
ATS7dv,601.0
ATS7pe,1045.9499
ATS7se,1310.6241040000004
ATS8dv,471.0
ATS8pe,814.5415000000003
ATS8se,1019.165368
ATSC0Z,597.6774193548388
ATSC0c,1.3337828973183146
ATSC0d,41.88709677419355
ATSC0i,90.16461648211582
ATSC0m,2753.133722967743
ATSC0p,17.39071547803717
ATSC0s,149.94834948449048
ATSC0v,3181.3958010963656
ATSC1Z,99.82206035379815
ATSC1c,-0.6949786343672357
ATSC1d,15.811914672216435
ATSC1i,2.8735381689560624
ATSC1m,435.35456269511013
ATSC1p,0.5036834093009313
ATSC1s,-19.770947615438292
ATSC1v,197.42459670650163
ATSC2Z,85.90010405827263
ATSC2c,-0.05362308982526247
ATSC2d,-6.604318418314261
ATSC2i,2.5093771417386286
ATSC2m,378.7980209771081
ATSC2p,2.0115928634967357
ATSC2s,42.11793128157259
ATSC2v,-54.457657916742605
ATSC3Z,-13.92924037460976
ATSC3c,0.22028161538600025
ATSC3d,-17.355879292403753
ATSC3i,-29.578152969219506
ATSC3m,-48.76886505098758
ATSC3p,-6.238004895338281
ATSC3s,-9.949779661246785
ATSC3v,-346.46974304524065
ATSC4Z,-326.15816857440154
ATSC4c,-0.16906981917634117
ATSC4d,-8.58116545265349
ATSC4i,5.222220939552662
ATSC4m,-1477.539765396461
ATSC4p,-1.7694923413742543
ATSC4s,-28.99001079836532
ATSC4v,-670.4129942556845
ATSC5Z,-161.3517169614984
ATSC5c,0.19370758162520194
ATSC5d,-9.27471383975026
ATSC5i,-9.320771647322694
ATSC5m,-748.0199311061391
ATSC5p,-1.8483351423082697
ATSC5s,0.5526183002673517
ATSC5v,-656.5291577585542
ATSC6Z,-70.34755463059315
ATSC6c,-0.349715604718207
ATSC6d,-6.294224765868887
ATSC6i,-39.510931405565444
ATSC6m,-364.87273360249736
ATSC6p,-7.653719462692032
ATSC6s,-44.13013707429246
ATSC6v,-1098.7526366062393
ATSC7Z,61.97606659729447
ATSC7c,0.22058161896576026
ATSC7d,7.888397502601461
ATSC7i,17.542963501172917
ATSC7m,290.3043330072832
ATSC7p,4.110552911695981
ATSC7s,40.387409734087576
ATSC7v,452.977260743466
ATSC8Z,35.95525494276794
ATSC8c,-0.10510188715456521
ATSC8d,0.8407908428720087
ATSC8i,1.0449605949059715
ATSC8m,187.32445448907353
ATSC8p,1.217525955062825
ATSC8s,-9.546292816981628
ATSC8v,399.6504661241592
AXp-0d,0.7158237427446115
AXp-1d,0.44160111618846887
AXp-2d,0.2789146950560558
AXp-3d,0.17529592805214467
AXp-4d,0.11371682010290288
AXp-5d,0.07527820287524095
AXp-6d,0.04584567331448516
AXp-7d,0.029751439884628215
GATS1Z,0.8321957619237411
GATS1c,1.4592834488028903
GATS1d,0.8961819851307721
GATS1i,1.090946311049343
GATS1m,0.8228062640213045
GATS1p,1.1227748547781202
GATS1s,0.6942140794860593
GATS1v,0.9221957967346996
GATS2Z,0.8725819407490392
GATS2c,0.996999092471732
GATS2d,1.4628556164944302
GATS2i,1.0510676627766098
GATS2m,0.8685112028862599
GATS2p,0.9946670274709173
GATS2s,0.5506134436558525
GATS2v,0.9838448474306629
GATS3Z,1.2209986686816348
GATS3c,0.9228004976951717
GATS3d,1.4417327685791295
GATS3i,1.2069194884117425
GATS3m,1.1907362890893418
GATS3p,1.3287330645451327
GATS3s,0.9543041945403905
GATS3v,1.0399361705355776
GATS4Z,1.2693929458117443
GATS4c,1.2072290258990122
GATS4d,1.1745718503034637
GATS4i,1.0030867688907048
GATS4m,1.2556084348118373
GATS4p,1.0334528915606658
GATS4s,1.5568621805192522
GATS4v,0.9965855357807952
GATS5Z,1.0148460952278147
GATS5c,1.0109237108874138
GATS5d,1.0922217943781285
GATS5i,1.033287247349094
GATS5m,1.0203588718033314
GATS5p,0.9717632190880746
GATS5s,1.1117086630473292
GATS5v,1.029197915223707
GATS6Z,1.0002050949913643
GATS6c,1.1094227439228614
GATS6d,0.9528334891908244
GATS6i,1.1378698897401052
GATS6m,1.0082539291373827
GATS6p,1.1179283505578363
GATS6s,1.0888219803634822
GATS6v,1.1050275901081699
GATS7Z,0.9140263321274181
GATS7c,0.9609851440528191
GATS7d,0.8574048800049213
GATS7i,0.8607378592479819
GATS7m,0.9218889530263552
GATS7p,0.818067125421978
GATS7s,1.1942986129855548
GATS7v,0.9204430325956476
GATS8Z,0.9520685110715851
GATS8c,1.027703268285966
GATS8d,0.9400714946637624
GATS8i,0.9580056008777066
GATS8m,0.9511150219509906
GATS8p,0.9475107481877093
GATS8s,0.9436446391647423
GATS8v,0.9481957965116792
MATS1Z,0.1593081573003853
MATS1c,-0.49700944488736754
MATS1d,0.3600663487455939
MATS1i,0.030398990616596483
MATS1m,0.15083222137807162
MATS1p,0.027626033174112774
MATS1s,-0.1257662548851875
MATS1v,0.05919184660337728
MATS2Z,0.0802778166767804
MATS2c,-0.022456155209723456
MATS2d,-0.08806765949623098
MATS2i,0.015545278556664616
MATS2m,0.07685092620700397
MATS2p,0.06460875124202975
MATS2s,0.15688956275265228
MATS2v,-0.009561146367883026
MATS3Z,-0.009632987910189968
MATS3c,0.0682642838970346
MATS3d,-0.17126427929662436
MATS3i,-0.13559239796728562
MATS3m,-0.007321764789789826
MATS3p,-0.1482616031523296
MATS3s,-0.02742661461399221
MATS3v,-0.04501404501215503
MATS4Z,-0.2013927440578994
MATS4c,-0.046780337598637936
MATS4d,-0.07560463538515139
MATS4i,0.021374772932847782
MATS4m,-0.1980588621318233
MATS4p,-0.03755032024598853
MATS4s,-0.07134919789435946
MATS4v,-0.07776910977985892
MATS5Z,-0.09962977526934778
MATS5c,0.05359741974048739
MATS5d,-0.08171516585070686
MATS5i,-0.03815031570409088
MATS5m,-0.10026936660283649
MATS5p,-0.039223439905757
MATS5s,0.0013600847802389623
MATS5v,-0.07615855984427825
MATS6Z,-0.04169997532691834
MATS6c,-0.0928931110629478
MATS6d,-0.053237251774024975
MATS6i,-0.15525112955913425
MATS6m,-0.04695347558650224
MATS6p,-0.1559224788771238
MATS6s,-0.10426708389017192
MATS6v,-0.12235898549598988
MATS7Z,0.03804189533065578
MATS7c,0.06067211863301841
MATS7d,0.06908973257718855
MATS7i,0.07137922116375414
MATS7m,0.03868398416374267
MATS7p,0.08671371204572581
MATS7s,0.09881191031421614
MATS7v,0.0522352505911716
MATS8Z,0.027834435336271994
MATS8c,-0.036459630324992144
MATS8d,0.009287409697756887
MATS8i,0.005362294537955281
MATS8m,0.03148140174608853
MATS8p,0.03239273883197867
MATS8s,-0.029456419279160824
MATS8v,0.05812319931170683
MAXsOH,9.779942709190095
MAXssO,5.402792390895435
MINsOH,9.779942709190095
MINssO,5.402792390895435
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,-3.9670069167457522
SdssSe,0
SdsssP,0
SpAD_A,44.12582134183974
SpAD_D,475.62300113478807
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.9329224618837092
SssNH2,0
SsssAs,0
SsssCH,-1.2610557865121363
SsssNH,0
SssssB,0
SssssC,-1.6430817611133475
SssssN,0
TMPC10,956
TMWC10,152.4707004839034
TSRW10,72.1044978243666
VE1_Dt,5.805249443663841
VE2_Dt,0.16586426981896688
VE3_Dt,3.011525553206745
VR1_Dt,243.9101887336153
VR2_Dt,6.968862535246152
VR3_Dt,6.749563047070289
Xc-3dv,2.0605237590760748
Xc-4dv,0.2041241452319315
Xc-5dv,0.7159349117256818
Xc-6dv,0.1978757735683288
Xch-3d,0.0
Xch-4d,0.1767766952966369
Xch-5d,0.19045042026428421
Xch-6d,0.7217983634599041
Xch-7d,0.8602021488967756
Xp-0dv,20.124530812611813
Xp-1dv,12.82463220349304
Xp-2dv,10.889702187575923
Xp-3dv,9.073335367698268
Xp-4dv,6.28900053126962
Xp-5dv,4.224948390515748
Xp-6dv,2.2933924794969327
Xp-7dv,1.3970202296212526
Xpc-4d,7.764438701768757
Xpc-5d,11.931338672581546
Xpc-6d,18.470973876815243
n3Ring,0
n4Ring,1
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,65
nFRing,0
nHBAcc,5
nHBDon,2
nHRing,0
nSpiro,0
naRing,3
piPC10,7.065793481875874
AATS0dv,7.942652329749104
AATS0pe,6.341082258064515
AATS0se,7.8072296935483845
AATS1dv,6.374358974358974
AATS1pe,6.466860000000001
AATS1se,7.766849476923072
AATS2dv,6.039039039039039
AATS2pe,6.403137837837836
AATS2se,7.771877279279276
AATS3dv,4.8
AATS3pe,6.328914000000003
AATS3se,7.7771175866666695
AATS4dv,4.642857142857143
AATS4pe,6.532633333333332
AATS4se,8.028911904761909
AATS5dv,4.0773809523809526
AATS5pe,6.323426785714286
AATS5se,7.80425107142857
AATS6dv,3.2685714285714287
AATS6pe,6.173285142857145
AATS6se,7.6815738628571415
AATS7dv,3.5562130177514795
AATS7pe,6.189052662721894
AATS7se,7.7551722130177545
AATS8dv,3.514925373134328
AATS8pe,6.078667910447763
AATS8se,7.605711701492537
AATSC0Z,9.639958376690949
AATSC0c,0.021512627376101847
AATSC0d,0.6755983350676379
AATSC0i,1.4542680077760617
AATSC0m,44.40538262851198
AATSC0p,0.2804954109360834
AATSC0s,2.4185217658788787
AATSC0v,51.31283550155428
AATSC1Z,1.5357240054430485
AATSC1c,-0.010691978990265165
AATSC1d,0.2432602257264067
AATSC1i,0.04420827952240096
AATSC1m,6.6977625030016945
AATSC1p,0.007748975527706634
AATSC1s,-0.3041684248528968
AATSC1v,3.037301487792333
AATSC2Z,0.7738748113357895
AATSC2c,-0.0004830908993266889
AATSC2d,-0.0594983641289573
AATSC2i,0.022607001276924582
AATSC2m,3.4125947835775503
AATSC2p,0.018122458229700322
AATSC2s,0.3794408223565098
AATSC2v,-0.4906095307814649
AATSC3Z,-0.0928616024973984
AATSC3c,0.001468544102573335
AATSC3d,-0.11570586194935835
AATSC3i,-0.19718768646146337
AATSC3m,-0.32512576700658385
AATSC3p,-0.041586699302255205
AATSC3s,-0.0663318644083119
AATSC3v,-2.309798286968271
AATSC4Z,-1.9414176700857235
AATSC4c,-0.001006367971287745
AATSC4d,-0.051078365789604105
