DLiP-ID,C001LC
AATSC4i,-0.24938429400689163
AATSC4m,-9.11164294966414
AATSC4p,-0.06144346365266941
AATSC4s,-0.013393594221849738
AATSC4v,-12.390356365889161
AATSC5Z,1.7503518648838847
AATSC5c,0.004434313501824861
AATSC5d,-0.07279693486590037
AATSC5i,0.02839710456631513
AATSC5m,8.15443723974705
AATSC5p,0.0038705692697489497
AATSC5s,0.17859221829854946
AATSC5v,4.017936516993801
AATSC6Z,-1.0854591836734695
AATSC6c,-0.003678156734315175
AATSC6d,-0.0882936507936508
AATSC6i,-0.08090475638278763
AATSC6m,-5.140784993055556
AATSC6p,-0.02567537686604592
AATSC6s,-0.19921172566471088
AATSC6v,-5.222720823067085
AATSC7Z,-0.616780045351474
AATSC7c,0.002078001820931051
AATSC7d,-0.05387205387205388
AATSC7i,0.03087962740980471
AATSC7m,-2.936398892513572
AATSC7p,0.005626968990118734
AATSC7s,-0.03772110998388569
AATSC7v,-4.092439087648089
AATSC8Z,2.1032273374466066
AATSC8c,0.0009675217878319276
AATSC8d,0.01808785529715765
AATSC8i,-0.23715289242953222
AATSC8m,9.880955410351737
AATSC8p,-0.00044626594809870994
AATSC8s,0.12275681218729616
AATSC8v,1.9332571673144263
ATS0are,260.05379999999997
ATS1are,278.79999999999995
ATS2are,463.353
ATS3are,562.163
ATS4are,636.011
ATS5are,684.853
ATS6are,678.5290999999999
ATS7are,606.8919999999998
ATS8are,501.40000000000003
ATSC0dv,164.37624926513814
ATSC0pe,5.041097619047617
ATSC0se,3.6020764047619034
ATSC1dv,51.36538730718627
ATSC1pe,-0.1379856009070289
ATSC1se,-0.21128797165532892
ATSC2dv,-11.02799473698944
ATSC2pe,0.5769827664399094
ATSC2se,0.35330609637188165
ATSC3dv,-98.17073990089862
ATSC3pe,-2.756644897959181
ATSC3se,-1.5707174387755105
ATSC4dv,-15.712074130063545
ATSC4pe,-1.1863463718820852
ATSC4se,-0.5071752358276632
ATSC5dv,66.09075893731979
ATSC5pe,3.465297052154192
ATSC5se,1.9406967630385492
ATSC6dv,-82.81697040956301
ATSC6pe,-1.5505317460317452
ATSC6se,-0.9825582460317455
ATSC7dv,-35.587637524145464
ATSC7pe,-0.5782872448979577
ATSC7se,0.18759945068027184
ATSC8dv,35.64875003499341
ATSC8pe,1.258190589569158
ATSC8se,0.2653842188208621
AXp-0dv,0.5958534432356585
AXp-1dv,0.30732894993256415
AXp-2dv,0.16666500955070176
AXp-3dv,0.09173818256334035
AXp-4dv,0.046778976214829855
AXp-5dv,0.026125741547318018
AXp-6dv,0.013692560443373745
AXp-7dv,0.007252996554509428
BertzCT,897.1110544269017
ECIndex,461
ETA_eta,19.091713923526424
GATS1dv,0.5509596120357232
GATS1pe,0.7283697385013426
GATS1se,0.7712074090630674
GATS2dv,1.048062665460843
GATS2pe,0.7735889000496907
GATS2se,0.7722892856564468
GATS3dv,1.2500299828805501
GATS3pe,1.127430722995417
GATS3se,1.0827078870891194
GATS4dv,0.9195796757570612
GATS4pe,0.774644115007505
GATS4se,0.6657389651020015
GATS5dv,0.7853682782398159
GATS5pe,0.5160413171415397
GATS5se,0.48207246911357216
GATS6dv,1.19484476259281
GATS6pe,1.1324030787890582
GATS6se,1.1198596327631374
GATS7dv,1.1170904911838517
GATS7pe,1.186293775521556
GATS7se,1.1310333478678196
GATS8dv,0.8175329693856062
GATS8pe,0.8082553630088757
GATS8se,0.8607032671861073
LogEE_A,4.108431019952336
LogEE_D,114.4684649058047
MATS1dv,0.29828273363237107
MATS1pe,-0.02612794635058295
MATS1se,-0.05599103136099478
MATS2dv,-0.03807808108533418
MATS2pe,0.06496138936872511
MATS2se,0.05566930269982325
MATS3dv,-0.2787082206740008
MATS3pe,-0.25518932243119746
MATS3se,-0.2034941486692376
MATS4dv,-0.03787371249851204
MATS4pe,-0.09324591696357999
MATS4se,-0.055788995827784064
MATS5dv,0.1455770698362068
MATS5pe,0.2488895501929305
MATS5se,0.19507250552684283
MATS6dv,-0.18893461824580482
MATS6pe,-0.11534182606679098
MATS6se,-0.1022908180889238
MATS7dv,-0.09184894827446437
MATS7pe,-0.04866677878980083
MATS7se,0.02209493547608587
MATS8dv,0.10591466070119768
MATS8pe,0.12189114714389146
MATS8se,0.03598098203290418
MAXaaCH,1.9801577853363568
MAXaaaC,0.9995370370370372
MAXaasC,1.108419495884774
MAXaasN,2.1352031368102797
MAXdssC,-0.8412381229147099
MAXsCH3,1.958995951261163
MDEC-11,0.14285714285714285
MDEC-12,3.45642712126067
MDEC-13,3.864613592334481
MDEC-22,9.611783355312896
MDEC-23,21.7038476224996
MDEC-33,8.384203045756571
MDEO-11,0.4999999999999999
MDEO-12,0.2857142857142857
MINaaCH,1.8602193825060889
MINaaaC,0.9196421572744324
MINaasC,0.6982765789205188
MINaasN,2.1352031368102797
MINdssC,-0.8412381229147099
MINsCH3,1.6067436732619118
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.5399159663865545
SM1_Dzi,0.8763130556879909
SM1_Dzm,1.5514816830561249
SM1_Dzp,-3.5311196570708336
SM1_Dzv,-1.4330194326798964
SddssSe,0
SpAD_Dt,445.088402780719
SpAbs_A,30.694982344897994
SpAbs_D,228.9369298116095
SpMAD_A,1.278957597704083
SpMAD_D,9.539038742150394
SpMax_A,2.523731752678792
SpMax_D,114.4684649058047
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,51.46
TpiPC10,8.985168886887307
VAdjMat,5.700439718141092
VE1_DzZ,4.807913760700874
VE1_Dzi,4.796989507070517
VE1_Dzm,4.808028164316495
VE1_Dzp,4.775016458934804
VE1_Dzv,4.793609766631657
VE2_DzZ,0.2003297400292031
VE2_Dzi,0.1998745627946049
VE2_Dzm,0.20033450684652063
VE2_Dzp,0.1989590191222835
VE2_Dzv,0.19973374027631904
VE3_DzZ,2.4457319977996694
VE3_Dzi,2.4434572724773376
VE3_Dzm,2.4457557923725814
VE3_Dzp,2.4388661581779942
VE3_Dzv,2.442752469684037
VR1_DzZ,140.34978282778863
VR1_Dzi,141.43344085778992
VR1_Dzm,140.33819454764733
VR1_Dzp,143.03364335050296
VR1_Dzv,141.56992296138685
VR2_DzZ,5.847907617824526
VR2_Dzi,5.893060035741247
VR2_Dzm,5.847424772818639
VR2_Dzp,5.95973513960429
VR2_Dzv,5.8987467900577855
VR3_DzZ,5.8196064927989175
VR3_Dzi,5.8272979611421185
VR3_Dzm,5.8195239222502515
VR3_Dzp,5.838548608127923
VR3_Dzv,5.828262487586865
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02795084971874737
Xch-6dv,0.15158822068325944
Xch-7dv,0.26163539342957753
Xpc-4dv,1.7430355257404155
Xpc-5dv,2.394569539717114
Xpc-6dv,3.3862347262154597
Zagreb1,126.0
Zagreb2,149.0
fragCpx,124.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,26
nBondsS,27
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,1
AATS0are,6.191757142857142
AATS1are,6.336363636363635
AATS2are,6.261527027027027
AATS3are,6.246255555555556
AATS4are,6.000103773584906
AATS5are,5.9039051724137925
AATS6are,6.058295535714285
AATS7are,6.13022222222222
AATS8are,5.830232558139535
AATSC0dv,3.913720220598527
AATSC0pe,0.12002613378684804
AATSC0se,0.08576372392290246
AATSC1dv,1.1673951660724151
AATSC1pe,-0.003136036384250657
AATSC1se,-0.00480199935580293
AATSC2dv,-0.1490269559052627
AATSC2pe,0.007797064411350127
AATSC2se,0.004774406707728131
AATSC3dv,-1.0907859988988735
AATSC3pe,-0.03062938775510201
AATSC3se,-0.017452415986394562
AATSC4dv,-0.14822711443456174
AATSC4pe,-0.011191946904547974
AATSC4se,-0.00478467203611003
AATSC5dv,0.5697479218734465
AATSC5pe,0.029873250449605104
AATSC5se,0.01673014450895301
AATSC6dv,-0.7394372357996698
AATSC6pe,-0.01384403344671201
AATSC6se,-0.008772841482426299
AATSC7dv,-0.3594710861024794
AATSC7pe,-0.005841285301999573
AATSC7se,0.0018949439462653721
AATSC8dv,0.41452034924410947
AATSC8pe,0.014630123134525094
AATSC8se,0.003085863009544908
AETA_eta,0.7954880801469343
ATSC0are,5.000228571428568
ATSC1are,-0.18530612244897995
ATSC2are,0.5777448979591835
ATSC3are,-2.5632755102040803
ATSC4are,-0.9470102040816315
ATSC5are,3.4956020408163253
ATSC6are,-1.6137571428571427
ATSC7are,-0.32208163265306033
ATSC8are,0.9246938775510201
BCUTZ-1h,17.001103022094178
BCUTZ-1l,5.6748082066667775
BCUTc-1h,0.4367258617401815
BCUTc-1l,-0.529313006891376
BCUTd-1h,3.3147744918877606
BCUTd-1l,0.9727749668684661
BCUTi-1h,14.550910990987376
BCUTi-1l,10.935661695330474
BCUTm-1h,35.450517375751645
BCUTm-1l,11.686361521509518
BCUTp-1h,2.2078341850395913
BCUTp-1l,0.7415909514162145
BCUTs-1h,7.008293184345569
BCUTs-1l,1.304701177348572
BCUTv-1h,22.455864699132356
BCUTv-1l,14.701154730668666
BalabanJ,1.6879787128299757
Diameter,12
ETA_beta,31.5
GATS1are,0.7737091758922191
GATS2are,0.8081118415281714
GATS3are,1.1267059378872841
GATS4are,0.7427506683252433
GATS5are,0.5238676896937915
GATS6are,1.1769829807780219
GATS7are,1.2365076153517254
GATS8are,0.8068812535347225
HybRatio,0.21052631578947367
Lipinski,True
LogEE_Dt,222.5442013903595
MATS1are,-0.03537500623348137
MATS2are,0.06557885539132113
MATS3are,-0.2392281114768087
MATS4are,-0.07504266112255348
MATS5are,0.2531182318364954
MATS6are,-0.12102625308557328
MATS7are,-0.027326889298913377
MATS8are,0.09031480820013014
MAXssCH2,0.6581846025447214
MINssCH2,-0.010794858066683233
NsssssAs,0
RotRatio,0.19230769230769232
SM1_Dzpe,1.1303849759075346
SM1_Dzse,1.09553156643077
SMR_VSA1,14.637927532712576
SMR_VSA2,0.0
SMR_VSA3,4.567099647791355
SMR_VSA4,0.0
SMR_VSA5,19.88931522852921
SMR_VSA6,7.109797541277533
SMR_VSA7,64.30803377121505
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,169.7450941690827
SpAD_Dzi,170.8417629434764
SpAD_Dzm,169.705597712682
SpAD_Dzp,225.60397832067736
SpAD_Dzv,203.4540061530887
SpAbs_Dt,445.088402780719
SpDiam_A,4.855598317020234
SpDiam_D,162.05769481324126
SpMAD_Dt,18.54535011586329
SpMax_Dt,222.5442013903595
SsssssAs,0
VE1_Dzpe,4.802785679186499
VE1_Dzse,4.803331053120033
VE2_Dzpe,0.20011606996610412
VE2_Dzse,0.20013879388000136
VE3_Dzpe,2.44466483676043
VE3_Dzse,2.444778383982334
VMcGowan,251.41999999999996
VR1_Dzpe,140.81724959581192
VR1_Dzse,140.76119017139123
VR2_Dzpe,5.867385399825497
VR2_Dzse,5.8650495904746345
VR3_Dzpe,5.822931684907833
VR3_Dzse,5.822533505095432
mZagreb1,8.5
mZagreb2,5.305555555555556
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,8
nBondsKS,36
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.11905306122448972
AATSC1are,-0.004211502782931363
AATSC2are,0.007807363485934912
AATSC3are,-0.02848083900226756
AATSC4are,-0.008934058529071994
AATSC5are,0.030134500351864872
AATSC6are,-0.014408545918367346
AATSC7are,-0.003253349824778387
AATSC8are,0.010752254390128141
AETA_beta,1.3125
BCUTdv-1h,6.022105956586351
BCUTdv-1l,0.7739974158942895
BCUTpe-1h,3.5009123192611993
BCUTpe-1l,2.2237441585691937
BCUTse-1h,3.713840272719978
BCUTse-1l,2.41965144091061
ETA_alpha,11.614285714285712
ETA_dBeta,1.5
ETA_eta_B,0.42381126173115824
ETA_eta_F,23.21865610914097
ETA_eta_L,4.996338460977003
ETA_eta_R,42.31037003266739
ETA_psi_1,0.575371549893843
LabuteASA,144.7865716455172
LogEE_DzZ,84.93671024980746
LogEE_Dzi,85.4573945157252
LogEE_Dzm,84.91744392646835
LogEE_Dzp,112.06633923178217
LogEE_Dzv,101.42845736140262
PEOE_VSA1,14.410489996432108
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,23.733674027155736
PEOE_VSA7,48.382475525392664
PEOE_VSA8,28.16424264658342
PEOE_VSA9,13.530619164203543
SM1_Dzare,1.159418383437444
SpAD_Dzpe,171.13376959623497
SpAD_Dzse,172.02377315841488
SpAbs_DzZ,168.33350453322834
SpAbs_Dzi,170.03847597576237
SpAbs_Dzm,168.2834061698806
SpAbs_Dzp,227.66379812063542
SpAbs_Dzv,204.2899341554854
SpDiam_Dt,307.1259975498182
SpMAD_DzZ,7.072712257045112
SpMAD_Dzi,7.118406789311517
SpMAD_Dzm,7.07106657136175
SpMAD_Dzp,9.400165763361557
SpMAD_Dzv,8.477250256378696
SpMax_DzZ,84.93671024980746
SpMax_Dzi,85.4573945157252
SpMax_Dzm,84.91744392646835
SpMax_Dzp,112.06633923178217
SpMax_Dzv,101.42845736140262
VE1_Dzare,4.801904556308292
VE2_Dzare,0.2000793565128455
VE3_Dzare,2.444481359134588
VR1_Dzare,140.8859248599881
VR2_Dzare,5.870246869166171
VR3_Dzare,5.823419256733527
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4839285714285713
AETA_dBeta,0.0625
AETA_eta_B,0.017658802572131593
AETA_eta_F,0.9674440045475404
AETA_eta_L,0.20818076920737513
AETA_eta_R,1.7629320846944747
BCUTare-1h,3.5548657682666085
BCUTare-1l,2.1739841339207397
ETA_beta_s,15.0
ETA_dPsi_A,0.138628450106157
ETA_dPsi_B,0.0
ETA_eta_BR,0.6818112617311582
ETA_eta_FL,6.494063839664935
ETA_eta_RL,11.490402300641938
LogEE_Dzpe,85.61398417211365
LogEE_Dzse,86.05753372780873
PEOE_VSA10,5.749511833283905
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,22.752729871861444
SlogP_VSA3,17.760115212910407
SlogP_VSA4,6.923737199690624
SlogP_VSA5,16.82083097824245
SlogP_VSA6,42.46456947923127
SlogP_VSA7,5.022633313741326
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,170.0802165023449
SpAbs_Dzpe,170.09758336831976
SpAbs_Dzse,171.01953588918684
SpDiam_DzZ,120.74561766801742
SpDiam_Dzi,120.26871219124595
SpDiam_Dzm,120.72535438831338
SpDiam_Dzp,159.3826342299924
SpDiam_Dzv,145.20963528645783
SpMAD_Dzpe,7.130573733176457
SpMAD_Dzse,7.1676572149339535
SpMax_Dzpe,85.61398417211365
SpMax_Dzse,86.05753372780873
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.625
AETA_eta_BR,0.028408802572131592
AETA_eta_FL,0.2705859933193723
AETA_eta_RL,0.4787667625267474
DetourIndex,2631
EState_VSA1,5.969305287951849
EState_VSA2,6.4208216229260096
EState_VSA3,11.567389719653901
EState_VSA4,33.473267743607416
EState_VSA5,0.0
EState_VSA6,7.109797541277533
EState_VSA7,49.38830667892189
EState_VSA8,4.567099647791355
EState_VSA9,16.337802844032566
ETA_beta_ns,16.5
ETA_shape_p,0.20500205002050023
ETA_shape_x,0.0
ETA_shape_y,0.37884378843788447
GhoseFilter,True
LogEE_Dzare,85.08841735048236
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,169.01741631752725
SpDiam_Dzpe,121.36712817036405
SpDiam_Dzse,122.13602711964876
SpMAD_Dzare,7.086675687597705
SpMax_Dzare,85.08841735048236
TopoPSA(NO),51.46
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.1352031368102797
VSA_EState9,48.85943613946464
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6875
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.016071428571428664
FilterItLogS,-5.1945618241777325
SpDiam_Dzare,120.48874469407676
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.609183673469388
ETA_epsilon_2,0.8410714285714284
ETA_epsilon_3,0.44117647058823567
ETA_epsilon_4,0.5318877551020411
ETA_epsilon_5,0.8194285714285712
AETA_beta_ns_d,0.041666666666666664
ETA_dEpsilon_A,0.16800720288115228
ETA_dEpsilon_B,0.07729591836734684
ETA_dEpsilon_C,-0.09071128451380545
ETA_dEpsilon_D,0.021642857142857186
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6666666666666666
MDEDescriptor,"0.14285714285714285,3.45642712126067,3.864613592334481,0.0,9.611783355312896,21.7038476224996,0.0,8.384203045756571,0.0,0.0,0.4999999999999999,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,51.128273999999976
BCUTDescriptor,"11.850000000000001,34.968853714606695,-0.34875606876271104,0.2634180535484819,4.1789939116979316,11.173968725501831"
BPolDescriptor,24.951725999999997
TPSADescriptor,51.46
ALOGPDescriptor,"4.775199999999998,22.80253503999998,94.37849999999997"
XLogPDescriptor,4.343999999999999
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,343.09752126
ChiPathDescriptor,"17.26722023457211,11.490402300641938,10.593010450908231,8.576117165663437,7.084718186352804,6.314647884227953,4.305008763497587,3.2153138939787578,14.300482637655803,7.990552698246668,6.166605353375962,4.495170945603677,3.1341914063935996,2.3513167392586234,1.3418709234506279,0.8268416072140748"
ChiChainDescriptor,"0.0,0.0,0.06415002990995841,0.3969684296378747,0.7534750504638187,0.0,0.0,0.02795084971874737,0.15158822068325942,0.2616353934295774"
AtomCountDescriptor,42
BondCountDescriptor,26
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.8419528592042318,0.0,0.32380150693034393,0.0,0.8553916649961499,0.0,0.1460281327000811,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,3,2,1,0,0"
ZagrebIndexDescriptor,126.0
LargestChainDescriptor,13
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"48.702139445927926,2.029255810246997,13.679122025272223,7.617647116225269,3.539291462286047"
FractionalPSADescriptor,0.14998651057290358
WienerNumbersDescriptor,"1316.0,38.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.8211598700578735,6.094435629317886,9.411564415904472,1.7430355257404158,2.3945695397171143,3.1231464704390595"
FractionalCSP3Descriptor,0.21052631578947367
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,2,0,0,7,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"18.781065088757398,8.131482834185537,4.233236151603498"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1384.05
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.21052631578947367
AutocorrelationDescriptorMass,"34.3963373157481,29.778684347509692,43.83728788884962,44.06281885330867,39.60905023495526"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.44497387229621355,-0.2173169663002444,-0.017949497103678415,9.674991029072012E-4,-0.039144284230042105"
EccentricConnectivityIndexDescriptor,461
AutocorrelationDescriptorPolarizability,"1720.7898985147358,2048.8308561156605,2964.7215327896743,2987.255941363051,2595.741949381635"
