DLiP-ID,T007AO
GGI5,0.951388888888889
GGI6,0.4073469387755102
GGI7,0.22569444444444445
GGI8,0.2791635172587554
GGI9,0.19250000000000003
JGI1,0.1923076923076923
JGI2,0.09150326797385624
JGI3,0.031249999999999997
JGI4,0.030476190476190476
JGI5,0.032806513409961685
JGI6,0.014046446164672762
JGI7,0.008680555555555556
JGI8,0.012137544228641538
JGI9,0.009625000000000003
MIC0,15.120904009670408
MIC1,28.619426568983606
MIC2,34.674784609973024
MIC3,36.35504517280504
MIC4,36.42971183947171
MIC5,36.42971183947171
MPC2,34
MPC3,40
MPC4,43
MPC5,52
MPC6,49
MPC7,50
MPC8,49
MPC9,52
Mare,0.9852592592592594
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.1648861151634421
RPCG,0.11486583254287566
SIC0,0.2704016560116537
SIC1,0.5170913961812387
SIC2,0.754030131171077
SIC3,0.8777206846460233
SIC4,0.8905921915253893
SIC5,0.8905921915253893
SaaN,0
SaaO,0
SaaS,0
Sare,53.20400000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,17.85291557392045
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,84.03107998027166
TIC1,160.6933519214221
TIC2,234.32536321908003
TIC3,272.7639251168272
TIC4,276.7639251168272
TIC5,276.7639251168272
Vabc,346.9073295652189
WPol,34
apol,55.03699699999997
bpol,34.547003000000004
nRot,7
ABCGG,15.178442576666043
ATS0Z,1108.0
ATS0d,149.0
ATS0i,9079.092579675722
ATS0m,4350.384065000002
ATS0p,67.15109424062098
ATS0s,302.91666666666663
ATS0v,9913.11232272242
ATS1Z,1218.0
ATS1d,193.0
ATS1i,8281.1604179724
ATS1m,4521.353474000001
ATS1p,88.97538832200003
ATS1s,161.94444444444446
ATS1v,12896.331823109256
ATS2Z,1783.0
ATS2d,308.0
ATS2i,16474.84219377759
ATS2m,6381.203118
ATS2p,139.71320381933896
ATS2s,304.58333333333337
ATS2v,19163.014708871844
ATS3Z,1992.0
ATS3d,371.0
ATS3i,25362.868044647257
ATS3m,6837.849789999998
ATS3p,168.51194137311097
ATS3s,451.9166666666668
ATS3v,22013.368830334628
ATS4Z,1770.0
ATS4d,341.0
ATS4i,26387.977410428804
ATS4m,5853.386039999999
ATS4p,157.406196178205
ATS4s,440.25
ATS4v,20168.32979905328
ATS5Z,1662.0
ATS5d,303.0
ATS5i,23070.870252077748
ATS5m,5744.681133
ATS5p,139.25460395160098
ATS5s,390.13888888888886
ATS5v,18170.351402858832
ATS6Z,1682.0
ATS6d,291.0
ATS6i,20751.370421838066
ATS6m,5864.989092999999
ATS6p,129.74458752456403
ATS6s,455.3611111111111
ATS6v,17392.04929999171
ATS7Z,1543.0
ATS7d,280.0
ATS7i,19642.292238770424
ATS7m,5242.577774
ATS7p,129.803480284923
ATS7s,344.1111111111111
ATS7v,17151.95682975993
ATS8Z,1430.0
ATS8d,269.0
ATS8i,20903.665858429616
ATS8m,4753.163234999997
ATS8p,129.189840444564
ATS8s,336.86111111111114
ATS8v,16524.968387009343
C1SP1,0
C1SP2,3
C1SP3,5
C2SP1,0
C2SP2,0
C2SP3,7
C3SP2,0
C3SP3,2
C4SP3,0
FCSP3,0.8235294117647058
GGI10,0.053770023466993166
JGI10,0.0035846682311328776
JGT10,0.4264178783477035
Kier1,21.301775147928993
Kier2,10.982698961937716
Kier3,7.26
MAXdO,12.425197989306936
MID_C,34.923232062052506
MID_N,6.200474469133253
MID_O,8.658342994133156
MID_X,0.0
MID_h,14.858817463266409
MINdO,10.573725468448167
MPC10,52
MWC01,26.0
MWC02,4.795790545596741
MWC03,5.594711379601839
MWC04,6.418364935936212
MWC05,7.236339342754344
MWC06,8.062432791583195
MWC07,8.886962034866128
MWC08,9.715771471424866
MWC09,10.543998432015464
MWC10,11.375236871720524
NaaCH,0
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,0
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,-0.43349999999999844
SRW02,3.970291913552122
SRW03,0.0
SRW04,5.241747015059643
SRW05,0.0
SRW06,6.695798917058491
SRW07,0.0
SRW08,8.22282213081366
SRW09,0.0
SRW10,9.786560400506836
SaaCH,0
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.5588709088086445
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.778431196318656
SssPH,0
SssSe,0
SsssB,0
SsssN,1.7524279572940287
SsssP,0
VE1_A,4.0929851061824944
VE1_D,4.920349839716099
VE2_A,0.16371940424729978
VE2_D,0.19681399358864396
VE3_A,2.3255652905267117
VE3_D,2.5096703654838395
VR1_A,240.34774417148432
VR1_D,139.81891471779855
VR2_A,9.613909766859372
VR2_D,5.592756588711942
VR3_A,6.3983775405719285
VR3_D,5.856638850932437
WPath,1772
Xc-3d,1.5778975930851458
Xc-4d,0.0
Xc-5d,0.4714045207910317
Xc-6d,0.0
Xp-0d,18.233840039752497
Xp-1d,11.96923425058676
Xp-2d,10.521370202517671
Xp-3d,8.335227569249955
Xp-4d,5.605380686165696
Xp-5d,4.512423034153008
Xp-6d,2.772827168516588
Xp-7d,1.8277763563424472
ZMIC0,85.09092390716003
ZMIC1,47.44908991192271
ZMIC2,31.096230684151205
ZMIC3,24.88482454753387
ZMIC4,24.476693065731876
ZMIC5,24.476693065731876
nAcid,1
nAtom,54
nBase,1
nRing,2
piPC1,3.4011973816621555
piPC2,3.713572066704308
piPC3,3.8918202981106265
piPC4,3.9318256327243257
piPC5,4.1588830833596715
piPC6,4.189654742026425
piPC7,4.143134726391533
piPC8,4.110873864173311
piPC9,4.1588830833596715
AATS0Z,20.51851851851852
AATS0d,2.759259259259259
AATS0i,168.13134406806893
AATS0m,80.5626678703704
AATS0p,1.2435387822337218
AATS0s,5.609567901234567
AATS0v,183.57615412448925
AATS1Z,22.145454545454545
AATS1d,3.5090909090909093
AATS1i,150.56655305404362
AATS1m,82.20642680000003
AATS1p,1.6177343331272733
AATS1s,2.9444444444444446
AATS1v,234.4787604201683
AATS2Z,17.14423076923077
AATS2d,2.9615384615384617
AATS2i,158.41194417093837
AATS2m,61.357722288461545
AATS2p,1.343396190570567
AATS2s,2.928685897435898
AATS2v,184.25975681607542
AATS3Z,12.935064935064934
AATS3d,2.409090909090909
AATS3i,164.6939483418653
AATS3m,44.401622012987005
AATS3p,1.0942333855396815
AATS3s,2.93452380952381
AATS3v,142.94395344373135
AATS4Z,11.273885350318471
AATS4d,2.171974522292994
AATS4i,168.07628923840002
AATS4m,37.28271363057325
AATS4p,1.0025872368038535
AATS4s,2.804140127388535
AATS4v,128.46069935702727
AATS5Z,12.043478260869565
AATS5d,2.1956521739130435
AATS5i,167.1802192179547
AATS5m,41.62812415217391
AATS5p,1.0090913329826159
AATS5s,2.8270933977455712
AATS5v,131.66921306419445
AATS6Z,13.564516129032258
AATS6d,2.346774193548387
AATS6i,167.349761466436
AATS6m,47.29829913709677
AATS6p,1.046327318746484
AATS6s,3.6722670250896057
AATS6v,140.25846209670735
AATS7Z,12.966386554621849
AATS7d,2.3529411764705883
AATS7i,165.06127931739852
AATS7m,44.05527541176471
AATS7p,1.0907855486127984
AATS7s,2.891690009337068
AATS7v,144.13409100638594
AATS8Z,11.34920634920635
AATS8d,2.134920634920635
AATS8i,165.90210998753665
AATS8m,37.72351773809522
AATS8p,1.0253161940044762
AATS8s,2.6735008818342156
AATS8v,131.15054275404242
AMID_C,1.3969292824821002
AMID_N,0.2480189787653301
AMID_O,0.34633371976532623
AMID_X,0.0
AMID_h,0.5943526985306563
ATS0dv,334.0
ATS0pe,337.7952999999999
ATS0se,420.38771599999984
ATS1dv,275.0
ATS1pe,357.92100000000005
ATS1se,430.5725439999999
ATS2dv,360.0
ATS2pe,653.6577999999997
ATS2se,801.8302159999998
ATS3dv,353.0
ATS3pe,935.2548000000002
ATS3se,1173.192192
ATS4dv,330.0
ATS4pe,953.0199
ATS4se,1203.7323280000003
ATS5dv,349.0
ATS5pe,823.0236000000001
ATS5se,1042.3740840000003
ATS6dv,351.0
ATS6pe,766.2448999999999
ATS6se,960.7960520000001
ATS7dv,259.0
ATS7pe,733.9978000000001
ATS7se,919.129504
ATS8dv,249.0
ATS8pe,758.6252000000001
ATS8se,959.037372
ATSC0Z,425.3333333333335
ATSC0c,1.4005973355204193
ATSC0d,27.5
ATSC0i,70.42805983470227
ATSC0m,2010.8648200925927
ATSC0p,11.057186115102322
ATSC0s,137.54166666666666
ATSC0v,2519.1383611092997
ATSC1Z,0.4197530864197807
ATSC1c,-0.8346857375047236
ATSC1d,4.75
ATSC1i,-11.25726814063121
ATSC1m,6.105551127915248
ATSC1p,-0.04674676656446161
ATSC1s,-5.6180555555555545
ATSC1v,34.87666267622704
ATSC2Z,-45.34567901234565
ATSC2c,0.04210061861909695
ATSC2d,-11.5
ATSC2i,-11.199855956082498
ATSC2m,-229.20017134499275
ATSC2p,-2.6950805399268765
ATSC2s,27.208333333333332
ATSC2v,-601.2972191798116
ATSC3Z,-29.135802469135793
ATSC3c,0.23497314298055372
ATSC3d,-5.5
ATSC3i,-16.368587194148482
ATSC3m,-151.86529646776395
ATSC3p,-2.6803577031271724
ATSC3s,28.708333333333336
ATSC3v,-535.709061027408
ATSC4Z,-120.76543209876544
ATSC4c,0.03366632608759908
ATSC4d,2.75
ATSC4i,12.699383503668527
ATSC4m,-564.964724250686
ATSC4p,0.06662357713795347
ATSC4s,-44.645833333333336
ATSC4v,-358.78272609461
ATSC5Z,131.9259259259259
ATSC5c,-0.40730373152500904
ATSC5d,1.5
ATSC5i,-9.164110912152506
ATSC5m,624.2837916522631
ATSC5p,0.5153131325169356
ATSC5s,10.680555555555555
ATSC5v,542.4752499879589
ATSC6Z,60.27160493827161
ATSC6c,0.22730923845908652
ATSC6d,-3.0
ATSC6i,5.252214604686516
ATSC6m,278.08453306515787
ATSC6p,0.9104884367300362
ATSC6s,57.52777777777778
ATSC6v,230.3820715962246
ATSC7Z,-106.38271604938271
ATSC7c,0.06731990073897548
ATSC7d,-2.75
ATSC7i,5.9423638408832336
ATSC7m,-501.36091870404664
ATSC7p,-1.078499842480637
ATSC7s,-32.57638888888889
ATSC7v,-461.0531059355757
ATSC8Z,-77.55555555555557
ATSC8c,0.017216220870665905
ATSC8d,-2.5
ATSC8i,-5.708435471670532
ATSC8m,-365.723873271605
ATSC8p,-1.1465003088242351
ATSC8s,-32.09722222222222
ATSC8v,-398.19118971167654
AXp-0d,0.7293536015900999
AXp-1d,0.46035516348410616
AXp-2d,0.3094520647799315
AXp-3d,0.2083806892312489
AXp-4d,0.1303576903759464
AXp-5d,0.08677736604140399
AXp-6d,0.05658830956156302
AXp-7d,0.036555527126848945
GATS1Z,0.9311627244229121
GATS1c,1.6117121216027386
GATS1d,1.1563636363636363
GATS1i,1.6504166365395885
GATS1m,0.9396127415441168
GATS1p,1.3775805157421146
GATS1s,0.668891887674075
GATS1v,1.2129764559646288
GATS2Z,0.9836854955389435
GATS2c,0.901340487338858
GATS2d,1.5288461538461537
GATS2i,1.3792603497097466
GATS2m,0.9955892534161229
GATS2p,1.3175891974241762
GATS2s,0.48419379519803646
GATS2v,1.2417183395611275
GATS3Z,0.9717817449008669
GATS3c,0.7896153656898158
GATS3d,1.1388429752066116
GATS3i,1.1323555253814375
GATS3m,0.977718232193569
GATS3p,1.1206782054002298
GATS3s,0.7212572341321206
GATS3v,1.0955938675369763
GATS4Z,1.079408182417187
GATS4c,0.8574698354201961
GATS4d,0.889982628836132
GATS4i,0.8915457444417163
GATS4m,1.0778753079155041
GATS4p,0.9517965212410526
GATS4s,1.1447299956070704
GATS4v,1.012681316617269
GATS5Z,0.8302695243287443
GATS5c,0.8964977012910188
GATS5d,0.9496706192358367
GATS5i,0.9994950394262908
GATS5m,0.832267998896367
GATS5p,0.9594256686958178
GATS5s,0.8635971825255706
GATS5v,0.9035492135493829
GATS6Z,0.9340586763070075
GATS6c,0.8345828424852303
GATS6d,1.1656891495601174
GATS6i,0.9567856018322399
GATS6m,0.9345864775443682
GATS6p,0.9334746426866212
GATS6s,0.9061134944444991
GATS6v,0.9319129419130817
GATS7Z,1.0968658623323935
GATS7c,0.9237586521099148
GATS7d,1.077005347593583
GATS7i,0.9933899746775339
GATS7m,1.0968249246594117
GATS7p,1.0666033057972908
GATS7s,1.1175605049653912
GATS7v,1.086828638301565
GATS8Z,1.042357068219137
GATS8c,0.8486324023290277
GATS8d,0.9483405483405483
GATS8i,0.9947423800385816
GATS8m,1.0431159470509788
GATS8p,1.0462647694374443
GATS8s,1.055771138776289
GATS8v,1.0638346667438576
MATS1Z,0.0009689370190938222
MATS1c,-0.5851143739909738
MATS1d,0.16958677685950416
MATS1i,-0.15693447418564688
MATS1m,0.002981076125809229
MATS1p,-0.004150859438958982
MATS1s,-0.04010354988846355
MATS1v,0.013592957840386588
MATS2Z,-0.05535628164938504
MATS2c,0.015607581162906087
MATS2d,-0.2171328671328671
MATS2i,-0.08257092183143075
MATS2m,-0.0591823876404605
MATS2p,-0.1265574014327025
MATS2s,0.1027136299023606
MATS2v,-0.12393603403092708
MATS3Z,-0.024019867280055354
MATS3c,0.058827171747798154
MATS3d,-0.07012987012987013
MATS3i,-0.08149641611804463
MATS3m,-0.02648187340118692
MATS3p,-0.08500044028614331
MATS3s,0.07318915558842855
MATS3v,-0.07456757329657597
MATS4Z,-0.09765788790607588
MATS4c,0.008267544424713197
MATS4d,0.034394904458598725
MATS4i,0.062019894246264695
MATS4m,-0.09663457990272142
MATS4p,0.0020724183770590232
MATS4s,-0.1116453805737308
MATS4v,-0.0489861842284267
MATS5Z,0.12137113261551037
MATS5c,-0.11379410555018986
MATS5d,0.02134387351778656
MATS5i,-0.05091658711459835
MATS5m,0.12148253801547793
MATS5p,0.018236490472955325
MATS5s,0.030386049023352606
MATS5v,0.08426409886230211
MATS6Z,0.06170998078673272
MATS6c,0.07067663529012143
MATS6d,-0.04750733137829912
MATS6i,0.03247646964250441
MATS6m,0.06022350568045431
MATS6p,0.035859306768564324
MATS6s,0.18214421827207788
MATS6v,0.03982618735404123
MATS7Z,-0.11349806380232338
MATS7c,0.02181106989926029
MATS7d,-0.0453781512605042
MATS7i,0.038287791236822175
MATS7m,-0.11313953766424731
MATS7p,-0.044261106286048436
MATS7s,-0.10747698049228782
MATS7v,-0.08305116504619842
MATS8Z,-0.07814599193909538
MATS8c,0.005268023996633515
MATS8d,-0.03896103896103896
MATS8i,-0.03473718217914328
MATS8m,-0.07794596696135478
MATS8p,-0.044437822615581386
MATS8s,-0.10001298307872072
MATS8v,-0.06774275270221479
MAXsOH,9.224448651487828
MINsOH,8.628466922432619
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,11
NssNH2,0
NsssAs,0
NsssCH,3
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,31.868817534053225
SpAD_D,294.3368355802853
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,7.871597097356338
SssNH2,0
SsssAs,0
SsssCH,-1.3338643551876164
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,472
TMWC10,123.62960780549932
TSRW10,58.91722037699075
VE1_Dt,4.925883916598262
VE2_Dt,0.1970353566639305
VE3_Dt,2.510794465845839
VR1_Dt,138.79498762066885
VR2_Dt,5.551799504826754
VR3_Dt,5.849288667051777
Xc-3dv,0.7277321195269972
Xc-4dv,0.0
Xc-5dv,0.0784043104345013
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1853954059492991
Xch-7d,0.16839382851364085
Xp-0dv,14.576611058512368
Xp-1dv,9.141294027322488
Xp-2dv,7.010143902959979
Xp-3dv,5.124765763378933
Xp-4dv,3.5026880964702927
Xp-5dv,2.5127890893072635
Xp-6dv,1.3101089774336143
Xp-7dv,0.8317467111766641
Xpc-4d,3.637307426933007
Xpc-5d,3.7293874536247626
Xpc-6d,5.0491988379537
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,55
nFRing,0
nHBAcc,5
nHBDon,4
nHRing,2
nSpiro,0
naRing,0
piPC10,4.1588830833596715
AATS0dv,6.185185185185185
AATS0pe,6.255468518518517
AATS0se,7.784957703703701
AATS1dv,5.0
AATS1pe,6.507654545454546
AATS1se,7.828591709090907
AATS2dv,3.4615384615384617
AATS2pe,6.285171153846151
AATS2se,7.709905923076922
AATS3dv,2.292207792207792
AATS3pe,6.073083116883118
AATS3se,7.6181311168831165
AATS4dv,2.1019108280254777
AATS4pe,6.070190445859873
AATS4se,7.667084891719747
AATS5dv,2.528985507246377
AATS5pe,5.963939130434784
AATS5se,7.55343539130435
AATS6dv,2.8306451612903225
AATS6pe,6.179394354838709
AATS6se,7.748355258064517
AATS7dv,2.176470588235294
AATS7pe,6.1680487394957995
AATS7se,7.723777344537815
AATS8dv,1.9761904761904763
AATS8pe,6.020834920634921
AATS8se,7.611407714285714
AATSC0Z,7.876543209876546
AATSC0c,0.02593698769482258
AATSC0d,0.5092592592592593
AATSC0i,1.3042233302722641
AATSC0m,37.238237409122085
AATSC0p,0.20476270583522818
AATSC0s,2.5470679012345676
AATSC0v,46.650710390912955
AATSC1Z,0.007631874298541467
AATSC1c,-0.015176104318267703
AATSC1d,0.08636363636363636
AATSC1i,-0.20467760255693107
AATSC1m,0.11101002050754998
AATSC1p,-0.0008499412102629384
AATSC1s,-0.10214646464646462
AATSC1v,0.6341211395677644
AATSC2Z,-0.4360161443494774
AATSC2c,0.00040481364056823985
AATSC2d,-0.11057692307692307
AATSC2i,-0.1076909226546394
AATSC2m,-2.203847801394161
AATSC2p,-0.02591423596083535
AATSC2s,0.26161858974358976
AATSC2v,-5.781704030575112
AATSC3Z,-0.1891935225268558
AATSC3c,0.0015257996297438554
AATSC3d,-0.03571428571428571
AATSC3i,-0.1062895272347304
AATSC3m,-0.9861382887517139
AATSC3p,-0.017404920150176445
AATSC3s,0.18641774891774893
AATSC3v,-3.47863026641174
AATSC4Z,-0.7692065738774869
AATSC4c,0.0002144351980101852
AATSC4d,0.01751592356687898
AATSC4i,0.08088779301699699
AATSC4m,-3.5985014283483183
AATSC4p,0.0004243539945092578
AATSC4s,-0.2843683651804671
AATSC4v,-2.285240293596242
AATSC5Z,0.9559849704777239
AATSC5c,-0.0029514763153986163
AATSC5d,0.010869565217391304
AATSC5i,-0.06640660081269932
AATSC5m,4.523795591683066
AATSC5p,0.0037341531341806926
AATSC5s,0.07739533011272141
AATSC5v,3.930980072376514
