DLiP-ID,C003JC
MATS6p,-0.07407846961185231
MATS6s,-0.13121509914345766
MATS6v,-0.08634894301158927
MATS7Z,-0.2054553218746664
MATS7c,-0.017552726879013318
MATS7d,-0.05996655252050649
MATS7i,-0.13615030611158077
MATS7m,-0.20573483993156064
MATS7p,-0.17369513011901047
MATS7s,-0.1681348308545197
MATS7v,-0.20147530046686551
MATS8Z,0.1092260061919505
MATS8c,-0.17095072797907365
MATS8d,-0.04646651270207855
MATS8i,-0.03420802270217881
MATS8m,0.11714748596986839
MATS8p,0.231170269978298
MATS8s,-0.15489166080600086
MATS8v,0.20233526141571093
MAXaaN,4.19630574452003
MAXsCl,5.806071396759227
MINaaN,4.0305905139833715
MINsCl,5.806071396759227
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.554675995278537
SpAD_D,153.94411462026605
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,622
TMWC10,113.14987367508206
TSRW10,52.67712394626062
VE1_Dt,4.335749940745052
VE2_Dt,0.22819736530237117
VE3_Dt,2.108748478154356
VR1_Dt,94.97961769031704
VR2_Dt,4.998927246858791
VR3_Dt,5.195516204125416
Xc-3dv,0.5507307637656925
Xc-4dv,0.0
Xc-5dv,0.045427460760287725
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.20693027063286606
Xch-7d,0.44780432957305927
Xp-0dv,10.231568536903454
Xp-1dv,5.764256622615533
Xp-2dv,4.3040333909347375
Xp-3dv,2.83852732419863
Xp-4dv,1.8257168287752812
Xp-5dv,1.2732931089955357
Xp-6dv,0.6837666029878466
Xp-7dv,0.3458841969571442
Xpc-4d,3.0330744420290108
Xpc-5d,4.731206844165161
Xpc-6d,7.163590523787426
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,28
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,2
nSpiro,0
naRing,3
piPC10,8.126818338032239
AATS0dv,11.984805318138653
AATS0pe,7.020353846153847
AATS0se,8.35004003846154
AATS1dv,11.28968253968254
AATS1pe,6.9310357142857155
AATS1se,8.118818785714288
AATS2dv,10.492424242424242
AATS2pe,6.986659090909092
AATS2se,8.20626281818182
AATS3dv,8.757575757575758
AATS3pe,6.927498181818181
AATS3se,8.268637745454544
AATS4dv,8.689814814814815
AATS4pe,6.90084375
AATS4se,8.263472708333333
AATS5dv,7.177777777777777
AATS5pe,6.616789999999999
AATS5se,7.997434949999999
AATS6dv,6.491582491582491
AATS6pe,6.749557575757577
AATS6se,8.128242303030305
AATS7dv,5.896551724137931
AATS7pe,6.881324137931037
AATS7se,8.300433103448276
AATS8dv,4.888888888888889
AATS8pe,6.633960000000001
AATS8se,8.137848319999998
AATSC0Z,11.467455621301777
AATSC0c,0.02914209454540788
AATSC0d,0.6405325443786982
AATSC0i,1.7555428422901722
AATSC0m,53.46746546153848
AATSC0p,0.22492785428538015
AATSC0s,2.3214194239043873
AATSC0v,40.32333495122876
AATSC1Z,-0.19822485207100618
AATSC1c,-0.02156846033426973
AATSC1d,0.05864327979712597
AATSC1i,-0.285420413575554
AATSC1m,-0.800253071428573
AATSC1p,0.0030969058585799862
AATSC1s,-0.1908740433590069
AATSC1v,1.7241943086694949
AATSC2Z,0.11121570736955334
AATSC2c,0.009628449605044996
AATSC2d,-0.08895911780527165
AATSC2i,0.019528605942318047
AATSC2m,0.3691229999999999
AATSC2p,-0.010282578636525286
AATSC2s,0.15815932496448484
AATSC2v,-4.765525519987471
AATSC3Z,-2.1569661108122644
AATSC3c,-0.006564962834655145
AATSC3d,-0.03773534158149542
AATSC3i,0.04139085030415007
AATSC3m,-10.02278232727273
AATSC3p,-0.017497565410868297
AATSC3s,-0.23322008323591095
AATSC3v,-4.66009201261029
AATSC4Z,-1.5523915187376727
AATSC4c,0.003824745214142002
AATSC4d,-0.004314595660749511
AATSC4i,-0.00554538775392692
AATSC4m,-7.432767979166669
AATSC4p,-0.030094937496097332
AATSC4s,0.7313058143918383
AATSC4v,-6.1075880017953095
AATSC5Z,1.186390532544379
AATSC5c,-0.0005133938502262512
AATSC5d,-0.04630177514792899
AATSC5i,-0.04291792443320002
AATSC5m,5.6706410000000025
