DLiP-ID,C001MO
GGI5,0.4133333333333334
GGI6,0.23841269841269838
GGI7,0.15883645124716553
GGI8,0.08290816326530612
GGI9,0.08063271604938269
JGI1,0.22500000000000003
JGI2,0.0740740740740741
JGI3,0.038510101010101
JGI4,0.028179012345679016
JGI5,0.029523809523809525
JGI6,0.018339438339438338
JGI7,0.012218188557474273
JGI8,0.006377551020408163
JGI9,0.00806327160493827
MIC0,11.91691629507928
MIC1,28.100587506073815
MIC2,31.32252220174588
MIC3,31.519205128575148
MIC4,31.519205128575148
MIC5,31.519205128575148
MPC2,27
MPC3,30
MPC4,33
MPC5,33
MPC6,34
MPC7,32
MPC8,26
MPC9,26
Mare,0.9564878048780489
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.34047399889738683
RPCG,0.08196242692238126
SIC0,0.25290098151232565
SIC1,0.5856783971474274
SIC2,0.784738724890578
SIC3,0.8211587075713471
SIC4,0.8211587075713471
SIC5,0.8211587075713471
SaaN,4.013883039428536
SaaO,0
SaaS,0
Sare,39.216
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.738208616780046
SssS,0
StCH,0
StsC,0
TIC0,55.552136579320894
TIC1,128.64990129864694
TIC2,172.37541967419716
TIC3,180.3754196741971
TIC4,180.3754196741971
TIC5,180.3754196741971
Vabc,256.38075804219636
WPol,22
apol,44.39144599999997
bpol,26.656553999999993
nRot,5
ABCGG,11.96616763013075
ATS0Z,760.0
ATS0d,116.0
ATS0i,6704.829453395978
ATS0m,2978.939443
ATS0p,57.46708790667801
ATS0s,101.11805555555556
ATS0v,8163.131928877463
ATS1Z,906.0
ATS1d,139.0
ATS1i,6142.000966833796
ATS1m,3367.307871999998
ATS1p,72.61735482000003
ATS1s,114.5
ATS1v,10240.436192704614
ATS2Z,1271.0
ATS2d,228.0
ATS2i,11607.668096914389
ATS2m,4618.737131
ATS2p,107.38844100018798
ATS2s,180.25000000000003
ATS2v,14741.589743661752
ATS3Z,1229.0
ATS3d,230.0
ATS3i,14623.74152069524
ATS3m,4139.294737999999
ATS3p,124.08487152733896
ATS3s,214.52777777777783
ATS3v,15848.877676712262
ATS4Z,1067.0
ATS4d,225.0
ATS4i,18356.692896361812
ATS4m,3478.105698
ATS4p,120.64148700311098
ATS4s,219.25000000000003
ATS4v,14486.757566714547
ATS5Z,878.0
ATS5d,188.0
ATS5i,15068.067406561371
ATS5m,2839.0983779999997
ATS5p,99.93403431546999
ATS5s,179.54166666666669
ATS5v,11860.927036379075
ATS6Z,766.0
ATS6d,163.0
ATS6i,12563.584122681266
ATS6m,2602.6052609999997
ATS6p,72.36320558716801
ATS6s,154.375
ATS6v,8939.28957248051
ATS7Z,662.0
ATS7d,128.0
ATS7i,7692.69066016139
ATS7m,2292.309168999999
ATS7p,58.02328522848999
ATS7s,114.875
ATS7v,7879.945657700905
ATS8Z,672.0
ATS8d,122.0
ATS8i,7181.302744460795
ATS8m,2318.6562729999996
ATS8p,67.82463689939598
ATS8s,107.20833333333333
ATS8v,8709.092746788954
C1SP1,0
C1SP2,2
C1SP3,5
C2SP1,0
C2SP2,5
C2SP3,1
C3SP2,1
C3SP3,0
C4SP3,1
FCSP3,0.4375
GGI10,0.1038649117436996
JGI10,0.01483784453481423
JGT10,0.45512329101073695
Kier1,15.39
Kier2,7.135802469135802
Kier3,5.12
MID_C,31.764745778987788
MID_N,4.162375286781668
MID_O,2.0356085063824443
MID_X,0.0
MID_h,6.197983793164113
MPC10,28
MWC01,20.0
MWC02,4.553876891600541
MWC03,5.342334251964811
MWC04,6.184148890937483
MWC05,6.98933526597456
MWC06,7.831617276352611
MWC07,8.642768014324304
MWC08,9.485772721999046
MWC09,10.300012819074817
MWC10,11.143989952203855
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.649700000000003
SRW02,3.713572066704308
SRW03,0.0
SRW04,5.003946305945459
SRW05,2.3978952727983707
SRW06,6.46302945692067
SRW07,4.442651256490317
SRW08,7.997326822998097
SRW09,6.259581464064923
SRW10,9.572967566074247
SaaCH,13.994370776930301
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.274904272531888
SaasN,2.0615689300411524
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,6.648756693423589
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.473479392333702
VE1_D,4.2988127402829095
VE2_A,0.18281470485966853
VE2_D,0.22625330212015313
VE3_A,1.88701068448098
VE3_D,2.1001927638364295
VR1_A,277.6788015539308
VR1_D,92.38938334201649
VR2_A,14.614673765996358
VR2_D,4.862599123264026
VR3_A,6.2683189417915575
VR3_D,5.167865959322724
WPath,875
Xc-3d,1.918611261545708
Xc-4d,0.28867513459481287
Xc-5d,0.4330127018922193
Xc-6d,0.14433756729740643
Xp-0d,13.717332181807453
Xp-1d,9.054661458305718
Xp-2d,8.518614275543593
Xp-3d,6.020987953494504
Xp-4d,4.482212630288377
Xp-5d,2.8771137984537716
Xp-6d,2.0403793680316293
Xp-7d,1.3463830436641437
ZMIC0,65.48200044083727
ZMIC1,33.77017687993561
ZMIC2,25.33553495299123
ZMIC3,24.54795875651765
ZMIC4,24.54795875651765
ZMIC5,24.54795875651765
nAcid,0
nAtom,41
nBase,0
nRing,2
piPC1,3.2771447329921766
piPC2,3.8010914447208646
piPC3,4.243123698247448
piPC4,4.676909283143068
piPC5,4.893633203422944
piPC6,4.923623917106626
piPC7,4.945207488773801
piPC8,4.643789756953146
piPC9,4.8217925203120355
AATS0Z,18.536585365853657
AATS0d,2.8292682926829267
AATS0i,163.53242569258484
AATS0m,72.65705958536586
AATS0p,1.4016362904067807
AATS0s,2.4662940379403793
AATS0v,199.10077875310884
AATS1Z,21.571428571428573
AATS1d,3.3095238095238093
AATS1i,146.23811825794752
AATS1m,80.1739969523809
AATS1p,1.7289846385714294
AATS1s,2.7261904761904763
AATS1v,243.81990935010987
AATS2Z,17.175675675675677
AATS2d,3.081081081081081
AATS2i,156.86037968803228
AATS2m,62.415366635135136
AATS2p,1.451195148651189
AATS2s,2.4358108108108114
AATS2v,199.21067221164532
AATS3Z,13.074468085106384
AATS3d,2.4468085106382977
AATS3i,155.5717183052685
AATS3m,44.03505040425531
AATS3p,1.320051824758925
AATS3s,2.2822104018912537
AATS3v,168.60508166715172
AATS4Z,9.526785714285714
AATS4d,2.0089285714285716
AATS4i,163.89904371751618
AATS4m,31.054515160714285
AATS4p,1.077156133956348
AATS4s,1.957589285714286
AATS4v,129.34604970280844
AATS5Z,9.440860215053764
AATS5d,2.021505376344086
AATS5i,162.02223017807927
AATS5m,30.527939548387092
AATS5p,1.0745595087684945
AATS5s,1.9305555555555558
AATS5v,127.53684985353844
AATS6Z,10.213333333333333
AATS6d,2.1733333333333333
AATS6i,167.51445496908354
AATS6m,34.701403479999996
AATS6p,0.9648427411622401
AATS6s,2.058333333333333
AATS6v,119.19052763307346
AATS7Z,14.085106382978724
AATS7d,2.723404255319149
AATS7i,163.67426936513596
AATS7m,48.77253551063828
AATS7p,1.2345379835848933
AATS7s,2.4441489361702127
AATS7v,167.65841824895543
AATS8Z,14.297872340425531
AATS8d,2.595744680851064
AATS8i,152.79367541405946
AATS8m,49.333112191489356
AATS8p,1.4430773808382125
AATS8s,2.2810283687943262
AATS8v,185.29984567636072
AMID_C,1.6718287252098836
AMID_N,0.2190723835148246
AMID_O,0.10713728980960233
AMID_X,0.0
AMID_h,0.326209673324427
ATS0dv,212.0
ATS0pe,240.8368
ATS0se,302.209452
ATS1dv,217.0
ATS1pe,264.2565000000001
ATS1se,318.53599999999983
ATS2dv,260.0
ATS2pe,453.6776
ATS2se,558.8388360000001
ATS3dv,182.0
ATS3pe,559.9564999999999
ATS3se,697.9695360000001
ATS4dv,148.0
ATS4pe,633.9731000000002
ATS4se,811.1320880000001
ATS5dv,140.0
ATS5pe,522.5885
ATS5se,668.1480640000001
ATS6dv,148.0
ATS6pe,429.31660000000005
ATS6se,550.1402680000001
ATS7dv,120.0
ATS7pe,293.0570000000001
ATS7se,365.58293199999997
ATS8dv,118.0
ATS8pe,278.0970000000001
ATS8se,344.44257999999996
ATSC0Z,281.9512195121951
ATSC0c,0.5340745879275549
ATSC0d,22.243902439024385
ATSC0i,58.45054349096292
ATSC0m,1350.8303399512195
ATSC0p,9.40366161470444
ATSC0s,14.528455284552846
ATSC0v,2118.24051725515
ATSC1Z,19.61094586555621
ATSC1c,-0.17063719592730991
ATSC1d,6.701368233194528
ATSC1i,-15.759234508804331
ATSC1m,89.55453585484847
ATSC1p,-1.1691125746347941
ATSC1s,-0.2537428118183634
ATSC1v,-104.41101853631235
ATSC2Z,37.23438429506248
ATSC2c,-0.074228248941758
ATSC2d,-9.562165377751336
ATSC2i,20.18459695270663
ATSC2m,182.23398394170147
ATSC2p,2.1053128777012047
ATSC2s,4.102266342785375
ATSC2v,439.7503736895237
ATSC3Z,-177.91255205234978
ATSC3c,-0.08503205719895285
ATSC3d,-7.193337299226649
ATSC3i,-22.398716058187926
ATSC3m,-853.8418919613323
ATSC3p,-5.2158349607283006
ATSC3s,-6.939561438297312
ATSC3v,-1286.9682253043748
ATSC4Z,-7.110648423557418
ATSC4c,0.059423158771096135
ATSC4d,1.7483640690065436
ATSC4i,8.790303476946521
ATSC4m,-33.0837201350387
ATSC4p,0.7185032704979486
ATSC4s,-3.5613019697270136
ATSC4v,47.02274395393246
ATSC5Z,-21.547888161808455
ATSC5c,-0.0650113688709836
ATSC5d,1.4467578822129685
ATSC5i,-24.010579729553275
ATSC5m,-113.94778959666863
ATSC5p,-3.675216125124167
ATSC5s,-2.4988267565602458
ATSC5v,-591.7655222927621
ATSC6Z,107.30874479476502
ATSC6c,0.19064703220641563
ATSC6d,0.3099345627602622
ATSC6i,-0.40421479031028573
ATSC6m,506.41378218679347
ATSC6p,0.829446475516419
ATSC6s,8.193205102782736
ATSC6v,441.3001364484378
ATSC7Z,-49.992861392028566
ATSC7c,-0.15741235188005467
ATSC7d,-3.4503271861986917
ATSC7i,16.707490025830804
ATSC7m,-219.42391116359312
ATSC7p,3.431402964707692
ATSC7s,-6.636955515896626
ATSC7v,351.6867604300745
ATSC8Z,-74.1392028554432
ATSC8c,-0.011888756898031923
ATSC8d,-3.4015466983938127
ATSC8i,-15.871876592105282
ATSC8m,-357.78764545627587
ATSC8p,-2.6823821322870907
ATSC8s,0.22889814263996228
ATSC8v,-624.9561315176136
AXp-0d,0.7219648516740765
AXp-1d,0.4527330729152859
AXp-2d,0.3155042324275405
AXp-3d,0.2006995984498168
AXp-4d,0.13582462516025384
AXp-5d,0.08718526661981126
AXp-6d,0.06001115788328321
AXp-7d,0.04207447011450449
GATS1Z,0.9508568133135608
GATS1c,1.3644100166293762
GATS1d,1.0489766081871348
GATS1i,1.5070036374669105
GATS1m,0.9571469402392581
GATS1p,1.2797792068954887
GATS1s,0.9641724624936712
GATS1v,1.1567893632664197
GATS2Z,0.9624053118862808
GATS2c,1.3992618594707364
GATS2d,1.931899004267426
GATS2i,0.9325989629191679
GATS2m,0.9587198111238344
GATS2p,0.9073808571904802
GATS2s,0.8933230236391959
GATS2v,0.8964483692224315
GATS3Z,1.267006552308032
GATS3c,1.1991312918222576
GATS3d,1.2339025755879063
GATS3i,1.2061923567073338
GATS3m,1.2674623913470517
GATS3p,1.2913565489403829
GATS3s,1.2256863001901044
GATS3v,1.287737847271758
GATS4Z,0.9633125308947108
GATS4c,0.8118664690282927
GATS4d,0.6984257518796995
GATS4i,0.8479823060322085
GATS4m,0.9635310381527483
GATS4p,0.9360500112761565
GATS4s,1.0456866889173126
GATS4v,0.9590749393291629
GATS5Z,0.9618074933958403
GATS5c,0.6909110177095796
GATS5d,0.6380871533672894
GATS5i,1.0920298854970667
GATS5m,0.968537043288579
GATS5p,1.1568897781766911
GATS5s,0.9203090620631282
GATS5v,1.1101611995844345
GATS6Z,0.793517877739331
GATS6c,1.1317689449250894
GATS6d,0.8991228070175441
GATS6i,0.8595393246645575
GATS6m,0.7917455313980843
GATS6p,0.8601253745396729
GATS6s,0.8571939314804452
GATS6v,0.8068763058982771
GATS7Z,1.3054921593167932
GATS7c,2.8249878410050266
GATS7d,1.3391190742814487
GATS7i,0.7244604676522256
GATS7m,1.2758088206998355
GATS7p,0.6158731504954179
GATS7s,2.156646505296328
GATS7v,0.765662281218846
GATS8Z,1.169660605168225
GATS8c,0.637843366531147
GATS8d,1.1860768943635687
GATS8i,1.3612363654235244
GATS8m,1.1780770753399572
GATS8p,1.3362796819075866
GATS8s,0.662879464374303
GATS8v,1.3216367589806877
MATS1Z,0.06789833580491018
MATS1c,-0.31189352445034024
MATS1d,0.29409461152882216
MATS1i,-0.26319711880738317
MATS1m,0.06471744260964597
MATS1p,-0.12136512432225413
MATS1s,-0.0170493911050711
MATS1v,-0.048117785055198314
MATS2Z,0.07316819414570283
MATS2c,-0.07700509101379152
MATS2d,-0.23817567567567569
MATS2i,0.19133026150258606
MATS2m,0.07474475113800536
MATS2p,0.12404286571930431
MATS2s,0.15644314922084912
MATS2v,0.11502257431568043
MATS3Z,-0.2752254656555989
MATS3c,-0.06944432728827987
MATS3d,-0.14105076521089957
MATS3i,-0.1671439162972811
MATS3m,-0.2756973904648238
MATS3p,-0.24192617065416236
MATS3s,-0.2083380462520886
MATS3v,-0.2650016370102417
MATS4Z,-0.009232111962432048
MATS4c,0.04073049179511364
MATS4d,0.028773104636591485
MATS4i,0.055053020197831475
MATS4m,-0.008965600145410046
MATS4p,0.027970330009869725
MATS4s,-0.08973362095957575
MATS4v,0.008126406285944493
MATS5Z,-0.03369237638129257
MATS5c,-0.053664650423863855
MATS5d,0.028673835125448036
MATS5i,-0.18109856146629313
MATS5m,-0.03718827267997429
MATS5p,-0.17230060349659068
MATS5s,-0.07582590713897454
MATS5v,-0.12316159250765812
MATS6Z,0.2080576701268743
MATS6c,0.1951419894561824
MATS6d,0.007616959064327499
MATS6i,-0.003780473864549334
MATS6m,0.20494026975446145
MATS6p,0.04821853002876553
MATS6s,0.30828825467885346
MATS6v,0.11388889629229669
MATS7Z,-0.1546749613487448
MATS7c,-0.25711232312302595
MATS7d,-0.13531168346397912
MATS7i,0.2493495883568107
MATS7m,-0.1416997696714734
MATS7p,0.31831765593563033
MATS7s,-0.39850655046097333
MATS7v,0.1448327400729054
MATS8Z,-0.22938231613045723
MATS8c,-0.019418716946857328
MATS8d,-0.1333986562150056
MATS8i,-0.2368785430111159
MATS8m,-0.2310524257980913
MATS8p,-0.24883396134326677
MATS8s,0.013743863283683933
MATS8v,-0.2573713859525737
MAXaaN,4.013883039428536
MAXssO,5.738208616780046
MINaaN,4.013883039428536
MINssO,5.738208616780046
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,23.702362993881916
SpAD_D,190.25344519138258
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.6572435200932225
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0.19439748410459967
SssssN,0
TMPC10,308
TMWC10,109.47385608443203
TSRW10,64.85097021199638
VE1_Dt,4.29514827024771
VE2_Dt,0.22606043527619524
VE3_Dt,2.0993399626071017
VR1_Dt,92.85390397485305
VR2_Dt,4.887047577623845
VR3_Dt,5.17288121912762
Xc-3dv,1.5067839704162564
Xc-4dv,0.25
Xc-5dv,0.25
Xc-6dv,0.08333333333333333
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.1853954059492991
Xch-7d,0.17276101541424885
Xp-0dv,11.965447709350807
Xp-1dv,6.74652314321148
Xp-2dv,5.776902515370902
Xp-3dv,3.1089122659975885
Xp-4dv,1.9073064029585785
Xp-5dv,1.0590105167929187
Xp-6dv,0.62917444065828
Xp-7dv,0.3623509906582148
Xpc-4d,2.7279071223001794
Xpc-5d,3.2639534366168825
Xpc-6d,3.3796818722436304
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,42
nFRing,0
nHBAcc,3
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,5.182836366672891
AATS0dv,5.170731707317073
AATS0pe,5.874068292682927
AATS0se,7.370962243902439
AATS1dv,5.166666666666667
AATS1pe,6.2918214285714305
AATS1se,7.584190476190472
AATS2dv,3.5135135135135136
AATS2pe,6.130778378378378
AATS2se,7.551876162162164
AATS3dv,1.9361702127659575
AATS3pe,5.956984042553191
AATS3se,7.425207829787235
AATS4dv,1.3214285714285714
AATS4pe,5.660474107142859
AATS4se,7.242250785714286
AATS5dv,1.5053763440860215
AATS5pe,5.619231182795699
AATS5se,7.184387784946238
AATS6dv,1.9733333333333334
AATS6pe,5.724221333333334
AATS6se,7.3352035733333345
AATS7dv,2.5531914893617023
AATS7pe,6.235255319148938
AATS7se,7.778360255319148
AATS8dv,2.5106382978723403
AATS8pe,5.916957446808513
AATS8se,7.328565531914893
AATSC0Z,6.876859012492564
AATSC0c,0.01302620946164768
AATSC0d,0.542534205829863
AATSC0i,1.4256230119747053
AATSC0m,32.947081462224865
AATSC0p,0.2293576003586449
AATSC0s,0.35435256791592307
AATSC0v,51.664402859881704
AATSC1Z,0.4669272825132431
AATSC1c,-0.004062790379221665
AATSC1d,0.1595563865046316
AATSC1i,-0.375219869257246
AATSC1m,2.1322508536868683
AATSC1p,-0.027836013681780812
AATSC1s,-0.006041495519484842
AATSC1v,-2.485976631816961
AATSC2Z,0.5031673553386822
AATSC2c,-0.001003084445158892
AATSC2d,-0.12921845105069374
AATSC2i,0.27276482368522476
AATSC2m,2.4626214046175874
AATSC2p,0.02845017402298925
AATSC2s,0.05543603165926183
AATSC2v,5.942572617425996
AATSC3Z,-1.892686723961168
AATSC3c,-0.0009045963531803495
AATSC3d,-0.07652486488538988
AATSC3i,-0.23828421338497793
AATSC3m,-9.083424382567365
AATSC3p,-0.05548760596519468
AATSC3s,-0.07382512168401395
AATSC3v,-13.691151333025264
AATSC4Z,-0.06348793235319124
AATSC4c,0.0005305639175990726
AATSC4d,0.015610393473272711
AATSC4i,0.0784848524727368
AATSC4m,-0.29539035834855987
AATSC4p,0.006415207772303112
AATSC4s,-0.031797339015419764
AATSC4v,0.4198459281601113
AATSC5Z,-0.23169772216998338
AATSC5c,-0.0006990469771073506
AATSC5d,0.015556536367881383
AATSC5i,-0.25817827666186316
AATSC5m,-1.2252450494265443
