DLiP-ID,J000DM
Mp,0.699614880239521
Mv,0.6526794117647061
SZ,25.666666666666664
Si,44.5284694013481
Sm,24.175006244276084
Sp,27.98459520958084
Sv,26.107176470588243
nB,0
nC,19
nF,0
nH,18
nI,0
nN,2
nO,1
nP,0
nS,0
nX,0
ABC,17.59678930062393
AMW,7.253547829900012
IC0,1.3776962753526187
IC1,3.1782129458410013
IC2,4.289822782008756
IC3,5.003055907333277
IC4,5.121928094887364
IC5,5.121928094887364
MID,46.05510423061845
Mpe,0.9565686274509805
Mse,0.9911871813546977
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,86.75800000000004
SdO,0
SdS,0
Spe,38.26274509803922
SsF,0
SsI,0
Sse,39.64748725418791
StN,0
fMF,0.55
nBr,0
nCl,0
AMID,2.093413828664475
BIC0,0.24287605253413344
BIC1,0.5602917190156246
BIC2,0.7562590115144284
BIC3,0.8819959022315534
BIC4,0.9029520506844078
BIC5,0.9029520506844078
CIC0,3.944231819534744
CIC1,2.1437151490463613
CIC2,1.0321053128786062
CIC3,0.31887218755408586
CIC4,0.1999999999999984
CIC5,0.1999999999999984
GGI1,3.5
GGI2,2.000000000000001
GGI3,0.6041666666666666
GGI4,0.7833333333333334
GGI5,0.5280555555555556
GGI6,0.10444444444444449
GGI7,0.20053854875283444
GGI8,0.1499196900982615
GGI9,0.04031635802469136
JGI1,0.14
JGI2,0.058823529411764726
JGI3,0.020833333333333332
JGI4,0.035606060606060606
JGI5,0.024002525252525254
JGI6,0.004973544973544975
JGI7,0.011796385220754968
JGI8,0.011532283853712423
JGI9,0.003359696502057613
MIC0,11.805464101461185
MIC1,28.624105381817166
MIC2,36.28436149496234
MIC3,38.31125116494707
MIC4,38.431074330001586
MIC5,38.431074330001586
MPC2,34
MPC3,45
MPC4,58
MPC5,68
MPC6,72
MPC7,80
MPC8,82
MPC9,96
Mare,0.9673999999999999
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.31972766795685986
RPCG,0.0780527303706975
SIC0,0.25887164403369817
SIC1,0.5971920118376323
SIC2,0.8060655284181455
SIC3,0.9400833341096025
SIC4,0.9624196350581787
SIC5,0.9624196350581787
SaaN,4.706408434522161
SaaO,0
SaaS,0
Sare,38.696
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.8185786722096235
SssS,0
StCH,0
StsC,0
TIC0,55.10785101410475
TIC1,127.12851783364005
TIC2,171.59291128035025
TIC3,200.12223629333107
TIC4,204.87712379549458
TIC5,204.87712379549458
Vabc,264.7464189750594
WPol,29
apol,46.734273999999985
bpol,22.643725999999994
nRot,4
ABCGG,13.261899048561498
ATS0Z,864.0
ATS0d,136.0
ATS0i,6345.541913568983
ATS0m,3407.66755
ATS0p,64.055336287282
ATS0s,106.13888888888889
ATS0v,9309.347656401733
ATS1Z,1062.0
ATS1d,174.0
ATS1i,6163.482556432197
ATS1m,4040.2001249999985
ATS1p,82.10767758000003
ATS1s,123.02777777777779
ATS1v,11899.074235969189
ATS2Z,1536.0
ATS2d,272.0
ATS2i,11146.046083403093
ATS2m,5698.450517999999
ATS2p,122.75189810139598
ATS2s,200.86111111111114
ATS2v,17348.066479387995
ATS3Z,1447.0
ATS3d,280.0
ATS3i,14588.280117414786
ATS3m,5136.831641
ATS3p,128.404099449886
ATS3s,228.8333333333334
ATS3v,17198.472127729736
ATS4Z,1164.0
ATS4d,234.0
ATS4i,13567.379218502687
ATS4m,4026.847674
ATS4p,108.05437169158401
ATS4s,203.7777777777778
ATS4v,14137.429845505312
ATS5Z,1046.0
ATS5d,208.0
ATS5i,11270.680193326483
ATS5m,3751.2288259999996
ATS5p,95.44604520928199
ATS5s,161.66666666666674
ATS5v,12708.092247159551
ATS6Z,1010.0
ATS6d,192.0
ATS6i,9603.83289757264
ATS6m,3609.067581
ATS6p,94.337229434792
ATS6s,154.05555555555563
ATS6v,12537.953090997751
ATS7Z,892.0
ATS7d,176.0
ATS7i,10359.779106774437
ATS7m,3080.479769
ATS7p,90.174402314188
ATS7s,150.27777777777777
ATS7v,11482.707810146017
ATS8Z,700.0
ATS8d,154.0
ATS8i,10003.096603645878
ATS8m,2394.631988999999
ATS8p,71.87767906698
ATS8s,124.66666666666666
ATS8v,8952.627762583576
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,11
C2SP3,2
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.21052631578947367
GGI10,0.06479338842975207
JGI10,0.005399449035812673
JGT10,0.3163268081895666
Kier1,15.5232
Kier2,7.26643598615917
Kier3,3.753086419753086
MID_C,39.69649025219373
MID_N,4.306138781189388
MID_O,2.052475197235333
MID_X,0.0
MID_h,6.35861397842472
MPC10,96
MWC01,25.0
MWC02,4.77912349311153
MWC03,5.6240175061873385
MWC04,6.484635235635252
MWC05,7.344072850573066
MWC06,8.210939733379021
MWC07,9.077151777732437
MWC08,9.948221883876299
MWC09,10.818917914398128
MWC10,11.693303467619163
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.075300000000002
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.231108616854587
SRW05,3.044522437723423
SRW06,6.715383386334681
SRW07,5.351858133476067
SRW08,8.280711075662847
SRW09,7.390798521735676
SRW10,9.889946281969461
SaaCH,20.561934674966672
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.480676801428933
SaasN,2.259075097631645
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.7023406476185783
VE1_D,4.621506535051413
VE2_A,0.16828821125538992
VE2_D,0.21006847886597332
VE3_A,2.0974225874671757
VE3_D,2.31917810214015
VR1_A,553.0798391367523
VR1_D,123.42466879915347
VR2_A,25.139992688034194
VR2_D,5.61021221814334
VR3_A,7.103959726034772
VR3_D,5.60408836108776
WPath,1238
Xc-3d,1.0749149571305296
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,14.777810114122522
Xp-1d,10.88214273316075
Xp-2d,9.54473885822451
Xp-3d,8.29348062525712
Xp-4d,6.888628972939431
Xp-5d,5.2647249991262175
Xp-6d,3.585229762733774
Xp-7d,2.614779356178233
ZMIC0,71.57809182748404
ZMIC1,45.771875131696234
ZMIC2,26.964217136595455
ZMIC3,21.59548143586466
ZMIC4,21.153808784293815
ZMIC5,21.153808784293815
nAcid,0
nAtom,40
nBase,0
nRing,4
piPC1,3.5409593240373143
piPC2,4.131158535344817
piPC3,4.708403440629744
piPC4,5.2630139706788
piPC5,5.710840839023647
piPC6,5.904339527297615
piPC7,6.25742809560512
piPC8,6.575555153883596
piPC9,7.007261189838169
AATS0Z,21.6
AATS0d,3.4
AATS0i,158.63854783922457
AATS0m,85.19168875
AATS0p,1.60138340718205
AATS0s,2.6534722222222222
AATS0v,232.73369141004332
AATS1Z,24.697674418604652
AATS1d,4.046511627906977
AATS1i,143.33680363795807
AATS1m,93.95814244186043
AATS1p,1.909480873953489
AATS1s,2.861111111111111
AATS1v,276.72265665044625
AATS2Z,20.756756756756758
AATS2d,3.675675675675676
AATS2i,150.62224437031207
AATS2m,77.00608808108106
AATS2p,1.6588094338026484
AATS2s,2.7143393393393396
AATS2v,234.43333080254047
AATS3Z,15.559139784946236
AATS3d,3.010752688172043
AATS3i,156.8632270689762
AATS3m,55.234748827956984
AATS3p,1.3806892413966236
AATS3s,2.4605734767025096
AATS3v,184.92980782505091
AATS4Z,13.694117647058823
AATS4d,2.7529411764705882
AATS4i,159.6162261000316
AATS4m,47.37467851764706
AATS4p,1.2712279022539295
AATS4s,2.397385620915033
AATS4v,166.32270406476837
AATS5Z,14.732394366197184
AATS5d,2.9295774647887325
AATS5i,158.74197455389412
AATS5m,52.8342088169014
AATS5p,1.3443104959053802
AATS5s,2.2769953051643204
AATS5v,178.98721474872607
AATS6Z,16.03174603174603
AATS6d,3.0476190476190474
AATS6i,152.44179202496255
AATS6m,57.286787
AATS6p,1.4974163402347935
AATS6s,2.4453262786596133
AATS6v,199.01512842853575
AATS7Z,13.313432835820896
AATS7d,2.626865671641791
AATS7i,154.6235687578274
AATS7m,45.977309985074626
AATS7p,1.3458866017042985
AATS7s,2.2429519071310113
AATS7v,171.38369865889578
AATS8Z,11.290322580645162
AATS8d,2.4838709677419355
AATS8i,161.34026780073995
AATS8m,38.623096596774175
AATS8p,1.159317404306129
AATS8s,2.010752688172043
AATS8v,144.39722197715443
AMID_C,1.8043859205542605
AMID_N,0.195733580963154
AMID_O,0.09329432714706058
AMID_X,0.0
AMID_h,0.28902790811021456
ATS0dv,272.0
ATS0pe,240.9843
ATS0se,297.95714399999997
ATS1dv,299.0
ATS1pe,274.329
ATS1se,327.76805199999984
ATS2dv,406.0
ATS2pe,466.5996
ATS2se,565.1993439999998
ATS3dv,332.0
ATS3pe,563.6200000000001
ATS3se,697.5751559999999
ATS4dv,268.0
ATS4pe,510.27150000000006
ATS4se,636.697856
ATS5dv,252.0
ATS5pe,420.60050000000007
ATS5se,525.499592
ATS6dv,228.0
ATS6pe,377.60060000000004
ATS6se,466.62793999999997
ATS7dv,192.0
ATS7pe,391.2346
ATS7se,489.48782800000004
ATS8dv,148.0
ATS8pe,353.2164999999999
ATS8se,448.5769
ATSC0Z,271.1
ATSC0c,0.5416777469643909
ATSC0d,20.4
ATSC0i,60.39453850403754
ATSC0m,1299.8572010999999
ATSC0p,9.453027129605099
ATSC0s,13.621527777777779
ATSC0v,2092.782034740203
ATSC1Z,24.617499999999993
ATSC1c,-0.20647122359929954
ATSC1d,5.869999999999997
ATSC1i,-10.650626692324058
ATSC1m,115.14469086749966
ATSC1p,-0.5382984908742307
ATSC1s,0.44227430555555364
ATSC1v,4.508727213374176
ATSC2Z,-19.78500000000001
ATSC2c,-0.05727826388790249
ATSC2d,-3.739999999999998
ATSC2i,-5.252178834796964
ATSC2m,-95.91117333500031
ATSC2p,-1.0360769260119334
ATSC2s,0.4279513888888863
ATSC2v,-213.92030452350573
ATSC3Z,-62.0075
ATSC3c,0.038305549966230354
ATSC3d,-7.129999999999999
ATSC3i,-8.32681233081566
ATSC3m,-297.3030796075
ATSC3p,-2.060079084115107
ATSC3s,-0.4006076388888907
ATSC3v,-441.7214181109763
ATSC4Z,-74.7375
ATSC4c,-0.05937387735913311
ATSC4d,0.24999999999999947
ATSC4i,-4.6624151915698855
ATSC4m,-353.9132419375001
ATSC4p,-1.257462934734538
ATSC4s,-5.938802083333334
ATSC4v,-376.7824349330839
ATSC5Z,50.197500000000026
ATSC5c,-0.06732988759872513
ATSC5d,-1.6099999999999999
ATSC5i,14.490319788642177
ATSC5m,245.89163754749998
ATSC5p,2.5502319878611472
ATSC5s,0.6801215277777783
ATSC5v,552.2308897671552
ATSC6Z,-42.78249999999999
ATSC6c,0.06273440259414849
ATSC6d,-5.029999999999999
ATSC6i,-0.08568688061051077
ATSC6m,-208.21125308250006
ATSC6p,-1.1983386425693823
ATSC6s,1.6870659722222217
ATSC6v,-344.1234249662898
ATSC7Z,-47.5925
ATSC7c,0.06408685211408154
ATSC7d,0.7299999999999993
ATSC7i,-14.447875458139688
ATSC7m,-236.08757919249993
ATSC7p,-2.7768639273902926
ATSC7s,-2.2174479166666665
ATSC7v,-604.4716129512707
ATSC8Z,52.045
ATSC8c,-0.02907664701663681
ATSC8d,3.3799999999999994
ATSC8i,-2.966293027598932
ATSC8m,245.5628092450002
ATSC8p,0.1352030318177446
ATSC8s,-0.10503472222222009
ATSC8v,193.29934720885794
AXp-0d,0.6717186415510237
AXp-1d,0.43528570932643
AXp-2d,0.2807276134771915
AXp-3d,0.1842995694501582
AXp-4d,0.11876946505067984
AXp-5d,0.07742242645773849
AXp-6d,0.04979485781574686
AXp-7d,0.03268474195222791
GATS1Z,0.7744932359980441
GATS1c,1.3654720958600253
GATS1d,0.7113543091655268
GATS1i,1.224763833289892
GATS1m,0.7783121904536692
GATS1p,1.019277800132401
GATS1s,0.8027079418337888
GATS1v,0.9199085296767893
GATS2Z,0.9710438952416083
GATS2c,1.3542767068937986
GATS2d,1.2400635930047696
GATS2i,1.1042606409356566
GATS2m,0.9692372037264377
GATS2p,1.0037734642222098
GATS2s,0.9833897114039861
GATS2v,0.9694792905898344
GATS3Z,1.0797110933948906
GATS3c,1.1390566516715783
GATS3d,1.1820050600885517
GATS3i,1.0627063293023142
GATS3m,1.0774604820426923
GATS3p,1.048092001671903
GATS3s,1.1215577282033993
GATS3v,1.038199052654275
GATS4Z,1.144943259487491
GATS4c,1.2969043992877125
GATS4d,0.8996539792387545
GATS4i,1.0145097356023118
GATS4m,1.139393714523743
GATS4p,1.0192013486575062
GATS4s,1.4984570631719423
GATS4v,1.0379835819677965
GATS5Z,0.889490391259397
GATS5c,1.1495866553453795
GATS5d,1.1578293289146646
GATS5i,0.834235049107952
GATS5m,0.886526971039179
GATS5p,0.8259864116564436
GATS5s,0.9638929677991477
GATS5v,0.8320703473242131
GATS6Z,1.0298431434543571
GATS6c,0.8075014008389747
GATS6d,1.1379551820728293
GATS6i,0.9652557226073755
GATS6m,1.0333469811742428
GATS6p,1.0726689350362555
GATS6s,0.7814233519051262
GATS6v,1.0831320645831581
GATS7Z,1.0520984160716154
GATS7c,0.6273286394997449
GATS7d,0.7561457418788412
GATS7i,1.0572629998158356
GATS7m,1.058630159734733
GATS7p,1.1829908619487286
GATS7s,0.9822668457356348
GATS7v,1.1783756542910393
GATS8Z,0.8782320534025059
GATS8c,0.7288802970693166
GATS8d,0.8633776091081595
GATS8i,0.9473366604843192
GATS8m,0.8823162485417385
GATS8p,0.9883437301570983
GATS8s,0.924868229547828
GATS8v,0.9615140682350632
MATS1Z,0.08447067502766503
MATS1c,-0.3545766012861564
MATS1d,0.2676698586411308
MATS1i,-0.16404727909507041
MATS1m,0.08240239024041836
MATS1p,-0.05297168571963098
MATS1s,0.030203510602350936
MATS1v,0.0020041097352840463
MATS2Z,-0.0394488919018613
MATS2c,-0.05715801303764078
MATS2d,-0.09909909909909906
MATS2i,-0.047007819857534654
MATS2m,-0.03988428685436049
MATS2p,-0.05924468151309198
MATS2s,0.016982314968549888
MATS2v,-0.05525305317048339
MATS3Z,-0.09837658603142117
MATS3c,0.030415695409585625
MATS3d,-0.1503267973856209
MATS3i,-0.05930047231300409
MATS3m,-0.0983741077066693
MATS3p,-0.09373246346395744
MATS3s,-0.012649415221508722
MATS3v,-0.09078236699312234
MATS4Z,-0.12973289647839953
MATS4c,-0.05158167992978415
MATS4d,0.0057670126874279
MATS4i,-0.0363290753031034
MATS4m,-0.12812746494741736
MATS4p,-0.06259870571525683
MATS4s,-0.20517011290878828
MATS4v,-0.08472424657782947
MATS5Z,0.10431678970911419
MATS5c,-0.07002748636825375
MATS5d,-0.044462855564761115
MATS5i,0.13517050790544075
MATS5m,0.10657362971065557
MATS5p,0.15198839440508843
MATS5s,0.028129521457062556
MATS5v,0.14866144159806818
MATS6Z,-0.10019731487824439
MATS6c,0.07353332668669134
MATS6d,-0.15655150949268595
MATS6i,-0.0009008160338530786
MATS6m,-0.10170164914491388
MATS6p,-0.0804874376597572
MATS6s,0.07863677376805082
MATS6v,-0.10440220713084608
MATS7Z,-0.10480794111331941
MATS7c,0.07063389154659643
MATS7d,0.021363769388352338
MATS7i,-0.14282081628730317
MATS7m,-0.10843330202260498
MATS7p,-0.17537548423935606
MATS7s,-0.09718803383033847
MATS7v,-0.1724396372415727
MATS8Z,0.12385621303887387
MATS8c,-0.03463152623978998
MATS8d,0.10689437065148638
MATS8i,-0.03168725988414768
MATS8m,0.12188078716159992
MATS8p,0.009227495199911161
MATS8s,-0.004974797102283371
MATS8v,0.05959017909825505
MAXaaN,4.706408434522161
MAXssO,5.8185786722096235
MINaaN,4.706408434522161
MINssO,5.8185786722096235
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.745009022015978
SpAD_D,233.01979393013676
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.006659652574293
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,678
TMWC10,120.98038386251223
TSRW10,71.83615408648106
VE1_Dt,4.627359494451533
VE2_Dt,0.2103345224750697
VE3_Dt,2.3204437622032907
VR1_Dt,124.13618973512982
VR2_Dt,5.642554078869537
VR3_Dt,5.60983662758994
Xc-3dv,0.4957733387480412
Xc-4dv,0.0
Xc-5dv,0.05038408760507805
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.5437003916594757
Xch-7d,0.6358298887049512
Xp-0dv,12.404605298106231
Xp-1dv,7.715879052190918
Xp-2dv,5.637969812110324
Xp-3dv,4.056975511603116
Xp-4dv,2.8567908022960133
Xp-5dv,1.762213374194791
Xp-6dv,0.9996175787879121
Xp-7dv,0.6197985565031555
Xpc-4d,2.665139145617283
Xpc-5d,4.038435326918383
Xpc-6d,5.204490239837363
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,43
nFRing,1
nHBAcc,3
nHBDon,0
nHRing,2
nSpiro,0
naRing,3
piPC10,7.202806615956765
AATS0dv,6.8
AATS0pe,6.0246075
AATS0se,7.4489285999999995
AATS1dv,6.953488372093023
AATS1pe,6.379744186046512
AATS1se,7.622512837209299
AATS2dv,5.486486486486487
AATS2pe,6.305400000000001
AATS2se,7.63782897297297
AATS3dv,3.5698924731182795
AATS3pe,6.060430107526883
AATS3se,7.500808129032257
AATS4dv,3.152941176470588
AATS4pe,6.00319411764706
AATS4se,7.4905630117647055
AATS5dv,3.5492957746478875
AATS5pe,5.923950704225353
AATS5se,7.401402704225352
AATS6dv,3.619047619047619
AATS6pe,5.993660317460318
AATS6se,7.406792698412698
AATS7dv,2.8656716417910446
AATS7pe,5.839322388059702
AATS7se,7.305788477611941
AATS8dv,2.3870967741935485
AATS8pe,5.697040322580643
AATS8se,7.235111290322581
AATSC0Z,6.777500000000001
AATSC0c,0.013541943674109772
AATSC0d,0.51
AATSC0i,1.5098634626009386
AATSC0m,32.4964300275
AATSC0p,0.23632567824012746
AATSC0s,0.34053819444444444
AATSC0v,52.319550868505075
AATSC1Z,0.5724999999999998
AATSC1c,-0.004801656362774408
AATSC1d,0.13651162790697668
AATSC1i,-0.24768899284474555
AATSC1m,2.677783508546504
AATSC1p,-0.012518569555214666
AATSC1s,0.010285448966408223
AATSC1v,0.1048541212412599
AATSC2Z,-0.267364864864865
AATSC2c,-0.0007740305930797633
AATSC2d,-0.05054054054054051
AATSC2i,-0.07097538965941844
AATSC2m,-1.2960969369594637
AATSC2p,-0.014001039540701803
AATSC2s,0.0057831268768768415
AATSC2v,-2.890814925993321
AATSC3Z,-0.666747311827957
AATSC3c,0.00041188763404548766
AATSC3d,-0.07666666666666666
AATSC3i,-0.08953561646038344
AATSC3m,-3.196807307607527
AATSC3p,-0.02215138800123771
AATSC3s,-0.004307609020310653
AATSC3v,-4.74969266785996
AATSC4Z,-0.879264705882353
AATSC4c,-0.0006985162042250954
AATSC4d,0.002941176470588229
AATSC4i,-0.054851943430233946
AATSC4m,-4.163685199264707
AATSC4p,-0.014793681585112213
AATSC4s,-0.06986825980392157
AATSC4v,-4.432734528624517
AATSC5Z,0.7070070422535215
AATSC5c,-0.0009483082760383821
AATSC5d,-0.022676056338028168
AATSC5i,0.2040890111076363
AATSC5m,3.4632625006690136
AATSC5p,0.03591876039241052
AATSC5s,0.009579176447574342
AATSC5v,7.777899855875425
