DLiP-ID,C001DL
BIC2,0.8141251723226933
BIC3,0.8746046867375956
BIC4,0.9022370301114914
BIC5,0.9022370301114914
CIC0,3.0742815995311172
CIC1,1.0399791242415621
CIC2,0.5983888393629808
CIC3,0.2857142857142865
CIC4,0.14285714285714413
CIC5,0.14285714285714413
GGI1,4.0
GGI2,2.2777777777777786
GGI3,2.0
GGI4,1.4788888888888896
GGI5,0.7641666666666668
GGI6,0.28163265306122454
GGI7,0.10593820861678002
GGI8,0.05894904257999495
GGI9,0.024691358024691357
JGI1,0.2
JGI2,0.0843621399176955
JGI3,0.06451612903225806
JGI4,0.052817460317460325
JGI5,0.03638888888888889
JGI6,0.02166405023547881
JGI7,0.015134029802397144
JGI8,0.014737260644998737
JGI9,0.012345679012345678
MIC0,20.723110949816665
MIC1,39.71210528068752
MIC2,43.882443544498855
MIC3,44.98354806600532
MIC4,45.12754806600532
MIC5,45.12754806600532
MPC2,30
MPC3,39
MPC4,52
MPC5,63
MPC6,69
MPC7,65
MPC8,73
MPC9,63
Mare,1.0128571428571427
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,2
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.2842227646868379
RPCG,0.1655360898005779
SIC0,0.36050454992923864
SIC1,0.7836691608789228
SIC2,0.875526386325796
SIC3,0.9405672578067115
SIC4,0.9702836289033555
SIC5,0.9702836289033555
SaaN,3.9187962962962963
SaaO,0
SaaS,0
Sare,28.359999999999996
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,5.8159389784720465
SsLi,0
SsOH,19.89669312169312
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,48.52605303074162
TIC1,105.48652233884917
TIC2,117.85105031544944
TIC3,126.60593781761288
TIC4,130.60593781761287
TIC5,130.60593781761287
Vabc,211.29464581030823
WPol,31
apol,34.06392999999999
bpol,12.550069999999998
nRot,2
ABCGG,12.19841833874567
ATS0Z,1008.0
ATS0d,110.0
ATS0i,4433.2564974468905
ATS0m,4106.396765000001
ATS0p,48.593841048490006
ATS0s,179.53307422648987
ATS0v,7213.0146295784325
ATS1Z,898.0
ATS1d,141.0
ATS1i,4303.835962149499
ATS1m,3487.5664529999985
ATS1p,60.355110451999984
ATS1s,108.93724279835392
ATS1v,9023.361993056591
ATS2Z,1318.0
ATS2d,206.0
ATS2i,7055.529937481598
ATS2m,5081.504805000001
ATS2p,87.040067699698
ATS2s,169.71604938271605
ATS2v,12648.562030326599
ATS3Z,1559.0
ATS3d,216.0
ATS3i,9302.81248714367
ATS3m,5964.616981000003
ATS3p,94.02015085964102
ATS3s,233.8477366255145
ATS3v,13974.365641547844
ATS4Z,1562.0
ATS4d,190.0
ATS4i,8756.22121570389
ATS4m,5924.877058000001
ATS4p,83.82521207484899
ATS4s,356.51440329218104
ATS4v,12711.601782169826
ATS5Z,1217.0
ATS5d,160.0
ATS5i,8552.545857170846
ATS5m,4491.211818999997
ATS5p,74.38035647369799
ATS5s,228.81893004115224
ATS5v,10919.897710892556
ATS6Z,986.0
ATS6d,121.0
ATS6i,8201.794061258495
ATS6m,3576.122888
ATS6p,60.55713975909399
ATS6s,184.5020576131688
ATS6v,8300.297199437828
ATS7Z,488.0
ATS7d,82.0
ATS7i,5987.581233778621
ATS7m,1650.8896799999995
ATS7p,44.585255136489984
ATS7s,87.15637860082303
ATS7v,5410.559728538742
ATS8Z,395.0
ATS8d,50.0
ATS8i,3861.218634427944
ATS8m,1445.9873339999997
ATS8p,28.555126363943
ATS8s,46.880658436214
ATS8v,3348.4261963733165
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,7
C2SP3,2
C3SP2,2
C3SP3,1
C4SP3,0
FCSP3,0.23076923076923078
GGI10,0.0
JGI10,0.0
JGT10,0.5019656378515231
Kier1,13.005
Kier2,4.835555555555556
Kier3,2.52465483234714
MAXdO,11.973172853503542
MID_C,27.05792409531086
MID_N,2.037524230358575
MID_O,5.326896361317262
MID_X,1.7700784968473133
MID_h,9.13449908852315
MINdO,11.973172853503542
MPC10,45
MWC01,20.0
MWC02,4.61512051684126
MWC03,5.501258210544727
MWC04,6.415096959171596
MWC05,7.315218389752975
MWC06,8.232440158470336
MWC07,9.136801468641313
MWC08,10.055306945596307
MWC09,10.961399367077858
MWC10,11.88050177253558
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.8921
SRW02,3.713572066704308
SRW03,1.9459101490553132
SRW04,5.081404364984463
SRW05,3.713572066704308
SRW06,6.658011045870748
SRW07,5.476463551931511
SRW08,8.331586243630754
SRW09,7.239214973779806
SRW10,10.05496322915898
SaaCH,4.7207782186948855
SaaNH,0
SaaSe,0
SaaaC,0.7833767951625099
SaasC,-0.27071738263206435
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.24134259259259205
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.924245830060914
VE1_D,4.178152219404521
VE2_A,0.21801365722560634
VE2_D,0.2321195677446956
VE3_A,1.954960852466825
VE3_D,2.017655760930615
VR1_A,93.32943262313552
VR1_D,91.92738319120183
VR2_A,5.184968479063084
VR2_D,5.107076843955657
VR3_A,5.123922185206346
VR3_D,5.108785617140418
WPath,561
Xc-3d,1.489804782382478
Xc-4d,0.0
Xc-5d,0.44970132669250884
Xc-6d,0.0
Xp-0d,12.861442840636295
Xp-1d,8.575387400469408
Xp-2d,8.18815836216084
Xp-3d,6.601511067015217
Xp-4d,5.76075878590742
Xp-5d,4.059215754039793
Xp-6d,3.088136109508212
Xp-7d,1.6233696542755631
ZMIC0,57.79798114121336
ZMIC1,32.566583620578854
ZMIC2,26.191820157113824
ZMIC3,24.267447445161622
ZMIC4,23.751060324573732
ZMIC5,23.751060324573732
nAcid,0
nAtom,28
nBase,0
nRing,3
piPC1,3.3141860046725258
piPC2,3.9982007016691985
piPC3,4.624972813284271
piPC4,5.262690188904886
piPC5,5.846438775057725
piPC6,6.238568735867035
piPC7,6.554155957606504
piPC8,6.960347729101308
piPC9,7.131036320844088
AATS0Z,36.0
AATS0d,3.9285714285714284
AATS0i,158.3305891945318
AATS0m,146.65702732142861
AATS0p,1.7354943231603575
AATS0s,6.411895508088924
AATS0v,257.6076653420869
AATS1Z,29.933333333333334
AATS1d,4.7
AATS1i,143.46119873831665
AATS1m,116.25221509999996
AATS1p,2.011837015066666
AATS1s,3.631241426611797
AATS1v,300.77873310188636
AATS2Z,27.458333333333332
AATS2d,4.291666666666667
AATS2i,146.99020703086663
AATS2m,105.86468343750003
AATS2p,1.8133347437437084
AATS2s,3.5357510288065845
AATS2v,263.5117089651375
AATS3Z,25.983333333333334
AATS3d,3.6
AATS3i,155.04687478572785
AATS3m,99.41028301666671
AATS3p,1.5670025143273503
AATS3s,3.8974622770919085
AATS3v,232.9060940257974
AATS4Z,27.892857142857142
AATS4d,3.392857142857143
AATS4i,156.36109313756947
AATS4m,105.8013760357143
AATS4p,1.4968787870508748
AATS4s,6.366328630217518
AATS4v,226.99288896731832
AATS5Z,22.537037037037038
AATS5d,2.962962962962963
AATS5i,158.38047883649713
AATS5m,83.1705892407407
AATS5p,1.377414008772185
AATS5s,4.237387593354671
AATS5v,202.22032797949177
AATS6Z,19.72
AATS6d,2.42
AATS6i,164.0358812251699
AATS6m,71.52245776
AATS6p,1.2111427951818798
AATS6s,3.690041152263376
AATS6v,166.00594398875654
AATS7Z,13.18918918918919
AATS7d,2.2162162162162162
AATS7i,161.82651983185463
AATS7m,44.618639999999985
AATS7p,1.2050068955808104
AATS7s,2.3555778000222443
AATS7v,146.2313440145606
AATS8Z,16.458333333333332
AATS8d,2.0833333333333335
AATS8i,160.884109767831
AATS8m,60.24947224999999
AATS8p,1.1897969318309582
AATS8s,1.9533607681755834
AATS8v,139.5177581822215
AMID_C,1.5032180052950477
AMID_N,0.11319579057547641
AMID_O,0.2959386867398479
AMID_X,0.09833769426929519
AMID_h,0.5074721715846194
ATS0dv,267.60493827160496
ATS0pe,187.6605
ATS0se,227.54375700000006
ATS1dv,272.1111111111111
ATS1pe,200.92900000000006
ATS1se,238.63606600000006
ATS2dv,395.66666666666663
ATS2pe,313.9996
ATS2se,376.5573599999999
ATS3dv,460.44444444444446
ATS3pe,397.209
ATS3se,481.38146399999994
ATS4dv,436.0
ATS4pe,397.53839999999997
ATS4se,476.01622000000003
ATS5dv,252.22222222222223
ATS5pe,367.03400000000005
ATS5se,446.0042240000001
ATS6dv,123.88888888888889
ATS6pe,328.47429999999997
ATS6se,406.960514
ATS7dv,63.111111111111114
ATS7pe,218.50049999999996
ATS7se,277.655838
ATS8dv,23.0
ATS8pe,138.7434
ATS8se,176.87949600000002
ATSC0Z,347.4285714285713
ATSC0c,0.9620802728779392
ATSC0d,20.714285714285722
ATSC0i,40.13251601388639
ATSC0m,1623.3410389642854
ATSC0p,7.152722225457858
ATSC0s,70.13506760728984
ATSC0v,1341.5151007166955
ATSC1Z,-11.673469387755095
ATSC1c,-0.5310649384414264
ATSC1d,6.306122448979586
ATSC1i,4.117845445821588
ATSC1m,-48.43561471173447
ATSC1p,1.1071547743594425
ATSC1s,-8.43526878058036
ATSC1v,148.54877274673748
ATSC2Z,26.693877551020414
ATSC2c,0.11751149215812644
ATSC2d,-1.6530612244897984
ATSC2i,-11.324227982906333
ATSC2m,120.99379859693894
ATSC2p,-1.0187564186493943
ATSC2s,5.366295580875244
ATSC2v,-153.32677275343804
ATSC3Z,40.79591836734697
ATSC3c,-0.519778909998117
ATSC3d,-3.3877551020408188
ATSC3i,-7.646110489619227
ATSC3m,203.5395532908163
ATSC3p,-0.2493401919551208
ATSC3s,-8.193740687861798
ATSC3v,395.78067149801313
ATSC4Z,-60.28571428571425
ATSC4c,0.919950607009051
ATSC4d,-8.214285714285717
ATSC4i,-4.758282840488497
ATSC4m,-298.3144915714282
ATSC4p,-2.0270073154513573
ATSC4s,40.22897750778411
ATSC4v,-570.1455592855604
ATSC5Z,-112.46938775510208
ATSC5c,-0.5524582404273142
ATSC5d,-10.663265306122447
ATSC5i,-12.313138454025433
ATSC5m,-520.5823459668366
ATSC5p,-1.167397394638225
ATSC5s,-44.52269712182999
ATSC5v,-500.59133009375506
ATSC6Z,-29.836734693877588
ATSC6c,0.10575469506432453
ATSC6d,0.0816326530612268
ATSC6i,11.627735935654378
ATSC6m,-145.86832565051023
ATSC6p,0.6245107327560379
ATSC6s,-37.286791694272594
ATSC6v,-190.88099482108632
ATSC7Z,-23.38775510204084
ATSC7c,-0.06863001707562295
ATSC7d,1.7704081632653077
ATSC7i,1.6719592282640439
ATSC7m,-105.69521598852089
ATSC7p,0.18454085265390086
ATSC7s,-0.9388056434279204
ATSC7v,66.32679853670044
ATSC8Z,101.48979591836732
ATSC8c,0.03407653825300754
ATSC8d,1.5306122448979607
ATSC8i,-6.466739097514981
ATSC8m,463.7514955663263
ATSC8p,-0.6762958779305219
ATSC8s,6.190637937845467
ATSC8v,-26.076220108961948
AXp-0d,0.714524602257572
AXp-1d,0.4287693700234704
AXp-2d,0.27293861207202796
AXp-3d,0.16926951453885172
AXp-4d,0.11078382280591192
AXp-5d,0.06443199609586973
AXp-6d,0.04475559578997408
AXp-7d,0.024974917758085587
GATS1Z,0.5608347039473687
GATS1c,1.3293440120132118
GATS1d,0.7603448275862066
GATS1i,0.950441042983756
GATS1m,0.5608032549530271
GATS1p,0.7082838540813329
GATS1s,0.7980510576649711
GATS1v,0.7126043039657758
GATS2Z,0.5998535156250003
GATS2c,0.5764818142585346
GATS2d,1.1405172413793099
GATS2i,1.19479020330816
GATS2m,0.6054299291190857
GATS2p,0.9622908321064084
GATS2s,0.557721376895872
GATS2v,0.9501124659677525
GATS3Z,0.840604440789474
GATS3c,1.1139193765550455
GATS3d,1.151379310344827
GATS3i,1.0898931501828166
GATS3m,0.8372768416962956
GATS3p,0.949265613231034
GATS3s,0.9809398874124486
GATS3v,0.7909584793058376
GATS4Z,0.8950966282894741
GATS4c,0.9011988660190264
GATS4d,1.2452586206896548
GATS4i,1.0692801768522917
GATS4m,0.8964574364132135
GATS4p,1.0186945846974393
GATS4s,1.2261928461710938
GATS4v,1.0149057902052465
GATS5Z,0.9383223684210531
GATS5c,1.7993760824235165
GATS5d,1.2310344827586202
GATS5i,1.1449413792809704
GATS5m,0.9362828769607906
GATS5p,0.9716723873105335
GATS5s,1.6471608668889046
GATS5v,1.0615783755462358
GATS6Z,1.0522450657894742
GATS6c,1.3233777696309799
GATS6d,0.8472413793103445
GATS6i,0.7863430199127969
GATS6m,1.053677081946569
GATS6p,0.9195695496150904
GATS6s,1.5222866770466823
GATS6v,1.0647177478765826
GATS7Z,1.2171663851351358
GATS7c,0.6979899046813908
GATS7d,0.722180801491146
GATS7i,0.8298237386725089
GATS7m,1.2200005678920622
GATS7p,1.0581809241064335
GATS7s,0.7095834515862636
GATS7v,1.1517422464296276
GATS8Z,0.8532329358552635
GATS8c,0.1188405471448457
GATS8d,0.597413793103448
GATS8i,1.0429058656958445
GATS8m,0.8668186324761905
GATS8p,1.1986913251631945
GATS8s,0.33261132497483564
GATS8v,1.2537321922022104
MATS1Z,-0.03135964912280701
MATS1c,-0.5151967285736907
MATS1d,0.28413793103448237
MATS1i,0.09576579785753545
MATS1m,-0.027847859843298618
MATS1p,0.14446869646229926
MATS1s,-0.11225365280354213
MATS1v,0.10334995197312194
MATS2Z,0.04481907894736845
MATS2c,0.07125015693391169
MATS2d,-0.046551724137931086
MATS2i,-0.16459968905038663
MATS2m,0.04347805800144451
MATS2p,-0.08308369300716685
MATS2s,0.04463300878772553
MATS2v,-0.06667134599656946
MATS3Z,0.05479714912280708
MATS3c,-0.25212396321863784
MATS3d,-0.07632183908045981
MATS3i,-0.08891007216993323
MATS3m,0.05851211950487586
MATS3p,-0.016267758285311396
MATS3s,-0.05451974004995563
MATS3v,0.13767839556960582
MATS4Z,-0.08675986842105261
MATS4c,0.47810491127582166
MATS4d,-0.1982758620689655
MATS4i,-0.05928213968496353
MATS4m,-0.09188287747649043
MATS4p,-0.1416948157330131
MATS4s,0.28679645489928
MATS4v,-0.21250061180115076
MATS5Z,-0.16785453216374283
MATS5c,-0.29775044395496314
MATS5d,-0.2669220945083013
MATS5i,-0.15908771598784177
MATS5m,-0.16628150235753242
MATS5p,-0.08462752341140206
MATS5s,-0.329162624912911
MATS5v,-0.19348710627614793
MATS6Z,-0.04809210526315798
MATS6c,0.06155684811919578
MATS6d,0.0022068965517241996
MATS6i,0.16225078242573612
MATS6m,-0.050319840627205924
MATS6p,0.04889411322288482
MATS6s,-0.29771987197203925
MATS6v,-0.07968106884723196
MATS7Z,-0.0509423897581793
MATS7c,-0.05398325961195392
MATS7d,0.06467847157502332
MATS7i,0.03152721455522072
MATS7m,-0.04927219046172202
MATS7p,0.019524389839499622
MATS7s,-0.01012970455697699
MATS7v,0.03741534696096735
MATS8Z,0.34080317982456143
MATS8c,0.041322914954123977
MATS8d,0.08620689655172419
MATS8i,-0.1879904301163252
MATS8m,0.33329004719750127
MATS8p,-0.11030931059749115
MATS8s,0.10297859792375362
MATS8v,-0.02267753585295913
MAXaaN,3.9187962962962963
MAXsCl,5.8159389784720465
MAXsOH,10.1043820861678
MINaaN,3.9187962962962963
MINsCl,5.8159389784720465
MINsOH,9.792311035525321
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,22.884555584368922
SpAD_D,129.03032503644667
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.603905370790291
SssNH2,0
SsssAs,0
SsssCH,-0.0894905482769246
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,537
TMWC10,112.11314378863196
TSRW10,70.21469769182019
VE1_Dt,4.224714503418211
VE2_Dt,0.23470636130101172
VE3_Dt,2.0287383502726346
VR1_Dt,87.55273443429556
VR2_Dt,4.8640408019053085
VR3_Dt,5.060027955976577
Xc-3dv,0.6973655744238872
Xc-4dv,0.0
Xc-5dv,0.10544092910522872
Xc-6dv,0.0
Xch-3d,0.28867513459481287
Xch-4d,0.16666666666666666
Xch-5d,0.2628917115316043
Xch-6d,0.3207384588826773
Xch-7d,0.6621545887196727
Xp-0dv,10.107397135123017
Xp-1dv,6.008703632980812
Xp-2dv,4.895448242380553
Xp-3dv,3.042625187188215
Xp-4dv,2.067652761778144
Xp-5dv,1.3524752987733915
Xp-6dv,0.8036438449393732
Xp-7dv,0.3877548417398105
Xpc-4d,3.455787056205749
Xpc-5d,5.893542478032925
Xpc-6d,9.206193282407266
n3Ring,1
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,30
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.891540543435144
AATS0dv,9.55731922398589
AATS0pe,6.702160714285715
AATS0se,8.126562750000002
AATS1dv,9.07037037037037
AATS1pe,6.697633333333335
AATS1se,7.954535533333336
AATS2dv,8.243055555555555
AATS2pe,6.541658333333333
AATS2se,7.844944999999998
AATS3dv,7.674074074074074
AATS3pe,6.62015
AATS3se,8.023024399999999
AATS4dv,7.785714285714286
AATS4pe,7.0988999999999995
AATS4se,8.500289642857144
AATS5dv,4.670781893004115
AATS5pe,6.796925925925927
AATS5se,8.259337481481483
AATS6dv,2.477777777777778
AATS6pe,6.5694859999999995
AATS6se,8.13921028
AATS7dv,1.705705705705706
AATS7pe,5.905418918918918
AATS7se,7.504211837837838
AATS8dv,0.9583333333333334
AATS8pe,5.780975000000001
AATS8se,7.369979000000001
AATSC0Z,12.408163265306117
AATSC0c,0.034360009745640685
AATSC0d,0.7397959183673473
AATSC0i,1.4333041433530853
AATSC0m,57.976465677295906
AATSC0p,0.25545436519492354
AATSC0s,2.5048238431174945
AATSC0v,47.91125359702484
AATSC1Z,-0.38911564625850315
AATSC1c,-0.017702164614714213
AATSC1d,0.21020408163265286
AATSC1i,0.13726151486071958
AATSC1m,-1.6145204903911492
AATSC1p,0.03690515914531475
AATSC1s,-0.2811756260193453
AATSC1v,4.951625758224583
AATSC2Z,0.556122448979592
AATSC2c,0.0024481560866276343
AATSC2d,-0.034438775510204134
AATSC2i,-0.2359214163105486
AATSC2m,2.520704137436228
AATSC2p,-0.021224092055195713
AATSC2s,0.11179782460156758
AATSC2v,-3.194307765696626
AATSC3Z,0.6799319727891162
AATSC3c,-0.00866298183330195
AATSC3d,-0.05646258503401365
AATSC3i,-0.12743517482698713
AATSC3m,3.3923258881802716
AATSC3p,-0.00415566986591868
AATSC3s,-0.13656234479769663
AATSC3v,6.596344524966885
AATSC4Z,-1.0765306122448972
AATSC4c,0.01642768941087591
AATSC4d,-0.1466836734693878
AATSC4i,-0.08496933643729458
AATSC4m,-5.327044492346933
AATSC4p,-0.03619655920448852
AATSC4s,0.7183745983532877
