DLiP-ID,J1009Q
GGI4,0.9883333333333334
GGI5,0.8369444444444445
GGI6,0.5160090702947846
GGI7,0.2639243197278911
GGI8,0.12873992189468378
GGI9,0.15780864197530867
JGI1,0.13793103448275862
JGI2,0.08187134502923979
JGI3,0.03863960113960114
JGI4,0.026711711711711713
JGI5,0.023248456790123457
JGI6,0.01612528344671202
JGI7,0.010556972789115646
JGI8,0.006130472471175417
JGI9,0.007890432098765434
MIC0,13.981575533732242
MIC1,30.16590441501361
MIC2,36.61071988437453
MIC3,38.16986578436278
MIC4,38.26203744978933
MIC5,38.26203744978933
MPC2,38
MPC3,50
MPC4,63
MPC5,73
MPC6,73
MPC7,78
MPC8,82
MPC9,86
Mare,0.9785384615384618
NaaN,1
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.15933274668603678
RPCG,0.08486019395869832
SIC0,0.2650875789398819
SIC1,0.6114862251655089
SIC2,0.7839603232256279
SIC3,0.8802056819631742
SIC4,0.8962465750860986
SIC5,0.8962465750860986
SaaN,4.184993587656203
SaaO,5.3763453097507234
SaaS,0
Sare,50.884000000000015
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,18.333867066814122
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,78.57801971628777
TIC1,181.25849898154095
TIC2,232.38376532602908
TIC3,260.9130903390099
TIC4,265.66797784117335
TIC5,265.66797784117335
Vabc,340.2720628712167
WPol,39
apol,57.44582499999998
bpol,29.096174999999995
nRot,9
ABCGG,16.37743772051332
ATS0Z,1120.0
ATS0d,159.0
ATS0i,8475.696824333725
ATS0m,4411.440291000002
ATS0p,75.24183462122498
ATS0s,196.41666666666669
ATS0v,11050.063398067305
ATS1Z,1291.0
ATS1d,200.0
ATS1i,7985.704542322401
ATS1m,4863.765697
ATS1p,95.212303092
ATS1s,172.75
ATS1v,13885.728855501733
ATS2Z,1780.0
ATS2d,311.0
ATS2i,14084.78436981289
ATS2m,6542.374393999999
ATS2p,138.282259832792
ATS2s,258.9722222222222
ATS2v,19578.943162255444
ATS3Z,1925.0
ATS3d,346.0
ATS3i,18519.027390223433
ATS3m,6932.036166999998
ATS3p,157.48385743897998
ATS3s,311.91666666666663
ATS3v,21477.411920747796
ATS4Z,1919.0
ATS4d,350.0
ATS4i,19919.082288448735
ATS4m,6764.847937
ATS4p,165.09845751328197
ATS4s,318.8888888888889
ATS4v,22146.352339972018
ATS5Z,1919.0
ATS5d,343.0
ATS5i,21871.676680737324
ATS5m,6705.774984000001
ATS5p,165.92759357862099
ATS5s,366.27777777777777
ATS5v,22108.263675294875
ATS6Z,1750.0
ATS6d,313.0
ATS6i,21433.45526918287
ATS6m,6071.181488
ATS6p,153.440223934866
ATS6s,384.6111111111111
ATS6v,20175.562569405418
ATS7Z,1394.0
ATS7d,269.0
ATS7i,18445.174201038724
ATS7m,4729.2814450000005
ATS7p,132.810849289772
ATS7s,282.88888888888886
ATS7v,17055.930147035473
ATS8Z,1144.0
ATS8d,231.0
ATS8i,16002.172502925672
ATS8m,3912.7425969999995
ATS8p,111.69570500747001
ATS8s,212.94444444444446
ATS8v,14112.024816661837
C1SP1,0
C1SP2,0
C1SP3,6
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.2857142857142857
GGI10,0.15549841852872157
JGI10,0.0077749209264360766
JGT10,0.35688023088563936
Kier1,21.702734839476815
Kier2,11.253462603878116
Kier3,5.9904
MID_C,43.15531520802469
MID_N,6.298935052129211
MID_O,5.459049689790669
MID_X,0.0
MID_h,11.75798474191988
MPC10,90
MWC01,29.0
MWC02,4.90527477843843
MWC03,5.739792912179234
MWC04,6.594413459749778
MWC05,7.449498005382849
MWC06,8.312626025674962
MWC07,9.174816815907135
MWC08,10.041552403492023
MWC09,10.907221234925327
MWC10,11.776035605049488
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.0531200000000007
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.351858133476067
SRW05,2.3978952727983707
SRW06,6.827629234502852
SRW07,4.727387818712341
SRW08,8.39366870513074
SRW09,6.803505257608338
SRW10,10.006450195593953
SaaCH,18.022927152388696
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,5.561971438487493
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.8953664851149312
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.425469891660368
SssPH,0
SssSe,0
SsssB,0
SsssN,1.9532347043755773
SsssP,0
VE1_A,4.001170264868062
VE1_D,5.115329572659651
VE2_A,0.1481914912914097
VE2_D,0.18945665083924634
VE3_A,2.3798386575580395
VE3_D,2.6254936029207157
VR1_A,497.16675408495956
VR1_D,161.73911315175545
VR2_A,18.41358348462813
VR2_D,5.990337524139091
VR3_A,7.202177264129935
VR3_D,6.079236397490894
WPath,2122
Xc-3d,1.2119919326033561
Xc-4d,0.0
Xc-5d,0.30315531549780367
Xc-6d,0.0
Xp-0d,19.062267164498692
Xp-1d,13.223876650462412
Xp-2d,10.976019262094079
Xp-3d,9.27677404904109
Xp-4d,7.68546851851159
Xp-5d,5.936369161549407
Xp-6d,3.8572086547412967
Xp-7d,2.668283611671668
ZMIC0,89.94703313671926
ZMIC1,51.08996837162996
ZMIC2,31.6567240537514
ZMIC3,26.784462253730016
ZMIC4,26.40103964214624
ZMIC5,26.40103964214624
nAcid,0
nAtom,52
nBase,0
nRing,3
piPC1,3.6506582412937387
piPC2,4.193435464866331
piPC3,4.756817735597231
piPC4,5.294873944770276
piPC5,5.7260330835910205
piPC6,5.868060273103374
piPC7,6.198605740944686
piPC8,6.487065486289323
piPC9,6.765165122226408
AATS0Z,21.53846153846154
AATS0d,3.0576923076923075
AATS0i,162.99416969872547
AATS0m,84.8353902115385
AATS0p,1.4469583581004803
AATS0s,3.7772435897435903
AATS0v,212.50121919360203
AATS1Z,23.90740740740741
AATS1d,3.7037037037037037
AATS1i,147.88341745041484
AATS1m,90.06973512962962
AATS1p,1.763190798
AATS1s,3.199074074074074
AATS1v,257.1431269537358
AATS2Z,19.560439560439562
AATS2d,3.4175824175824174
AATS2i,154.77785021772408
AATS2m,71.89422410989009
AATS2p,1.519585272887824
AATS2s,2.8458485958485955
AATS2v,215.15322156324663
AATS3Z,16.594827586206897
AATS3d,2.9827586206896552
AATS3i,159.64678784675374
AATS3m,59.758932474137914
AATS3p,1.3576194606808618
AATS3s,2.688936781609195
AATS3v,185.1501027650672
AATS4Z,15.352
AATS4d,2.8
AATS4i,159.35265830758988
AATS4m,54.118783496
AATS4p,1.3207876601062558
AATS4s,2.551111111111111
AATS4v,177.17081871977615
AATS5Z,14.110294117647058
AATS5d,2.5220588235294117
AATS5i,160.82115206424504
AATS5m,49.307169
AATS5p,1.220055835136919
AATS5s,2.693218954248366
AATS5v,162.56076231834467
AATS6Z,13.257575757575758
AATS6d,2.371212121212121
AATS6i,162.37466113017325
AATS6m,45.993799151515155
AATS6p,1.1624259389005
AATS6s,2.9137205387205385
AATS6v,152.84517098034408
AATS7Z,12.228070175438596
AATS7d,2.3596491228070176
AATS7i,161.79977369332215
AATS7m,41.484924956140354
AATS7p,1.1650074499102807
AATS7s,2.4814814814814814
AATS7v,149.61342234241644
AATS8Z,11.673469387755102
AATS8d,2.357142857142857
AATS8i,163.28747451964972
AATS8m,39.925944867346935
AATS8p,1.1397520919129593
AATS8s,2.172902494331066
AATS8v,144.00025323124322
AMID_C,1.5983450077046182
AMID_N,0.23329389081960042
AMID_O,0.20218702554780257
AMID_X,0.0
AMID_h,0.435480916367403
ATS0dv,350.0
ATS0pe,320.77809999999994
ATS0se,396.9724919999999
ATS1dv,352.0
ATS1pe,352.0771
ATS1se,421.47576399999997
ATS2dv,458.0
ATS2pe,576.4074999999999
ATS2se,701.7311199999999
ATS3dv,451.0
ATS3pe,718.4609
ATS3se,886.213916
ATS4dv,406.0
ATS4pe,764.4230000000001
ATS4se,945.2326999999999
ATS5dv,411.0
ATS5pe,824.9705
ATS5se,1029.58548
ATS6dv,373.0
ATS6pe,795.5751999999999
ATS6se,998.44596
ATS7dv,281.0
ATS7pe,677.5520000000001
ATS7se,852.7566440000002
ATS8dv,240.0
ATS8pe,568.8625000000001
ATS8se,719.7389720000001
ATSC0Z,381.23076923076917
ATSC0c,1.0003634216729598
ATSC0d,26.519230769230774
ATSC0i,76.32316766775138
ATSC0m,1814.925529442308
ATSC0p,11.779857507174516
ATSC0s,55.834935897435905
ATSC0v,2610.111002152658
ATSC1Z,11.491124260355036
ATSC1c,-0.361342438846424
ATSC1d,11.960798816568047
ATSC1i,-3.3697667840289327
ATSC1m,55.64362167529589
ATSC1p,0.3642248185019459
ATSC1s,-5.996856508875738
ATSC1v,69.7350518712002
ATSC2Z,-21.69230769230769
ATSC2c,-0.37636310127792777
ATSC2d,1.745192307692303
ATSC2i,-10.5354186255817
ATSC2m,-97.22587910096155
ATSC2p,-0.12039679824898131
ATSC2s,-11.29821047008547
ATSC2v,-19.68893115981699
ATSC3Z,-3.9763313609467525
ATSC3c,0.4656581946627252
ATSC3d,-6.50443786982249
ATSC3i,10.1952773583359
ATSC3m,-16.67228800591712
ATSC3p,1.6813432875382859
ATSC3s,-2.3000493096646957
ATSC3v,112.2346603153986
ATSC4Z,-108.26627218934912
ATSC4c,-0.24783326619122603
ATSC4d,-11.498150887573967
ATSC4i,-14.375120579203674
ATSC4m,-520.2039545632396
ATSC4p,-3.9415525838629955
ATSC4s,-5.2511813773833005
ATSC4v,-790.9172840191867
ATSC5Z,-49.98816568047336
ATSC5c,-0.09164030308416403
ATSC5d,-3.242603550295858
ATSC5i,-12.113604066546706
ATSC5m,-235.65134932988167
ATSC5p,-1.8223573473243766
ATSC5s,-5.9507725180802105
ATSC5v,-313.26053875163416
ATSC6Z,-0.6627218934911365
ATSC6c,0.29852437980231805
ATSC6d,-0.3372781065088735
ATSC6i,6.36325731522388
ATSC6m,-2.1770223920118514
ATSC6p,0.5081201925297191
ATSC6s,10.611850756081525
ATSC6v,53.75782485407185
ATSC7Z,-69.62130177514793
ATSC7c,-0.26357095896183036
ATSC7d,0.7847633136094692
ATSC7i,-10.837644655871054
ATSC7m,-325.99519860429
ATSC7p,-0.8963598340274271
ATSC7s,-13.167509040105193
ATSC7v,-310.5438733097291
ATSC8Z,41.065088757396445
ATSC8c,-0.16042934128085395
ATSC8d,6.6176035502958594
ATSC8i,-5.05429528788127
ATSC8m,194.2225857241124
ATSC8p,0.0038256580444626653
ATSC8s,1.608090894148584
ATSC8v,155.66416994488787
AXp-0d,0.7060098949814331
AXp-1d,0.4559957465676694
AXp-2d,0.2888426121603705
AXp-3d,0.18553548098082182
AXp-4d,0.12199156378589826
AXp-5d,0.0813201255006768
AXp-6d,0.052838474722483514
AXp-7d,0.034208764252200874
GATS1Z,0.8707907362568381
GATS1c,1.3803745606557836
GATS1d,0.6766578035613569
GATS1i,1.255810276649297
GATS1m,0.8735743526399167
GATS1p,1.0688883478446853
GATS1s,0.9789520009949962
GATS1v,0.990206108090879
GATS2Z,0.9680473884469043
GATS2c,1.307090537466968
GATS2d,1.2574329224075416
GATS2i,1.2173516625581196
GATS2m,0.9679845351326449
GATS2p,1.0333551366427582
GATS2s,0.9412883835546788
GATS2v,0.9916125139369213
GATS3Z,0.9658486056608501
GATS3c,0.881063179561251
GATS3d,1.309719686929559
GATS3i,1.0090447953943784
GATS3m,0.9662543698095747
GATS3p,0.9233725157596421
GATS3s,0.7676246475367406
GATS3v,0.956136831668489
GATS4Z,1.0568401937046006
GATS4c,1.000139043097616
GATS4d,1.200034807831762
GATS4i,1.1573432563842654
GATS4m,1.0610802125108436
GATS4p,1.1265747916690068
GATS4s,0.6381667575557533
GATS4v,1.1088166749867983
GATS5Z,1.0313634987893463
GATS5c,0.9510180051066737
GATS5d,0.9898477157360405
GATS5i,1.0367699840002895
GATS5m,1.0305489517177209
GATS5p,1.0462426889753145
GATS5s,1.016202175597715
GATS5v,1.0281323020327726
GATS6Z,1.0013023699464378
GATS6c,0.9066595272620942
GATS6d,0.9688509460083063
GATS6i,0.8966682757568853
GATS6m,0.9994581860026805
GATS6p,0.9625992107645247
GATS6s,1.1533872927489641
GATS6v,0.9720754865340957
GATS7Z,1.059656556645852
GATS7c,1.0060894486385399
GATS7d,0.9109575970382808
GATS7i,1.0015603378741302
GATS7m,1.0590830441886012
GATS7p,1.0227650029931634
GATS7s,1.042160451212702
GATS7v,1.0473160410527584
GATS8Z,0.8913932401047587
GATS8c,0.8017885582249225
GATS8d,0.716268813544272
GATS8i,0.9843463540272419
GATS8m,0.8964163346246564
GATS8p,0.9784916318277129
GATS8s,0.48958387637366013
GATS8v,0.9746825024871879
MATS1Z,0.029025797387379332
MATS1c,-0.3478329755139438
MATS1d,0.4343190180753632
MATS1i,-0.04251606302516923
MATS1m,0.029523385907133083
MATS1p,0.02977413013660532
MATS1s,-0.10342540238352639
MATS1v,0.025727745723030097
MATS2Z,-0.03251470079557247
MATS2c,-0.2149864985487067
MATS2d,0.03760488967160457
MATS2i,-0.07887826722320161
MATS2m,-0.030611528847479082
MATS2p,-0.005840322804082123
MATS2s,-0.11562868596248807
MATS2v,-0.00431047484046875
MATS3Z,-0.004675628287551149
MATS3c,0.20866749435202153
MATS3d,-0.10994973869120558
MATS3i,0.0598808577591481
MATS3m,-0.004117956443541308
MATS3p,0.06398257459362727
MATS3s,-0.018466155114515312
MATS3v,0.019275842699949745
MATS4Z,-0.11814043583535114
MATS4c,-0.10306118406761898
MATS4d,-0.1803683828861494
MATS4i,-0.07835170294530978
MATS4m,-0.11923621194793856
MATS4p,-0.13919403302530242
MATS4s,-0.03912409708867905
MATS4v,-0.12605655080593317
MATS5Z,-0.05013530836063239
MATS5c,-0.03502621013065019
MATS5d,-0.0467516956020987
MATS5i,-0.06068500934413386
MATS5m,-0.049645004738112196
MATS5p,-0.05915043464656942
MATS5s,-0.040750389303564484
MATS5v,-0.04588926993810959
MATS6Z,-0.0006848142441362908
MATS6c,0.11755779020667227
MATS6d,-0.005010218208187718
MATS6i,0.03284373286433807
MATS6m,-0.0004725344747148755
MATS6p,0.01699244329327525
MATS6s,0.07487115348542975
MATS6v,0.008113572535822195
MATS7Z,-0.08330147402404317
MATS7c,-0.12018167307719871
MATS7d,0.01349821253641721
MATS7i,-0.064770464684213
MATS7m,-0.08193149628642536
MATS7p,-0.03470889940361958
MATS7s,-0.10757122036936045
MATS7v,-0.05427033226458068
MATS8Z,0.057156034326563555
MATS8c,-0.08509484761265511
MATS8d,0.13240887362921963
MATS8i,-0.03513836035677304
MATS8m,0.05678298120178243
MATS8p,0.0001723230524603491
MATS8s,0.015282057830451118
MATS8v,0.03164513486074471
MAXaaN,4.184993587656203
MAXaaO,5.3763453097507234
MAXsOH,9.166933533407061
MINaaN,4.184993587656203
MINaaO,5.3763453097507234
MINsOH,9.166933533407061
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,35.28875544321802
SpAD_D,325.69480289521675
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.7458243637518875
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,689
TMWC10,130.90123124079923
TSRW10,75.58593206172837
VE1_Dt,5.126324865186123
VE2_Dt,0.18986388389578235
VE3_Dt,2.6276407749069493
VR1_Dt,160.60097268453808
VR2_Dt,5.94818417350141
VR3_Dt,6.072174631070843
Xc-3dv,0.6079872337095342
Xc-4dv,0.0
Xc-5dv,0.09539264245085988
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.40521738811376945
Xch-7d,0.4555242425599862
Xp-0dv,15.42878900110307
Xp-1dv,9.037980579389723
Xp-2dv,6.282654930788402
Xp-3dv,4.420565259398898
Xp-4dv,2.999885950325251
Xp-5dv,1.902719550907462
Xp-6dv,1.0133929013229526
Xp-7dv,0.5981562171035217
Xpc-4d,3.2618091935599756
Xpc-5d,5.246940872528498
Xpc-6d,7.393658149804055
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,54
nFRing,0
nHBAcc,6
nHBDon,3
nHRing,1
nSpiro,0
naRing,3
piPC10,6.995930691760824
AATS0dv,6.730769230769231
AATS0pe,6.168809615384614
AATS0se,7.634086384615382
AATS1dv,6.518518518518518
AATS1pe,6.519946296296296
AATS1se,7.80510674074074
AATS2dv,5.032967032967033
AATS2pe,6.33414835164835
AATS2se,7.711330989010988
AATS3dv,3.8879310344827585
AATS3pe,6.193628448275862
AATS3se,7.639775137931035
AATS4dv,3.248
AATS4pe,6.115384000000001
AATS4se,7.561861599999999
AATS5dv,3.0220588235294117
AATS5pe,6.065959558823529
AATS5se,7.570481470588235
AATS6dv,2.8257575757575757
AATS6pe,6.027084848484847
AATS6se,7.563984545454545
AATS7dv,2.4649122807017543
AATS7pe,5.943438596491229
AATS7se,7.4803214385964925
AATS8dv,2.4489795918367347
AATS8pe,5.804719387755103
AATS8se,7.344275224489797
AATSC0Z,7.331360946745561
AATSC0c,0.01923775810909538
AATSC0d,0.5099852071005918
AATSC0i,1.4677532243798341
AATSC0m,34.9024140277367
AATSC0p,0.2265357212918176
AATSC0s,1.0737487672583828
AATSC0v,50.19444234908958
AATSC1Z,0.21279859741398216
AATSC1c,-0.0066915266453041475
AATSC1d,0.22149627438088976
AATSC1i,-0.06240308859312838
AATSC1m,1.0304374384314055
AATSC1p,0.006744904046332331
AATSC1s,-0.11105289831251366
AATSC1v,1.2913898494666702
AATSC2Z,-0.2383770076077768
AATSC2c,-0.004135858255801404
AATSC2d,0.019177937447168166
AATSC2i,-0.11577383105034836
AATSC2m,-1.0684162538567203
AATSC2p,-0.0013230417389997946
AATSC2s,-0.12415615901192824
AATSC2v,-0.21636188087710975
AATSC3Z,-0.03427871862885132
AATSC3c,0.004014294781575217
AATSC3d,-0.05607274025709043
AATSC3i,0.08789032205461983
AATSC3m,-0.14372662074066483
AATSC3p,0.014494338685674879
AATSC3s,-0.019828011290212895
AATSC3v,0.9675401751327466
AATSC4Z,-0.866130177514793
AATSC4c,-0.0019826661295298084
AATSC4d,-0.09198520710059174
AATSC4i,-0.1150009646336294
AATSC4m,-4.161631636505916
AATSC4p,-0.03153242067090396
AATSC4s,-0.042009451019066404
AATSC4v,-6.327338272153494
AATSC5Z,-0.36756004176818646
