DLiP-ID,C000GN
GGI1,4.0
GGI2,1.7777777777777786
GGI3,0.875
GGI4,1.2711111111111113
GGI5,0.2777777777777778
GGI6,0.2808163265306123
GGI7,0.125
GGI8,0.04081632653061224
GGI9,0.0
JGI1,0.2222222222222222
JGI2,0.06837606837606841
JGI3,0.035
JGI4,0.07061728395061728
JGI5,0.01984126984126984
JGI6,0.02808163265306123
JGI7,0.020833333333333332
JGI8,0.013605442176870748
JGI9,0.0
MIC0,11.563410135657463
MIC1,24.25944605521609
MIC2,33.89114901009894
MIC3,35.5145081334337
MIC4,36.552063688989264
MIC5,36.701397022322595
MPC2,26
MPC3,34
MPC4,46
MPC5,64
MPC6,66
MPC7,72
MPC8,83
MPC9,82
Mare,0.9764444444444442
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.30853516698479405
RPCG,0.12089944568380749
SIC0,0.29184482125639727
SIC1,0.5848095180461689
SIC2,0.7534584779384266
SIC3,0.9221074378306845
SIC4,0.9376859502645475
SIC5,0.9688429751322739
SaaN,4.539351851851851
SaaO,0
SaaS,0
Sare,26.363999999999994
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,37.467610915405714
TIC1,75.07899364960718
TIC2,96.73047810401042
TIC3,118.38196255841368
TIC4,120.38196255841365
TIC5,124.38196255841368
Vabc,178.16995917362848
WPol,25
apol,32.34472299999999
bpol,11.035276999999997
nRot,0
ABCGG,10.009124141648263
ATS0Z,626.0
ATS0d,99.0
ATS0i,4316.14098986674
ATS0m,2475.1984239999997
ATS0p,44.77644195333901
ATS0s,96.66666666666667
ATS0v,6577.583431146568
ATS1Z,742.0
ATS1d,122.0
ATS1i,4292.1766457955
ATS1m,2833.8758419999986
ATS1p,57.12129936999998
ATS1s,100.22222222222223
ATS1v,8364.299163214962
ATS2Z,1094.0
ATS2d,192.0
ATS2i,6717.606182340698
ATS2m,4162.618505999999
ATS2p,85.82922338969793
ATS2s,147.77777777777783
ATS2v,12318.813864075571
ATS3Z,1154.0
ATS3d,202.0
ATS3i,9038.502960531698
ATS3m,4223.899381
ATS3p,95.39761166969798
ATS3s,185.11111111111111
ATS3v,13232.480422076858
ATS4Z,901.0
ATS4d,174.0
ATS4i,9787.04942047789
ATS4m,3194.086194
ATS4p,81.189668418188
ATS4s,167.22222222222229
ATS4v,10643.860525271311
ATS5Z,676.0
ATS5d,134.0
ATS5i,7407.56093190669
ATS5m,2404.181901999999
ATS5p,61.90067180849001
ATS5s,120.22222222222219
ATS5v,8187.63089766286
ATS6Z,520.0
ATS6d,95.0
ATS6i,5242.967960579099
ATS6m,1810.9490339999995
ATS6p,48.70845660969801
ATS6s,98.11111111111109
ATS6v,6355.975101097676
ATS7Z,358.0
ATS7d,70.0
ATS7i,5232.8062575129925
ATS7m,1191.5605819999998
ATS7p,35.766356798792
ATS7s,81.99999999999999
ATS7v,4389.463495203867
ATS8Z,214.0
ATS8d,40.0
ATS8i,3759.488017381344
ATS8m,689.0936430000002
ATS8p,20.598678033942996
ATS8s,65.00000000000001
ATS8v,2424.219660008739
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.4785772525534431
Kier1,11.11111111111111
Kier2,4.349112426035503
Kier3,2.204152249134948
MID_C,27.57890175646631
MID_N,5.632554705126822
MID_O,0.0
MID_X,0.0
MID_h,5.632554705126822
MPC10,62
MWC01,18.0
MWC02,4.48863636973214
MWC03,5.342334251964811
MWC04,6.2324480165505225
MWC05,7.107425474110705
MWC06,8.000014093678072
MWC07,8.883085524404578
MWC08,9.776278985795086
MWC09,10.662726734458161
MWC10,11.556128622270876
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,4
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,2
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.5524000000000004
SRW02,3.6109179126442243
SRW03,0.0
SRW04,4.948759890378168
SRW05,0.0
SRW06,6.493753839851686
SRW07,0.0
SRW08,8.137688184977605
SRW09,0.0
SRW10,9.831830420771897
SaaCH,13.563191924918115
SaaNH,0
SaaSe,0
SaaaC,3.980687830687831
SaasC,1.4504686318972038
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,11.466299760644999
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.741609914415827
VE1_D,3.9479223527332103
VE2_A,0.2338506196509892
VE2_D,0.24674514704582565
VE3_A,1.7895196064514916
VE3_D,1.843193083129442
VR1_A,80.23477789779837
VR1_D,76.69430553534077
VR2_A,5.014673618612398
VR2_D,4.793394095958798
VR3_A,4.854960689747136
VR3_D,4.809831091516498
WPath,413
Xc-3d,1.2440169358562925
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,11.120955864630139
Xp-1d,7.720346690612274
Xp-2d,7.348171632549771
Xp-3d,6.015081285169445
Xp-4d,5.098536104099008
Xp-5d,4.596687376388016
Xp-6d,3.1448472999649666
Xp-7d,2.1863052839106474
ZMIC0,52.80242555541563
ZMIC1,40.28874769320209
ZMIC2,25.254379045564313
ZMIC3,21.72832223311969
ZMIC4,20.299862046812706
ZMIC5,19.779895379505017
nAcid,0
nAtom,27
nBase,0
nRing,3
piPC1,3.295836866004329
piPC2,4.034240638152395
piPC3,4.711779921046349
piPC4,5.410529357154965
piPC5,6.134888255288956
piPC6,6.550544477211524
piPC7,7.038838364447133
piPC8,7.563208704993907
piPC9,7.962568054439756
AATS0Z,23.185185185185187
AATS0d,3.6666666666666665
AATS0i,159.85707369876815
AATS0m,91.67401570370369
AATS0p,1.658386739012556
AATS0s,3.5802469135802473
AATS0v,243.61420115357657
AATS1Z,25.586206896551722
AATS1d,4.206896551724138
AATS1i,148.00609123432758
AATS1m,97.71985662068961
AATS1p,1.9696999782758615
AATS1s,3.455938697318008
AATS1v,288.424109076378
AATS2Z,23.782608695652176
AATS2d,4.173913043478261
AATS2i,146.03491700740648
AATS2m,90.49170665217389
AATS2p,1.8658526823847377
AATS2s,3.212560386473431
AATS2v,267.80030139294723
AATS3Z,19.559322033898304
AATS3d,3.4237288135593222
AATS3i,153.19496543274064
AATS3m,71.5915149322034
AATS3p,1.6169086723677624
AATS3s,3.1374764595103577
AATS3v,224.27932918774337
AATS4Z,14.770491803278688
AATS4d,2.8524590163934427
AATS4i,160.44343312258835
AATS4m,52.36206875409836
AATS4p,1.3309781707899673
AATS4s,2.7413479052823324
AATS4v,174.4895168077264
AATS5Z,14.695652173913043
AATS5d,2.9130434782608696
AATS5i,161.03393330231935
AATS5m,52.26482395652172
AATS5p,1.345666778445435
AATS5s,2.6135265700483084
AATS5v,177.9919760361491
AATS6Z,15.294117647058824
AATS6d,2.7941176470588234
AATS6i,154.20494001703233
AATS6m,53.263206882352925
AATS6p,1.432601664991118
AATS6s,2.885620915032679
AATS6v,186.94044414993164
AATS7Z,11.1875
AATS7d,2.1875
AATS7i,163.52519554728102
AATS7m,37.236268187499995
AATS7p,1.11769864996225
AATS7s,2.5624999999999996
AATS7v,137.17073422512084
AATS8Z,9.727272727272727
AATS8d,1.8181818181818181
AATS8i,170.88581897187927
AATS8m,31.322438318181824
AATS8p,0.9363035469974089
AATS8s,2.954545454545455
AATS8v,110.19180272766995
AMID_C,1.7236813597791443
AMID_N,0.35203466907042635
AMID_O,0.0
AMID_X,0.0
AMID_h,0.35203466907042635
ATS0dv,202.0
ATS0pe,165.49730000000002
ATS0se,202.53472000000002
ATS1dv,234.0
ATS1pe,188.06500000000003
ATS1se,223.588936
ATS2dv,326.0
ATS2pe,289.7210000000001
ATS2se,347.44938400000007
ATS3dv,317.0
ATS3pe,369.4760000000001
ATS3se,447.75322000000006
ATS4dv,230.0
ATS4pe,364.90119999999996
ATS4se,453.0466
ATS5dv,158.0
ATS5pe,274.3209999999999
ATS5se,341.22789600000004
ATS6dv,109.0
ATS6pe,205.27900000000008
ATS6se,252.6732560000001
ATS7dv,66.0
ATS7pe,185.869
ATS7se,234.35144799999998
ATS8dv,27.0
ATS8pe,128.1016
ATS8se,162.50634800000006
ATSC0Z,177.85185185185185
ATSC0c,0.5292580263372092
ATSC0d,17.185185185185187
ATSC0i,45.50560697491197
ATSC0m,853.4799238518519
ATSC0p,6.028993584941628
ATSC0s,18.2962962962963
ATSC0v,1350.9698539434503
ATSC1Z,-2.9519890260631296
ATSC1c,-0.32925996871462043
ATSC1d,6.208504801097398
ATSC1i,12.536867872824137
ATSC1m,-9.012931766804037
ATSC1p,1.3876344654368449
ATSC1s,-8.12071330589849
ATSC1v,221.7993617861112
ATSC2Z,24.178326474622736
ATSC2c,0.12216366391186859
ATSC2d,-2.8340192043895733
ATSC2i,-11.546838703065678
ATSC2m,113.89771632647455
ATSC2p,-0.3079145476049205
ATSC2s,4.161865569272975
ATSC2v,28.33050563572447
ATSC3Z,-78.93552812071333
ATSC3c,-0.1573665663302004
ATSC3d,-2.1824417009602186
ATSC3i,-16.348349611606164
ATSC3m,-378.68073941700965
ATSC3p,-2.4934989982560403
ATSC3s,-7.659807956104252
ATSC3v,-578.2907024025975
ATSC4Z,-1.3319615912208462
ATSC4c,0.22119171190677103
ATSC4d,-1.4924554183813443
ATSC4i,5.708285422491812
ATSC4m,-9.56565751714669
ATSC4p,-0.365154809641831
ATSC4s,3.5404663923182427
ATSC4v,-97.27294910309203
ATSC5Z,5.43758573388204
ATSC5c,-0.14072471374138454
ATSC5d,-5.130315500685871
ATSC5i,7.941855922053131
ATSC5m,30.004117363511693
ATSC5p,1.165090713898926
ATSC5s,0.4581618655692725
ATSC5v,210.90512792432074
ATSC6Z,-72.70233196159123
ATSC6c,-0.02016314250874344
ATSC6d,-7.381344307270233
ATSC6i,-20.722658675305567
ATSC6m,-352.4336247764059
ATSC6p,-3.194313057016941
ATSC6s,-3.1015089163237315
ATSC6v,-689.1504882071114
ATSC7Z,-7.157750342935518
ATSC7c,-0.0006114093580523519
ATSC7d,-3.6268861454046633
ATSC7i,-16.00883001502506
ATSC7m,-37.41229397256506
ATSC7p,-1.3899138636083768
ATSC7s,-0.030178326474622708
ATSC7v,-227.44539817200243
ATSC8Z,8.787379972565173
ATSC8c,0.18736277856307829
ATSC8d,-1.262002743484225
ATSC8i,-3.463098534405819
ATSC8m,39.01455926886152
ATSC8p,-0.511235432059663
ATSC8s,6.190672153635117
ATSC8v,-71.97538919685411
AXp-0d,0.6950597415393837
AXp-1d,0.4289081494784597
AXp-2d,0.28262198586729886
AXp-3d,0.17691415544616015
AXp-4d,0.11083774139345669
AXp-5d,0.07182324025606275
AXp-6d,0.04764920151462071
AXp-7d,0.030365351165425658
GATS1Z,0.8141219894009679
GATS1c,1.6357577089486208
GATS1d,0.70429548156956
GATS1i,0.8338013949624978
GATS1m,0.8084881486579644
GATS1p,0.6762617897570582
GATS1s,1.4346642468239557
GATS1v,0.6891840761959509
GATS2Z,0.7277674157506836
GATS2c,0.5331273616635638
GATS2d,1.2498125937031483
GATS2i,1.143626523524446
GATS2m,0.7321377423210278
GATS2p,0.9710066893768423
GATS2s,0.5080091533180776
GATS2v,0.8892176545708211
GATS3Z,1.0840292533478282
GATS3c,1.0216207844924245
GATS3d,0.9744301578024546
GATS3i,1.180737557935686
GATS3m,1.083627665566581
GATS3p,1.1043326015622568
GATS3s,1.0905441570026757
GATS3v,1.0893892060883914
GATS4Z,0.9993581909177187
GATS4c,0.6482044599120516
GATS4d,0.9548827020915771
GATS4i,0.8869542403323204
GATS4m,1.0009318567754917
GATS4p,1.0040678822971634
GATS4s,0.7713546160483172
GATS4v,1.0182540727644545
GATS5Z,0.9851873313655541
GATS5c,0.9437906216693965
GATS5d,1.184032983508246
GATS5i,0.8420974263188934
GATS5m,0.9823941831790688
GATS5p,0.8685175107270592
GATS5s,0.8135011441647596
GATS5v,0.9003668957623366
GATS6Z,1.2383075679251292
GATS6c,0.9651821869423107
GATS6d,1.245943204868154
GATS6i,1.2936240114083892
GATS6m,1.2432717819941572
GATS6p,1.3827519517507851
GATS6s,1.1006191950464392
GATS6v,1.3592711657098648
GATS7Z,1.0872813411078717
GATS7c,1.044824623807827
GATS7d,1.0874191810344827
GATS7i,1.1792526877422689
GATS7m,1.0904702434149478
GATS7p,1.1979115166496295
GATS7s,1.1052631578947363
GATS7v,1.1734334520903806
GATS8Z,1.076483283480368
GATS8c,1.0621956031621342
GATS8d,1.0315438871473352
GATS8i,1.0109866861214427
GATS8m,1.077699611506381
GATS8p,1.0868837463603407
GATS8s,1.0550239234449759
GATS8v,1.0942891591641606
MATS1Z,-0.015453331226931464
MATS1c,-0.579211593231504
MATS1d,0.3363555291319859
MATS1i,0.2565014966578318
MATS1m,-0.009831924607873632
MATS1p,0.21428709760329528
MATS1s,-0.41323467820745485
MATS1v,0.15285526429323873
MATS2Z,0.07979465077956638
MATS2c,0.13548166619004254
MATS2d,-0.09679535232383803
MATS2i,-0.1489375207316925
MATS2m,0.07832991209365821
MATS2p,-0.029977217475644708
MATS2s,0.13351522619257164
MATS2v,0.012308768399617987
MATS3Z,-0.20310746228619436
MATS3c,-0.13606824032313633
MATS3d,-0.05811659848042078
MATS3i,-0.16440717143867228
MATS3m,-0.20304470066889574
MATS3p,-0.18926753625411746
MATS3s,-0.19158718177451445
MATS3v,-0.1958900171655735
MATS4Z,-0.0033148756324209066
MATS4c,0.1849844940445954
MATS4d,-0.03843979649519502
MATS4i,0.05552322682383323
MATS4m,-0.004960842590955644
MATS4p,-0.026808106041669926
MATS4s,0.08565075993893935
MATS4v,-0.03186987455069046
MATS5Z,0.017945421291853066
MATS5c,-0.15606619907498753
MATS5d,-0.17522488755622187
MATS5i,0.10243845622653928
MATS5m,0.020634477593870656
MATS5p,0.11342815070308206
MATS5s,0.014698116528780125
MATS5v,0.09163205229343882
MATS6Z,-0.3246196437758777
MATS6c,-0.030253499218835325
MATS6d,-0.34108772819472616
MATS6i,-0.3616307976533393
MATS6m,-0.32792073138492783
MATS6p,-0.4207435839943973
MATS6s,-0.13461538461538458
MATS6v,-0.40509161811939187
MATS7Z,-0.03395720533111199
MATS7c,-0.0009747167169610169
MATS7d,-0.17807112068965514
MATS7i,-0.2968304616313389
MATS7m,-0.036985782743298765
MATS7p,-0.19451668108399925
MATS7s,-0.0013917004048582962
MATS7v,-0.14205132272008492
MATS8Z,0.060637613115747335
MATS8c,0.43446715362611965
MATS8d,-0.09012539184952978
MATS8i,-0.0933987406316238
MATS8m,0.056101500713859165
MATS8p,-0.10406799976523584
MATS8s,0.4152557968347441
MATS8v,-0.06538519859513953
MAXaaN,4.539351851851851
MINaaN,4.539351851851851
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,20.847648638747913
SpAD_D,106.3972196776664
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,569
TMWC10,106.04907807296495
TSRW10,49.02295024862359
VE1_Dt,3.997529628131335
VE2_Dt,0.24984560175820844
VE3_Dt,1.855680206609366
VR1_Dt,72.66690649122113
VR2_Dt,4.54168165570132
VR3_Dt,4.755889703699174
Xc-3dv,0.48821620127012255
Xc-4dv,0.0
Xc-5dv,0.04303314829119352
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1916383190435099
Xch-7d,0.48566769348150685
Xp-0dv,8.643366018206592
Xp-1dv,5.0779818773043806
Xp-2dv,3.892647192048788
Xp-3dv,2.660893248820417
Xp-4dv,1.8564545760574545
Xp-5dv,1.378012643005236
Xp-6dv,0.7444517296083543
Xp-7dv,0.4309949550742486
Xpc-4d,2.4974431949644007
Xpc-5d,3.8304989828109925
Xpc-6d,6.257465367443537
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,29
nFRing,1
nHBAcc,3
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,8.00622823502724
AATS0dv,7.481481481481482
AATS0pe,6.129529629629631
AATS0se,7.501285925925926
AATS1dv,8.068965517241379
AATS1pe,6.485000000000001
AATS1se,7.709963310344827
AATS2dv,7.086956521739131
AATS2pe,6.298282608695655
AATS2se,7.553247478260871
AATS3dv,5.372881355932203
AATS3pe,6.262305084745765
AATS3se,7.589037627118645
AATS4dv,3.7704918032786887
AATS4pe,5.981986885245901
AATS4se,7.426993442622951
AATS5dv,3.4347826086956523
AATS5pe,5.963499999999998
AATS5se,7.417997739130436
AATS6dv,3.2058823529411766
AATS6pe,6.037617647058826
AATS6se,7.4315663529411795
AATS7dv,2.0625
AATS7pe,5.80840625
AATS7se,7.323482749999999
AATS8dv,1.2272727272727273
AATS8pe,5.8228
AATS8se,7.386652181818184
AATSC0Z,6.587105624142661
AATSC0c,0.01960214912360034
AATSC0d,0.6364883401920439
AATSC0i,1.6853928509226657
AATSC0m,31.61036755006859
AATSC0p,0.2232960587015418
AATSC0s,0.6776406035665297
AATSC0v,50.035920516424085
AATSC1Z,-0.10179272503665965
AATSC1c,-0.011353792024642083
AATSC1d,0.2140863724516344
AATSC1i,0.4323057887180737
AATSC1m,-0.31079075057944955
AATSC1p,0.047849464325408445
AATSC1s,-0.28002459675512037
AATSC1v,7.64825385469349
AATSC2Z,0.5256157929265812
AATSC2c,0.002655731824171056
AATSC2d,-0.06160911313890377
AATSC2i,-0.25101823267534085
AATSC2m,2.476037311445099
AATSC2p,-0.006693794513150445
AATSC2s,0.09047533846245598
AATSC2v,0.6158805572983581
AATSC3Z,-1.3378903071307344
AATSC3c,-0.002667229937800007
AATSC3d,-0.03699053730441049
AATSC3i,-0.2770906713831553
AATSC3m,-6.418317617237451
AATSC3p,-0.0422626948856956
AATSC3s,-0.1298272534932924
AATSC3v,-9.801537328857584
AATSC4Z,-0.021835435921653216
AATSC4c,0.0036260936378159185
AATSC4d,-0.024466482268546627
AATSC4i,0.09357844954904611
AATSC4m,-0.15681405765814246
AATSC4p,-0.005986144420357885
AATSC4s,0.0580404326609548
AATSC4v,-1.5946385098867546
AATSC5Z,0.11820838551917479
AATSC5c,-0.003059232907421403
AATSC5d,-0.1115285978409972
AATSC5i,0.17264904178376372
AATSC5m,0.6522634209459064
AATSC5p,0.025328058997802737
AATSC5s,0.00996004055585375
AATSC5v,4.58489408531132
AATSC6Z,-2.1383038812232713
AATSC6c,-0.0005930336031983365
AATSC6d,-0.21709836197853627
AATSC6i,-0.609489961038399
AATSC6m,-10.36569484636488
AATSC6p,-0.09395038402991003
AATSC6s,-0.09122085048010975
AATSC6v,-20.26913200609151
