DLiP-ID,C001XK
CIC0,3.7674834723043125
CIC1,1.9548470106442006
CIC2,1.0180451708970741
CIC3,0.36965142060205647
CIC4,0.26158579555288686
CIC5,0.26158579555288686
GGI1,7.0
GGI2,3.7777777777777795
GGI3,2.2291666666666665
GGI4,1.4905555555555559
GGI5,1.021111111111111
GGI6,0.4751927437641723
GGI7,0.4210600907029478
GGI8,0.23711104812295286
GGI9,0.23031635802469136
JGI1,0.24137931034482754
JGI2,0.08785529715762275
JGI3,0.05572916666666667
JGI4,0.04140432098765432
JGI5,0.03190972222222222
JGI6,0.015328798185941043
JGI7,0.0161946188731903
JGI8,0.011855552406147643
JGI9,0.012121913580246915
MIC0,18.4422379495806
MIC1,34.49266622733952
MIC2,42.57123891630071
MIC3,44.41386588901411
MIC4,44.52279603906367
MIC5,44.52279603906367
MPC2,43
MPC3,56
MPC4,73
MPC5,86
MPC6,99
MPC7,111
MPC8,127
MPC9,135
Mare,0.9892727272727274
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.17063059766431227
RPCG,0.1281410389980913
SIC0,0.30991287454852384
SIC1,0.6419321374095458
SIC2,0.8135254286505408
SIC3,0.9322912261891608
SIC4,0.9520855257789308
SIC5,0.9520855257789308
SaaN,4.579818065732568
SaaO,0
SaaS,0
Sare,43.528000000000006
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,74.44571843865134
TIC1,154.20172275169625
TIC2,195.42100370056983
TIC3,223.9503287135506
TIC4,228.70521621571407
TIC5,228.70521621571407
Vabc,300.5027326485619
WPol,40
apol,52.63627399999999
bpol,28.703725999999996
nRot,4
ABCGG,16.488291449507518
ATS0Z,1282.0
ATS0d,162.0
ATS0i,7060.803132191582
ATS0m,5083.871249000002
ATS0p,75.52854028728197
ATS0s,209.0494684499314
ATS0v,10609.144016576103
ATS1Z,1522.0
ATS1d,201.0
ATS1i,6859.410197893997
ATS1m,5880.339153000003
ATS1p,94.07555356000005
ATS1s,135.60956790123458
ATS1v,13380.096228622824
ATS2Z,2105.0
ATS2d,315.0
ATS2i,12071.59054905912
ATS2m,8030.139867999998
ATS2p,139.59895807909402
ATS2s,307.16049382716045
ATS2v,19740.770706720097
ATS3Z,2180.0
ATS3d,325.0
ATS3i,14813.155696244507
ATS3m,8049.885795999999
ATS3p,155.234318396245
ATS3s,317.4629629629628
ATS3v,20937.43556005553
ATS4Z,2060.0
ATS4d,314.0
ATS4i,17017.497309983308
ATS4m,7447.790944999998
ATS4p,145.802687391584
ATS4s,360.6358024691357
ATS4v,19403.323713290156
ATS5Z,1770.0
ATS5d,276.0
ATS5i,15634.047954163161
ATS5m,6448.467424999998
ATS5p,126.64490867982899
ATS5s,311.4567901234568
ATS5v,17196.15782589151
ATS6Z,1637.0
ATS6d,248.0
ATS6i,11542.473788925732
ATS6m,6020.724145000001
ATS6p,118.63601528594296
ATS6s,265.37808641975306
ATS6v,16132.68402854921
ATS7Z,1406.0
ATS7d,224.0
ATS7i,12410.041665000766
ATS7m,5011.386100999998
ATS7p,112.62901799994296
ATS7s,268.641975308642
ATS7v,15080.251659954203
ATS8Z,1154.0
ATS8d,205.0
ATS8i,12007.391838657673
ATS8m,4142.558638
ATS8p,92.74570394898002
ATS8s,187.35185185185196
ATS8v,11894.170545323424
C1SP1,0
C1SP2,2
C1SP3,1
C2SP1,0
C2SP2,14
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.10526315789473684
GGI10,0.14447505356596266
JGI10,0.007603950187682245
JGT10,0.5213826506122017
Kier1,19.322235434007133
Kier2,7.787993510005409
Kier3,4.224489795918367
MAXdO,12.542917848128436
MID_C,39.29025648458623
MID_N,8.325242574576308
MID_O,3.493364310417508
MID_X,0.0
MID_h,14.061971195411322
MINdO,12.542917848128436
MPC10,148
MWC01,29.0
MWC02,4.976733742420574
MWC03,5.8377304471659395
MWC04,6.739336627357174
MWC05,7.616283561580385
MWC06,8.519789817263504
MWC07,9.402694764470512
MWC08,10.307317991967832
MWC09,11.193477489754796
MWC10,12.098793624049717
NaaCH,10
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,5
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.677620000000002
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.442417710521793
SRW05,3.044522437723423
SRW06,6.983789965258135
SRW07,5.351858133476067
SRW08,8.602820277383675
SRW09,7.40184157874383
SRW10,10.26252470426388
SaaCH,17.87951733918007
SaaNH,3.257598897264752
SaaSe,0
SaaaC,1.5461018390112908
SaasC,3.4183842971154803
SaasN,1.9709574636432847
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,3.8643891381062545
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.6146877362055934
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.424428941348768
VE1_D,5.0230365078663475
VE2_A,0.1701703438980295
VE2_D,0.19319371184101336
VE3_A,2.4426526623567613
VE3_D,2.5695460779087576
VR1_A,231.33099822837707
VR1_D,157.94562892759913
VR2_A,8.897346085706811
VR2_D,6.074831881830736
VR3_A,6.399361022701542
VR3_D,6.017762298119886
WPath,1786
Xc-3d,2.5593986866595704
Xc-4d,0.2041241452319315
Xc-5d,0.596061472471586
Xc-6d,0.10206207261596575
Xp-0d,18.311190308942123
Xp-1d,12.420653420525285
Xp-2d,12.152264594615174
Xp-3d,9.928578574274637
Xp-4d,8.258531468737685
Xp-5d,6.092176143670976
Xp-6d,4.566044142700974
Xp-7d,3.1416470316602716
ZMIC0,83.16879760915276
ZMIC1,51.57280560040816
ZMIC2,31.541189676006436
ZMIC3,26.341762688467234
ZMIC4,25.92149161561875
ZMIC5,25.92149161561875
nAcid,0
nAtom,44
nBase,0
nRing,4
piPC1,3.7495040759303713
piPC2,4.465908118654584
piPC3,5.049856007249537
piPC4,5.670311864594601
piPC5,6.150602768446279
piPC6,6.57261028618304
piPC7,7.012783708255383
piPC8,7.450100009278844
piPC9,7.739015624952957
AATS0Z,29.136363636363637
AATS0d,3.6818181818181817
AATS0i,160.4727984588996
AATS0m,115.54252838636367
AATS0p,1.716557733801863
AATS0s,4.751124282952986
AATS0v,241.11690946763872
AATS1Z,32.38297872340426
AATS1d,4.276595744680851
AATS1i,145.94489782753186
AATS1m,125.11359900000005
AATS1p,2.0016075225531926
AATS1s,2.885309955345417
AATS1v,284.6828984813367
AATS2Z,26.645569620253166
AATS2d,3.9873417721518987
AATS2i,152.80494365897619
AATS2m,101.6473401012658
AATS2p,1.7670754187227091
AATS2s,3.8881075167994994
AATS2v,249.88317350278604
AATS3Z,22.708333333333332
AATS3d,3.3854166666666665
AATS3i,154.3037051692136
AATS3m,83.85297704166665
AATS3p,1.6170241499608853
AATS3s,3.3069058641975295
AATS3v,218.09828708391174
AATS4Z,19.433962264150942
AATS4d,2.9622641509433962
AATS4i,160.5424274526727
AATS4m,70.26217872641507
AATS4p,1.3754970508639999
AATS4s,3.4022245515956198
AATS4v,183.05022371028448
AATS5Z,18.63157894736842
AATS5d,2.905263157894737
AATS5i,164.56892583329645
AATS5m,67.87860447368419
AATS5p,1.3331043018929367
AATS5s,3.278492527615335
AATS5v,181.01218764096328
AATS6Z,21.826666666666668
AATS6d,3.3066666666666666
AATS6i,153.89965051900975
AATS6m,80.27632193333335
AATS6p,1.5818135371459061
AATS6s,3.5383744855967074
AATS6v,215.1024537139895
AATS7Z,17.79746835443038
AATS7d,2.8354430379746836
AATS7i,157.0891350000097
AATS7m,63.4352671012658
AATS7p,1.4256837721511768
AATS7s,3.4005313330207847
AATS7v,190.88926151840764
AATS8Z,15.594594594594595
AATS8d,2.77027027027027
AATS8i,162.26205187375234
AATS8m,55.98052213513514
AATS8p,1.2533203236348651
AATS8s,2.5317817817817834
AATS8v,160.7320343962625
AMID_C,1.5111637109456242
AMID_N,0.3202016374837041
AMID_O,0.13436016578528875
AMID_X,0.0
AMID_h,0.5408450459773586
ATS0dv,358.44444444444446
ATS0pe,277.9574999999999
ATS0se,340.4559809999999
ATS1dv,330.33333333333337
ATS1pe,307.86710000000005
ATS1se,367.96870799999976
ATS2dv,576.6666666666667
ATS2pe,517.0684000000001
ATS2se,621.4941979999998
ATS3dv,494.0
ATS3pe,613.9002000000003
ATS3se,747.0437519999999
ATS4dv,473.3333333333333
ATS4pe,669.6360999999999
ATS4se,825.6978499999998
ATS5dv,406.6666666666667
ATS5pe,599.0098
ATS5se,742.5621379999999
ATS6dv,373.33333333333337
ATS6pe,476.1064
ATS6se,581.9990799999999
ATS7dv,335.6666666666667
ATS7pe,497.39380000000006
ATS7se,611.2155419999997
ATS8dv,233.33333333333331
ATS8pe,440.5207
ATS8se,552.6127639999999
ATSC0Z,444.1818181818181
ATSC0c,0.7004308119242838
ATSC0d,30.72727272727272
ATSC0i,74.09843815444887
ATSC0m,2032.1089598863641
ATSC0p,12.560873455393907
ATSC0s,70.8095675115351
ATSC0v,2218.4741983414515
ATSC1Z,108.57851239669426
ATSC1c,-0.44657346325964853
ATSC1d,9.586776859504123
ATSC1i,-13.595972125157418
ATSC1m,469.66308882593023
ATSC1p,-1.1616054469167185
ATSC1s,-20.350652330331943
ATSC1v,64.74650311579812
ATSC2Z,74.7190082644629
ATSC2c,0.10884737080178057
ATSC2d,-3.7603305785123977
ATSC2i,1.4539648022204856
ATSC2m,353.81386472675655
ATSC2p,1.391332871851165
ATSC2s,38.15010474944449
ATSC2v,255.64648013445768
ATSC3Z,-111.3057851239669
ATSC3c,0.09550545308906067
ATSC3d,-10.40495867768595
ATSC3i,-19.708467406215416
ATSC3m,-524.2848431384294
ATSC3p,-3.9516430766855732
ATSC3s,-5.045579957827429
ATSC3v,-906.9311531976296
ATSC4Z,-110.71074380165292
ATSC4c,-0.024361294176862412
ATSC4d,3.2479338842975216
ATSC4i,-33.17111225897784
ATSC4m,-492.2104426580577
ATSC4p,-4.297577835100419
ATSC4s,0.13825500728383933
ATSC4v,-560.4991611244045
ATSC5Z,48.74380165289254
ATSC5c,-0.15037672253335752
ATSC5d,1.5206611570247937
ATSC5i,47.573720021969876
ATSC5m,247.26281517716933
ATSC5p,6.799157287958105
ATSC5s,-30.179044628736854
ATSC5v,1087.6565400678237
ATSC6Z,-89.80991735537191
ATSC6c,-0.030240556881203664
ATSC6d,-10.14876033057851
ATSC6i,-10.893287548597302
ATSC6m,-408.49864678357426
ATSC6p,-3.3623325282791616
ATSC6s,10.99543728353966
ATSC6v,-418.26110522312644
ATSC7Z,-144.28099173553716
ATSC7c,0.18367570883452233
ATSC7d,0.23966942148760342
ATSC7i,-1.9355600926471506
ATSC7m,-681.4389079096072
ATSC7p,-2.3352349009152
ATSC7s,-18.42182597757882
ATSC7v,-795.0544598143912
ATSC8Z,128.14876033057845
ATSC8c,-0.16465091299093942
ATSC8d,0.8677685950413219
ATSC8i,-13.826597918331744
ATSC8m,585.4001216911155
ATSC8p,1.1752880044538794
ATSC8s,-0.20743481036516154
ATSC8v,321.7400170644405
AXp-0d,0.7042765503439278
AXp-1d,0.42829839381121676
AXp-2d,0.2826108045259343
AXp-3d,0.17729604596918994
AXp-4d,0.1131305680648998
AXp-5d,0.07083925748454623
AXp-6d,0.04612165800708055
AXp-7d,0.0283031264113538
GATS1Z,0.8125625974342674
GATS1c,1.714231220334263
GATS1d,0.8634646858869448
GATS1i,1.3237643956179017
GATS1m,0.7992871153882198
GATS1p,1.1884571487907103
GATS1s,0.7948310786381575
GATS1v,0.8831823293204475
GATS2Z,0.8063182329259005
GATS2c,1.093601300239823
GATS2d,1.231125009362595
GATS2i,1.0816635639006804
GATS2m,0.79822649629474
GATS2p,0.88877523939872
GATS2s,0.5189242192259353
GATS2v,0.8339668389396176
GATS3Z,1.1263921578660119
GATS3c,1.0386941517370298
GATS3d,1.1953279092702174
GATS3i,1.1774049487427076
GATS3m,1.1182423113835052
GATS3p,1.1661209862850388
GATS3s,0.9369302258138094
GATS3v,1.1205867749769698
GATS4Z,1.228355563450444
GATS4c,1.1792068499266097
GATS4d,0.9175365635815567
GATS4i,1.1998728748105802
GATS4m,1.2118202474979347
GATS4p,1.1907126108538033
GATS4s,1.1886407551479767
GATS4v,1.0634996941308208
GATS5Z,0.970619600577375
GATS5c,1.2304125673756396
GATS5d,0.9943164123326069
GATS5i,0.6777010914156182
GATS5m,0.9654828985590719
GATS5p,0.7021215438308175
GATS5s,1.6667079948534353
GATS5v,0.7263947847393201
GATS6Z,1.1752394596807207
GATS6c,1.0457161020454528
GATS6d,1.2781262327416179
GATS6i,1.0978485465107277
GATS6m,1.1606034896599342
GATS6p,1.220929298116033
GATS6s,1.0022848599035812
GATS6v,1.071854560453545
GATS7Z,1.0121867179282582
GATS7c,0.710422454326774
GATS7d,0.7971313010261407
GATS7i,0.9615919411587652
GATS7m,1.0290133485247166
GATS7p,0.9873352255388536
GATS7s,1.3854874384452378
GATS7v,1.1435793116784958
GATS8Z,0.7443689084090233
GATS8c,0.9571993992846672
GATS8d,0.9455461378538305
GATS8i,1.0231948775603472
GATS8m,0.7581634955960305
GATS8p,0.8674244052609377
GATS8s,0.6943660429273203
GATS8v,0.9439488614842632
MATS1Z,0.22884315586870013
MATS1c,-0.596873762544599
MATS1d,0.29208107767845887
MATS1i,-0.1717734467039431
MATS1m,0.2163686113657385
MATS1p,-0.08657522283397744
MATS1s,-0.26905508946809065
MATS1v,0.027322268450579123
MATS2Z,0.09369057550117373
MATS2c,0.08655223479615337
MATS2d,-0.06815968841285301
MATS2i,0.010928748313097083
MATS2m,0.09697358289994276
MATS2p,0.061693128025489236
MATS2s,0.300074698293054
MATS2v,0.06418167109951471
MATS3Z,-0.11485195797516715
MATS3c,0.06249487018648081
MATS3d,-0.1552021696252466
MATS3i,-0.12190604533868601
MATS3m,-0.11825016498387843
MATS3p,-0.14419138524981578
MATS3s,-0.03265882792313598
MATS3v,-0.18737057156656442
MATS4Z,-0.1034607928698863
MATS4c,-0.014437165165416413
MATS4d,0.04387629786758962
MATS4i,-0.18582228290681208
MATS4m,-0.10054272319233304
MATS4p,-0.1420203968914172
MATS4s,0.0008104677512492919
MATS4v,-0.10487389455325541
MATS5Z,0.05082620591593597
MATS5c,-0.09943618276105341
MATS5d,0.022921208346309573
MATS5i,0.2973631369158972
MATS5m,0.05635609467051742
MATS5p,0.2507057639469371
MATS5s,-0.19739794023085874
MATS5v,0.227073505597308
MATS6Z,-0.11861918406331018
MATS6c,-0.02532887817270564
MATS6d,-0.193767258382643
MATS6i,-0.08624646961999947
MATS6m,-0.11793291805561694
MATS6p,-0.15704070450159488
MATS6s,0.09109865751723124
MATS6v,-0.11060748354928598
MATS7Z,-0.18091472924449603
MATS7c,0.14605353312893635
MATS7d,0.00434424387686316
MATS7i,-0.014548666559954185
MATS7m,-0.1867693129506167
MATS7p,-0.10354671310257339
MATS7s,-0.1448993104615159
MATS7v,-0.1996034673318067
MATS8Z,0.17154362713101964
MATS8c,-0.13977189637120147
MATS8d,0.016791939868862942
MATS8i,-0.11094998205949806
MATS8m,0.17128793529458167
MATS8p,0.055634657655121614
MATS8s,-0.0017418496018039853
MATS8v,0.0862326346433553
MAXaaN,4.579818065732568
MINaaN,4.579818065732568
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,-3.6339571391828316
SdssSe,0
SdsssP,0
SpAD_A,33.34402613377022
SpAD_D,284.4210444409448
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,933
TMWC10,131.69215806603043
TSRW10,77.16731225127651
VE1_Dt,5.044805803518411
VE2_Dt,0.1940309924430158
VE3_Dt,2.573870605231567
VR1_Dt,155.86541643951296
VR2_Dt,5.994823709212037
VR3_Dt,6.004504364792775
Xc-3dv,1.2945176632972224
Xc-4dv,0.05103103630798288
Xc-5dv,0.1876894803725573
Xc-6dv,0.017010345435994292
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.5289055460625555
Xch-7d,0.7190388939899153
Xp-0dv,15.209171335215492
Xp-1dv,9.615720627908628
Xp-2dv,7.922625573775104
Xp-3dv,5.650131915920301
Xp-4dv,3.8787400387392195
Xp-5dv,2.6095414251119466
Xp-6dv,1.7167137430889639
Xp-7dv,0.9611077193298042
Xpc-4d,5.067641468443807
Xpc-5d,7.705682996958733
Xpc-6d,10.247252771500126
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,47
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,2
nSpiro,0
naRing,4
piPC10,8.109274293977936
AATS0dv,8.146464646464647
AATS0pe,6.3172159090909075
AATS0se,7.737635931818179
AATS1dv,7.028368794326242
AATS1pe,6.550363829787235
AATS1se,7.8291214468085055
AATS2dv,7.299578059071731
AATS2pe,6.545169620253166
AATS2se,7.867015164556959
AATS3dv,5.145833333333333
AATS3pe,6.3947937500000025
AATS3se,7.7817057499999995
AATS4dv,4.465408805031446
AATS4pe,6.317321698113207
AATS4se,7.789602358490564
AATS5dv,4.280701754385965
AATS5pe,6.305366315789474
AATS5se,7.816443557894735
AATS6dv,4.977777777777778
AATS6pe,6.348085333333334
AATS6se,7.7599877333333325
AATS7dv,4.248945147679325
AATS7pe,6.296124050632912
AATS7se,7.7369055949367045
AATS8dv,3.153153153153153
AATS8pe,5.9529824324324325
AATS8se,7.467740054054052
AATSC0Z,10.095041322314048
AATSC0c,0.015918882089188267
AATSC0d,0.6983471074380163
AATSC0i,1.6840554126011107
AATSC0m,46.18429454287191
AATSC0p,0.2854743967134979
AATSC0s,1.6093083525348888
AATSC0v,50.419868144123896
AATSC1Z,2.310181114823282
AATSC1c,-0.009501563048077628
AATSC1d,0.2039739757341303
AATSC1i,-0.2892760026629238
AATSC1m,9.992831677147452
AATSC1p,-0.02471500950886635
AATSC1s,-0.4329926027730201
AATSC1v,1.3775851726765558
AATSC2Z,0.9458102311957329
AATSC2c,0.0013778148202757035
AATSC2d,-0.04759912124699238
AATSC2i,0.0184046177496264
AATSC2m,4.478656515528564
AATSC2p,0.017611808504445128
AATSC2s,0.4829127183473986
AATSC2v,3.236031394107059
AATSC3Z,-1.1594352617079886
AATSC3c,0.0009948484696777153
AATSC3d,-0.10838498622589532
AATSC3i,-0.20529653548141058
AATSC3m,-5.46130044935864
AATSC3p,-0.04116294871547472
AATSC3s,-0.052558124560702385
AATSC3v,-9.447199512475308
AATSC4Z,-1.0444409792608766
AATSC4c,-0.00022982352997040012
AATSC4d,0.030640885700920016
AATSC4i,-0.3129350213111117
