DLiP-ID,C001KA
ATS5Z,1247.0
ATS5d,216.0
ATS5i,12618.336126115884
ATS5m,4416.727986999998
ATS5p,94.91093471873499
ATS5s,283.0
ATS5v,13257.180612847682
ATS6Z,1005.0
ATS6d,171.0
ATS6i,10922.391933790788
ATS6m,3501.2472979999993
ATS6p,79.97171166903698
ATS6s,238.44444444444449
ATS6v,10980.844348777626
ATS7Z,859.0
ATS7d,136.0
ATS7i,8913.798711860783
ATS7m,3114.7216399999998
ATS7p,61.953713230432996
ATS7s,231.27777777777777
ATS7v,8591.75403862035
ATS8Z,606.0
ATS8d,89.0
ATS8i,6315.588985601997
ATS8m,2076.9809139999998
ATS8p,43.020936129396
ATS8s,175.05555555555557
ATS8v,6175.9651489884145
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,10
C2SP3,3
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.2
GGI10,0.012345679012345678
JGI10,0.004115226337448559
JGT10,0.5275581389077066
Kier1,14.917355371900827
Kier2,6.01171875
Kier3,3.122448979591837
MID_C,31.655176519465936
MID_N,0.0
MID_O,9.184836533882613
MID_X,0.0
MID_h,9.184836533882613
MPC10,89
MWC01,22.0
MWC02,4.6913478822291435
MWC03,5.54907608489522
MWC04,6.444131256700441
MWC05,7.321849713788356
MWC06,8.220133957151859
MWC07,9.106201332235038
MWC08,10.005547627727275
MWC09,10.896090967259447
MWC10,11.795914040175719
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.8404999999999996
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.153291594497779
SRW05,0.0
SRW06,6.70073110954781
SRW07,0.0
SRW08,8.344029572407049
SRW09,0.0
SRW10,10.037362636092155
SaaCH,8.985726319836168
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.4861354665322937
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.006656308218905
VE1_D,4.404955850235701
VE2_A,0.20033281541094525
VE2_D,0.22024779251178503
VE3_A,2.0811042356924534
VE3_D,2.175877417249893
VR1_A,126.92299301658907
VR1_D,106.1380693298234
VR2_A,6.346149650829454
VR2_D,5.306903466491169
VR3_A,5.536727728911397
VR3_D,5.35788796794899
WPath,787
Xc-3d,1.6542536502898997
Xc-4d,0.0
Xc-5d,0.3285328532178296
Xc-6d,0.0
Xp-0d,14.27565640300939
Xp-1d,9.541713895658194
Xp-2d,9.11028931120532
Xp-3d,7.431452614114893
Xp-4d,6.3147700457340585
Xp-5d,5.255510049419569
Xp-6d,3.5809680328458753
Xp-7d,2.583631364395641
ZMIC0,70.52295979561264
ZMIC1,45.56112349423584
ZMIC2,29.963969090976793
ZMIC3,23.841294720766683
ZMIC4,21.910132367795594
ZMIC5,21.728516906545575
nAcid,0
nAtom,34
nBase,0
nRing,3
piPC1,3.367295829986474
piPC2,3.9889840465642745
piPC3,4.516338972281476
piPC4,5.0530560099802075
piPC5,5.579258016588463
piPC6,5.701488178102828
piPC7,5.901779143548455
piPC8,6.208275590348983
piPC9,6.591888043747332
AATS0Z,25.705882352941178
AATS0d,3.588235294117647
AATS0i,159.35349702064667
AATS0m,101.70666811764707
AATS0p,1.5080617843495883
AATS0s,6.374183006535948
AATS0v,231.46705391455157
AATS1Z,26.555555555555557
AATS1d,4.277777777777778
AATS1i,145.02034032898888
AATS1m,101.29968661111108
AATS1p,1.8314709734444448
AATS1s,3.8580246913580245
AATS1v,279.66855907364607
AATS2Z,24.694915254237287
AATS2d,4.11864406779661
AATS2i,145.8683798865449
AATS2m,93.47610928813558
AATS2p,1.6964286833364235
AATS2s,3.72316384180791
AATS2v,255.11664166899598
AATS3Z,20.16867469879518
AATS3d,3.289156626506024
AATS3i,154.00086258527827
AATS3m,73.75934121686745
AATS3p,1.3912051545673976
AATS3s,3.812248995983935
AATS3v,204.64568393917676
AATS4Z,17.352272727272727
AATS4d,2.8295454545454546
AATS4i,158.7623459491589
AATS4m,62.47323445454545
AATS4p,1.2190528705310795
AATS4s,3.874368686868687
AATS4v,173.2196648823812
AATS5Z,15.784810126582279
AATS5d,2.7341772151898733
AATS5i,159.72577374830234
AATS5m,55.907949202531626
AATS5p,1.2014042369460125
AATS5s,3.5822784810126582
AATS5v,167.81241282085674
AATS6Z,14.779411764705882
AATS6d,2.514705882352941
AATS6i,160.623410791041
AATS6m,51.48893085294117
AATS6p,1.1760545833681908
AATS6s,3.5065359477124187
AATS6v,161.48300512908273
AATS7Z,15.618181818181819
AATS7d,2.4727272727272727
AATS7i,162.06906748837787
AATS7m,56.63130254545454
AATS7p,1.1264311496442363
AATS7s,4.205050505050505
AATS7v,156.21370979309725
AATS8Z,15.538461538461538
AATS8d,2.282051282051282
AATS8i,161.9381791179999
AATS8m,53.255920871794864
AATS8p,1.103100926394769
AATS8s,4.488603988603989
AATS8v,158.35808074329267
AMID_C,1.5827588259732968
AMID_N,0.0
AMID_O,0.45924182669413066
AMID_X,0.0
AMID_h,0.45924182669413066
ATS0dv,308.0
ATS0pe,224.4655
ATS0se,273.92481599999996
ATS1dv,298.0
ATS1pe,243.04399999999998
ATS1se,289.91255199999995
ATS2dv,427.0
ATS2pe,389.93
ATS2se,467.70089600000006
ATS3dv,477.0
ATS3pe,547.1465999999999
ATS3se,666.5773319999998
ATS4dv,423.0
ATS4pe,565.6998000000001
ATS4se,698.2473200000001
ATS5dv,307.0
ATS5pe,499.46209999999996
ATS5se,620.172148
ATS6dv,266.0
ATS6pe,428.02110000000005
ATS6se,533.082008
ATS7dv,234.0
ATS7pe,339.8932
ATS7se,425.093264
ATS8dv,145.0
ATS8pe,257.832
ATS8se,318.715384
ATSC0Z,264.11764705882354
ATSC0c,1.6010873507081744
ATSC0d,23.058823529411768
ATSC0i,46.029483960977025
ATSC0m,1245.5228929411765
ATSC0p,7.915751915227057
ATSC0s,82.05228758169935
ATSC0v,1638.2857536616125
ATSC1Z,-16.124567474048444
ATSC1c,-0.8383925987862121
ATSC1d,6.290657439446369
ATSC1i,10.043286790047503
ATSC1m,-65.75992111418674
ATSC1p,1.72113937533288
ATSC1s,-20.36582083813918
ATSC1v,244.77991970066125
ATSC2Z,-8.91003460207613
ATSC2c,0.01385040194350272
ATSC2d,-4.95501730103806
ATSC2i,-11.290340025059345
ATSC2m,-43.78516822145309
ATSC2p,-1.76095361344307
ATSC2s,-2.3962898885044215
ATSC2v,-210.280621554275
ATSC3Z,-89.87543252595158
ATSC3c,-0.22896404435936932
ATSC3d,-5.761245674740483
ATSC3i,-15.919581566302323
ATSC3m,-426.6191730622836
ATSC3p,-2.813072255462583
ATSC3s,-24.531237985390238
ATSC3v,-609.8828700366166
ATSC4Z,1.0484429065743939
ATSC4c,0.7217826368134613
ATSC4d,-6.68166089965398
ATSC4i,-10.7121410421036
ATSC4m,-8.111900318339057
ATSC4p,-1.964094327425682
ATSC4s,21.459438677431756
ATSC4v,-362.35333922762726
ATSC5Z,-33.80276816608997
ATSC5c,-0.6208731442577281
ATSC5d,-2.754325259515571
ATSC5i,-1.6405876470193794
ATSC5m,-157.01527683391012
ATSC5p,-0.3136094850252841
ATSC5s,-2.1443675509419466
ATSC5v,-113.43564176772837
ATSC6Z,-58.058823529411775
ATSC6c,-0.08477521515967289
ATSC6d,-1.2941176470588251
ATSC6i,2.319723274094086
ATSC6m,-270.27504082352954
ATSC6p,0.20503466691905806
ATSC6s,-29.23692810457516
ATSC6v,-139.89261907317209
ATSC7Z,126.04498269896195
ATSC7c,0.6013433709585286
ATSC7d,-2.477508650519032
ATSC7i,3.309487906955843
ATSC7m,588.1061481245673
ATSC7p,0.8301967634514043
ATSC7s,41.79940407535563
ATSC7v,433.52021300990594
ATSC8Z,-113.25259515570934
ATSC8c,-0.5034658880597473
ATSC8d,1.1972318339100336
ATSC8i,-6.566790502531594
ATSC8m,-528.2875308442907
ATSC8p,-1.2742830044433915
ATSC8s,-34.344290657439444
ATSC8v,-432.90212188332947
AXp-0d,0.7137828201504696
AXp-1d,0.4337142679844634
AXp-2d,0.2846965409751662
AXp-3d,0.1769393479551165
AXp-4d,0.11276375081667962
AXp-5d,0.07102040607323742
AXp-6d,0.045328709276530064
AXp-7d,0.029696912234432653
GATS1Z,0.8156087602078693
GATS1c,1.3372987007700388
GATS1d,0.8745748299319728
GATS1i,0.8764946595525483
GATS1m,0.8114081441705491
GATS1p,0.8487139424945427
GATS1s,1.0833482688120653
GATS1v,0.7810325360193534
GATS2Z,0.7899022309463591
GATS2c,0.7125873752660904
GATS2d,1.3340971982013141
GATS2i,1.2024677215056647
GATS2m,0.796170313125509
GATS2p,1.1740701613789193
GATS2s,0.677310290730485
GATS2v,1.0213761409493092
GATS3Z,1.0507365765959158
GATS3c,0.964024241729523
GATS3d,1.1293797639537742
GATS3i,1.1389051613956664
GATS3m,1.0512094553411395
GATS3p,1.1288477292669108
GATS3s,1.0235600279083517
GATS3v,1.0885821835358047
GATS4Z,0.9832266146993318
GATS4c,0.7741444315909969
GATS4d,1.040816326530612
GATS4i,1.0507985732052727
GATS4m,0.9869187281935846
GATS4p,1.0584149284412125
GATS4s,0.7322566512665286
GATS4v,1.0568838065170665
GATS5Z,1.0477925629387386
GATS5c,1.0283609658141653
GATS5d,0.9872933350555411
GATS5i,0.9712269190165563
GATS5m,1.0475794373539118
GATS5p,0.980869858328205
GATS5s,0.8990420875488776
GATS5v,1.0175762679530493
GATS6Z,1.1143930957683743
GATS6c,0.8935762437803721
GATS6d,0.9365433673469387
GATS6i,0.9251470599096451
GATS6m,1.1134036007373211
GATS6p,0.9468517906382753
GATS6s,1.2348877847697945
GATS6v,1.0335027886702843
GATS7Z,0.7337639198218263
GATS7c,0.6716397970498363
GATS7d,1.0278061224489794
GATS7i,0.8943815547131657
GATS7m,0.7394169859256816
GATS7p,0.8981123384536334
GATS7s,0.620945515373586
GATS7v,0.8669649978770047
GATS8Z,1.4240448860716122
GATS8c,1.6177861756672
GATS8d,0.7706043956043954
GATS8i,1.0603370060207906
GATS8m,1.4126249291719541
GATS8p,1.0582448376640399
GATS8s,1.8546517505912916
GATS8v,1.1409401153197871
MATS1Z,-0.057658995298193516
MATS1c,-0.4945484278773119
MATS1d,0.25765306122448983
MATS1i,0.20607066594238013
MATS1m,-0.04986387043977983
MATS1p,0.20535263592847114
MATS1s,-0.2344162108579824
MATS1v,0.1411115458680825
MATS2Z,-0.01944056472009363
MATS2c,0.004985104377429664
MATS2d,-0.12383258388100996
MATS2i,-0.1413506535740341
MATS2m,-0.020258263402849478
MATS2p,-0.1281984123496534
MATS2s,-0.016829668712517856
MATS2v,-0.07396674420059364
MATS3Z,-0.13939410202055438
MATS3c,-0.058580501593203854
MATS3d,-0.10234816818293577
MATS3i,-0.1416760262201983
MATS3m,-0.14031027630632475
MATS3p,-0.14557591798936778
MATS3s,-0.1224699658919252
MATS3v,-0.15249570263615683
MATS4Z,0.001533711277586555
MATS4c,0.17417573382241514
MATS4d,-0.11195500927643783
MATS4i,-0.089915884561645
MATS4m,-0.00251632733735777
MATS4p,-0.09586639837026904
MATS4s,0.10104711283618403
MATS4v,-0.08545527145040983
MATS5Z,-0.05508161596797384
MATS5c,-0.16689359673248108
MATS5d,-0.051407904934125545
MATS5i,-0.015339639627160586
MATS5m,-0.05425528143726117
MATS5p,-0.017050960188726916
MATS5s,-0.011247612844158811
MATS5v,-0.029799687067409358
MATS6Z,-0.10991091314031182
MATS6c,-0.02647426298202159
MATS6d,-0.02806122448979595
MATS6i,0.02519823246400835
MATS6m,-0.10849862429477404
MATS6p,0.012951054373283552
MATS6s,-0.17816034729966543
MATS6v,-0.042694816444722276
MATS7Z,0.2950151852601741
MATS7c,0.23217942371870173
MATS7d,-0.06641929499072358
MATS7i,0.044446843099678265
MATS7m,0.29189068301510596
MATS7p,0.0648343391980001
MATS7s,0.3149166509768708
MATS7v,0.16358215463819928
MATS8Z,-0.3738221689223917
MATS8c,-0.27413805945066094
MATS8d,0.0452642595499738
MATS8i,-0.12437450502620834
MATS8m,-0.36977109199146535
MATS8p,-0.14034211789180925
MATS8s,-0.3649036163772502
MATS8v,-0.23036387211663284
MAXsOH,10.171083711262284
MAXssO,5.680136999244143
MINsOH,9.28206969826243
MINssO,5.680136999244143
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,25.51792052112542
SpAD_D,162.91106656521134
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.22915650982615277
SssNH2,0
SsssAs,0
SsssCH,-1.4242724867724876
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,687
TMWC10,116.0302928621625
TSRW10,54.042077402315115
VE1_Dt,4.449372697849144
VE2_Dt,0.22246863489245722
VE3_Dt,2.185910300025871
VR1_Dt,102.12104710499906
VR2_Dt,5.106052355249953
VR3_Dt,5.319306026552801
Xc-3dv,0.6306105156318345
Xc-4dv,0.0
Xc-5dv,0.08785214128963774
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.19444444444444445
Xch-7d,0.48011368254018516
Xp-0dv,10.523011607167252
Xp-1dv,6.228723581034999
Xp-2dv,4.843040966352143
Xp-3dv,3.4084862256657957
Xp-4dv,2.4125230199919616
Xp-5dv,1.7275923788822156
Xp-6dv,0.9620460909463427
Xp-7dv,0.5874741001043046
Xpc-4d,3.4822013477623397
Xpc-5d,5.565202402263789
Xpc-6d,8.764273957559366
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,36
nFRing,1
nHBAcc,5
nHBDon,4
nHRing,1
nSpiro,0
naRing,2
piPC10,6.836057860646086
AATS0dv,9.058823529411764
AATS0pe,6.601926470588235
AATS0se,8.056612235294116
AATS1dv,8.277777777777779
AATS1pe,6.751222222222221
AATS1se,8.053126444444443
AATS2dv,7.237288135593221
AATS2pe,6.608983050847458
AATS2se,7.927133830508476
AATS3dv,5.746987951807229
AATS3pe,6.592127710843372
AATS3se,8.031052192771082
AATS4dv,4.806818181818182
AATS4pe,6.428406818181819
AATS4se,7.934628636363637
AATS5dv,3.8860759493670884
AATS5pe,6.322305063291139
AATS5se,7.85028035443038
AATS6dv,3.911764705882353
AATS6pe,6.294427941176472
AATS6se,7.839441294117647
AATS7dv,4.254545454545455
AATS7pe,6.179876363636363
AATS7se,7.728968436363636
AATS8dv,3.717948717948718
AATS8pe,6.611076923076923
AATS8se,8.172189333333332
AATSC0Z,7.768166089965398
AATSC0c,0.047090804432593364
AATSC0d,0.6782006920415226
AATSC0i,1.3538083517934418
AATSC0m,36.633026262975775
AATSC0p,0.2328162328007958
AATSC0s,2.4133025759323337
AATSC0v,48.18487510769449
AATSC1Z,-0.4479046520569012
AATSC1c,-0.023288683299617002
AATSC1d,0.17474048442906578
AATSC1i,0.2789801886124306
AATSC1m,-1.8266644753940762
AATSC1p,0.04780942709258
AATSC1s,-0.565717245503866
AATSC1v,6.799442213907257
AATSC2Z,-0.151017535628409
AATSC2c,0.00023475257531360542
AATSC2d,-0.08398334408539085
AATSC2i,-0.1913616953399889
AATSC2m,-0.742121495278866
AATSC2p,-0.029846671414289323
AATSC2s,-0.040615082856007144
AATSC2v,-3.56407833142839
AATSC3Z,-1.0828365364572479
AATSC3c,-0.002758602944088787
AATSC3d,-0.06941259849084919
AATSC3i,-0.19180218754581113
AATSC3m,-5.139990036894983
AATSC3p,-0.033892436812802205
AATSC3s,-0.29555708416132814
AATSC3v,-7.347986385983333
AATSC4Z,0.011914123938345384
AATSC4c,0.008202075418334788
AATSC4d,-0.07592796476879522
AATSC4i,-0.12172887547845
AATSC4m,-0.0921806854356711
AATSC4p,-0.022319253720746387
AATSC4s,0.24385725769808814
AATSC4v,-4.117651582132128
AATSC5Z,-0.427883141342911
AATSC5c,-0.00785915372478137
AATSC5d,-0.034864876702728746
AATSC5i,-0.02076693224075164
AATSC5m,-1.9875351497963307
AATSC5p,-0.003969740316775747
AATSC5s,-0.02714389304989806
AATSC5v,-1.4358941995914984
AATSC6Z,-0.8538062283737026
AATSC6c,-0.0012466943405834248
AATSC6d,-0.019031141868512135
