DLiP-ID,T006XN
Mordred Descriptors
MW,424.2474408840009
MZ,0.603174603174603
Mi,1.1339007235562397
Mm,0.5610531615860067
Mp,0.6484495390172038
Mv,0.6007221656828825
SZ,37.99999999999999
Si,71.4357455840431
Sm,35.34634917991842
Sp,40.85232095808384
Sv,37.8454964380216
nB,0
nC,24
nF,0
nH,32
nI,0
nN,4
nO,3
nP,0
nS,0
nX,0
ABC,23.133925882155534
AMW,6.73408636323811
IC0,1.488486470809897
IC1,3.6310332960693583
IC2,4.778712066288379
IC3,5.413632701209014
IC4,5.584345201243353
IC5,5.6478372647354185
MID,61.71338901528991
Mpe,0.9591036414565824
Mse,0.9976184695776832
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,123.24130000000007
SdO,24.08961307013144
SdS,0
Spe,60.4235294117647
SsF,0
SsI,0
Sse,62.84996358339404
StN,0
fMF,0.2698412698412698
nBr,0
nCl,0
AMID,1.9907544843641907
BIC0,0.24047312757426886
BIC1,0.586613281447569
BIC2,0.772027061644706
BIC3,0.8746019616085133
BIC4,0.9021814993499235
BIC5,0.9124389893463045
CIC0,4.48879345269002
CIC1,2.3462466274305585
CIC2,1.198567857211538
CIC3,0.5636472222909026
CIC4,0.39293472225656334
CIC5,0.3294426587644983
GGI1,7.0
GGI2,2.000000000000001
GGI3,1.75
GGI4,1.4044444444444446
GGI5,0.9444444444444444
GGI6,0.6677551020408165
GGI7,0.5052083333333334
GGI8,0.32048374905517757
GGI9,0.22687500000000005
JGI1,0.21875
JGI2,0.04878048780487808
JGI3,0.043750000000000004
JGI4,0.03511111111111112
JGI5,0.023035230352303523
JGI6,0.017572502685284645
JGI7,0.01485906862745098
JGI8,0.009711628759247805
JGI9,0.007823275862068966
MIC0,13.754527455036115
MIC1,30.67025765250186
MIC2,37.19324483700962
MIC3,39.0129913002843
MIC4,39.88367267492208
MIC5,39.94767267492208
MPC2,41
MPC3,46
MPC4,56
MPC5,66
MPC6,64
MPC7,67
MPC8,74
MPC9,68
Mare,0.9725714285714288
NaaN,0
NaaO,0
NaaS,0
NdNH,1
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.15112842184635833
RPCG,0.10271825401450442
SIC0,0.2490240527230208
SIC1,0.6074725196980996
SIC2,0.7994793831723824
SIC3,0.905701718924874
SIC4,0.9342619507057508
SIC5,0.9448841842810003
SaaN,0
SaaO,0
SaaS,0
Sare,61.27200000000001
SdNH,7.275609127247279
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.551818549803551
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,93.77464766102351
TIC1,228.75509765236959
TIC2,301.05886017616785
TIC3,341.0588601761679
TIC4,351.81374767833125
TIC5,355.81374767833137
Vabc,423.77677914050855
WPol,40
apol,68.22337599999997
bpol,34.408624
nRot,12
ABCGG,17.59509748820241
ATS0Z,1284.0
ATS0d,178.0
ATS0i,10361.74351958347
ATS0m,5047.541151000002
ATS0p,87.93082495516798
ATS0s,292.47222222222223
ATS0v,12781.51448755349
ATS1Z,1423.0
ATS1d,218.0
ATS1i,9512.826301958055
ATS1m,5305.5017720000005
ATS1p,112.339001546
ATS1s,201.38888888888889
ATS1v,16075.136064016448
ATS2Z,1989.0
ATS2d,341.0
ATS2i,16805.381683960833
ATS2m,7241.131657
ATS2p,165.5438639233391
ATS2s,344.5277777777777
ATS2v,22516.379387200508
ATS3Z,2117.0
ATS3d,387.0
ATS3i,24428.831343051017
ATS3m,7352.316927999998
ATS3p,192.75724588662086
ATS3s,414.1666666666667
ATS3v,25293.81306216144
ATS4Z,2115.0
ATS4d,391.0
ATS4i,26294.718263189658
ATS4m,7393.560304
ATS4p,191.15511579990297
ATS4s,433.3055555555556
ATS4v,24845.628715670366
ATS5Z,2196.0
ATS5d,368.0
ATS5i,25047.407226560717
ATS5m,7758.863409
ATS5p,181.68665282311105
ATS5s,521.9166666666666
ATS5v,24206.704284611136
ATS6Z,2035.0
ATS6d,352.0
ATS6i,24060.587074181105
ATS6m,7138.233570000002
ATS6p,172.44858600911093
ATS6s,459.5555555555555
ATS6v,22909.738578687142
ATS7Z,1843.0
ATS7d,322.0
ATS7i,21810.66023313497
ATS7m,6396.300818000002
ATS7p,161.36623447347003
ATS7s,411.7222222222221
ATS7v,21367.049695374524
ATS8Z,1773.0
ATS8d,307.0
ATS8i,21115.24037527457
ATS8m,6236.734537000002
ATS8p,151.379273510564
ATS8s,409.5833333333332
ATS8v,19912.802162726093
C1SP1,0
C1SP2,2
C1SP3,1
C2SP1,0
C2SP2,9
C2SP3,8
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.375
GGI10,0.19814304662789511
JGI10,0.007338631356588708
JGT10,0.4267319365589338
Kier1,27.24609375
Kier2,15.008923259964307
Kier3,11.11531190926276
MAXdO,12.414832089517681
MID_C,49.12085578236139
MID_N,7.396076590006839
MID_O,5.196456642921672
MID_X,0.0
MID_h,12.59253323292851
MINdO,11.674780980613757
MPC10,68
MWC01,32.0
MWC02,4.990432586778736
MWC03,5.771441123130016
MWC04,6.602587892189336
MWC05,7.405495663199472
MWC06,8.24143968982973
MWC07,9.054271186326293
MWC08,9.892679353819524
MWC09,10.710788970398378
MWC10,11.550789489006107
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.4693699999999996
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.43372200355424
SRW05,0.0
SRW06,6.859614903654202
SRW07,0.0
SRW08,8.366602832783736
SRW09,0.0
SRW10,9.918622440120398
SaaCH,14.894802022774066
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.412187664903543
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.6357136711907223
SdssS,0
SsCH3,2.1898297927511425
SsNH2,5.321251915082012
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.2794820669606075
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.867473331820684
VE1_D,5.462582475869392
VE2_A,0.15701526876840916
VE2_D,0.17621233793127072
VE3_A,2.7139770909155914
VE3_D,2.8293237703561527
VR1_A,413.40121031479094
VR1_D,192.90103703280664
VR2_A,13.335522913380354
VR2_D,6.222614097832472
VR3_A,7.155820686443217
VR3_D,6.393579407400809
WPath,3364
Xc-3d,2.013420005986402
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,22.63961743368832
Xp-1d,14.867412398353686
Xp-2d,13.080667578534154
Xp-3d,9.148114136342812
Xp-4d,7.3635728584753055
Xp-5d,5.767899372976901
Xp-6d,3.700277837510024
Xp-7d,2.516514908119332
ZMIC0,104.35374381999
ZMIC1,53.316745433851736
ZMIC2,31.718838877040167
ZMIC3,25.347330996857053
ZMIC4,23.237530762896636
ZMIC5,22.98500505346807
nAcid,1
nAtom,63
nBase,3
nRing,2
piPC1,3.7376696182833684
piPC2,4.204692619390966
piPC3,4.548599834499697
piPC4,5.030437921392435
piPC5,5.502787652596625
piPC6,5.510652719145643
piPC7,5.674182004879911
piPC8,5.96966617964657
piPC9,5.858825613266479
AATS0Z,20.38095238095238
AATS0d,2.8253968253968256
AATS0i,164.47211935846778
AATS0m,80.11970080952385
AATS0p,1.3957273802407615
AATS0s,4.642416225749559
AATS0v,202.88118234211888
AATS1Z,22.234375
AATS1d,3.40625
AATS1i,148.63791096809462
AATS1m,82.89846518750001
AATS1p,1.75529689915625
AATS1s,3.146701388888889
AATS1v,251.174001000257
AATS2Z,18.081818181818182
AATS2d,3.1
AATS2i,152.77619712691666
AATS2m,65.8284696090909
AATS2p,1.504944217484901
AATS2s,3.1320707070707066
AATS2v,204.69435806545917
AATS3Z,13.927631578947368
AATS3d,2.5460526315789473
AATS3i,160.71599567796721
AATS3m,48.370506105263146
AATS3p,1.268139775569874
AATS3s,2.724780701754386
AATS3v,166.40666488264105
AATS4Z,12.975460122699387
AATS4d,2.3987730061349692
AATS4i,161.31728995821877
AATS4m,45.35926566871166
AATS4p,1.1727307717785458
AATS4s,2.658316291751875
AATS4v,152.4271700347875
AATS5Z,14.25974025974026
AATS5d,2.3896103896103895
AATS5i,162.6455014711735
AATS5m,50.38222992857143
AATS5p,1.1797834598903314
AATS5s,3.389069264069264
AATS5v,157.18639145851387
AATS6Z,13.75
AATS6d,2.3783783783783785
AATS6i,162.57153428500746
AATS6m,48.23130790540542
AATS6p,1.165193148710209
AATS6s,3.1051051051051046
AATS6v,154.79553093707528
AATS7Z,13.651851851851852
AATS7d,2.3851851851851853
AATS7i,161.56044617137016
AATS7m,47.38000605925928
AATS7p,1.1953054405442225
AATS7s,3.049794238683127
AATS7v,158.27444218795944
AATS8Z,13.638461538461538
AATS8d,2.3615384615384616
AATS8i,162.42492596365054
AATS8m,47.97488105384617
AATS8p,1.1644559500812615
AATS8s,3.1506410256410247
AATS8v,153.17540125173917
AMID_C,1.5845437349148834
AMID_N,0.2385831158066722
AMID_O,0.16762763364263458
AMID_X,0.0
AMID_h,0.40621074944930674
ATS0dv,376.0
ATS0pe,383.4071999999998
ATS0se,476.82492399999984
ATS1dv,356.0
ATS1pe,409.25350000000003
ATS1se,492.08170399999995
ATS2dv,450.0
ATS2pe,676.8599999999999
ATS2se,828.6041959999995
ATS3dv,443.0
ATS3pe,917.4152000000004
ATS3se,1143.2132319999998
ATS4dv,468.0
ATS4pe,960.4529999999997
ATS4se,1209.3746879999999
ATS5dv,525.0
ATS5pe,932.5257
ATS5se,1165.208124
ATS6dv,454.0
ATS6pe,893.7517000000003
ATS6se,1119.866056
ATS7dv,405.0
ATS7pe,816.6339999999999
ATS7se,1021.15392
ATS8dv,391.0
ATS8pe,779.0379000000003
ATS8se,977.2093080000001
ATSC0Z,458.8571428571427
ATSC0c,1.3427961012981233
ATSC0d,31.71428571428572
ATSC0i,91.2683530028096
ATSC0m,2186.613261714285
ATSC0p,14.050999037114407
ATSC0s,109.0396825396825
ATSC0v,3153.0150282558307
ATSC1Z,-7.902494331065775
ATSC1c,-0.9805469617492708
ATSC1d,6.988662131519278
ATSC1i,7.95145410290015
ATSC1m,-31.20537063038516
ATSC1p,1.2225177638738647
ATSC1s,-10.415091962711008
ATSC1v,194.5352530785424
ATSC2Z,9.725623582766417
ATSC2c,0.636914582334388
ATSC2d,-5.485260770975053
ATSC2i,-4.238200742659695
ATSC2m,25.302344324263192
ATSC2p,-2.7461593099871187
ATSC2s,41.70496346686821
ATSC2v,-568.3086251386759
ATSC3Z,-108.36961451247168
ATSC3c,-0.3358768134779271
ATSC3d,2.419501133786846
ATSC3i,11.438062510343723
ATSC3m,-514.5016011043082
ATSC3p,-0.7257450491971401
ATSC3s,-20.898211136306376
ATSC3v,-438.29817770746547
ATSC4Z,95.22675736961453
ATSC4c,-0.15284263761639688
ATSC4d,-0.038548752834466446
ATSC4i,-30.470098116373155
ATSC4m,449.7423959614511
ATSC4p,-1.0619297168561304
ATSC4s,2.3982111363063754
ATSC4v,178.67556394636617
ATSC5Z,80.06349206349205
ATSC5c,0.12364454350411581
ATSC5d,0.2539682539682542
ATSC5i,-14.336512405686614
ATSC5m,367.25642153968266
ATSC5p,-1.26925628109985
ATSC5s,48.02557319223985
ATSC5v,42.640975309122396
ATSC6Z,46.76417233560091
ATSC6c,0.20607179280760096
ATSC6d,-0.7256235827664399
ATSC6i,-3.9811471851722686
ATSC6m,223.0748561791384
ATSC6p,0.01522800990304665
ATSC6s,-7.063240110859155
ATSC6v,173.40509127398713
ATSC7Z,-54.931972789115655
ATSC7c,-0.4639385850702213
ATSC7d,-1.4829931972789105
ATSC7i,-7.459176391324921
ATSC7m,-258.79728853061215
ATSC7p,-1.666987854653393
ATSC7s,-21.08106575963718
ATSC7v,-297.8211793323636
ATSC8Z,84.62811791383221
ATSC8c,0.502952068759218
ATSC8d,-2.1882086167800447
ATSC8i,3.8268617940226015
ATSC8m,392.9213881451247
ATSC8p,-0.37450188156897846
ATSC8s,28.4851347946586
ATSC8v,130.63167723111115
AXp-0d,0.7303102397963974
AXp-1d,0.4646066374485527
AXp-2d,0.3190406726471745
AXp-3d,0.19887204644223505
AXp-4d,0.13149237247277332
AXp-5d,0.08739241474207425
AXp-6d,0.05781684121109412
AXp-7d,0.03755992400178108
GATS1Z,0.9468837562266503
GATS1c,1.7614795570080362
GATS1d,1.0080236486486485
GATS1i,1.2073820042646652
GATS1m,0.9500774026319118
GATS1p,1.080142392358234
GATS1s,0.7781236352718541
GATS1v,1.0279355947418245
GATS2Z,0.9083635231518173
GATS2c,0.538971866274215
GATS2d,1.4128992628992627
GATS2i,1.1844618234043818
GATS2m,0.920399903216867
GATS2p,1.234043785615537
GATS2s,0.38516929245876047
GATS2v,1.1763296553573517
GATS3Z,1.065390066854559
GATS3c,0.9733582064903764
GATS3d,0.9517543859649121
GATS3i,0.9941580049330275
GATS3m,1.0667048506997365
GATS3p,1.0346505125850227
GATS3s,0.925845939909823
GATS3v,1.0594128029817815
GATS4Z,0.883657144603443
GATS4c,0.8699490409847637
GATS4d,1.0254518322002981
GATS4i,1.0829169193197672
GATS4m,0.88625216174103
GATS4p,1.0450597595100495
GATS4s,0.8657880012878125
GATS4v,0.9887527596611769
GATS5Z,0.9265255292652556
GATS5c,0.9610019338953341
GATS5d,0.9901719901719899
GATS5i,1.05574029979738
GATS5m,0.9279166030111687
GATS5p,1.02033884537308
GATS5s,0.9157193523413775
GATS5v,0.9739132418643088
GATS6Z,0.9645438558109793
GATS6c,0.9795834637781038
GATS6d,1.0633369856342827
GATS6i,0.9769860206082508
GATS6m,0.9620245049919234
GATS6p,0.9883388100577215
GATS6s,1.231006918556959
GATS6v,0.956854122530865
GATS7Z,1.0544232277108994
GATS7c,1.1904203469030639
GATS7d,1.0281614948281612
GATS7i,1.0232884121234436
GATS7m,1.052180453798609
GATS7p,1.0555264628293566
GATS7s,1.2847325671985403
GATS7v,1.031452209161724
GATS8Z,0.9016548519973181
GATS8c,0.8145653874031211
GATS8d,1.075225225225225
GATS8i,0.9396829665670667
GATS8m,0.9031899163820892
GATS8p,1.0086465432489986
GATS8s,0.9280456533058618
GATS8v,0.9700154389136099
MATS1Z,-0.016953027708592815
MATS1c,-0.7188179311355046
MATS1d,0.2169200450450451
MATS1i,0.08576042379444913
MATS1m,-0.014048111411435842
MATS1p,0.08564628896739829
MATS1s,-0.0940240829026858
MATS1v,0.06073413479894538
MATS2Z,0.012139137325936805
MATS2c,0.2716558019106261
MATS2d,-0.09905814905814898
MATS2i,-0.026595562128084702
MATS2m,0.0066273002694040946
MATS2p,-0.11193512489248102
MATS2s,0.21905392082260847
MATS2v,-0.1032300341185213
MATS3Z,-0.09788744510716398
MATS3c,-0.10367329797018883
MATS3d,0.03162043622569934
MATS3i,0.05194326130489639
MATS3m,-0.09752404683338159
MATS3p,-0.021407888758923636
MATS3s,-0.07943675514574343
MATS3v,-0.05761566591633553
MATS4Z,0.08021109489720302
MATS4c,-0.043993386802415664
MATS4d,-0.0004697949483225474
MATS4i,-0.12903472015293546
MATS4m,0.07949591208493995
MATS4p,-0.02921066978468057
MATS4s,0.008500721380227446
MATS4v,0.021902418139765113
MATS5Z,0.0713800520774369
MATS5c,0.037669053892344574
MATS5d,0.0032760032760032784
MATS5i,-0.06426035641351924
MATS5m,0.06870957292162178
MATS5p,-0.03695404181104538
MATS5s,0.1801805080427979
MATS5v,0.005532493564859884
MATS6Z,0.043382501430446654
MATS6c,0.06532618731635571
MATS6d,-0.009739469198928657
MATS6i,-0.01856807384220411
MATS6m,0.043426764939614
MATS6p,0.00046133327513247656
MATS6s,-0.02757390187334142
MATS6v,0.02341071283586267
MATS7Z,-0.055866888058668907
MATS7c,-0.1612342133131516
MATS7d,-0.021821821821821803
MATS7i,-0.03813971511583143
MATS7m,-0.055232477592433576
MATS7p,-0.05536458037254811
MATS7s,-0.09022248101511512
MATS7v,-0.04407946545648141
MATS8Z,0.08937877191301852
MATS8c,0.18151550336586642
MATS8d,-0.033437283437283416
MATS8i,0.020319815567649096
MATS8m,0.08708250012637177
MATS8p,-0.012916474685988407
MATS8s,0.12659918144305657
MATS8v,0.020077963453072115
MAXdNH,7.275609127247279
MAXsOH,9.551818549803551
MINdNH,7.275609127247279
MINsOH,9.551818549803551
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.0388575257509
SpAD_D,453.9270562899882
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.119794050135917
SssNH2,0
SsssAs,0
SsssCH,-0.9986745885988315
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,613
TMWC10,137.2199259546776
TSRW10,65.75294945000822
VE1_Dt,5.478121888192248
VE2_Dt,0.17671360929652413
VE3_Dt,2.832164432575914
VR1_Dt,191.87428530467503
VR2_Dt,6.189493074344356
VR3_Dt,6.388242505029143
Xc-3dv,0.7359909915094524
Xc-4dv,0.0
Xc-5dv,0.018633899812498248
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.16666666666666666
Xch-7d,0.23570226039551584
Xp-0dv,17.986960336629778
Xp-1dv,10.670183536113624
Xp-2dv,7.7054479048411055
Xp-3dv,4.985786994192902
Xp-4dv,3.3789987469174063
Xp-5dv,2.232796986187435
Xp-6dv,1.286034496747376
Xp-7dv,0.7978432704874581
Xpc-4d,3.1658421596537236
Xpc-5d,4.497752643214867
Xpc-6d,6.268155747777521
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,64
nFRing,0
nHBAcc,3
nHBDon,5
nHRing,0
nSpiro,0
naRing,2
piPC10,5.952268833642206
AATS0dv,5.968253968253968
AATS0pe,6.085828571428569
AATS0se,7.568649587301585
AATS1dv,5.5625
AATS1pe,6.3945859375000005
AATS1se,7.688776624999999
AATS2dv,4.090909090909091
AATS2pe,6.153272727272727
AATS2se,7.532765418181814
AATS3dv,2.914473684210526
AATS3pe,6.035626315789476
AATS3se,7.521139684210525
AATS4dv,2.871165644171779
AATS4pe,5.892349693251532
AATS4se,7.419476613496932
AATS5dv,3.409090909090909
AATS5pe,6.055361688311688
AATS5se,7.56628651948052
AATS6dv,3.0675675675675675
AATS6pe,6.03886283783784
AATS6se,7.566662540540541
AATS7dv,3.0
AATS7pe,6.04914074074074
AATS7se,7.564103111111111
AATS8dv,3.0076923076923077
AATS8pe,5.992599230769232
AATS8se,7.516994676923077
AATSC0Z,7.283446712018138
AATSC0c,0.02131422383012894
AATSC0d,0.5034013605442178
AATSC0i,1.4487040159176128
AATSC0m,34.70814701133786
AATSC0p,0.2230317307478477
AATSC0s,1.730788611740992
AATSC0v,50.047857591362394
AATSC1Z,-0.12347647392290273
AATSC1c,-0.015321046277332356
AATSC1d,0.10919784580498872
AATSC1i,0.12424147035781484
AATSC1m,-0.48758391609976814
AATSC1p,0.019101840060529136
AATSC1s,-0.1627358119173595
AATSC1v,3.039613329352225
AATSC2Z,0.08841475984333107
AATSC2c,0.0057901325666762544
AATSC2d,-0.049866007008864115
AATSC2i,-0.03852909766054268
AATSC2m,0.23002131203875628
AATSC2p,-0.024965084636246533
AATSC2s,0.3791360315169837
AATSC2v,-5.166442046715235
AATSC3Z,-0.7129579902136295
AATSC3c,-0.002209715878144257
AATSC3d,0.015917770617018722
AATSC3i,0.07525041125226134
AATSC3m,-3.3848789546336064
AATSC3p,-0.004774638481560132
AATSC3s,-0.13748823115991038
AATSC3v,-2.8835406428122727
AATSC4Z,0.5842132353964081
AATSC4c,-0.0009376848933521281
AATSC4d,-0.00023649541616237085
AATSC4i,-0.18693311727836293
AATSC4m,2.7591558034444854
AATSC4p,-0.006514906238381168
AATSC4s,0.014712951756480831
AATSC4v,1.0961691039654367
AATSC5Z,0.5198928056070913
