DLiP-ID,T002BC
TIC1,215.0815929168395
TIC2,292.4049054492915
TIC3,319.5661649080217
TIC4,326.3210524101852
TIC5,328.32105241018525
Vabc,400.4235595950468
WPol,45
apol,65.12299699999998
bpol,34.249003
nRot,9
ABCGG,17.430746110283778
ATS0Z,1232.0
ATS0d,177.0
ATS0i,9595.750500700722
ATS0m,4848.296910000002
ATS0p,85.386986240621
ATS0s,256.44444444444446
ATS0v,12444.949081039013
ATS1Z,1407.0
ATS1d,222.0
ATS1i,8912.248298185754
ATS1m,5285.106592000002
ATS1p,109.56675665600004
ATS1s,183.75
ATS1v,15739.5014601672
ATS2Z,1993.0
ATS2d,353.0
ATS2i,16467.493380441687
ATS2m,7282.252326000001
ATS2p,164.09291401849012
ATS2s,318.33333333333326
ATS2v,22628.1085415561
ATS3Z,2253.0
ATS3d,430.0
ATS3i,23182.95626460818
ATS3m,7948.521065000001
ATS3p,203.82301835467797
ATS3s,375.52777777777766
ATS3v,27173.883621713125
ATS4Z,2214.0
ATS4d,430.0
ATS4i,27088.119918306224
ATS4m,7584.074320999999
ATS4p,211.22133721601696
ATS4s,410.63888888888897
ATS4v,27337.27703487905
ATS5Z,2170.0
ATS5d,411.0
ATS5i,28634.205520265303
ATS5m,7426.876471
ATS5p,205.593524713903
ATS5s,445.5833333333333
ATS5v,26250.03882277287
ATS6Z,2017.0
ATS6d,359.0
ATS6i,26524.01821716881
ATS6m,7010.843399999998
ATS6p,174.171168322148
ATS6s,446.55555555555554
ATS6v,22642.43640897785
ATS7Z,1725.0
ATS7d,292.0
ATS7i,22361.597591732825
ATS7m,5858.110388999999
ATS7p,141.68552563001703
ATS7s,454.5277777777777
ATS7v,18822.80717497764
ATS8Z,1415.0
ATS8d,256.0
ATS8i,18363.41358156002
ATS8m,4908.3499219999985
ATS8p,124.674328566866
ATS8s,310.2777777777777
ATS8v,16308.633299035406
C1SP1,0
C1SP2,4
C1SP3,2
C2SP1,0
C2SP2,8
C2SP3,5
C3SP2,3
C3SP3,1
C4SP3,0
FCSP3,0.375
GGI10,0.09366799306193246
JGI10,0.004460380621996785
JGT10,0.3814415391613124
Kier1,24.638671875
Kier2,12.88888888888889
Kier3,8.13840830449827
MAXdO,12.300595211850172
MID_C,49.50597264438575
MID_N,6.153235228629297
MID_O,5.174625716054166
MID_X,0.0
MID_h,11.327860944683463
MINdO,11.340453522251092
MPC10,86
MWC01,32.0
MWC02,5.003946305945459
MWC03,5.814130531825066
MWC04,6.658011045870748
MWC05,7.488293515159428
MWC06,8.338305731356565
MWC07,9.177507214880942
MWC08,10.030692726771417
MWC09,10.875194069643495
MWC10,11.730509591279201
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,1
NdssC,3
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.545300000000002
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.4510384535657
SRW05,0.0
SRW06,6.902742737158593
SRW07,2.70805020110221
SRW08,8.435766192720509
SRW09,5.293304824724492
SRW10,10.01480528866808
SaaCH,15.56137920522405
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.1696556753041594
SaasN,0
SdCH2,0
SddsN,0
SdsCH,2.134736056842388
SdssC,0.31517082659868745
SdssS,0
SsCH3,1.9690824246010379
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.0055131960191486
SssPH,0
SssSe,0
SsssB,0
SsssN,2.0365375046953886
SsssP,0
VE1_A,3.9117609158727316
VE1_D,5.402408500060837
VE2_A,0.13039203052909104
VE2_D,0.18008028333536122
VE3_A,2.4625999233985927
VE3_D,2.7854571613314243
VR1_A,2018.1946775721467
VR1_D,185.45995762434265
VR2_A,67.27315591907156
VR2_D,6.1819985874780885
VR3_A,8.708570955479793
VR3_D,6.321451285550692
WPath,2940
Xc-3d,1.772832594174078
Xc-4d,0.0
Xc-5d,0.2539338936857123
Xc-6d,0.0
Xp-0d,21.346724214874857
Xp-1d,14.524877143252588
Xp-2d,12.76589764059429
Xp-3d,9.807984016671803
Xp-4d,7.916390547621018
Xp-5d,6.34937559647812
Xp-6d,4.40879256502905
Xp-7d,3.026573377990595
ZMIC0,100.4527396233851
ZMIC1,47.291534123898046
ZMIC2,28.817265671578834
ZMIC3,24.291399690209737
ZMIC4,23.145248632887316
ZMIC5,23.01363361426488
nAcid,1
nAtom,59
nBase,0
nRing,3
piPC1,3.7376696182833684
piPC2,4.219507705176107
piPC3,4.620058798481842
piPC4,5.0689042022202315
piPC5,5.544200404831736
piPC6,5.592618112178575
piPC7,5.8018351026307275
piPC8,5.9954410055074145
piPC9,6.2626837216537545
AATS0Z,20.88135593220339
AATS0d,3.0
AATS0i,162.6398389949275
AATS0m,82.17452389830511
AATS0p,1.4472370549257796
AATS0s,4.346516007532957
AATS0v,210.93134035659344
AATS1Z,23.065573770491802
AATS1d,3.639344262295082
AATS1i,146.10243111779926
AATS1m,86.64109167213118
AATS1p,1.7961763386229515
AATS1s,3.012295081967213
AATS1v,258.02461410110163
AATS2Z,18.626168224299064
AATS2d,3.2990654205607477
AATS2i,153.90180729384755
AATS2m,68.05843295327104
AATS2p,1.5335786356868235
AATS2s,2.975077881619937
AATS2v,211.47764992108503
AATS3Z,15.222972972972974
AATS3d,2.9054054054054053
AATS3i,156.6415963824877
AATS3m,53.70622341216217
AATS3p,1.377182556450527
AATS3s,2.537349849849849
AATS3v,183.60732176833193
AATS4Z,13.100591715976332
AATS4d,2.544378698224852
AATS4i,160.28473324441552
AATS4m,44.876179414201175
AATS4p,1.249830397727911
AATS4s,2.429815910585142
AATS4v,161.7590357093435
AATS5Z,12.259887005649718
AATS5d,2.3220338983050848
AATS5i,161.7751724308774
AATS5m,41.95975407344633
AATS5p,1.1615453373666837
AATS5s,2.5174199623352163
AATS5v,148.30530408346254
AATS6Z,12.450617283950617
AATS6d,2.2160493827160495
AATS6i,163.7285075133877
AATS6m,43.2768111111111
AATS6p,1.0751306686552344
AATS6s,2.7565157750342935
AATS6v,139.76812598134475
AATS7Z,12.873134328358208
AATS7d,2.1791044776119404
AATS7i,166.87759396815542
AATS7m,43.717241708955214
AATS7p,1.057354668880724
AATS7s,3.391998341625207
AATS7v,140.46871026102716
AATS8Z,12.633928571428571
AATS8d,2.2857142857142856
AATS8i,163.95904983535732
AATS8m,43.82455287499999
AATS8p,1.1131636479184464
AATS8s,2.770337301587301
AATS8v,145.61279731281613
AMID_C,1.6501990881461917
AMID_N,0.20510784095430992
AMID_O,0.1724875238684722
AMID_X,0.0
AMID_h,0.3775953648227821
ATS0dv,378.0
ATS0pe,359.64559999999994
ATS0se,446.4678959999999
ATS1dv,358.0
ATS1pe,389.36100000000005
ATS1se,467.3141519999998
ATS2dv,449.0
ATS2pe,665.0097999999998
ATS2se,812.1098319999999
ATS3dv,428.0
ATS3pe,897.0360000000001
ATS3se,1111.6597639999998
ATS4dv,396.0
ATS4pe,1008.3044999999998
ATS4se,1260.9264199999998
ATS5dv,449.0
ATS5pe,1041.8077
ATS5se,1312.622644
ATS6dv,415.0
ATS6pe,956.6094999999999
ATS6se,1208.6158400000004
ATS7dv,381.0
ATS7pe,832.1379000000002
ATS7se,1042.9862520000001
ATS8dv,311.0
ATS8pe,666.5750000000002
ATS8se,840.483504
ATSC0Z,426.5084745762712
ATSC0c,1.0618710073928153
ATSC0d,30.406779661016948
ATSC0i,85.7736883634496
ATSC0m,2033.5908049830505
ATSC0p,13.50554999889203
ATSC0s,92.55555555555556
ATSC0v,2999.3702479900758
ATSC1Z,11.762424590634865
ATSC1c,-0.6400702670256543
ATSC1d,7.867566791151971
ATSC1i,-9.594945737529645
ATSC1m,57.55176922091333
ATSC1p,-0.021384683670202853
ATSC1s,-3.194444444444442
ATSC1v,44.527172496623834
ATSC2Z,-12.023843723068083
ATSC2c,0.3085661216240534
ATSC2d,-6.924159724217183
ATSC2i,8.469049886158057
ATSC2m,-66.38676059638055
ATSC2p,-0.5215283007570435
ATSC2s,26.944444444444446
ATSC2v,-209.68332211369912
ATSC3Z,-127.08905486929042
ATSC3c,-0.16020381091882321
ATSC3d,-6.1729388106865875
ATSC3i,-12.418089186735735
ATSC3m,-598.4599414320598
ATSC3p,-1.5061958393853547
ATSC3s,-26.416666666666668
ATSC3v,-577.1010131969978
ATSC4Z,-163.89715598965813
ATSC4c,-0.26999662844158934
ATSC4d,-10.741453605285836
ATSC4i,-3.1293464251554215
ATSC4m,-778.3970832395863
ATSC4p,-2.93278943235225
ATSC4s,-19.638888888888893
ATSC4v,-838.4947032183547
ATSC5Z,-10.000000000000025
ATSC5c,0.28083969601377284
ATSC5d,-3.559322033898307
ATSC5i,-7.765316043472563
ATSC5m,-57.27009337288122
ATSC5p,-2.6319755043827286
ATSC5s,-2.1944444444444513
ATSC5v,-410.2481328064737
ATSC6Z,149.50215455328924
ATSC6c,-0.07884598373033604
ATSC6d,-2.9813272048261985
ATSC6i,-34.201377873872076
ATSC6m,699.092136555013
ATSC6p,-2.836291190571415
ATSC6s,5.444444444444439
ATSC6v,171.47645043458496
ATSC7Z,-110.9345015800057
ATSC7c,0.24446437029465315
ATSC7d,5.465958058029302
ATSC7i,17.713539346705204
ATSC7m,-514.1772488937089
ATSC7p,1.5949585535082436
ATSC7s,-35.47222222222223
ATSC7v,-148.11131312426616
ATSC8Z,54.64492961792589
ATSC8c,-0.4042886837983689
ATSC8d,1.4989945417983346
ATSC8i,-3.6189177220693036
ATSC8m,264.692654506751
ATSC8p,0.8083532774274268
ATSC8s,-3.8888888888888897
ATSC8v,363.44859245751593
AXp-0d,0.7115574738291619
AXp-1d,0.4539024107266434
AXp-2d,0.3039499438236736
AXp-3d,0.192313412091604
AXp-4d,0.12565699281938122
AXp-5d,0.08245942333088468
AXp-6d,0.05442953783986482
AXp-7d,0.036464739493862586
GATS1Z,0.8683163040617482
GATS1c,1.5842430222349244
GATS1d,0.9068296873001078
GATS1i,1.3312443919092218
GATS1m,0.8738843926888112
GATS1p,1.123406195310884
GATS1s,0.6387784622045539
GATS1v,1.0365113789823175
GATS2Z,0.9417481136826529
GATS2c,0.8176839824217341
GATS2d,1.4350587107596455
GATS2i,1.0925692905103042
GATS2m,0.9485862967086459
GATS2p,1.0656409278196632
GATS2s,0.4342793192043172
GATS2v,1.051602646205677
GATS3Z,1.0653918403381921
GATS3c,0.8976700794204792
GATS3d,1.2759423302901567
GATS3i,1.10942928260076
GATS3m,1.0666930789879325
GATS3p,1.0710461713497417
GATS3s,0.932977920898089
GATS3v,1.0838304017635805
GATS4Z,1.0919266652181803
GATS4c,0.9366446783353765
GATS4d,1.1286800841727522
GATS4i,1.0309942807455945
GATS4m,1.093687061004153
GATS4p,1.065628744216477
GATS4s,0.8341437166582609
GATS4v,1.0883090038542191
GATS5Z,0.9772691146081703
GATS5c,0.7783451858885854
GATS5d,0.9483463396506876
GATS5i,0.9859126158855882
GATS5m,0.9804604043591849
GATS5p,1.0496306075275372
GATS5s,0.8578583975963268
GATS5v,1.0386932213221216
GATS6Z,0.8763665907204294
GATS6c,1.0836859854913052
GATS6d,0.9596219221823088
GATS6i,1.0583579587644711
GATS6m,0.8773978314666835
GATS6p,1.0373563188229977
GATS6s,1.0968535562373096
GATS6v,0.9539584720807132
GATS7Z,1.2117132506281183
GATS7c,1.3721004269704848
GATS7d,0.7900339439924126
GATS7i,0.8348758756492576
GATS7m,1.1970994545107483
GATS7p,0.8501720010358015
GATS7s,2.0724677930873847
GATS7v,0.9243878551805218
GATS8Z,0.9446303676453889
GATS8c,1.3446381718961256
GATS8d,0.9196727185857622
GATS8i,0.9525885447615542
GATS8m,0.9411757467502113
GATS8p,0.9245079378153904
GATS8s,1.2369045832618761
GATS8v,0.9027063896015688
MATS1Z,0.02667419759166749
MATS1c,-0.5830127692735415
MATS1d,0.25026043094467904
MATS1i,-0.108195852711485
MATS1m,0.027372677842252825
MATS1p,-0.001531484945254717
MATS1s,-0.033382205341152826
MATS1v,0.014358769221810012
MATS2Z,-0.015544755376691519
MATS2c,0.16023032462328823
MATS2d,-0.12556392544202383
MATS2i,0.05444385132932309
MATS2m,-0.01800056520247313
MATS2p,-0.021292852188935615
MATS2s,0.16052215278634818
MATS2v,-0.03854801714540427
MATS3Z,-0.11878751068665229
MATS3c,-0.06014387085297551
MATS3d,-0.08093042875651575
MATS3i,-0.05771530369679327
MATS3m,-0.1173172333085114
MATS3p,-0.044458976940624256
MATS3s,-0.11377997144803868
MATS3v,-0.07670294762672805
MATS4Z,-0.13415567839470116
MATS4c,-0.08876706993637737
MATS4d,-0.12332693462099172
MATS4i,-0.012736933006335282
MATS4m,-0.13362968276747114
MATS4p,-0.0758112949020052
MATS4s,-0.07407637611257523
MATS4v,-0.09759679394520934
MATS5Z,-0.007815397658030009
MATS5c,0.08815876067135228
MATS5d,-0.03901895206243035
MATS5i,-0.030177537314117906
MATS5m,-0.009387351220076378
MATS5p,-0.06496034357723679
MATS5s,-0.007903161264505828
MATS5v,-0.04559269656481915
MATS6Z,0.12766057134334563
MATS6c,-0.02704237369061572
MATS6d,-0.03570887870404778
MATS6i,-0.14522002739391884
MATS6m,0.12520101357462335
MATS6p,-0.07648487092363714
MATS6s,0.021423384168482187
MATS6v,0.020821470737559786
MATS7Z,-0.11452127773151405
MATS7c,0.10136569942974563
MATS7d,0.07914857152365264
MATS7i,0.0909281748872459
MATS7m,-0.11132597310355033
MATS7p,0.051997724685935554
MATS7s,-0.1687458565515759
MATS7v,-0.021742294120125173
MATS8Z,0.0674926056497945
MATS8c,-0.20056438266947643
MATS8d,0.025969501512979786
MATS8i,-0.02222586195761488
MATS8m,0.06856655170196975
MATS8p,0.031529923526234724
MATS8s,-0.022133853541416573
MATS8v,0.06383324183207124
MAXaaN,4.303549880150467
MAXsOH,9.314158615093875
MINaaN,4.303549880150467
MINsOH,9.314158615093875
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.48251996820818
SpAD_D,404.63754209837134
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.9414141314392452
SssNH2,0
SsssAs,0
SsssCH,-0.05891291673637822
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,720
TMWC10,137.11659073273233
TSRW10,72.98009496783523
VE1_Dt,5.40837515358212
VE2_Dt,0.18027917178607067
VE3_Dt,2.7865609951178145
VR1_Dt,184.10492766562885
VR2_Dt,6.136830922187628
VR3_Dt,6.314118142793522
Xc-3dv,0.826637956556987
Xc-4dv,0.0
Xc-5dv,0.11651218658504156
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1853954059492991
Xch-7d,0.20524736269614607
Xp-0dv,17.381387527629695
Xp-1dv,10.390149822903055
Xp-2dv,7.753995301723074
Xp-3dv,5.485539217539776
Xp-4dv,3.891066018013108
Xp-5dv,2.672387241884009
Xp-6dv,1.6769340617583628
Xp-7dv,0.997366293339551
Xpc-4d,3.408126797487359
Xpc-5d,5.08814199323326
Xpc-6d,7.325190600639469
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,1
n8Ring,0
n9Ring,0
nARing,1
nBonds,61
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.350231052206906
AATS0dv,6.406779661016949
AATS0pe,6.095688135593219
AATS0se,7.567252474576269
AATS1dv,5.868852459016393
AATS1pe,6.382967213114755
AATS1se,7.660887737704915
AATS2dv,4.196261682242991
AATS2pe,6.215044859813083
AATS2se,7.589811514018691
AATS3dv,2.891891891891892
AATS3pe,6.061054054054054
AATS3se,7.51121462162162
AATS4dv,2.3431952662721893
AATS4pe,5.966298816568046
AATS4se,7.4611030769230755
AATS5dv,2.536723163841808
AATS5pe,5.885919209039549
AATS5se,7.415947141242938
AATS6dv,2.5617283950617282
AATS6pe,5.904996913580247
AATS6se,7.460591604938274
AATS7dv,2.843283582089552
AATS7pe,6.20998432835821
AATS7se,7.783479492537315
AATS8dv,2.7767857142857144
AATS8pe,5.951562500000001
AATS8se,7.504317
AATSC0Z,7.228957196207987
AATSC0c,0.017997813684623987
AATSC0d,0.5153691467968974
AATSC0i,1.4537913281940609
AATSC0m,34.46764076242459
AATSC0p,0.22890762709986492
AATSC0s,1.5687382297551788
AATSC0v,50.83678386423857
AATSC1Z,0.19282663263335845
AATSC1c,-0.010492955197141874
AATSC1d,0.1289765047729831
AATSC1i,-0.15729419241851877
AATSC1m,0.9434716265723496
AATSC1p,-0.00035056858475742385
AATSC1s,-0.052367941712203964
AATSC1v,0.7299536474856366
AATSC2Z,-0.11237237124362695
AATSC2c,0.002883795529196761
AATSC2d,-0.06471177312352507
AATSC2i,0.0791499989360566
AATSC2m,-0.6204370149194445
AATSC2p,-0.004874096268757416
AATSC2s,0.2518172377985462
AATSC2v,-1.9596572160158796
AATSC3Z,-0.8587098301979083
AATSC3c,-0.0010824581818839405
AATSC3d,-0.04170904601815262
AATSC3i,-0.08390600801848469
AATSC3m,-4.043648252919323
AATSC3p,-0.01017699891476591
AATSC3s,-0.178490990990991
AATSC3v,-3.899331170249985
AATSC4Z,-0.9698056567435392
AATSC4c,-0.0015976131860449072
AATSC4d,-0.06355889707269725
AATSC4i,-0.018516842752398944
AATSC4m,-4.605899900825954
AATSC4p,-0.017353783623386094
AATSC4s,-0.11620644312952008
