DLiP-ID,T002CG
MID_O,8.88021699679582
MID_X,0.0
MID_h,17.20075422359844
MINdO,11.921571717657574
MPC10,112
MWC01,36.0
MWC02,5.153291594497779
MWC03,5.998936561946683
MWC04,6.876264611890766
MWC05,7.740229524763182
MWC06,8.620291149419804
MWC07,9.490015474026047
MWC08,10.370768729268756
MWC09,11.243044017143955
MWC10,12.12415192549484
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,4
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.076200000000002
SRW02,4.290459441148391
SRW03,0.0
SRW04,5.60947179518496
SRW05,0.0
SRW06,7.1252830915107115
SRW07,0.0
SRW08,8.731174900938061
SRW09,0.0
SRW10,10.384152893207228
SaaCH,17.451049795302588
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.703087705810088
SaasN,1.2172300817666217
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.6304580297581728
SdssS,0
SsCH3,6.733607753277667
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.6318382289274247
SssPH,0
SssSe,0
SsssB,0
SsssN,1.518383634373339
SsssP,0
VE1_A,4.3893231698707424
VE1_D,5.753372737053437
VE2_A,0.12909774029031595
VE2_D,0.16921684520745403
VE3_A,2.7029504713948658
VE3_D,2.9735616774363742
VR1_A,605.7076480994872
VR1_D,224.30939652078996
VR2_A,17.814930826455505
VR2_D,6.59733519178794
VR3_A,7.630172872406445
VR3_D,6.636801764918109
WPath,3784
Xc-3d,2.4235343113083943
Xc-4d,0.0
Xc-5d,0.7232446579741958
Xc-6d,0.0
Xp-0d,24.827698166887174
Xp-1d,16.222453108210818
Xp-2d,14.612477019994845
Xp-3d,11.876394462083763
Xp-4d,9.72875631494436
Xp-5d,7.573376419969597
Xp-6d,4.664526892808237
Xp-7d,3.269139633513936
ZMIC0,112.616495654983
ZMIC1,54.381263789938735
ZMIC2,31.440009871998495
ZMIC3,26.936126226672982
ZMIC4,26.5899888822241
ZMIC5,26.5899888822241
nAcid,1
nAtom,62
nBase,0
nRing,3
piPC1,3.8918202981106265
piPC2,4.471638793363569
piPC3,5.0056227522727115
piPC4,5.540773228894619
piPC5,6.041295835785824
piPC6,6.168433261301579
piPC7,6.5092813008753225
piPC8,6.814782989182018
piPC9,6.993932975223189
AATS0Z,23.29032258064516
AATS0d,3.225806451612903
AATS0i,163.22209418034635
AATS0m,91.930274483871
AATS0p,1.4552851828350317
AATS0s,5.331093189964158
AATS0v,217.95932202431956
AATS1Z,25.0
AATS1d,3.84375
AATS1i,147.92593388543528
AATS1m,94.83846056250005
AATS1p,1.7613958179062508
AATS1s,3.435763888888889
AATS1v,260.527515666071
AATS2Z,21.5
AATS2d,3.5925925925925926
AATS2i,156.40930568378135
AATS2m,80.57144112962966
AATS2p,1.5199472655651585
AATS2s,3.4560185185185186
AATS2v,220.15995750735505
AATS3Z,19.553956834532375
AATS3d,3.223021582733813
AATS3i,158.24792649905174
AATS3m,71.81073764028778
AATS3p,1.4336988840484524
AATS3s,3.3884892086330933
AATS3v,205.02483790882695
AATS4Z,18.08125
AATS4d,2.875
AATS4i,158.00574880946016
AATS4m,65.63786510624998
AATS4p,1.3281779837667371
AATS4s,3.601388888888888
AATS4v,187.9599112246214
AATS5Z,17.11111111111111
AATS5d,2.654970760233918
AATS5i,161.9357399275207
AATS5m,61.03493372514618
AATS5p,1.2622990409747252
AATS5s,3.9909031838856395
AATS5v,177.62648883494106
AATS6Z,14.5
AATS6d,2.4597701149425286
AATS6i,161.13069729115736
AATS6m,50.27135111494253
AATS6p,1.215611605187477
AATS6s,3.170498084291188
AATS6v,164.16559307049624
AATS7Z,12.958579881656805
AATS7d,2.2958579881656807
AATS7i,161.4512101369305
AATS7m,44.733816775147936
AATS7p,1.1396516148669054
AATS7s,2.953155818540433
AATS7v,149.10609778354177
AATS8Z,12.717105263157896
AATS8d,2.348684210526316
AATS8i,165.7333252317276
AATS8m,44.09161013157895
AATS8p,1.0837828548657968
AATS8s,3.021929824561403
AATS8v,144.9109117401154
AMID_C,1.497997398885487
AMID_N,0.24472168314125362
AMID_O,0.2611828528469359
AMID_X,0.0
AMID_h,0.5059045359881894
ATS0dv,504.0
ATS0pe,394.2168999999999
ATS0se,484.19501599999984
ATS1dv,488.0
ATS1pe,420.5581
ATS1se,501.73001599999975
ATS2dv,680.0
ATS2pe,697.8644999999998
ATS2se,845.5497039999999
ATS3dv,739.0
ATS3pe,893.9409
ATS3se,1088.7577439999998
ATS4dv,723.0
ATS4pe,1018.0326999999999
ATS4se,1249.173572
ATS5dv,693.0
ATS5pe,1100.8024
ATS5se,1352.3959079999993
ATS6dv,546.0
ATS6pe,1079.3369999999998
ATS6se,1341.3147039999997
ATS7dv,457.0
ATS7pe,1010.8199999999997
ATS7se,1270.2541559999997
ATS8dv,440.0
ATS8pe,921.1810000000002
ATS8se,1162.5586640000001
ATSC0Z,467.9354838709677
ATSC0c,1.5246059773779925
ATSC0d,38.709677419354854
ATSC0i,92.07058519394101
ATSC0m,2219.343332774193
ATSC0p,13.814826776391097
ATSC0s,122.74955197132616
ATSC0v,3021.4007532905925
ATSC1Z,16.614984391259075
ATSC1c,-0.8969010468054943
ATSC1d,17.331945889698236
ATSC1i,-12.135449925981309
ATSC1m,78.1561782976074
ATSC1p,-0.8112745516973887
ATSC1s,-8.951598450687937
ATSC1v,-50.59652026207918
ATSC2Z,98.14464099895932
ATSC2c,0.18785773898526528
ATSC2d,1.215400624349643
ATSC2i,10.77959103447527
ATSC2m,462.05703371592165
ATSC2p,2.325027271187411
ATSC2s,27.641909469302814
ATSC2v,503.9999325870355
ATSC3Z,-29.597294484911558
ATSC3c,-0.08655860487914215
ATSC3d,-9.752341311134225
ATSC3i,17.667690243367858
ATSC3m,-140.35906609052998
ATSC3p,0.36392579267515424
ATSC3s,-9.313063648976764
ATSC3v,-10.102834539545043
ATSC4Z,-31.86576482830383
ATSC4c,-0.1147941632639956
ATSC4d,-17.315296566076988
ATSC4i,-43.953238038986605
ATSC4m,-159.13017535275685
ATSC4p,-4.385256075750311
ATSC4s,-16.47375419123598
ATSC4v,-674.7876907848678
ATSC5Z,-174.85431841831428
ATSC5c,0.5150924087870089
ATSC5d,-12.441207075962538
ATSC5i,0.29134886157233586
ATSC5m,-828.721427619146
ATSC5p,-2.0136551867800896
ATSC5s,7.620411319227666
ATSC5v,-770.501539973752
ATSC6Z,-221.1415192507805
ATSC6c,-0.45262450836527107
ATSC6d,-8.056191467221646
ATSC6i,-15.043277834481843
ATSC6m,-1039.6826726566073
ATSC6p,-3.431275454539111
ATSC6s,-43.233957682969134
ATSC6v,-988.049309615437
ATSC7Z,13.885535900104069
ATSC7c,0.22660725414591992
ATSC7d,6.678459937565033
ATSC7i,-34.33758563320724
ATSC7m,55.093194309052656
ATSC7p,-4.59005656389918
ATSC7s,-5.785965140478679
ATSC7v,-517.5859229449869
ATSC8Z,80.44849115504687
ATSC8c,-0.2251552229250073
ATSC8d,8.873048907388137
ATSC8i,30.91462484442305
ATSC8m,418.793642456815
ATSC8p,7.793437627593212
ATSC8s,-49.11359694762401
ATSC8v,1519.8722657696812
AXp-0d,0.7302264166731521
AXp-1d,0.4506236974503005
AXp-2d,0.2922495403998969
AXp-3d,0.1827137609551348
AXp-4d,0.1186433696944434
AXp-5d,0.07807604556669688
AXp-6d,0.04962262651923656
AXp-7d,0.032050388563862116
GATS1Z,0.7811406702399007
GATS1c,1.5992306393846474
GATS1d,0.7756054687499997
GATS1i,1.3567043589112944
GATS1m,0.7877884716053701
GATS1p,1.1553801467366096
GATS1s,0.6458798890965299
GATS1v,1.0161532881443305
GATS2Z,0.7827626244057376
GATS2c,0.9668774634305404
GATS2d,1.2694212962962959
GATS2i,1.0743821488423737
GATS2m,0.7866049621785055
GATS2p,0.9203051990688749
GATS2s,0.5005895669263397
GATS2v,0.8790992636917921
GATS3Z,0.9556596278195973
GATS3c,1.1148038717487483
GATS3d,1.3150839328537165
GATS3i,1.027053142540227
GATS3m,0.9570724562964331
GATS3p,0.9852123121147679
GATS3s,0.8728845143042648
GATS3v,0.9659838510656955
GATS4Z,0.9850316248448919
GATS4c,1.1290725837703781
GATS4d,1.2803645833333328
GATS4i,1.2076477889806807
GATS4m,0.9860903143498846
GATS4p,1.1338414275561413
GATS4s,1.1887899805458122
GATS4v,1.0658431278305158
GATS5Z,1.1328347294081982
GATS5c,0.9898464398470569
GATS5d,1.0920248538011692
GATS5i,1.0274494122996056
GATS5m,1.1293241403158265
GATS5p,1.0104788632307447
GATS5s,1.2382500541568062
GATS5v,1.0325106190878561
GATS6Z,1.151512018015534
GATS6c,1.0810528524536736
GATS6d,0.9826317049808426
GATS6i,1.0289990516153626
GATS6m,1.1497641950406086
GATS6p,1.079541401261979
GATS6s,1.1617242684059519
GATS6v,1.1025576683696579
GATS7Z,0.9668998423015329
GATS7c,0.7701598870158372
GATS7d,0.8345389546351082
GATS7i,1.0484520512499662
GATS7m,0.9715786182679487
GATS7p,1.1332051282543285
GATS7s,0.96836835502518
GATS7v,1.0927307800879922
GATS8Z,0.981129405618002
GATS8c,1.0348601167528169
GATS8d,0.8760389254385962
GATS8i,0.7219745720901796
GATS8m,0.971645299710352
GATS8p,0.7381741725500718
GATS8s,1.428177221176653
GATS8v,0.7904391321950455
MATS1Z,0.03439740452226659
MATS1c,-0.5698999623411581
MATS1d,0.43374999999999997
MATS1i,-0.12768700330328786
MATS1m,0.034115405493013305
MATS1p,-0.056889763055151026
MATS1s,-0.07064678330662791
MATS1v,-0.01622273342935617
MATS2Z,0.12040611547712046
MATS2c,0.07073582234741406
MATS2d,0.01802469135802479
MATS2i,0.06721238633357596
MATS2m,0.11951957134469617
MATS2p,0.09661633109905436
MATS2s,0.12927545012902544
MATS2v,0.09576131015330777
MATS3Z,-0.02821258779547437
MATS3c,-0.02532383756303602
MATS3d,-0.1123741007194243
MATS3i,0.08559250998626099
MATS3m,-0.028209336165595233
MATS3p,0.011750173577098297
MATS3s,-0.03384149533320855
MATS3v,-0.0014914606390120696
MATS4Z,-0.02638821866813731
MATS4c,-0.02917654720290381
MATS4d,-0.17333333333333312
MATS4i,-0.18498719981230385
MATS4m,-0.02778431891928781
MATS4p,-0.12300456291332211
MATS4s,-0.05200491282114922
MATS4v,-0.08654271694821
MATS5Z,-0.13548336119032822
MATS5c,0.12249633932324977
MATS5d,-0.11653021442495122
MATS5i,0.0011473290794107485
MATS5m,-0.13538783843240468
MATS5p,-0.052848813383028624
MATS5s,0.022508889901907747
MATS5v,-0.0924614621705573
MATS6Z,-0.16839405335247729
MATS6c,-0.10578470741074401
MATS6d,-0.07415708812260535
MATS6i,-0.05821890251365138
MATS6m,-0.16692398896118998
MATS6p,-0.08850189728346426
MATS6s,-0.12550109605223597
MATS6v,-0.11652328699558324
MATS7Z,0.010886333914470822
MATS7c,0.05452820168921343
MATS7d,0.06329388560157787
MATS7i,-0.13682133917482975
MATS7m,0.009107065194733891
MATS7p,-0.12189266676687491
MATS7s,-0.017292623340969378
MATS7v,-0.06284621224982183
MATS8Z,0.07012615469460916
MATS8c,-0.06023827255456954
MATS8d,0.09349780701754382
MATS8i,0.13695918994026532
MATS8m,0.07697039032150946
MATS8p,0.23010800219624122
MATS8s,-0.16320367268631658
MATS8v,0.20518559055913263
MAXaaN,3.9576192665276975
MAXsOH,9.741441398541868
MAXssO,5.278017082571183
MINaaN,3.9576192665276975
MINsOH,9.741441398541868
MINssO,5.278017082571183
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,42.62632499142119
SpAD_D,458.6022959587958
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.07695271164021156
SssNH2,0
SsssAs,0
SsssCH,-1.3048818844510666
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,885
TMWC10,147.61699358845178
TSRW10,70.14054212198936
VE1_Dt,5.738903637420457
VE2_Dt,0.16879128345354286
VE3_Dt,2.971043619776298
VR1_Dt,225.87155963480544
VR2_Dt,6.643281165729571
VR3_Dt,6.643741949139288
Xc-3dv,1.065948033266881
Xc-4dv,0.0
Xc-5dv,0.1852643790581907
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.24095096150485465
Xch-7d,0.3484334887622364
Xp-0dv,19.557157555317346
Xp-1dv,10.797361868175491
Xp-2dv,8.057364500202548
Xp-3dv,5.370088882889166
Xp-4dv,3.644092990553543
Xp-5dv,2.3360725696146387
Xp-6dv,1.2635932937185899
Xp-7dv,0.7322152745002533
Xpc-4d,5.6779084466829675
Xpc-5d,8.942240545646115
Xpc-6d,13.811993782215401
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,64
nFRing,0
nHBAcc,6
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.26032493273665
AATS0dv,8.129032258064516
AATS0pe,6.358337096774192
AATS0se,7.809597032258062
AATS1dv,7.625
AATS1pe,6.5712203125
AATS1se,7.839531499999996
AATS2dv,6.296296296296297
AATS2pe,6.461708333333331
AATS2se,7.829163925925925
AATS3dv,5.316546762589928
AATS3pe,6.431229496402878
AATS3se,7.832789525179854
AATS4dv,4.51875
AATS4pe,6.362704374999999
AATS4se,7.807334825
AATS5dv,4.052631578947368
AATS5pe,6.437440935672515
AATS5se,7.908747999999996
AATS6dv,3.1379310344827585
AATS6pe,6.20308620689655
AATS6se,7.708705195402297
AATS7dv,2.7041420118343193
AATS7pe,5.981183431952661
AATS7se,7.516296781065087
AATS8dv,2.8947368421052633
AATS8pe,6.060401315789474
AATS8se,7.648412263157896
AATSC0Z,7.547346514047866
AATSC0c,0.02459041898996762
AATSC0d,0.6243496357960461
AATSC0i,1.485009438611952
AATSC0m,35.79586020603537
AATSC0p,0.22281978671598543
AATSC0s,1.9798314834084865
AATSC0v,48.7322702143644
AATSC1Z,0.25960913111342304
AATSC1c,-0.014014078856335849
AATSC1d,0.27081165452653494
AATSC1i,-0.18961640509345795
AATSC1m,1.2211902859001156
AATSC1p,-0.012676164870271699
AATSC1s,-0.13986872579199902
AATSC1v,-0.7905706290949872
AATSC2Z,0.90874667591629
AATSC2c,0.0017394235091228267
AATSC2d,0.011253709484718917
AATSC2i,0.09981102809699324
AATSC2m,4.278305867740015
AATSC2p,0.021528030288772326
AATSC2s,0.25594360619724826
AATSC2v,4.666666042472551
AATSC3Z,-0.21293017615044285
AATSC3c,-0.0006227237761089363
AATSC3d,-0.07016072885708076
AATSC3i,0.1271056852040853
AATSC3m,-1.009777453888705
AATSC3p,0.0026181711703248504
AATSC3s,-0.06700045790630765
AATSC3v,-0.07268226287442477
AATSC4Z,-0.19916103017689896
AATSC4c,-0.0007174635203999725
AATSC4d,-0.10822060353798117
AATSC4i,-0.2747077377436663
AATSC4m,-0.9945635959547303
AATSC4p,-0.027407850473439445
