DLiP-ID,C001IV
ZMIC1,41.470029901871484
ZMIC2,29.256020115528216
ZMIC3,27.39000433015311
ZMIC4,27.39000433015311
ZMIC5,27.39000433015311
nAcid,0
nAtom,43
nBase,2
nRing,3
piPC1,3.4339872044851463
piPC2,3.9415818076696905
piPC3,4.445588116163626
piPC4,4.904348423578298
piPC5,5.37325089069706
piPC6,5.583026273520401
piPC7,5.9168756901169095
piPC8,6.223072176834322
piPC9,6.523929345977454
AATS0Z,25.58139534883721
AATS0d,3.13953488372093
AATS0i,161.98316342957742
AATS0m,101.07504997674421
AATS0p,1.6146831395774182
AATS0s,3.2688136025775996
AATS0v,218.503639446144
AATS1Z,26.0
AATS1d,3.7333333333333334
AATS1i,145.7738602355977
AATS1m,98.61991880000006
AATS1p,1.8969215668888901
AATS1s,2.6949245541838134
AATS1v,262.03281599538843
AATS2Z,22.15
AATS2d,3.35
AATS2i,157.12043501903923
AATS2m,82.73275836250001
AATS2p,1.6053382126667377
AATS2s,2.524382716049383
AATS2v,215.45915891661397
AATS3Z,17.88118811881188
AATS3d,2.8316831683168315
AATS3i,156.51752561988826
AATS3m,64.66344058415842
AATS3p,1.446414254824574
AATS3s,2.283156093387117
AATS3v,184.37178180177474
AATS4Z,15.148148148148149
AATS4d,2.490740740740741
AATS4i,161.11082801434156
AATS4m,53.10936598148147
AATS4p,1.3315264797835273
AATS4s,2.1550068587105633
AATS4v,160.06115079588946
AATS5Z,16.47252747252747
AATS5d,2.6153846153846154
AATS5i,158.772201629549
AATS5m,58.293377120879114
AATS5p,1.3822769563338029
AATS5s,2.3523606023606027
AATS5v,169.0634133282346
AATS6Z,16.625
AATS6d,2.8194444444444446
AATS6i,159.7200553593015
AATS6m,58.072366166666676
AATS6p,1.3435339793637218
AATS6s,3.0340363511659807
AATS6v,174.66367432887077
AATS7Z,17.454545454545453
AATS7d,2.9272727272727272
AATS7i,158.111252345449
AATS7m,61.76106290909092
AATS7p,1.3773034940981084
AATS7s,3.071043771043772
AATS7v,185.88521270422697
AATS8Z,17.267857142857142
AATS8d,2.732142857142857
AATS8i,157.2754535935873
AATS8m,62.27054969642859
AATS8p,1.445559238758749
AATS8s,2.403439153439153
AATS8v,183.8601206148681
AMID_C,1.5789390464119686
AMID_N,0.28565672263216757
AMID_O,0.08107102573426639
AMID_X,0.0
AMID_h,0.4608310174167194
ATS0dv,258.44444444444446
ATS0pe,258.3973
ATS0se,321.97698899999995
ATS1dv,261.33333333333337
ATS1pe,286.28850000000006
ATS1se,343.9364999999998
ATS2dv,345.33333333333337
ATS2pe,498.6080999999999
ATS2se,610.9900279999997
ATS3dv,306.3333333333333
ATS3pe,604.0886999999999
ATS3se,752.1504000000001
ATS4dv,263.66666666666663
ATS4pe,631.4571000000001
ATS4se,798.2078880000001
ATS5dv,256.3333333333333
ATS5pe,535.6834999999999
ATS5se,675.6468619999999
ATS6dv,232.66666666666669
ATS6pe,446.2265
ATS6se,555.378914
ATS7dv,179.33333333333334
ATS7pe,347.58020000000005
ATS7se,427.639906
ATS8dv,160.33333333333331
ATS8pe,337.0507000000001
ATS8se,419.2249520000001
ATSC0Z,443.6279069767442
ATSC0c,0.5555151477754243
ATSC0d,24.279069767441865
ATSC0i,68.5436041821971
ATSC0m,2032.2913530697676
ATSC0p,12.691101862517161
ATSC0s,40.84213800363672
ATSC0v,2287.222620207084
ATSC1Z,40.15684153596544
ATSC1c,-0.25195954188657405
ATSC1d,9.475392103839912
ATSC1i,-17.7774384442574
ATSC1m,184.11155720605726
ATSC1p,-0.3010046023575886
ATSC1s,-0.20288503554733528
ATSC1v,-43.33046610065411
ATSC2Z,125.43645213628994
ATSC2c,0.033963467875605204
ATSC2d,-0.9843158464034598
ATSC2i,23.032882139157685
ATSC2m,567.9744770097345
ATSC2p,3.331117813777719
ATSC2s,8.907280174431587
ATSC2v,548.7900492194067
ATSC3Z,58.03677663601947
ATSC3c,-0.1596339029710671
ATSC3d,-2.725256895619253
ATSC3i,-17.640221769929326
ATSC3m,242.80685025473238
ATSC3p,-1.640982103565824
ATSC3s,1.2581497728724464
ATSC3v,-278.81145290447796
ATSC4Z,-5.111952406706321
ATSC4c,0.02330125215915867
ATSC4d,3.1130340724716064
ATSC4i,11.983313091592144
ATSC4m,-8.653392710113671
ATSC4p,1.3770618240316834
ATSC4s,-0.0790254028240504
ATSC4v,191.6581521108386
ATSC5Z,-42.16603569497025
ATSC5c,0.12112366318747879
ATSC5d,-1.0557057869118442
ATSC5i,-7.045358555664537
ATSC5m,-156.99743886857792
ATSC5p,-1.7388779001642978
ATSC5s,7.077986951757559
ATSC5v,130.41033675875488
ATSC6Z,-161.44672796106
ATSC6c,0.009379731939602447
ATSC6d,-4.746349378042185
ATSC6i,-9.099709137085595
ATSC6m,-721.3080428144945
ATSC6p,-2.4461490470393197
ATSC6s,-10.37517591906351
ATSC6v,-322.7067328705588
ATSC7Z,-95.33802055164949
ATSC7c,-0.16020399770334492
ATSC7d,-3.868577609518658
ATSC7i,-13.427829328237882
ATSC7m,-458.32669485667935
ATSC7p,-1.8347851947125335
ATSC7s,-20.774827679070214
ATSC7v,-556.9675040769336
ATSC8Z,24.600865332612223
ATSC8c,0.06519389371487448
ATSC8d,-6.084369929691724
ATSC8i,9.398560259802359
ATSC8m,103.04724363007028
ATSC8p,1.2065944667653927
ATSC8s,-4.012040765000323
ATSC8v,-52.863976015178494
AXp-0d,0.705760602662089
AXp-1d,0.4429595955473014
AXp-2d,0.29174129108824454
AXp-3d,0.18741835934589765
AXp-4d,0.11971444435586888
AXp-5d,0.07802210562593434
AXp-6d,0.05045930679317952
AXp-7d,0.03249442224196317
GATS1Z,0.7752743412315649
GATS1c,1.5996612900284333
GATS1d,0.7496168582375478
GATS1i,1.4142737388906035
GATS1m,0.7793702349850156
GATS1p,1.0116974867334538
GATS1s,0.5594639239300927
GATS1v,1.0181696237105544
GATS2Z,0.8177461207800377
GATS2c,1.3926860083724568
GATS2d,1.2109195402298847
GATS2i,0.9472647141718961
GATS2m,0.8179984490850366
GATS2p,0.8276872850061284
GATS2s,0.5106130033426319
GATS2v,0.8266568254366807
GATS3Z,0.9120568274063725
GATS3c,1.0692092604945351
GATS3d,1.0961647888926822
GATS3i,1.1273899550793363
GATS3m,0.9160262432863545
GATS3p,1.055875074978464
GATS3s,0.6792744896930435
GATS3v,1.044982683704958
GATS4Z,1.1650153770881386
GATS4c,0.8013612143662098
GATS4d,0.8409163473818644
GATS4i,0.9255565653281423
GATS4m,1.1454139343808276
GATS4p,1.0636830848091512
GATS4s,0.7390806255999941
GATS4v,0.9698343691405058
GATS5Z,1.3660096456280142
GATS5c,0.8282552524842662
GATS5d,1.017020335985853
GATS5i,1.0606362150524822
GATS5m,1.3254497592697452
GATS5p,1.2953534535524867
GATS5s,0.9092928578850974
GATS5v,1.0009145062338294
GATS6Z,1.3773742748305025
GATS6c,1.2904412149885753
GATS6d,1.2613745210727967
GATS6i,1.0815463163340797
GATS6m,1.354970666487963
GATS6p,1.1790252852289569
GATS6s,2.574280802640467
GATS6v,1.0334973217975516
GATS7Z,0.9734201948188108
GATS7c,1.5697396151210155
GATS7d,1.273824451410658
GATS7i,1.1481911804787777
GATS7m,0.9964018114445531
GATS7p,0.9344854941049542
GATS7s,2.8689372628334735
GATS7v,1.0937133026323997
GATS8Z,0.8436123925351228
GATS8c,0.9008217861804172
GATS8d,1.2201867816091951
GATS8i,0.8880490421614737
GATS8m,0.8543163508531626
GATS8p,0.8668546843221744
GATS8s,1.1185292887445972
GATS8v,0.9961958754195605
MATS1Z,0.08649612078003785
MATS1c,-0.4334019351030911
MATS1d,0.3729246487867176
MATS1i,-0.24783246039707388
MATS1m,0.08656673220820073
MATS1p,-0.022663644429494523
MATS1s,-0.004746762347237551
MATS1v,-0.018102596241175224
MATS2Z,0.1519789263996646
MATS2c,0.0328620453577943
MATS2d,-0.021791187739463563
MATS2i,0.1806174959357152
MATS2m,0.15021777312175177
MATS2p,0.14108119565202193
MATS2s,0.11722361579921867
MATS2v,0.12896630561861278
MATS3Z,0.05569696202163726
MATS3c,-0.1223422062599404
MATS3d,-0.04778839952960812
MATS3i,-0.10956811385112755
MATS3m,0.05086535122960704
MATS3p,-0.055049274101713945
MATS3s,0.01311508038723181
MATS3v,-0.05189783654782946
MATS4Z,-0.004587886271677416
MATS4c,0.0167004454043305
MATS4d,0.0510500922378317
MATS4i,0.06960728098590536
MATS4m,-0.001695294465297155
MATS4p,0.04320149826730495
MATS4s,-0.0007703763644365401
MATS4v,0.033362881980206004
MATS5Z,-0.04491288748994766
MATS5c,0.10302915889592638
MATS5d,-0.020546503305123993
MATS5i,-0.04856945459869245
MATS5m,-0.03650342893493025
MATS5p,-0.06474359658441385
MATS5s,0.08188952509289842
MATS5v,0.026942050273397397
MATS6Z,-0.2173433459145872
MATS6c,0.010083945280791401
MATS6d,-0.11675180928054489
MATS6i,-0.07928600454070725
MATS6m,-0.21196822571022653
MATS6p,-0.11511172044677284
MATS6s,-0.15171305718074451
MATS6v,-0.08426273438725378
MATS7Z,-0.16801692750528976
MATS7c,-0.22546711589414253
MATS7d,-0.12457331940090556
MATS7i,-0.15315974752746497
MATS7m,-0.17631730938102577
MATS7p,-0.11302946272882239
MATS7s,-0.39768089521147154
MATS7v,-0.19038257033756237
MATS8Z,0.042580617380103644
MATS8c,0.09011382886695493
MATS8d,-0.19242610837438417
MATS8i,0.10528701713553808
MATS8m,0.038934162640396446
MATS8p,0.07300328922377361
MATS8s,-0.07542881713403986
MATS8v,-0.017747280577090616
MAXdsN,4.225662005542958
MAXssS,1.5077004860586207
MINdsN,4.225662005542958
MINssS,1.5077004860586207
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,28.546647103026483
SpAD_D,220.9312859724606
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,5.7031692493069315
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,597
TMWC10,119.50957965883173
TSRW10,69.83332419999527
VE1_Dt,4.632192399612462
VE2_Dt,0.21055419998238464
VE3_Dt,2.3214876368216477
VR1_Dt,120.26103252161705
VR2_Dt,5.466410569164411
VR3_Dt,5.578122011683198
Xc-3dv,0.8510655696344587
Xc-4dv,0.0
Xc-5dv,0.1680477040379676
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4052173881137694
Xch-7d,0.44669543019343666
Xp-0dv,13.896919200236196
Xp-1dv,8.498896404892573
Xp-2dv,6.852947226799526
Xp-3dv,4.987492975261991
Xp-4dv,3.6033962299802322
Xp-5dv,2.4888476863079654
Xp-6dv,1.4277640572436712
Xp-7dv,0.9493086533104849
Xpc-4d,3.2929072336444607
Xpc-5d,4.371607591473082
Xpc-6d,5.996704128805522
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,45
nFRing,0
nHBAcc,4
nHBDon,0
nHRing,2
nSpiro,0
naRing,1
piPC10,6.700577346189316
AATS0dv,6.010335917312662
AATS0pe,6.00923953488372
AATS0se,7.487836953488371
AATS1dv,5.807407407407409
AATS1pe,6.361966666666668
AATS1se,7.643033333333329
AATS2dv,4.316666666666667
AATS2pe,6.232601249999999
AATS2se,7.637375349999997
AATS3dv,3.0330033003300327
AATS3pe,5.981076237623761
AATS3se,7.447033663366338
AATS4dv,2.4413580246913575
AATS4pe,5.846825000000001
AATS4se,7.390813777777779
AATS5dv,2.8168498168498166
AATS5pe,5.886631868131866
AATS5se,7.424690791208791
AATS6dv,3.231481481481482
AATS6pe,6.197590277777778
AATS6se,7.713596027777778
AATS7dv,3.2606060606060607
AATS7pe,6.319640000000001
AATS7se,7.775271018181818
AATS8dv,2.8630952380952377
AATS8pe,6.018762500000002
AATS8se,7.486159857142859
AATSC0Z,10.31692806922661
AATSC0c,0.012918956925009868
AATSC0d,0.5646295294753922
AATSC0i,1.5940373065627234
AATSC0m,47.262589606273664
AATSC0p,0.29514190377946886
AATSC0s,0.9498171628752725
AATSC0v,53.19122372574614
AATSC1Z,0.8923742563547876
AATSC1c,-0.005599100930812757
AATSC1d,0.21056426897422026
AATSC1i,-0.3950541876501644
AATSC1m,4.091367937912383
AATSC1p,-0.006688991163501968
AATSC1s,-0.004508556345496339
AATSC1v,-0.9628992466812024
AATSC2Z,1.5679556517036244
AATSC2c,0.00042454334844506506
AATSC2d,-0.012303948080043248
AATSC2i,0.28791102673947105
AATSC2m,7.099680962621681
AATSC2p,0.04163897267222148
AATSC2s,0.11134100218039485
AATSC2v,6.859875615242584
AATSC3Z,0.5746215508516779
AATSC3c,-0.0015805336927828427
AATSC3d,-0.026982741540784682
AATSC3i,-0.17465566108840916
AATSC3m,2.4040282203438847
AATSC3p,-0.016247347560057666
AATSC3s,0.012456928444281649
AATSC3v,-2.7605094346978016
AATSC4Z,-0.04733289265468815
AATSC4c,0.00021575233480702473
AATSC4d,0.02882438955992228
AATSC4i,0.11095660269992726
AATSC4m,-0.08012400657512658
AATSC4p,0.012750572444737809
AATSC4s,-0.0007317166928152816
