DLiP-ID,C002IM
ATS6i,22536.527631570236
ATS6m,9358.664195000003
ATS6p,182.95560370018796
ATS6s,520.7222222222224
ATS6v,26144.02973149633
ATS7Z,2301.0
ATS7d,362.0
ATS7i,24509.181912824457
ATS7m,8179.478600999999
ATS7p,162.05031418511098
ATS7s,500.4444444444444
ATS7v,22883.71308199393
ATS8Z,1950.0
ATS8d,301.0
ATS8i,19370.624097400032
ATS8m,6840.827026000002
ATS8p,133.16423566128196
ATS8s,414.08333333333337
ATS8v,19350.61812510612
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.2857142857142857
GGI10,0.1650851953882257
JGI10,0.009710893846366218
JGT10,0.4850379810611466
Kier1,24.638671875
Kier2,10.744801512287335
Kier3,4.446124763705104
MAXdO,13.23511755165029
MID_C,43.23302181854806
MID_N,0.0
MID_O,17.12396869245775
MID_X,0.0
MID_h,17.12396869245775
MINdO,13.23511755165029
MPC10,214
MWC01,32.0
MWC02,5.056245805348308
MWC03,5.958424693029782
MWC04,6.878326468291325
MWC05,7.80016307039296
MWC06,8.72891172506098
MWC07,9.65726726989194
MWC08,10.589937355648342
MWC09,11.52163740557225
MWC10,12.456617333192323
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,9
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,6
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.217200000000002
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.517452896464707
SRW05,0.0
SRW06,7.099201743553092
SRW07,0.0
SRW08,8.7937637591133
SRW09,0.0
SRW10,10.547575782806888
SaaCH,4.98683214180734
SaaNH,0
SaaSe,0
SaaaC,-0.18628558830939745
SaasC,1.0817028421280794
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,8.433424057384784
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.474835434884405
VE1_D,5.386083595307568
VE2_A,0.1491611811628135
VE2_D,0.17953611984358558
VE3_A,2.597081865391229
VE3_D,2.7824308037888277
VR1_A,322.7023685449844
VR1_D,193.0187025921074
VR2_A,10.756745618166146
VR2_D,6.433956753070246
VR3_A,6.875342727472825
VR3_D,6.361399377500364
WPath,2238
Xc-3d,1.8125078714985878
Xc-4d,0.0
Xc-5d,0.7043927585457783
Xc-6d,0.0
Xp-0d,21.999271042140986
Xp-1d,14.462987377731567
Xp-2d,12.057194944029526
Xp-3d,11.523714825871354
Xp-4d,10.242233859088861
Xp-5d,7.981060322943285
Xp-6d,5.849602875586235
Xp-7d,4.300470329701498
ZMIC0,109.64832788671876
ZMIC1,73.9368593711707
ZMIC2,57.059914545818856
ZMIC3,44.88103235180074
ZMIC4,34.83478312897568
ZMIC5,28.954942113480744
nAcid,0
nAtom,52
nBase,0
nRing,3
piPC1,3.7495040759303713
piPC2,4.442651256490317
piPC3,5.181783550292085
piPC4,5.855071922202427
piPC5,6.497717230903835
piPC6,6.9884996634998116
piPC7,7.479881766449704
piPC8,7.91894985811873
piPC9,8.355199859062198
AATS0Z,26.03846153846154
AATS0d,3.423076923076923
AATS0i,161.53714220473037
AATS0m,102.9925376538462
AATS0p,1.4257157674361152
AATS0s,5.040064102564103
AATS0v,221.6387366710693
AATS1Z,27.37037037037037
AATS1d,4.037037037037037
AATS1i,145.98075427309348
AATS1m,104.68936296296299
AATS1p,1.6661303425185185
AATS1s,3.8189300411522633
AATS1v,261.32268584460695
AATS2Z,23.59550561797753
AATS2d,3.955056179775281
AATS2i,158.39564469210652
AATS2m,89.7468713483146
AATS2p,1.4013692832054157
AATS2s,3.510611735330837
AATS2v,223.6509949731211
AATS3Z,30.956043956043956
AATS3d,4.395604395604396
AATS3i,148.03960195868407
AATS3m,119.90922962637362
AATS3p,1.6666773357895492
AATS3s,4.69078144078144
AATS3v,270.22810223110616
AATS4Z,26.82905982905983
AATS4d,3.606837606837607
AATS4i,150.9041641771577
AATS4m,101.79974327350429
AATS4p,1.4861535674431539
AATS4s,4.746438746438748
AATS4v,235.98448862578874
AATS5Z,20.363013698630137
AATS5d,3.006849315068493
AATS5i,158.9014531106753
AATS5m,73.53144919863011
AATS5p,1.2791740574379655
AATS5s,4.156012176560122
AATS5v,193.69613950415265
AATS6Z,18.166666666666668
AATS6d,2.75
AATS6i,156.50366410812663
AATS6m,64.99072357638892
AATS6p,1.2705250256957497
AATS6s,3.616126543209878
AATS6v,181.55576202428009
AATS7Z,15.34
AATS7d,2.4133333333333336
AATS7i,163.3945460854964
AATS7m,54.52985733999999
AATS7p,1.0803354279007398
AATS7s,3.336296296296296
AATS7v,152.55808721329288
AATS8Z,16.386554621848738
AATS8d,2.5294117647058822
AATS8i,162.77835375966413
AATS8m,57.485941394958
AATS8p,1.1190271904309408
AATS8s,3.479691876750701
AATS8v,162.6102363454296
AMID_C,1.4411007272849354
AMID_N,0.0
AMID_O,0.5707989564152584
AMID_X,0.0
AMID_h,0.5707989564152584
ATS0dv,538.0
ATS0pe,349.53489999999994
ATS0se,426.3224879999999
ATS1dv,505.0
ATS1pe,369.77
ATS1se,440.13183999999995
ATS2dv,773.0
ATS2pe,607.119
ATS2se,737.9678960000001
ATS3dv,1067.0
ATS3pe,656.7221999999998
ATS3se,775.4113199999998
ATS4dv,978.0
ATS4pe,825.9166
ATS4se,985.2882919999998
ATS5dv,825.0
ATS5pe,1012.5800999999999
ATS5se,1231.4541080000001
ATS6dv,700.0
ATS6pe,943.6095
ATS6se,1156.4646440000001
ATS7dv,558.0
ATS7pe,950.5638000000001
ATS7se,1186.1407080000001
ATS8dv,431.0
ATS8pe,787.8312
ATS8se,973.9600720000001
ATSC0Z,423.2307692307693
ATSC0c,2.5957311965439303
ATSC0d,35.769230769230774
ATSC0i,68.77765301724685
ATSC0m,1989.1333733076926
ATSC0p,11.749707313544999
ATSC0s,79.27083333333334
ATSC0v,2443.1196540332544
ATSC1Z,24.568047337278088
ATSC1c,-0.8279293880887626
ATSC1d,29.970414201183434
ATSC1i,-16.938041668091255
ATSC1m,114.05633479585822
ATSC1p,-2.4592080368794953
ATSC1s,-8.934027777777777
ATSC1v,-149.24709365807195
ATSC2Z,143.4319526627219
ATSC2c,-1.4185407804981274
ATSC2d,23.202662721893503
ATSC2i,46.91891880905993
ATSC2m,728.1477245310653
ATSC2p,9.059351628002752
ATSC2s,-19.03993055555555
ATSC2v,2081.3676195925996
ATSC3Z,172.76923076923077
ATSC3c,1.0931976324301416
ATSC3d,-6.0192307692307585
ATSC3i,0.045169979618623124
ATSC3m,795.8297206730774
ATSC3p,0.17195378118375665
ATSC3s,22.095486111111114
ATSC3v,355.69802977102586
ATSC4Z,42.07692307692307
ATSC4c,0.23366376844243558
ATSC4d,-23.71153846153845
ATSC4i,-40.7869420091801
ATSC4m,167.86399475000061
ATSC4p,-6.759873226434244
ATSC4s,40.72395833333334
ATSC4v,-890.0621684693558
ATSC5Z,-336.7633136094675
ATSC5c,-0.6485707272516691
ATSC5d,-21.659763313609467
ATSC5i,13.15743260701975
ATSC5m,-1569.7925411331355
ATSC5p,1.0839097486925011
ATSC5s,-29.003472222222225
ATSC5v,-852.1593365432697
ATSC6Z,-200.71597633136093
ATSC6c,0.34203462351788255
ATSC6d,-13.899408284023668
ATSC6i,-39.39215268095969
ATSC6m,-977.7649362751476
ATSC6p,-7.5825247837494985
ATSC6s,-6.4652777777777795
ATSC6v,-1852.0127796791585
ATSC7Z,103.60355029585797
ATSC7c,0.2572732230935041
ATSC7d,-6.680473372781069
ATSC7i,0.15238419146719595
ATSC7m,492.4235911508873
ATSC7p,0.566054037526497
ATSC7s,-15.02430555555556
ATSC7v,482.882764363872
ATSC8Z,-197.27810650887577
ATSC8c,-0.5690557610008092
ATSC8d,-18.5103550295858
ATSC8i,3.794188661436176
ATSC8m,-909.459000531065
ATSC8p,0.35178918464724784
ATSC8s,-26.307291666666668
ATSC8v,-370.1887868104044
AXp-0d,0.7333090347380329
AXp-1d,0.45196835555411147
AXp-2d,0.26211293356585924
AXp-3d,0.167010359795237
AXp-4d,0.10781298799040906
AXp-5d,0.06436338970115553
AXp-6d,0.03952434375396104
AXp-7d,0.024574116169722843
GATS1Z,0.7118522557453855
GATS1c,1.2843700584016928
GATS1d,0.38285543608124256
GATS1i,1.3989275384797457
GATS1m,0.7173266794822944
GATS1p,1.3346327096702615
GATS1s,0.7985788679612593
GATS1v,1.0364609189393628
GATS2Z,0.7697211228603286
GATS2c,1.5318030082802636
GATS2d,0.8010148604566872
GATS2i,0.622605997142502
GATS2m,0.7505527253616093
GATS2p,0.5472609884546394
GATS2s,0.9544035789691268
GATS2v,0.44176507647712376
GATS3Z,0.589266240847484
GATS3c,1.0329232117904537
GATS3d,1.504147465437788
GATS3i,1.14459296271925
GATS3m,0.5923952901869206
GATS3p,1.0862112449057586
GATS3s,0.84613362983928
GATS3v,0.8330230832546035
GATS4Z,0.8203380588876771
GATS4c,1.1592025916369213
GATS4d,1.5172043010752687
GATS4i,1.360326981999714
GATS4m,0.8252253317895655
GATS4p,1.3126918438630524
GATS4s,0.8866111841144692
GATS4v,1.0838542341775825
GATS5Z,1.2660925292421683
GATS5c,1.3149075329700879
GATS5d,1.230490499337163
GATS5i,0.9348707906512099
GATS5m,1.2576605124485871
GATS5p,0.937180911313155
GATS5s,1.3937717134988203
GATS5v,1.0264120245328425
GATS6Z,1.0916276656973223
GATS6c,0.8749824172306291
GATS6d,1.16836917562724
GATS6i,1.229113852842346
GATS6m,1.099915447389316
GATS6p,1.2518624021125822
GATS6s,1.057939115199299
GATS6v,1.2598751453272807
GATS7Z,0.9375027262813522
GATS7c,0.8214461684811025
GATS7d,1.0313333333333332
GATS7i,0.9369511972457621
GATS7m,0.9375139740574521
GATS7p,0.9370802632990143
GATS7s,1.3342058694699956
GATS7v,0.9374668008560185
GATS8Z,1.2328633743573763
GATS8c,1.2349516677753078
GATS8d,1.1262672811059906
GATS8i,0.9243998971761601
GATS8m,1.225100676750226
GATS8p,0.9269967179453703
GATS8s,1.187159752205744
GATS8v,1.0109432096238338
MATS1Z,0.055898865059170355
MATS1c,-0.30714479902217207
MATS1d,0.8068498606133014
MATS1i,-0.23715125590873493
MATS1m,0.05521601898271794
MATS1p,-0.20154768068187087
MATS1s,-0.10852841452929056
MATS1v,-0.058826191048533705
MATS2Z,0.19800767034663594
MATS2c,-0.3192974468101094
MATS2d,0.37900205388425773
MATS2i,0.39857860329036426
MATS2m,0.21387938650954563
MATS2p,0.4504881850016191
MATS2s,-0.14033476551157303
MATS2v,0.49775701959877267
MATS3Z,0.2332658254141351
MATS3c,0.2406583402088723
MATS3d,-0.09615975422427017
MATS3i,0.0003752878412186436
MATS3m,0.2286220956759697
MATS3p,0.00836270222836125
MATS3s,0.15927664101120081
MATS3v,0.08319527726628823
MATS4Z,0.04418595258289914
MATS4c,0.040008211902089384
MATS4d,-0.2946236559139783
MATS4i,-0.26356714698176925
MATS4m,0.03750689666667644
MATS4p,-0.25569897363945393
MATS4s,0.22832530296393638
MATS4v,-0.1619172377960805
MATS5Z,-0.2833988138808802
MATS5c,-0.08899141543441721
MATS5d,-0.21567241125349826
MATS5i,0.06813563226064048
MATS5m,-0.2810792882141561
MATS5p,0.032856141619330766
MATS5s,-0.13031279438854187
MATS5v,-0.12423002053754582
MATS6Z,-0.1712559069429298
MATS6c,0.047582932740286465
MATS6d,-0.14032258064516126
MATS6i,-0.20682508634182106
MATS6m,-0.1775053333687073
MATS6p,-0.2330384814378153
MATS6s,-0.029451988124787075
MATS6v,-0.2737411536753227
MATS7Z,0.0848612625711862
MATS7c,0.03435950948663853
MATS7d,-0.06474551971326169
MATS7i,0.0007680768009833228
MATS7m,0.08581970783006992
MATS7p,0.016701017404604085
MATS7s,-0.06570419039275809
MATS7v,0.06851869004305852
MATS8Z,-0.20368452724601294
MATS8c,-0.09579690760926239
MATS8d,-0.22613174301978853
MATS8i,0.024106155422559415
MATS8m,-0.19979085416147846
MATS8p,0.013083134835088973
MATS8s,-0.14501706070075862
MATS8v,-0.06621172527455796
MAXaaO,6.026652730536659
MAXsOH,10.68149479141723
MAXssO,5.413535021459353
MINaaO,6.026652730536659
MINsOH,10.68149479141723
MINssO,5.210007035597695
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.47124737618192
SpAD_D,309.7288864362432
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1340
TMWC10,140.64753112642822
TSRW10,66.13238145183364
VE1_Dt,5.450015455070622
VE2_Dt,0.1816671818356874
VE3_Dt,2.794230733132016
VR1_Dt,183.27163182995406
VR2_Dt,6.109054394331802
VR3_Dt,6.309581667924829
Xc-3dv,0.6768034171244661
Xc-4dv,0.0
Xc-5dv,0.1338843972862726
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.15043933994366565
Xch-7d,0.4546890516964674
Xp-0dv,17.445250726779744
Xp-1dv,8.748247719333126
Xp-2dv,6.015797000495535
Xp-3dv,4.6034973745428855
Xp-4dv,3.2344964459195893
Xp-5dv,2.1691260782647985
Xp-6dv,1.2636471781579812
Xp-7dv,0.7575210503579373
Xpc-4d,5.757729216461805
Xpc-5d,10.684246838280368
Xpc-6d,17.83159662053209
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,54
nFRing,1
nHBAcc,9
nHBDon,1
nHRing,1
nSpiro,0
naRing,3
piPC10,8.670472732984148
AATS0dv,10.346153846153847
AATS0pe,6.721824999999999
AATS0se,8.198509384615383
AATS1dv,9.351851851851851
AATS1pe,6.8475925925925925
AATS1se,8.150589629629629
AATS2dv,8.685393258426966
AATS2pe,6.82156179775281
AATS2se,8.291774112359551
AATS3dv,11.725274725274724
AATS3pe,7.21672747252747
AATS3se,8.521003516483514
AATS4dv,8.35897435897436
AATS4pe,7.059116239316239
AATS4se,8.42126745299145
AATS5dv,5.6506849315068495
AATS5pe,6.935480136986301
AATS5se,8.434617178082192
AATS6dv,4.861111111111111
AATS6pe,6.55284375
AATS6se,8.031004472222223
AATS7dv,3.72
AATS7pe,6.337092000000001
AATS7se,7.907604720000001
AATS8dv,3.6218487394957983
AATS8pe,6.6204302521008405
AATS8se,8.184538420168067
AATSC0Z,8.13905325443787
AATSC0c,0.04991790762584481
AATSC0d,0.6878698224852072
AATSC0i,1.3226471734085932
AATSC0m,38.25256487130178
AATSC0p,0.22595590987586536
AATSC0s,1.5244391025641026
AATSC0v,46.983070269870275
AATSC1Z,0.45496383957922387
AATSC1c,-0.015332025705347455
AATSC1d,0.5550076703922858
AATSC1i,-0.3136674382979862
AATSC1m,2.1121543480714484
AATSC1p,-0.045540889571842505
AATSC1s,-0.1654449588477366
AATSC1v,-2.763835067742073
AATSC2Z,1.6115949737384483
AATSC2c,-0.01593866045503514
AATSC2d,0.2607040755268933
AATSC2i,0.5271788630231453
AATSC2m,8.181435107090621
AATSC2p,0.101790467730368
AATSC2s,-0.2139318039950062
AATSC2v,23.386153029130334
AATSC3Z,1.8985629754860525
AATSC3c,0.012013160795935621
AATSC3d,-0.06614539306846988
AATSC3i,0.0004963734024024519
AATSC3m,8.745381545857994
AATSC3p,0.0018896019910302929
AATSC3s,0.2428075396825397
AATSC3v,3.9087695579233612
AATSC4Z,0.3596318211702827
AATSC4c,0.001997126226003723
AATSC4d,-0.20266272189349102
AATSC4i,-0.3486063419588043
AATSC4m,1.434734997863253
AATSC4p,-0.057776694243027726
AATSC4s,0.34806801994302
AATSC4v,-7.607368961276546
AATSC5Z,-2.30659803842101
AATSC5c,-0.004442265255148419
AATSC5d,-0.14835454324390046
AATSC5i,0.09011940141794349
