DLiP-ID,T006YT
VR1_A,561.3416779687207
VR1_D,171.89516272182456
VR2_A,20.047917070311453
VR2_D,6.139112954350877
VR3_A,7.359949188944828
VR3_D,6.176504189103194
WPath,2324
Xc-3d,1.8807316945410717
Xc-4d,0.0
Xc-5d,0.3606849769385113
Xc-6d,0.0
Xp-0d,20.095647359318296
Xp-1d,13.47356554823633
Xp-2d,12.050160186348549
Xp-3d,9.675472215780152
Xp-4d,7.829432815872211
Xp-5d,6.195351487432968
Xp-6d,4.072054031491777
Xp-7d,2.8692118030585636
ZMIC0,94.6762449990164
ZMIC1,42.32692239076362
ZMIC2,29.723960070093213
ZMIC3,26.205177985236226
ZMIC4,25.560757887228352
ZMIC5,25.560757887228355
nAcid,1
nAtom,55
nBase,1
nRing,3
piPC1,3.6109179126442243
piPC2,4.069026754237811
piPC3,4.502583597212991
piPC4,4.958464421767347
piPC5,5.420258412353084
piPC6,5.666426688112432
piPC7,5.941896736900232
piPC8,6.160415869338765
piPC9,6.231219364227389
AATS0Z,22.072727272727274
AATS0d,3.0727272727272728
AATS0i,165.2661880708586
AATS0m,86.92989636363642
AATS0p,1.3568830623804176
AATS0s,5.726767676767676
AATS0v,202.20900980197365
AATS1Z,23.68421052631579
AATS1d,3.824561403508772
AATS1i,148.80864468257198
AATS1m,89.02097863157896
AATS1p,1.7176122754736844
AATS1s,3.1301169590643276
AATS1v,251.94607363799184
AATS2Z,19.21153846153846
AATS2d,3.375
AATS2i,156.00781526826384
AATS2m,70.25544635576922
AATS2p,1.471899155246548
AATS2s,3.147435897435898
AATS2v,206.77991139599783
AATS3Z,14.68918918918919
AATS3d,2.695945945945946
AATS3i,160.8163616403548
AATS3m,51.705850736486475
AATS3p,1.2331651665369594
AATS3s,2.758821321321322
AATS3v,165.57554621893527
AATS4Z,13.150943396226415
AATS4d,2.4276729559748427
AATS4i,164.73024601902017
AATS4m,45.58212999371069
AATS4p,1.0880645768009811
AATS4s,2.9295946890286517
AATS4v,144.23364347966591
AATS5Z,14.297101449275363
AATS5d,2.4782608695652173
AATS5i,166.23570774868378
AATS5m,50.50167339130434
AATS5p,1.0906276723765216
AATS5s,3.6922302737520134
AATS5v,149.072960771053
AATS6Z,16.495726495726494
AATS6d,2.700854700854701
AATS6i,160.99427193775196
AATS6m,59.181944102564096
AATS6p,1.2446222238690428
AATS6s,4.0401234567901225
AATS6v,171.10282526213643
AATS7Z,14.24793388429752
AATS7d,2.6611570247933884
AATS7i,160.52591799867167
AATS7m,49.824442115702475
AATS7p,1.2012130229427602
AATS7s,2.9917355371900825
AATS7v,161.42903586769526
AATS8Z,14.7
AATS8d,2.590909090909091
AATS8i,161.9780980444353
AATS8m,51.1964937181818
AATS8p,1.1739876824452724
AATS8s,3.27449494949495
AATS8v,159.79447666095575
AMID_C,1.488313529430265
AMID_N,0.22306274882132282
AMID_O,0.3105977246729778
AMID_X,0.0
AMID_h,0.5336604734943006
ATS0dv,392.0
ATS0pe,347.6227999999998
ATS0se,429.57233599999984
ATS1dv,349.0
ATS1pe,372.711
ATS1se,446.4993439999999
ATS2dv,488.0
ATS2pe,661.3052999999998
ATS2se,805.5178999999998
ATS3dv,473.0
ATS3pe,903.6551000000002
ATS3se,1124.5351479999997
ATS4dv,473.0
ATS4pe,965.7537
ATS4se,1212.8105080000003
ATS5dv,504.0
ATS5pe,856.5397999999999
ATS5se,1072.1459280000001
ATS6dv,486.0
ATS6pe,736.2937
ATS6se,909.9939279999999
ATS7dv,353.0
ATS7pe,738.9350000000001
ATS7se,922.4221279999999
ATS8dv,347.0
ATS8pe,687.0966000000002
ATS8se,853.99002
ATSC0Z,427.3818181818181
ATSC0c,1.4024675242964606
ATSC0d,31.381818181818176
ATSC0i,76.99360423371166
ATSC0m,2023.4559308363637
ATSC0p,11.951029680833527
ATSC0s,136.17171717171723
ATSC0v,2653.0403064688485
ATSC1Z,2.022479338842985
ATSC1c,-0.8611251761333352
ATSC1d,7.8770247933884345
ATSC1i,-6.447081285199772
ATSC1m,15.291419933223365
ATSC1p,0.5047913162941665
ATSC1s,-7.1042240587695105
ATSC1v,119.01725038606139
ATSC2Z,-27.885619834710702
ATSC2c,0.20466895495961024
ATSC2d,-4.103801652892563
ATSC2i,1.8237547879602491
ATSC2m,-138.6630359996692
ATSC2p,-0.3559746205253753
ATSC2s,25.653581267217636
ATSC2v,-216.61459204332886
ATSC3Z,-39.463801652892535
ATSC3c,0.025284769139728977
ATSC3d,-4.191074380165288
ATSC3i,-11.524652416698814
ATSC3m,-190.22692968694204
ATSC3p,-2.176393309606526
ATSC3s,-5.763085399449034
ATSC3v,-363.87619025656437
ATSC4Z,31.0780165289256
ATSC4c,-0.002739618782808543
ATSC4d,4.005289256198347
ATSC4i,-14.4880458345671
ATSC4m,147.1146080730577
ATSC4p,-1.114492319934761
ATSC4s,-17.980257116620752
ATSC4v,-1.9131563033275967
ATSC5Z,93.02380165289256
ATSC5c,-0.3722286747087663
ATSC5d,3.9510743801652897
ATSC5i,16.459643144744444
ATSC5m,447.4569214651239
ATSC5p,3.802813192019658
ATSC5s,26.58884297520661
ATSC5v,817.1380899270154
ATSC6Z,33.31504132231409
ATSC6c,0.534087092060956
ATSC6d,-3.412231404958678
ATSC6i,17.65627040325887
ATSC6m,137.2693476390084
ATSC6p,-0.5352848976238296
ATSC6s,69.0342056932966
ATSC6v,-211.41110509217634
ATSC7Z,-43.621818181818185
ATSC7c,-0.15678168859937622
ATSC7d,-6.385454545454547
ATSC7i,-12.165480366662962
ATSC7m,-204.24898893090906
ATSC7p,-1.6307096623863404
ATSC7s,-23.5479797979798
ATSC7v,-272.23000423938504
ATSC8Z,-99.94545454545454
ATSC8c,-0.12197405649119725
ATSC8d,-9.218181818181819
ATSC8i,-16.64350629941877
ATSC8m,-471.4879830000001
ATSC8p,-2.4682887427905627
ATSC8s,-35.87121212121212
ATSC8v,-578.9317821241291
AXp-0d,0.7177016914042248
AXp-1d,0.4491188516078777
AXp-2d,0.2939063460085012
AXp-3d,0.18606677338038755
AXp-4d,0.11862776993745774
AXp-5d,0.0774418935929121
AXp-6d,0.04847683370823544
AXp-7d,0.029887622948526704
GATS1Z,0.8556382021163691
GATS1c,1.5875155146466264
GATS1d,0.9509361468561324
GATS1i,1.4169253700601427
GATS1m,0.8613199646875237
GATS1p,1.1732514416488962
GATS1s,0.6675008491483136
GATS1v,1.0519221527880411
GATS2Z,0.9275843647121196
GATS2c,0.8210774086798337
GATS2d,1.3319201800516982
GATS2i,1.2077247193840537
GATS2m,0.9360205821073387
GATS2p,1.1197419613541095
GATS2s,0.49553877109093686
GATS2v,1.0885349611523651
GATS3Z,0.9608630688886796
GATS3c,0.8013453447980788
GATS3d,1.052210234568288
GATS3i,1.1094361856212802
GATS3m,0.9662961493089393
GATS3p,1.10346771886131
GATS3s,0.7310796025236717
GATS3v,1.0737686972274818
GATS4Z,0.9504116973747371
GATS4c,0.8637359792238406
GATS4d,0.9144821705765321
GATS4i,1.0168917350690592
GATS4m,0.9514095120871093
GATS4p,1.0040527398520693
GATS4s,0.9752530815557321
GATS4v,0.9856747177339794
GATS5Z,0.9279453164594426
GATS5c,1.0796882936630041
GATS5d,1.0100005038037183
GATS5i,0.8523812876938038
GATS5m,0.9239511714608448
GATS5p,0.8173416128216415
GATS5s,1.0731335244772833
GATS5v,0.8341691996421702
GATS6Z,0.9265719390793841
GATS6c,0.7717152642140366
GATS6d,1.0809786968535522
GATS6i,0.9396651158328513
GATS6m,0.9324005387639437
GATS6p,1.0487821023591344
GATS6s,0.7598343537628454
GATS6v,1.0396195617291757
GATS7Z,0.9935761082276867
GATS7c,0.8413770420801215
GATS7d,1.2016749183608977
GATS7i,1.0718742697421948
GATS7m,0.9958457002515553
GATS7p,1.1031360672238049
GATS7s,1.005415028558712
GATS7v,1.069115740749427
GATS8Z,1.0969539691993535
GATS8c,0.9847762325109304
GATS8d,1.2201622247972193
GATS8i,1.1138341875989086
GATS8m,1.0960552382107565
GATS8p,1.1077261828164215
GATS8s,1.2153104369112078
GATS8v,1.0958023440055733
MATS1Z,0.004566210045662123
MATS1c,-0.5924631004124945
MATS1d,0.24219877619889837
MATS1i,-0.08079720346495875
MATS1m,0.007291920055227558
MATS1p,0.040756265635002044
MATS1s,-0.050340505220472696
MATS1v,0.0432866422092614
MATS2Z,-0.034505919928790645
MATS2c,0.07717710946383496
MATS2d,-0.06915723326499691
MATS2i,0.012526828881053803
MATS2m,-0.036240677225298126
MATS2p,-0.015752266872335215
MATS2s,0.09963007052661008
MATS2v,-0.04317906274915965
MATS3Z,-0.0343149880076622
MATS3c,0.006699881991740271
MATS3d,-0.04963045316463624
MATS3i,-0.05562552970917972
MATS3m,-0.034936486141877075
MATS3p,-0.06767574281064088
MATS3s,-0.015727841185893248
MATS3v,-0.05096954598199202
MATS4Z,0.025153754400723045
MATS4c,-0.0006757139528288226
MATS4d,0.044149048587274184
MATS4i,-0.06509096738160192
MATS4m,0.02514939916914357
MATS4p,-0.03225799128559271
MATS4s,-0.04567457857063211
MATS4v,-0.0002494434876558818
MATS5Z,0.08674843425730341
MATS5c,-0.10577928220514227
MATS5d,0.050178850319915376
MATS5i,0.0852019173268322
MATS5m,0.0881335133502806
MATS5p,0.1268186920974546
MATS5s,0.07782087833762813
MATS5v,0.1227538748941682
MATS6Z,0.036643853796921144
MATS6c,0.17901775077751073
MATS6d,-0.05111368610789238
MATS6i,0.10780059272557059
MATS6m,0.03189015625684386
MATS6p,-0.021055060480077454
MATS6s,0.23831657343637153
MATS6v,-0.03745939648041731
MATS7Z,-0.046394344190651526
MATS7c,-0.050813585822286136
MATS7d,-0.09248920257031501
MATS7i,-0.07182107992039437
MATS7m,-0.045882120830610544
MATS7p,-0.06202241016184695
MATS7s,-0.07860389369550407
MATS7v,-0.046641172663750195
MATS8Z,-0.11692759295499022
MATS8c,-0.04348551905056939
MATS8d,-0.1468713789107764
MATS8i,-0.10808369386694726
MATS8m,-0.11650562184596677
MATS8p,-0.10326678155393935
MATS8s,-0.13171315184333499
MATS8v,-0.1091072345777282
MAXsOH,9.226113261449811
MINsOH,8.817770985708908
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,9
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,35.83615424505275
SpAD_D,345.89033635973635
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,5.778441974351863
SssNH2,0
SsssAs,0
SsssCH,-0.2229731356436938
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,831
TMWC10,133.6649473604559
TSRW10,77.2645893966544
VE1_Dt,5.23396194274356
VE2_Dt,0.18692721224084144
VE3_Dt,2.684787950101722
VR1_Dt,167.06811032878002
VR2_Dt,5.966718226027858
VR3_Dt,6.148020992731346
Xc-3dv,0.8790536062058667
Xc-4dv,0.0
Xc-5dv,0.08247105813218394
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.41533754115844823
Xch-7d,0.5940089581642529
Xp-0dv,15.817098034518525
Xp-1dv,9.740433350246073
Xp-2dv,7.531506872693936
Xp-3dv,5.493498041319225
Xp-4dv,3.8325699560604
Xp-5dv,2.63679815492392
Xp-6dv,1.472581510833317
Xp-7dv,0.9495105131234588
Xpc-4d,3.9866987684397617
Xpc-5d,6.041705864768064
Xpc-6d,8.588005490979967
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,57
nFRing,1
nHBAcc,5
nHBDon,4
nHRing,2
nSpiro,0
naRing,1
piPC10,6.256229773113011
AATS0dv,7.127272727272727
AATS0pe,6.320414545454542
AATS0se,7.8104061090909065
AATS1dv,6.12280701754386
AATS1pe,6.5387894736842105
AATS1se,7.833321824561402
AATS2dv,4.6923076923076925
AATS2pe,6.358704807692305
AATS2se,7.745364423076921
AATS3dv,3.195945945945946
AATS3pe,6.105777702702704
AATS3se,7.598210459459457
AATS4dv,2.9748427672955975
AATS4pe,6.073922641509434
AATS4se,7.627739044025159
AATS5dv,3.652173913043478
AATS5pe,6.206810144927536
AATS5se,7.769173391304349
AATS6dv,4.153846153846154
AATS6pe,6.293108547008546
AATS6se,7.77772588034188
AATS7dv,2.9173553719008263
AATS7pe,6.106900826446282
AATS7se,7.623323371900826
AATS8dv,3.1545454545454548
AATS8pe,6.246332727272729
AATS8se,7.763545636363636
AATSC0Z,7.7705785123966935
AATSC0c,0.02549940953266292
AATSC0d,0.5705785123966941
AATSC0i,1.399883713340212
AATSC0m,36.79010783338843
AATSC0p,0.21729144874242776
AATSC0s,2.4758494031221314
AATSC0v,48.23709648125179
AATSC1Z,0.035482093663912015
AATSC1c,-0.01510745923040939
AATSC1d,0.13819341742786728
AATSC1i,-0.1131066892140311
AATSC1m,0.2682705251442696
AATSC1p,0.008855988005160817
AATSC1s,-0.12463550980297387
AATSC1v,2.0880219365975683
AATSC2Z,-0.2681309599491414
AATSC2c,0.001967970720765483
AATSC2d,-0.03945963127781311
AATSC2i,0.017536103730387012
AATSC2m,-1.3332984230737424
AATSC2p,-0.0034228328896670703
AATSC2s,0.2466690506463234
AATSC2v,-2.082832615801239
AATSC3Z,-0.2666473084654901
AATSC3c,0.00017084303472789849
AATSC3d,-0.028318070136251948
AATSC3i,-0.0778692730858028
AATSC3m,-1.2853170924793382
AATSC3p,-0.014705360200044097
AATSC3s,-0.038939766212493475
AATSC3v,-2.4586229071389485
AATSC4Z,0.19545922345236225
AATSC4c,-1.7230306810116622e-05
AATSC4d,0.02519049846665627
AATSC4i,-0.09111978512306351
AATSC4m,0.9252491073777214
AATSC4p,-0.00700938565996705
AATSC4s,-0.11308337809195441
AATSC4v,-0.012032429580676709
AATSC5Z,0.6740855192238591
AATSC5c,-0.0026973092370200457
