DLiP-ID,T005FK
NumSaturatedHeterocycles,2
Mordred Descriptors
MW,480.240641252001
MZ,0.6231884057971013
Mi,1.1392049919642016
Mm,0.5799321636326121
Mp,0.6398034192484596
Mv,0.5876203624220866
SZ,42.99999999999999
Si,78.6051444455299
Sm,40.01531929065024
Sp,44.14643592814372
Sv,40.545805007123974
nB,0
nC,23
nF,0
nH,36
nI,0
nN,4
nO,5
nP,0
nS,1
nX,0
ABC,25.27342364238883
AMW,6.960009293507261
IC0,1.619120608724961
IC1,3.34246355355123
IC2,4.571454074010488
IC3,4.996134782833771
IC4,5.1700478263120315
IC5,5.285989855297538
MID,66.32084748204957
Mpe,0.9649900539926116
Mse,1.0052724912125148
NdO,4
NdS,0
NsF,0
NsI,0
NtN,0
SMR,126.41930000000008
SdO,48.34385972598176
SdS,0
Spe,66.5843137254902
SsF,0
SsI,0
Sse,69.36380189366352
StN,0
fMF,0.2463768115942029
nBr,0
nCl,0
AMID,2.009722650971199
BIC0,0.25760015864474717
BIC1,0.5317819667165653
BIC2,0.7273128934042965
BIC3,0.7948790879031677
BIC4,0.8225484457934797
BIC5,0.840994684387021
CIC0,4.489403848053208
CIC1,2.766060903226939
CIC2,1.5370703827676815
CIC3,1.1123896739443984
CIC4,0.9384766304661376
CIC5,0.8225346014806307
GGI1,8.5
GGI2,4.444444444444446
GGI3,1.9375
GGI4,1.8177777777777782
GGI5,1.3194444444444444
GGI6,0.7918367346938777
GGI7,0.45833333333333337
GGI8,0.38548752834467115
GGI9,0.30500000000000005
JGI1,0.24285714285714285
JGI2,0.09070294784580502
JGI3,0.03875000000000001
JGI4,0.04039506172839506
JGI5,0.02998737373737374
JGI6,0.020303506017791732
JGI7,0.011458333333333334
JGI8,0.011013929381276318
JGI9,0.010517241379310345
MIC0,17.4042576918301
MIC1,33.78759227235811
MIC2,38.01463621628246
MIC3,39.080569443240094
MIC4,39.89372886352996
MIC5,40.01059842874735
MPC2,49
MPC3,59
MPC4,70
MPC5,90
MPC6,93
MPC7,102
MPC8,106
MPC9,123
Mare,0.9792463768115938
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.16175519385897505
RPCG,0.10824279431018939
SIC0,0.26505920049617626
SIC1,0.5471801868358488
SIC2,0.7483728855235882
SIC3,0.8178955193164426
SIC4,0.8463660680895235
SIC5,0.8653464339382441
SaaN,4.082545197874878
SaaO,0
SaaS,0
Sare,67.56799999999997
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.39572526681203
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,111.71932200202231
TIC1,230.6299851950349
TIC2,315.43033110672366
TIC3,344.7333000155302
TIC4,356.7333000155302
TIC5,364.7333000155302
Vabc,451.65964913717164
WPol,50
apol,73.72454799999997
bpol,49.63745200000006
nRot,10
ABCGG,18.764903836113817
ATS0Z,1636.0
ATS0d,204.0
ATS0i,11452.852150395565
ATS0m,6447.120888000002
ATS0p,96.616784574564
ATS0s,352.2786351165981
ATS0v,13511.891354223237
ATS1Z,1889.0
ATS1d,261.0
ATS1i,10480.436226671052
ATS1m,7133.532959000001
ATS1p,125.353466826
ATS1s,183.6388888888889
ATS1v,17516.63546987517
ATS2Z,2603.0
ATS2d,428.0
ATS2i,21075.58498087108
ATS2m,9475.061115
ATS2p,194.310245927584
ATS2s,424.3070987654321
ATS2v,26253.40315508211
ATS3Z,2921.0
ATS3d,525.0
ATS3i,31545.485565978663
ATS3m,10182.230239
ATS3p,245.76089057511095
ATS3s,494.3734567901234
ATS3v,31697.163602439523
ATS4Z,2997.0
ATS4d,513.0
ATS4i,35848.50761682641
ATS4m,10193.987144999997
ATS4p,255.80543653529895
ATS4s,550.087962962963
ATS4v,32036.220106298915
ATS5Z,2755.0
ATS5d,488.0
ATS5i,38077.549016359815
ATS5m,9366.752038999999
ATS5p,231.082623634769
ATS5s,724.442901234568
ATS5v,28971.196899408093
ATS6Z,2407.0
ATS6d,430.0
ATS6i,30938.052684574894
ATS6m,8330.845524999999
ATS6p,193.26200178324197
ATS6s,556.6250000000001
ATS6v,25077.540341355627
ATS7Z,2336.0
ATS7d,384.0
ATS7i,25029.222987903664
ATS7m,8256.50901
ATS7p,183.70378515371505
ATS7s,505.13888888888886
ATS7v,24202.30476408116
ATS8Z,2245.0
ATS8d,374.0
ATS8i,26763.22558649504
ATS8m,7622.125537
ATS8p,186.683509667413
ATS8s,472.5046296296297
ATS8v,23777.346225732494
C1SP1,0
C1SP2,4
C1SP3,6
C2SP1,0
C2SP2,3
C2SP3,9
C3SP2,0
C3SP3,0
C4SP3,1
FCSP3,0.6956521739130435
GGI10,0.23120089786756454
JGI10,0.00825717492384159
JGT10,0.50424271120427
Kier1,27.58530612244898
Kier2,12.807996668054978
Kier3,8.273484630853202
MAXdO,12.71269014469408
MID_C,46.99960213186428
MID_N,8.476049451121014
MID_O,8.644813790537837
MID_X,0.0
MID_h,19.3212453501853
MINdO,11.511904849679139
MPC10,138
MWC01,35.0
MWC02,5.1298987149230735
MWC03,5.953243334287785
MWC04,6.827629234502852
MWC05,7.67368812926773
MWC06,8.551208070003515
MWC07,9.40713994795079
MWC08,10.286604796980384
MWC09,11.148290351350319
MWC10,12.029293700048106
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,2.243499999999999
SRW02,4.2626798770413155
SRW03,0.0
SRW04,5.58724865840025
SRW05,0.0
SRW06,7.104144092987527
SRW07,0.0
SRW08,8.70267641154777
SRW09,0.0
SRW10,10.344030187256989
SaaCH,7.699249630219121
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.1997836078631665
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.3476802062142064
SdssS,0
SsCH3,1.870971307563899
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.243449825794226
SssPH,0
SssSe,0
SsssB,0
SsssN,4.197462855911933
SsssP,0
VE1_A,4.2557700306516555
VE1_D,5.6502416119020555
VE2_A,0.12896272820156532
VE2_D,0.17121944278491077
VE3_A,2.642198184900484
VE3_D,2.9256207758849713
VR1_A,1110.2013063473414
VR1_D,215.59419193318735
VR2_A,33.642463828707314
VR2_D,6.533157331308708
VR3_A,8.206219103405287
VR3_D,6.567320368059011
WPath,3860
Xc-3d,3.149915822768611
Xc-4d,0.375
Xc-5d,0.3678511301977579
Xc-6d,0.0
Xp-0d,23.89913045768215
Xp-1d,15.734712546489835
Xp-2d,14.603571788329011
Xp-3d,11.260557953247533
Xp-4d,8.501945830053831
Xp-5d,7.181737386312797
Xp-6d,4.586763705843541
Xp-7d,3.348822592965677
ZMIC0,109.59864165579692
ZMIC1,53.849425218605376
ZMIC2,39.130262462290375
ZMIC3,34.083775608246924
ZMIC4,30.943457397489624
ZMIC5,29.96559098275192
nAcid,1
nAtom,69
nBase,0
nRing,3
piPC1,3.7612001156935624
piPC2,4.241326752570746
piPC3,4.4744918623459755
piPC4,4.771743385813907
piPC5,5.154374822623197
piPC6,5.068511043182339
piPC7,5.268502281468852
piPC8,5.342932159306988
piPC9,5.563082592553066
AATS0Z,23.71014492753623
AATS0d,2.9565217391304346
AATS0i,165.98336449848645
AATS0m,93.43653460869568
AATS0p,1.400243254703826
AATS0s,5.105487465457943
AATS0v,195.8245123800469
AATS1Z,26.6056338028169
AATS1d,3.676056338028169
AATS1i,147.61177784043736
AATS1m,100.47229519718312
AATS1p,1.7655417862816902
AATS1s,2.5864632237871676
AATS1v,246.71317563204465
AATS2Z,19.425373134328357
AATS2d,3.1940298507462686
AATS2i,157.28048493187373
AATS2m,70.70941130597015
AATS2p,1.4500764621461493
AATS2s,3.166470886309195
AATS2v,195.92091906777694
AATS3Z,14.97948717948718
AATS3d,2.6923076923076925
AATS3i,161.77172085117263
AATS3m,52.21656532820513
AATS3p,1.2603122593595433
AATS3s,2.535248496359607
AATS3v,162.5495569355873
AATS4Z,13.561085972850679
AATS4d,2.321266968325792
AATS4i,162.21044170509688
AATS4m,46.12663866515836
AATS4p,1.1574906630556514
AATS4s,2.489085805262276
AATS4v,144.96027197420324
AATS5Z,12.136563876651982
AATS5d,2.149779735682819
AATS5i,167.7425066799992
AATS5m,41.26322484140969
AATS5p,1.0179851261443569
AATS5s,3.1913784195355417
AATS5v,127.62641805906648
AATS6Z,13.081521739130435
AATS6d,2.3369565217391304
AATS6i,168.14159067703747
AATS6m,45.27633437499999
AATS6p,1.0503369662132716
AATS6s,3.025135869565218
AATS6v,136.2909801160632
AATS7Z,15.168831168831169
AATS7d,2.4935064935064934
AATS7i,162.52742199937444
AATS7m,53.61369487012987
AATS7p,1.1928817217773704
AATS7s,3.2801226551226548
AATS7v,157.15782314338415
AATS8Z,13.689024390243903
AATS8d,2.2804878048780486
AATS8i,163.19039991765268
AATS8m,46.47637522560976
AATS8p,1.1383140833378842
AATS8s,2.881125790424571
AATS8v,144.98381844958837
AMID_C,1.424230367632251
AMID_N,0.25684998336730347
AMID_O,0.2619640542587223
AMID_X,0.0
AMID_h,0.5854922833389485
ATS0dv,422.44444444444446
ATS0pe,426.58829999999995
ATS0se,531.605545
ATS1dv,332.0
ATS1pe,456.80010000000004
ATS1se,551.231812
ATS2dv,524.3333333333334
ATS2pe,844.2304999999998
ATS2se,1034.9130559999999
ATS3dv,441.3333333333333
ATS3pe,1188.2462
ATS3se,1484.2273219999997
ATS4dv,419.3333333333333
ATS4pe,1327.261
ATS4se,1673.058284
ATS5dv,542.6666666666667
ATS5pe,1356.6961
ATS5se,1723.4327420000002
ATS6dv,434.33333333333337
ATS6pe,1116.5614000000005
ATS6se,1409.168372
ATS7dv,432.66666666666663
ATS7pe,946.6619
ATS7se,1181.556068
ATS8dv,327.66666666666663
ATS8pe,1002.5826000000001
ATS8se,1260.1696399999998
ATSC0Z,671.304347826087
ATSC0c,1.2336252462286554
ATSC0d,41.159420289855056
ATSC0i,98.75065810382384
ATSC0m,3099.3030709565214
ATSC0p,17.844190693342195
ATSC0s,154.20121617860482
ATSC0v,3421.3722028401776
ATSC1Z,133.39697542533077
ATSC1c,-0.692869747510111
ATSC1d,9.169292165511449
ATSC1i,-24.494971577784195
ATSC1m,579.0832748563333
ATSC1p,-1.3726808095587861
ATSC1s,-16.007790564569405
ATSC1v,-5.221836307032051
ATSC2Z,-21.706994328922555
ATSC2c,0.24245353684692797
ATSC2d,-11.584961142617091
ATSC2i,-12.010446167619847
ATSC2m,-97.41049549527358
ATSC2p,-2.2617128332745957
ATSC2s,69.49120288616155
ATSC2v,-335.8352958071124
ATSC3Z,-155.8166351606805
ATSC3c,-0.03283712892219719
ATSC3d,-13.349086326402016
ATSC3i,8.986998115832671
ATSC3m,-721.4620366597351
ATSC3p,-0.7162240920415445
ATSC3s,-19.376334682602042
ATSC3v,-489.5910923479734
ATSC4Z,-183.69943289224955
ATSC4c,-0.40469667770662127
ATSC4d,-5.467128754463349
ATSC4i,-39.618325463248716
ATSC4m,-893.3752742665406
ATSC4p,-8.055536062556229
ATSC4s,-56.44691432215741
ATSC4v,-1543.9005146599654
ATSC5Z,65.75236294896033
ATSC5c,0.16721784059351386
ATSC5d,9.808863684099975
ATSC5i,2.895600033970255
ATSC5m,347.4477617372397
ATSC5p,0.7070087225436653
ATSC5s,86.54623204540547
ATSC5v,637.9705785686064
ATSC6Z,126.13043478260872
ATSC6c,0.15207190533355475
ATSC6d,-0.6570048309178728
ATSC6i,37.227979458803254
ATSC6m,568.3290943913041
ATSC6p,4.697917421913285
ATSC6s,4.88123330881427
ATSC6v,778.0151210218678
ATSC7Z,47.001890359168215
ATSC7c,-0.002981959773797893
ATSC7d,-8.384793110691028
ATSC7i,-4.415301892861761
ATSC7m,197.44787424196605
ATSC7p,-0.36772751883397414
ATSC7s,34.0228725968222
ATSC7v,-258.1770348811363
ATSC8Z,-218.27410207939508
ATSC8c,0.054865338148801485
ATSC8d,0.6065952530980873
ATSC8i,-32.957090926161385
ATSC8m,-1005.6694559981094
ATSC8p,-4.955735860373221
ATSC8s,-46.226915994697436
ATSC8v,-1054.5587645317833
AXp-0d,0.7242160744752167
AXp-1d,0.44956321561399526
AXp-2d,0.298032077312837
AXp-3d,0.1908569144618226
AXp-4d,0.12145636900076902
AXp-5d,0.07979708207014219
AXp-6d,0.049320039847780016
AXp-7d,0.03283159404868311
GATS1Z,0.9023845143399255
GATS1c,1.5763442837774848
GATS1d,1.1518250347153345
GATS1i,1.6456201741200207
GATS1m,0.9019213256739776
GATS1p,1.426751525943128
GATS1s,0.674682444615591
GATS1v,1.1822291427481446
GATS2Z,1.013331335550228
GATS2c,0.9250849563815244
GATS2d,1.6151250788311968
GATS2i,1.2906659485660872
GATS2m,1.0113207788596297
GATS2p,1.1849977349457428
GATS2s,0.4237412202813928
GATS2v,1.1165257410598242
GATS3Z,1.0539909658562507
GATS3c,0.935321566513101
GATS3d,1.313217768147346
GATS3i,1.0446622171297586
GATS3m,1.0550505171560132
GATS3p,1.0466163867438953
GATS3s,0.8470156072660773
GATS3v,1.0705360263009287
GATS4Z,1.1080609804703068
GATS4c,0.9342832835089476
GATS4d,0.9307150595882994
GATS4i,1.1259897480225158
GATS4m,1.108223789863419
GATS4p,1.1980781758502737
GATS4s,1.0739772950426845
GATS4v,1.1583848557897698
GATS5Z,0.9879642099016228
GATS5c,0.8906759696612547
GATS5d,0.8296953527331392
GATS5i,0.8907746248823986
GATS5m,0.9807374964432047
GATS5p,0.9440488288001023
GATS5s,0.9109579909056235
GATS5v,0.8984820568250034
GATS6Z,0.807610103626943
GATS6c,1.043667997630104
GATS6d,1.0550176056338032
GATS6i,0.7768643372620141
GATS6m,0.8206624042907733
GATS6p,0.7383327978043864
GATS6s,1.0895507721991575
GATS6v,0.8459258709150715
GATS7Z,0.8333843617522373
GATS7c,1.1003035611736927
GATS7d,1.1371684653374798
GATS7i,1.0261996252977015
GATS7m,0.8482154737951773
GATS7p,0.9301610835325496
GATS7s,0.9369306619042618
GATS7v,1.024605045373469
GATS8Z,1.1889848982686717
GATS8c,1.1389108031144453
GATS8d,0.9016102713844043
GATS8i,1.1247012553835887
GATS8m,1.1822970268731545
GATS8p,1.1559121149985425
GATS8s,1.2839239373207212
GATS8v,1.1220860998094848
MATS1Z,0.19311555863679478
MATS1c,-0.5458321251873621
MATS1d,0.2164997024399922
MATS1i,-0.24106140491116598
MATS1m,0.1815798768453831
MATS1p,-0.07475899397323314
MATS1s,-0.10088679760265537
MATS1v,-0.0014832476637121179
MATS2Z,-0.01665039440105178
MATS2c,0.10120211004947414
MATS2d,-0.1449337817952491
MATS2i,-0.06262726338359398
MATS2m,-0.01618400478809038
MATS2p,-0.06526568476042717
MATS2s,0.23205253799207617
MATS2v,-0.050544081366418046
MATS3Z,-0.08213132722200078
MATS3c,-0.009418818079470554
MATS3d,-0.11476164680390039
MATS3i,0.03220246607943249
MATS3m,-0.08236902328473233
MATS3p,-0.014202557270104275
MATS3s,-0.044462953490154514
MATS3v,-0.05063463274789459
MATS4Z,-0.08543683914378825
MATS4c,-0.10242434787362953
MATS4d,-0.04147122554330511
MATS4i,-0.12526015185333852
MATS4m,-0.08999672360010313
MATS4p,-0.14094653623872433
MATS4s,-0.1142902609237012
MATS4v,-0.14088858469779306
MATS5Z,0.029772488644404384
MATS5c,0.041202407745836986
MATS5d,0.07243903952348453
MATS5i,0.008912956932634214
MATS5m,0.03407600750722557
MATS5p,0.012043456536613642
MATS5s,0.1706017961872622
MATS5v,0.056679180411665885
MATS6Z,0.07045822538860105
MATS6c,0.046227138001934946
MATS6d,-0.005985915492957733
MATS6i,0.14137113174854518
MATS6m,0.0687649466726608
MATS6p,0.09872787527846767
MATS6s,0.011870609948271764
MATS6v,0.08527446097241505
MATS7Z,0.03137070183702306
MATS7c,-0.001083045997759232
MATS7d,-0.09127492226083775
MATS7i,-0.020033128409678542
MATS7m,0.028544128362872838
MATS7p,-0.009233314864055176
MATS7s,0.09885793849818228
MATS7v,-0.0338100377751191
MATS8Z,-0.13680059711866546
MATS8c,0.01871199334031398
MATS8d,0.006200618344211598
MATS8i,-0.14041519722318666
MATS8m,-0.13652005548722682
MATS8p,-0.11684672313691494
MATS8s,-0.12612824835262554
MATS8v,-0.12968080733786402
MAXaaN,4.082545197874878
MAXsOH,9.39572526681203
MINaaN,4.082545197874878
MINsOH,9.39572526681203
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,13
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,-3.6672428560017107
SdssSe,0
SdsssP,0
SpAD_A,41.74317416392234
SpAD_D,486.0197218867207
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,8.492810406118629
SssNH2,0
SsssAs,0
SsssCH,-1.2736546970637013
SsssNH,0
SssssB,0
SssssC,0.2627199351399804
SssssN,0
TMPC10,898
TMWC10,145.00699627931456
TSRW10,69.00077922723385
VE1_Dt,5.662525198291603
VE2_Dt,0.17159167267550313
VE3_Dt,2.927792409301108
VR1_Dt,215.30287989927646
VR2_Dt,6.524329693917468
VR3_Dt,6.56596824896916
Xc-3dv,1.8245186314153947
Xc-4dv,0.19716878364870322
Xc-5dv,0.08817656065588989
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2463996399133722
Xch-7d,0.34638304366414385
Xp-0dv,20.22573191662012
Xp-1dv,13.543264596418403
Xp-2dv,11.166468852542001
Xp-3dv,8.531960788176065
Xp-4dv,6.2320802431862266
Xp-5dv,4.609187935726409
Xp-6dv,2.7388382029756166
Xp-7dv,1.843703166253055
Xpc-4d,5.565304086917481
Xpc-5d,7.610380234322573
Xpc-6d,10.845051165184682
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,71
nFRing,0
nHBAcc,6
nHBDon,2
nHRing,3
nSpiro,1
naRing,1
piPC10,5.84318203253745
AATS0dv,6.122383252818036
AATS0pe,6.182439130434782
AATS0se,7.704428188405797
AATS1dv,4.676056338028169
AATS1pe,6.433804225352113
AATS1se,7.763828338028169
AATS2dv,3.912935323383085
AATS2pe,6.300227611940297
AATS2se,7.723231761194029
AATS3dv,2.263247863247863
AATS3pe,6.093570256410256
AATS3se,7.611422164102563
AATS4dv,1.8974358974358974
AATS4pe,6.005705882352941
AATS4se,7.570399475113122
AATS5dv,2.390602055800294
AATS5pe,5.976634801762114
AATS5se,7.592214722466961
AATS6dv,2.360507246376812
AATS6pe,6.0682684782608725
AATS6se,7.658523760869565
AATS7dv,2.8095238095238093
AATS7pe,6.147155194805195
AATS7se,7.672442
AATS8dv,1.9979674796747966
AATS8pe,6.113308536585366
AATS8se,7.683961219512194
AATSC0Z,9.729048519218653
AATSC0c,0.017878626756937036
AATSC0d,0.5965133375341313
AATSC0i,1.4311689580264324
AATSC0m,44.91743581096408
AATSC0p,0.2586114593237999
AATSC0s,2.2348002344725337
AATSC0v,49.58510438898808
AATSC1Z,1.8788306397933912
AATSC1c,-0.009758728838170578
AATSC1d,0.12914496007762605
AATSC1i,-0.34499959968710137
AATSC1m,8.156102462765258
AATSC1p,-0.01933353252899699
AATSC1s,-0.22546183893759725
AATSC1v,-0.07354699023988805
AATSC2Z,-0.16199249499195936
AATSC2c,0.0018093547525890148
AATSC2d,-0.08645493390012755
AATSC2i,-0.08963019528074513
AATSC2m,-0.7269439962333849
AATSC2p,-0.016878453979661163
AATSC2s,0.5185910663146384
AATSC2v,-2.506233550799346
AATSC3Z,-0.7990596674906693
AATSC3c,-0.00016839553293434455
AATSC3d,-0.06845685295590778
AATSC3i,0.04608716982478293
AATSC3m,-3.69980531620377
AATSC3p,-0.00367294406175151
AATSC3s,-0.09936581888513868
AATSC3v,-2.5107235505024277
AATSC4Z,-0.8312191533585952
AATSC4c,-0.0018312066864552999
AATSC4d,-0.024738139160467645
