DLiP-ID,T007GW
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.065699999999999
SRW02,4.290459441148391
SRW03,0.0
SRW04,5.594711379601839
SRW05,2.3978952727983707
SRW06,7.080867896690782
SRW07,4.59511985013459
SRW08,8.648396877031582
SRW09,6.580639137284949
SRW10,10.2598674529538
SaaCH,5.189135146725273
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.7973265554166473
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.1018617464175382
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,6.253144826665794
SssPH,0
SssSe,0
SsssB,0
SsssN,1.8071430443287406
SsssP,0
VE1_A,4.484428671347964
VE1_D,5.656516053999419
VE2_A,0.13589177791963528
VE2_D,0.1714095773939218
VE3_A,2.6945335693243497
VE3_D,2.926730633003489
VR1_A,885.1202214141421
VR1_D,220.12354623434973
VR2_A,26.821824891337638
VR2_D,6.670410491949992
VR3_A,7.979645947660295
VR3_D,6.588111430993742
WPath,3571
Xc-3d,2.0837769564868265
Xc-4d,0.0
Xc-5d,0.40236892706218247
Xc-6d,0.0
Xp-0d,23.208531534440656
Xp-1d,15.991203638441373
Xp-2d,14.372245295098848
Xp-3d,11.565404915953867
Xp-4d,9.434176302996532
Xp-5d,7.502313820741267
Xp-6d,4.980713197668353
Xp-7d,3.5702645338383494
ZMIC0,112.27357836594229
ZMIC1,52.006513762857956
ZMIC2,33.93006719286565
ZMIC3,26.57753530236346
ZMIC4,26.208517833350317
ZMIC5,26.208517833350317
nAcid,1
nAtom,66
nBase,1
nRing,4
piPC1,3.7612001156935624
piPC2,4.197201947661808
piPC3,4.566948973167894
piPC4,4.961970122114975
piPC5,5.386499932428129
piPC6,5.542733053137786
piPC7,5.754257726204594
piPC8,5.9481981612459505
piPC9,5.953567956916832
AATS0Z,21.636363636363637
AATS0d,3.0757575757575757
AATS0i,165.0268934273518
AATS0m,85.15553286363638
AATS0p,1.3499249978790455
AATS0s,4.818181818181818
AATS0v,200.27964226751217
AATS1Z,23.71014492753623
AATS1d,3.8260869565217392
AATS1i,147.95912112631527
AATS1m,89.1609092173913
AATS1p,1.7036037954492753
AATS1s,2.917471819645733
AATS1v,250.15663902621958
AATS2Z,18.92248062015504
AATS2d,3.317829457364341
AATS2i,156.12452376222316
AATS2m,68.9664349224806
AATS2p,1.4314747484665735
AATS2s,2.9584409991386735
AATS2v,201.22384159971216
AATS3Z,14.098360655737705
AATS3d,2.748633879781421
AATS3i,161.21941206387606
AATS3m,49.16176150819672
AATS3p,1.2124976216954209
AATS3s,2.499241044323012
AATS3v,161.60786741973553
AATS4Z,13.154639175257731
AATS4d,2.4948453608247423
AATS4i,164.0415577310116
AATS4m,45.299610252577324
AATS4p,1.1230155744781032
AATS4s,2.719501718213058
AATS4v,147.96939331078204
AATS5Z,13.691891891891892
AATS5d,2.497297297297297
AATS5i,164.45388508445023
AATS5m,48.35290472972973
AATS5p,1.0995670957750971
AATS5s,2.83033033033033
AATS5v,148.058940391976
AATS6Z,15.701754385964913
AATS6d,2.6374269005847952
AATS6i,163.9054636295419
AATS6m,55.83747932748537
AATS6p,1.146449488317322
AATS6s,3.75454840805718
AATS6v,159.7331753266426
AATS7Z,14.936046511627907
AATS7d,2.5988372093023258
AATS7i,162.57430359273124
AATS7m,52.3637073372093
AATS7p,1.1724777093073604
AATS7s,3.120478036175711
AATS7v,159.52329279271711
AATS8Z,13.521978021978022
AATS8d,2.4065934065934065
AATS8i,163.34289227682885
AATS8m,47.04263456593407
AATS8p,1.107902610201934
AATS8s,2.8847680097680093
AATS8v,146.68469383724005
AMID_C,1.5194696621537414
AMID_N,0.18967033412862552
AMID_O,0.3348881509187509
AMID_X,0.0
AMID_h,0.5245584850473765
ATS0dv,460.0
ATS0pe,414.5064
ATS0se,513.3968999999998
ATS1dv,417.0
ATS1pe,450.2365
ATS1se,539.5748
ATS2dv,574.0
ATS2pe,822.4409
ATS2se,1003.6426440000001
ATS3dv,510.0
ATS3pe,1113.1634999999999
ATS3se,1388.47248
ATS4dv,561.0
ATS4pe,1180.5448999999999
ATS4se,1479.750564
ATS5dv,583.0
ATS5pe,1119.3106
ATS5se,1406.546124
ATS6dv,650.0
ATS6pe,1083.1515
ATS6se,1344.6955239999998
ATS7dv,584.0
ATS7pe,1076.8224999999998
ATS7se,1338.4487199999999
ATS8dv,530.0
ATS8pe,1110.3549999999998
ATS8se,1392.4609639999999
ATSC0Z,511.09090909090907
ATSC0c,1.7317475673594918
ATSC0d,35.95454545454544
ATSC0i,90.96694855970841
ATSC0m,2420.5717015909095
ATSC0p,14.43592649219032
ATSC0s,127.93939393939392
ATSC0v,3205.0108384698533
ATSC1Z,22.768595041322357
ATSC1c,-1.008140703646153
ATSC1d,7.502066115702483
ATSC1i,-13.069816264838309
ATSC1m,109.50441670041306
ATSC1p,-0.5354027867351498
ATSC1s,-2.1765381083562882
ATSC1v,49.924377281863656
ATSC2Z,-27.132231404958603
ATSC2c,0.2330633054183489
ATSC2d,-7.5475206611570185
ATSC2i,-3.9744187735857914
ATSC2m,-141.5124300640497
ATSC2p,-1.3695528974774853
ATSC2s,31.62603305785124
ATSC2v,-400.0937759166581
ATSC3Z,-88.38842975206609
ATSC3c,-0.25485824283033603
ATSC3d,-5.873966942148758
ATSC3i,-18.343322127759762
ATSC3m,-416.7850119566116
ATSC3p,-2.6304433403843364
ATSC3s,-22.521349862258948
ATSC3v,-513.3909188309773
ATSC4Z,-60.47933884297525
ATSC4c,0.42074092646930117
ATSC4d,2.96694214876033
ATSC4i,4.664439676702008
ATSC4m,-287.53716920661157
ATSC4p,-1.2151238502930417
ATSC4s,-25.2688246097337
ATSC4v,-347.77862652545116
ATSC5Z,179.39669421487605
ATSC5c,-0.3426912768121892
ATSC5d,2.733471074380165
ATSC5i,-6.186865603168248
ATSC5m,854.9072136012398
ATSC5p,0.9649654792205938
ATSC5s,-5.380624426078966
ATSC5v,857.9614387615966
ATSC6Z,28.809917355371944
ATSC6c,-0.053352952368350096
ATSC6d,-2.3367768595041314
ATSC6i,1.4318930097867488
ATSC6m,133.87276101446267
ATSC6p,0.5837702764384028
ATSC6s,46.982782369146
ATSC6v,132.16919036641093
ATSC7Z,-77.02479338842973
ATSC7c,0.02256374678180384
ATSC7d,-3.8057851239669414
ATSC7i,4.619171662777994
ATSC7m,-373.82268184297516
ATSC7p,-1.436248511051132
ATSC7s,-8.493572084481176
ATSC7v,-522.2781409261969
ATSC8Z,43.35537190082644
ATSC8c,0.43898812009512106
ATSC8d,-4.995867768595042
ATSC8i,-12.08737012127499
ATSC8m,187.11495480991738
ATSC8p,-1.744528286652892
ATSC8s,3.8009641873278266
ATSC8v,-277.60186970346757
AXp-0d,0.7032888343769895
AXp-1d,0.44420010106781593
AXp-2d,0.29331112847140506
AXp-3d,0.18653878896699785
AXp-4d,0.12095097824354528
AXp-5d,0.07897172442885544
AXp-6d,0.05082360405784034
AXp-7d,0.03245695030762136
GATS1Z,0.8386437339850176
GATS1c,1.5775949470708075
GATS1d,0.982520749738911
GATS1i,1.4770111888940607
GATS1m,0.846415430926807
GATS1p,1.268836436935316
GATS1s,0.6009097732832621
GATS1v,1.1003717225230873
GATS2Z,0.9548279323477259
GATS2c,0.9361997358685392
GATS2d,1.338360822822647
GATS2i,1.2198592494070706
GATS2m,0.962275531186119
GATS2p,1.150440177905713
GATS2s,0.46128460555451517
GATS2v,1.1080231999682857
GATS3Z,1.000057346917749
GATS3c,0.8519360988081246
GATS3d,1.150891518655918
GATS3i,1.1288817823484376
GATS3m,1.0040814443277335
GATS3p,1.0936001671892155
GATS3s,0.8526160565827883
GATS3v,1.0760769315310352
GATS4Z,1.0102203420289217
GATS4c,0.7522265071261142
GATS4d,0.9365347270191724
GATS4i,0.9787111310517389
GATS4m,1.0118416034343107
GATS4p,1.0097415498201225
GATS4s,1.0847776578582813
GATS4v,1.0247556219786755
GATS5Z,0.8514114434605363
GATS5c,0.9254342224859244
GATS5d,1.0309563672395534
GATS5i,0.9865671618812427
GATS5m,0.851739146653655
GATS5p,0.9526634101690636
GATS5s,1.098340524323471
GATS5v,0.8933367104988681
GATS6Z,1.0025567892219582
GATS6c,1.0836002889834444
GATS6d,1.1365064578851263
GATS6i,0.9903941340163802
GATS6m,0.99915366448344
GATS6p,0.9529843444605555
GATS6s,1.2846166072452567
GATS6v,0.9426415152712437
GATS7Z,1.052553609987342
GATS7c,1.0384922451927503
GATS7d,1.045813365477906
GATS7i,0.9970294051034528
GATS7m,1.0527790685408465
GATS7p,1.0343367770147602
GATS7s,1.1952620938127712
GATS7v,1.0442009378657515
GATS8Z,0.9492999440971693
GATS8c,0.8249000872255415
GATS8d,1.0131840346758179
GATS8i,1.0098179633140298
GATS8m,0.9524495487186632
GATS8p,1.0359396836695314
GATS8s,1.0404541968374275
GATS8v,1.0243072337004049
MATS1Z,0.0426120984331741
MATS1c,-0.5568412609986468
MATS1d,0.1995822569119993
MATS1i,-0.13742973224558228
MATS1m,0.043272155514294766
MATS1p,-0.03547568664749301
MATS1s,-0.01627259558283387
MATS1v,0.014899716284719632
MATS2Z,-0.027160738957418044
MATS2c,0.0688562775497858
MATS2d,-0.10740011172198861
MATS2i,-0.022353432656302515
MATS2m,-0.02991099514105571
MATS2p,-0.048538726129522286
MATS2s,0.12647207870181662
MATS2v,-0.06386847080504428
MATS3Z,-0.06237206291442867
MATS3c,-0.05307707041754614
MATS3d,-0.05892105863090921
MATS3i,-0.07272558306827027
MATS3m,-0.06209934035532613
MATS3p,-0.06571691009444594
MATS3s,-0.06348673226114575
MATS3v,-0.057771218224769015
MATS4Z,-0.04025789699523598
MATS4c,0.08265561817667441
MATS4d,0.028073559503173598
MATS4i,0.017444481268673387
MATS4m,-0.04041273533860795
MATS4p,-0.02863637815857095
MATS4s,-0.06719283380622855
MATS4v,-0.03691608107273816
MATS5Z,0.1252242637514783
MATS5c,-0.07059771919920317
MATS5d,0.027122697919158105
MATS5i,-0.024263824850929074
MATS5m,0.1260007809939604
MATS5p,0.023847305881974975
MATS5s,-0.01500377687019088
MATS5v,0.09550156169240269
MATS6Z,0.021756632777247317
MATS6c,-0.011891090808439954
MATS6d,-0.025084835983764722
MATS6i,0.006075398467993462
MATS6m,0.02134627469525585
MATS6p,0.015607923998471595
MATS6s,0.14173668420221563
MATS6v,0.015916535867422463
MATS7Z,-0.05782929190141718
MATS7c,0.004999678976219007
MATS7d,-0.040616822979449047
MATS7i,0.01948480052820105
MATS7m,-0.059260209943187564
MATS7p,-0.03817687870631762
MATS7s,-0.02547425996717086
MATS7v,-0.06252991461707859
MATS8Z,0.030762194049280493
MATS8c,0.09192650077930307
MATS8d,-0.05038829691168506
MATS8i,-0.0481859850352539
MATS8m,0.02803258159123336
MATS8p,-0.04382338308942819
MATS8s,0.010773629496983367
MATS8v,-0.031409818863679065
MAXsOH,9.379179239766959
MAXssO,5.392681852516128
MINsOH,9.379179239766959
MINssO,5.316759611286246
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,12
NssNH2,0
NsssAs,0
NsssCH,3
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,43.017184841018455
SpAD_D,448.47231565135587
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,8.095728565342355
SssNH2,0
SsssAs,0
SsssCH,-0.43061237809722086
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,927
TMWC10,145.98504697291543
TSRW10,82.4479573076443
VE1_Dt,5.6375033226246165
VE2_Dt,0.17083343401892778
VE3_Dt,2.923363762680147
VR1_Dt,221.66505959459926
VR2_Dt,6.717123018018159
VR3_Dt,6.595089970484722
Xc-3dv,0.9644283690554482
Xc-4dv,0.0
Xc-5dv,0.10964722352871212
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.4201034543599429
Xch-7d,0.46986623607472455
Xp-0dv,18.88505163269556
Xp-1dv,11.895402703536217
Xp-2dv,9.182692437661505
Xp-3dv,6.864292489281721
Xp-4dv,4.920058494084079
Xp-5dv,3.476363281282491
Xp-6dv,1.896319874613281
Xp-7dv,1.2255086480365365
Xpc-4d,4.434432744796109
Xpc-5d,6.441577364999906
Xpc-6d,9.237107787063927
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,3
nBonds,69
nFRing,1
nHBAcc,6
nHBDon,3
nHRing,3
nSpiro,0
naRing,1
piPC10,5.859360706474645
AATS0dv,6.96969696969697
AATS0pe,6.2804
AATS0se,7.7787409090909065
AATS1dv,6.043478260869565
AATS1pe,6.525166666666666
AATS1se,7.819924637681159
AATS2dv,4.449612403100775
AATS2pe,6.3755108527131785
AATS2se,7.780175534883722
AATS3dv,2.7868852459016393
AATS3pe,6.082860655737704
AATS3se,7.587281311475409
AATS4dv,2.8917525773195876
AATS4pe,6.085282989690721
AATS4se,7.627580226804123
AATS5dv,3.151351351351351
AATS5pe,6.050327567567567
AATS5se,7.602952021621621
AATS6dv,3.801169590643275
AATS6pe,6.334219298245614
AATS6se,7.863716514619882
AATS7dv,3.395348837209302
AATS7pe,6.260595930232557
AATS7se,7.781678604651162
AATS8dv,2.912087912087912
AATS8pe,6.1008516483516475
AATS8se,7.650884417582417
AATSC0Z,7.743801652892562
AATSC0c,0.026238599505446845
AATSC0d,0.5447658402203854
AATSC0i,1.3782870993895213
AATSC0m,36.675328811983476
AATSC0p,0.21872615897258063
AATSC0s,1.9384756657483928
AATSC0v,48.56077027984626
AATSC1Z,0.3299796382800341
AATSC1c,-0.014610734835451491
AATSC1d,0.10872559587974613
AATSC1i,-0.18941762702664217
AATSC1m,1.5870205318900443
AATSC1p,-0.007759460677321012
AATSC1s,-0.03154403055588824
AATSC1v,0.7235416997371544
AATSC2Z,-0.21032737523223724
AATSC2c,0.0018066922900647202
AATSC2d,-0.05850791210199239
AATSC2i,-0.0308094478572542
AATSC2m,-1.0969955818918582
AATSC2p,-0.010616689127732445
AATSC2s,0.24516304696008714
AATSC2v,-3.1015021388888226
AATSC3Z,-0.48299688389107154
AATSC3c,-0.0013926679936083937
AATSC3d,-0.03209818001174185
AATSC3i,-0.10023673293857793
AATSC3m,-2.277513726538861
AATSC3p,-0.01437400732450457
AATSC3s,-0.12306748558611447
AATSC3v,-2.805414856999876
AATSC4Z,-0.31174916929368685
AATSC4c,0.0021687676622128924
AATSC4d,0.01529351623072335
AATSC4i,0.02404350348815468
AATSC4m,-1.482150356735111
AATSC4p,-0.006263525001510524
AATSC4s,-0.13025167324605
