DLiP-ID,J100HD
ATSC6m,-1244.8750102397385
ATSC6p,-4.132211612451277
ATSC6v,-818.8722980337144
ATSC7Z,-409.4110648423559
ATSC7c,0.018504181619262903
ATSC7d,-14.016656751933372
ATSC7i,2.039905951136662
ATSC7m,-1859.8722245080314
ATSC7p,-5.924782807662867
ATSC7v,-1042.0885737340773
ATSC8Z,-159.24687685901256
ATSC8c,-0.1399680153418068
ATSC8d,-14.197501487209998
ATSC8i,-2.721158679927014
ATSC8m,-757.3330107311124
ATSC8p,-1.7437227300558005
ATSC8v,-671.3390993348511
AXp-1d,0.4445431289831676
AXp-2d,0.28844115595066405
AXp-3d,0.17929509631329477
AXp-4d,0.1131700325255995
AXp-5d,0.07319947424741359
AXp-6d,0.048454695509790716
AXp-7d,0.031935901781487766
GATS1Z,0.5419706597630815
GATS1c,0.7035324418232604
GATS1d,0.6286075036075037
GATS1i,1.5769689027903186
GATS1m,0.5414462130831686
GATS1p,1.0082504857382613
GATS1v,1.0385833261908195
GATS2Z,0.5486899415495023
GATS2c,0.5063289087261639
GATS2d,0.9360730593607307
GATS2i,1.0394163716914613
GATS2m,0.5444817709639547
GATS2p,0.7836876101287068
GATS2v,0.7440692993079167
GATS3Z,0.7174725106317765
GATS3c,0.38381136735356125
GATS3d,0.722339675828048
GATS3i,1.1688070184414971
GATS3m,0.7038726785744952
GATS3p,1.0371240790963456
GATS3v,0.9380143509821383
GATS4Z,0.7173905172257725
GATS4c,0.31173755076193055
GATS4d,0.750915750915751
GATS4i,1.0681802332395847
GATS4m,0.701520174172811
GATS4p,0.9657409295149852
GATS4v,0.855941105511816
GATS5Z,0.9695743749087647
GATS5c,0.42858604253301563
GATS5d,1.1991752972765632
GATS5i,1.0787850523765152
GATS5m,0.9430034722886826
GATS5p,1.085164702063524
GATS5v,0.8679305488840844
GATS6Z,1.075492493677054
GATS6c,0.3911378415627752
GATS6d,1.2249253094323518
GATS6i,1.2934034598803448
GATS6m,1.0558102093157278
GATS6p,1.1914715965936284
GATS6v,1.1031858463193258
GATS7Z,1.2533935076687472
GATS7c,0.3292203356025851
GATS7d,1.0936833119931713
GATS7i,1.0887276948421385
GATS7m,1.2327828529931377
GATS7p,1.2868347453860582
GATS7v,1.1870920272752394
GATS8Z,0.6979681493684788
GATS8c,0.46606623866877267
GATS8d,1.3214380648591177
GATS8i,0.9981013172380198
GATS8m,0.723496332130183
GATS8p,0.7405552754915306
GATS8v,1.119366739550475
MATS1Z,0.030829803090923417
MATS1c,-0.22965643520814577
MATS1d,0.4652101370851368
MATS1i,-0.23227212741029743
MATS1m,0.0288876301987739
MATS1p,-0.11406022374059004
MATS1v,-0.12065501128245708
MATS2Z,0.16115467942497347
MATS2c,0.020403273385326735
MATS2d,0.18604711498547122
MATS2i,0.09254800517181183
MATS2m,0.16042863178466318
MATS2p,0.11839882350634093
MATS2v,0.1705289388040081
MATS3Z,0.13485929657867515
MATS3c,0.08268559595275514
MATS3d,0.2081131078224102
MATS3i,-0.08332992859728837
MATS3m,0.13374862378262703
MATS3p,0.06900723802574442
MATS3v,0.08872222015462906
MATS4Z,0.1510165287760016
MATS4c,0.05879153100240465
MATS4d,0.1553862803862804
MATS4i,-0.06553346111838823
MATS4m,0.1542758616013425
MATS4p,0.10642137596996212
MATS4v,0.16135569970010472
MATS5Z,-0.07636070735928925
MATS5c,-0.010222670962213428
MATS5d,-0.10995636747219037
MATS5i,-0.003043837596258236
MATS5m,-0.06842459687646722
MATS5p,-0.04204777829395039
MATS5v,0.056571163400345674
MATS6Z,-0.26672912267675236
MATS6c,0.01933991912354113
MATS6d,-0.28637163892445594
MATS6i,-0.07859593709856404
MATS6m,-0.26514208519682025
MATS6p,-0.20582983361397514
MATS6v,-0.2409786438594204
MATS7Z,-0.3992273244077315
MATS7c,0.006261330161923766
MATS7d,-0.3142605633802817
MATS7i,0.016616699570314072
MATS7m,-0.39612844321675383
MATS7p,-0.2951197019594958
MATS7v,-0.30666697589212677
MATS8Z,-0.19342611058123074
MATS8c,-0.05899415978578476
MATS8d,-0.3964978734715578
MATS8i,-0.02761035455945
MATS8m,-0.2009200598543561
MATS8p,-0.1081898929213812
MATS8v,-0.24608651229246184
MAXaaN,4.439819033329585
MAXssS,1.4742620937263793
MINaaN,3.778498126102293
MINssS,1.4742620937263793
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,1
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.559153180173202
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,1.3493490885283816
SssssB,0
SssssC,0
SssssN,0
TMPC10,655
TMWC10,121.0143086443662
TSRW10,72.53014918390298
Xc-3dv,0.9455557911976191
Xc-4dv,0.0
Xc-5dv,0.08408517252140155
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.23570226039551584
Xch-6d,0.3735969372995327
Xch-7d,0.5155485826237792
Xp-0dv,14.716484958299597
Xp-1dv,8.123577270965166
Xp-2dv,6.367847130784376
Xp-3dv,4.222491949957376
Xp-4dv,2.8770238497056653
Xp-5dv,1.9961055059291595
Xp-6dv,1.3531033784714872
Xp-7dv,0.7984555961602824
Xpc-4d,2.965488335714152
Xpc-5d,4.647734524613428
Xpc-6d,6.509681071977169
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,42
nFRing,1
nHBAcc,9
nHBDon,1
nHRing,3
nSpiro,0
naRing,3
piPC10,7.211951604603863
AATS0dv,7.493526046371575
AATS0pe,6.462595121951218
AATS0se,7.9037254146341445
AATS1dv,7.984126984126985
AATS1pe,6.796926190476192
AATS1se,8.048737428571425
AATS2dv,6.123287671232877
AATS2pe,6.5711684931506875
AATS2se,7.960806082191782
AATS3dv,3.821705426356589
AATS3pe,6.200840697674417
AATS3se,7.6709735348837205
AATS4dv,3.6520146520146524
AATS4pe,6.14100769230769
AATS4se,7.64582569230769
AATS5dv,4.69198312236287
AATS5pe,6.488624050632914
AATS5se,7.9478312911392415
AATS6dv,5.173708920187794
AATS6pe,6.786283098591549
AATS6se,8.16108687323944
AATS7dv,3.492957746478873
AATS7pe,6.584633802816903
AATS7se,8.035990366197186
AATS8dv,1.7017543859649122
AATS8pe,6.3633350877193
AATS8se,7.813274807017542
AATSC0Z,14.443783462224868
AATSC0c,0.04162410695295
AATSC0d,0.62819750148721
AATSC0i,1.7290479142830248
AATSC0m,66.12850930636526
AATSC0p,0.2827586386957085
AATSC0v,47.860725181482955
AATSC1Z,0.44529900002832873
AATSC1c,-0.009559244021537091
AATSC1d,0.2922438457834054
AATSC1i,-0.4016096374448558
AATSC1m,1.9102959224384581
AATSC1p,-0.03225151359421717
AATSC1v,-5.7746363367584035
AATSC2Z,2.327683293538582
AATSC2c,0.0008492680335811184
AATSC2d,0.11687433279277668
AATSC2i,0.16001993531337583
AATSC2m,10.608906269979546
AATSC2p,0.03347829015782641
AATSC2v,8.161638675588556
AATSC3Z,1.9478784776503468
AATSC3c,0.003441714089405889
AATSC3d,0.1307361343607764
AATSC3i,-0.14408143923849484
AATSC3m,8.844597112522997
AATSC3p,0.019512392684310223
AATSC3v,4.24630979631173
AATSC4Z,2.181250040857418
AATSC4c,0.002447144974371767
AATSC4d,0.0976132731040524
AATSC4i,-0.11331049426249687
AATSC4m,10.202032749651895
AATSC4p,0.03009156339739067
AATSC4v,7.722600799812604
AATSC5Z,-1.102937522119895
AATSC5c,-0.00042550954947598806
AATSC5d,-0.06907431531863951
AATSC5i,-0.005262941047226559
AATSC5m,-4.5248165913297544
AATSC5p,-0.011889372550576373
AATSC5v,2.707536904700711
AATSC6Z,-3.852577691012224
AATSC6c,0.0008050068620596789
AATSC6d,-0.17989794806914067
AATSC6i,-0.13589614111139195
AATSC6m,-17.53345084844702
AATSC6p,-0.05820016355565179
AATSC6v,-11.533412648362175
AATSC7Z,-5.766353025948675
AATSC7c,0.00026062227632764654
AATSC7d,-0.19741770073145595
AATSC7i,0.028731069734319183
AATSC7m,-26.19538344377509
AATSC7p,-0.08344764517835024
AATSC7v,-14.677303855409539
AATSC8Z,-2.793804857175659
AATSC8c,-0.0024555792165229266
AATSC8d,-0.24907897345982452
AATSC8i,-0.04773962596363183
AATSC8m,-13.286544047914253
AATSC8p,-0.030591626843084217
AATSC8v,-11.777878935699142
ATS0are,260.90659999999997
ATS1are,281.1786
ATS2are,474.8497
ATS3are,525.4292
ATS4are,552.0403
ATS5are,508.3521999999999
ATS6are,477.6914000000001
ATS7are,464.29249999999996
ATS8are,360.35490000000004
ATSC0dv,167.9993977717555
ATSC0pe,4.700790243902437
ATSC0se,2.6911372195121945
ATSC1dv,99.5724326348954
ATSC1pe,0.9663538964901844
ATSC1se,0.4519910434265303
ATSC2dv,105.8188982160824
ATSC2pe,1.2509954193932182
ATSC2se,0.7782331945270656
ATSC3dv,50.06148603491453
ATSC3pe,0.592115585960737
ATSC3se,0.355117783462227
ATSC4dv,44.90859350327919
ATSC4pe,1.4037606781677556
ATSC4se,0.5755232932778135
ATSC5dv,-1.7374725508772775
ATSC5pe,0.2117919690660314
ATSC5se,-0.14626195954788956
ATSC6dv,-71.55210375952
ATSC6pe,-1.5791855443188572
ATSC6se,-0.9439281118381951
ATSC7dv,-113.4870631091135
ATSC7pe,-2.4924806662700756
ATSC7se,-1.3204174776918518
ATSC8dv,-146.17712120210626
ATSC8pe,-2.5884425342058273
ATSC8se,-1.220966232004759
AXp-0dv,0.6398471720999825
AXp-1dv,0.33848238629021526
AXp-2dv,0.1929650645692235
AXp-3dv,0.09819748720831106
AXp-4dv,0.050474102626415183
AXp-5dv,0.030244022817108477
AXp-6dv,0.017803991821993253
AXp-7dv,0.009619946941690148
BertzCT,768.8255513208284
ECIndex,4800000000
GATS1dv,0.34643611211112996
GATS1pe,0.5988050937836237
GATS1se,0.6129060509271482
GATS2dv,0.643801684506793
GATS2pe,0.7986998681371344
GATS2se,0.727815343157842
