DLiP-ID,C001AV
SIC1,0.6157811499286898
SIC2,0.7662239082976781
SIC3,0.9059207553545958
SIC4,0.9489044006028784
SIC5,0.9489044006028784
SaaN,0
SaaO,0
SaaS,0
Sare,36.028000000000006
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,9.690163479150083
SssS,0
StCH,0
StsC,0
TIC0,55.51394111779546
TIC1,114.60752504759628
TIC2,142.60752504759625
TIC3,168.60752504759625
TIC4,176.60752504759628
TIC5,176.60752504759628
Vabc,263.84530145572273
WPol,30
apol,41.02989499999999
bpol,20.826104999999995
nRot,4
ABCGG,12.877752674417197
ATS0Z,896.0
ATS0d,117.0
ATS0i,5755.519683823735
ATS0m,3543.534949
ATS0p,55.07440957273501
ATS0s,200.41666666666669
ATS0v,8351.403875532342
ATS1Z,967.0
ATS1d,140.0
ATS1i,5363.854406596899
ATS1m,3692.776069999999
ATS1p,67.07773264000001
ATS1s,136.05555555555554
ATS1v,10080.91320329754
ATS2Z,1332.0
ATS2d,206.0
ATS2i,9026.979203937093
ATS2m,5007.404388999999
ATS2p,92.64228692509398
ATS2s,224.55555555555557
ATS2v,13713.191841926317
ATS3Z,1440.0
ATS3d,222.0
ATS3i,10347.835869182149
ATS3m,5334.60703
ATS3p,102.506285167396
ATS3s,258.83333333333337
ATS3v,14959.277067422117
ATS4Z,1321.0
ATS4d,199.0
ATS4i,11770.202724637644
ATS4m,4721.380629
ATS4p,94.94430007394298
ATS4s,292.4444444444445
ATS4v,13670.74146039453
ATS5Z,1146.0
ATS5d,177.0
ATS5i,11036.845823125735
ATS5m,4111.816690000001
ATS5p,86.781995701037
ATS5s,255.80555555555563
ATS5v,12122.81601205998
ATS6Z,947.0
ATS6d,158.0
ATS6i,9616.058878959588
ATS6m,3351.8816100000004
ATS6p,79.58413397249
ATS6s,196.3055555555556
ATS6v,10708.800974321202
ATS7Z,831.0
ATS7d,143.0
ATS7i,9215.338838789236
ATS7m,2938.9509280000007
ATS7p,68.678879387886
ATS7s,172.61111111111111
ATS7v,9355.961719906541
ATS8Z,786.0
ATS8d,119.0
ATS8i,7202.93666631084
ATS8m,2856.4381829999998
ATS8p,56.832045975640995
ATS8s,190.2777777777778
ATS8v,7995.817025735442
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.125
GGI10,0.08264462809917356
JGI10,0.009182736455463728
JGT10,0.45601280110652254
Kier1,17.355371900826448
Kier2,8.585017835909632
Kier3,5.0
MAXdO,12.098909045099521
MID_C,32.69484853084598
MID_N,2.034488140228073
MID_O,7.27275390844788
MID_X,0.0
MID_h,9.307242048675954
MINdO,11.31548967801951
MPC10,42
MWC01,22.0
MWC02,4.634728988229636
MWC03,5.4510384535657
MWC04,6.289715570908998
MWC05,7.122059881629142
MWC06,7.963807953231451
MWC07,8.80071662871916
MWC08,9.643485495857657
MWC09,10.482373613207029
MWC10,11.325595386445151
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.7341000000000006
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.081404364984463
SRW05,0.0
SRW06,6.558197802812269
SRW07,0.0
SRW08,8.11522197256233
SRW09,0.0
SRW10,9.710812583662682
SaaCH,13.322970210505384
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.127255474503852
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.6663052558412403
SdssS,0
SsCH3,2.8644493885931266
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.7470679799697657
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.2331454044509185
VE1_D,4.5101534292618615
VE2_A,0.20157835259290088
VE2_D,0.2147692109172315
VE3_A,2.184882655891041
VE3_D,2.2482685174572916
VR1_A,117.57200053667901
VR1_D,108.68009713454741
VR2_A,5.59866669222281
VR2_D,5.175242720692734
VR3_A,5.5089882611713215
VR3_D,5.430346023053663
WPath,1056
Xc-3d,1.2129861445882282
Xc-4d,0.0
Xc-5d,0.23570226039551584
Xc-6d,0.0
Xp-0d,15.242276208189782
Xp-1d,10.13456025298537
Xp-2d,8.580283186606902
Xp-3d,7.250676579887075
Xp-4d,5.264722695686575
Xp-5d,4.097578048166432
Xp-6d,2.5235693002876007
Xp-7d,1.7556529149159503
ZMIC0,70.08687274229743
ZMIC1,47.15706252443918
ZMIC2,28.086718065251095
ZMIC3,23.44076945101497
ZMIC4,22.472181256129822
ZMIC5,22.472181256129822
nAcid,0
nAtom,36
nBase,0
nRing,2
piPC1,3.4339872044851463
piPC2,3.970291913552122
piPC3,4.4942386252808095
piPC4,4.955827057601261
piPC5,5.454786784594254
piPC6,5.499470899970631
piPC7,5.737781243828331
piPC8,5.778619347763734
piPC9,5.95518949124327
AATS0Z,24.88888888888889
AATS0d,3.25
AATS0i,159.87554677288153
AATS0m,98.43152636111111
AATS0p,1.5298447103537502
AATS0s,5.56712962962963
AATS0v,231.9834409870095
AATS1Z,26.135135135135137
AATS1d,3.7837837837837838
AATS1i,144.9690380161324
AATS1m,99.80475864864862
AATS1p,1.8129116929729732
AATS1s,3.677177177177177
AATS1v,272.4571136026362
AATS2Z,22.576271186440678
AATS2d,3.4915254237288136
AATS2i,152.9996475243575
AATS2m,84.87126083050846
AATS2p,1.5702082529676946
AATS2s,3.8060263653483997
AATS2v,232.42698037163248
AATS3Z,21.176470588235293
AATS3d,3.264705882352941
AATS3i,152.17405689973748
AATS3m,78.45010338235295
AATS3p,1.5074453701087647
AATS3s,3.8063725490196085
AATS3v,219.98936863856056
AATS4Z,17.85135135135135
AATS4d,2.689189189189189
AATS4i,159.05679357618436
AATS4m,63.80244093243243
AATS4p,1.2830310820803106
AATS4s,3.951951951951953
AATS4v,184.73974946479095
AATS5Z,16.608695652173914
AATS5d,2.5652173913043477
AATS5i,159.95428729167733
AATS5m,59.59154623188407
AATS5p,1.2577100826237246
AATS5s,3.707326892109502
AATS5v,175.6929856820287
AATS6Z,15.524590163934427
AATS6d,2.5901639344262297
AATS6i,157.64030949114078
AATS6m,54.948878852459025
AATS6p,1.3046579339752458
AATS6s,3.218123861566485
AATS6v,175.55411433313446
AATS7Z,14.578947368421053
AATS7d,2.508771929824561
AATS7i,161.6726112068287
AATS7m,51.56054259649124
AATS7p,1.2048926208401052
AATS7s,3.0282651072124755
AATS7v,164.139679296606
AATS8Z,17.466666666666665
AATS8d,2.6444444444444444
AATS8i,160.06525925135202
AATS8m,63.47640406666666
AATS8p,1.2629343550142442
AATS8s,4.228395061728396
AATS8v,177.68482279412095
AMID_C,1.5568975490879038
AMID_N,0.09688038762990822
AMID_O,0.3463216146879943
AMID_X,0.0
AMID_h,0.4432020023179026
ATS0dv,330.0
ATS0pe,233.216
ATS0se,285.0337159999999
ATS1dv,304.0
ATS1pe,244.399
ATS1se,291.2376719999999
ATS2dv,413.0
ATS2pe,388.3827
ATS2se,470.02915600000006
ATS3dv,397.0
ATS3pe,440.89799999999997
ATS3se,534.326376
ATS4dv,349.0
ATS4pe,482.39799999999997
ATS4se,591.2872199999999
ATS5dv,307.0
ATS5pe,436.58969999999994
ATS5se,540.089192
ATS6dv,232.0
ATS6pe,375.45320000000004
ATS6se,465.34217600000005
ATS7dv,216.0
ATS7pe,348.89099999999996
ATS7se,435.83119200000004
ATS8dv,236.0
ATS8pe,285.7977
ATS8se,352.83078
ATSC0Z,270.99999999999994
ATSC0c,1.0148514870393177
ATSC0d,20.30555555555556
ATSC0i,51.55082830748427
ATSC0m,1282.5482989722223
ATSC0p,8.311846136317639
ATSC0s,70.07638888888887
ATSC0v,1754.1454128982482
ATSC1Z,9.361111111111086
ATSC1c,-0.5570778258680181
ATSC1d,8.297067901234572
ATSC1i,-5.5317746832736985
ATSC1m,43.63521544521615
ATSC1p,-0.6720616723217385
ATSC1s,-4.934992283950617
ATSC1v,-28.49179666850006
ATSC2Z,22.972222222222193
ATSC2c,0.06109581595882666
ATSC2d,-2.639660493827159
ATSC2i,10.176851764261444
ATSC2m,114.26787671219141
ATSC2p,2.297753095265231
ATSC2s,6.238233024691359
ATSC2v,345.97881864755334
ATSC3Z,-37.7777777777778
ATSC3c,0.10629680030521241
ATSC3d,-8.354938271604937
ATSC3i,-23.59089137374776
ATSC3m,-183.4868480030863
ATSC3p,-3.2373201650064836
ATSC3s,-1.1072530864197527
ATSC3v,-499.14402818151086
ATSC4Z,-123.44444444444446
ATSC4c,-0.27825763496130207
ATSC4d,-3.7669753086419755
ATSC4i,-12.414576260118327
ATSC4m,-578.3974350540122
ATSC4p,-2.263703669175758
ATSC4s,-31.397762345679013
ATSC4v,-563.9833606498909
ATSC5Z,-6.083333333333333
ATSC5c,0.18241704376710138
ATSC5d,-1.5023148148148147
ATSC5i,4.0072996374647385
ATSC5m,-27.451116057870433
ATSC5p,0.7799759835008309
ATSC5s,-6.857060185185185
ATSC5v,50.06889206935657
ATSC6Z,-31.47222222222221
ATSC6c,0.21610094856388193
ATSC6d,0.6211419753086416
ATSC6i,-2.7503314668770207
ATSC6m,-155.99397303626543
ATSC6p,-1.2848218623848882
ATSC6s,-4.939621913580249
ATSC6v,-350.5530834690021
ATSC7Z,16.41666666666667
ATSC7c,-0.4151345420765849
ATSC7d,1.0995370370370363
ATSC7i,8.121390875940602
ATSC7m,84.14148646064804
ATSC7p,1.1167582213683493
ATSC7s,-12.354745370370368
ATSC7v,277.98743592984385
ATSC8Z,33.91666666666668
ATSC8c,0.16120402307632917
ATSC8d,-2.6875000000000004
ATSC8i,8.224377868394239
ATSC8m,153.09345222916664
ATSC8p,0.4187232602553399
ATSC8s,36.39062499999999
ATSC8v,87.63282866414139
AXp-0d,0.7258226765804658
AXp-1d,0.46066182968115316
AXp-2d,0.29587183402092765
AXp-3d,0.20140768277464097
AXp-4d,0.12840787062650183
AXp-5d,0.08362404179931494
AXp-6d,0.054860202180165234
AXp-7d,0.0365761023940823
GATS1Z,0.7190585419367709
GATS1c,1.5214004450013436
GATS1d,0.7220763855510776
GATS1i,1.2129352964721487
GATS1m,0.7254896245209583
GATS1p,1.1066561703951998
GATS1s,0.5847597671995652
GATS1v,0.9460190708325967
GATS2Z,0.840577897304397
GATS2c,1.1284458663094759
GATS2d,1.2270166245449694
GATS2i,0.9159618318258338
GATS2m,0.8378799120417981
GATS2p,0.8227568404838678
GATS2s,0.6337246312790893
GATS2v,0.811711178341762
GATS3Z,0.9382461471673542
GATS3c,1.005338734589117
GATS3d,1.3434457230224508
GATS3i,1.2917534494768785
GATS3m,0.94269497825361
GATS3p,1.1905061430496835
GATS3s,0.8740461797641466
GATS3v,1.089140022722234
GATS4Z,1.2016305973870554
GATS4c,1.1859383545611892
GATS4d,1.0365290050652565
GATS4i,1.1208149261662823
GATS4m,1.195578752946121
GATS4p,1.0704199754704828
GATS4s,1.5802949912552535
GATS4v,1.0729745641183415
GATS5Z,1.0070057222311355
GATS5c,0.7879762016856208
GATS5d,1.0242074585142447
GATS5i,0.9230700213356829
GATS5m,1.0055403393736253
GATS5p,0.9154113471458177
GATS5s,1.2333561690069645
GATS5v,0.9569913425085491
GATS6Z,1.0025104349404153
GATS6c,0.5837849238604222
GATS6d,0.8759615168980285
GATS6i,1.0185434812614018
GATS6m,1.0104635300182399
GATS6p,1.0769941907771383
GATS6s,0.8980409421802583
GATS6v,1.1231683959541718
GATS7Z,0.9618372499514471
GATS7c,1.0323176281295028
GATS7d,0.8769529843761248
GATS7i,0.8636393803556556
GATS7m,0.9609541734668572
GATS7p,0.881638730973412
GATS7s,1.0436953547281147
GATS7v,0.9089184464320306
GATS8Z,0.8925789257892581
GATS8c,0.9016436604143018
GATS8d,1.07250341997264
GATS8i,0.8474222273112237
GATS8m,0.896625717357111
GATS8p,0.9224609277285594
GATS8s,0.4459639502747224
GATS8v,0.9329288572731502
MATS1Z,0.03360925501146895
MATS1c,-0.5340896430012587
MATS1d,0.39756719784079575
MATS1i,-0.10440699860917707
MATS1m,0.03310275748061139
MATS1p,-0.0786705904579898
MATS1s,-0.06851971384723343
MATS1v,-0.015803563322660523
MATS2Z,0.05172305960347734
MATS2c,0.0367332594315683
MATS2d,-0.07932017899788998
MATS2i,0.1204559591029402
MATS2m,0.05436268738342283
MATS2p,0.16867718853252076
MATS2s,0.0543175744790206
MATS2v,0.1203467616199216
MATS3Z,-0.07380073800738014
MATS3c,0.0554512432122899
MATS3d,-0.21783213969582352
MATS3i,-0.24227147929934142
MATS3m,-0.07573991254713582
MATS3p,-0.20619671651348825
MATS3s,-0.008365054474866945
MATS3v,-0.15064470645302466
MATS4Z,-0.22160167547621432
MATS4c,-0.13338757532422935
MATS4d,-0.09025030502458682
MATS4i,-0.11715667399134068
MATS4m,-0.21939332514628085
MATS4p,-0.13249297766137058
MATS4s,-0.217970522301114
MATS4v,-0.15641250807484885
MATS5Z,-0.011711856248997272
MATS5c,0.09378131776619636
MATS5d,-0.03860108249568784
MATS5i,0.04055735081057719
MATS5m,-0.011167081530555142
MATS5p,0.04895951930746693
MATS5s,-0.05105281072673455
MATS5v,0.014892095044126412
MATS6Z,-0.06853789849373904
MATS6c,0.1256686201542313
MATS6d,0.0180529703303357
MATS6i,-0.03148633092346943
MATS6m,-0.07178054576785609
MATS6p,-0.09122588567042794
MATS6s,-0.04160012736556356
MATS6v,-0.11793992986219627
MATS7Z,0.038259856282773376
MATS7c,-0.2583533063206155
MATS7d,0.03419972640218875
MATS7i,0.0994998464428045
MATS7m,0.04143469021121153
MATS7p,0.08485731934269508
MATS7s,-0.1113498740409641
MATS7v,0.10008920063025668
MATS8Z,0.10012300123001236
MATS8c,0.12707595161267868
MATS8d,-0.10588235294117646
MATS8i,0.12763135939292294
MATS8m,0.09549329400029549
MATS8p,0.040301348546458546
MATS8s,0.41543950054504014
MATS8v,0.039966049801698926
MAXssO,5.078270924486584
MINssO,4.611892554663498
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,27.066861463128674
SpAD_D,208.6126185910802
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,422
TMWC10,114.71352197179394
TSRW10,54.27229921379206
VE1_Dt,4.526628545087297
VE2_Dt,0.2155537402422522
VE3_Dt,2.2519147565997946
VR1_Dt,107.81288015536273
VR2_Dt,5.133946674064892
VR3_Dt,5.422334478027566
Xc-3dv,0.4107390847186267
Xc-4dv,0.0
Xc-5dv,0.03089923432488318
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.16666666666666666
Xch-7d,0.21407617506269555
Xp-0dv,11.75179531537246
Xp-1dv,6.275727571947289
Xp-2dv,4.255011902134962
Xp-3dv,2.8957933172519454
Xp-4dv,1.775067279105756
Xp-5dv,1.1453354280241508
Xp-6dv,0.5384470446520614
Xp-7dv,0.30144243996311415
Xpc-4d,2.9301048272568635
Xpc-5d,3.84884458919458
Xpc-6d,5.138922016259946
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,37
nFRing,0
nHBAcc,4
nHBDon,1
nHRing,0
nSpiro,0
naRing,2
piPC10,6.258505359459375
AATS0dv,9.166666666666666
AATS0pe,6.4782222222222225
AATS0se,7.91760322222222
AATS1dv,8.216216216216216
AATS1pe,6.605378378378378
AATS1se,7.87128843243243
AATS2dv,7.0
AATS2pe,6.582757627118644
AATS2se,7.966595864406781
AATS3dv,5.838235294117647
AATS3pe,6.483794117647058
AATS3se,7.8577408235294115
AATS4dv,4.716216216216216
AATS4pe,6.518891891891892
AATS4se,7.990367837837837
AATS5dv,4.449275362318841
AATS5pe,6.327386956521738
AATS5se,7.827379594202899
AATS6dv,3.80327868852459
AATS6pe,6.1549704918032795
AATS6se,7.628560262295083
AATS7dv,3.789473684210526
AATS7pe,6.1208947368421045
AATS7se,7.646161263157896
AATS8dv,5.2444444444444445
AATS8pe,6.35106
AATS8se,7.840684
AATSC0Z,7.527777777777776
AATSC0c,0.028190319084425493
AATSC0d,0.5640432098765433
AATSC0i,1.431967452985674
AATSC0m,35.62634163811728
AATSC0p,0.2308846148977122
AATSC0s,1.9465663580246908
AATSC0v,48.72626146939578
AATSC1Z,0.2530030030030023
AATSC1c,-0.015056157455892382
AATSC1d,0.22424507841174518
AATSC1i,-0.14950742387226212
AATSC1m,1.179330147168004
AATSC1p,-0.018163828981668607
AATSC1s,-0.13337816983650316
AATSC1v,-0.7700485586081097
AATSC2Z,0.3893596986817321
AATSC2c,0.0010355223043868925
AATSC2d,-0.044740008369951845
AATSC2i,0.1724890129535838
AATSC2m,1.93674367308799
AATSC2p,0.03894496771635985
AATSC2s,0.10573276313036202
AATSC2v,5.864047773687345
AATSC3Z,-0.5555555555555559
AATSC3c,0.0015631882397825355
AATSC3d,-0.1228667392883079
AATSC3i,-0.3469248731433494
AATSC3m,-2.6983360000453867
AATSC3p,-0.04760764948538947
AATSC3s,-0.016283133623819893
AATSC3v,-7.340353355610453
AATSC4Z,-1.6681681681681684
AATSC4c,-0.0037602383102878657
AATSC4d,-0.050905071738405076
AATSC4i,-0.16776454405565308
AATSC4m,-7.81618155478395
AATSC4p,-0.03059059012399673
AATSC4s,-0.4242940857524191
AATSC4v,-7.621396765539066
AATSC5Z,-0.08816425120772946
AATSC5c,0.0026437252719869768
AATSC5d,-0.021772678475577022
AATSC5i,0.058076806340068676
AATSC5m,-0.39784226170826714
AATSC5p,0.011303999760881606
AATSC5s,-0.09937768384326355
AATSC5v,0.7256361169471967
AATSC6Z,-0.5159380692167576
