DLiP-ID,P000KH
GGI6,0.9797278911564625
GGI7,0.6918579931972789
GGI8,0.6087569286974048
GGI9,0.37500771604938277
JGI1,0.2121212121212121
JGI2,0.06944444444444448
JGI3,0.05569727891156462
JGI4,0.03724537037037037
JGI5,0.021507092198581563
JGI6,0.020410997732426304
JGI7,0.014720382833984658
JGI8,0.014157137876683833
JGI9,0.010135343677010347
MIC0,19.21317353780232
MIC1,38.25111846288408
MIC2,44.93581112310215
MIC3,46.906131666828244
MIC4,47.04231019887185
MIC5,47.04231019887185
MPC2,48
MPC3,63
MPC4,86
MPC5,110
MPC6,124
MPC7,155
MPC8,183
MPC9,199
Mare,1.00176
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.17785728816560514
RPCG,0.10646951649566497
SIC0,0.3101269017846049
SIC1,0.6738432131418943
SIC2,0.8431403600017768
SIC3,0.9281885936668445
SIC4,0.9521257291112298
SIC5,0.9521257291112298
SaaN,3.9108484697955297
SaaO,0
SaaS,0
Sare,50.088
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,6.060200066137567
SssS,0
StCH,0
StsC,0
TIC0,87.51558171263501
TIC1,190.15370947142847
TIC2,237.9281469822459
TIC3,261.92814698224583
TIC4,268.68303448440935
TIC5,268.68303448440935
Vabc,350.03869805151584
WPol,49
apol,58.91385999999999
bpol,31.034139999999997
nRot,6
ABCGG,18.745264360668045
ATS0Z,1484.0
ATS0d,182.0
ATS0i,8055.129720025081
ATS0m,5886.367621000001
ATS0p,83.28197409698001
ATS0s,278.35502400548694
ATS0v,11951.126862865334
ATS1Z,1710.0
ATS1d,226.0
ATS1i,7770.8520136482
ATS1m,6607.331445000001
ATS1p,104.00629017
ATS1s,166.16666666666669
ATS1v,15040.821261194938
ATS2Z,2329.0
ATS2d,353.0
ATS2i,13482.152387168233
ATS2m,8839.918526
ATS2p,152.16490302394303
ATS2s,356.7438271604939
ATS2v,21852.342799770544
ATS3Z,2483.0
ATS3d,389.0
ATS3i,17597.827466937833
ATS3m,9178.673183
ATS3p,168.868712923339
ATS3s,406.54629629629636
ATS3v,24083.69573134923
ATS4Z,2465.0
ATS4d,389.0
ATS4i,18173.201162293797
ATS4m,9100.29803
ATS4p,168.376875983037
ATS4s,419.391975308642
ATS4v,23859.740940404532
ATS5Z,2379.0
ATS5d,384.0
ATS5i,17762.509876958524
ATS5m,8734.680993
ATS5p,173.821317879641
ATS5s,395.6265432098765
ATS5v,24407.223087097704
ATS6Z,2516.0
ATS6d,392.0
ATS6i,19014.09471480114
ATS6m,9301.445384999999
ATS6p,180.229818496735
ATS6s,379.4845679012345
ATS6v,25026.419849284033
ATS7Z,2612.0
ATS7d,389.0
ATS7i,20002.025499247113
ATS7m,9654.394203
ATS7p,179.03597443098002
ATS7s,443.45370370370375
ATS7v,24249.764178584242
ATS8Z,2493.0
ATS8d,350.0
ATS8i,19191.422809849715
ATS8m,9145.109477999998
ATS8p,169.320882713584
ATS8s,410.1975308641975
ATS8v,22950.82723744434
C1SP1,0
C1SP2,2
C1SP3,3
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.14285714285714285
GGI10,0.16916641159065401
JGI10,0.006766656463626161
JGT10,0.4622059166299044
Kier1,23.168044077134986
Kier2,9.868055555555555
Kier3,5.333333333333333
MAXdO,12.25260878449686
MID_C,43.81404470059386
MID_N,8.104309164750802
MID_O,7.285309678676308
MID_X,0.0
MID_h,17.56223880330227
MINdO,12.047984748536695
MPC10,210
MWC01,33.0
MWC02,5.093750200806762
MWC03,5.953243334287785
MWC04,6.859614903654202
MWC05,7.741099090035366
MWC06,8.654691704601872
MWC07,9.548026157663058
MWC08,10.465528967686389
MWC09,11.366893406436693
MWC10,12.2868089587576
NaaCH,9
NaaNH,2
NaaSe,0
NaaaC,2
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.780520000000002
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.556828061699537
SRW05,2.3978952727983707
SRW06,7.10085190894405
SRW07,4.844187086458591
SRW08,8.73020559553099
SRW09,7.050122520269059
SRW10,10.4056860696016
SaaCH,15.810751608258597
SaaNH,5.658665095259612
SaaSe,0
SaaaC,1.1063550196313097
SaasC,3.4146518854455374
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,3.359483298203987
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.554669705845301
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.3334652135690295
VE1_D,5.383785173005529
VE2_A,0.14444884045230097
VE2_D,0.17945950576685096
VE3_A,2.56497979089898
VE3_D,2.7820039792125253
VR1_A,433.2763326532985
VR1_D,197.1113340196204
VR2_A,14.442544421776615
VR2_D,6.570377800654013
VR3_A,7.16998799476663
VR3_D,6.382381005078218
WPath,2358
Xc-3d,2.7727856606830827
Xc-4d,0.25
Xc-5d,0.3816482542814169
Xc-6d,0.0
Xp-0d,21.302754140504845
Xp-1d,14.37614187678257
Xp-2d,13.590874581419326
Xp-3d,11.065178645564663
Xp-4d,9.3565619785876
Xp-5d,7.623568325177663
Xp-6d,5.260436321521277
Xp-7d,4.21887234391377
ZMIC0,96.10340000017193
ZMIC1,51.07729982169457
ZMIC2,32.86191007015758
ZMIC3,27.692172436439144
ZMIC4,27.15444869620499
ZMIC5,27.15444869620499
nAcid,0
nAtom,50
nBase,0
nRing,4
piPC1,3.871201010907891
piPC2,4.577284982498556
piPC3,5.155456878634996
piPC4,5.818040787249639
piPC5,6.382238939806142
piPC6,6.765813618997645
piPC7,7.280239747451829
piPC8,7.766514549501594
piPC9,8.11376818837784
AATS0Z,29.68
AATS0d,3.64
AATS0i,161.10259440050163
AATS0m,117.72735242000003
AATS0p,1.6656394819396
AATS0s,5.567100480109739
AATS0v,239.02253725730668
AATS1Z,32.264150943396224
AATS1d,4.264150943396227
AATS1i,146.61984931411698
AATS1m,124.66663103773587
AATS1p,1.9623828333962263
AATS1s,3.135220125786164
AATS1v,283.7890803999045
AATS2Z,26.168539325842698
AATS2d,3.966292134831461
AATS2i,151.48485828278913
AATS2m,99.32492725842695
AATS2p,1.709718011504978
AATS2s,4.008357608544875
AATS2v,245.53194157045556
AATS3Z,22.169642857142858
AATS3d,3.4732142857142856
AATS3i,157.12345952623065
AATS3m,81.95243913392858
AATS3p,1.5077563653869552
AATS3s,3.629877645502646
AATS3v,215.03299760133243
AATS4Z,21.434782608695652
AATS4d,3.382608695652174
AATS4i,158.02783619385912
AATS4m,79.13302634782609
AATS4p,1.4641467476785825
AATS4s,3.646886741814278
AATS4v,207.4760081774307
AATS5Z,20.86842105263158
AATS5d,3.3684210526315788
AATS5i,155.811490148759
AATS5m,76.62000871052632
AATS5p,1.5247484024529911
AATS5s,3.4704082737708464
AATS5v,214.098448132436
AATS6Z,20.62295081967213
AATS6d,3.2131147540983607
AATS6i,155.85323536722245
AATS6m,76.24135561475408
AATS6p,1.4772935942355327
AATS6s,3.1105292450920863
AATS6v,205.13458892855766
AATS7Z,20.73015873015873
AATS7d,3.0873015873015874
AATS7i,158.74623412100883
AATS7m,76.62217621428572
AATS7p,1.4209204319919049
AATS7s,3.519473838918284
AATS7v,192.4584458617797
AATS8Z,20.775
AATS8d,2.9166666666666665
AATS8i,159.9285234154143
AATS8m,76.20924564999999
AATS8p,1.4110073559465335
AATS8s,3.418312757201646
AATS8v,191.2568936453695
AMID_C,1.4604681566864621
AMID_N,0.27014363882502673
AMID_O,0.24284365595587692
AMID_X,0.0
AMID_h,0.5854079601100757
ATS0dv,448.44444444444446
ATS0pe,324.30969999999996
ATS0se,395.67737299999993
ATS1dv,414.0
ATS1pe,351.9742
ATS1se,419.977852
ATS2dv,690.3333333333333
ATS2pe,586.0744
ATS2se,705.283628
ATS3dv,677.0
ATS3pe,734.8015999999999
ATS3se,894.2195839999999
ATS4dv,656.6666666666667
ATS4pe,750.3924
ATS4se,914.750524
ATS5dv,609.3333333333333
ATS5pe,737.4572
ATS5se,898.766096
ATS6dv,618.3333333333333
ATS6pe,769.4839999999999
ATS6se,942.3319660000001
ATS7dv,646.0
ATS7pe,802.6912
ATS7se,985.283508
ATS8dv,530.6666666666667
ATS8pe,767.3089000000001
ATS8se,942.7978420000001
ATSC0Z,498.31999999999994
ATSC0c,1.0136555458600096
ATSC0d,34.08
ATSC0i,81.71530462082194
ATSC0m,2282.7871085
ATSC0p,13.865116094988
ATSC0s,102.2958864883402
ATSC0v,2447.3423174604477
ATSC1Z,104.14079999999993
ATSC1c,-0.5564933749572774
ATSC1d,11.2752
ATSC1i,1.225895201343469
ATSC1m,450.2833672500002
ATSC1p,-0.6449543242804785
ATSC1s,-20.248216152263375
ATSC1v,124.81542562217808
ATSC2Z,7.590399999999964
ATSC2c,0.19564727551144892
ATSC2d,3.9776000000000016
ATSC2i,-15.213247344883355
ATSC2m,59.351773750000014
ATSC2p,-2.0166667262520384
ATSC2s,40.34368213305899
ATSC2v,-0.37583606625619126
ATSC3Z,-139.79680000000005
ATSC3c,-0.3203574164223615
ATSC3d,-0.33919999999999884
ATSC3i,-3.5677574349658854
ATSC3m,-612.4284675000001
ATSC3p,-0.24898422844931925
ATSC3s,-23.70797263374485
ATSC3v,13.58411249867359
ATSC4Z,-80.89600000000003
ATSC4c,0.38009936708222825
ATSC4d,-5.224
ATSC4i,8.508891683778398
ATSC4m,-355.72730025000004
ATSC4p,0.1594693332505997
ATSC4s,-12.825996742112478
ATSC4v,-48.262770798247736
ATSC5Z,-146.64960000000002
ATSC5c,-0.08492761712677037
ATSC5d,0.5776000000000011
ATSC5i,13.05027657398003
ATSC5m,-674.367689
ATSC5p,0.8117339026931603
ATSC5s,-37.00251728395061
ATSC5v,-265.6280276617972
ATSC6Z,54.81919999999999
ATSC6c,-0.543629682839159
ATSC6d,-3.8751999999999986
ATSC6i,-22.634975087353272
ATSC6m,221.0676955000001
ATSC6p,-2.583139478748919
ATSC6s,-11.83966021947874
ATSC6v,-324.4198712161992
ATSC7Z,105.3536
ATSC7c,0.6531006894778383
ATSC7d,-8.801599999999997
ATSC7i,-8.701943404527626
ATSC7m,470.93700450000006
ATSC7p,0.3907935878594403
ATSC7s,37.16349327846365
ATSC7v,-187.09902076080354
ATSC8Z,-3.1680000000000224
ATSC8c,-0.13672028443433756
ATSC8d,-19.112
ATSC8i,-5.262326662795393
ATSC8m,-28.6696905
ATSC8p,-0.5684085556579999
ATSC8s,-12.19845061728395
ATSC8v,-310.00093312596675
AXp-0d,0.7100918046834949
AXp-1d,0.4356406629328052
AXp-2d,0.28314322044623597
AXp-3d,0.17563775627880418
AXp-4d,0.10879723230915814
AXp-5d,0.06930516659252421
AXp-6d,0.04242287356065546
AXp-7d,0.02721853125105658
GATS1Z,0.7968472179731446
GATS1c,1.535629798924133
GATS1d,0.8409735140402161
GATS1i,1.161343420836507
GATS1m,0.7849830122495266
GATS1p,1.1706736683936059
GATS1s,0.7132474197799054
GATS1v,0.875981674774628
GATS2Z,0.9468443182576605
GATS2c,0.8940816522878033
GATS2d,1.1146937806614972
GATS2i,1.1881705700660816
GATS2m,0.9300519893645528
GATS2p,1.1250061628422277
GATS2s,0.5441365946082181
GATS2v,0.9383297672941734
GATS3Z,1.0904137903355275
GATS3c,1.358469256152607
GATS3d,1.1104386737089202
GATS3i,1.042544915530129
GATS3m,1.0800992533317744
GATS3p,0.991129051797115
GATS3s,1.10927193213271
GATS3v,0.9265241039521953
GATS4Z,0.9858690417193074
GATS4c,1.0914892591819192
GATS4d,1.156486017554603
GATS4i,0.9585725235244479
GATS4m,0.9846596148400281
GATS4p,0.9350074746370116
GATS4s,1.039800265349255
GATS4v,0.9424976055441614
GATS5Z,0.9621714927067228
GATS5c,1.0502461002729384
GATS5d,1.0026717321472696
GATS5i,0.9252013161581835
GATS5m,0.9700352430662417
GATS5p,0.8861290798868229
GATS5s,1.1277822803341706
GATS5v,0.9867106676970155
GATS6Z,0.7801952264526844
GATS6c,1.1275092176127919
GATS6d,0.9899561302239667
GATS6i,1.10560037267563
GATS6m,0.7961203466106646
GATS6p,0.9880110083190004
GATS6s,0.671904472924053
GATS6v,1.0302074334167874
GATS7Z,0.8818519113108937
GATS7c,0.8125540248085088
GATS7d,1.0954616588419404
GATS7i,1.0331819691641175
GATS7m,0.8844384774131029
GATS7p,0.9672706302777523
GATS7s,0.5940138416274314
GATS7v,1.0113846132120836
GATS8Z,1.0386147455450314
GATS8c,1.1214498963001038
GATS8d,1.2400968309859155
GATS8i,1.0468784303566667
GATS8m,1.034756797531433
GATS8p,1.0290857243235079
GATS8s,1.0088141033833962
GATS8v,1.020485706768019
MATS1Z,0.1971545146408914
MATS1c,-0.5179212525437114
MATS1d,0.31211799096465587
MATS1i,0.014152855603907413
MATS1m,0.18608639758801765
MATS1p,-0.04388333076823235
MATS1s,-0.1867337130106371
MATS1v,0.04811358047064851
MATS2Z,0.008557291826379291
MATS2c,0.10843348134822195
MATS2d,0.06556944664240126
MATS2i,-0.10459201260940995
MATS2m,0.014606571499296487
MATS2p,-0.08171289927984089
MATS2s,0.22156306319292782
MATS2v,-8.627475443091987e-05
MATS3Z,-0.12523937573102775
MATS3c,-0.14109004221808308
MATS3d,-0.004443326626425203
MATS3i,-0.019491438749279718
MATS3m,-0.11976831515745977
MATS3p,-0.008016786347360971
MATS3s,-0.10346375321315335
MATS3v,0.0024779271349341433
MATS4Z,-0.07058150167170392
MATS4c,0.16303427240006513
MATS4d,-0.06664625433761993
MATS4i,0.04527325866982371
MATS4m,-0.06775228535813177
MATS4p,0.005000642781686859
MATS4s,-0.054513632112599346
MATS4v,-0.008574122729311087
MATS5Z,-0.12907368759030344
MATS5c,-0.03674715245459397
MATS5d,0.00743348982785604
MATS5i,0.07004569757725697
MATS5m,-0.12956762419572884
MATS5p,0.025677653118301995
MATS5s,-0.15864933385367921
MATS5v,-0.04760409693123359
MATS6Z,0.04508525695517266
MATS6c,-0.2197975942161788
MATS6d,-0.04660201647040713
MATS6i,-0.11352376616849068
MATS6m,0.03968898992456369
MATS6p,-0.07635447936721032
MATS6s,-0.04743416307980794
MATS6v,-0.0543278979260919
MATS7Z,0.0838958583379839
MATS7c,0.25567555105625156
MATS7d,-0.10248528206274682
MATS7i,-0.04225832799225617
MATS7m,0.08186473587248935
MATS7p,0.01118467523219662
MATS7s,0.1441643302961672
MATS7v,-0.03033725303948982
MATS8Z,-0.002648900305024903
MATS8c,-0.056199352347687304
MATS8d,-0.23366588419405318
MATS8i,-0.02683262480232342
MATS8m,-0.005232947185709937
MATS8p,-0.017081494058058824
MATS8s,-0.04968614019275326
MATS8v,-0.05277849957793668
MAXaaN,3.9108484697955297
MAXssO,6.060200066137567
MINaaN,3.9108484697955297
MINssO,6.060200066137567
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,-3.4555998884606383
SdssSe,0
SdsssP,0
SpAD_A,38.647950463967334
SpAD_D,326.54552586222104
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.04718511191590147
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1241
TMWC10,140.96965672392975
TSRW10,80.29046913469317
VE1_Dt,5.406332743061898
VE2_Dt,0.1802110914353966
VE3_Dt,2.7861832853240736
VR1_Dt,192.09673758477248
VR2_Dt,6.403224586159083
VR3_Dt,6.356611375397693
Xc-3dv,1.2556219142882248
Xc-4dv,0.07216878364870322
Xc-5dv,0.11514469224951743
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.46298965411661713
Xch-7d,0.7658867094726145
Xp-0dv,17.20821083264018
Xp-1dv,10.967075352690072
Xp-2dv,8.755310027191197
Xp-3dv,5.993075860821555
Xp-4dv,3.865312441206236
Xp-5dv,2.6194165387029806
Xp-6dv,1.5029878289406462
Xp-7dv,1.0224703605906067
Xpc-4d,5.216551727192517
Xpc-5d,8.597193240636958
Xpc-6d,12.962704075140797
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,53
nFRing,1
nHBAcc,5
nHBDon,3
nHRing,2
nSpiro,0
naRing,4
piPC10,8.479910661272198
AATS0dv,8.96888888888889
AATS0pe,6.486193999999999
AATS0se,7.913547459999998
AATS1dv,7.811320754716981
AATS1pe,6.6410226415094336
AATS1se,7.924110415094339
AATS2dv,7.756554307116104
AATS2pe,6.585105617977527
AATS2se,7.924535146067416
AATS3dv,6.044642857142857
AATS3pe,6.56072857142857
AATS3se,7.984103428571428
AATS4dv,5.710144927536232
AATS4pe,6.525151304347825
AATS4se,7.954352382608696
AATS5dv,5.345029239766081
AATS5pe,6.4689228070175435
AATS5se,7.883913122807017
AATS6dv,5.0683060109289615
AATS6pe,6.307245901639344
AATS6se,7.724032508196722
AATS7dv,5.126984126984127
AATS7pe,6.370565079365079
AATS7se,7.8197103809523805
AATS8dv,4.4222222222222225
AATS8pe,6.394240833333334
AATS8se,7.856648683333334
AATSC0Z,9.966399999999998
AATSC0c,0.02027311091720019
AATSC0d,0.6816
AATSC0i,1.6343060924164388
AATSC0m,45.65574217
AATSC0p,0.27730232189976
AATSC0s,2.045917729766804
AATSC0v,48.946846349208954
AATSC1Z,1.9649207547169798
AATSC1c,-0.010499874999193913
AATSC1d,0.21273962264150942
AATSC1i,0.02313009813855602
AATSC1m,8.495912589622645
AATSC1p,-0.01216894951472601
AATSC1s,-0.3820418141936486
AATSC1v,2.3550080306071335
AATSC2Z,0.08528539325842656
AATSC2c,0.002198283994510662
AATSC2d,0.04469213483146069
AATSC2i,-0.17093536342565568
AATSC2m,0.6668738623595507
AATSC2p,-0.022659176699461107
AATSC2s,0.45329979924785385
AATSC2v,-0.004222877148945969
AATSC3Z,-1.2481857142857147
AATSC3c,-0.002860334075199656
AATSC3d,-0.0030285714285714182
AATSC3i,-0.031854977097909694
AATSC3m,-5.468111316964287
AATSC3p,-0.002223073468297493
AATSC3s,-0.21167832708700757
AATSC3v,0.12128671873815706
AATSC4Z,-0.7034434782608698
AATSC4c,0.00330521188767155
AATSC4d,-0.04542608695652174
AATSC4i,0.07399036246763824
AATSC4m,-3.0932808717391307
AATSC4p,0.0013866898543530408
AATSC4s,-0.11153040645315199
AATSC4v,-0.4196762678108499
