DLiP-ID,T001KU
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.3636781934996223
SssPH,0
SssSe,0
SsssB,0
SsssN,2.372262849584278
SsssP,0
VE1_A,4.332681646571678
VE1_D,5.73339133645339
VE2_A,0.1274318131344611
VE2_D,0.16862915695451147
VE3_A,2.6899620998532554
VE3_D,2.9700826435455046
VR1_A,761.7349203440668
VR1_D,245.5596152787377
VR2_A,22.40396824541373
VR2_D,7.222341625845226
VR3_A,7.859374053222501
VR3_D,6.727315181470368
WPath,3248
Xc-3d,2.115622184250222
Xc-4d,0.0
Xc-5d,0.596041515254478
Xc-6d,0.0
Xp-0d,23.23347556082299
Xp-1d,16.635361590784807
Xp-2d,15.120882221279746
Xp-3d,13.546476038836484
Xp-4d,12.42821619614368
Xp-5d,10.310301693419932
Xp-6d,7.736870517604543
Xp-7d,6.1834514515934815
ZMIC0,114.94134955346243
ZMIC1,56.85419356477669
ZMIC2,35.34432241544359
ZMIC3,28.833070771248394
ZMIC4,27.677775521142067
ZMIC5,26.963249528658906
nAcid,0
nAtom,69
nBase,1
nRing,6
piPC1,3.871201010907891
piPC2,4.418840607796598
piPC3,4.945207488773801
piPC4,5.47541697936084
piPC5,5.927259303760531
piPC6,6.156714120003289
piPC7,6.470509213974574
piPC8,6.810039082038553
piPC9,6.9526390134570635
AATS0Z,20.028985507246375
AATS0d,3.289855072463768
AATS0i,162.49904111893065
AATS0m,78.71666344927539
AATS0p,1.437829908256739
AATS0s,3.743558776167472
AATS0v,207.61621963220168
AATS1Z,22.986486486486488
AATS1d,4.202702702702703
AATS1i,145.3433519896372
AATS1m,86.37259355405406
AATS1p,1.8218705745405406
AATS1s,2.5975975975975976
AATS1v,260.6761209461937
AATS2Z,18.809859154929576
AATS2d,3.8098591549295775
AATS2i,152.11744704327674
AATS2m,68.69313761267605
AATS2p,1.5741289829611975
AATS2s,2.4094287949921753
AATS2v,217.01513821118
AATS3Z,14.412322274881516
AATS3d,3.066350710900474
AATS3i,158.8439294418005
AATS3m,50.692360791469184
AATS3p,1.3022334506768203
AATS3s,2.218404423380727
AATS3v,171.13040981818483
AATS4Z,13.339055793991417
AATS4d,2.815450643776824
AATS4i,162.22750445554396
AATS4m,46.58398943347638
AATS4p,1.176829391149309
AATS4s,2.3186695278969953
AATS4v,153.9544518675169
AATS5Z,13.799107142857142
AATS5d,2.7901785714285716
AATS5i,164.18388939456833
AATS5m,48.034777236607134
AATS5p,1.1726821335401654
AATS5s,2.743179563492064
AATS5v,155.82913198252487
AATS6Z,14.27354260089686
AATS6d,2.8878923766816142
AATS6i,160.78747206340984
AATS6m,50.41485676233185
AATS6p,1.2505119223990901
AATS6s,2.4362232187344297
AATS6v,166.26656630298933
AATS7Z,13.745901639344263
AATS7d,2.6762295081967213
AATS7i,159.45363437081147
AATS7m,47.47543957786886
AATS7p,1.2280396030043201
AATS7s,2.7290528233151186
AATS7v,161.4509921583962
AATS8Z,11.406130268199234
AATS8d,2.3869731800766285
AATS8i,163.9378011776246
AATS8m,38.39533722605365
AATS8p,1.1048890893385943
AATS8s,2.5094721157939546
AATS8v,139.92930502283113
AMID_C,1.7450839559376028
AMID_N,0.19511608221194374
AMID_O,0.1572360988819825
AMID_X,0.0
AMID_h,0.35235218109392624
ATS0dv,400.0
ATS0pe,414.6955999999999
ATS0se,516.9407439999999
ATS1dv,410.0
ATS1pe,469.788
ATS1se,564.0337639999998
ATS2dv,609.0
ATS2pe,880.9671999999998
ATS2se,1074.155356
ATS3dv,642.0
ATS3pe,1263.3802999999998
ATS3se,1572.961612
ATS4dv,639.0
ATS4pe,1388.3270999999997
ATS4se,1741.4305280000003
ATS5dv,665.0
ATS5pe,1368.6873999999998
ATS5se,1709.8604599999999
ATS6dv,628.0
ATS6pe,1340.0636999999995
ATS6se,1673.8647199999996
ATS7dv,631.0
ATS7pe,1476.3621
ATS7se,1842.8418279999996
ATS8dv,519.0
ATS8pe,1537.6567
ATS8se,1946.10772
ATSC0Z,490.63768115942014
ATSC0c,0.9169872814441089
ATSC0d,41.94202898550723
ATSC0i,98.90343372757688
ATSC0m,2343.3323977681152
ATSC0p,15.931868421888554
ATSC0s,92.89452495974234
ATSC0v,3549.573460859479
ATSC1Z,33.185675278302874
ATSC1c,-0.48764934513633995
ATSC1d,14.888258769166148
ATSC1i,-8.075571178669854
ATSC1m,160.67170710375973
ATSC1p,0.6249309294656922
ATSC1s,-1.200488926229316
ATSC1v,200.44713241783762
ATSC2Z,-37.674648183154794
ATSC2c,-0.013705890721104643
ATSC2d,3.1048099138836416
ATSC2i,-14.374210719780042
ATSC2m,-184.81619281264423
ATSC2p,-1.607985252286357
ATSC2s,4.648626572382083
ATSC2v,-412.8246628005065
ATSC3Z,-48.66015542953163
ATSC3c,0.1974550124130636
ATSC3d,-8.808233564377229
ATSC3i,-13.455601390468109
ATSC3m,-243.52739817496325
ATSC3p,-3.735432848025985
ATSC3s,-1.5293122359915046
ATSC3v,-719.5574304611223
ATSC4Z,65.32493173703003
ATSC4c,-0.1941379225902569
ATSC4d,-6.311489182944757
ATSC4i,-31.850451513969304
ATSC4m,301.96037275404314
ATSC4p,-2.8319779952135695
ATSC4s,-9.51943452589325
ATSC4v,-125.00158139759105
ATSC5Z,-53.562906952320915
ATSC5c,0.0417509734360305
ATSC5d,-2.4929636630959875
ATSC5i,25.241853737389405
ATSC5m,-246.74995598634743
ATSC5p,2.5147220981538774
ATSC5s,-4.87014866157903
ATSC5v,166.53821126081985
ATSC6Z,50.6782188615837
ATSC6c,0.007292496792267957
ATSC6d,-17.29090527200168
ATSC6i,19.76218473216979
ATSC6m,243.88090031463977
ATSC6p,1.2831620501316123
ATSC6s,-1.8205500711801887
ATSC6v,424.39413370800764
ATSC7Z,-193.53035076664563
ATSC7c,-0.007001220390571378
ATSC7d,-15.838479311069102
ATSC7i,-43.886224401260534
ATSC7m,-932.1192853394243
ATSC7p,-7.339311186613844
ATSC7s,1.0770904805246353
ATSC7v,-1608.3623138297557
ATSC8Z,-56.1947069943289
ATSC8c,0.0425007961511865
ATSC8d,-1.8821676118462531
ATSC8i,13.46446688807003
ATSC8m,-257.03740173156893
ATSC8p,2.02807621412971
ATSC8s,1.7540432682209595
ATSC8v,106.73492317830764
AXp-0d,0.6833375164947938
AXp-1d,0.42654773309704636
AXp-2d,0.2652786354610482
AXp-3d,0.1632105546847769
AXp-4d,0.10187062455855475
AXp-5d,0.06403914095291884
AXp-6d,0.03907510362426537
AXp-7d,0.024733805806373927
GATS1Z,0.8709019174547623
GATS1c,1.5177530646662314
GATS1d,0.8544612338669011
GATS1i,1.3179526966501325
GATS1m,0.8761366532382864
GATS1p,1.1038833267329398
GATS1s,0.6016300547568153
GATS1v,1.0245165650056527
GATS2Z,0.9887104276275009
GATS2c,1.023716008209282
GATS2d,1.273051578301878
GATS2i,1.2441402514237911
GATS2m,0.9937909268188166
GATS2p,1.1137970995906163
GATS2s,0.5513724688324967
GATS2v,1.0881314645349176
GATS3Z,0.9990673639831149
GATS3c,0.9184314862272978
GATS3d,1.206359292145541
GATS3i,1.1026589482384712
GATS3m,1.0027898505463841
GATS3p,1.0776354844826774
GATS3s,0.7095592057631975
GATS3v,1.0630226500047013
GATS4Z,0.9588642570431832
GATS4c,1.1699344198188402
GATS4d,1.1620371880848646
GATS4i,1.0960337091509853
GATS4m,0.9590161809548933
GATS4p,1.0152946486455419
GATS4s,1.0139357478645399
GATS4v,0.97897882325045
GATS5Z,1.082774561351687
GATS5c,1.365638891868927
GATS5d,1.1218716062790013
GATS5i,0.9343462597847367
GATS5m,1.0753215637894233
GATS5p,0.8804507225318153
GATS5s,1.4450085513078472
GATS5v,0.9174635789420527
GATS6Z,0.9673692439785619
GATS6c,1.2242266574940568
GATS6d,1.275944353711561
GATS6i,0.9563792209207804
GATS6m,0.9659236663045548
GATS6p,0.9561432093960962
GATS6s,1.056805017757459
GATS6v,0.9406044721096606
GATS7Z,1.1246655115941457
GATS7c,1.1352949765526597
GATS7d,1.0830718161940482
GATS7i,1.1205485147399825
GATS7m,1.1225997509970067
GATS7p,1.1225164527530431
GATS7s,1.3638992238424243
GATS7v,1.1061027812919964
GATS8Z,1.0429151820970242
GATS8c,1.0744759464443971
GATS8d,0.9286673180341415
GATS8i,0.89960480602303
GATS8m,1.0386798620353954
GATS8p,0.9209994098549227
GATS8s,1.1992984396209263
GATS8v,0.9534210603784113
MATS1Z,0.06306772005064674
MATS1c,-0.495863000786096
MATS1d,0.33098769121574956
MATS1i,-0.07613410569898987
MATS1m,0.06393267588521388
MATS1p,0.036574860602249605
MATS1s,-0.012049954613334884
MATS1v,0.05265517373155427
MATS2Z,-0.03731204501184457
MATS2c,-0.007262810271132961
MATS2d,0.03597048775027503
MATS2i,-0.07062092209072553
MATS2m,-0.03832365033772585
MATS2p,-0.04904289477184191
MATS2s,0.024316176582790335
MATS2v,-0.05651324074336853
MATS3Z,-0.03243241048752143
MATS3c,0.07041602188268249
MATS3d,-0.0686761628078358
MATS3i,-0.044489587476519515
MATS3m,-0.033984475166185545
MATS3p,-0.07667271781167125
MATS3s,-0.005383598712214958
MATS3v,-0.06629120738866968
MATS4Z,0.039428588959761826
MATS4c,-0.06269605802509982
MATS4d,-0.04456311860264392
MATS4i,-0.09536684019538277
MATS4m,0.038160075528698746
MATS4p,-0.05264005486104153
MATS4s,-0.03034689085320771
MATS4v,-0.01042875604661681
MATS5Z,-0.03362825346656651
MATS5c,0.014025048312816117
MATS5d,-0.01830912479020634
MATS5i,0.07861600101073425
MATS5m,-0.032435773522619324
MATS5p,0.04862105292500754
MATS5s,-0.016149280297167612
MATS5v,0.014452360946255871
MATS6Z,0.03195984550911181
MATS6c,0.0024606914620840564
MATS6d,-0.12755941626559986
MATS6i,0.061825524963000214
MATS6m,0.032202391110733516
MATS6p,0.024920630357887323
MATS6s,-0.006063965719116348
MATS6v,0.03699452293227056
MATS7Z,-0.11154431711098865
MATS7c,-0.002159084806554592
MATS7d,-0.10678821076959683
MATS7i,-0.12548046347732406
MATS7m,-0.11248558233984496
MATS7p,-0.13027103258406822
MATS7s,0.0032788483739765277
MATS7v,-0.12813476720233277
MATS8Z,-0.030279109278585726
MATS8c,0.012252997274906405
MATS8d,-0.011863625892651483
MATS8i,0.03599037537813007
MATS8m,-0.02899819787173418
MATS8p,0.03365318275293373
MATS8s,0.004991818283707544
MATS8v,0.007949484311999353
MAXsOH,10.513169693828964
MINsOH,10.513169693828964
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,10
NssNH2,0
NsssAs,0
NsssCH,6
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,45.534709023042836
SpAD_D,396.79763760215906
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,9.357741198293287
SssNH2,0
SsssAs,0
SsssCH,0.2588569445225284
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1956
TMWC10,153.55739390761667
TSRW10,88.4703872318382
VE1_Dt,5.775914066631706
VE2_Dt,0.1698798254891678
VE3_Dt,2.977471955441252
VR1_Dt,236.6153126612315
VR2_Dt,6.959273901800927
VR3_Dt,6.690211100688542
Xc-3dv,1.3444545720986647
Xc-4dv,0.0
Xc-5dv,0.29838408421873597
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.23894249490673464
Xch-6d,0.8593560895307462
Xch-7d,1.516625361605994
Xp-0dv,19.734758678758208
Xp-1dv,13.072780386772603
Xp-2dv,10.882750007285267
Xp-3dv,8.926164826758443
Xp-4dv,7.381068264361746
Xp-5dv,5.504871493811872
Xp-6dv,3.613389023634938
Xp-7dv,2.5795302853443784
Xpc-4d,5.625728633446142
Xpc-5d,10.464384056091683
Xpc-6d,17.041414680864612
n3Ring,0
n4Ring,0
n5Ring,3
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,4
nBonds,74
nFRing,2
nHBAcc,5
nHBDon,2
nHRing,3
nSpiro,0
naRing,2
piPC10,7.204520970166961
AATS0dv,5.797101449275362
AATS0pe,6.010081159420288
AATS0se,7.491894840579708
AATS1dv,5.54054054054054
AATS1pe,6.348486486486487
AATS1se,7.622077891891889
AATS2dv,4.288732394366197
AATS2pe,6.203994366197182
AATS2se,7.564474338028169
AATS3dv,3.042654028436019
AATS3pe,5.987584360189572
AATS3se,7.454794369668247
AATS4dv,2.742489270386266
AATS4pe,5.958485407725321
AATS4se,7.473950763948499
AATS5dv,2.96875
AATS5pe,6.1102116071428565
AATS5se,7.633305624999999
AATS6dv,2.8161434977578477
AATS6pe,6.009254260089683
AATS6se,7.5061198206278
AATS7dv,2.5860655737704916
AATS7pe,6.050664344262295
AATS7se,7.55263044262295
AATS8dv,1.9885057471264367
AATS8pe,5.891404980842912
AATS8se,7.456351417624521
AATSC0Z,7.110691031295944
AATSC0c,0.013289670745566796
AATSC0d,0.6078554925435831
AATSC0i,1.4333830975011141
AATSC0m,33.96133909808863
AATSC0p,0.2308966437954863
AATSC0s,1.3462974631846716
AATSC0v,51.44309363564462
AATSC1Z,0.4484550713284172
AATSC1c,-0.0065898560153559455
AATSC1d,0.2011926860698128
AATSC1i,-0.10912934025229533
AATSC1m,2.1712392851859423
AATSC1p,0.008445012560347192
AATSC1s,-0.016222823327423187
AATSC1v,2.708745032673481
AATSC2Z,-0.2653144238250338
AATSC2c,-9.652035719087776e-05
AATSC2d,0.02186485854847635
AATSC2i,-0.10122683605478902
AATSC2m,-1.3015224845960862
AATSC2p,-0.011323839804833499
AATSC2s,0.032736806847761146
AATSC2v,-2.9072159352148343
AATSC3Z,-0.23061685037692714
AATSC3c,0.0009358057460334768
AATSC3d,-0.041745182769560324
AATSC3i,-0.06377062270364033
AATSC3m,-1.1541582851893992
AATSC3p,-0.017703473213393293
AATSC3s,-0.007247925289059263
AATSC3v,-3.4102247889152717
AATSC4Z,0.28036451389283273
AATSC4c,-0.0008332099681985274
AATSC4d,-0.027087936407488227
AATSC4i,-0.13669721679815153
