DLiP-ID,T007JT
AATS2i,152.26666772178072
AATS2m,71.10408834188038
AATS2p,1.561625732509753
AATS2s,2.987891737891737
AATS2v,216.32785001937563
AATS3Z,14.83435582822086
AATS3d,2.8098159509202456
AATS3i,160.4283080028921
AATS3m,52.49379649079756
AATS3p,1.294247340969429
AATS3s,2.560327198364007
AATS3v,172.85258430974625
AATS4Z,14.030674846625766
AATS4d,2.6319018404907975
AATS4i,162.72334684476274
AATS4m,48.946739576687115
AATS4p,1.2319869424838406
AATS4s,2.67484662576687
AATS4v,162.45172017856075
AATS5Z,14.103896103896103
AATS5d,2.603896103896104
AATS5i,161.82868885500437
AATS5m,49.382717123376615
AATS5p,1.217397228382247
AATS5s,2.819083694083694
AATS5v,162.1733067502615
AATS6Z,14.806896551724138
AATS6d,2.5310344827586206
AATS6i,161.0037484412067
AATS6m,51.99654277931035
AATS6p,1.2162879369225659
AATS6s,3.4965517241379316
AATS6v,162.37648576002184
AATS7Z,13.075342465753424
AATS7d,2.3904109589041096
AATS7i,162.44127485360008
AATS7m,45.17187470547945
AATS7p,1.1718878181271506
AATS7s,2.686643835616439
AATS7v,153.51505227395046
AATS8Z,12.900709219858156
AATS8d,2.3333333333333335
AATS8i,162.5077524889047
AATS8m,44.74267524113472
AATS8p,1.1409150805752561
AATS8s,2.8339243498817965
AATS8v,148.71183940628683
AMID_C,1.648980701939176
AMID_N,0.24895287498749566
AMID_O,0.15685828091092774
AMID_X,0.0
AMID_h,0.4058111558984235
ATS0dv,424.0
ATS0pe,386.73219999999986
ATS0se,478.4690279999998
ATS1dv,421.0
ATS1pe,423.30850000000004
ATS1se,506.9852719999997
ATS2dv,558.0
ATS2pe,729.1702999999999
ATS2se,887.7287999999995
ATS3dv,522.0
ATS3pe,987.2025
ATS3se,1227.3281599999998
ATS4dv,483.0
ATS4pe,987.8143
ATS4se,1230.6862279999996
ATS5dv,465.0
ATS5pe,932.634
ATS5se,1163.805236
ATS6dv,492.0
ATS6pe,893.549
ATS6se,1110.684148
ATS7dv,391.0
ATS7pe,874.8145
ATS7se,1097.4446440000002
ATS8dv,372.0
ATS8pe,840.3966999999998
ATS8se,1057.1769800000002
ATSC0Z,454.8888888888889
ATSC0c,1.1536819172283659
ATSC0d,32.85714285714286
ATSC0i,94.08887769132548
ATSC0m,2168.834160222222
ATSC0p,14.330138773341423
ATSC0s,95.19400352733682
ATSC0v,3181.622891852989
ATSC1Z,12.592592592592624
ATSC1c,-0.7399646493370465
ATSC1d,7.292517006802724
ATSC1i,-4.551516334602026
ATSC1m,63.4895632592598
ATSC1p,0.5584435422918412
ATSC1s,-2.8879860586209745
ATSC1v,140.520242570022
ATSC2Z,-10.222222222222221
ATSC2c,0.37290644570535086
ATSC2d,-3.210884353741498
ATSC2i,-21.94268709753471
ATSC2m,-65.25615188888823
ATSC2p,-3.0476965962259337
ATSC2s,29.87030738221214
ATSC2v,-601.7903439823574
ATSC3Z,-38.39506172839505
ATSC3c,-0.28705793878915414
ATSC3d,-0.34467120181405986
ATSC3i,-14.968041255549931
ATSC3m,-172.7460373209875
ATSC3p,0.2688031796582253
ATSC3s,-24.870993253268384
ATSC3v,-14.360756360957339
ATSC4Z,-71.17283950617282
ATSC4c,0.3237459469309795
ATSC4d,-6.678004535147394
ATSC4i,14.81495811799801
ATSC4m,-339.56487409876536
ATSC4p,-0.6279906176327761
ATSC4s,-10.934044399652867
ATSC4v,-298.07117513084677
ATSC5Z,-35.06172839506174
ATSC5c,-0.5613368613541941
ATSC5d,-9.698412698412698
ATSC5i,-2.760341115860894
ATSC5m,-164.35354054320982
ATSC5p,-1.3138313942497144
ATSC5s,-8.661620615324315
ATSC5v,-153.21507146956625
ATSC6Z,-44.95061728395062
ATSC6c,0.4510437420939087
ATSC6d,-7.385487528344671
ATSC6i,-12.199937683746006
ATSC6m,-234.0036125432096
ATSC6p,-2.9831376641063674
ATSC6s,48.30127935948042
ATSC6v,-758.1875891701542
ATSC7Z,-30.679012345679006
ATSC7c,-0.2994129573977667
ATSC7d,-4.954648526077095
ATSC7i,-2.2522467443597916
ATSC7m,-143.22463375308647
ATSC7p,-1.02958939913947
ATSC7s,-11.913440273228632
ATSC7v,-125.66203458428066
ATSC8Z,45.962962962962955
ATSC8c,0.30718051403008595
ATSC8d,-2.442176870748298
ATSC8i,-3.5321115018448883
ATSC8m,213.01725996296275
ATSC8p,-1.0626011931741046
ATSC8s,9.58696565045771
ATSC8v,3.110744592071523
AXp-0d,0.6983452978067917
AXp-1d,0.44668111210884476
AXp-2d,0.29645741715463564
AXp-3d,0.1863960613454872
AXp-4d,0.1220062438550988
AXp-5d,0.08014357527881841
AXp-6d,0.05405447746145572
AXp-7d,0.03521700008171126
GATS1Z,0.8425633965448327
GATS1c,1.5990971895569208
GATS1d,0.8862977602108036
GATS1i,1.2568850545146064
GATS1m,0.8470015665535292
GATS1p,1.062840372644289
GATS1s,0.6359509874099964
GATS1v,0.9838892432829147
GATS2Z,0.9133065273758971
GATS2c,0.6958419565910482
GATS2d,1.2257153474544777
GATS2i,1.2533043775966255
GATS2m,0.9224854960945098
GATS2p,1.1654569407195041
GATS2s,0.4259283143905656
GATS2v,1.1147550322049236
GATS3Z,1.000905110276598
GATS3c,0.9861011530839352
GATS3d,1.0592424646572418
GATS3i,1.0855537591419675
GATS3m,1.0002823692995608
GATS3p,0.9754970274785334
GATS3s,0.932222484278964
GATS3v,0.9842489175786697
GATS4Z,1.0443863682000594
GATS4c,0.8929259551919871
GATS4d,1.0592424646572418
GATS4i,0.9609188377968173
GATS4m,1.0445287458970425
GATS4p,0.9743764698703368
GATS4s,0.8936527362986161
GATS4v,1.0030945441011627
GATS5Z,1.0266528781428634
GATS5c,1.2286760849335578
GATS5d,1.1701581027667982
GATS5i,0.9957456210383951
GATS5m,1.0250257061978445
GATS5p,1.0103413340023177
GATS5s,1.1230957092930234
GATS5v,0.9938246977976964
GATS6Z,1.0584168589862373
GATS6c,0.9308871363974487
GATS6d,1.080119940029985
GATS6i,1.024157539223903
GATS6m,1.0586032577565
GATS6p,1.0682243005297898
GATS6s,1.1816381466515473
GATS6v,1.0692121825551721
GATS7Z,1.029229209467915
GATS7c,1.139441310462999
GATS7d,0.9757891602144132
GATS7i,0.9587887798407422
GATS7m,1.027523123120731
GATS7p,1.0070156289894103
GATS7s,1.1591705000412424
GATS7v,0.9980771209373797
GATS8Z,0.9608456589300377
GATS8c,0.8835801041475411
GATS8d,0.9568609312365094
GATS8i,0.9323865824224333
GATS8m,0.9607796565608491
GATS8p,1.0168427513593272
GATS8s,1.1305393552964833
GATS8v,0.9884410013419982
MATS1Z,0.026424479282320088
MATS1c,-0.6122397187657266
MATS1d,0.21185770750988148
MATS1i,-0.04617580031868427
MATS1m,0.027942972833844056
MATS1p,0.037198505425962695
MATS1s,-0.028958903532780297
MATS1v,0.04215866033661823
MATS2Z,-0.012100259291270525
MATS2c,0.17404778167896068
MATS2d,-0.052619843924191764
MATS2i,-0.12557587402924245
MATS2m,-0.01620129772235342
MATS2p,-0.11451859775571144
MATS2s,0.16896034488901562
MATS2v,-0.10184769391802935
MATS3Z,-0.03262293165818
MATS3c,-0.09616929261956249
MATS3d,-0.004054414510536153
MATS3i,-0.06148647960799722
MATS3m,-0.03078468356176234
MATS3p,0.007249982371476342
MATS3s,-0.10098025954983707
MATS3v,-0.0017445425097747122
MATS4Z,-0.06047305498694781
MATS4c,0.10846039944455656
MATS4d,-0.07855428114163779
MATS4i,0.06085763692546357
MATS4m,-0.06051309401903219
MATS4p,-0.016937749445817794
MATS4s,-0.04439399062847208
MATS4v,-0.03620964125315752
MATS5Z,-0.03153173158058357
MATS5c,-0.19904776480272174
MATS5d,-0.12075098814229247
MATS5i,-0.01200174222710127
MATS5m,-0.031000774769354537
MATS5p,-0.03750671839031092
MATS5s,-0.03722283043496568
MATS5v,-0.01970028975917037
MATS6Z,-0.042934150902077056
MATS6c,0.16986547712766903
MATS6d,-0.09766116941529233
MATS6i,-0.05633676062354782
MATS6m,-0.04687796649909065
MATS6p,-0.09044726657200348
MATS6s,0.2204558304451295
MATS6v,-0.10353817736795438
MATS7Z,-0.029102060482764612
MATS7c,-0.11198818319108912
MATS7d,-0.0650684931506849
MATS7i,-0.010329168764528846
MATS7m,-0.02849568288281045
MATS7p,-0.03100283149646524
MATS7s,-0.05400267754604811
MATS7v,-0.0170428836053552
MATS8Z,0.045146503965325484
MATS8c,0.11896768591174972
MATS8d,-0.03320999074930617
MATS8i,-0.016773262879436132
MATS8m,0.043884371802107004
MATS8p,-0.03313151840565836
MATS8s,0.044997979758162276
MATS8v,0.0004368547767614689
MAXaaN,4.716200638080685
MAXsOH,9.317506870630627
MINaaN,4.404095033688636
MINsOH,9.317506870630627
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,9
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,43.00788982493062
SpAD_D,494.70688437200164
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.943624699263248
SssNH2,0
SsssAs,0
SsssCH,-0.5978689408145026
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,870
TMWC10,145.64988262405654
TSRW10,68.82655907181277
VE1_Dt,5.629219099559281
VE2_Dt,0.17058239695634184
VE3_Dt,2.9218931975507614
VR1_Dt,220.76544003739136
VR2_Dt,6.689861819314889
VR3_Dt,6.59102324905481
Xc-3dv,0.7321395443075086
Xc-4dv,0.0
Xc-5dv,0.07835903824696727
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.30274943015462097
Xch-7d,0.5155485826237792
Xp-0dv,18.718250820813164
Xp-1dv,11.668299159327823
Xp-2dv,8.580624299437016
Xp-3dv,6.016532702750607
Xp-4dv,4.2484651871235855
Xp-5dv,3.0144549896265302
Xp-6dv,1.7280834478987899
Xp-7dv,1.0980028827551342
Xpc-4d,3.733316035168772
Xpc-5d,5.858930889626604
Xpc-6d,8.829451785694227
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,66
nFRing,2
nHBAcc,5
nHBDon,3
nHRing,3
nSpiro,0
naRing,3
piPC10,6.768677282350256
AATS0dv,6.73015873015873
AATS0pe,6.138606349206347
AATS0se,7.5947464761904735
AATS1dv,6.378787878787879
AATS1pe,6.413765151515152
AATS1se,7.6815950303030265
AATS2dv,4.769230769230769
AATS2pe,6.232224786324785
AATS2se,7.587425641025637
AATS3dv,3.2024539877300615
AATS3pe,6.056457055214723
AATS3se,7.529620613496931
AATS4dv,2.96319018404908
AATS4pe,6.060210429447853
AATS4se,7.550222257668709
AATS5dv,3.0194805194805197
AATS5pe,6.056064935064935
AATS5se,7.557176857142856
AATS6dv,3.393103448275862
AATS6pe,6.162406896551724
AATS6se,7.659890675862069
AATS7dv,2.6780821917808217
AATS7pe,5.991880136986301
AATS7se,7.516744136986302
AATS8dv,2.6382978723404253
AATS8pe,5.9602602836879415
AATS8se,7.497709078014186
AATSC0Z,7.220458553791888
AATSC0c,0.018312411384577235
AATSC0d,0.5215419501133788
AATSC0i,1.4934742490686583
AATSC0m,34.425939051146386
AATSC0p,0.2274625202117686
AATSC0s,1.5110159290053464
AATSC0v,50.50195066433316
AATSC1Z,0.1907968574635246
AATSC1c,-0.011211585596015856
AATSC1d,0.11049268192125339
AATSC1i,-0.0689623687060913
AATSC1m,0.9619630796857546
AATSC1p,0.008461265792300625
AATSC1s,-0.04375736452456022
AATSC1v,2.129094584394273
AATSC2Z,-0.08736942070275402
AATSC2c,0.0031872345786782127
AATSC2d,-0.0274434560148846
AATSC2i,-0.1875443341669633
AATSC2m,-0.5577448879392156
AATSC2p,-0.02604868885663191
AATSC2s,0.25530177249753966
AATSC2v,-5.143507213524423
AATSC3Z,-0.23555252594107393
AATSC3c,-0.0017610916490132156
AATSC3d,-0.0021145472503930054
AATSC3i,-0.09182847396042902
AATSC3m,-1.0597916400060583
AATSC3p,0.0016490992617069038
AATSC3s,-0.15258278069489806
AATSC3v,-0.08810279976047447
AATSC4Z,-0.4366431871544345
AATSC4c,0.0019861714535642917
AATSC4d,-0.04096935297636438
AATSC4i,0.09088931360734975
AATSC4m,-2.083220086495493
