DLiP-ID,T006ZU
MATS7s,-0.16171282563786543
MATS7v,-0.07180121883016712
MATS8Z,-0.07270977723550645
MATS8c,0.026595845821174982
MATS8d,0.07081075810967034
MATS8i,0.12902119349349558
MATS8m,-0.06865700253618369
MATS8p,0.14532265821555526
MATS8s,-0.013623324616265553
MATS8v,0.05735513746188554
MAXsOH,9.484095252323968
MINsOH,9.484095252323968
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,34.56747174867376
SpAD_D,300.041561371243
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.2281431143011232
SssNH2,0
SsssAs,0
SsssCH,-1.6763825900730676
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,647
TMWC10,130.90103517036198
TSRW10,75.62353203165999
VE1_Dt,5.095368586666966
VE2_Dt,0.18871735506173948
VE3_Dt,2.621583779888173
VR1_Dt,162.78406145042976
VR2_Dt,6.02903931297888
VR3_Dt,6.08567631914731
Xc-3dv,0.6965184340516792
Xc-4dv,0.0
Xc-5dv,0.09589497467812813
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4239461273964019
Xch-7d,0.4413411903502526
Xp-0dv,14.87580241741321
Xp-1dv,8.948562048497658
Xp-2dv,6.650845978181788
Xp-3dv,4.723837420581749
Xp-4dv,3.3023590634447317
Xp-5dv,2.1293888181506158
Xp-6dv,1.1511525879750124
Xp-7dv,0.686865760902365
Xpc-4d,3.707481775599357
Xpc-5d,5.258983242018674
Xpc-6d,7.923599770705154
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,51
nFRing,0
nHBAcc,3
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,5.740194760687756
AATS0dv,7.714285714285714
AATS0pe,6.303063265306123
AATS0se,7.7544322448979575
AATS1dv,6.8431372549019605
AATS1pe,6.4775294117647055
AATS1se,7.74317905882353
AATS2dv,5.306818181818182
AATS2pe,6.372560227272728
AATS2se,7.710785590909091
AATS3dv,3.778688524590164
AATS3pe,6.24578606557377
AATS3se,7.702169770491803
AATS4dv,3.880952380952381
AATS4pe,6.264686507936507
AATS4se,7.775007428571429
AATS5dv,4.908333333333333
AATS5pe,6.3318575
AATS5se,7.822736899999999
AATS6dv,4.336134453781512
AATS6pe,6.359762184873951
AATS6se,7.829120336134453
AATS7dv,3.556451612903226
AATS7pe,6.292157258064516
AATS7se,7.819787483870967
AATS8dv,3.2803738317757007
AATS8pe,6.2318803738317765
AATS8se,7.800355887850467
AATSC0Z,7.426905456059974
AATSC0c,0.023003537652358987
AATSC0d,0.5589337775926697
AATSC0i,1.4527620099114966
AATSC0m,35.26806356101625
AATSC0p,0.2301032882566872
AATSC0s,2.3376833726687956
AATSC0v,49.86036791270587
AATSC1Z,0.10930902973434285
AATSC1c,-0.014101190945178177
AATSC1d,0.10813304913802252
AATSC1i,-0.08446800284090088
AATSC1m,0.5789485070109617
AATSC1p,0.006302853111724895
AATSC1s,-0.10524595325658603
AATSC1v,1.5984980175769514
AATSC2Z,-0.30816705160728497
AATSC2c,0.0013409150350063902
AATSC2d,-0.09279277573738218
AATSC2i,-0.16976606238440026
AATSC2m,-1.6445075893093806
AATSC2p,-0.029765912830867672
AATSC2s,0.2520146277434907
AATSC2v,-6.732823008001319
AATSC3Z,-0.7659820703122333
AATSC3c,0.004017626421001421
AATSC3d,-0.05558817705737364
AATSC3i,-0.01803273606149654
AATSC3m,-3.71706716238794
AATSC3p,-0.024457074819173835
AATSC3s,-0.18296328791358188
AATSC3v,-6.394473767497992
AATSC4Z,-0.6180295247350641
AATSC4c,-0.006850855485223873
AATSC4d,0.004558285899393771
AATSC4i,-0.14335602612242154
AATSC4m,-2.847368515988708
AATSC4p,-0.010321273957600711
AATSC4s,-0.40535515037458664
AATSC4v,-2.193927767920331
AATSC5Z,1.1957135915590726
AATSC5c,0.003109630570239406
AATSC5d,-0.0016208524226016938
AATSC5i,0.13085294178934187
AATSC5m,5.617599333881716
